,Sailor,Valley Of Dreams,Ghostwriter,Two Smokin Barrels,Goldeel,Teranga,Oakfield Warpaint,The Love Rocket
11-01-2023 15:18:04.712245,"(7.5, 9.4, 9.290000000000001)","(16.0, 24.0, 23.666666666666668)","(1.75, 1.86, 1.8569364161849713)","(51.0, 100.0, 97.33333333333333)","(5.5, 6.2, 6.163265306122449)","(8.0, 10.5, 10.015037593984962)","(21.0, 38.0, 35.67741935483871)","(51.0, 100.0, 91.33333333333333)"
11-01-2023 15:18:06.149723,"(8.0, 9.4, 9.290000000000001)","(16.0, 24.0, 23.666666666666668)","(1.7, 1.86, 1.8540234375)","(61.0, 100.0, 96.0)","(5.5, 6.2, 6.140213523131672)","(8.0, 10.5, 10.059701492537313)","(26.0, 38.0, 35.94285714285714)","(61.0, 100.0, 91.66666666666667)"
11-01-2023 15:18:07.594415,"(8.0, 9.4, 9.122448979591836)","(16.0, 24.0, 23.77777777777778)","(1.7, 1.86, 1.839718309859155)","(61.0, 100.0, 96.0)","(5.5, 6.2, 6.131428571428572)","(8.0, 10.5, 10.062962962962963)","(26.0, 38.0, 35.6)","(61.0, 100.0, 91.33333333333333)"
11-01-2023 15:18:09.202175,"(8.0, 9.2, 9.152)","(16.0, 24.0, 23.933333333333334)","(1.7, 1.84, 1.8889904610492845)","(61.0, 100.0, 98.18181818181819)","(5.5, 6.2, 6.095719844357976)","(8.0, 10.5, 10.089147286821705)","(26.0, 34.0, 32.247191011235955)","(51.0, 100.0, 90.9090909090909)"
11-01-2023 15:18:10.662079,"(8.0, 9.2, 9.152)","(16.0, 25.0, 23.928571428571427)","(1.7, 1.89, 1.8962676056338028)","(61.0, 100.0, 96.66666666666667)","(5.5, 6.2, 5.885760517799353)","(8.0, 10.5, 10.207272727272727)","(26.0, 34.0, 34.35294117647059)","(51.0, 100.0, 88.63636363636364)"
11-01-2023 15:18:12.068145,"(8.0, 9.2, 9.146153846153846)","(17.0, 24.0, 23.823529411764707)","(1.7, 1.9, 1.9078571428571427)","(61.0, 100.0, 97.77777777777777)","(5.5, 5.9, 5.788405797101449)","(8.0, 10.5, 9.973584905660378)","(26.0, 36.0, 35.666666666666664)","(51.0, 90.0, 87.61904761904762)"
11-01-2023 15:18:13.432461,"(8.0, 9.2, 9.176666666666666)","(17.0, 24.0, 23.933333333333334)","(1.7, 1.91, 1.908388625592417)","(61.0, 100.0, 97.77777777777777)","(5.5, 5.8, 5.78955223880597)","(8.0, 10.0, 9.898159509202454)","(26.0, 36.0, 35.666666666666664)","(51.0, 90.0, 87.3913043478261)"
11-01-2023 15:18:14.875434,"(8.0, 9.2, 9.116483516483516)","(17.0, 24.0, 23.741935483870968)","(1.7, 1.91, 1.8970414201183432)","(61.0, 100.0, 98.57142857142857)","(5.5, 5.8, 5.788349514563107)","(8.0, 10.0, 9.879710144927536)","(21.0, 36.0, 35.75)","(51.0, 90.0, 87.61904761904762)"
11-01-2023 15:18:16.327503,"(8.0, 9.4, 9.276)","(17.0, 24.0, 23.789473684210527)","(1.7, 1.9, 1.8984037558685445)","(61.0, 100.0, 98.57142857142857)","(5.5, 5.8, 5.788349514563107)","(8.0, 10.0, 9.879710144927536)","(21.0, 36.0, 35.75)","(51.0, 90.0, 88.23529411764706)"
11-01-2023 15:18:17.740730,"(8.0, 9.4, 9.276)","(17.0, 24.0, 23.857142857142858)","(1.7, 1.9, 1.9043558282208588)","(61.0, 100.0, 104.61538461538461)","(5.5, 5.8, 5.759375)","(8.0, 10.0, 9.558571428571428)","(21.0, 36.0, 35.75)","(51.0, 90.0, 88.23529411764706)"
11-01-2023 15:18:19.165260,"(8.0, 9.4, 9.276)","(17.0, 24.0, 23.857142857142858)","(1.7, 1.91, 1.9063451776649745)","(61.0, 120.0, 116.42857142857143)","(5.5, 5.8, 5.74639175257732)","(8.0, 9.6, 9.55)","(21.0, 36.0, 35.75)","(61.0, 90.0, 88.92857142857143)"
11-01-2023 15:18:20.586376,"(8.0, 9.4, 9.276)","(17.0, 24.0, 23.857142857142858)","(1.7, 1.91, 1.9155)","(61.0, 120.0, 116.42857142857143)","(5.5, 5.8, 5.6048780487804875)","(8.0, 9.6, 9.50886075949367)","(21.0, 36.0, 35.80952380952381)","(61.0, 90.0, 88.92857142857143)"
11-01-2023 15:18:21.992432,"(8.0, 9.6, 9.507547169811321)","(17.0, 24.0, 23.945945945945947)","(1.7, 1.92, 1.9124731182795698)","(61.0, 120.0, 110.0)","(5.0, 5.7, 5.60506329113924)","(8.0, 9.6, 9.523976608187134)","(26.0, 36.0, 35.80952380952381)","(61.0, 90.0, 88.92857142857143)"
11-01-2023 15:18:23.421653,"(8.0, 9.6, 9.507547169811321)","(17.0, 24.0, 23.945945945945947)","(1.7, 1.92, 1.9138359788359787)","(61.0, 120.0, 114.0)","(5.0, 5.7, 5.6247058823529406)","(8.0, 9.6, 9.539473684210526)","(26.0, 36.0, 35.904761904761905)","(61.0, 90.0, 89.23076923076923)"
11-01-2023 15:18:24.768770,"(8.0, 9.2, 9.074876847290641)","(17.0, 25.0, 24.0)","(1.7, 1.92, 1.9123461538461537)","(61.0, 120.0, 110.0)","(5.5, 5.7, 5.630434782608695)","(8.5, 9.6, 9.493023255813954)","(26.0, 36.0, 35.90909090909091)","(61.0, 90.0, 89.23076923076923)"
11-01-2023 15:18:26.093735,"(8.0, 9.2, 9.107999999999999)","(17.0, 24.0, 24.555555555555557)","(1.7, 1.92, 1.9143537414965985)","(61.0, 120.0, 105.0)","(5.5, 5.7, 5.549886621315193)","(8.5, 9.6, 9.531)","(26.0, 36.0, 37.125)","(61.0, 90.0, 90.71428571428571)"
11-01-2023 15:18:27.408122,"(8.0, 9.2, 9.132019704433498)","(17.0, 25.0, 24.555555555555557)","(1.7, 1.92, 1.9143537414965985)","(61.0, 120.0, 105.0)","(5.5, 5.6, 5.549886621315193)","(8.5, 9.6, 9.531)","(26.0, 38.0, 37.125)","(61.0, 100.0, 90.71428571428571)"
11-01-2023 15:18:28.876640,"(8.0, 9.2, 9.104065040650406)","(17.0, 25.0, 24.63235294117647)","(1.7, 1.92, 1.9162946428571428)","(61.0, 120.0, 112.5)","(5.5, 5.6, 5.560884955752212)","(8.5, 9.6, 9.559615384615384)","(26.0, 38.0, 37.333333333333336)","(61.0, 100.0, 92.77777777777777)"
11-01-2023 15:18:30.215391,"(8.0, 9.2, 9.104065040650406)","(17.0, 25.0, 24.675324675324674)","(1.7, 1.92, 1.9263302752293576)","(61.0, 120.0, 114.0)","(5.5, 5.6, 5.5509433962264145)","(8.5, 9.6, 9.557575757575757)","(26.0, 38.0, 37.06666666666666)","(61.0, 100.0, 93.27586206896552)"
11-01-2023 15:18:32.137731,"(8.0, 9.2, 9.09480122324159)","(17.0, 25.0, 24.686567164179106)","(1.7, 1.93, 1.9234426229508197)","(61.0, 120.0, 114.0)","(5.5, 5.6, 5.545638945233265)","(8.5, 9.6, 9.572486772486773)","(26.0, 38.0, 34.88)","(61.0, 100.0, 93.27586206896552)"
11-01-2023 15:18:33.668647,"(8.0, 9.2, 9.094904458598727)","(17.0, 25.0, 24.559322033898304)","(1.7, 1.93, 1.9249261083743843)","(61.0, 120.0, 117.0)","(5.5, 5.6, 5.5495049504950495)","(8.5, 9.6, 9.594999999999999)","(26.0, 38.0, 34.166666666666664)","(61.0, 100.0, 94.26470588235294)"
11-01-2023 15:18:35.042830,"(8.0, 9.2, 9.094904458598727)","(17.0, 25.0, 24.58730158730159)","(1.7, 1.93, 1.9277165354330708)","(61.0, 120.0, 117.27272727272727)","(5.5, 5.6, 5.539705882352941)","(8.5, 9.6, 9.248979591836735)","(26.0, 36.0, 34.57142857142857)","(61.0, 100.0, 94.16666666666667)"
11-01-2023 15:18:36.585074,"(8.0, 9.2, 9.09655172413793)","(17.0, 25.0, 24.58730158730159)","(1.7, 1.93, 1.9267763157894737)","(61.0, 120.0, 118.125)","(5.5, 5.6, 5.530449826989619)","(8.5, 9.4, 9.239583333333332)","(26.0, 38.0, 35.78947368421053)","(61.0, 95.0, 95.64516129032258)"
11-01-2023 15:18:38.074661,"(8.0, 9.2, 9.10958904109589)","(17.0, 25.0, 24.620689655172413)","(1.7, 1.93, 1.9443214285714285)","(61.0, 120.0, 120.52631578947368)","(5.5, 5.6, 5.541547277936963)","(8.5, 9.4, 9.146341463414634)","(26.0, 36.0, 33.77777777777778)","(61.0, 100.0, 96.78571428571429)"
11-01-2023 15:18:39.632179,"(8.0, 9.2, 9.107027027027026)","(17.0, 25.0, 24.746031746031747)","(1.7, 1.95, 1.9446006389776358)","(61.0, 130.0, 120.52631578947368)","(5.5, 5.6, 5.546315789473684)","(8.5, 9.2, 9.08735632183908)","(26.0, 34.0, 34.303030303030305)","(61.0, 100.0, 97.27272727272727)"
11-01-2023 15:18:41.056762,"(8.0, 9.2, 9.107027027027026)","(18.0, 25.0, 24.45098039215686)","(1.7, 1.96, 1.9494204275534441)","(61.0, 130.0, 120.52631578947368)","(5.0, 5.6, 5.721025641025641)","(8.5, 9.2, 9.043333333333333)","(26.0, 36.0, 34.303030303030305)","(61.0, 100.0, 98.5)"
11-01-2023 15:18:42.652557,"(8.0, 9.2, 9.027722772277228)","(18.0, 25.0, 24.416666666666668)","(1.7, 1.95, 1.9494204275534441)","(61.0, 130.0, 117.58620689655173)","(5.0, 5.8, 5.73063063063063)","(8.5, 9.2, 9.136065573770491)","(26.0, 36.0, 34.13333333333333)","(61.0, 100.0, 97.5)"
11-01-2023 15:18:44.567841,"(8.0, 9.2, 8.936)","(18.0, 25.0, 24.3125)","(1.7, 1.95, 1.9465238095238095)","(61.0, 130.0, 116.875)","(5.0, 5.7, 5.699315068493151)","(8.0, 9.2, 9.151020408163264)","(26.0, 34.0, 33.0)","(61.0, 100.0, 97.5)"
11-01-2023 15:18:46.070292,"(8.0, 9.0, 8.932467532467532)","(18.0, 25.0, 24.833333333333332)","(1.7, 1.95, 1.9449999999999998)","(61.0, 120.0, 110.0)","(5.0, 5.7, 5.714074074074074)","(8.0, 9.2, 9.133333333333333)","(26.0, 34.0, 33.06382978723404)","(61.0, 100.0, 109.40677966101694)"
11-01-2023 15:18:47.620343,"(8.0, 9.0, 8.84923076923077)","(18.0, 25.0, 24.64516129032258)","(1.7, 1.95, 1.947467248908297)","(61.0, 120.0, 104.54545454545455)","(5.0, 5.8, 5.7129251700680275)","(8.0, 9.2, 9.164)","(26.0, 34.0, 33.21739130434783)","(61.0, 110.0, 116.15384615384616)"
11-01-2023 15:18:49.139364,"(8.0, 9.0, 8.850000000000001)","(18.0, 25.0, 24.083333333333332)","(1.7, 1.95, 1.9758880308880309)","(61.0, 110.0, 108.33333333333333)","(5.0, 5.8, 5.68371335504886)","(8.0, 9.2, 9.104568527918781)","(26.0, 34.0, 33.2)","(61.0, 120.0, 115.9090909090909)"
11-01-2023 15:18:50.905186,"(8.0, 9.0, 8.907070707070707)","(18.0, 25.0, 24.0)","(1.7, 1.98, 1.9758203125)","(61.0, 110.0, 110.0)","(5.0, 5.7, 5.685333333333333)","(8.0, 9.2, 9.104568527918781)","(26.0, 34.0, 33.2)","(61.0, 95.0, 92.75510204081633)"
11-01-2023 15:18:52.433495,"(8.0, 9.0, 8.857142857142858)","(18.0, 25.0, 24.0)","(1.7, 1.98, 1.9780434782608696)","(61.0, 120.0, 110.0)","(5.0, 5.7, 5.736170212765957)","(8.0, 9.2, 9.115151515151515)","(26.0, 34.0, 33.2)","(61.0, 95.0, 92.75510204081633)"
11-01-2023 15:18:53.883997,"(7.5, 9.0, 8.857142857142858)","(18.0, 25.0, 24.0)","(1.7, 1.98, 1.9810119047619048)","(61.0, 120.0, 108.33333333333333)","(5.0, 5.8, 5.676381909547739)","(8.0, 9.2, 9.104)","(26.0, 34.0, 34.42857142857143)","(61.0, 95.0, 92.55102040816327)"
11-01-2023 15:18:55.280580,"(7.5, 9.2, 8.907142857142858)","(18.0, 24.0, 22.725490196078432)","(1.7, 1.99, 1.990886454183267)","(61.0, 110.0, 108.84615384615384)","(5.0, 5.7, 5.691017964071857)","(8.0, 9.2, 8.9937106918239)","(26.0, 36.0, 34.075471698113205)","(61.0, 95.0, 89.86842105263158)"
11-01-2023 15:18:56.773901,"(7.5, 9.0, 8.881818181818183)","(18.0, 23.0, 22.98)","(1.7, 2.0, 1.9909809809809809)","(61.0, 110.0, 105.0)","(5.0, 5.7, 5.689510489510489)","(8.0, 9.0, 8.998198198198198)","(26.0, 36.0, 33.806451612903224)","(61.0, 90.0, 89.86842105263158)"
11-01-2023 15:18:58.315385,"(7.5, 9.0, 8.870000000000001)","(18.0, 23.0, 22.982142857142858)","(1.7, 2.0, 1.9921219931271477)","(61.0, 110.0, 103.57142857142857)","(5.0, 5.7, 5.676608187134503)","(8.0, 9.0, 8.923618090452262)","(26.0, 36.0, 34.044444444444444)","(61.0, 90.0, 89.86842105263158)"
11-01-2023 15:18:59.841704,"(7.5, 9.0, 8.870000000000001)","(17.0, 23.0, 22.98148148148148)","(1.7, 2.0, 1.9942445582586428)","(61.0, 110.0, 103.57142857142857)","(5.0, 5.7, 5.715337423312883)","(8.0, 9.0, 8.91078431372549)","(26.0, 36.0, 34.02247191011236)","(61.0, 90.0, 93.80952380952381)"
11-01-2023 15:19:01.308273,"(7.5, 9.0, 8.964705882352941)","(17.0, 23.0, 22.98148148148148)","(1.7, 2.0, 1.9942774193548387)","(61.0, 110.0, 103.07692307692308)","(5.0, 5.8, 5.6116504854368925)","(8.0, 9.0, 8.898245614035089)","(26.0, 36.0, 34.065934065934066)","(61.0, 95.0, 93.80952380952381)"
11-01-2023 15:19:02.756560,"(7.5, 9.0, 8.975280898876404)","(17.0, 23.0, 22.977777777777778)","(1.7, 2.0, 1.9916003787878789)","(61.0, 110.0, 100.0)","(5.0, 5.7, 5.612871287128713)","(8.0, 9.0, 8.876233183856503)","(26.0, 36.0, 33.77358490566038)","(61.0, 95.0, 92.55102040816327)"
11-01-2023 15:19:04.295015,"(7.5, 9.2, 9.126470588235293)","(17.0, 23.0, 22.11904761904762)","(1.7, 2.0, 2.057217553688142)","(61.0, 110.0, 98.57142857142857)","(5.0, 5.7, 5.553896103896104)","(8.0, 9.0, 8.711304347826086)","(26.0, 36.0, 33.09090909090909)","(61.0, 95.0, 89.3103448275862)"
11-01-2023 15:19:05.747878,"(7.5, 8.8, 8.778861788617887)","(17.0, 23.0, 21.861538461538462)","(1.7, 2.06, 2.058835758835759)","(61.0, 100.0, 98.21428571428572)","(5.0, 5.6, 5.539195979899497)","(8.0, 8.8, 8.674556213017752)","(26.0, 34.0, 33.515151515151516)","(61.0, 90.0, 89.16666666666667)"
11-01-2023 15:19:07.156816,"(7.5, 8.8, 8.762962962962963)","(17.0, 23.0, 21.861538461538462)","(1.7, 2.06, 2.0580261832829807)","(61.0, 100.0, 98.21428571428572)","(5.0, 5.6, 5.528855721393035)","(8.0, 8.8, 8.673684210526316)","(26.0, 34.0, 33.515151515151516)","(61.0, 90.0, 89.16666666666667)"
11-01-2023 15:19:09.488298,"(7.5, 8.8, 8.6515625)","(17.0, 22.0, 21.71153846153846)","(1.7, 2.06, 2.0959899749373436)","(61.0, 100.0, 92.94871794871794)","(5.0, 5.5, 5.453055555555555)","(8.0, 8.6, 8.553488372093023)","(26.0, 34.0, 33.515151515151516)","(61.0, 90.0, 88.80952380952381)"
11-01-2023 15:19:11.348919,"(7.5, 8.8, 8.760975609756098)","(17.0, 22.0, 22.48717948717949)","(1.7, 2.1, 2.052700296735905)","(61.0, 95.0, 99.5)","(5.0, 5.5, 5.538181818181818)","(8.0, 8.6, 8.302325581395348)","(26.0, 34.0, 33.09090909090909)","(61.0, 95.0, 91.85714285714286)"
11-01-2023 15:19:12.890537,"(7.5, 8.8, 8.766666666666667)","(17.0, 23.0, 22.055555555555557)","(1.75, 2.06, 2.0580505415162453)","(61.0, 110.0, 100.86956521739131)","(5.0, 5.6, 5.541984732824427)","(8.0, 8.6, 8.135)","(26.0, 34.0, 33.142857142857146)","(61.0, 95.0, 91.85714285714286)"
11-01-2023 15:19:14.374197,"(7.5, 8.8, 8.674074074074074)","(17.0, 23.0, 22.944444444444443)","(1.75, 2.08, 2.0527527216174186)","(61.0, 110.0, 102.63157894736842)","(5.0, 5.6, 5.648148148148148)","(8.0, 8.2, 8.078333333333333)","(26.0, 34.0, 33.87755102040816)","(61.0, 95.0, 91.5625)"
11-01-2023 15:19:15.817728,"(7.5, 9.0, 8.859574468085107)","(17.0, 23.0, 22.944444444444443)","(1.75, 2.06, 2.0492344497607657)","(61.0, 110.0, 102.63157894736842)","(5.0, 5.7, 5.6722222222222225)","(8.0, 8.2, 8.042857142857143)","(26.0, 34.0, 33.886792452830186)","(61.0, 95.0, 91.5625)"
11-01-2023 15:19:17.294436,"(7.5, 9.0, 8.859574468085107)","(17.0, 23.0, 22.94736842105263)","(1.75, 2.06, 2.0289222373806277)","(61.0, 110.0, 102.63157894736842)","(5.0, 5.7, 5.686833855799373)","(8.0, 8.2, 8.171830985915493)","(21.0, 34.0, 33.86206896551724)","(61.0, 95.0, 91.92307692307692)"
11-01-2023 15:19:18.783194,"(7.5, 9.0, 8.850273224043717)","(17.0, 23.0, 22.83606557377049)","(1.75, 2.04, 2.031598302687412)","(61.0, 110.0, 102.63157894736842)","(5.0, 5.7, 5.756632653061224)","(8.0, 8.2, 8.248148148148148)","(21.0, 36.0, 33.86206896551724)","(61.0, 95.0, 91.92307692307692)"
11-01-2023 15:19:20.127996,"(7.5, 9.0, 8.850273224043717)","(17.0, 23.0, 22.821428571428573)","(1.75, 2.04, 2.0332682193839218)","(61.0, 110.0, 102.63157894736842)","(5.0, 5.8, 5.725093632958801)","(8.0, 8.4, 8.262337662337663)","(21.0, 36.0, 33.86206896551724)","(61.0, 95.0, 91.92307692307692)"
11-01-2023 15:19:21.452613,"(7.5, 9.0, 8.843428571428571)","(18.0, 23.0, 22.821428571428573)","(1.75, 2.04, 2.0315384615384615)","(71.0, 110.0, 102.63157894736842)","(5.0, 5.8, 5.631764705882353)","(8.0, 8.4, 8.262337662337663)","(21.0, 36.0, 33.88034188034188)","(61.0, 95.0, 98.58156028368795)"
11-01-2023 15:19:22.786278,"(7.5, 9.0, 8.843428571428571)","(18.0, 23.0, 22.821428571428573)","(1.75, 2.04, 2.0239676113360323)","(71.0, 110.0, 101.76470588235294)","(5.0, 5.7, 5.622105263157895)","(8.0, 8.4, 8.270588235294117)","(21.0, 36.0, 33.285714285714285)","(61.0, 100.0, 98.63945578231292)"
11-01-2023 15:19:24.158757,"(7.5, 9.0, 8.86952380952381)","(18.0, 23.0, 22.821428571428573)","(1.75, 2.04, 2.0238380809595204)","(71.0, 110.0, 101.76470588235294)","(5.0, 5.7, 5.595652173913043)","(8.0, 8.4, 8.30962962962963)","(21.0, 34.0, 33.15492957746479)","(61.0, 100.0, 98.66666666666667)"
11-01-2023 15:19:25.483674,"(7.5, 9.0, 8.84884792626728)","(18.0, 23.0, 22.814814814814813)","(1.75, 2.04, 2.024425087108014)","(71.0, 110.0, 103.63636363636364)","(5.0, 5.6, 5.607586206896552)","(8.0, 8.6, 8.30962962962963)","(21.0, 34.0, 33.15492957746479)","(61.0, 100.0, 98.66666666666667)"
11-01-2023 15:19:26.825304,"(7.5, 9.0, 8.887272727272729)","(18.0, 23.0, 22.74576271186441)","(1.75, 2.04, 2.025392156862745)","(71.0, 110.0, 103.63636363636364)","(5.0, 5.7, 5.571232876712329)","(8.0, 8.6, 8.30962962962963)","(21.0, 34.0, 33.592233009708735)","(61.0, 100.0, 99.08163265306122)"
11-01-2023 15:19:28.231341,"(7.5, 9.2, 8.933333333333334)","(18.0, 23.0, 22.74576271186441)","(1.75, 2.04, 2.032889550018594)","(71.0, 110.0, 103.63636363636364)","(5.0, 5.6, 5.571232876712329)","(8.0, 8.6, 8.347096774193547)","(21.0, 36.0, 33.592233009708735)","(61.0, 100.0, 99.11184210526315)"
11-01-2023 15:19:29.907064,"(7.5, 9.2, 8.920634920634921)","(18.0, 23.0, 22.705882352941178)","(1.75, 2.04, 2.0309547738693468)","(71.0, 110.0, 104.61538461538461)","(5.0, 5.6, 5.58041237113402)","(8.0, 8.6, 8.323684210526316)","(21.0, 36.0, 33.592233009708735)","(61.0, 100.0, 99.11184210526315)"
11-01-2023 15:19:31.429599,"(7.5, 9.0, 8.920634920634921)","(18.0, 23.0, 22.705882352941178)","(1.75, 2.04, 2.0199906629318396)","(71.0, 110.0, 104.61538461538461)","(5.0, 5.6, 5.554661016949153)","(8.0, 8.4, 8.383333333333333)","(21.0, 36.0, 33.592233009708735)","(61.0, 100.0, 99.11184210526315)"
11-01-2023 15:19:33.040770,"(7.5, 9.0, 8.919444444444444)","(18.0, 23.0, 22.64406779661017)","(1.75, 2.02, 2.026270783847981)","(71.0, 110.0, 104.61538461538461)","(5.0, 5.6, 5.451525423728814)","(8.0, 8.4, 8.645454545454545)","(21.0, 36.0, 33.592233009708735)","(61.0, 100.0, 99.73484848484848)"
11-01-2023 15:19:34.617035,"(7.5, 9.0, 8.919444444444444)","(18.0, 23.0, 22.64406779661017)","(1.75, 2.04, 2.0376041666666667)","(71.0, 110.0, 104.61538461538461)","(5.0, 5.5, 5.171074380165289)","(7.5, 8.8, 8.690697674418605)","(21.0, 36.0, 33.86206896551724)","(61.0, 100.0, 99.91803278688525)"
11-01-2023 15:19:36.390200,"(7.5, 9.0, 8.96)","(17.0, 23.0, 22.594594594594593)","(1.75, 2.06, 2.0510539845758355)","(71.0, 110.0, 104.81481481481481)","(5.0, 5.2, 5.158333333333333)","(7.5, 9.0, 8.719999999999999)","(21.0, 34.0, 33.875)","(61.0, 100.0, 99.92248062015504)"
11-01-2023 15:19:37.999194,"(7.5, 9.0, 8.96)","(17.0, 23.0, 22.594594594594593)","(1.75, 2.06, 2.048299711815562)","(71.0, 110.0, 104.81481481481481)","(5.0, 5.2, 5.2286103542234335)","(7.5, 9.0, 8.789723320158103)","(21.0, 34.0, 33.875)","(61.0, 100.0, 99.92248062015504)"
11-01-2023 15:19:39.427219,"(7.5, 9.0, 9.130708661417323)","(17.0, 23.0, 22.551724137931036)","(1.75, 2.06, 2.069486404833837)","(71.0, 110.0, 110.52631578947368)","(5.0, 5.3, 5.333333333333333)","(7.5, 9.0, 7.8545454545454545)","(21.0, 34.0, 34.48888888888889)","(61.0, 100.0, 116.25850340136054)"
11-01-2023 15:19:41.073223,"(7.5, 9.2, 9.166917293233082)","(17.0, 23.0, 22.566666666666666)","(1.75, 2.08, 2.0702247191011236)","(71.0, 120.0, 110.52631578947368)","(4.8, 5.4, 5.348571428571429)","(7.5, 8.0, 7.818666666666666)","(21.0, 36.0, 34.5531914893617)","(61.0, 120.0, 116.25850340136054)"
11-01-2023 15:19:42.675562,"(7.5, 9.2, 9.154716981132076)","(17.0, 23.0, 22.53125)","(1.75, 2.08, 2.0654708520179375)","(71.0, 120.0, 110.52631578947368)","(4.8, 5.4, 5.366459627329193)","(7.5, 8.0, 8.11111111111111)","(21.0, 36.0, 34.5531914893617)","(61.0, 120.0, 115.16129032258064)"
11-01-2023 15:19:44.376380,"(7.5, 9.2, 9.266071428571427)","(17.0, 23.0, 22.470588235294116)","(1.75, 2.08, 2.0569849246231158)","(71.0, 120.0, 108.75)","(4.8, 5.4, 5.356122448979592)","(7.5, 8.2, 7.976470588235294)","(21.0, 36.0, 34.86666666666667)","(61.0, 120.0, 115.16129032258064)"
11-01-2023 15:19:45.992083,"(7.5, 9.4, 9.266071428571427)","(17.0, 23.0, 22.4)","(1.75, 2.06, 2.0535833333333335)","(71.0, 120.0, 109.0909090909091)","(4.8, 5.4, 5.353513513513514)","(7.0, 8.0, 8.16)","(21.0, 36.0, 34.97142857142857)","(61.0, 120.0, 115.25316455696202)"
11-01-2023 15:19:47.672832,"(8.0, 9.4, 9.232835820895522)","(17.0, 23.0, 22.4)","(1.75, 2.06, 2.053739837398374)","(71.0, 120.0, 109.0909090909091)","(4.8, 5.4, 5.356565656565657)","(7.0, 8.2, 8.176237623762376)","(21.0, 36.0, 35.0)","(61.0, 120.0, 115.25316455696202)"
11-01-2023 15:19:49.504618,"(8.0, 9.4, 9.228571428571428)","(17.0, 23.0, 22.46268656716418)","(1.75, 2.06, 2.052359550561798)","(71.0, 120.0, 111.76470588235294)","(4.8, 5.4, 5.355900621118012)","(7.0, 8.2, 8.138181818181817)","(21.0, 36.0, 35.170731707317074)","(61.0, 120.0, 115.25316455696202)"
11-01-2023 15:19:51.596414,"(8.0, 9.4, 9.445925925925927)","(17.0, 23.0, 22.5)","(1.75, 2.06, 2.031127819548872)","(71.0, 120.0, 111.76470588235294)","(4.8, 5.4, 5.407981220657278)","(7.0, 8.2, 8.114285714285714)","(21.0, 36.0, 34.96969696969697)","(61.0, 120.0, 115.50898203592814)"
11-01-2023 15:19:53.293060,"(8.0, 9.6, 9.422641509433962)","(17.0, 23.0, 22.5)","(1.75, 2.04, 2.0195369545859307)","(71.0, 120.0, 113.63636363636364)","(4.8, 5.5, 5.365671641791045)","(7.0, 8.2, 8.128571428571428)","(21.0, 36.0, 34.9375)","(61.0, 120.0, 115.53571428571428)"
11-01-2023 15:19:54.771476,"(8.0, 9.6, 9.336842105263157)","(17.0, 23.0, 22.32608695652174)","(1.75, 2.02, 2.035801282051282)","(71.0, 120.0, 113.91304347826087)","(4.8, 5.5, 5.373498233215548)","(7.0, 8.2, 8.109677419354838)","(21.0, 36.0, 32.888888888888886)","(61.0, 120.0, 108.75)"
11-01-2023 15:19:56.244288,"(8.0, 9.4, 9.336842105263157)","(17.0, 23.0, 22.403846153846153)","(1.75, 2.04, 2.03632)","(71.0, 120.0, 114.16666666666667)","(4.8, 5.5, 5.377397260273972)","(7.0, 8.2, 8.155555555555555)","(21.0, 34.0, 32.95)","(61.0, 110.0, 109.28571428571429)"
11-01-2023 15:19:57.672493,"(8.0, 9.4, 9.382089552238806)","(17.0, 23.0, 23.083333333333332)","(1.75, 2.04, 2.0446736842105264)","(71.0, 120.0, 114.16666666666667)","(4.8, 5.5, 5.364444444444445)","(7.0, 8.4, 8.160869565217391)","(21.0, 34.0, 32.95)","(61.0, 110.0, 109.28571428571429)"
11-01-2023 15:19:59.104205,"(8.0, 9.4, 9.389189189189189)","(17.0, 24.0, 23.083333333333332)","(1.75, 2.06, 2.0569256756756755)","(71.0, 120.0, 114.16666666666667)","(4.8, 5.4, 5.258333333333333)","(7.0, 8.4, 8.23181818181818)","(21.0, 34.0, 32.95)","(61.0, 110.0, 109.28571428571429)"
11-01-2023 15:20:00.628165,"(8.0, 9.4, 9.498947368421053)","(17.0, 24.0, 23.16)","(1.75, 2.06, 2.0458115183246073)","(71.0, 120.0, 114.16666666666667)","(4.8, 5.3, 5.095035460992908)","(7.0, 8.4, 8.30232558139535)","(21.0, 34.0, 32.62068965517241)","(61.0, 110.0, 109.28571428571429)"
11-01-2023 15:20:02.025960,"(8.0, 9.6, 9.497916666666667)","(17.0, 24.0, 23.106382978723403)","(1.75, 2.06, 2.0446022727272726)","(71.0, 120.0, 114.16666666666667)","(4.8, 5.2, 5.0908474576271185)","(7.0, 8.4, 8.290909090909091)","(21.0, 34.0, 32.55855855855856)","(61.0, 110.0, 109.16666666666667)"
11-01-2023 15:20:03.485839,"(8.0, 9.6, 9.497916666666667)","(17.0, 24.0, 23.25)","(1.75, 2.06, 2.035434916718075)","(71.0, 120.0, 118.0)","(4.8, 5.2, 5.065804066543438)","(7.0, 8.4, 8.299999999999999)","(21.0, 34.0, 32.611111111111114)","(61.0, 110.0, 102.96296296296296)"
