,Regal Sun,Jimmy Seven,Nitro Lad,Berry Berry Good,Westozi,Peppi Grove,Deuce Afloat,Justa Lil Faith,Schnoots,Tu Tu Won One Too
08-12-2022 15:13:18.474423,"(13.0, 17.5, 17.139423076923077)","(81.0, 170.0, 164.28571428571428)","(51.0, 70.0, 66.25)","(4.4, 5.2, 5.184313725490196)","(8.5, 10.5, 10.259541984732824)","(20.0, 27.0, 26.9375)","(101.0, 220.0, 218.75)","(3.5, 4.1, 4.010545454545454)","(2.7, 3.1, 3.0960921843687377)","(41.0, 60.0, 54.23076923076923)"
08-12-2022 15:13:19.968783,"(13.0, 17.5, 17.165178571428573)","(81.0, 170.0, 164.28571428571428)","(51.0, 70.0, 66.25)","(4.4, 5.2, 5.184313725490196)","(8.5, 10.5, 10.259541984732824)","(20.0, 27.0, 26.941176470588236)","(101.0, 220.0, 218.75)","(3.5, 4.1, 3.964462809917355)","(2.7, 3.1, 3.0921416234887737)","(41.0, 60.0, 54.44444444444444)"
08-12-2022 15:13:21.368715,"(13.0, 17.5, 17.17948717948718)","(81.0, 170.0, 167.14285714285714)","(51.0, 70.0, 66.81818181818181)","(4.4, 5.2, 5.208695652173914)","(8.5, 10.5, 10.342105263157896)","(20.0, 27.0, 26.944444444444443)","(101.0, 220.0, 219.33333333333334)","(3.5, 4.1, 3.987719298245614)","(2.7, 3.1, 3.0928233438485804)","(41.0, 60.0, 55.588235294117645)"
08-12-2022 15:13:22.825481,"(13.0, 17.5, 17.205128205128204)","(81.0, 180.0, 167.77777777777777)","(51.0, 70.0, 66.5)","(4.4, 5.3, 5.214285714285714)","(8.5, 10.5, 10.328282828282829)","(20.0, 27.0, 26.944444444444443)","(101.0, 220.0, 219.33333333333334)","(3.5, 4.0, 3.9963235294117645)","(2.7, 3.1, 3.0926494345718902)","(41.0, 60.0, 55.588235294117645)"
08-12-2022 15:13:24.222423,"(13.0, 17.5, 17.205128205128204)","(71.0, 170.0, 167.77777777777777)","(51.0, 70.0, 66.5)","(4.4, 5.3, 5.263636363636364)","(8.5, 10.5, 10.346846846846846)","(20.0, 27.0, 27.17142857142857)","(101.0, 220.0, 219.33333333333334)","(3.5, 4.0, 3.997448979591837)","(2.7, 3.1, 3.092565359477124)","(41.0, 60.0, 55.833333333333336)"
08-12-2022 15:13:25.583535,"(13.0, 17.5, 17.2172131147541)","(71.0, 170.0, 168.0)","(51.0, 70.0, 66.37931034482759)","(4.4, 5.3, 5.256756756756757)","(8.5, 10.5, 10.360655737704919)","(20.0, 28.0, 27.17142857142857)","(101.0, 220.0, 219.33333333333334)","(3.5, 4.0, 3.997448979591837)","(2.7, 3.1, 3.092565359477124)","(41.0, 60.0, 55.833333333333336)"
08-12-2022 15:13:26.988936,"(13.0, 17.5, 17.2172131147541)","(81.0, 180.0, 168.0)","(51.0, 70.0, 66.37931034482759)","(4.4, 5.3, 5.256756756756757)","(8.5, 10.5, 10.360655737704919)","(20.0, 28.0, 27.17142857142857)","(101.0, 220.0, 219.33333333333334)","(3.5, 4.0, 3.997938144329897)","(2.7, 3.1, 3.092565359477124)","(41.0, 60.0, 55.833333333333336)"
08-12-2022 15:13:28.387034,"(13.0, 17.5, 17.311764705882354)","(81.0, 170.0, 168.0)","(51.0, 70.0, 66.5)","(4.4, 5.3, 5.2555555555555555)","(8.5, 10.5, 10.365079365079366)","(20.0, 28.0, 27.194444444444443)","(101.0, 220.0, 231.875)","(3.5, 4.0, 3.998095238095238)","(2.7, 3.1, 3.0927083333333334)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:13:29.795605,"(13.0, 17.5, 17.159574468085108)","(81.0, 170.0, 168.1818181818182)","(51.0, 70.0, 66.37931034482759)","(4.4, 5.3, 5.26056338028169)","(8.5, 10.5, 10.380952380952381)","(20.0, 28.0, 27.236842105263158)","(101.0, 260.0, 232.72727272727272)","(3.5, 4.0, 3.9982608695652173)","(2.7, 3.1, 3.092868338557994)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:13:31.314591,"(13.0, 17.5, 17.1734693877551)","(81.0, 170.0, 168.1818181818182)","(51.0, 70.0, 66.21212121212122)","(4.4, 5.3, 5.26056338028169)","(8.5, 10.5, 10.380952380952381)","(20.0, 28.0, 27.236842105263158)","(101.0, 260.0, 232.72727272727272)","(3.5, 4.0, 3.9982608695652173)","(2.7, 3.1, 3.096467391304348)","(41.0, 60.0, 55.945945945945944)"
08-12-2022 15:13:32.776247,"(13.0, 17.5, 17.1734693877551)","(81.0, 170.0, 168.1818181818182)","(51.0, 70.0, 66.21212121212122)","(4.4, 5.3, 5.228125)","(8.5, 10.5, 10.394366197183098)","(20.0, 28.0, 27.236842105263158)","(101.0, 260.0, 232.72727272727272)","(3.5, 4.0, 3.9991150442477874)","(2.7, 3.1, 3.096467391304348)","(41.0, 60.0, 55.945945945945944)"
08-12-2022 15:13:34.470396,"(13.0, 17.5, 17.1734693877551)","(81.0, 170.0, 168.1818181818182)","(51.0, 70.0, 66.21212121212122)","(4.4, 5.3, 5.228125)","(8.5, 10.5, 10.394366197183098)","(20.0, 28.0, 27.236842105263158)","(101.0, 260.0, 232.72727272727272)","(3.5, 4.0, 4.008421052631579)","(2.7, 3.1, 3.096028513238289)","(41.0, 60.0, 55.945945945945944)"
08-12-2022 15:13:35.965229,"(13.0, 17.5, 17.1734693877551)","(81.0, 170.0, 168.1818181818182)","(51.0, 70.0, 66.32352941176471)","(4.4, 5.3, 5.236111111111111)","(8.5, 10.5, 10.397260273972602)","(20.0, 28.0, 27.256410256410255)","(101.0, 260.0, 232.72727272727272)","(3.5, 4.1, 4.011525423728814)","(2.7, 3.1, 3.0965931863727456)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:13:37.633935,"(13.0, 17.5, 17.192307692307693)","(81.0, 170.0, 159.0909090909091)","(51.0, 70.0, 66.32352941176471)","(4.4, 5.3, 5.239393939393939)","(8.5, 10.5, 10.464)","(20.0, 28.0, 27.256410256410255)","(101.0, 260.0, 232.72727272727272)","(3.5, 4.1, 4.011525423728814)","(2.7, 3.1, 3.0965931863727456)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:13:39.110992,"(13.0, 17.5, 17.192307692307693)","(81.0, 180.0, 168.1818181818182)","(51.0, 70.0, 66.32352941176471)","(4.4, 5.3, 5.209090909090909)","(8.5, 10.5, 10.464)","(20.0, 28.0, 27.256410256410255)","(101.0, 260.0, 232.72727272727272)","(3.5, 4.1, 4.011525423728814)","(2.7, 3.1, 3.099479166666667)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:13:40.624464,"(13.0, 17.5, 17.192307692307693)","(81.0, 170.0, 167.14285714285714)","(51.0, 70.0, 66.32352941176471)","(4.4, 5.3, 5.207272727272727)","(8.5, 10.5, 10.464)","(20.0, 28.0, 27.256410256410255)","(101.0, 260.0, 233.52941176470588)","(3.5, 4.1, 4.0966165413533835)","(2.7, 3.1, 3.0994475138121547)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:13:42.040353,"(13.0, 17.5, 17.192307692307693)","(81.0, 170.0, 167.14285714285714)","(51.0, 70.0, 66.32352941176471)","(4.4, 5.3, 5.207272727272727)","(8.5, 10.5, 10.464)","(20.0, 28.0, 27.256410256410255)","(101.0, 260.0, 233.52941176470588)","(3.5, 4.1, 4.0966165413533835)","(2.7, 3.1, 3.0994475138121547)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:13:43.461143,"(13.0, 17.5, 17.192307692307693)","(81.0, 170.0, 167.14285714285714)","(51.0, 70.0, 66.32352941176471)","(4.4, 5.3, 5.212068965517242)","(8.5, 10.5, 10.389261744966444)","(20.0, 28.0, 27.256410256410255)","(101.0, 260.0, 230.83333333333334)","(3.5, 4.3, 4.108839779005525)","(2.7, 3.1, 3.08698347107438)","(41.0, 60.0, 56.1764705882353)"
08-12-2022 15:13:44.883817,"(13.0, 17.5, 17.181818181818183)","(81.0, 170.0, 167.14285714285714)","(51.0, 70.0, 66.08108108108108)","(4.4, 5.3, 5.203773584905661)","(8.5, 10.5, 10.389261744966444)","(20.0, 28.0, 27.256410256410255)","(101.0, 260.0, 229.23076923076923)","(3.5, 4.3, 4.114784394250513)","(2.7, 3.1, 3.086016949152542)","(41.0, 60.0, 56.1764705882353)"
08-12-2022 15:13:46.386124,"(13.0, 17.5, 17.181818181818183)","(81.0, 170.0, 167.14285714285714)","(51.0, 70.0, 66.62790697674419)","(4.4, 5.3, 5.203773584905661)","(8.5, 10.5, 10.389261744966444)","(20.0, 28.0, 27.256410256410255)","(101.0, 260.0, 229.23076923076923)","(3.5, 4.3, 4.1173493975903614)","(2.7, 3.1, 3.088265306122449)","(41.0, 60.0, 55.5)"
08-12-2022 15:13:47.821815,"(13.0, 17.5, 17.181818181818183)","(81.0, 170.0, 167.14285714285714)","(51.0, 70.0, 66.83673469387755)","(4.4, 5.3, 5.140625)","(8.5, 10.5, 10.389261744966444)","(20.0, 28.0, 27.256410256410255)","(101.0, 260.0, 229.23076923076923)","(3.5, 4.3, 4.1173493975903614)","(2.7, 3.1, 3.0839366515837106)","(41.0, 60.0, 55.5)"
08-12-2022 15:13:49.184701,"(13.0, 17.5, 17.181818181818183)","(81.0, 170.0, 167.14285714285714)","(51.0, 70.0, 66.83673469387755)","(4.4, 5.3, 5.135616438356164)","(8.5, 10.5, 10.389261744966444)","(20.0, 28.0, 27.256410256410255)","(101.0, 260.0, 229.23076923076923)","(3.5, 4.3, 4.117021276595744)","(2.7, 3.1, 3.080510204081633)","(41.0, 60.0, 55.5)"
08-12-2022 15:13:50.573181,"(13.0, 17.5, 17.181818181818183)","(81.0, 180.0, 167.14285714285714)","(51.0, 70.0, 66.83673469387755)","(4.4, 5.3, 5.1305555555555555)","(8.5, 10.5, 10.386666666666667)","(20.0, 28.0, 27.2)","(101.0, 260.0, 229.23076923076923)","(3.5, 4.3, 4.11651376146789)","(2.7, 3.1, 3.0803245436105477)","(41.0, 60.0, 55.5)"
08-12-2022 15:13:52.043404,"(13.0, 17.5, 17.181818181818183)","(81.0, 170.0, 167.5)","(51.0, 70.0, 66.83673469387755)","(4.4, 5.3, 5.135483870967742)","(8.5, 10.5, 10.386666666666667)","(20.0, 28.0, 27.2)","(101.0, 260.0, 229.23076923076923)","(3.5, 4.3, 4.109523809523809)","(2.7, 3.1, 3.080477223427332)","(41.0, 60.0, 55.55555555555556)"
08-12-2022 15:13:53.517054,"(13.0, 17.5, 17.175925925925927)","(81.0, 170.0, 167.5)","(51.0, 70.0, 66.83673469387755)","(4.4, 5.2, 5.131428571428572)","(8.5, 10.5, 10.386666666666667)","(20.0, 28.0, 27.2)","(101.0, 260.0, 229.23076923076923)","(3.5, 4.3, 4.109523809523809)","(2.7, 3.1, 3.081955922865014)","(41.0, 60.0, 55.90909090909091)"
08-12-2022 15:13:55.287243,"(13.0, 17.5, 17.175925925925927)","(81.0, 170.0, 167.5)","(51.0, 70.0, 61.92982456140351)","(4.4, 5.2, 5.131428571428572)","(8.5, 10.5, 10.386666666666667)","(20.0, 28.0, 27.2)","(101.0, 260.0, 231.6216216216216)","(3.5, 4.3, 4.109523809523809)","(2.7, 3.1, 3.0870607028753994)","(41.0, 60.0, 55.90909090909091)"
08-12-2022 15:13:56.841595,"(13.0, 17.5, 17.175925925925927)","(81.0, 170.0, 167.5)","(51.0, 65.0, 61.92982456140351)","(4.4, 5.2, 5.131428571428572)","(8.5, 10.5, 10.39375)","(20.0, 28.0, 27.2)","(101.0, 260.0, 230.0)","(3.5, 4.3, 4.109523809523809)","(2.7, 3.1, 3.0870607028753994)","(41.0, 60.0, 56.0)"
08-12-2022 15:13:58.754973,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 157.0)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.2, 5.145038167938932)","(8.5, 10.5, 10.39375)","(20.0, 28.0, 27.215686274509803)","(101.0, 260.0, 230.0)","(3.5, 4.3, 4.10943396226415)","(2.7, 3.1, 3.08328530259366)","(41.0, 60.0, 56.0)"
08-12-2022 15:14:00.575945,"(13.0, 17.5, 17.186274509803923)","(81.0, 180.0, 167.5)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.2, 5.147058823529412)","(8.5, 10.5, 10.406451612903226)","(20.0, 28.0, 27.215686274509803)","(101.0, 260.0, 231.6216216216216)","(3.5, 4.3, 4.109523809523809)","(2.7, 3.1, 3.093097014925373)","(41.0, 60.0, 56.0)"
08-12-2022 15:14:02.354054,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 167.5)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.2, 5.1424)","(8.5, 10.5, 10.4)","(20.0, 28.0, 27.275)","(101.0, 260.0, 255.0)","(3.5, 4.3, 4.109975062344139)","(2.7, 3.1, 3.0978142076502735)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:04.315081,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 167.5)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.2, 5.1424)","(8.5, 10.5, 10.4)","(20.0, 28.0, 27.275)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.109975062344139)","(2.7, 3.1, 3.0891304347826085)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:05.983866,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 167.14285714285714)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.2, 5.140476190476191)","(8.5, 10.5, 10.419444444444444)","(20.0, 28.0, 27.275)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.109975062344139)","(2.7, 3.1, 3.0900709219858156)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:07.615103,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 167.14285714285714)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.2, 5.0406249999999995)","(8.5, 10.5, 10.419444444444444)","(20.0, 28.0, 27.275)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.131042128603104)","(2.7, 3.1, 3.0906040268456376)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:09.308092,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 167.14285714285714)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.1, 5.045714285714285)","(8.5, 10.5, 10.419444444444444)","(20.0, 28.0, 27.275)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.131042128603104)","(2.7, 3.1, 3.087410071942446)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:10.802516,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 156.20689655172413)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.1, 5.0390243902439025)","(8.5, 10.5, 10.419444444444444)","(20.0, 28.0, 27.275)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.132332563510392)","(2.7, 3.1, 3.0984615384615384)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:12.248075,"(13.0, 17.5, 17.186274509803923)","(81.0, 180.0, 167.14285714285714)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.1, 5.024242424242424)","(8.5, 10.5, 10.419444444444444)","(20.0, 28.0, 27.275)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.149689440993789)","(2.7, 3.1, 3.093448275862069)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:13.686110,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 166.66666666666666)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.1, 5.021621621621621)","(8.5, 10.5, 10.403743315508022)","(20.0, 28.0, 27.275)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.149689440993789)","(2.7, 3.1, 3.093448275862069)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:15.138025,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 166.66666666666666)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.1, 5.021621621621621)","(8.5, 10.5, 10.403743315508022)","(20.0, 28.0, 27.275)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.163008130081301)","(2.7, 3.1, 3.0936666666666666)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:16.697858,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 166.66666666666666)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.1, 5.019444444444444)","(8.5, 10.5, 10.403743315508022)","(20.0, 28.0, 27.275)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.1624489795918365)","(2.7, 3.1, 3.0983333333333336)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:18.239790,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 166.66666666666666)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.1, 5.019444444444444)","(8.5, 10.5, 10.403743315508022)","(20.0, 28.0, 27.275)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.1624489795918365)","(2.7, 3.1, 3.0983333333333336)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:19.755639,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 166.66666666666666)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.1, 5.019444444444444)","(8.5, 10.5, 10.403743315508022)","(20.0, 28.0, 27.275)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.1624489795918365)","(2.7, 3.1, 3.0983333333333336)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:21.205682,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 166.66666666666666)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.1, 5.009375)","(8.5, 10.5, 10.403743315508022)","(20.0, 28.0, 26.70149253731343)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.1624489795918365)","(2.7, 3.1, 3.0985849056603776)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:22.715015,"(13.0, 17.5, 17.186274509803923)","(81.0, 170.0, 155.35714285714286)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.1, 5.060714285714285)","(8.5, 10.5, 10.419444444444444)","(20.0, 28.0, 26.666666666666668)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.1550537634408595)","(2.7, 3.1, 3.09875)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:24.163936,"(13.0, 17.5, 17.186274509803923)","(81.0, 180.0, 155.35714285714286)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.1, 5.060714285714285)","(8.5, 10.5, 10.419444444444444)","(20.0, 27.0, 26.363636363636363)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.1550537634408595)","(2.7, 3.1, 3.0933333333333333)","(41.0, 60.0, 56.05263157894737)"
08-12-2022 15:14:25.633077,"(13.0, 17.5, 17.186274509803923)","(81.0, 180.0, 155.35714285714286)","(51.0, 65.0, 61.698113207547166)","(4.4, 5.1, 5.03469387755102)","(8.5, 10.5, 10.516556291390728)","(20.0, 27.0, 26.555555555555557)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.1550537634408595)","(2.7, 3.1, 3.09)","(41.0, 60.0, 56.111111111111114)"
08-12-2022 15:14:27.193460,"(13.0, 17.5, 17.186274509803923)","(81.0, 180.0, 155.35714285714286)","(51.0, 65.0, 61.91489361702128)","(4.4, 5.1, 5.074)","(8.5, 11.0, 10.575757575757576)","(20.0, 27.0, 26.428571428571427)","(101.0, 280.0, 273.0)","(3.5, 4.3, 4.15)","(2.7, 3.1, 3.0868932038834953)","(41.0, 60.0, 60.0)"
08-12-2022 15:14:28.737731,"(13.0, 17.5, 17.186274509803923)","(81.0, 180.0, 215.0)","(51.0, 65.0, 90.0)","(4.4, 5.1, 5.676470588235294)","(8.5, 11.0, 12.083333333333334)","(20.0, 27.0, 21.166666666666668)","(101.0, 280.0, 300.0)","(3.5, 4.2, 4.25)","(2.7, 3.1, 3.1999999999999997)","(41.0, 65.0, 84.0)"
08-12-2022 15:14:30.551432,"(13.0, 18.0, 16.2)","(81.0, 280.0, 175.0)","(51.0, 130.0, 72.5)","(4.4, 5.9, 5.676470588235294)","(8.5, 12.5, 12.083333333333334)","(20.0, 32.0, 21.166666666666668)","(101.0, 420.0, 260.0)","(3.5, 4.3, 4.25)","(2.7, 3.75, 3.276)","(41.0, 80.0, 59.0)"
08-12-2022 15:14:32.243097,"(13.0, 18.0, 16.2)","(81.0, 240.0, 195.0)","(51.0, 95.0, 65.0)","(4.4, 5.9, 5.676470588235294)","(8.5, 12.5, 11.5)","(20.0, 32.0, 26.333333333333332)","(101.0, 420.0, 260.0)","(3.5, 4.3, 4.296212121212121)","(2.7, 3.75, 3.276)","(41.0, 80.0, 59.0)"
08-12-2022 15:14:33.809072,"(13.0, 18.0, 16.2)","(81.0, 280.0, 195.0)","(51.0, 95.0, 65.0)","(4.4, 5.9, 5.676470588235294)","(8.5, 12.5, 11.5)","(20.0, 30.0, 26.333333333333332)","(101.0, 420.0, 260.0)","(3.5, 4.3, 4.25)","(2.7, 3.75, 3.276)","(41.0, 80.0, 59.0)"
08-12-2022 15:14:35.330999,"(13.0, 18.0, 16.2)","(81.0, 280.0, 195.0)","(51.0, 95.0, 72.5)","(4.4, 5.9, 3.992857142857143)","(8.5, 12.5, 11.5)","(20.0, 30.0, 26.666666666666668)","(101.0, 420.0, 260.0)","(3.5, 4.3, 4.295175438596491)","(2.7, 3.75, 3.276)","(41.0, 80.0, 59.0)"
08-12-2022 15:14:37.010377,"(13.0, 18.0, 15.25)","(81.0, 280.0, 195.0)","(51.0, 95.0, 136.66666666666666)","(4.4, 4.6, 3.0342857142857143)","(8.5, 12.5, 11.5)","(20.0, 30.0, 26.666666666666668)","(101.0, 420.0, 260.0)","(3.5, 4.3, 3.9727659574468084)","(2.7, 3.75, 3.276)","(41.0, 80.0, 59.0)"
08-12-2022 15:14:38.791772,"(13.0, 18.0, 14.333333333333334)","(81.0, 280.0, 205.0)","(51.0, 140.0, 87.5)","(4.4, 3.35, 2.5342857142857143)","(8.5, 12.5, 11.875)","(20.0, 30.0, 25.0)","(101.0, 420.0, 260.0)","(3.5, 4.0, 3.9726495726495727)","(2.7, 3.15, 2.9945454545454546)","(41.0, 95.0, 66.5)"
