,Stay Safe,Hes A Lucky Lad,Strike Now,Stylax,Pray Again,Dads Bigheaded,Ripon Falls,Melarab,Jarman,Losing Ticket,Tell Nothin,Time Stands Still
07-12-2022 19:04:19.114373,"(5.5, 6.8, 6.6)","(10.0, 13.5, 13.152173913043478)","(6.0, 7.2, 7.054545454545455)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.580952380952381)","(10.0, 13.5, 13.423076923076923)","(71.0, 110.0, 102.0)","(9.0, 13.5, 12.5)","(31.0, 38.0, 37.42857142857143)","(91.0, 150.0, 144.0)","(21.0, 28.0, 26.571428571428573)","(51.0, 60.0, 59.0)"
07-12-2022 19:04:20.661603,"(5.5, 6.8, 6.6)","(10.0, 13.5, 13.152173913043478)","(6.0, 7.2, 7.054545454545455)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.580952380952381)","(10.0, 13.5, 13.423076923076923)","(71.0, 110.0, 102.0)","(9.0, 13.5, 12.5)","(31.0, 38.0, 37.42857142857143)","(91.0, 150.0, 144.0)","(21.0, 28.0, 26.571428571428573)","(51.0, 60.0, 59.0)"
07-12-2022 19:04:22.364925,"(5.5, 6.8, 6.6)","(10.0, 13.5, 13.152173913043478)","(6.0, 7.2, 7.054545454545455)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.423076923076923)","(71.0, 110.0, 112.5)","(9.0, 13.5, 13.333333333333334)","(31.0, 38.0, 37.42857142857143)","(91.0, 150.0, 144.0)","(21.0, 28.0, 26.571428571428573)","(51.0, 60.0, 59.0)"
07-12-2022 19:04:23.910063,"(5.5, 6.8, 6.6)","(10.0, 13.5, 13.152173913043478)","(6.0, 7.2, 7.075)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.423076923076923)","(71.0, 120.0, 105.0)","(9.0, 15.0, 13.333333333333334)","(31.0, 38.0, 37.42857142857143)","(91.0, 150.0, 144.0)","(21.0, 28.0, 26.571428571428573)","(51.0, 60.0, 59.0)"
07-12-2022 19:04:25.510251,"(5.5, 6.8, 6.6)","(10.0, 13.5, 13.152173913043478)","(6.0, 7.2, 7.075)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.423076923076923)","(71.0, 120.0, 105.0)","(9.0, 15.0, 13.38888888888889)","(31.0, 38.0, 37.42857142857143)","(91.0, 150.0, 144.0)","(21.0, 28.0, 26.571428571428573)","(51.0, 60.0, 59.0)"
07-12-2022 19:04:27.127186,"(5.5, 6.8, 6.416)","(10.0, 13.5, 13.152173913043478)","(6.0, 7.2, 6.943037974683544)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.423076923076923)","(71.0, 120.0, 105.0)","(9.0, 14.5, 13.25)","(31.0, 38.0, 37.42857142857143)","(91.0, 150.0, 144.0)","(21.0, 28.0, 26.571428571428573)","(51.0, 60.0, 59.0)"
07-12-2022 19:04:28.799627,"(5.5, 6.8, 6.416)","(10.0, 13.5, 13.152173913043478)","(6.0, 7.0, 6.943037974683544)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.423076923076923)","(71.0, 120.0, 105.0)","(9.0, 14.5, 13.428571428571429)","(31.0, 38.0, 37.42857142857143)","(91.0, 150.0, 144.0)","(21.0, 28.0, 26.571428571428573)","(51.0, 60.0, 59.0)"
07-12-2022 19:04:30.416492,"(5.5, 6.8, 6.416)","(10.0, 13.5, 13.152173913043478)","(6.0, 7.0, 6.942122186495177)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.423076923076923)","(71.0, 120.0, 108.75)","(9.0, 14.5, 13.973684210526315)","(31.0, 38.0, 37.42857142857143)","(91.0, 150.0, 145.0)","(21.0, 28.0, 26.88888888888889)","(51.0, 60.0, 59.0)"
07-12-2022 19:04:32.041955,"(5.5, 6.8, 6.416)","(10.0, 13.5, 13.233333333333333)","(6.0, 7.0, 6.941558441558442)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.45)","(71.0, 120.0, 108.75)","(9.0, 14.5, 13.357142857142858)","(31.0, 38.0, 37.42857142857143)","(91.0, 150.0, 145.0)","(21.0, 28.0, 27.310344827586206)","(51.0, 65.0, 60.714285714285715)"
07-12-2022 19:04:33.630667,"(5.5, 6.8, 6.416)","(10.0, 13.5, 13.233333333333333)","(6.0, 7.0, 6.946268656716418)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.45)","(71.0, 120.0, 108.75)","(9.0, 14.5, 13.357142857142858)","(31.0, 38.0, 37.42857142857143)","(91.0, 150.0, 145.0)","(21.0, 28.0, 27.310344827586206)","(51.0, 65.0, 60.714285714285715)"
07-12-2022 19:04:35.246194,"(5.5, 6.8, 6.416)","(10.0, 13.5, 13.233333333333333)","(6.0, 7.0, 6.946268656716418)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.45)","(71.0, 120.0, 108.75)","(9.0, 14.5, 13.7)","(31.0, 38.0, 36.857142857142854)","(91.0, 150.0, 145.0)","(21.0, 28.0, 26.88888888888889)","(51.0, 65.0, 60.714285714285715)"
07-12-2022 19:04:36.837384,"(5.5, 6.8, 6.416)","(10.0, 13.5, 13.233333333333333)","(6.0, 7.0, 6.943695014662756)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.45)","(71.0, 120.0, 108.75)","(9.0, 14.5, 14.0)","(31.0, 38.0, 37.111111111111114)","(91.0, 150.0, 145.0)","(21.0, 28.0, 26.88888888888889)","(51.0, 65.0, 60.714285714285715)"
07-12-2022 19:04:38.435091,"(5.5, 6.8, 6.416)","(10.0, 13.5, 13.233333333333333)","(6.0, 7.0, 6.943695014662756)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.45)","(71.0, 120.0, 108.75)","(9.0, 14.5, 14.0)","(31.0, 38.0, 37.111111111111114)","(91.0, 150.0, 145.0)","(21.0, 28.0, 26.88888888888889)","(51.0, 65.0, 60.714285714285715)"
07-12-2022 19:04:40.105301,"(5.5, 6.8, 6.473684210526315)","(10.0, 13.5, 13.38)","(6.0, 7.0, 6.943695014662756)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.45)","(71.0, 120.0, 108.75)","(9.0, 14.5, 14.0)","(31.0, 38.0, 37.111111111111114)","(91.0, 150.0, 145.0)","(21.0, 28.0, 26.88888888888889)","(51.0, 65.0, 60.714285714285715)"
07-12-2022 19:04:41.718513,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.38)","(6.0, 7.0, 6.942857142857143)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.45)","(71.0, 120.0, 108.75)","(9.0, 14.5, 13.666666666666666)","(31.0, 38.0, 37.111111111111114)","(91.0, 150.0, 145.0)","(21.0, 28.0, 26.88888888888889)","(51.0, 65.0, 60.714285714285715)"
07-12-2022 19:04:43.304005,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.38)","(6.0, 7.0, 6.942857142857143)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.45)","(71.0, 120.0, 105.0)","(9.0, 14.5, 13.428571428571429)","(31.0, 38.0, 37.111111111111114)","(91.0, 150.0, 144.0)","(21.0, 28.0, 26.88888888888889)","(51.0, 65.0, 60.714285714285715)"
07-12-2022 19:04:44.778941,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.38)","(6.0, 7.0, 6.942857142857143)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.45)","(71.0, 120.0, 105.0)","(9.0, 14.5, 13.428571428571429)","(31.0, 38.0, 37.111111111111114)","(91.0, 150.0, 144.0)","(21.0, 28.0, 26.88888888888889)","(51.0, 65.0, 60.714285714285715)"
07-12-2022 19:04:46.325715,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.38)","(6.0, 7.0, 6.942857142857143)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.45)","(71.0, 120.0, 105.0)","(9.0, 14.5, 13.833333333333334)","(31.0, 38.0, 37.111111111111114)","(91.0, 150.0, 144.0)","(21.0, 28.0, 26.88888888888889)","(51.0, 65.0, 60.714285714285715)"
07-12-2022 19:04:47.793210,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.38)","(6.0, 7.0, 6.942857142857143)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.45)","(71.0, 120.0, 90.0)","(9.0, 14.5, 13.833333333333334)","(31.0, 38.0, 37.0)","(91.0, 150.0, 144.0)","(21.0, 28.0, 27.0)","(51.0, 65.0, 62.85714285714286)"
07-12-2022 19:04:49.344914,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.38)","(6.0, 7.0, 6.942857142857143)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.45)","(71.0, 120.0, 90.0)","(9.0, 14.5, 13.5)","(31.0, 38.0, 37.0)","(91.0, 150.0, 144.0)","(21.0, 29.0, 27.0)","(51.0, 65.0, 62.85714285714286)"
07-12-2022 19:04:50.983812,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.38)","(6.0, 7.0, 6.942857142857143)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.458333333333334)","(71.0, 120.0, 102.85714285714286)","(9.0, 14.0, 13.5)","(31.0, 38.0, 37.0)","(91.0, 150.0, 144.0)","(21.0, 29.0, 27.5)","(51.0, 65.0, 62.85714285714286)"
07-12-2022 19:04:52.651000,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.38)","(6.0, 7.0, 6.942857142857143)","(4.0, 4.7, 4.590909090909091)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.458333333333334)","(71.0, 120.0, 96.0)","(9.0, 14.0, 13.5)","(31.0, 38.0, 37.0)","(91.0, 150.0, 144.0)","(21.0, 29.0, 27.5)","(51.0, 65.0, 62.85714285714286)"
07-12-2022 19:04:54.226703,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.38)","(6.0, 7.0, 6.941993957703928)","(4.0, 4.7, 4.472093023255814)","(5.5, 6.6, 6.556589147286822)","(10.0, 13.5, 13.458333333333334)","(71.0, 120.0, 96.0)","(9.0, 14.0, 13.25)","(31.0, 38.0, 37.0)","(91.0, 150.0, 144.0)","(21.0, 29.0, 27.8)","(51.0, 65.0, 63.333333333333336)"
07-12-2022 19:04:55.787517,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.38)","(6.0, 7.0, 6.941993957703928)","(4.0, 4.5, 4.65)","(5.5, 6.6, 6.4)","(10.0, 13.5, 13.458333333333334)","(71.0, 120.0, 96.0)","(9.0, 13.5, 13.0)","(31.0, 38.0, 37.0)","(91.0, 150.0, 144.0)","(21.0, 29.0, 27.8)","(51.0, 65.0, 63.333333333333336)"
07-12-2022 19:04:57.332287,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.41891891891892)","(6.0, 7.0, 6.976470588235294)","(4.0, 4.7, 4.65)","(5.5, 6.6, 6.475555555555555)","(10.0, 13.5, 13.458333333333334)","(71.0, 120.0, 96.0)","(9.0, 13.5, 12.875)","(31.0, 38.0, 37.0)","(91.0, 150.0, 144.0)","(21.0, 29.0, 27.8)","(51.0, 65.0, 63.333333333333336)"
07-12-2022 19:04:58.926592,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.41891891891892)","(6.0, 7.0, 6.983673469387755)","(4.0, 4.7, 4.65)","(5.5, 6.6, 6.475555555555555)","(10.0, 13.5, 13.458333333333334)","(71.0, 120.0, 96.0)","(9.0, 14.0, 12.875)","(31.0, 38.0, 37.0)","(91.0, 150.0, 144.0)","(21.0, 29.0, 27.8)","(51.0, 65.0, 63.333333333333336)"
07-12-2022 19:05:00.469543,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.0, 6.983673469387755)","(4.0, 4.7, 4.6499999999999995)","(5.5, 6.6, 6.4879999999999995)","(10.0, 13.5, 13.458333333333334)","(71.0, 120.0, 96.0)","(9.0, 14.0, 12.5)","(31.0, 38.0, 37.0)","(91.0, 150.0, 144.0)","(21.0, 29.0, 27.8)","(51.0, 65.0, 63.333333333333336)"
07-12-2022 19:05:02.070977,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.0, 6.983673469387755)","(4.0, 4.8, 4.6499999999999995)","(5.5, 6.6, 6.4879999999999995)","(10.0, 13.5, 13.458333333333334)","(71.0, 120.0, 91.42857142857143)","(9.0, 13.5, 12.6)","(31.0, 38.0, 37.0)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.8)","(51.0, 65.0, 63.333333333333336)"
07-12-2022 19:05:03.718186,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.0, 6.983673469387755)","(4.0, 4.8, 4.6499999999999995)","(5.5, 6.6, 6.4879999999999995)","(10.0, 13.5, 13.458333333333334)","(71.0, 120.0, 91.42857142857143)","(9.0, 13.0, 12.8)","(31.0, 38.0, 37.38461538461539)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.8)","(51.0, 65.0, 63.333333333333336)"
07-12-2022 19:05:05.317235,"(5.5, 6.6, 6.473684210526315)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.0, 6.983673469387755)","(4.0, 4.8, 4.637499999999999)","(5.5, 6.6, 6.5)","(10.0, 13.5, 13.458333333333334)","(71.0, 120.0, 97.77777777777777)","(9.0, 13.0, 12.428571428571429)","(31.0, 38.0, 37.142857142857146)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:06.937376,"(5.5, 6.6, 6.4186046511627906)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.0, 6.983391003460207)","(4.0, 4.8, 4.637499999999999)","(5.5, 6.6, 6.5)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 97.77777777777777)","(9.0, 13.0, 11.931818181818182)","(31.0, 38.0, 37.38461538461539)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:08.651810,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.0, 6.983673469387755)","(4.0, 4.8, 4.637499999999999)","(5.5, 6.6, 6.5)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 97.77777777777777)","(9.0, 12.0, 11.911764705882353)","(31.0, 38.0, 37.38461538461539)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:10.590628,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.0, 7.127272727272727)","(4.0, 4.8, 4.637499999999999)","(5.5, 6.6, 6.5)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 102.85714285714286)","(9.0, 12.0, 11.911764705882353)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.125)"
07-12-2022 19:05:12.320135,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.2, 7.177931034482759)","(4.0, 4.8, 4.637499999999999)","(5.5, 6.6, 6.5)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 108.33333333333333)","(9.0, 12.0, 11.911764705882353)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:14.482488,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.2, 7.177931034482759)","(4.0, 4.8, 4.637499999999999)","(5.5, 6.6, 6.5)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 108.33333333333333)","(9.0, 12.0, 11.884615384615385)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:16.353826,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.2, 7.177931034482759)","(4.0, 4.8, 4.637499999999999)","(5.5, 6.6, 6.5)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 90.83333333333333)","(9.0, 12.0, 11.884615384615385)","(31.0, 38.0, 36.4)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:18.166897,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.2, 7.177931034482759)","(4.0, 4.8, 4.637499999999999)","(5.5, 6.6, 6.458461538461538)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 108.33333333333333)","(9.0, 12.0, 12.166666666666666)","(31.0, 38.0, 36.4)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.0)"
07-12-2022 19:05:20.169201,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.2, 7.165090909090909)","(4.2, 4.8, 4.637499999999999)","(5.5, 6.6, 6.458461538461538)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 108.33333333333333)","(9.0, 12.5, 11.791666666666666)","(31.0, 38.0, 36.4)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.0)"
07-12-2022 19:05:22.124091,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.2, 7.165090909090909)","(4.2, 4.8, 4.637499999999999)","(5.5, 6.6, 6.441379310344828)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 90.83333333333333)","(9.0, 12.0, 11.447368421052632)","(31.0, 38.0, 36.4)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.0)"
07-12-2022 19:05:24.283520,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.2, 7.165090909090909)","(4.2, 4.8, 4.637499999999999)","(5.5, 6.6, 6.4159999999999995)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 108.33333333333333)","(9.0, 12.0, 11.625)","(31.0, 38.0, 36.4)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.0)"
07-12-2022 19:05:26.218858,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.2, 7.165090909090909)","(4.2, 4.8, 4.637499999999999)","(5.5, 6.6, 6.4159999999999995)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 109.5)","(9.0, 12.0, 11.625)","(31.0, 38.0, 36.4)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.0)"
07-12-2022 19:05:27.965336,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.2, 7.165090909090909)","(4.2, 4.8, 4.637499999999999)","(5.5, 6.6, 6.4159999999999995)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 95.0)","(9.0, 12.0, 11.625)","(31.0, 38.0, 36.4)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.0)"
07-12-2022 19:05:29.827048,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.2, 7.165090909090909)","(4.2, 4.8, 4.637499999999999)","(5.5, 6.6, 6.4159999999999995)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 95.0)","(9.0, 12.0, 11.625)","(31.0, 38.0, 36.4)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.636363636363637)","(51.0, 65.0, 63.0)"
07-12-2022 19:05:31.589074,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.2, 7.11578947368421)","(4.2, 4.8, 4.637499999999999)","(5.5, 6.6, 6.4159999999999995)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 95.0)","(9.0, 12.0, 11.625)","(31.0, 38.0, 36.4)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.88888888888889)","(51.0, 65.0, 63.0)"
07-12-2022 19:05:33.393229,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 13.371794871794872)","(6.0, 7.2, 7.136842105263158)","(4.2, 4.8, 4.678125)","(5.5, 6.6, 6.37)","(10.0, 13.5, 13.441176470588236)","(71.0, 120.0, 99.0)","(9.0, 12.0, 11.625)","(31.0, 38.0, 36.4)","(91.0, 150.0, 132.0)","(21.0, 29.0, 27.88888888888889)","(51.0, 65.0, 63.0)"
07-12-2022 19:05:35.180308,"(5.5, 6.6, 6.422727272727273)","(10.0, 13.5, 12.892857142857142)","(6.0, 7.2, 7.081707317073171)","(4.2, 4.8, 4.674193548387096)","(5.5, 6.6, 6.510204081632653)","(10.0, 13.5, 13.4)","(71.0, 120.0, 99.0)","(9.0, 12.0, 12.15625)","(31.0, 38.0, 37.14285714285714)","(91.0, 150.0, 126.0)","(21.0, 29.0, 27.333333333333332)","(51.0, 65.0, 62.5)"
07-12-2022 19:05:36.973186,"(5.5, 6.6, 6.326315789473684)","(10.0, 13.0, 12.892857142857142)","(6.0, 7.2, 7.081707317073171)","(4.2, 4.8, 4.672131147540983)","(5.5, 6.6, 6.510204081632653)","(10.0, 13.5, 13.4)","(71.0, 120.0, 99.0)","(9.0, 13.0, 11.25)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 126.0)","(21.0, 28.0, 27.333333333333332)","(51.0, 65.0, 62.5)"
07-12-2022 19:05:38.718627,"(5.5, 6.6, 6.326315789473684)","(10.0, 13.0, 12.892857142857142)","(6.0, 7.2, 7.081707317073171)","(4.2, 4.8, 4.672131147540983)","(5.5, 6.6, 6.516981132075472)","(10.0, 13.5, 13.916666666666666)","(71.0, 120.0, 93.75)","(9.0, 12.5, 11.25)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 126.0)","(21.0, 28.0, 27.142857142857142)","(51.0, 65.0, 62.5)"
07-12-2022 19:05:40.502624,"(5.5, 6.6, 6.326315789473684)","(10.0, 13.0, 12.958333333333334)","(6.0, 7.2, 7.309677419354839)","(4.2, 4.8, 4.672131147540983)","(5.5, 6.6, 6.516981132075472)","(10.0, 14.0, 13.916666666666666)","(71.0, 120.0, 98.57142857142857)","(9.0, 12.5, 11.25)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 126.0)","(21.0, 28.0, 27.142857142857142)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:42.361725,"(5.5, 6.6, 6.4186046511627906)","(10.0, 13.0, 13.133333333333333)","(6.0, 7.4, 7.183050847457627)","(4.2, 4.8, 4.672131147540983)","(5.5, 6.6, 6.535294117647059)","(10.0, 14.0, 13.916666666666666)","(71.0, 120.0, 98.57142857142857)","(9.0, 12.5, 11.25)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 126.0)","(21.0, 28.0, 27.142857142857142)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:44.100054,"(5.5, 6.6, 6.4186046511627906)","(10.0, 14.0, 13.166666666666666)","(6.0, 7.4, 7.162962962962963)","(4.2, 4.8, 4.672131147540983)","(5.5, 6.6, 6.529032258064516)","(10.0, 14.0, 13.916666666666666)","(71.0, 120.0, 102.0)","(9.0, 12.5, 11.142857142857142)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 126.0)","(21.0, 28.0, 27.142857142857142)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:45.986270,"(5.5, 6.6, 6.4186046511627906)","(10.0, 14.0, 13.166666666666666)","(6.0, 7.4, 7.162962962962963)","(4.2, 4.8, 4.672131147540983)","(5.5, 6.6, 6.529032258064516)","(10.0, 14.0, 13.916666666666666)","(71.0, 120.0, 98.57142857142857)","(9.0, 12.0, 11.142857142857142)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 126.0)","(21.0, 28.0, 27.142857142857142)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:47.815364,"(5.5, 6.6, 6.157894736842105)","(10.0, 14.0, 13.166666666666666)","(6.0, 7.4, 7.241975308641975)","(4.2, 4.8, 4.674193548387096)","(5.5, 6.6, 6.529032258064516)","(10.0, 14.0, 13.916666666666666)","(71.0, 120.0, 98.57142857142857)","(9.0, 12.0, 11.142857142857142)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 126.0)","(21.0, 28.0, 27.142857142857142)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:49.616004,"(5.5, 6.2, 6.157894736842105)","(10.0, 14.0, 13.375)","(6.0, 7.4, 7.241975308641975)","(4.2, 4.8, 4.674193548387096)","(5.5, 6.6, 6.529032258064516)","(10.0, 14.0, 13.916666666666666)","(71.0, 120.0, 102.0)","(9.0, 12.0, 11.142857142857142)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 126.0)","(21.0, 28.0, 27.5)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:51.378381,"(5.5, 6.2, 6.1686274509803924)","(10.0, 14.0, 13.375)","(6.0, 7.4, 7.241975308641975)","(4.2, 4.8, 4.674193548387096)","(5.5, 6.6, 6.529032258064516)","(10.0, 14.0, 13.916666666666666)","(71.0, 120.0, 102.0)","(9.0, 12.0, 11.142857142857142)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 118.0)","(21.0, 28.0, 27.5)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:53.132168,"(5.5, 6.2, 6.1686274509803924)","(10.0, 14.0, 13.375)","(6.0, 7.4, 7.2684931506849315)","(4.2, 4.8, 4.674193548387096)","(5.5, 6.6, 6.529032258064516)","(10.0, 14.0, 13.916666666666666)","(71.0, 120.0, 102.0)","(9.0, 12.0, 11.142857142857142)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 118.0)","(21.0, 28.0, 27.5)","(51.0, 65.0, 63.421052631578945)"
07-12-2022 19:05:54.941311,"(5.5, 6.2, 6.1686274509803924)","(10.0, 14.0, 13.375)","(6.0, 7.4, 7.2684931506849315)","(4.0, 4.8, 4.674193548387096)","(5.5, 6.6, 6.529032258064516)","(10.0, 14.0, 13.916666666666666)","(71.0, 120.0, 102.0)","(9.0, 12.0, 11.5)","(31.0, 38.0, 36.666666666666664)","(91.0, 150.0, 118.0)","(21.0, 28.0, 27.5)","(51.0, 65.0, 61.25)"
