,Stay Safe,Hes A Lucky Lad,Strike Now,Stylax,Pray Again,Dads Bigheaded,Ripon Falls,Melarab,Jarman,Losing Ticket,Tell Nothin,Time Stands Still
07-12-2022 19:01:25.552375,"(5.0, 7.0, 6.441860465116279)","(8.5, 13.0, 12.75)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.614285714285715)","(5.5, 6.2, 5.948837209302326)","(10.0, 15.5, 15.0)","(71.0, 110.0, 89.0)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:27.075526,"(5.0, 7.0, 6.441860465116279)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.614285714285715)","(5.5, 6.2, 5.948837209302326)","(10.0, 15.5, 15.0)","(71.0, 110.0, 89.0)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:28.551717,"(5.0, 7.0, 6.441860465116279)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.614285714285715)","(5.5, 6.2, 5.948837209302326)","(10.0, 15.5, 15.0)","(71.0, 110.0, 89.0)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:30.064297,"(5.0, 7.0, 6.441860465116279)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.614285714285715)","(5.5, 6.2, 5.948837209302326)","(10.0, 15.5, 15.0)","(71.0, 110.0, 89.0)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:31.553454,"(5.0, 7.0, 6.441860465116279)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.614285714285715)","(5.5, 6.2, 5.948837209302326)","(10.0, 15.5, 15.0)","(71.0, 110.0, 89.0)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:33.109068,"(5.0, 7.0, 6.441860465116279)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 5.948837209302326)","(10.0, 15.5, 15.0)","(71.0, 110.0, 89.0)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:34.673531,"(5.0, 7.0, 6.441860465116279)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 5.948837209302326)","(10.0, 15.5, 15.0)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:36.264049,"(5.0, 7.0, 6.441860465116279)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 5.948837209302326)","(10.0, 15.5, 15.0)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:37.706742,"(5.0, 7.0, 6.444444444444445)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 6.013793103448276)","(10.0, 15.5, 15.0)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:39.331183,"(5.0, 7.0, 6.444444444444445)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 6.044117647058823)","(10.0, 15.5, 15.0)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:40.767487,"(5.0, 7.0, 6.444444444444445)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 6.044117647058823)","(10.0, 15.5, 15.0)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:42.240069,"(5.0, 7.0, 6.444444444444445)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 6.044117647058823)","(10.0, 15.5, 15.0)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:43.764741,"(5.0, 7.0, 6.444444444444445)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 6.044117647058823)","(10.0, 15.5, 15.0)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:45.414921,"(5.0, 7.0, 6.444444444444445)","(8.5, 13.0, 12.666666666666666)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 6.044117647058823)","(10.0, 15.5, 15.0)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:46.970481,"(5.0, 7.0, 6.444444444444445)","(8.5, 13.0, 13.25)","(6.0, 7.0, 6.8)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 6.044117647058823)","(10.0, 15.5, 15.0)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.333333333333336)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.0)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:48.710747,"(5.0, 7.0, 6.444444444444445)","(8.5, 13.5, 13.375)","(6.0, 7.0, 6.885714285714285)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 6.044117647058823)","(10.0, 15.5, 14.75)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 28.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:50.392357,"(5.0, 7.0, 6.441860465116279)","(8.5, 13.5, 13.375)","(6.0, 7.2, 6.9818181818181815)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 6.044117647058823)","(10.0, 15.5, 14.75)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:51.811926,"(5.0, 7.0, 6.672727272727273)","(8.5, 13.5, 12.954545454545455)","(6.0, 7.2, 6.9818181818181815)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 6.044117647058823)","(10.0, 15.5, 14.75)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:53.273993,"(5.0, 6.8, 6.672727272727273)","(8.5, 13.0, 12.954545454545455)","(6.0, 7.2, 6.9818181818181815)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 5.9935064935064934)","(10.0, 15.5, 14.75)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:55.147925,"(5.0, 6.8, 6.672727272727273)","(8.5, 13.0, 12.954545454545455)","(6.0, 7.2, 6.9818181818181815)","(4.0, 4.7, 4.6571428571428575)","(5.5, 6.2, 5.9935064935064934)","(10.0, 15.5, 14.75)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:56.636056,"(5.0, 6.8, 6.678260869565217)","(8.5, 13.0, 12.956521739130435)","(6.0, 7.2, 6.991304347826087)","(4.0, 4.7, 4.66)","(5.5, 6.2, 5.99483870967742)","(10.0, 15.5, 14.818181818181818)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 37.0)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:58.289324,"(5.0, 6.8, 6.678260869565217)","(8.5, 13.0, 12.956521739130435)","(6.0, 7.2, 6.991304347826087)","(4.0, 4.7, 4.66)","(5.5, 6.2, 5.99483870967742)","(10.0, 15.5, 14.818181818181818)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 37.0)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:01:59.825695,"(5.0, 6.8, 6.678260869565217)","(8.5, 13.0, 12.956521739130435)","(6.0, 7.2, 7.062857142857143)","(4.0, 4.7, 4.66)","(5.5, 6.2, 5.99483870967742)","(10.0, 15.5, 14.818181818181818)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:01.403466,"(5.0, 6.8, 6.678260869565217)","(8.5, 13.0, 12.956521739130435)","(6.0, 7.2, 6.68)","(4.0, 4.7, 4.66)","(5.5, 6.2, 5.99483870967742)","(10.0, 15.5, 14.818181818181818)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:03.095044,"(5.0, 6.8, 6.678260869565217)","(8.5, 13.0, 13.392857142857142)","(6.0, 7.0, 6.68)","(4.0, 4.8, 4.66)","(5.5, 6.2, 6.041)","(10.0, 15.5, 14.818181818181818)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:04.564009,"(5.0, 6.8, 6.678260869565217)","(8.5, 13.5, 13.392857142857142)","(6.0, 7.0, 6.68)","(4.0, 4.8, 4.66)","(5.5, 6.2, 6.041)","(10.0, 15.5, 14.363636363636363)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:06.403662,"(5.0, 6.8, 6.678260869565217)","(8.5, 13.5, 13.333333333333334)","(6.0, 7.0, 6.68)","(4.0, 4.8, 4.66)","(5.5, 6.2, 6.088)","(10.0, 15.5, 14.428571428571429)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:08.003773,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 7.0, 6.68)","(4.0, 4.8, 4.66)","(5.5, 6.2, 6.088)","(10.0, 15.5, 14.428571428571429)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:09.738701,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 7.0, 6.68)","(4.0, 4.8, 4.487500000000001)","(5.5, 6.2, 6.088)","(10.0, 15.5, 14.428571428571429)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:11.309980,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 7.0, 6.68)","(4.0, 4.7, 4.480769230769231)","(5.5, 6.2, 6.088)","(10.0, 15.5, 15.096774193548388)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:12.876696,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 7.0, 6.646153846153846)","(4.0, 4.7, 4.480769230769231)","(5.5, 6.2, 6.088)","(10.0, 15.5, 14.363636363636363)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:14.288877,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.675)","(4.0, 4.7, 4.480769230769231)","(5.5, 6.2, 6.088)","(10.0, 15.5, 14.38888888888889)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 127.5)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:16.134060,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.675)","(4.0, 4.7, 4.480769230769231)","(5.5, 6.2, 6.088)","(10.0, 15.5, 15.12962962962963)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 135.0)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:17.608932,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.675)","(4.0, 4.7, 4.480769230769231)","(5.5, 6.2, 6.088)","(10.0, 15.5, 15.12962962962963)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 135.0)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:19.167185,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.675)","(4.0, 4.7, 4.453846153846154)","(5.5, 6.2, 6.088)","(10.0, 15.5, 15.12962962962963)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 36.666666666666664)","(101.0, 150.0, 135.0)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:21.023196,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.675)","(4.0, 4.7, 4.453846153846154)","(5.5, 6.2, 6.088)","(10.0, 15.5, 15.12962962962963)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.8)","(101.0, 150.0, 135.0)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:22.634742,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.675)","(4.0, 4.7, 4.566666666666666)","(5.5, 6.2, 6.088)","(10.0, 15.5, 15.12962962962963)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.8)","(101.0, 150.0, 135.0)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:24.613749,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.675)","(4.0, 4.7, 4.566666666666666)","(5.5, 6.2, 6.088)","(10.0, 15.5, 15.12962962962963)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.8)","(101.0, 150.0, 135.0)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:26.307771,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.771428571428571)","(4.0, 4.7, 4.622580645161291)","(5.5, 6.2, 6.088)","(10.0, 15.5, 15.12962962962963)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.32)","(31.0, 40.0, 38.8)","(101.0, 150.0, 135.0)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:28.023616,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.771428571428571)","(4.0, 4.7, 4.622580645161291)","(5.5, 6.2, 5.92)","(10.0, 15.5, 15.12962962962963)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.090909090909092)","(31.0, 40.0, 38.8)","(101.0, 150.0, 135.0)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:29.882414,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.726315789473684)","(4.0, 4.7, 4.622580645161291)","(5.5, 6.2, 5.92)","(10.0, 15.5, 14.818181818181818)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.40909090909091)","(31.0, 40.0, 38.8)","(101.0, 150.0, 135.0)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:31.683649,"(5.0, 6.8, 6.443835616438356)","(9.0, 13.5, 13.333333333333334)","(6.0, 7.0, 6.75)","(4.0, 4.7, 4.622580645161291)","(5.5, 6.2, 5.92)","(10.0, 15.5, 14.818181818181818)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 38.8)","(101.0, 150.0, 135.0)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:33.383722,"(5.0, 7.0, 6.443835616438356)","(9.0, 13.5, 13.333333333333334)","(6.0, 7.0, 6.75)","(4.0, 4.7, 4.622580645161291)","(5.5, 6.2, 5.92)","(10.0, 15.5, 14.38888888888889)","(71.0, 110.0, 92.5)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 38.8)","(101.0, 150.0, 135.0)","(21.0, 29.0, 27.333333333333332)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:35.075454,"(5.0, 7.0, 6.443835616438356)","(9.0, 13.5, 13.333333333333334)","(6.0, 7.0, 6.623076923076923)","(4.0, 4.7, 4.516666666666667)","(5.5, 6.2, 6.247222222222223)","(10.0, 15.5, 14.38888888888889)","(71.0, 110.0, 105.0)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.76470588235294)","(101.0, 150.0, 141.42857142857142)","(21.0, 29.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:36.731561,"(5.0, 7.0, 6.443835616438356)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.623076923076923)","(4.0, 4.6, 4.516666666666667)","(5.5, 6.4, 6.142857142857143)","(10.0, 15.5, 14.38888888888889)","(71.0, 110.0, 108.0)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.76470588235294)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:38.371811,"(5.0, 7.0, 6.443835616438356)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.623076923076923)","(4.0, 4.6, 4.516666666666667)","(5.5, 6.2, 6.142857142857143)","(10.0, 15.5, 14.38888888888889)","(71.0, 120.0, 112.5)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.76470588235294)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:40.021924,"(5.0, 7.0, 6.443835616438356)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.623076923076923)","(4.0, 4.6, 4.516666666666667)","(5.5, 6.2, 6.155555555555556)","(10.0, 15.5, 14.38888888888889)","(71.0, 120.0, 112.5)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.77777777777778)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:41.635183,"(5.0, 7.0, 6.443835616438356)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.713207547169811)","(4.0, 4.6, 4.516666666666667)","(5.5, 6.2, 6.155555555555556)","(10.0, 15.5, 14.38888888888889)","(71.0, 120.0, 112.5)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.77777777777778)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:43.221269,"(5.0, 7.0, 6.443835616438356)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.713207547169811)","(4.0, 4.6, 4.516666666666667)","(5.5, 6.2, 6.155555555555556)","(10.0, 15.5, 14.38888888888889)","(71.0, 120.0, 112.5)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.77777777777778)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:44.856894,"(5.0, 7.0, 6.443835616438356)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.713207547169811)","(4.0, 4.6, 4.514444444444444)","(5.5, 6.2, 6.155555555555556)","(10.0, 15.5, 14.38888888888889)","(71.0, 120.0, 112.5)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.77777777777778)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:46.522071,"(5.0, 7.0, 6.446363636363636)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.713207547169811)","(4.0, 4.6, 4.514444444444444)","(5.5, 6.2, 6.178947368421053)","(10.0, 15.5, 14.38888888888889)","(71.0, 120.0, 112.5)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.80952380952381)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:48.204749,"(5.0, 7.0, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.713207547169811)","(4.0, 4.6, 4.514444444444444)","(5.5, 6.2, 6.178947368421053)","(10.0, 15.5, 14.38888888888889)","(71.0, 120.0, 112.5)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.5)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:49.892787,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.713207547169811)","(4.0, 4.6, 4.514444444444444)","(5.5, 6.2, 6.178947368421053)","(10.0, 15.5, 14.38888888888889)","(71.0, 120.0, 110.0)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.5)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:51.593728,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.713207547169811)","(4.0, 4.6, 4.514444444444444)","(5.5, 6.2, 6.178947368421053)","(10.0, 15.5, 14.38888888888889)","(71.0, 120.0, 111.0)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.5)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:53.203646,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.713207547169811)","(4.0, 4.6, 4.514444444444444)","(5.5, 6.2, 6.178947368421053)","(10.0, 15.5, 15.12962962962963)","(71.0, 120.0, 111.0)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.5)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:54.845908,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.713207547169811)","(4.0, 4.6, 4.4241758241758244)","(5.5, 6.2, 6.178947368421053)","(10.0, 15.5, 15.12962962962963)","(71.0, 120.0, 111.0)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.5)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:56.634964,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.713207547169811)","(4.0, 4.6, 4.4241758241758244)","(5.5, 6.2, 6.178947368421053)","(10.0, 15.5, 15.12962962962963)","(71.0, 120.0, 111.0)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.5)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:58.286949,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.713207547169811)","(4.0, 4.6, 4.4241758241758244)","(5.5, 6.2, 6.359069767441861)","(10.0, 15.5, 14.38888888888889)","(71.0, 120.0, 111.0)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.666666666666664)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
07-12-2022 19:02:59.914222,"(5.0, 6.8, 6.678260869565217)","(9.0, 13.5, 13.333333333333334)","(6.0, 6.8, 6.713207547169811)","(4.0, 4.6, 4.4241758241758244)","(5.5, 6.4, 6.353424657534247)","(10.0, 15.5, 14.2)","(71.0, 120.0, 111.0)","(8.5, 12.0, 11.571428571428571)","(31.0, 40.0, 39.666666666666664)","(101.0, 150.0, 144.0)","(21.0, 28.0, 26.32)","(51.0, 70.0, 62.5)"
