,Coalville Flyer,Black Eyed Peas,Charizard,Poppy To Burn,Stengle,Chers Hand,Boot A Dream
05-01-2023 16:18:10.144452,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 26.25)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 11.52)","(14.0, 32.0, 22.5)"
05-01-2023 16:18:11.120381,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 26.25)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 11.52)","(14.0, 32.0, 22.5)"
05-01-2023 16:18:12.081856,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 26.25)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 11.52)","(14.0, 32.0, 22.5)"
05-01-2023 16:18:13.396547,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 26.25)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 11.52)","(14.0, 32.0, 22.5)"
05-01-2023 16:18:14.329678,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 26.25)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 11.52)","(14.0, 32.0, 22.5)"
05-01-2023 16:18:15.282619,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 26.25)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 11.52)","(14.0, 32.0, 22.5)"
05-01-2023 16:18:16.381206,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 26.25)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 11.52)","(14.0, 32.0, 22.5)"
05-01-2023 16:18:17.397698,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 26.25)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 11.52)","(14.0, 32.0, 22.5)"
05-01-2023 16:18:18.405396,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 26.25)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 11.52)","(14.0, 32.0, 22.5)"
05-01-2023 16:18:19.405448,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 26.25)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 11.52)","(14.0, 32.0, 23.857142857142858)"
05-01-2023 16:18:20.490785,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 26.25)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 11.52)","(14.0, 32.0, 23.857142857142858)"
05-01-2023 16:18:21.855075,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 26.25)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 11.52)","(14.0, 32.0, 23.857142857142858)"
05-01-2023 16:18:22.914594,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 11.49090909090909)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 23.857142857142858)"
05-01-2023 16:18:24.081790,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:25.099099,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:26.118705,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:27.236122,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:28.237961,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:29.216187,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:30.219217,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:31.307248,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:32.338140,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:33.315838,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:34.286373,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:35.267795,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:36.215847,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:37.171274,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:38.111199,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:39.158487,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:40.189858,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:41.686743,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:42.813065,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:43.903377,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:45.265784,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:46.473897,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:47.746316,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:48.990580,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:50.079356,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:51.082503,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:52.185744,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:53.196637,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:54.373940,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:55.367228,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:56.370498,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:57.469539,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:58.570969,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:18:59.608486,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:00.745243,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:01.759655,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:02.902093,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:04.071370,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:05.245487,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:06.352141,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:07.369973,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:08.448518,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:09.534108,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:10.641347,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:11.621799,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:12.647148,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:13.646519,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:14.727630,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:15.944695,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:17.038440,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:18.057347,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:19.102537,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:20.192901,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:21.314009,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:22.410989,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:23.395488,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:24.470559,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:25.575593,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:26.717047,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:27.917484,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:28.989422,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:29.975526,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:31.068354,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:32.179043,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:33.246253,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:34.223783,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:35.268058,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:36.404929,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:37.550405,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:38.694558,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:39.749142,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:40.721656,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:41.661429,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.5, 9.4125)","(14.0, 32.0, 18.5)"
05-01-2023 16:19:42.704541,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.0, 9.92)","(14.0, 34.0, 17.333333333333332)"
05-01-2023 16:19:43.782700,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.0, 9.92)","(14.0, 34.0, 17.333333333333332)"
05-01-2023 16:19:44.853509,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.0, 9.92)","(14.0, 34.0, 17.333333333333332)"
05-01-2023 16:19:45.927078,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.0, 9.92)","(14.0, 34.0, 17.333333333333332)"
05-01-2023 16:19:46.985642,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.0, 9.92)","(14.0, 34.0, 17.333333333333332)"
05-01-2023 16:19:48.088563,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.0, 9.92)","(14.0, 34.0, 17.333333333333332)"
05-01-2023 16:19:49.297405,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.0, 9.92)","(14.0, 34.0, 18.0)"
05-01-2023 16:19:50.436736,"(3.2, 4.4, 3.6333333333333333)","(6.5, 12.0, 10.2)","(3.3, 6.0, 4.266666666666667)","(13.0, 29.0, 18.666666666666668)","(3.8, 6.4, 5.800000000000001)","(8.5, 16.0, 9.92)","(14.0, 38.0, 18.0)"
