,Fly For Yulong,Demurral,Kings County,Tower Road,Age Of Innocence,Marndarra
16-12-2022 12:53:09.297865,"(6.0, 8.0, 7.781443298969072)","(17.0, 28.0, 25.571428571428573)","(17.0, 26.0, 24.8)","(12.0, 17.0, 16.714285714285715)","(1.22, 1.37, 1.3682530120481928)","(91.0, 180.0, 171.8181818181818)"
16-12-2022 12:53:10.122515,"(6.0, 8.0, 7.781443298969072)","(17.0, 28.0, 25.571428571428573)","(17.0, 26.0, 24.8)","(12.0, 17.0, 16.714285714285715)","(1.22, 1.37, 1.3682530120481928)","(91.0, 180.0, 171.8181818181818)"
16-12-2022 12:53:10.994308,"(6.0, 8.0, 7.781443298969072)","(17.0, 26.0, 25.333333333333332)","(17.0, 26.0, 24.8)","(12.0, 17.0, 16.8)","(1.22, 1.37, 1.3682530120481928)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:11.953858,"(6.0, 8.0, 7.774257425742574)","(17.0, 26.0, 25.333333333333332)","(17.0, 26.0, 24.8)","(12.0, 17.0, 16.666666666666668)","(1.22, 1.37, 1.3707339449541285)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:12.829216,"(6.0, 7.8, 7.742857142857143)","(17.0, 26.0, 25.818181818181817)","(17.0, 26.0, 24.8)","(12.0, 17.0, 16.176470588235293)","(1.22, 1.38, 1.3707339449541285)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:13.755484,"(6.0, 7.8, 7.675)","(17.0, 25.0, 24.23076923076923)","(17.0, 25.0, 24.142857142857142)","(12.0, 17.0, 16.05)","(1.22, 1.38, 1.3718696883852692)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:14.674298,"(6.0, 7.8, 7.662068965517241)","(17.0, 26.0, 25.666666666666668)","(17.0, 25.0, 24.047619047619047)","(12.0, 17.0, 16.05)","(1.22, 1.38, 1.3718696883852692)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:15.554607,"(6.0, 7.8, 7.662068965517241)","(17.0, 26.0, 25.666666666666668)","(17.0, 25.0, 23.4)","(12.0, 17.0, 16.044117647058822)","(1.22, 1.38, 1.3772)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:16.383594,"(6.0, 7.8, 7.633333333333333)","(17.0, 26.0, 25.53846153846154)","(17.0, 25.0, 23.4)","(12.0, 17.0, 16.039473684210527)","(1.22, 1.39, 1.3806976744186046)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:17.269384,"(6.0, 7.6, 7.520754716981132)","(17.0, 26.0, 25.53846153846154)","(17.0, 25.0, 23.309859154929576)","(12.0, 17.0, 16.670212765957448)","(1.22, 1.39, 1.381611111111111)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:18.150530,"(6.0, 7.6, 7.520754716981132)","(17.0, 26.0, 25.53846153846154)","(17.0, 25.0, 23.309859154929576)","(12.0, 17.0, 16.670212765957448)","(1.22, 1.39, 1.3741450777202073)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:19.008767,"(6.0, 7.6, 7.520754716981132)","(17.0, 26.0, 25.53846153846154)","(17.0, 25.0, 23.309859154929576)","(12.0, 17.0, 16.586666666666666)","(1.22, 1.39, 1.375217391304348)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:19.896895,"(6.0, 7.6, 7.482051282051282)","(17.0, 26.0, 25.53846153846154)","(17.0, 25.0, 23.181818181818183)","(12.0, 17.0, 16.586666666666666)","(1.22, 1.39, 1.376183574879227)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:20.785604,"(6.0, 7.6, 7.402666666666667)","(17.0, 26.0, 25.53846153846154)","(17.0, 25.0, 23.181818181818183)","(12.0, 17.0, 16.586666666666666)","(1.22, 1.39, 1.3782786885245901)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:21.709774,"(6.0, 7.6, 7.402666666666667)","(17.0, 26.0, 25.666666666666668)","(17.0, 25.0, 23.181818181818183)","(12.0, 17.0, 16.66867469879518)","(1.22, 1.39, 1.3782786885245901)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:22.585614,"(6.0, 7.6, 7.402666666666667)","(17.0, 26.0, 25.666666666666668)","(17.0, 25.0, 23.181818181818183)","(12.0, 17.0, 16.66867469879518)","(1.22, 1.39, 1.3782786885245901)","(91.0, 180.0, 174.375)"
16-12-2022 12:53:23.475821,"(6.0, 7.6, 7.402666666666667)","(17.0, 26.0, 25.666666666666668)","(17.0, 25.0, 23.181818181818183)","(12.0, 17.0, 16.66867469879518)","(1.22, 1.39, 1.3782786885245901)","(91.0, 180.0, 166.66666666666666)"
16-12-2022 12:53:24.538161,"(6.0, 7.6, 7.402222222222223)","(17.0, 26.0, 25.666666666666668)","(17.0, 25.0, 23.181818181818183)","(12.0, 17.0, 16.583333333333332)","(1.22, 1.39, 1.3780991735537191)","(91.0, 180.0, 174.28571428571428)"
16-12-2022 12:53:25.490670,"(6.0, 7.6, 7.402222222222223)","(17.0, 26.0, 25.666666666666668)","(17.0, 25.0, 23.181818181818183)","(12.0, 17.0, 16.583333333333332)","(1.22, 1.39, 1.3758128078817735)","(91.0, 180.0, 178.0)"
16-12-2022 12:53:26.521931,"(6.0, 7.6, 7.402222222222223)","(17.0, 26.0, 25.666666666666668)","(17.0, 25.0, 23.181818181818183)","(12.0, 17.0, 16.594827586206897)","(1.22, 1.39, 1.3832692307692307)","(91.0, 190.0, 183.33333333333334)"
16-12-2022 12:53:27.500410,"(6.0, 7.6, 7.21304347826087)","(17.0, 26.0, 25.666666666666668)","(17.0, 25.0, 23.181818181818183)","(12.0, 17.0, 16.594827586206897)","(1.22, 1.39, 1.3811518324607328)","(91.0, 190.0, 183.33333333333334)"
16-12-2022 12:53:28.506403,"(6.0, 7.6, 7.267289719626168)","(17.0, 26.0, 25.625)","(17.0, 25.0, 23.181818181818183)","(12.0, 17.0, 16.594827586206897)","(1.22, 1.39, 1.3827155172413792)","(91.0, 190.0, 182.5)"
16-12-2022 12:53:29.507601,"(6.0, 7.4, 7.278260869565218)","(17.0, 26.0, 25.625)","(17.0, 25.0, 23.309859154929576)","(12.0, 17.0, 16.59016393442623)","(1.22, 1.39, 1.3827155172413792)","(91.0, 190.0, 182.5)"
16-12-2022 12:53:30.515242,"(6.0, 7.4, 7.272727272727273)","(17.0, 26.0, 25.454545454545453)","(17.0, 25.0, 23.309859154929576)","(12.0, 17.0, 16.59016393442623)","(1.22, 1.39, 1.3827155172413792)","(91.0, 190.0, 182.5)"
16-12-2022 12:53:31.538439,"(6.0, 7.4, 7.2444444444444445)","(17.0, 26.0, 25.6)","(17.0, 25.0, 23.309859154929576)","(12.0, 17.0, 16.59016393442623)","(1.22, 1.39, 1.3826521739130433)","(91.0, 190.0, 184.0)"
16-12-2022 12:53:32.550041,"(6.0, 7.4, 7.252631578947368)","(17.0, 26.0, 25.6)","(17.0, 25.0, 23.309859154929576)","(12.0, 17.0, 16.59016393442623)","(1.22, 1.39, 1.3829583333333333)","(91.0, 190.0, 187.0)"
16-12-2022 12:53:33.440686,"(6.0, 7.4, 7.197938144329897)","(17.0, 26.0, 25.6)","(17.0, 25.0, 23.309859154929576)","(12.0, 17.0, 16.59016393442623)","(1.22, 1.39, 1.3829583333333333)","(91.0, 190.0, 187.0)"
16-12-2022 12:53:34.441054,"(6.0, 7.4, 7.171428571428572)","(17.0, 26.0, 25.6)","(17.0, 25.0, 23.309859154929576)","(12.0, 17.0, 16.59016393442623)","(1.22, 1.39, 1.3829583333333333)","(91.0, 190.0, 187.0)"
16-12-2022 12:53:35.489215,"(6.0, 7.4, 7.171428571428572)","(17.0, 26.0, 25.6)","(17.0, 25.0, 23.309859154929576)","(12.0, 17.0, 16.62686567164179)","(1.22, 1.39, 1.3827777777777777)","(91.0, 190.0, 187.0)"
16-12-2022 12:53:36.357133,"(6.0, 7.4, 7.222222222222222)","(17.0, 28.0, 25.25)","(17.0, 25.0, 23.309859154929576)","(12.0, 17.0, 16.62686567164179)","(1.22, 1.39, 1.3827777777777777)","(91.0, 190.0, 187.0)"
16-12-2022 12:53:37.232763,"(6.0, 7.4, 7.222222222222222)","(17.0, 28.0, 25.161290322580644)","(17.0, 26.0, 24.0)","(12.0, 17.0, 16.886363636363637)","(1.22, 1.39, 1.3827777777777777)","(91.0, 190.0, 187.0)"
16-12-2022 12:53:38.198313,"(6.0, 7.4, 7.222222222222222)","(17.0, 28.0, 24.82758620689655)","(17.0, 26.0, 23.88888888888889)","(12.0, 17.0, 15.682038834951456)","(1.22, 1.39, 1.3838545454545454)","(91.0, 190.0, 187.0)"
16-12-2022 12:53:39.172568,"(6.0, 7.4, 7.222222222222222)","(17.0, 28.0, 25.294117647058822)","(17.0, 26.0, 24.272727272727273)","(12.0, 16.0, 15.682038834951456)","(1.22, 1.39, 1.3838545454545454)","(91.0, 190.0, 369.09090909090907)"
16-12-2022 12:53:40.121797,"(6.0, 7.4, 7.222222222222222)","(17.0, 28.0, 25.294117647058822)","(17.0, 26.0, 24.4)","(12.0, 16.0, 15.682038834951456)","(1.22, 1.39, 1.3838545454545454)","(91.0, 380.0, 422.8571428571429)"
16-12-2022 12:53:41.150309,"(6.0, 7.4, 7.222222222222222)","(17.0, 28.0, 25.294117647058822)","(17.0, 26.0, 24.4)","(12.0, 17.0, 16.8)","(1.22, 1.39, 1.3838545454545454)","(91.0, 450.0, 418.8235294117647)"
16-12-2022 12:53:42.156316,"(6.0, 7.4, 7.222222222222222)","(17.0, 28.0, 25.032258064516128)","(17.0, 26.0, 24.4)","(12.0, 17.0, 16.22222222222222)","(1.22, 1.39, 1.3825550660792951)","(91.0, 440.0, 418.8235294117647)"
16-12-2022 12:53:43.013528,"(6.0, 7.4, 7.222222222222222)","(17.0, 28.0, 25.032258064516128)","(17.0, 26.0, 24.4)","(12.0, 17.0, 16.22222222222222)","(1.22, 1.39, 1.3824888888888889)","(91.0, 440.0, 418.8235294117647)"
16-12-2022 12:53:43.969264,"(6.0, 7.4, 7.223880597014926)","(17.0, 28.0, 25.032258064516128)","(17.0, 26.0, 24.4)","(12.0, 16.5, 16.450617283950617)","(1.22, 1.39, 1.3824888888888889)","(91.0, 430.0, 310.0)"
16-12-2022 12:53:44.969627,"(6.0, 7.4, 7.224615384615385)","(17.0, 28.0, 25.032258064516128)","(17.0, 26.0, 24.4)","(12.0, 17.0, 16.78494623655914)","(1.22, 1.38, 1.3798901098901097)","(91.0, 430.0, 380.0)"
16-12-2022 12:53:45.987161,"(6.0, 7.4, 7.219047619047619)","(17.0, 28.0, 25.3)","(17.0, 26.0, 24.4)","(12.0, 17.0, 16.71698113207547)","(1.22, 1.38, 1.3727405857740587)","(91.0, 420.0, 335.0)"
16-12-2022 12:53:46.884524,"(6.0, 7.4, 7.230379746835443)","(17.0, 28.0, 25.107142857142858)","(17.0, 26.0, 24.11764705882353)","(12.0, 17.0, 16.709183673469386)","(1.22, 1.38, 1.3727405857740587)","(91.0, 400.0, 335.0)"
16-12-2022 12:53:47.859935,"(6.0, 7.4, 7.230379746835443)","(17.0, 28.0, 25.107142857142858)","(17.0, 26.0, 24.125)","(12.0, 17.0, 16.709183673469386)","(1.22, 1.38, 1.3725536480686695)","(91.0, 400.0, 296.0)"
16-12-2022 12:53:48.821466,"(6.0, 7.4, 7.230379746835443)","(17.0, 28.0, 25.107142857142858)","(17.0, 26.0, 24.125)","(12.0, 17.0, 16.709183673469386)","(1.22, 1.38, 1.3725536480686695)","(91.0, 400.0, 296.0)"
16-12-2022 12:53:49.712891,"(6.0, 7.4, 7.230379746835443)","(17.0, 28.0, 25.1)","(17.0, 26.0, 24.125)","(12.0, 17.0, 16.532258064516128)","(1.22, 1.38, 1.373380681818182)","(91.0, 390.0, 310.0)"
16-12-2022 12:53:50.589199,"(6.0, 7.4, 7.227586206896552)","(17.0, 28.0, 25.825)","(17.0, 26.0, 24.846153846153847)","(12.0, 17.0, 16.557142857142857)","(1.22, 1.38, 1.373064935064935)","(91.0, 390.0, 310.0)"
16-12-2022 12:53:51.612048,"(6.0, 7.4, 7.235164835164835)","(17.0, 28.0, 25.804878048780488)","(17.0, 26.0, 24.846153846153847)","(12.0, 17.0, 16.560606060606062)","(1.22, 1.38, 1.3749090909090909)","(91.0, 370.0, 284.2857142857143)"
16-12-2022 12:53:52.594258,"(6.0, 7.4, 7.254368932038835)","(17.0, 28.0, 26.181818181818183)","(17.0, 26.0, 24.96551724137931)","(12.0, 17.0, 16.591549295774648)","(1.22, 1.38, 1.3749090909090909)","(91.0, 370.0, 284.2857142857143)"
16-12-2022 12:53:53.521983,"(6.0, 7.4, 7.254368932038835)","(17.0, 28.0, 27.032258064516128)","(17.0, 26.0, 24.96551724137931)","(12.0, 17.0, 16.591549295774648)","(1.22, 1.38, 1.3746153846153846)","(91.0, 370.0, 295.0)"
16-12-2022 12:53:54.479410,"(6.0, 7.4, 7.254368932038835)","(17.0, 28.0, 27.03846153846154)","(17.0, 26.0, 24.96551724137931)","(12.0, 17.0, 16.579268292682926)","(1.22, 1.38, 1.3746153846153846)","(91.0, 360.0, 310.0)"
16-12-2022 12:53:55.401498,"(6.0, 7.6, 7.480555555555556)","(17.0, 28.0, 27.03846153846154)","(17.0, 26.0, 24.96551724137931)","(12.0, 17.0, 16.63684210526316)","(1.22, 1.38, 1.3746153846153846)","(91.0, 350.0, 310.0)"
16-12-2022 12:53:56.311067,"(6.0, 7.6, 7.453012048192771)","(17.0, 27.0, 26.333333333333332)","(17.0, 26.0, 24.96551724137931)","(12.0, 17.0, 16.607954545454547)","(1.22, 1.38, 1.3748214285714286)","(101.0, 350.0, 293.3333333333333)"
16-12-2022 12:53:57.238010,"(6.0, 7.6, 7.461538461538462)","(17.0, 27.0, 26.333333333333332)","(17.0, 26.0, 24.96551724137931)","(12.0, 17.0, 16.607954545454547)","(1.22, 1.38, 1.3763522012578615)","(101.0, 340.0, 293.3333333333333)"
16-12-2022 12:53:58.196108,"(6.0, 7.6, 7.461538461538462)","(17.0, 27.0, 26.333333333333332)","(17.0, 26.0, 24.96551724137931)","(12.0, 17.0, 16.63768115942029)","(1.22, 1.38, 1.3763057324840764)","(101.0, 340.0, 293.3333333333333)"
16-12-2022 12:53:59.175046,"(6.0, 7.6, 7.461538461538462)","(17.0, 27.0, 26.333333333333332)","(17.0, 26.0, 24.96551724137931)","(12.0, 17.0, 16.63768115942029)","(1.22, 1.38, 1.3765269461077845)","(101.0, 340.0, 293.3333333333333)"
16-12-2022 12:54:00.063968,"(6.0, 7.4, 7.368181818181818)","(17.0, 27.0, 26.333333333333332)","(17.0, 26.0, 24.96551724137931)","(12.0, 17.0, 16.66216216216216)","(1.22, 1.38, 1.3765269461077845)","(101.0, 340.0, 293.3333333333333)"
16-12-2022 12:54:01.074829,"(6.0, 7.4, 7.307407407407408)","(17.0, 27.0, 26.333333333333332)","(17.0, 27.0, 26.875)","(12.0, 17.0, 16.666666666666668)","(1.22, 1.38, 1.376058394160584)","(101.0, 340.0, 293.3333333333333)"
16-12-2022 12:54:01.993495,"(6.0, 7.4, 7.274358974358974)","(17.0, 27.0, 26.333333333333332)","(17.0, 28.0, 27.692307692307693)","(12.0, 17.0, 16.681818181818183)","(1.22, 1.38, 1.375205047318612)","(101.0, 340.0, 293.3333333333333)"
16-12-2022 12:54:02.876806,"(6.0, 7.4, 7.274358974358974)","(17.0, 27.0, 26.3)","(17.0, 28.0, 27.6)","(12.0, 17.0, 16.676923076923078)","(1.22, 1.38, 1.375143769968051)","(101.0, 340.0, 293.3333333333333)"
16-12-2022 12:54:03.883195,"(6.0, 7.4, 7.274358974358974)","(17.0, 27.0, 26.3)","(17.0, 28.0, 27.6)","(12.0, 17.0, 16.58823529411765)","(1.22, 1.38, 1.375143769968051)","(101.0, 340.0, 368.0)"
16-12-2022 12:54:04.883411,"(6.0, 7.4, 7.274358974358974)","(17.0, 27.0, 26.3)","(17.0, 28.0, 27.6)","(12.0, 17.0, 16.637931034482758)","(1.22, 1.38, 1.368)","(101.0, 370.0, 416.6666666666667)"
16-12-2022 12:54:05.811440,"(6.0, 7.4, 7.273417721518988)","(17.0, 28.0, 26.333333333333332)","(17.0, 30.0, 28.333333333333332)","(12.0, 17.0, 16.637931034482758)","(1.22, 1.37, 1.3670165745856355)","(101.0, 440.0, 427.27272727272725)"
16-12-2022 12:54:06.763301,"(6.0, 7.4, 7.273417721518988)","(17.0, 28.0, 26.272727272727273)","(17.0, 30.0, 27.846153846153847)","(12.0, 17.0, 16.637931034482758)","(1.22, 1.37, 1.3670165745856355)","(101.0, 440.0, 427.27272727272725)"
16-12-2022 12:54:07.700106,"(6.0, 7.4, 7.273417721518988)","(17.0, 28.0, 26.272727272727273)","(17.0, 30.0, 27.846153846153847)","(12.0, 17.0, 16.637931034482758)","(1.22, 1.37, 1.3643414634146342)","(101.0, 440.0, 385.88235294117646)"
16-12-2022 12:54:08.666123,"(6.0, 7.4, 7.273417721518988)","(17.0, 28.0, 26.333333333333332)","(17.0, 30.0, 27.846153846153847)","(12.0, 17.0, 16.640350877192983)","(1.22, 1.37, 1.3643414634146342)","(101.0, 400.0, 380.0)"
16-12-2022 12:54:09.527786,"(6.0, 7.4, 7.273417721518988)","(17.0, 28.0, 26.608695652173914)","(17.0, 29.0, 28.76923076923077)","(12.0, 17.0, 16.56382978723404)","(1.22, 1.37, 1.3643414634146342)","(101.0, 400.0, 380.0)"
16-12-2022 12:54:10.485424,"(6.0, 7.4, 7.284057971014493)","(17.0, 27.0, 26.736842105263158)","(17.0, 29.0, 28.0)","(12.0, 17.0, 16.551724137931036)","(1.22, 1.37, 1.3580632411067195)","(101.0, 400.0, 380.0)"
16-12-2022 12:54:11.547720,"(6.0, 7.4, 7.274226804123711)","(17.0, 28.0, 27.076923076923077)","(17.0, 30.0, 29.333333333333332)","(12.0, 17.0, 16.72222222222222)","(1.22, 1.37, 1.3629767441860465)","(101.0, 400.0, 374.8)"
16-12-2022 12:54:12.522504,"(6.0, 7.4, 7.274226804123711)","(17.0, 28.0, 27.076923076923077)","(17.0, 29.0, 28.555555555555557)","(12.0, 17.0, 16.72222222222222)","(1.22, 1.37, 1.3633185840707966)","(101.0, 400.0, 366.4)"
16-12-2022 12:54:13.405256,"(6.0, 7.4, 7.274226804123711)","(17.0, 28.0, 27.076923076923077)","(17.0, 29.0, 28.555555555555557)","(12.0, 17.0, 16.72222222222222)","(1.22, 1.37, 1.3633185840707966)","(101.0, 400.0, 366.4)"
16-12-2022 12:54:14.334733,"(6.0, 7.4, 7.274226804123711)","(17.0, 28.0, 27.076923076923077)","(17.0, 29.0, 28.555555555555557)","(12.0, 17.0, 16.615384615384617)","(1.22, 1.37, 1.3632589285714287)","(101.0, 400.0, 365.51724137931035)"
16-12-2022 12:54:15.345112,"(6.0, 7.4, 7.267391304347826)","(17.0, 28.0, 27.076923076923077)","(17.0, 29.0, 28.555555555555557)","(12.0, 17.0, 16.736842105263158)","(1.22, 1.37, 1.3632589285714287)","(101.0, 400.0, 365.51724137931035)"
16-12-2022 12:54:16.271963,"(6.0, 7.4, 7.266666666666667)","(17.0, 28.0, 27.066666666666666)","(17.0, 30.0, 28.125)","(12.0, 17.0, 16.642857142857142)","(1.22, 1.37, 1.3631981981981982)","(101.0, 400.0, 292.5)"
16-12-2022 12:54:17.173615,"(6.0, 7.4, 7.266666666666667)","(17.0, 28.0, 27.066666666666666)","(17.0, 30.0, 28.125)","(12.0, 17.0, 16.642857142857142)","(1.22, 1.37, 1.3631981981981982)","(101.0, 360.0, 272.5)"
16-12-2022 12:54:18.133331,"(6.0, 7.4, 7.266666666666667)","(17.0, 28.0, 27.066666666666666)","(17.0, 30.0, 28.125)","(12.0, 17.0, 16.642857142857142)","(1.22, 1.37, 1.3631981981981982)","(101.0, 360.0, 272.5)"
16-12-2022 12:54:19.112396,"(6.0, 7.4, 7.280519480519481)","(17.0, 28.0, 27.1)","(17.0, 30.0, 28.42105263157895)","(12.0, 17.0, 16.857142857142858)","(1.22, 1.37, 1.3584149855907781)","(101.0, 360.0, 245.0)"
16-12-2022 12:54:20.090498,"(6.0, 7.4, 7.280519480519481)","(17.0, 28.0, 27.5)","(17.0, 30.0, 28.42105263157895)","(12.0, 17.0, 16.857142857142858)","(1.22, 1.37, 1.3584149855907781)","(101.0, 350.0, 228.57142857142858)"
16-12-2022 12:54:21.006609,"(6.0, 7.4, 7.262686567164179)","(17.0, 28.0, 27.5)","(17.0, 30.0, 28.42105263157895)","(12.0, 17.0, 16.857142857142858)","(1.22, 1.37, 1.3584149855907781)","(91.0, 340.0, 228.57142857142858)"
16-12-2022 12:54:21.942434,"(6.0, 7.4, 7.262686567164179)","(17.0, 28.0, 27.5)","(17.0, 30.0, 28.42105263157895)","(12.0, 17.0, 16.857142857142858)","(1.22, 1.37, 1.3584149855907781)","(91.0, 340.0, 262.5)"
16-12-2022 12:54:22.881934,"(6.0, 7.4, 7.262686567164179)","(17.0, 28.0, 27.5)","(17.0, 30.0, 28.42105263157895)","(12.0, 17.0, 16.857142857142858)","(1.22, 1.37, 1.3649435028248589)","(91.0, 330.0, 227.14285714285714)"
16-12-2022 12:54:23.815850,"(6.0, 7.2, 7.159036144578313)","(17.0, 28.0, 27.75)","(17.0, 30.0, 28.37837837837838)","(12.0, 17.0, 16.86764705882353)","(1.22, 1.37, 1.3657177033492824)","(101.0, 330.0, 242.85714285714286)"
16-12-2022 12:54:24.784148,"(6.0, 7.2, 7.1546666666666665)","(17.0, 28.0, 27.88888888888889)","(17.0, 30.0, 28.285714285714285)","(12.0, 17.0, 16.884615384615383)","(1.22, 1.37, 1.3657177033492824)","(101.0, 320.0, 242.85714285714286)"
16-12-2022 12:54:25.744420,"(6.0, 7.2, 7.1546666666666665)","(17.0, 28.0, 27.88888888888889)","(17.0, 30.0, 28.285714285714285)","(12.0, 17.0, 16.865853658536587)","(1.22, 1.37, 1.3654609929078014)","(101.0, 320.0, 241.42857142857142)"
16-12-2022 12:54:26.706082,"(6.0, 7.2, 7.18)","(17.0, 28.0, 27.952380952380953)","(17.0, 30.0, 28.285714285714285)","(12.0, 17.0, 16.880434782608695)","(1.22, 1.37, 1.366637931034483)","(101.0, 310.0, 253.33333333333334)"
16-12-2022 12:54:27.709989,"(6.0, 7.2, 7.18)","(17.0, 28.0, 27.952380952380953)","(19.0, 30.0, 28.457142857142856)","(12.0, 17.0, 16.941176470588236)","(1.22, 1.37, 1.3685416666666668)","(101.0, 300.0, 240.0)"
16-12-2022 12:54:28.747203,"(6.0, 7.2, 7.170212765957447)","(17.0, 30.0, 29.333333333333332)","(19.0, 30.0, 28.2)","(12.0, 17.0, 16.762376237623762)","(1.22, 1.37, 1.3740579710144927)","(101.0, 300.0, 235.0)"
16-12-2022 12:54:29.623940,"(6.0, 7.2, 7.09047619047619)","(17.0, 30.0, 29.166666666666668)","(19.0, 29.0, 28.75)","(12.0, 17.0, 16.762376237623762)","(1.22, 1.38, 1.3740579710144927)","(101.0, 290.0, 235.0)"
16-12-2022 12:54:30.502844,"(6.0, 7.2, 7.09047619047619)","(17.0, 30.0, 29.166666666666668)","(19.0, 29.0, 28.5)","(12.0, 17.0, 16.762376237623762)","(1.22, 1.38, 1.3740579710144927)","(101.0, 290.0, 235.0)"
16-12-2022 12:54:31.537560,"(6.0, 7.2, 7.084444444444444)","(17.0, 30.0, 29.333333333333332)","(19.0, 29.0, 28.571428571428573)","(12.0, 17.0, 16.75257731958763)","(1.22, 1.38, 1.3746052631578947)","(101.0, 290.0, 242.5)"
16-12-2022 12:54:32.486966,"(6.0, 7.2, 7.086363636363637)","(17.0, 30.0, 28.714285714285715)","(19.0, 29.0, 28.466666666666665)","(12.0, 17.0, 16.72685185185185)","(1.22, 1.38, 1.3746052631578947)","(101.0, 280.0, 237.14285714285714)"
16-12-2022 12:54:33.415726,"(6.0, 7.4, 7.28029197080292)","(17.0, 30.0, 28.714285714285715)","(19.0, 29.0, 28.466666666666665)","(12.0, 17.0, 16.72685185185185)","(1.22, 1.38, 1.3780487804878048)","(101.0, 280.0, 237.14285714285714)"
16-12-2022 12:54:34.472852,"(6.0, 7.4, 7.285714285714286)","(17.0, 30.0, 28.941176470588236)","(19.0, 29.0, 28.466666666666665)","(12.0, 17.0, 16.664772727272727)","(1.22, 1.37, 1.3685276073619632)","(101.0, 280.0, 237.14285714285714)"
16-12-2022 12:54:35.534646,"(6.0, 7.4, 7.285714285714286)","(17.0, 30.0, 28.941176470588236)","(19.0, 29.0, 28.466666666666665)","(12.0, 17.0, 16.662921348314608)","(1.22, 1.37, 1.3684049079754603)","(101.0, 280.0, 237.14285714285714)"
16-12-2022 12:54:36.494109,"(6.0, 7.4, 7.294029850746269)","(17.0, 30.0, 29.0)","(19.0, 29.0, 28.466666666666665)","(12.0, 17.0, 16.662921348314608)","(1.22, 1.37, 1.3684049079754603)","(101.0, 280.0, 237.14285714285714)"
16-12-2022 12:54:37.397000,"(6.0, 7.4, 7.294029850746269)","(17.0, 30.0, 29.15625)","(19.0, 29.0, 28.466666666666665)","(12.0, 17.0, 16.662921348314608)","(1.22, 1.37, 1.3684049079754603)","(101.0, 280.0, 237.14285714285714)"
16-12-2022 12:54:38.376436,"(6.0, 7.4, 7.294029850746269)","(17.0, 30.0, 29.15625)","(19.0, 29.0, 28.466666666666665)","(12.0, 17.0, 16.564285714285713)","(1.22, 1.37, 1.3683006535947713)","(101.0, 280.0, 274.54545454545456)"
16-12-2022 12:54:39.396124,"(6.0, 7.4, 7.294029850746269)","(17.0, 30.0, 29.0)","(19.0, 29.0, 28.6)","(12.0, 17.0, 16.564285714285713)","(1.22, 1.37, 1.3683006535947713)","(101.0, 280.0, 276.25)"
16-12-2022 12:54:40.364171,"(6.0, 7.4, 7.294029850746269)","(17.0, 30.0, 28.8)","(19.0, 29.0, 28.6)","(12.0, 17.0, 16.564285714285713)","(1.22, 1.37, 1.3684049079754603)","(101.0, 280.0, 276.25)"
16-12-2022 12:54:41.378565,"(6.0, 7.4, 7.293333333333334)","(17.0, 30.0, 29.0)","(19.0, 29.0, 28.555555555555557)","(12.0, 17.0, 16.564285714285713)","(1.22, 1.37, 1.368045112781955)","(101.0, 280.0, 276.25)"
16-12-2022 12:54:42.399764,"(6.0, 7.4, 7.293333333333334)","(17.0, 30.0, 28.82608695652174)","(19.0, 28.0, 27.875)","(12.0, 17.0, 16.557971014492754)","(1.22, 1.37, 1.373543307086614)","(101.0, 280.0, 276.25)"
16-12-2022 12:54:43.281840,"(6.0, 7.2, 7.031578947368421)","(17.0, 30.0, 28.615384615384617)","(19.0, 28.0, 27.875)","(12.0, 17.0, 16.557971014492754)","(1.22, 1.38, 1.3734615384615385)","(101.0, 280.0, 276.25)"
16-12-2022 12:54:44.223257,"(6.0, 7.2, 7.031578947368421)","(17.0, 30.0, 28.615384615384617)","(19.0, 28.0, 27.875)","(12.0, 17.0, 16.5234375)","(1.22, 1.38, 1.3734615384615385)","(101.0, 280.0, 276.25)"
16-12-2022 12:54:45.232930,"(6.0, 7.2, 7.02122905027933)","(17.0, 30.0, 28.615384615384617)","(19.0, 28.0, 27.875)","(12.0, 17.0, 16.5234375)","(1.22, 1.38, 1.3734615384615385)","(101.0, 280.0, 276.25)"
16-12-2022 12:54:46.199679,"(6.0, 7.2, 7.02122905027933)","(17.0, 30.0, 28.666666666666668)","(19.0, 28.0, 27.875)","(12.0, 17.0, 16.5234375)","(1.22, 1.38, 1.3745333333333334)","(101.0, 280.0, 276.25)"
16-12-2022 12:54:47.155565,"(6.0, 7.2, 7.02122905027933)","(17.0, 30.0, 28.304347826086957)","(19.0, 27.0, 26.9375)","(12.0, 17.0, 16.5234375)","(1.22, 1.38, 1.3759405940594058)","(101.0, 280.0, 230.0)"
