,Gospel Musketeer,Just A Irish Lad,Kwontro,Mister Wayside,Frigerator,Yankee Indian
16-12-2022 15:08:30.645676,"(12.0, 34.0, 31.294117647058826)","(5.5, 8.2, 6.485714285714286)","(26.0, 190.0, 128.4)","(2.25, 2.38, 2.37)","(13.0, 21.0, 19.7)","(2.7, 3.3, 3.028)"
16-12-2022 15:08:31.539572,"(12.0, 34.0, 26.333333333333336)","(5.5, 8.2, 7.767999999999999)","(26.0, 190.0, 128.4)","(2.25, 2.38, 2.37)","(13.0, 21.0, 19.7)","(2.7, 3.3, 3.1976)"
16-12-2022 15:08:32.461340,"(12.0, 34.0, 26.333333333333336)","(5.5, 8.2, 6.485714285714286)","(26.0, 190.0, 84.66666666666666)","(2.25, 2.38, 2.354285714285714)","(13.0, 21.0, 18.0)","(2.7, 3.3, 3.1857142857142855)"
16-12-2022 15:08:33.329313,"(12.0, 34.0, 30.25)","(5.5, 8.2, 7.767999999999999)","(26.0, 190.0, 127.6)","(2.25, 2.38, 2.354285714285714)","(13.0, 21.0, 19.6)","(2.7, 3.3, 3.1857142857142855)"
16-12-2022 15:08:34.187961,"(12.0, 34.0, 22.0)","(5.5, 8.2, 6.485714285714286)","(26.0, 190.0, 84.66666666666666)","(2.25, 2.38, 2.354285714285714)","(13.0, 21.0, 17.0)","(2.7, 3.3, 3.1857142857142855)"
16-12-2022 15:08:35.030847,"(12.0, 34.0, 30.384615384615383)","(5.5, 8.2, 7.767999999999999)","(26.0, 190.0, 126.80000000000001)","(2.25, 2.4, 2.388333333333333)","(13.0, 21.0, 19.6)","(2.7, 3.3, 3.253333333333333)"
16-12-2022 15:08:35.924772,"(12.0, 34.0, 22.0)","(5.5, 8.2, 6.314285714285714)","(26.0, 190.0, 84.66666666666666)","(2.25, 2.4, 2.388333333333333)","(13.0, 21.0, 17.0)","(2.7, 3.3, 3.253333333333333)"
16-12-2022 15:08:36.795135,"(12.0, 34.0, 30.384615384615383)","(5.5, 8.2, 7.767999999999999)","(26.0, 190.0, 127.6)","(2.25, 2.4, 2.376)","(13.0, 21.0, 19.92857142857143)","(2.7, 3.3, 3.2557446808510635)"
16-12-2022 15:08:37.737965,"(12.0, 34.0, 30.384615384615383)","(5.5, 8.2, 7.767999999999999)","(26.0, 190.0, 84.66666666666666)","(2.25, 2.4, 2.376)","(13.0, 21.0, 17.0)","(2.7, 3.3, 3.118181818181818)"
16-12-2022 15:08:38.654998,"(12.0, 34.0, 21.799999999999997)","(5.5, 8.2, 6.485714285714286)","(26.0, 190.0, 84.66666666666666)","(2.25, 2.4, 2.376)","(13.0, 21.0, 19.92857142857143)","(2.7, 3.3, 3.2591489361702126)"
16-12-2022 15:08:39.622334,"(12.0, 34.0, 31.45263157894737)","(5.5, 8.2, 7.767999999999999)","(26.0, 190.0, 127.6)","(2.25, 2.4, 2.3833333333333333)","(13.0, 21.0, 19.92857142857143)","(2.7, 3.3, 3.2039999999999997)"
16-12-2022 15:08:40.595684,"(12.0, 34.0, 31.45263157894737)","(5.5, 8.2, 6.485714285714286)","(26.0, 190.0, 84.66666666666666)","(2.25, 2.4, 2.3833333333333333)","(13.0, 21.0, 17.5)","(2.7, 3.3, 3.2066666666666666)"
16-12-2022 15:08:41.510887,"(12.0, 34.0, 22.0)","(5.5, 8.0, 6.666666666666667)","(26.0, 190.0, 145.42857142857142)","(2.25, 2.4, 2.3971929824561404)","(13.0, 21.0, 19.833333333333336)","(2.7, 3.3, 3.09)"
16-12-2022 15:08:42.389589,"(12.0, 34.0, 31.0)","(5.5, 8.0, 7.847619047619047)","(26.0, 190.0, 138.66666666666669)","(2.25, 2.4, 2.3971929824561404)","(13.0, 21.0, 19.833333333333336)","(2.7, 3.3, 3.09)"
16-12-2022 15:08:43.277131,"(12.0, 34.0, 30.384615384615383)","(5.5, 8.0, 7.4399999999999995)","(26.0, 190.0, 87.33333333333334)","(2.25, 2.4, 2.3971428571428572)","(13.0, 21.0, 19.916666666666664)","(2.7, 3.3, 3.09)"
16-12-2022 15:08:44.172352,"(13.0, 34.0, 22.0)","(5.5, 8.0, 7.4399999999999995)","(26.0, 190.0, 112.0)","(2.25, 2.4, 2.3971428571428572)","(13.0, 21.0, 19.916666666666664)","(2.7, 3.3, 3.1733333333333333)"
16-12-2022 15:08:45.134379,"(13.0, 34.0, 30.384615384615383)","(5.5, 8.0, 7.4399999999999995)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.384444444444444)","(13.0, 21.0, 19.916666666666664)","(2.7, 3.3, 3.15)"
16-12-2022 15:08:46.071718,"(13.0, 34.0, 22.0)","(5.5, 8.0, 7.4399999999999995)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.384444444444444)","(13.0, 21.0, 19.916666666666664)","(2.7, 3.3, 3.15)"
16-12-2022 15:08:47.021660,"(13.0, 34.0, 30.384615384615383)","(5.5, 8.0, 7.878260869565217)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.384444444444444)","(13.0, 21.0, 19.916666666666664)","(2.7, 3.3, 3.15)"
16-12-2022 15:08:47.941893,"(13.0, 34.0, 22.0)","(5.5, 8.0, 7.4399999999999995)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.384444444444444)","(13.0, 21.0, 19.916666666666664)","(2.7, 3.3, 3.15)"
16-12-2022 15:08:48.825670,"(13.0, 34.0, 22.0)","(5.5, 8.0, 7.878260869565217)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.384444444444444)","(13.0, 21.0, 19.916666666666664)","(2.7, 3.3, 3.15)"
16-12-2022 15:08:49.672589,"(13.0, 34.0, 30.384615384615383)","(5.5, 8.0, 7.4399999999999995)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.391764705882353)","(13.0, 21.0, 19.916666666666664)","(2.7, 3.3, 3.15)"
16-12-2022 15:08:50.581676,"(13.0, 34.0, 22.0)","(5.5, 8.0, 7.4399999999999995)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.391764705882353)","(13.0, 21.0, 19.916666666666664)","(2.7, 3.3, 3.264444444444444)"
16-12-2022 15:08:51.423080,"(13.0, 34.0, 22.0)","(5.5, 8.2, 7.799999999999999)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.391764705882353)","(13.0, 21.0, 19.916666666666664)","(2.7, 3.3, 3.264444444444444)"
16-12-2022 15:08:52.277054,"(13.0, 34.0, 30.384615384615383)","(5.5, 8.4, 8.114285714285714)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.376)","(13.0, 21.0, 19.916666666666664)","(2.7, 3.3, 3.09)"
16-12-2022 15:08:53.209097,"(13.0, 34.0, 22.0)","(5.5, 8.2, 7.1499999999999995)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.3907692307692305)","(13.0, 21.0, 17.0)","(2.7, 3.3, 3.274237288135593)"
16-12-2022 15:08:54.096446,"(13.0, 34.0, 30.384615384615383)","(5.5, 8.2, 7.88695652173913)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.3907692307692305)","(13.0, 21.0, 17.0)","(2.7, 3.3, 3.2155555555555555)"
16-12-2022 15:08:55.018957,"(13.0, 34.0, 22.0)","(5.5, 8.2, 7.1499999999999995)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.3907692307692305)","(13.0, 21.0, 19.77777777777778)","(2.7, 3.3, 3.15)"
16-12-2022 15:08:55.943473,"(13.0, 34.0, 22.0)","(5.5, 8.2, 7.1499999999999995)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.3907692307692305)","(13.0, 21.0, 17.0)","(2.7, 3.3, 3.15)"
16-12-2022 15:08:56.885379,"(13.0, 34.0, 30.384615384615383)","(5.5, 8.2, 7.88695652173913)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.3907692307692305)","(13.0, 21.0, 17.0)","(2.7, 3.3, 3.1479999999999997)"
16-12-2022 15:08:57.804805,"(13.0, 34.0, 22.0)","(5.5, 8.2, 7.1499999999999995)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.3907692307692305)","(13.0, 21.0, 17.0)","(2.7, 3.3, 3.1479999999999997)"
16-12-2022 15:08:58.664813,"(13.0, 34.0, 22.0)","(5.5, 8.2, 7.1499999999999995)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.393684210526316)","(13.0, 21.0, 19.77777777777778)","(2.7, 3.3, 3.11)"
16-12-2022 15:08:59.516466,"(13.0, 34.0, 30.384615384615383)","(5.5, 8.2, 7.88695652173913)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.393684210526316)","(13.0, 21.0, 17.0)","(2.7, 3.3, 3.12)"
16-12-2022 15:09:00.416838,"(13.0, 34.0, 22.0)","(5.5, 8.2, 7.1499999999999995)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.393684210526316)","(13.0, 21.0, 18.25)","(2.7, 3.3, 3.12)"
16-12-2022 15:09:01.334323,"(13.0, 34.0, 18.333333333333332)","(5.5, 8.2, 7.171428571428572)","(26.0, 190.0, 128.4)","(2.25, 2.4, 2.394285714285714)","(13.0, 21.0, 18.5)","(2.7, 3.3, 3.12)"
16-12-2022 15:09:02.279069,"(13.0, 34.0, 24.4)","(5.5, 8.0, 7.166666666666667)","(26.0, 190.0, 138.66666666666669)","(2.25, 2.4, 2.394285714285714)","(13.0, 21.0, 18.5)","(2.7, 3.3, 3.12)"
16-12-2022 15:09:03.200208,"(13.0, 34.0, 18.333333333333332)","(5.5, 8.0, 7.5)","(26.0, 190.0, 113.0)","(2.25, 2.4, 2.394285714285714)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.3, 3.1639999999999997)"
16-12-2022 15:09:04.057897,"(13.0, 34.0, 27.428571428571427)","(5.5, 8.0, 7.5)","(26.0, 190.0, 129.2)","(2.25, 2.4, 2.394285714285714)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.3, 3.1639999999999997)"
16-12-2022 15:09:04.965676,"(13.0, 34.0, 15.2)","(5.5, 8.0, 7.5)","(26.0, 190.0, 129.2)","(2.25, 2.4, 2.3899999999999997)","(13.0, 21.0, 20.125)","(2.7, 3.3, 3.1639999999999997)"
16-12-2022 15:09:05.866974,"(13.0, 34.0, 15.2)","(5.5, 8.0, 7.5)","(26.0, 190.0, 129.2)","(2.25, 2.4, 2.3899999999999997)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.3, 3.1639999999999997)"
16-12-2022 15:09:06.767586,"(13.0, 34.0, 27.428571428571427)","(5.5, 8.0, 7.5)","(26.0, 190.0, 129.2)","(2.25, 2.4, 2.384)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.3, 3.1639999999999997)"
16-12-2022 15:09:07.656427,"(13.0, 34.0, 15.2)","(5.5, 8.0, 7.5)","(26.0, 190.0, 129.2)","(2.25, 2.4, 2.384)","(13.0, 21.0, 20.125)","(2.7, 3.3, 3.1639999999999997)"
16-12-2022 15:09:08.561399,"(13.0, 34.0, 15.2)","(5.5, 8.0, 7.5)","(26.0, 190.0, 129.2)","(2.25, 2.4, 2.384)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.3, 3.1639999999999997)"
16-12-2022 15:09:09.417647,"(13.0, 34.0, 27.428571428571427)","(5.5, 8.0, 7.5)","(26.0, 190.0, 129.2)","(2.25, 2.4, 2.384)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.3, 3.1639999999999997)"
16-12-2022 15:09:10.295654,"(13.0, 34.0, 15.2)","(5.5, 8.0, 7.5)","(26.0, 190.0, 129.2)","(2.25, 2.4, 2.384)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.3, 3.1639999999999997)"
16-12-2022 15:09:11.261359,"(13.0, 34.0, 15.2)","(5.5, 8.0, 7.5)","(26.0, 190.0, 129.2)","(2.25, 2.4, 2.384)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.3, 3.1639999999999997)"
16-12-2022 15:09:12.168560,"(13.0, 34.0, 27.428571428571427)","(5.5, 8.0, 7.5)","(26.0, 190.0, 129.2)","(2.25, 2.4, 2.384)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.3, 3.1057142857142854)"
16-12-2022 15:09:13.121094,"(13.0, 34.0, 18.333333333333332)","(5.5, 8.4, 7.466666666666667)","(26.0, 190.0, 129.2)","(2.25, 2.4, 2.384)","(13.0, 21.0, 18.666666666666668)","(2.7, 3.3, 3.1639999999999997)"
16-12-2022 15:09:14.024429,"(13.0, 34.0, 18.333333333333332)","(5.5, 8.4, 8.266666666666667)","(26.0, 190.0, 129.2)","(2.25, 2.4, 2.384)","(13.0, 21.0, 20.125)","(2.7, 3.3, 3.0866666666666664)"
16-12-2022 15:09:14.849421,"(13.0, 34.0, 30.166666666666668)","(5.5, 8.4, 7.7)","(26.0, 190.0, 139.33333333333331)","(2.25, 2.4, 2.384)","(13.0, 21.0, 20.125)","(2.7, 3.3, 3.0866666666666664)"
16-12-2022 15:09:15.763491,"(13.0, 34.0, 18.333333333333332)","(5.5, 8.4, 8.266666666666667)","(26.0, 190.0, 139.33333333333331)","(2.25, 2.4, 2.384)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.3, 3.071428571428571)"
16-12-2022 15:09:16.666356,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.466666666666667)","(26.0, 190.0, 115.0)","(2.25, 2.4, 2.37)","(13.0, 21.0, 20.125)","(2.7, 3.3, 3.071428571428571)"
16-12-2022 15:09:17.564344,"(13.0, 34.0, 30.166666666666668)","(5.5, 8.4, 7.5600000000000005)","(26.0, 190.0, 100.0)","(2.25, 2.4, 2.37)","(13.0, 21.0, 20.125)","(2.7, 3.3, 3.071428571428571)"
16-12-2022 15:09:18.486227,"(13.0, 34.0, 24.6)","(5.5, 8.4, 8.22)","(26.0, 190.0, 101.2)","(2.25, 2.4, 2.37)","(13.0, 21.0, 20.0)","(2.7, 3.3, 3.118181818181818)"
16-12-2022 15:09:19.324394,"(13.0, 34.0, 30.166666666666668)","(5.5, 8.4, 7.5600000000000005)","(26.0, 190.0, 101.2)","(2.25, 2.4, 2.37)","(13.0, 21.0, 20.125)","(2.7, 3.25, 3.118181818181818)"
16-12-2022 15:09:20.205007,"(13.0, 34.0, 30.166666666666668)","(5.5, 8.4, 7.5600000000000005)","(26.0, 190.0, 101.2)","(2.25, 2.4, 2.37)","(13.0, 21.0, 20.125)","(2.7, 3.25, 3.118181818181818)"
16-12-2022 15:09:21.083434,"(13.0, 34.0, 24.6)","(5.5, 8.4, 8.22)","(26.0, 190.0, 101.2)","(2.25, 2.4, 2.37)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.25, 3.118181818181818)"
16-12-2022 15:09:22.015842,"(13.0, 34.0, 30.166666666666668)","(5.5, 8.4, 7.5600000000000005)","(26.0, 190.0, 101.2)","(2.25, 2.4, 2.37)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.25, 3.118181818181818)"
16-12-2022 15:09:22.887105,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.5600000000000005)","(26.0, 190.0, 101.2)","(2.25, 2.4, 2.37)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.25, 3.118181818181818)"
16-12-2022 15:09:23.742522,"(13.0, 34.0, 24.6)","(5.5, 8.2, 8.088888888888889)","(26.0, 190.0, 101.2)","(2.25, 2.4, 2.37)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.25, 3.118181818181818)"
16-12-2022 15:09:24.603422,"(13.0, 34.0, 30.166666666666668)","(5.5, 8.2, 7.6)","(26.0, 190.0, 101.2)","(2.25, 2.4, 2.37)","(13.0, 21.0, 20.125)","(2.7, 3.25, 3.118181818181818)"
16-12-2022 15:09:25.485635,"(13.0, 34.0, 24.6)","(5.5, 8.2, 8.094736842105263)","(26.0, 190.0, 101.2)","(2.25, 2.46, 2.38)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.25, 3.118181818181818)"
16-12-2022 15:09:26.445254,"(13.0, 34.0, 30.166666666666668)","(5.5, 8.2, 7.6)","(26.0, 190.0, 100.0)","(2.25, 2.46, 2.38)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:27.420239,"(13.0, 34.0, 24.6)","(5.5, 8.2, 7.6)","(26.0, 190.0, 100.0)","(2.2, 2.46, 2.38)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:28.376754,"(13.0, 34.0, 24.6)","(5.5, 8.2, 8.094736842105263)","(26.0, 190.0, 101.2)","(2.2, 2.46, 2.38)","(13.0, 21.0, 20.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:29.272428,"(13.0, 34.0, 30.166666666666668)","(5.5, 8.2, 7.6)","(26.0, 190.0, 100.0)","(2.2, 2.46, 2.38)","(13.0, 21.0, 20.125)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:30.137747,"(13.0, 34.0, 24.6)","(5.5, 8.2, 8.094736842105263)","(26.0, 190.0, 101.2)","(2.2, 2.46, 2.38)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:31.045252,"(13.0, 34.0, 24.6)","(5.5, 8.2, 8.088888888888889)","(26.0, 190.0, 100.0)","(2.2, 2.46, 2.38)","(13.0, 21.0, 20.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:31.958554,"(13.0, 34.0, 30.166666666666668)","(5.5, 8.2, 7.6)","(26.0, 190.0, 100.0)","(2.2, 2.46, 2.38)","(13.0, 21.0, 18.666666666666668)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:32.883070,"(13.0, 34.0, 24.6)","(5.5, 8.2, 8.094736842105263)","(26.0, 190.0, 116.0)","(2.2, 2.46, 2.38)","(13.0, 21.0, 20.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:33.791074,"(13.0, 34.0, 30.166666666666668)","(5.5, 8.2, 7.6)","(26.0, 190.0, 115.0)","(2.2, 2.46, 2.38)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:34.675568,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.7)","(26.0, 190.0, 115.0)","(2.2, 2.46, 2.38)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:35.545924,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.7)","(26.0, 190.0, 115.0)","(2.2, 2.46, 2.38)","(13.0, 21.0, 18.333333333333332)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:36.462384,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.7)","(26.0, 190.0, 115.0)","(2.2, 2.46, 2.38)","(13.0, 21.0, 18.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:37.372034,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.7)","(26.0, 190.0, 115.0)","(2.2, 2.46, 2.38)","(13.0, 21.0, 18.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:38.285873,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.7)","(26.0, 190.0, 115.0)","(2.2, 2.46, 2.38)","(13.0, 21.0, 18.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:39.161446,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.7)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.393333333333333)","(13.0, 21.0, 18.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:39.990237,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.7)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.393333333333333)","(13.0, 21.0, 18.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:40.912022,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.7)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.393333333333333)","(13.0, 21.0, 18.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:41.851824,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.7)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.393333333333333)","(13.0, 21.0, 18.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:42.794024,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.7)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.393333333333333)","(13.0, 21.0, 18.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:43.801131,"(13.0, 34.0, 24.6)","(5.5, 8.4, 7.7)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.393333333333333)","(13.0, 21.0, 18.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:44.743833,"(13.0, 34.0, 24.6)","(5.5, 8.2, 7.6)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.393333333333333)","(13.0, 21.0, 18.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:45.689174,"(13.0, 34.0, 24.6)","(5.5, 8.2, 7.6)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.393333333333333)","(13.0, 21.0, 18.0)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:46.654674,"(13.0, 34.0, 24.6)","(5.5, 8.2, 7.6)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.393333333333333)","(13.0, 21.0, 17.25)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:47.548484,"(13.0, 32.0, 23.4)","(5.5, 8.2, 7.6)","(26.0, 190.0, 98.8)","(2.2, 2.5, 2.38)","(13.0, 21.0, 17.25)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:48.443376,"(13.0, 32.0, 23.4)","(5.5, 8.2, 7.72)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 18.5)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:49.347981,"(13.0, 32.0, 28.5)","(5.5, 8.2, 8.094736842105263)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:50.214603,"(13.0, 32.0, 28.5)","(5.5, 8.2, 8.094736842105263)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:51.153066,"(13.0, 32.0, 28.5)","(5.5, 8.2, 8.094736842105263)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:52.021390,"(13.0, 32.0, 28.5)","(5.5, 8.2, 8.094736842105263)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:52.869023,"(13.0, 32.0, 23.4)","(5.5, 8.2, 7.6)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:53.781939,"(13.0, 32.0, 23.4)","(5.5, 8.2, 7.3999999999999995)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:54.674379,"(13.0, 32.0, 28.5)","(5.5, 8.2, 8.094736842105263)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:55.577128,"(13.0, 32.0, 28.5)","(5.5, 8.4, 8.273684210526316)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:56.472828,"(13.0, 32.0, 28.5)","(5.5, 8.4, 8.22)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:57.353882,"(13.0, 32.0, 28.5)","(5.5, 8.4, 8.22)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:58.239150,"(13.0, 32.0, 23.4)","(5.5, 8.4, 7.5600000000000005)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:09:59.175973,"(13.0, 32.0, 28.5)","(5.5, 8.4, 8.22)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:10:00.129699,"(13.0, 32.0, 28.5)","(5.5, 8.4, 8.22)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:10:01.058893,"(13.0, 32.0, 23.4)","(5.5, 8.4, 7.5600000000000005)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:10:01.939617,"(13.0, 32.0, 23.4)","(5.5, 8.4, 8.22)","(26.0, 190.0, 115.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:10:02.834625,"(13.0, 32.0, 29.2)","(5.5, 8.4, 7.5600000000000005)","(26.0, 190.0, 130.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:10:03.708156,"(13.0, 32.0, 21.5)","(5.5, 8.4, 7.5600000000000005)","(26.0, 190.0, 130.0)","(2.2, 2.5, 2.38)","(13.0, 21.0, 16.666666666666668)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:10:04.612522,"(13.0, 32.0, 22.0)","(5.5, 8.4, 8.22)","(26.0, 190.0, 130.0)","(2.15, 2.5, 2.38)","(13.0, 21.0, 16.666666666666668)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:10:05.563372,"(13.0, 32.0, 22.0)","(5.5, 8.2, 7.6)","(26.0, 190.0, 130.0)","(2.15, 2.5, 2.38)","(13.0, 21.0, 18.4)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:10:06.521274,"(13.0, 32.0, 22.0)","(5.5, 8.2, 7.3999999999999995)","(26.0, 190.0, 114.0)","(2.15, 2.5, 2.38)","(13.0, 21.0, 18.4)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:10:07.374059,"(13.0, 32.0, 22.0)","(5.5, 8.2, 7.3999999999999995)","(26.0, 190.0, 114.0)","(2.15, 2.5, 2.38)","(13.0, 21.0, 18.4)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:10:08.231047,"(13.0, 32.0, 22.0)","(5.5, 8.2, 7.3999999999999995)","(26.0, 190.0, 114.0)","(2.15, 2.5, 2.38)","(13.0, 21.0, 17.75)","(2.7, 3.25, 3.0428571428571427)"
16-12-2022 15:10:09.104149,"(13.0, 32.0, 22.0)","(5.5, 8.2, 7.3999999999999995)","(26.0, 190.0, 114.0)","(2.15, 2.5, 2.38)","(13.0, 21.0, 17.75)","(2.7, 3.25, 3.0428571428571427)"
