,Magic Bertie,Yankee Banner,Lumin,My Gal Val,Rich Paris,Toffee Street,Alesha Lily,Atlanna,Lady Merchant,World Action
08-12-2022 13:01:06.282916,"(12.0, 14.5, 14.177966101694915)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.826633165829145)","(31.0, 42.0, 41.13178294573643)","(3.7, 4.2, 4.1746835443037975)","(3.0, 3.35, 3.3340823970037454)","(31.0, 50.0, 47.90909090909091)","(71.0, 120.0, 105.0)","(31.0, 48.0, 44.963855421686745)","(3.7, 4.2, 4.190035587188612)"
08-12-2022 13:01:07.837253,"(12.0, 14.5, 14.177966101694915)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.8125)","(31.0, 42.0, 41.13178294573643)","(3.7, 4.2, 4.168770764119602)","(3.0, 3.35, 3.3327935222672065)","(31.0, 50.0, 47.90909090909091)","(71.0, 120.0, 105.0)","(31.0, 48.0, 44.963855421686745)","(3.7, 4.2, 4.190035587188612)"
08-12-2022 13:01:09.119846,"(12.0, 14.5, 14.160714285714286)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.8125)","(31.0, 42.0, 41.13178294573643)","(3.7, 4.2, 4.198148148148149)","(3.0, 3.35, 3.332213438735178)","(31.0, 50.0, 47.90909090909091)","(71.0, 120.0, 105.0)","(31.0, 48.0, 44.963855421686745)","(3.7, 4.2, 4.190035587188612)"
08-12-2022 13:01:10.454931,"(12.0, 14.5, 14.246666666666666)","(101.0, 540.0, 460.0)","(12.0, 14.0, 13.775119617224881)","(31.0, 42.0, 38.92444444444445)","(3.7, 4.2, 4.221)","(3.0, 3.35, 3.2933649289099525)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 105.33333333333333)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.189891696750903)"
08-12-2022 13:01:11.726111,"(12.0, 14.5, 14.068181818181818)","(101.0, 530.0, 475.0)","(12.0, 14.0, 13.772946859903382)","(31.0, 40.0, 38.92444444444445)","(3.7, 4.3, 4.221)","(3.0, 3.3, 3.2933649289099525)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 105.33333333333333)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.189891696750903)"
08-12-2022 13:01:13.057557,"(12.0, 14.5, 14.259493670886076)","(101.0, 530.0, 475.0)","(12.0, 14.0, 13.772946859903382)","(31.0, 40.0, 39.92156862745098)","(3.7, 4.3, 4.212121212121212)","(3.0, 3.3, 3.2911027568922306)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 104.28571428571429)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.3, 4.210683760683761)"
08-12-2022 13:01:14.519642,"(12.0, 14.5, 14.259493670886076)","(101.0, 530.0, 475.0)","(12.0, 14.0, 13.767326732673267)","(31.0, 40.0, 39.92156862745098)","(3.7, 4.3, 4.2265625)","(3.0, 3.3, 3.2974842767295596)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 105.33333333333333)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.3, 4.20836820083682)"
08-12-2022 13:01:16.025587,"(12.0, 14.5, 14.259493670886076)","(101.0, 530.0, 475.0)","(12.0, 14.0, 13.766169154228855)","(31.0, 40.0, 39.92156862745098)","(3.7, 4.3, 4.2255)","(3.0, 3.3, 3.2974683544303796)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 105.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.3, 4.17)"
08-12-2022 13:01:17.475053,"(12.0, 14.5, 14.068181818181818)","(101.0, 530.0, 475.0)","(12.0, 14.0, 13.866279069767442)","(31.0, 42.0, 40.41975308641975)","(3.7, 4.3, 4.232579185520362)","(3.0, 3.3, 3.2973856209150325)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 105.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.16510989010989)"
08-12-2022 13:01:18.882034,"(12.0, 14.5, 14.175925925925926)","(101.0, 530.0, 475.0)","(12.0, 14.0, 13.853932584269662)","(31.0, 42.0, 40.41975308641975)","(3.7, 4.3, 4.232579185520362)","(3.0, 3.3, 3.298657718120805)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 105.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.167588932806324)"
08-12-2022 13:01:20.177897,"(12.0, 14.5, 14.175925925925926)","(101.0, 530.0, 475.0)","(12.0, 14.0, 13.872781065088757)","(31.0, 42.0, 40.42944785276074)","(3.7, 4.3, 4.232579185520362)","(3.0, 3.3, 3.2986111111111107)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 105.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.166255144032922)"
08-12-2022 13:01:21.509096,"(12.0, 14.5, 14.175925925925926)","(101.0, 520.0, 453.3333333333333)","(12.0, 14.0, 13.872781065088757)","(31.0, 42.0, 40.42944785276074)","(3.6, 4.3, 4.238918918918919)","(3.0, 3.3, 3.298461538461538)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 105.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.169056603773585)"
08-12-2022 13:01:22.877647,"(12.0, 14.5, 14.21111111111111)","(101.0, 520.0, 453.3333333333333)","(12.0, 14.0, 13.799418604651162)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.227096774193549)","(3.0, 3.3, 3.298461538461538)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 105.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.169960474308301)"
08-12-2022 13:01:24.179140,"(12.0, 14.5, 14.21111111111111)","(101.0, 520.0, 453.3333333333333)","(12.0, 14.0, 13.799418604651162)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.227096774193549)","(3.0, 3.3, 3.298461538461538)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 105.5)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.169960474308301)"
08-12-2022 13:01:25.556571,"(12.0, 14.5, 14.21111111111111)","(101.0, 520.0, 436.6666666666667)","(12.0, 14.0, 13.799418604651162)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.224666666666667)","(3.0, 3.35, 3.3096698113207546)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 103.90243902439025)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.171320754716981)"
08-12-2022 13:01:27.017191,"(12.0, 14.5, 14.21111111111111)","(101.0, 520.0, 436.6666666666667)","(12.0, 14.0, 13.799418604651162)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.224666666666667)","(3.0, 3.35, 3.316730038022814)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 105.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.171320754716981)"
08-12-2022 13:01:28.357039,"(12.0, 14.5, 14.21111111111111)","(101.0, 520.0, 436.6666666666667)","(12.0, 14.0, 13.799418604651162)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.224666666666667)","(3.0, 3.35, 3.316730038022814)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 107.11111111111111)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.171320754716981)"
08-12-2022 13:01:30.017790,"(12.0, 14.5, 14.21111111111111)","(101.0, 520.0, 445.0)","(12.0, 14.0, 13.799418604651162)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.218518518518518)","(3.0, 3.35, 3.3230848861283646)","(31.0, 50.0, 48.13953488372093)","(71.0, 120.0, 105.85365853658537)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.171320754716981)"
08-12-2022 13:01:31.641654,"(12.0, 14.5, 14.21111111111111)","(101.0, 520.0, 427.27272727272725)","(12.0, 14.0, 13.818421052631578)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.214367816091954)","(3.0, 3.35, 3.3255555555555554)","(31.0, 50.0, 48.0)","(71.0, 120.0, 105.85365853658537)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.165172413793103)"
08-12-2022 13:01:33.187141,"(12.0, 14.5, 14.21111111111111)","(101.0, 500.0, 427.27272727272725)","(12.0, 14.0, 13.818421052631578)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.214367816091954)","(3.0, 3.35, 3.3255555555555554)","(31.0, 50.0, 48.0)","(71.0, 120.0, 110.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.162867647058824)"
08-12-2022 13:01:34.656211,"(12.0, 14.5, 14.14864864864865)","(101.0, 500.0, 427.27272727272725)","(12.0, 14.0, 13.818421052631578)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.213227513227514)","(3.0, 3.35, 3.342244897959184)","(31.0, 50.0, 48.0)","(71.0, 120.0, 110.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.162867647058824)"
08-12-2022 13:01:36.113350,"(12.0, 14.5, 14.31081081081081)","(101.0, 500.0, 443.3333333333333)","(12.0, 14.0, 13.818421052631578)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.217985611510792)","(3.0, 3.35, 3.342244897959184)","(31.0, 50.0, 48.0)","(71.0, 120.0, 110.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.162867647058824)"
08-12-2022 13:01:37.539722,"(12.0, 14.5, 14.31081081081081)","(101.0, 490.0, 443.3333333333333)","(12.0, 14.0, 13.818421052631578)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.21957671957672)","(3.0, 3.35, 3.342244897959184)","(31.0, 50.0, 48.0)","(71.0, 120.0, 110.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.162867647058824)"
08-12-2022 13:01:38.975249,"(12.0, 14.5, 14.327586206896552)","(101.0, 490.0, 443.3333333333333)","(12.0, 14.0, 13.818421052631578)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.21957671957672)","(3.0, 3.35, 3.342244897959184)","(31.0, 50.0, 48.0)","(71.0, 120.0, 110.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.162867647058824)"
08-12-2022 13:01:40.546271,"(12.0, 14.5, 14.327586206896552)","(101.0, 490.0, 443.3333333333333)","(12.0, 14.0, 13.84375)","(31.0, 42.0, 40.561797752808985)","(3.6, 4.3, 4.21957671957672)","(2.9, 3.35, 3.336062717770035)","(31.0, 50.0, 48.0)","(71.0, 120.0, 110.0)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.162867647058824)"
08-12-2022 13:01:42.267260,"(11.0, 14.5, 14.294117647058824)","(101.0, 490.0, 443.3333333333333)","(12.0, 14.0, 13.792270531400966)","(31.0, 42.0, 40.57627118644068)","(3.6, 4.3, 4.189080459770115)","(2.9, 3.35, 3.3385416666666665)","(31.0, 50.0, 48.0)","(71.0, 120.0, 108.57142857142857)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.2, 4.174096385542168)"
08-12-2022 13:01:43.774424,"(11.0, 14.5, 14.294117647058824)","(101.0, 490.0, 443.3333333333333)","(12.0, 14.0, 13.792270531400966)","(31.0, 42.0, 40.57627118644068)","(3.6, 4.2, 4.188790560471976)","(2.9, 3.35, 3.3469543147208123)","(31.0, 50.0, 47.955555555555556)","(71.0, 120.0, 110.3030303030303)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.3, 4.188)"
08-12-2022 13:01:45.272032,"(11.0, 14.5, 14.294117647058824)","(101.0, 490.0, 443.3333333333333)","(12.0, 14.0, 13.792270531400966)","(31.0, 42.0, 40.57627118644068)","(3.6, 4.2, 4.186330935251799)","(2.9, 3.35, 3.3468750000000003)","(31.0, 50.0, 47.955555555555556)","(71.0, 120.0, 110.3030303030303)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.3, 4.188)"
08-12-2022 13:01:46.787506,"(11.0, 14.5, 14.294117647058824)","(101.0, 490.0, 443.3333333333333)","(12.0, 14.0, 13.792270531400966)","(31.0, 42.0, 40.57627118644068)","(3.6, 4.2, 4.186231884057971)","(2.9, 3.35, 3.3467914438502673)","(31.0, 50.0, 47.955555555555556)","(71.0, 120.0, 110.3030303030303)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.3, 4.188)"
08-12-2022 13:01:48.386225,"(11.0, 14.5, 14.294117647058824)","(101.0, 490.0, 443.3333333333333)","(12.0, 14.0, 13.792270531400966)","(31.0, 42.0, 40.57627118644068)","(3.6, 4.2, 4.186231884057971)","(2.9, 3.35, 3.3467914438502673)","(31.0, 50.0, 47.955555555555556)","(71.0, 120.0, 110.3030303030303)","(31.0, 48.0, 45.06976744186046)","(3.7, 4.3, 4.188)"
08-12-2022 13:01:49.960101,"(11.0, 14.5, 14.294117647058824)","(101.0, 490.0, 443.3333333333333)","(12.0, 14.0, 13.792270531400966)","(31.0, 42.0, 40.57627118644068)","(3.6, 4.2, 4.186231884057971)","(2.9, 3.35, 3.3423076923076924)","(31.0, 50.0, 47.955555555555556)","(71.0, 120.0, 110.3030303030303)","(31.0, 48.0, 46.14705882352941)","(3.7, 4.3, 4.189017341040462)"
08-12-2022 13:01:51.514259,"(11.0, 14.5, 13.546762589928058)","(101.0, 490.0, 443.3333333333333)","(12.0, 14.0, 13.8)","(31.0, 42.0, 40.6)","(3.6, 4.2, 4.205263157894737)","(2.9, 3.35, 3.3565878378378375)","(31.0, 50.0, 48.18181818181818)","(71.0, 120.0, 110.58823529411765)","(31.0, 48.0, 46.2)","(3.7, 4.3, 4.195744680851064)"
08-12-2022 13:01:53.081473,"(11.0, 13.5, 13.453237410071942)","(101.0, 490.0, 443.3333333333333)","(12.0, 14.0, 13.8)","(31.0, 42.0, 40.10526315789474)","(3.6, 4.3, 4.205263157894737)","(2.9, 3.4, 3.3565878378378375)","(31.0, 50.0, 48.18181818181818)","(71.0, 120.0, 110.58823529411765)","(31.0, 48.0, 46.2)","(3.7, 4.3, 4.196774193548387)"
08-12-2022 13:01:54.677024,"(11.0, 13.5, 13.424812030075188)","(101.0, 490.0, 443.3333333333333)","(12.0, 14.0, 13.8)","(31.0, 42.0, 40.10526315789474)","(3.6, 4.3, 4.205263157894737)","(2.9, 3.4, 3.358058925476603)","(31.0, 50.0, 48.18181818181818)","(71.0, 120.0, 110.58823529411765)","(31.0, 48.0, 46.2)","(3.7, 4.3, 4.196774193548387)"
08-12-2022 13:01:56.213688,"(12.0, 13.5, 13.397810218978103)","(101.0, 490.0, 443.3333333333333)","(11.0, 14.0, 13.8)","(31.0, 42.0, 40.10526315789474)","(3.6, 4.3, 4.205263157894737)","(2.9, 3.4, 3.358058925476603)","(31.0, 50.0, 48.26086956521739)","(71.0, 120.0, 110.58823529411765)","(31.0, 48.0, 46.2)","(3.7, 4.3, 4.196774193548387)"
08-12-2022 13:01:57.815946,"(12.0, 14.0, 13.813333333333333)","(101.0, 490.0, 443.3333333333333)","(11.0, 14.0, 13.8)","(31.0, 42.0, 40.10526315789474)","(3.6, 4.3, 4.205263157894737)","(2.9, 3.4, 3.3576923076923078)","(31.0, 50.0, 48.26086956521739)","(71.0, 120.0, 110.58823529411765)","(31.0, 48.0, 46.2)","(3.7, 4.3, 4.196774193548387)"
08-12-2022 13:01:59.337062,"(11.0, 14.0, 13.797385620915033)","(101.0, 490.0, 443.3333333333333)","(11.0, 14.0, 13.8)","(31.0, 42.0, 40.10526315789474)","(3.6, 4.3, 4.205389221556886)","(2.9, 3.4, 3.3421487603305784)","(31.0, 50.0, 48.26086956521739)","(71.0, 120.0, 110.58823529411765)","(31.0, 48.0, 46.03125)","(3.7, 4.3, 4.196774193548387)"
08-12-2022 13:02:01.293738,"(11.0, 14.0, 13.807453416149068)","(101.0, 490.0, 431.6666666666667)","(11.0, 14.0, 13.799065420560748)","(31.0, 42.0, 40.5)","(3.6, 4.3, 4.217105263157895)","(2.9, 3.35, 3.341065830721003)","(31.0, 50.0, 48.26086956521739)","(71.0, 120.0, 110.58823529411765)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.3, 4.195187165775401)"
08-12-2022 13:02:02.953458,"(11.0, 14.0, 13.807453416149068)","(101.0, 490.0, 443.3333333333333)","(11.0, 14.0, 13.799065420560748)","(31.0, 42.0, 40.5)","(3.6, 4.3, 4.21830985915493)","(2.9, 3.35, 3.341065830721003)","(31.0, 50.0, 48.12244897959184)","(71.0, 120.0, 110.58823529411765)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.3, 4.184365781710914)"
08-12-2022 13:02:04.557557,"(11.0, 14.0, 13.812121212121212)","(101.0, 490.0, 443.3333333333333)","(11.0, 14.0, 13.799065420560748)","(31.0, 42.0, 40.5)","(3.6, 4.3, 4.217730496453901)","(2.9, 3.35, 3.341065830721003)","(31.0, 50.0, 48.12244897959184)","(71.0, 120.0, 110.58823529411765)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.3, 4.184365781710914)"
08-12-2022 13:02:06.115463,"(11.0, 14.0, 13.812121212121212)","(101.0, 540.0, 440.0)","(11.0, 14.0, 13.799065420560748)","(31.0, 42.0, 40.5)","(3.6, 4.3, 4.217730496453901)","(2.9, 3.35, 3.341065830721003)","(31.0, 50.0, 48.12244897959184)","(71.0, 120.0, 110.58823529411765)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.3, 4.1595555555555555)"
08-12-2022 13:02:07.774844,"(11.0, 14.0, 13.812121212121212)","(101.0, 540.0, 440.0)","(11.0, 14.0, 13.799065420560748)","(31.0, 42.0, 40.5)","(3.6, 4.4, 4.37907949790795)","(2.9, 3.3, 3.294285714285714)","(31.0, 50.0, 48.12244897959184)","(71.0, 120.0, 110.58823529411765)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.1595555555555555)"
08-12-2022 13:02:09.386251,"(11.0, 14.0, 13.812121212121212)","(101.0, 540.0, 440.0)","(11.0, 14.0, 13.799065420560748)","(31.0, 42.0, 40.5)","(3.6, 4.4, 4.37907949790795)","(2.9, 3.3, 3.2393586005830906)","(31.0, 50.0, 48.12244897959184)","(71.0, 120.0, 110.58823529411765)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.161878453038674)"
08-12-2022 13:02:10.952338,"(11.0, 14.5, 14.197368421052632)","(101.0, 540.0, 440.0)","(11.0, 14.0, 13.8)","(31.0, 42.0, 40.51764705882353)","(3.6, 4.4, 4.379508196721312)","(2.9, 3.3, 3.2705329153605014)","(31.0, 50.0, 48.083333333333336)","(71.0, 120.0, 110.85714285714286)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.156066945606694)"
08-12-2022 13:02:12.500487,"(11.0, 14.5, 14.197368421052632)","(101.0, 540.0, 440.0)","(11.0, 14.0, 13.8)","(31.0, 42.0, 40.51764705882353)","(3.6, 4.4, 4.38546255506608)","(2.9, 3.3, 3.2723905723905724)","(31.0, 50.0, 48.083333333333336)","(71.0, 120.0, 110.85714285714286)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.162325581395349)"
08-12-2022 13:02:14.032225,"(11.0, 14.5, 14.197368421052632)","(101.0, 540.0, 440.0)","(11.0, 13.5, 13.471014492753623)","(31.0, 42.0, 40.51764705882353)","(3.6, 4.4, 4.38546255506608)","(2.9, 3.3, 3.274846625766871)","(31.0, 50.0, 48.083333333333336)","(71.0, 120.0, 110.85714285714286)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.162325581395349)"
08-12-2022 13:02:15.565207,"(11.0, 14.5, 14.197368421052632)","(101.0, 540.0, 440.0)","(11.0, 14.0, 13.570731707317073)","(31.0, 42.0, 40.51764705882353)","(3.6, 4.4, 4.386221294363257)","(2.9, 3.3, 3.2743243243243243)","(31.0, 50.0, 48.16)","(71.0, 120.0, 109.33333333333333)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.168125701459035)"
08-12-2022 13:02:17.086060,"(11.0, 14.5, 14.243243243243244)","(101.0, 540.0, 440.0)","(11.0, 14.0, 13.586854460093896)","(31.0, 42.0, 40.56818181818182)","(3.6, 4.4, 4.386221294363257)","(2.9, 3.3, 3.2743243243243243)","(31.0, 50.0, 48.16)","(71.0, 120.0, 107.09677419354838)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.164175824175825)"
08-12-2022 13:02:18.632941,"(11.0, 14.5, 14.243243243243244)","(101.0, 540.0, 440.0)","(11.0, 14.0, 13.562189054726367)","(31.0, 42.0, 40.56818181818182)","(3.6, 4.4, 4.398333333333333)","(2.9, 3.3, 3.2743243243243243)","(31.0, 50.0, 48.23076923076923)","(71.0, 120.0, 106.875)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.164175824175825)"
08-12-2022 13:02:20.188380,"(11.0, 14.5, 14.160714285714286)","(101.0, 540.0, 440.0)","(11.0, 14.0, 13.546875)","(31.0, 42.0, 40.56818181818182)","(3.6, 4.4, 4.446816479400749)","(2.9, 3.3, 3.2675324675324675)","(31.0, 50.0, 48.23076923076923)","(71.0, 120.0, 106.875)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.164175824175825)"
08-12-2022 13:02:21.886771,"(11.0, 14.5, 14.116666666666667)","(101.0, 540.0, 440.0)","(11.0, 13.5, 13.627450980392156)","(31.0, 42.0, 40.56818181818182)","(3.6, 4.5, 4.459077809798271)","(2.9, 3.3, 3.2697732997481106)","(31.0, 50.0, 48.23076923076923)","(71.0, 120.0, 106.875)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.164175824175825)"
08-12-2022 13:02:23.426499,"(11.0, 14.5, 14.116666666666667)","(101.0, 540.0, 440.0)","(11.0, 14.0, 13.259868421052632)","(31.0, 42.0, 40.6)","(3.6, 4.5, 4.389592760180996)","(2.9, 3.3, 3.2756097560975608)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.168893756845565)"
08-12-2022 13:02:25.075288,"(11.0, 14.5, 14.36)","(101.0, 540.0, 508.42105263157896)","(11.0, 13.5, 13.259868421052632)","(31.0, 42.0, 40.62068965517241)","(3.6, 4.4, 4.389592760180996)","(2.9, 3.3, 3.28)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.168893756845565)"
08-12-2022 13:02:26.952219,"(11.0, 14.5, 14.271844660194175)","(101.0, 540.0, 448.3333333333333)","(11.0, 13.5, 13.259868421052632)","(31.0, 42.0, 40.6)","(3.6, 4.4, 4.440425531914894)","(2.9, 3.3, 3.271374045801527)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.168893756845565)"
08-12-2022 13:02:28.719930,"(11.0, 15.0, 14.271844660194175)","(101.0, 540.0, 448.3333333333333)","(11.0, 13.5, 13.259868421052632)","(31.0, 42.0, 40.6)","(3.6, 4.5, 4.44295415959253)","(2.9, 3.3, 3.271374045801527)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.168893756845565)"
08-12-2022 13:02:30.303721,"(11.0, 15.0, 14.271844660194175)","(101.0, 540.0, 448.3333333333333)","(11.0, 13.5, 13.259868421052632)","(31.0, 42.0, 40.6)","(3.6, 4.5, 4.410160427807487)","(2.9, 3.3, 3.282183908045977)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.168893756845565)"
08-12-2022 13:02:31.823911,"(11.0, 14.5, 14.336538461538462)","(101.0, 540.0, 448.3333333333333)","(11.0, 13.5, 13.259868421052632)","(31.0, 42.0, 40.6)","(3.6, 4.5, 4.410160427807487)","(2.9, 3.3, 3.282183908045977)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.168893756845565)"
08-12-2022 13:02:33.387290,"(11.0, 14.5, 14.336538461538462)","(101.0, 540.0, 448.3333333333333)","(11.0, 13.5, 13.25)","(31.0, 42.0, 40.6)","(3.6, 4.5, 4.408016877637131)","(2.9, 3.3, 3.268300653594771)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.10949720670391)"
08-12-2022 13:02:34.874787,"(11.0, 14.5, 14.336538461538462)","(101.0, 540.0, 448.3333333333333)","(11.0, 13.5, 13.25)","(31.0, 42.0, 40.6)","(3.6, 4.5, 4.407539682539683)","(2.9, 3.3, 3.2504347826086954)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.16788899900892)"
08-12-2022 13:02:36.474954,"(11.0, 14.5, 14.38888888888889)","(101.0, 540.0, 448.3333333333333)","(11.0, 13.5, 13.259868421052632)","(31.0, 42.0, 40.6)","(3.6, 4.5, 4.407539682539683)","(2.9, 3.3, 3.2777777777777777)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.168389662027833)"
08-12-2022 13:02:37.963090,"(11.0, 15.0, 14.271844660194175)","(101.0, 540.0, 448.3333333333333)","(11.0, 13.5, 13.251592356687897)","(31.0, 42.0, 40.62068965517241)","(3.6, 4.5, 4.407539682539683)","(2.9, 3.3, 3.2777777777777777)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.168389662027833)"
08-12-2022 13:02:39.479092,"(11.0, 15.0, 14.271844660194175)","(101.0, 540.0, 448.3333333333333)","(11.0, 13.5, 13.219424460431656)","(31.0, 42.0, 40.62068965517241)","(3.6, 4.5, 4.407539682539683)","(2.9, 3.3, 3.2777777777777777)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.168389662027833)"
08-12-2022 13:02:40.993071,"(11.0, 15.0, 14.271844660194175)","(101.0, 540.0, 448.3333333333333)","(11.0, 13.5, 13.363095238095237)","(31.0, 42.0, 39.15909090909091)","(3.6, 4.5, 4.407539682539683)","(2.9, 3.3, 3.2776908023483364)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.168326693227092)"
08-12-2022 13:02:42.562743,"(11.0, 15.0, 14.35897435897436)","(101.0, 540.0, 448.3333333333333)","(11.0, 13.5, 13.363095238095237)","(31.0, 40.0, 39.15909090909091)","(3.6, 4.5, 4.414652014652015)","(2.9, 3.3, 3.278640776699029)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.2, 4.094413407821229)"
08-12-2022 13:02:44.097472,"(11.0, 14.5, 14.380434782608695)","(101.0, 540.0, 448.3333333333333)","(11.0, 13.5, 13.29326923076923)","(31.0, 40.0, 39.15909090909091)","(3.6, 4.5, 4.415209125475285)","(2.9, 3.3, 3.278640776699029)","(31.0, 50.0, 47.51219512195122)","(71.0, 120.0, 107.27272727272728)","(31.0, 48.0, 46.03174603174603)","(3.7, 4.1, 4.094413407821229)"
