,Rothwell Whinny,Federal Flash,Pennys Jade,Trending Xara,Call Waiting,Caesars Palace,Stopped Short
11-01-2023 11:18:55.752369,"(20.0, 60.0, 36.94444444444444)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 27.375)","(17.0, 48.0, 32.77272727272727)"
11-01-2023 11:18:56.698434,"(20.0, 60.0, 36.94444444444444)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 27.375)","(17.0, 48.0, 32.77272727272727)"
11-01-2023 11:18:57.734159,"(20.0, 60.0, 36.94444444444444)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 27.375)","(17.0, 48.0, 32.77272727272727)"
11-01-2023 11:18:58.636474,"(20.0, 60.0, 36.94444444444444)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 27.375)","(17.0, 48.0, 32.77272727272727)"
11-01-2023 11:18:59.640359,"(20.0, 60.0, 36.94444444444444)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 27.375)","(17.0, 48.0, 32.77272727272727)"
11-01-2023 11:19:00.541688,"(20.0, 60.0, 36.94444444444444)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 27.375)","(17.0, 48.0, 32.77272727272727)"
11-01-2023 11:19:01.431899,"(20.0, 60.0, 36.94444444444444)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 27.375)","(17.0, 48.0, 32.77272727272727)"
11-01-2023 11:19:02.364946,"(20.0, 60.0, 36.94444444444444)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 27.375)","(17.0, 48.0, 32.77272727272727)"
11-01-2023 11:19:03.325844,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 28.0)","(17.0, 48.0, 24.363636363636363)"
11-01-2023 11:19:04.334558,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 24.727272727272727)","(17.0, 48.0, 24.363636363636363)"
11-01-2023 11:19:05.368805,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 25.090909090909093)","(17.0, 48.0, 24.363636363636363)"
11-01-2023 11:19:06.411731,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 25.090909090909093)","(17.0, 48.0, 24.363636363636363)"
11-01-2023 11:19:07.475223,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 25.090909090909093)","(17.0, 48.0, 24.363636363636363)"
11-01-2023 11:19:08.700450,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 25.090909090909093)","(17.0, 48.0, 24.363636363636363)"
11-01-2023 11:19:09.840605,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 25.090909090909093)","(17.0, 48.0, 24.363636363636363)"
11-01-2023 11:19:10.946307,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 25.090909090909093)","(17.0, 48.0, 24.363636363636363)"
11-01-2023 11:19:12.193783,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 25.090909090909093)","(17.0, 48.0, 24.363636363636363)"
11-01-2023 11:19:13.346878,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 25.090909090909093)","(17.0, 48.0, 24.363636363636363)"
11-01-2023 11:19:14.410401,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 25.090909090909093)","(17.0, 48.0, 24.363636363636363)"
11-01-2023 11:19:15.583073,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 48.0, 27.5625)","(17.0, 48.0, 26.1875)"
11-01-2023 11:19:16.761478,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 27.5625)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:17.826929,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 27.5625)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:18.882659,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 27.5625)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:19.888408,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 27.5625)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:20.890850,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:21.861751,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:22.868229,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:23.860270,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:24.856568,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:25.867526,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:26.822998,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:27.748065,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:28.761649,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:30.050779,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:31.090790,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:32.221204,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:33.305275,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:34.466530,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:35.599049,"(20.0, 60.0, 44.03846153846154)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:36.641868,"(20.0, 60.0, 41.36363636363636)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:37.757932,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:38.796275,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 1.925)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:39.853265,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:40.922202,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:42.101740,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:43.358968,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:44.478530,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 46.0, 24.545454545454547)","(17.0, 44.0, 23.272727272727273)"
11-01-2023 11:19:45.638849,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 95.0)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 46.0, 24.0)","(17.0, 44.0, 27.75)"
11-01-2023 11:19:46.729943,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 119.23076923076923)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 40.0, 27.75)"
11-01-2023 11:19:47.767658,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 40.0, 27.75)"
11-01-2023 11:19:48.864584,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 40.0, 27.75)"
11-01-2023 11:19:49.858582,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 40.0, 27.75)"
11-01-2023 11:19:50.879622,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 40.0, 27.75)"
11-01-2023 11:19:52.110489,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 40.0, 27.75)"
11-01-2023 11:19:53.250524,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 40.0, 27.75)"
11-01-2023 11:19:54.311966,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 40.0, 27.75)"
11-01-2023 11:19:55.437473,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 40.0, 22.727272727272727)"
11-01-2023 11:19:56.535193,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:19:57.693373,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:19:58.808681,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:00.245248,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:01.460120,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:02.570635,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:03.707183,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:04.978052,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 24.0)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:06.214633,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 44.0, 29.0625)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:07.508184,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 29.0625)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:08.735642,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 29.0625)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:09.863968,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 29.0625)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:10.987711,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 25.636363636363637)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:12.158926,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 25.636363636363637)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:13.299871,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 25.636363636363637)","(17.0, 42.0, 22.727272727272727)"
11-01-2023 11:20:14.437968,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 27.666666666666664)","(17.0, 42.0, 24.333333333333336)"
11-01-2023 11:20:15.597402,"(20.0, 65.0, 36.875)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 27.666666666666664)","(17.0, 42.0, 24.333333333333336)"
11-01-2023 11:20:16.770324,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 27.666666666666664)","(17.0, 42.0, 24.333333333333336)"
11-01-2023 11:20:17.970380,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 27.666666666666664)","(17.0, 42.0, 24.333333333333336)"
11-01-2023 11:20:19.123723,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 27.666666666666664)","(17.0, 42.0, 24.333333333333336)"
11-01-2023 11:20:20.411640,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 27.666666666666664)","(17.0, 42.0, 24.333333333333336)"
11-01-2023 11:20:21.609898,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 31.38888888888889)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:22.701390,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 31.38888888888889)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:23.830931,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 31.38888888888889)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:25.112719,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 31.38888888888889)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:26.381321,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 31.38888888888889)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:27.466692,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 31.38888888888889)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:28.647488,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 31.38888888888889)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:29.740595,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 31.38888888888889)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:30.854875,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 31.38888888888889)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:31.971745,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 31.38888888888889)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:33.339354,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 31.38888888888889)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:34.510039,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 31.38888888888889)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:35.601654,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 50.0, 30.5)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:36.792279,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 147.5)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 48.0, 30.5)","(17.0, 42.0, 27.27777777777778)"
11-01-2023 11:20:37.880388,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 48.0, 30.5)","(17.0, 42.0, 24.333333333333336)"
11-01-2023 11:20:38.940221,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 48.0, 30.5)","(17.0, 42.0, 24.333333333333336)"
11-01-2023 11:20:40.130679,"(20.0, 60.0, 35.0)","(2.7, 4.4, 2.8533333333333335)","(26.0, 270.0, 154.7058823529412)","(6.0, 10.5, 6.27)","(1.8, 2.3, 2.033333333333333)","(17.0, 48.0, 30.5)","(17.0, 42.0, 24.333333333333336)"
