,Poorans Ganguly,Harley John,Hurunui Ice,Sweet Junior,Homebush Lovely,Cosmic Teddy,Princely Asset,Roanne
06-01-2023 09:09:47.703868,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.166666666666666)","(5.5, 9.0, 7.542857142857143)","(18.0, 170.0, 112.83333333333333)","(31.0, 390.0, 265.33333333333337)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6438636363636363)"
06-01-2023 09:09:48.774987,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.166666666666666)","(5.5, 9.0, 7.3)","(18.0, 160.0, 112.83333333333333)","(31.0, 380.0, 265.33333333333337)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6438636363636363)"
06-01-2023 09:09:49.803896,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.866666666666666)","(18.0, 160.0, 112.83333333333333)","(31.0, 380.0, 265.33333333333337)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6438636363636363)"
06-01-2023 09:09:50.831030,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 380.0, 265.33333333333337)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6438636363636363)"
06-01-2023 09:09:51.824857,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 380.0, 265.33333333333337)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6438636363636363)"
06-01-2023 09:09:52.851861,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 380.0, 265.33333333333337)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6438636363636363)"
06-01-2023 09:09:53.895146,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 380.0, 96.8)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:09:54.939331,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 340.0, 96.8)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:09:55.999614,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 340.0, 96.8)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:09:57.045221,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 340.0, 96.8)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:09:58.179673,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 340.0, 96.8)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:09:59.269962,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 340.0, 96.8)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:00.357824,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 340.0, 96.8)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:01.472640,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 340.0, 96.8)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:02.545740,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.333333333333334)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 340.0, 96.8)","(7.5, 15.0, 11.1)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:03.638390,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.84)","(5.5, 9.0, 7.4)","(18.0, 160.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.0, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:04.746056,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.84)","(5.5, 9.0, 6.96)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:05.807532,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.84)","(5.5, 9.0, 7.02)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:06.903958,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.84)","(5.5, 9.0, 7.02)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:07.956774,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.84)","(5.5, 9.0, 7.02)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:08.982265,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.84)","(5.5, 9.0, 7.02)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:09.958886,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.84)","(5.5, 9.0, 7.02)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:10.937306,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.84)","(5.5, 9.0, 7.02)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:11.928337,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.84)","(5.5, 9.0, 7.02)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:12.936664,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.84)","(5.5, 9.0, 7.02)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:14.163842,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.84)","(5.5, 9.0, 8.045454545454545)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:15.330714,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.84)","(5.5, 9.0, 8.25)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:16.394019,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.52)","(5.5, 9.0, 8.25)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:17.488924,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 13.0)","(5.5, 9.0, 8.25)","(18.0, 170.0, 45.63636363636364)","(31.0, 340.0, 164.0)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6458715596330276)"
06-01-2023 09:10:18.556549,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 13.0)","(5.5, 9.0, 6.666666666666667)","(18.0, 170.0, 142.25)","(31.0, 340.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:19.620304,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.5)","(5.5, 9.0, 6.8)","(18.0, 160.0, 142.25)","(31.0, 330.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:20.832274,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.5)","(5.5, 9.0, 6.8)","(18.0, 160.0, 142.25)","(31.0, 330.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:22.047156,"(11.0, 25.0, 15.25)","(11.0, 25.0, 13.75)","(5.5, 9.0, 6.8)","(18.0, 160.0, 142.25)","(31.0, 330.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:23.175517,"(11.0, 25.0, 15.25)","(11.0, 25.0, 13.75)","(5.5, 9.0, 6.8)","(18.0, 160.0, 131.6)","(31.0, 330.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:24.225701,"(11.0, 25.0, 15.25)","(11.0, 25.0, 13.75)","(5.5, 9.0, 6.8)","(18.0, 160.0, 131.6)","(31.0, 330.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:25.454964,"(11.0, 25.0, 15.25)","(11.0, 25.0, 13.75)","(5.5, 9.0, 6.8)","(18.0, 160.0, 131.6)","(31.0, 330.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:26.600693,"(11.0, 25.0, 15.25)","(11.0, 25.0, 13.75)","(5.5, 9.0, 6.8)","(18.0, 160.0, 131.6)","(31.0, 330.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:27.612040,"(11.0, 25.0, 15.25)","(11.0, 25.0, 13.75)","(5.5, 9.0, 6.8)","(18.0, 160.0, 131.6)","(31.0, 330.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:28.650428,"(11.0, 25.0, 15.25)","(11.0, 25.0, 13.75)","(5.5, 9.0, 6.8)","(18.0, 160.0, 131.6)","(31.0, 330.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:29.683372,"(11.0, 25.0, 15.25)","(11.0, 25.0, 13.75)","(5.5, 9.0, 6.8)","(18.0, 160.0, 131.6)","(31.0, 330.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:30.689411,"(11.0, 25.0, 15.25)","(11.0, 25.0, 13.75)","(5.5, 9.0, 6.8)","(18.0, 160.0, 142.25)","(31.0, 330.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:31.758986,"(11.0, 25.0, 15.25)","(11.0, 25.0, 13.75)","(5.5, 9.0, 6.8)","(18.0, 160.0, 142.25)","(31.0, 330.0, 231.33333333333334)","(7.5, 15.5, 11.350000000000001)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:32.831529,"(11.0, 25.0, 15.25)","(11.0, 25.0, 13.75)","(5.5, 9.0, 6.8)","(18.0, 160.0, 142.25)","(31.0, 330.0, 91.2)","(7.5, 15.5, 9.92)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:33.880292,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 15.0)","(5.5, 9.0, 6.8)","(18.0, 170.0, 72.28571428571429)","(31.0, 320.0, 155.42857142857144)","(7.5, 14.0, 9.92)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:34.907628,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 15.0)","(5.5, 9.0, 7.02)","(18.0, 170.0, 45.63636363636364)","(31.0, 320.0, 155.42857142857144)","(7.5, 14.0, 9.92)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:35.974086,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 15.0)","(5.5, 9.0, 7.02)","(18.0, 170.0, 45.63636363636364)","(31.0, 320.0, 155.42857142857144)","(7.5, 14.0, 9.92)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:36.953939,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 15.0)","(5.5, 9.0, 7.02)","(18.0, 170.0, 45.63636363636364)","(31.0, 320.0, 155.42857142857144)","(7.5, 14.0, 12.145454545454545)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:37.950945,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 15.0)","(5.5, 9.0, 8.045454545454545)","(18.0, 170.0, 45.63636363636364)","(31.0, 320.0, 155.42857142857144)","(7.5, 14.0, 12.145454545454545)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:38.929929,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 15.0)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 45.63636363636364)","(31.0, 320.0, 224.0)","(7.5, 14.0, 12.145454545454545)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:39.886858,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 15.0)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 45.22727272727273)","(31.0, 320.0, 230.66666666666669)","(7.5, 14.0, 12.145454545454545)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:40.865807,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 15.0)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 45.22727272727273)","(31.0, 330.0, 230.66666666666669)","(7.5, 14.0, 12.145454545454545)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:41.881989,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.5)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 45.22727272727273)","(31.0, 330.0, 230.66666666666669)","(7.5, 14.0, 12.145454545454545)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:42.857039,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.5)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 78.8)","(31.0, 330.0, 230.66666666666669)","(7.5, 14.0, 12.145454545454545)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:43.874399,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.5)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 78.8)","(31.0, 330.0, 230.66666666666669)","(7.5, 14.0, 12.145454545454545)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:44.927696,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.5)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 78.8)","(31.0, 330.0, 230.66666666666669)","(7.5, 14.0, 12.145454545454545)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:45.951178,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 20.294117647058822)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 78.8)","(31.0, 330.0, 230.66666666666669)","(7.5, 14.0, 11.733333333333334)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:46.972915,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 20.294117647058822)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 78.8)","(31.0, 330.0, 230.66666666666669)","(7.5, 14.0, 10.04)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:48.016124,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 12.916666666666666)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 139.71428571428572)","(31.0, 330.0, 224.66666666666666)","(7.5, 14.0, 9.04)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:49.047652,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.571428571428571)","(5.5, 9.0, 6.279999999999999)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 224.66666666666666)","(7.5, 14.0, 9.04)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.641627906976744)"
06-01-2023 09:10:50.050861,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.571428571428571)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 224.66666666666666)","(7.5, 14.0, 9.04)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6294285714285712)"
06-01-2023 09:10:51.115663,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.571428571428571)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 224.66666666666666)","(7.5, 14.0, 9.04)","(12.0, 27.0, 16.125)","(1.55, 1.63, 1.6294285714285712)"
06-01-2023 09:10:52.123723,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.571428571428571)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 224.66666666666666)","(7.5, 14.0, 9.04)","(12.0, 27.0, 16.125)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:10:53.116737,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.571428571428571)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 224.66666666666666)","(7.5, 14.0, 9.866666666666667)","(12.0, 27.0, 16.125)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:10:54.135166,"(11.0, 25.0, 15.25)","(11.0, 25.0, 12.571428571428571)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 224.66666666666666)","(7.5, 14.0, 9.866666666666667)","(12.0, 27.0, 16.125)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:10:55.120731,"(11.0, 24.0, 14.0)","(11.0, 25.0, 12.571428571428571)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 224.66666666666666)","(7.5, 14.0, 9.866666666666667)","(12.0, 27.0, 16.125)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:10:56.107872,"(11.0, 24.0, 14.0)","(11.0, 25.0, 12.571428571428571)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 224.66666666666666)","(7.5, 14.0, 9.866666666666667)","(12.0, 27.0, 16.125)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:10:57.120888,"(11.0, 24.0, 14.0)","(11.0, 25.0, 12.571428571428571)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 224.66666666666666)","(7.5, 14.0, 9.866666666666667)","(12.0, 27.0, 16.125)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:10:58.122489,"(11.0, 24.0, 14.0)","(11.0, 25.0, 21.4)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 224.66666666666666)","(7.5, 14.0, 9.866666666666667)","(12.0, 27.0, 16.125)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:10:59.127459,"(11.0, 24.0, 14.0)","(11.0, 25.0, 21.4)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 224.66666666666666)","(7.5, 14.0, 9.866666666666667)","(12.0, 27.0, 16.125)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:00.150958,"(11.0, 24.0, 16.0)","(11.0, 25.0, 22.428571428571427)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 284.25)","(7.5, 14.0, 9.866666666666667)","(12.0, 27.0, 16.125)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:01.208884,"(11.0, 24.0, 16.0)","(11.0, 25.0, 22.428571428571427)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 249.0)","(7.5, 14.0, 9.866666666666667)","(12.0, 27.0, 16.125)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:02.230660,"(11.0, 24.0, 16.0)","(11.0, 25.0, 22.428571428571427)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 249.0)","(7.5, 14.0, 9.866666666666667)","(12.0, 27.0, 16.125)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:03.240097,"(11.0, 24.0, 16.0)","(11.0, 25.0, 22.428571428571427)","(5.5, 9.0, 6.8)","(18.0, 160.0, 112.83333333333333)","(31.0, 320.0, 249.0)","(7.5, 14.0, 9.866666666666667)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:04.246070,"(11.0, 24.0, 16.0)","(11.0, 25.0, 23.0)","(5.5, 9.0, 8.066666666666666)","(18.0, 170.0, 84.21875)","(31.0, 330.0, 183.0)","(7.5, 14.0, 10.28)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:05.263835,"(11.0, 24.0, 16.0)","(11.0, 25.0, 23.0)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 84.21875)","(31.0, 330.0, 219.0)","(7.5, 14.0, 10.28)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:06.266516,"(11.0, 24.0, 16.0)","(11.0, 25.0, 23.0)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 84.21875)","(31.0, 330.0, 219.0)","(7.5, 14.0, 10.28)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:07.303639,"(11.0, 24.0, 16.0)","(11.0, 25.0, 23.0)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 84.21875)","(31.0, 330.0, 219.0)","(7.5, 14.0, 10.28)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:08.305803,"(11.0, 24.0, 16.0)","(11.0, 25.0, 23.0)","(5.5, 9.0, 8.34375)","(18.0, 170.0, 45.22727272727273)","(31.0, 330.0, 219.75)","(7.5, 14.0, 10.28)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:09.341547,"(11.0, 24.0, 16.0)","(11.0, 25.0, 23.0)","(5.5, 9.0, 7.866666666666667)","(18.0, 170.0, 78.19999999999999)","(31.0, 330.0, 219.75)","(7.5, 14.0, 10.28)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:10.336221,"(11.0, 24.0, 16.0)","(11.0, 25.0, 23.0)","(5.5, 9.0, 8.23846153846154)","(18.0, 170.0, 78.19999999999999)","(31.0, 330.0, 219.75)","(7.5, 14.0, 10.28)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:11.367258,"(11.0, 24.0, 16.0)","(11.0, 25.0, 23.0)","(5.5, 9.0, 7.866666666666667)","(18.0, 170.0, 78.19999999999999)","(31.0, 330.0, 219.75)","(7.5, 14.0, 10.28)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:12.341544,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 15.333333333333332)","(5.5, 9.0, 7.140000000000001)","(18.0, 170.0, 78.19999999999999)","(31.0, 330.0, 219.75)","(7.5, 14.0, 10.28)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:13.316669,"(11.0, 25.0, 16.333333333333332)","(11.0, 25.0, 15.333333333333332)","(5.5, 9.0, 7.140000000000001)","(18.0, 170.0, 78.19999999999999)","(31.0, 330.0, 250.36363636363637)","(7.5, 14.0, 10.28)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:14.292472,"(11.0, 24.0, 13.2)","(11.0, 19.0, 11.5625)","(5.5, 9.0, 7.02)","(18.0, 170.0, 78.19999999999999)","(31.0, 330.0, 250.36363636363637)","(7.5, 14.0, 10.28)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.629230769230769)"
06-01-2023 09:11:15.295485,"(11.0, 24.0, 13.0)","(11.0, 19.0, 11.5625)","(5.5, 9.0, 7.02)","(18.0, 170.0, 78.19999999999999)","(31.0, 330.0, 250.36363636363637)","(7.5, 14.0, 12.6875)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.63, 1.6433333333333333)"
