,Coppola Bale,Gas Man,Treloar Bale,French Wood,Rainbow Storm,Prue Excess
14-12-2022 13:55:23.274208,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:24.380215,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:25.456354,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:26.486422,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:27.545738,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:28.671448,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:29.772771,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:30.832299,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:31.822955,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:32.859051,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:33.948893,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:35.050161,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:36.190052,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:37.376997,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:38.523852,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:39.730291,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:40.849601,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.542909090909091)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 6.115384615384615)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:41.964236,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2535483870967745)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 5.625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:43.076504,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2535483870967745)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 5.625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:44.310552,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2535483870967745)","(16.0, 34.0, 21.333333333333332)","(10.0, 30.0, 19.444444444444443)","(4.8, 7.0, 5.625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:45.654386,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2535483870967745)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:46.866682,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2535483870967745)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:47.867561,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:48.936532,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:50.113140,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:51.100109,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:52.095689,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.3320000000000003)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:53.068756,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:53.957700,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:54.816579,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:55.825596,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:56.958707,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:57.999797,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:55:59.015525,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:00.012289,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:01.117659,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:02.025529,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:03.006669,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:04.032332,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:05.040479,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:05.961187,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:06.953605,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:08.013970,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.3320000000000003)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:09.021633,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:09.973609,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:10.987058,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:12.090825,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:13.119342,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:14.077427,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:15.307621,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:16.300370,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:17.448240,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.933333333333334)"
14-12-2022 13:56:18.467717,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 25.136363636363637)","(10.0, 30.0, 24.583333333333332)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:19.403076,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 14.583333333333334)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:20.445921,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.3320000000000003)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:21.470016,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.3320000000000003)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:22.400931,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:23.340751,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.125)"
14-12-2022 13:56:24.272953,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.125)"
14-12-2022 13:56:25.182645,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:26.220791,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:27.173477,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:28.157960,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:29.118617,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:30.142572,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:31.215508,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:32.317128,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:33.433722,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.3160000000000003)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:34.368556,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.3320000000000003)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.127272727272727)"
14-12-2022 13:56:35.383375,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.3320000000000003)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:36.351002,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:37.358785,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:38.366436,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:39.404994,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:40.365402,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:41.414758,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:42.521027,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:43.870805,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:45.228726,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:46.575055,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.3320000000000003)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 6.127272727272727)"
14-12-2022 13:56:47.722661,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.3320000000000003)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 5.3875)"
14-12-2022 13:56:48.945201,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.8, 7.366666666666667)"
14-12-2022 13:56:50.029615,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.366666666666667)"
14-12-2022 13:56:51.096459,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.366666666666667)"
14-12-2022 13:56:52.066400,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.366666666666667)"
14-12-2022 13:56:53.020314,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.366666666666667)"
14-12-2022 13:56:53.969291,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.366666666666667)"
14-12-2022 13:56:54.890424,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.366666666666667)"
14-12-2022 13:56:55.833673,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.366666666666667)"
14-12-2022 13:56:56.829228,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.366666666666667)"
14-12-2022 13:56:57.697082,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.366666666666667)"
14-12-2022 13:56:58.604854,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.3320000000000003)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.266666666666666)"
14-12-2022 13:56:59.509752,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.266666666666666)"
14-12-2022 13:57:00.641663,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.266666666666666)"
14-12-2022 13:57:01.678250,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.266666666666666)"
14-12-2022 13:57:02.668082,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.266666666666666)"
14-12-2022 13:57:03.812290,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.266666666666666)"
14-12-2022 13:57:05.578531,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.21741935483871)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.266666666666666)"
14-12-2022 13:57:06.733090,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.266666666666666)"
14-12-2022 13:57:07.767875,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.266666666666666)"
14-12-2022 13:57:08.872528,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.2354838709677423)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.266666666666666)"
14-12-2022 13:57:09.914038,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.3320000000000003)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.266666666666666)"
14-12-2022 13:57:10.924198,"(4.2, 7.6, 5.949999999999999)","(2.1, 2.94, 2.271612903225807)","(16.0, 34.0, 18.166666666666668)","(10.0, 30.0, 16.42857142857143)","(4.8, 7.0, 5.5625)","(4.8, 8.6, 7.266666666666666)"
