,Police,Auron,Edification,Annakuri,Ciao Bicky,Native Bee,Nasa,Golden Athena,Flying Shamus,Ixelles,Cat In The Raine,Persaga,Bold Zip
06-01-2023 17:27:07.067248,"(2.5, 2.66, 2.58)","(19.0, 34.0, 29.833333333333332)","(4.6, 5.9, 5.593333333333334)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 17.666666666666668)","(51.0, 90.0, 81.66666666666667)","(10.0, 19.0, 17.6)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 95.0, 85.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:08.618732,"(2.5, 2.66, 2.58)","(19.0, 34.0, 29.833333333333332)","(4.6, 5.9, 5.593333333333334)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 17.666666666666668)","(51.0, 90.0, 81.66666666666667)","(10.0, 19.0, 17.6)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 95.0, 85.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:10.062359,"(2.5, 2.66, 2.58)","(19.0, 34.0, 29.833333333333332)","(4.6, 5.9, 5.593333333333334)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 17.666666666666668)","(51.0, 90.0, 81.66666666666667)","(10.0, 19.0, 17.6)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 95.0, 85.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:11.495834,"(2.5, 2.66, 2.58)","(19.0, 34.0, 29.833333333333332)","(4.6, 5.9, 5.593333333333334)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 18.5)","(51.0, 90.0, 81.66666666666667)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 95.0, 85.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:12.855409,"(2.5, 2.66, 2.58)","(19.0, 34.0, 29.833333333333332)","(4.6, 5.9, 5.593333333333334)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 18.5)","(51.0, 90.0, 81.66666666666667)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 95.0, 85.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:14.202145,"(2.5, 2.66, 2.58)","(19.0, 34.0, 29.833333333333332)","(4.6, 5.9, 5.624)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 18.5)","(51.0, 90.0, 81.66666666666667)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 95.0, 85.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:15.604007,"(2.5, 2.66, 2.58)","(19.0, 34.0, 29.833333333333332)","(4.6, 5.9, 5.624)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 18.5)","(51.0, 90.0, 81.66666666666667)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 95.0, 85.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:16.954242,"(2.5, 2.66, 2.59)","(19.0, 34.0, 29.833333333333332)","(4.6, 5.9, 5.624)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 18.5)","(51.0, 90.0, 81.66666666666667)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 95.0, 85.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:18.422560,"(2.5, 2.66, 2.59)","(19.0, 34.0, 29.833333333333332)","(4.6, 5.9, 5.624)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 18.5)","(51.0, 90.0, 68.0)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.804347826086957)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 95.0, 85.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:19.870639,"(2.5, 2.66, 2.6366666666666667)","(19.0, 34.0, 29.833333333333332)","(4.6, 5.9, 5.624)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 18.5)","(51.0, 90.0, 55.5)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.804347826086957)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 95.0, 70.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:21.552268,"(2.5, 2.66, 2.6366666666666667)","(19.0, 34.0, 29.833333333333332)","(4.6, 5.9, 5.8)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 18.5)","(51.0, 90.0, 55.5)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.804347826086957)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 70.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:23.122020,"(2.5, 2.66, 2.6366666666666667)","(19.0, 34.0, 30.8)","(4.6, 5.8, 5.733333333333333)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 18.5)","(51.0, 90.0, 55.5)","(10.0, 19.0, 18.0)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.804347826086957)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 70.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:24.740653,"(2.5, 2.66, 2.6444444444444444)","(19.0, 32.0, 30.8)","(4.6, 5.8, 5.733333333333333)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 18.5)","(51.0, 90.0, 55.5)","(10.0, 19.0, 18.0)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.804347826086957)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 70.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:26.369449,"(2.5, 2.66, 2.6444444444444444)","(19.0, 32.0, 30.8)","(4.6, 5.8, 5.733333333333333)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 18.5)","(51.0, 90.0, 55.5)","(10.0, 19.0, 18.0)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.804347826086957)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 70.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:28.006939,"(2.5, 2.66, 2.6444444444444444)","(19.0, 32.0, 30.8)","(4.6, 5.8, 5.733333333333333)","(8.0, 10.5, 9.763636363636364)","(14.0, 20.0, 18.5)","(51.0, 90.0, 55.5)","(10.0, 19.0, 18.0)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.5, 11.5)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 70.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:29.530001,"(2.5, 2.66, 2.606153846153846)","(19.0, 32.0, 30.8)","(4.6, 5.8, 5.733333333333333)","(8.0, 10.5, 9.725714285714286)","(14.0, 20.0, 18.5)","(51.0, 90.0, 55.5)","(10.0, 19.0, 18.0)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.0, 11.5)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 70.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:31.059208,"(2.5, 2.66, 2.606153846153846)","(19.0, 32.0, 30.0)","(4.6, 5.8, 5.733333333333333)","(8.0, 10.0, 9.725714285714286)","(14.0, 20.0, 18.5)","(51.0, 90.0, 55.5)","(10.0, 19.0, 18.0)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.0, 11.5)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 70.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:32.496572,"(2.5, 2.66, 2.606153846153846)","(19.0, 32.0, 30.666666666666668)","(4.6, 5.8, 5.733333333333333)","(8.0, 10.0, 9.725714285714286)","(14.0, 20.0, 18.5)","(51.0, 90.0, 55.5)","(10.0, 19.0, 18.0)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.0, 11.5)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 70.0)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:34.015629,"(2.5, 2.66, 2.606153846153846)","(19.0, 32.0, 30.666666666666668)","(4.6, 5.8, 5.733333333333333)","(8.0, 10.0, 9.725714285714286)","(14.0, 20.0, 18.5)","(51.0, 90.0, 55.5)","(10.0, 19.0, 18.0)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.0, 11.5)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:35.579638,"(2.5, 2.66, 2.606153846153846)","(19.0, 32.0, 30.666666666666668)","(4.6, 5.8, 5.733333333333333)","(8.0, 10.0, 9.725714285714286)","(14.0, 20.0, 18.5)","(51.0, 90.0, 55.5)","(10.0, 19.0, 18.0)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.0, 11.5)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:37.119904,"(2.5, 2.66, 2.606153846153846)","(19.0, 32.0, 30.666666666666668)","(4.6, 5.8, 5.733333333333333)","(8.0, 10.0, 9.725714285714286)","(14.0, 20.0, 18.5)","(51.0, 90.0, 55.5)","(10.0, 19.0, 18.0)","(20.0, 30.0, 28.571428571428573)","(11.0, 12.0, 11.5)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 60.0, 48.0)"
06-01-2023 17:27:38.599120,"(2.5, 2.64, 2.529677419354839)","(19.0, 48.0, 36.92307692307692)","(4.6, 5.9, 5.078571428571429)","(8.0, 10.5, 10.225)","(14.0, 21.0, 19.666666666666668)","(51.0, 80.0, 76.0)","(10.0, 18.5, 17.25)","(20.0, 30.0, 29.454545454545453)","(11.0, 12.0, 11.933333333333334)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 80.0, 65.0)"
06-01-2023 17:27:40.073221,"(2.5, 2.64, 2.529677419354839)","(19.0, 46.0, 41.42857142857143)","(4.6, 5.9, 5.133333333333334)","(8.0, 10.5, 10.225)","(14.0, 21.0, 19.666666666666668)","(51.0, 80.0, 66.15384615384616)","(10.0, 18.5, 17.25)","(20.0, 30.0, 29.454545454545453)","(11.0, 12.0, 11.933333333333334)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 80.0, 65.0)"
06-01-2023 17:27:41.570258,"(2.5, 2.64, 2.529677419354839)","(19.0, 46.0, 41.42857142857143)","(4.6, 5.9, 5.133333333333334)","(8.0, 10.5, 10.225)","(14.0, 21.0, 19.666666666666668)","(51.0, 80.0, 66.15384615384616)","(10.0, 18.5, 17.25)","(20.0, 30.0, 29.454545454545453)","(11.0, 12.0, 11.933333333333334)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 80.0, 65.0)"
06-01-2023 17:27:43.075812,"(2.5, 2.64, 2.529677419354839)","(19.0, 46.0, 40.0)","(4.6, 5.9, 5.133333333333334)","(8.0, 10.5, 10.225)","(14.0, 21.0, 19.666666666666668)","(51.0, 80.0, 66.15384615384616)","(10.0, 18.5, 17.25)","(20.0, 30.0, 29.454545454545453)","(11.0, 12.0, 11.933333333333334)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 80.0, 65.0)"
06-01-2023 17:27:44.566267,"(2.5, 2.64, 2.529677419354839)","(19.0, 46.0, 40.0)","(4.6, 5.9, 5.133333333333334)","(8.0, 10.5, 10.225)","(14.0, 21.0, 19.666666666666668)","(51.0, 80.0, 66.15384615384616)","(10.0, 18.5, 17.071428571428573)","(20.0, 30.0, 28.666666666666668)","(11.0, 12.0, 11.8)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 80.0, 65.0)"
06-01-2023 17:27:46.102096,"(2.5, 2.64, 2.529677419354839)","(19.0, 46.0, 35.5)","(4.6, 5.9, 5.133333333333334)","(8.0, 10.5, 10.225)","(14.0, 21.0, 19.666666666666668)","(51.0, 80.0, 66.15384615384616)","(10.0, 18.5, 17.071428571428573)","(20.0, 30.0, 28.666666666666668)","(11.0, 12.0, 11.8)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 80.0, 59.0)"
06-01-2023 17:27:47.635034,"(2.5, 2.64, 2.526)","(19.0, 46.0, 35.5)","(4.6, 5.9, 5.133333333333334)","(8.0, 10.5, 10.225)","(14.0, 21.0, 19.666666666666668)","(51.0, 80.0, 66.15384615384616)","(10.0, 18.5, 17.071428571428573)","(20.0, 30.0, 28.666666666666668)","(11.0, 12.0, 11.8)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 80.0, 59.0)"
06-01-2023 17:27:49.177047,"(2.5, 2.64, 2.526)","(19.0, 46.0, 35.5)","(4.6, 5.9, 5.133333333333334)","(8.0, 10.5, 10.225)","(14.0, 21.0, 19.666666666666668)","(51.0, 80.0, 66.15384615384616)","(10.0, 18.5, 17.071428571428573)","(20.0, 30.0, 28.666666666666668)","(11.0, 12.0, 11.8)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 80.0, 59.0)"
06-01-2023 17:27:50.669429,"(2.5, 2.64, 2.526)","(19.0, 46.0, 35.5)","(4.6, 5.9, 5.106896551724138)","(8.0, 10.5, 10.225)","(14.0, 21.0, 19.666666666666668)","(51.0, 80.0, 66.15384615384616)","(10.0, 18.5, 17.071428571428573)","(20.0, 30.0, 28.666666666666668)","(11.0, 12.0, 11.8)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 80.0, 59.0)"
06-01-2023 17:27:52.177986,"(2.5, 2.64, 2.526)","(19.0, 46.0, 35.5)","(4.6, 5.9, 5.575)","(8.0, 10.5, 9.857142857142858)","(14.0, 21.0, 19.666666666666668)","(51.0, 80.0, 60.5)","(10.0, 18.5, 17.071428571428573)","(20.0, 30.0, 28.666666666666668)","(11.0, 12.0, 11.833333333333334)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 80.0, 65.0)"
06-01-2023 17:27:53.702178,"(2.5, 2.64, 2.526)","(19.0, 46.0, 35.5)","(4.6, 5.8, 5.575)","(8.0, 10.5, 9.857142857142858)","(14.0, 21.0, 19.666666666666668)","(51.0, 75.0, 54.285714285714285)","(10.0, 18.5, 17.071428571428573)","(20.0, 30.0, 28.0)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 75.0, 59.375)"
06-01-2023 17:27:55.191049,"(2.5, 2.64, 2.526)","(19.0, 46.0, 35.5)","(4.6, 5.8, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 21.0, 19.666666666666668)","(51.0, 75.0, 70.5)","(10.0, 18.5, 17.071428571428573)","(20.0, 30.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 75.0, 57.5)"
06-01-2023 17:27:56.656296,"(2.5, 2.64, 2.526)","(19.0, 46.0, 35.5)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 21.0, 21.0)","(51.0, 75.0, 70.5)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 70.0, 57.5)"
06-01-2023 17:27:58.191547,"(2.5, 2.64, 2.526)","(19.0, 46.0, 35.5)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 23.0, 21.0)","(51.0, 75.0, 70.5)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 70.0, 57.5)"
06-01-2023 17:27:59.702084,"(2.5, 2.64, 2.526)","(19.0, 46.0, 35.5)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 25.0, 21.0)","(51.0, 75.0, 70.5)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 70.0, 57.5)"
06-01-2023 17:28:01.247184,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 35.5)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 25.0, 21.0)","(51.0, 75.0, 70.5)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 70.0, 57.5)"
06-01-2023 17:28:02.791796,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 35.5)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 25.0, 21.0)","(51.0, 75.0, 70.5)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 80.66666666666666)","(21.0, 48.0, 34.5)","(31.0, 100.0, 61.42857142857143)","(26.0, 70.0, 57.5)"
06-01-2023 17:28:04.253422,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 35.5)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 25.0, 20.75)","(51.0, 75.0, 71.625)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 100.0, 75.0)","(26.0, 70.0, 56.666666666666664)"
06-01-2023 17:28:05.682798,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 35.5)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 24.0, 20.75)","(51.0, 75.0, 71.625)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 95.0, 75.0)","(26.0, 70.0, 56.666666666666664)"
06-01-2023 17:28:07.160784,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 35.5)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 24.0, 20.75)","(51.0, 75.0, 71.625)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 95.0, 75.0)","(26.0, 70.0, 56.666666666666664)"
06-01-2023 17:28:08.589703,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 35.5)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 24.0, 20.75)","(51.0, 75.0, 71.625)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 95.0, 75.0)","(26.0, 70.0, 56.666666666666664)"
06-01-2023 17:28:10.032846,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 33.75)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 24.0, 20.75)","(51.0, 75.0, 71.625)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 95.0, 75.0)","(26.0, 70.0, 56.666666666666664)"
06-01-2023 17:28:11.461840,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 33.75)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 24.0, 19.25)","(51.0, 75.0, 71.625)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 95.0, 75.0)","(26.0, 70.0, 56.666666666666664)"
06-01-2023 17:28:12.975983,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 33.75)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 23.0, 19.25)","(51.0, 75.0, 71.625)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 95.0, 75.0)","(26.0, 70.0, 56.666666666666664)"
06-01-2023 17:28:14.507480,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 33.75)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 23.0, 19.25)","(51.0, 75.0, 71.625)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 27.625)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 95.0, 75.0)","(26.0, 70.0, 56.666666666666664)"
06-01-2023 17:28:16.003631,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 34.8)","(4.6, 5.7, 5.5)","(8.0, 10.5, 10.270833333333334)","(14.0, 23.0, 19.25)","(51.0, 75.0, 71.54545454545455)","(10.0, 18.5, 17.071428571428573)","(20.0, 34.0, 30.444444444444443)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 95.0, 75.0)","(26.0, 70.0, 56.666666666666664)"
06-01-2023 17:28:17.504480,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 34.8)","(4.6, 5.7, 5.5)","(8.0, 10.5, 10.225)","(14.0, 23.0, 19.25)","(51.0, 85.0, 72.66666666666667)","(10.0, 18.5, 17.071428571428573)","(20.0, 32.0, 28.76923076923077)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 95.0, 75.0)","(26.0, 70.0, 56.666666666666664)"
06-01-2023 17:28:19.039512,"(2.5, 2.64, 2.525714285714286)","(19.0, 46.0, 34.8)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 23.0, 19.25)","(51.0, 85.0, 72.66666666666667)","(10.0, 18.5, 17.8)","(20.0, 32.0, 28.88888888888889)","(11.0, 12.5, 11.928571428571429)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 95.0, 83.33333333333333)","(26.0, 70.0, 54.0)"
06-01-2023 17:28:20.507102,"(2.5, 2.64, 2.58)","(19.0, 46.0, 34.8)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 23.0, 19.25)","(51.0, 85.0, 72.66666666666667)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.88888888888889)","(11.0, 12.5, 11.928571428571429)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 140.0, 83.33333333333333)","(26.0, 70.0, 54.0)"
06-01-2023 17:28:21.936577,"(2.5, 2.66, 2.604)","(19.0, 46.0, 34.8)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 23.0, 19.25)","(51.0, 85.0, 72.66666666666667)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.88888888888889)","(11.0, 12.5, 11.928571428571429)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 140.0, 83.33333333333333)","(26.0, 70.0, 51.33333333333333)"
06-01-2023 17:28:23.349217,"(2.5, 2.66, 2.604)","(19.0, 46.0, 35.0)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 23.0, 19.25)","(51.0, 85.0, 72.66666666666667)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.88888888888889)","(11.0, 12.5, 11.928571428571429)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 140.0, 83.33333333333333)","(26.0, 70.0, 51.33333333333333)"
06-01-2023 17:28:24.738374,"(2.5, 2.66, 2.604)","(19.0, 44.0, 33.714285714285715)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 23.0, 19.25)","(51.0, 85.0, 72.66666666666667)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.88888888888889)","(11.0, 12.5, 11.928571428571429)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 140.0, 83.33333333333333)","(26.0, 70.0, 51.33333333333333)"
06-01-2023 17:28:26.246335,"(2.5, 2.66, 2.604)","(19.0, 44.0, 34.4)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 23.0, 19.25)","(51.0, 85.0, 72.66666666666667)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.88888888888889)","(11.0, 12.5, 11.928571428571429)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 140.0, 83.33333333333333)","(26.0, 70.0, 51.33333333333333)"
06-01-2023 17:28:27.727750,"(2.5, 2.66, 2.604)","(19.0, 44.0, 34.4)","(4.6, 5.7, 5.5)","(8.0, 10.5, 9.857142857142858)","(14.0, 23.0, 19.25)","(51.0, 85.0, 72.66666666666667)","(10.0, 19.0, 17.8)","(20.0, 30.0, 28.88888888888889)","(11.0, 12.5, 11.928571428571429)","(31.0, 150.0, 115.33333333333333)","(21.0, 48.0, 34.5)","(31.0, 140.0, 83.33333333333333)","(26.0, 70.0, 51.33333333333333)"
