,Police,Auron,Edification,Annakuri,Ciao Bicky,Native Bee,Nasa,Golden Athena,Flying Shamus,Ixelles,Cat In The Raine,Persaga,Bold Zip
06-01-2023 17:24:11.235042,"(2.5, 2.9, 2.9072727272727272)","(19.0, 48.0, 36.8)","(4.6, 6.6, 5.666666666666667)","(8.0, 10.5, 9.375)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 15.75)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.346153846153847)","(31.0, 150.0, 78.0)","(21.0, 60.0, 36.333333333333336)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:12.959108,"(2.5, 2.98, 2.864)","(19.0, 46.0, 36.8)","(4.6, 6.6, 5.666666666666667)","(8.0, 10.5, 9.375)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 15.75)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.346153846153847)","(31.0, 150.0, 78.0)","(21.0, 55.0, 36.333333333333336)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:14.721130,"(2.5, 2.9, 2.864)","(19.0, 46.0, 36.8)","(4.6, 6.6, 5.819999999999999)","(8.0, 10.5, 9.375)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 15.75)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.346153846153847)","(31.0, 150.0, 78.0)","(21.0, 55.0, 36.333333333333336)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:16.430237,"(2.5, 2.9, 2.864)","(19.0, 46.0, 36.8)","(4.6, 6.6, 5.819999999999999)","(8.0, 10.5, 9.375)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 15.75)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.346153846153847)","(31.0, 150.0, 78.0)","(21.0, 55.0, 36.333333333333336)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:18.165296,"(2.5, 2.9, 2.864)","(19.0, 46.0, 36.8)","(4.6, 6.6, 5.819999999999999)","(8.0, 10.5, 10.166666666666666)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 15.75)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.346153846153847)","(31.0, 150.0, 78.0)","(21.0, 55.0, 36.333333333333336)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:20.446333,"(2.5, 2.9, 2.8446153846153845)","(19.0, 46.0, 36.8)","(4.6, 6.6, 5.819999999999999)","(8.0, 12.5, 9.777777777777779)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 15.75)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.25)","(31.0, 150.0, 78.0)","(21.0, 55.0, 36.333333333333336)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:23.063638,"(2.5, 2.9, 2.8446153846153845)","(19.0, 46.0, 36.8)","(4.6, 6.6, 5.819999999999999)","(8.0, 12.5, 9.777777777777779)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 15.75)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.25)","(31.0, 150.0, 78.0)","(21.0, 55.0, 36.333333333333336)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:25.379614,"(2.5, 2.9, 2.8446153846153845)","(19.0, 46.0, 36.8)","(4.6, 6.6, 5.819999999999999)","(8.0, 12.5, 9.777777777777779)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 15.75)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.25)","(31.0, 150.0, 78.0)","(21.0, 55.0, 36.333333333333336)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:27.350032,"(2.5, 2.9, 2.8446153846153845)","(19.0, 46.0, 31.625)","(4.6, 6.6, 5.819999999999999)","(8.0, 12.5, 9.777777777777779)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 15.75)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.25)","(31.0, 150.0, 78.0)","(21.0, 55.0, 26.714285714285715)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:29.161483,"(2.5, 2.9, 2.8446153846153845)","(19.0, 46.0, 31.625)","(4.6, 6.6, 5.819999999999999)","(8.0, 12.5, 9.777777777777779)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 15.75)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.289473684210526)","(31.0, 150.0, 78.0)","(21.0, 55.0, 26.125)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:30.967604,"(2.5, 2.76, 2.61)","(19.0, 46.0, 31.625)","(4.6, 6.6, 5.819999999999999)","(8.0, 12.5, 9.777777777777779)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 15.75)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.289473684210526)","(31.0, 150.0, 78.0)","(21.0, 55.0, 26.125)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:32.823375,"(2.5, 2.76, 2.7249999999999996)","(19.0, 46.0, 31.625)","(4.6, 6.6, 5.7)","(8.0, 12.5, 11.1)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 17.25)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.3)","(31.0, 150.0, 78.0)","(21.0, 55.0, 26.125)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:34.681762,"(2.5, 2.76, 2.7249999999999996)","(19.0, 46.0, 31.625)","(4.6, 6.6, 5.7)","(8.0, 12.5, 9.428571428571429)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 17.25)","(20.0, 32.0, 30.5)","(11.0, 11.5, 11.3)","(31.0, 150.0, 78.0)","(21.0, 55.0, 36.0)","(31.0, 130.0, 68.66666666666667)","(26.0, 65.0, 48.5)"
06-01-2023 17:24:36.542879,"(2.5, 2.76, 2.536)","(19.0, 46.0, 33.857142857142854)","(4.6, 6.6, 5.7)","(8.0, 10.5, 10.8)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 19.5, 16.5)","(20.0, 32.0, 30.0)","(11.0, 11.5, 11.705882352941176)","(31.0, 150.0, 78.0)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 65.0, 52.5)"
06-01-2023 17:24:38.402863,"(2.5, 2.68, 2.536)","(19.0, 46.0, 33.857142857142854)","(4.6, 6.6, 5.7)","(8.0, 11.0, 10.8)","(14.0, 21.0, 16.875)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 32.0, 30.0)","(11.0, 12.5, 11.705882352941176)","(31.0, 150.0, 78.0)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 65.0, 52.5)"
06-01-2023 17:24:40.177006,"(2.5, 2.68, 2.536)","(19.0, 46.0, 33.857142857142854)","(4.6, 6.6, 5.7)","(8.0, 11.0, 10.8)","(14.0, 21.0, 19.05)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 32.0, 30.0)","(11.0, 12.5, 11.705882352941176)","(31.0, 150.0, 78.0)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 65.0, 52.5)"
06-01-2023 17:24:41.977886,"(2.5, 2.68, 2.5224242424242425)","(19.0, 46.0, 33.857142857142854)","(4.6, 6.6, 5.7)","(8.0, 11.0, 11.3)","(14.0, 21.0, 18.47222222222222)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 32.0, 30.666666666666668)","(11.0, 12.5, 11.705882352941176)","(31.0, 150.0, 78.0)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 65.0, 56.66666666666667)"
06-01-2023 17:24:43.737888,"(2.5, 2.68, 2.5224242424242425)","(19.0, 46.0, 33.857142857142854)","(4.6, 6.6, 5.7)","(8.0, 12.5, 11.3)","(14.0, 21.0, 18.47222222222222)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 32.0, 30.666666666666668)","(11.0, 12.5, 11.705882352941176)","(31.0, 150.0, 78.0)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 65.0, 60.833333333333336)"
06-01-2023 17:24:45.508937,"(2.5, 2.68, 2.5224242424242425)","(19.0, 46.0, 33.857142857142854)","(4.6, 6.6, 5.7)","(8.0, 12.5, 11.3)","(14.0, 21.0, 18.47222222222222)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 32.0, 28.8)","(11.0, 12.5, 11.705882352941176)","(31.0, 150.0, 78.0)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 65.0, 60.833333333333336)"
06-01-2023 17:24:47.248147,"(2.5, 2.68, 2.5224242424242425)","(19.0, 46.0, 33.857142857142854)","(4.6, 6.6, 5.7)","(8.0, 12.5, 11.3)","(14.0, 21.0, 18.47222222222222)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.8)","(11.0, 12.5, 11.705882352941176)","(31.0, 150.0, 78.0)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 65.0, 60.833333333333336)"
06-01-2023 17:24:49.091516,"(2.5, 2.68, 2.5224242424242425)","(19.0, 46.0, 40.0)","(4.6, 6.6, 5.485714285714286)","(8.0, 12.5, 11.3)","(14.0, 21.0, 18.47222222222222)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.63157894736842)","(11.0, 12.5, 11.705882352941176)","(31.0, 150.0, 107.6923076923077)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 65.0, 60.833333333333336)"
06-01-2023 17:24:50.890402,"(2.5, 2.68, 2.545161290322581)","(19.0, 46.0, 27.18181818181818)","(4.6, 6.0, 5.5200000000000005)","(8.0, 12.5, 11.371428571428572)","(14.0, 21.0, 19.153846153846153)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.8)","(11.0, 12.5, 12.333333333333334)","(31.0, 150.0, 107.6923076923077)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 60.0, 54.285714285714285)"
06-01-2023 17:24:52.715947,"(2.5, 2.68, 2.5489655172413794)","(19.0, 46.0, 27.18181818181818)","(4.6, 6.6, 5.5200000000000005)","(8.0, 12.0, 11.371428571428572)","(14.0, 20.0, 18.73076923076923)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.8)","(11.0, 12.5, 12.333333333333334)","(31.0, 150.0, 107.6923076923077)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 60.0, 50.0)"
06-01-2023 17:24:54.552188,"(2.5, 2.68, 2.544516129032258)","(19.0, 46.0, 27.18181818181818)","(4.6, 6.6, 5.5200000000000005)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.5, 17.192307692307693)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.63157894736842)","(11.0, 12.5, 12.333333333333334)","(31.0, 150.0, 107.6923076923077)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 60.0, 50.0)"
06-01-2023 17:24:56.363287,"(2.5, 2.68, 2.544516129032258)","(19.0, 46.0, 27.18181818181818)","(4.6, 6.6, 5.5200000000000005)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.5, 17.192307692307693)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.63157894736842)","(11.0, 12.5, 12.333333333333334)","(31.0, 150.0, 107.6923076923077)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 60.0, 50.0)"
06-01-2023 17:24:58.272025,"(2.5, 2.68, 2.544516129032258)","(19.0, 46.0, 27.2)","(4.6, 6.6, 5.5200000000000005)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.5, 17.192307692307693)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.63157894736842)","(11.0, 12.5, 12.333333333333334)","(31.0, 150.0, 107.6923076923077)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 60.0, 50.0)"
06-01-2023 17:25:00.179776,"(2.5, 2.68, 2.544516129032258)","(19.0, 44.0, 28.42857142857143)","(4.6, 6.6, 5.7)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.5, 17.192307692307693)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.63157894736842)","(11.0, 12.5, 12.333333333333334)","(31.0, 150.0, 107.6923076923077)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 60.0, 50.0)"
06-01-2023 17:25:02.098703,"(2.5, 2.68, 2.544516129032258)","(19.0, 42.0, 28.42857142857143)","(4.6, 6.6, 5.7)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.5, 17.192307692307693)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.63157894736842)","(11.0, 12.5, 12.25)","(31.0, 150.0, 107.6923076923077)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 60.0, 50.0)"
06-01-2023 17:25:04.408525,"(2.5, 2.68, 2.544516129032258)","(19.0, 42.0, 28.42857142857143)","(4.6, 6.6, 5.7)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.5, 17.192307692307693)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.63157894736842)","(11.0, 12.5, 12.25)","(31.0, 150.0, 107.6923076923077)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 60.0, 50.0)"
06-01-2023 17:25:06.814918,"(2.5, 2.68, 2.544516129032258)","(19.0, 42.0, 26.8)","(4.6, 6.6, 5.7)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.5, 17.192307692307693)","(51.0, 210.0, 113.33333333333334)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.63157894736842)","(11.0, 12.5, 12.25)","(31.0, 150.0, 107.6923076923077)","(21.0, 50.0, 36.0)","(31.0, 130.0, 76.66666666666667)","(26.0, 60.0, 50.0)"
06-01-2023 17:25:08.763138,"(2.5, 2.68, 2.5081818181818183)","(19.0, 42.0, 28.18181818181818)","(4.6, 6.6, 6.0)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.5, 15.642857142857142)","(51.0, 210.0, 137.5)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.63157894736842)","(11.0, 12.5, 12.25)","(31.0, 150.0, 72.85714285714286)","(21.0, 50.0, 40.66666666666667)","(31.0, 130.0, 76.66666666666667)","(26.0, 60.0, 46.666666666666664)"
06-01-2023 17:25:10.612579,"(2.5, 2.68, 2.5081818181818183)","(19.0, 42.0, 35.75)","(4.6, 6.6, 6.15)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.5, 17.0)","(51.0, 210.0, 137.5)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.63157894736842)","(11.0, 12.5, 12.25)","(31.0, 150.0, 126.0)","(21.0, 50.0, 37.27272727272727)","(31.0, 130.0, 70.0)","(26.0, 60.0, 46.666666666666664)"
06-01-2023 17:25:12.391309,"(2.5, 2.66, 2.58)","(19.0, 40.0, 35.75)","(4.6, 6.4, 6.15)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.0, 17.0)","(51.0, 210.0, 137.5)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.63157894736842)","(11.0, 12.5, 12.25)","(31.0, 140.0, 126.0)","(21.0, 50.0, 37.27272727272727)","(31.0, 130.0, 70.0)","(26.0, 60.0, 46.666666666666664)"
06-01-2023 17:25:14.261788,"(2.5, 2.66, 2.58)","(19.0, 40.0, 35.75)","(4.6, 6.4, 6.15)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.0, 17.0)","(51.0, 210.0, 137.5)","(10.0, 18.0, 16.5)","(20.0, 34.0, 28.63157894736842)","(11.0, 12.5, 12.25)","(31.0, 140.0, 126.0)","(21.0, 50.0, 37.27272727272727)","(31.0, 130.0, 70.0)","(26.0, 60.0, 46.666666666666664)"
06-01-2023 17:25:15.977246,"(2.5, 2.66, 2.6333333333333333)","(19.0, 40.0, 31.0)","(4.6, 6.4, 6.1000000000000005)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.0, 17.833333333333332)","(51.0, 210.0, 137.5)","(10.0, 18.0, 16.5)","(20.0, 34.0, 30.0)","(11.0, 12.5, 11.576923076923077)","(31.0, 140.0, 124.0)","(21.0, 50.0, 37.27272727272727)","(31.0, 130.0, 70.0)","(26.0, 60.0, 46.666666666666664)"
06-01-2023 17:25:17.757042,"(2.5, 2.66, 2.6333333333333333)","(19.0, 34.0, 31.0)","(4.6, 6.4, 6.1000000000000005)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.0, 17.833333333333332)","(51.0, 210.0, 152.0)","(10.0, 18.0, 16.5)","(20.0, 32.0, 30.0)","(11.0, 12.5, 11.576923076923077)","(31.0, 140.0, 124.0)","(21.0, 50.0, 37.27272727272727)","(31.0, 130.0, 70.0)","(26.0, 60.0, 50.0)"
06-01-2023 17:25:19.547064,"(2.5, 2.66, 2.6333333333333333)","(19.0, 34.0, 31.0)","(4.6, 6.4, 6.1000000000000005)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.0, 17.833333333333332)","(51.0, 210.0, 152.0)","(10.0, 18.0, 16.5)","(20.0, 32.0, 30.0)","(11.0, 12.5, 11.576923076923077)","(31.0, 140.0, 124.0)","(21.0, 50.0, 37.27272727272727)","(31.0, 130.0, 70.0)","(26.0, 60.0, 50.0)"
06-01-2023 17:25:21.375194,"(2.5, 2.66, 2.6333333333333333)","(19.0, 34.0, 31.0)","(4.6, 6.4, 6.1000000000000005)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.0, 17.833333333333332)","(51.0, 210.0, 152.0)","(10.0, 18.0, 16.5)","(20.0, 32.0, 30.0)","(11.0, 12.5, 11.576923076923077)","(31.0, 140.0, 124.0)","(21.0, 50.0, 37.27272727272727)","(31.0, 130.0, 70.0)","(26.0, 60.0, 50.0)"
06-01-2023 17:25:23.242374,"(2.5, 2.66, 2.6333333333333333)","(19.0, 34.0, 31.0)","(4.6, 6.4, 6.1000000000000005)","(8.0, 12.0, 11.371428571428572)","(14.0, 19.0, 17.833333333333332)","(51.0, 210.0, 152.0)","(10.0, 18.0, 16.5)","(20.0, 32.0, 30.0)","(11.0, 12.5, 11.576923076923077)","(31.0, 140.0, 124.0)","(21.0, 50.0, 37.27272727272727)","(31.0, 130.0, 70.0)","(26.0, 60.0, 50.0)"
06-01-2023 17:25:25.006784,"(2.5, 2.66, 2.7166666666666663)","(19.0, 34.0, 31.0)","(4.6, 6.4, 5.866666666666666)","(8.0, 12.0, 10.6)","(14.0, 19.0, 16.5)","(51.0, 210.0, 152.0)","(10.0, 18.0, 17.25)","(20.0, 32.0, 26.857142857142858)","(11.0, 12.5, 11.833333333333334)","(31.0, 140.0, 97.0)","(21.0, 50.0, 38.8)","(31.0, 130.0, 68.66666666666667)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:26.676681,"(2.5, 2.76, 2.6)","(19.0, 34.0, 31.0)","(4.6, 6.6, 5.866666666666666)","(8.0, 12.0, 10.32)","(14.0, 19.5, 16.5)","(51.0, 210.0, 152.0)","(10.0, 19.5, 17.25)","(20.0, 32.0, 26.857142857142858)","(11.0, 12.5, 11.833333333333334)","(31.0, 150.0, 97.0)","(21.0, 50.0, 38.8)","(31.0, 130.0, 68.66666666666667)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:28.598912,"(2.5, 2.76, 2.63)","(19.0, 34.0, 31.0)","(4.6, 6.6, 5.25)","(8.0, 12.0, 11.066666666666666)","(14.0, 19.5, 16.5)","(51.0, 210.0, 152.0)","(10.0, 19.5, 17.25)","(20.0, 32.0, 28.0)","(11.0, 12.5, 12.0)","(31.0, 150.0, 97.0)","(21.0, 50.0, 38.8)","(31.0, 130.0, 68.66666666666667)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:30.304193,"(2.5, 2.76, 2.702857142857143)","(19.0, 34.0, 30.0)","(4.6, 5.3, 5.25)","(8.0, 12.0, 11.066666666666666)","(14.0, 19.5, 16.5)","(51.0, 210.0, 82.5)","(10.0, 19.5, 17.25)","(20.0, 32.0, 27.333333333333332)","(11.0, 12.5, 12.0)","(31.0, 150.0, 97.0)","(21.0, 50.0, 38.8)","(31.0, 130.0, 68.66666666666667)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:32.224414,"(2.5, 2.76, 2.6622222222222223)","(19.0, 34.0, 30.0)","(4.6, 5.3, 5.825)","(8.0, 12.0, 10.36)","(14.0, 19.5, 16.875)","(51.0, 90.0, 82.5)","(10.0, 19.5, 18.6)","(20.0, 32.0, 28.5)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 63.33333333333333)","(21.0, 50.0, 35.5)","(31.0, 130.0, 68.66666666666667)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:33.926457,"(2.5, 2.76, 2.6866666666666665)","(19.0, 34.0, 30.0)","(4.6, 5.9, 5.825)","(8.0, 11.0, 10.060869565217391)","(14.0, 19.5, 16.875)","(51.0, 90.0, 82.5)","(10.0, 19.5, 18.6)","(20.0, 32.0, 28.5)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 63.33333333333333)","(21.0, 48.0, 35.5)","(31.0, 130.0, 84.0)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:35.736297,"(2.5, 2.76, 2.6866666666666665)","(19.0, 34.0, 30.0)","(4.6, 5.9, 5.825)","(8.0, 11.0, 10.3)","(14.0, 19.5, 16.875)","(51.0, 90.0, 82.5)","(10.0, 19.5, 18.6)","(20.0, 32.0, 28.5)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 63.33333333333333)","(21.0, 48.0, 35.5)","(31.0, 130.0, 61.0)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:37.848814,"(2.5, 2.76, 2.7306666666666666)","(19.0, 34.0, 30.0)","(4.6, 5.9, 5.800000000000001)","(8.0, 10.5, 10.09375)","(14.0, 19.5, 16.875)","(51.0, 90.0, 82.5)","(10.0, 19.5, 18.6)","(20.0, 32.0, 28.5)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 63.33333333333333)","(21.0, 48.0, 35.5)","(31.0, 130.0, 61.0)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:39.761311,"(2.5, 2.76, 2.7306666666666666)","(19.0, 34.0, 30.0)","(4.6, 5.9, 5.800000000000001)","(8.0, 10.5, 10.09375)","(14.0, 19.5, 16.875)","(51.0, 90.0, 82.5)","(10.0, 19.5, 18.6)","(20.0, 32.0, 28.5)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 63.33333333333333)","(21.0, 48.0, 35.5)","(31.0, 130.0, 61.0)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:41.739825,"(2.5, 2.76, 2.7306666666666666)","(19.0, 34.0, 27.6)","(4.6, 5.9, 5.6)","(8.0, 10.5, 10.09375)","(14.0, 19.5, 16.875)","(51.0, 90.0, 82.5)","(10.0, 19.5, 18.6)","(20.0, 32.0, 28.5)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 63.33333333333333)","(21.0, 48.0, 27.428571428571427)","(31.0, 130.0, 61.0)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:43.527983,"(2.5, 2.76, 2.5975)","(19.0, 34.0, 27.6)","(4.6, 5.9, 5.853846153846154)","(8.0, 10.5, 10.09375)","(14.0, 19.5, 16.875)","(51.0, 90.0, 82.5)","(10.0, 19.5, 18.6)","(20.0, 32.0, 28.5)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 63.33333333333333)","(21.0, 48.0, 27.428571428571427)","(31.0, 130.0, 61.0)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:45.134807,"(2.5, 2.76, 2.6399999999999997)","(19.0, 34.0, 26.88888888888889)","(4.6, 5.9, 5.853846153846154)","(8.0, 10.5, 10.09375)","(14.0, 19.5, 16.875)","(51.0, 90.0, 82.5)","(10.0, 19.5, 18.6)","(20.0, 32.0, 28.5)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 63.33333333333333)","(21.0, 48.0, 27.428571428571427)","(31.0, 130.0, 61.0)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:46.679930,"(2.5, 2.76, 2.7066666666666666)","(19.0, 34.0, 26.88888888888889)","(4.6, 5.9, 5.853846153846154)","(8.0, 10.5, 10.09375)","(14.0, 19.5, 16.875)","(51.0, 90.0, 82.5)","(10.0, 19.5, 18.6)","(20.0, 32.0, 28.5)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 63.33333333333333)","(21.0, 48.0, 27.428571428571427)","(31.0, 130.0, 61.0)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:48.250630,"(2.5, 2.76, 2.7066666666666666)","(19.0, 34.0, 26.88888888888889)","(4.6, 5.9, 5.853846153846154)","(8.0, 10.5, 10.09375)","(14.0, 19.5, 16.875)","(51.0, 90.0, 82.5)","(10.0, 19.5, 18.6)","(20.0, 32.0, 28.5)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 63.33333333333333)","(21.0, 48.0, 27.428571428571427)","(31.0, 130.0, 61.0)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:49.893378,"(2.5, 2.76, 2.6914285714285713)","(19.0, 34.0, 26.88888888888889)","(4.6, 5.9, 5.853846153846154)","(8.0, 10.5, 10.09375)","(14.0, 19.5, 16.875)","(51.0, 90.0, 82.5)","(10.0, 19.5, 18.6)","(20.0, 32.0, 28.5)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 63.33333333333333)","(21.0, 48.0, 27.428571428571427)","(31.0, 130.0, 61.0)","(26.0, 60.0, 41.333333333333336)"
06-01-2023 17:25:51.547774,"(2.5, 2.76, 2.6914285714285713)","(19.0, 34.0, 26.88888888888889)","(4.6, 5.9, 5.646153846153846)","(8.0, 10.5, 9.88888888888889)","(14.0, 19.5, 16.875)","(51.0, 90.0, 82.5)","(10.0, 19.5, 17.0)","(20.0, 32.0, 28.5)","(11.0, 12.5, 11.409090909090908)","(31.0, 150.0, 63.33333333333333)","(21.0, 48.0, 27.428571428571427)","(31.0, 130.0, 61.0)","(26.0, 60.0, 41.333333333333336)"
