,San Lorenzo,All Show,Sweet Vibes,Kingsville Flyer,Flora Colossus,Velocity Zaylia,Gondola
12-01-2023 18:30:52.938108,"(1.5, 1.86, 1.7657142857142858)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.0)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 15.2)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:30:53.957236,"(1.5, 1.86, 1.7657142857142858)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.0)","(20.0, 60.0, 33.333333333333336)","(8.5, 26.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:30:54.964531,"(1.5, 1.86, 1.7657142857142858)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.0)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:30:55.986926,"(1.5, 1.86, 1.7657142857142858)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.0)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:30:57.037992,"(1.5, 1.86, 1.7657142857142858)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.0)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:30:58.137212,"(1.5, 1.86, 1.7657142857142858)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.0)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:30:59.094547,"(1.5, 1.86, 1.7657142857142858)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.0)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:00.109686,"(1.5, 1.86, 1.7657142857142858)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.0)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:01.179712,"(1.5, 1.86, 1.7657142857142858)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.0)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:02.203771,"(1.5, 1.86, 1.7657142857142858)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.0)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:03.165956,"(1.5, 1.86, 1.7657142857142858)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.0)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:04.103946,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.0)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:05.152650,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 27.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:06.137510,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:07.169603,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:08.247862,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:09.241461,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:10.255556,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:11.277615,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:12.362788,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:13.399713,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 7.666666666666666)"
12-01-2023 18:31:14.362156,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.0, 8.200000000000001)"
12-01-2023 18:31:15.477026,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 8.200000000000001)"
12-01-2023 18:31:16.541055,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 8.200000000000001)"
12-01-2023 18:31:17.545299,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 8.200000000000001)"
12-01-2023 18:31:18.611991,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 8.200000000000001)"
12-01-2023 18:31:19.634923,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 8.200000000000001)"
12-01-2023 18:31:20.568679,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 8.200000000000001)"
12-01-2023 18:31:21.649662,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 8.200000000000001)"
12-01-2023 18:31:22.713852,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 43.333333333333336)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 8.200000000000001)"
12-01-2023 18:31:23.788341,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 42.5)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 8.200000000000001)"
12-01-2023 18:31:24.842837,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 30.666666666666664)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 7.114285714285714)"
12-01-2023 18:31:25.933968,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 30.666666666666664)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 7.114285714285714)"
12-01-2023 18:31:27.103986,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 30.666666666666664)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 7.114285714285714)"
12-01-2023 18:31:28.225482,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 30.666666666666664)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.666666666666668)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 7.114285714285714)"
12-01-2023 18:31:29.411885,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 30.666666666666664)","(6.5, 12.0, 8.85)","(12.0, 29.0, 15.4375)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 7.114285714285714)"
12-01-2023 18:31:30.558066,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 30.666666666666664)","(6.5, 12.0, 8.85)","(12.0, 29.0, 18.333333333333332)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 6.8)"
12-01-2023 18:31:31.706440,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 30.666666666666664)","(6.5, 12.0, 9.9)","(12.0, 28.0, 18.333333333333332)","(20.0, 60.0, 33.333333333333336)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 6.8)"
12-01-2023 18:31:32.766828,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 35.5)","(6.5, 12.0, 9.9)","(12.0, 28.0, 18.333333333333332)","(20.0, 60.0, 27.42857142857143)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 6.8)"
12-01-2023 18:31:33.918067,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 35.5)","(6.5, 12.0, 9.9)","(12.0, 28.0, 18.333333333333332)","(20.0, 60.0, 26.57142857142857)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 6.8)"
12-01-2023 18:31:35.080666,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 35.5)","(6.5, 12.0, 9.9)","(12.0, 28.0, 18.333333333333332)","(20.0, 60.0, 26.57142857142857)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 6.8)"
12-01-2023 18:31:36.227822,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 35.5)","(6.5, 12.0, 9.9)","(12.0, 28.0, 18.333333333333332)","(20.0, 60.0, 26.57142857142857)","(8.5, 27.0, 11.520000000000001)","(5.0, 9.8, 6.8)"
12-01-2023 18:31:37.396916,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 30.666666666666664)","(6.5, 12.0, 9.9)","(12.0, 28.0, 18.333333333333332)","(20.0, 60.0, 26.57142857142857)","(8.5, 27.0, 16.68)","(5.0, 9.8, 6.8)"
12-01-2023 18:31:38.584881,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 30.666666666666664)","(6.5, 12.0, 9.9)","(12.0, 28.0, 18.333333333333332)","(20.0, 60.0, 26.57142857142857)","(8.5, 27.0, 12.15)","(5.0, 9.8, 6.8)"
12-01-2023 18:31:39.781240,"(1.5, 1.86, 1.7556521739130435)","(15.0, 50.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 28.0, 14.85)","(20.0, 60.0, 32.333333333333336)","(8.5, 27.0, 15.666666666666668)","(5.0, 9.8, 7.449999999999999)"
12-01-2023 18:31:40.972612,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 55.0, 24.625)","(8.5, 26.0, 13.6)","(5.0, 9.6, 6.4714285714285715)"
12-01-2023 18:31:42.111968,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 50.0, 24.625)","(8.5, 26.0, 13.6)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:43.215257,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 50.0, 24.625)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:44.315497,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 50.0, 28.25)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:45.498577,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 50.0, 26.444444444444443)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:46.732264,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.125)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 70.0, 35.666666666666664)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:47.780139,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.125)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:48.976506,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:50.216553,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:51.436517,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:52.637278,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:53.856112,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:55.044836,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:56.179909,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:57.368394,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:58.494176,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:31:59.501943,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 26.0, 19.11111111111111)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:00.686592,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 26.0, 20.142857142857142)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:01.958794,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 35.666666666666664)","(8.5, 24.0, 17.25)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:03.079274,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 54.0)","(8.5, 24.0, 17.25)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:04.396215,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 50.66666666666667)","(8.5, 24.0, 17.25)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:05.677095,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 50.66666666666667)","(8.5, 24.0, 16.75)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:06.940458,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 50.66666666666667)","(8.5, 23.0, 16.75)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:08.235237,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 23.0, 16.75)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:09.479796,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 23.0, 16.75)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:10.682743,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 23.0, 17.6875)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:11.884398,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:13.091516,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:14.324154,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:15.444102,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.4, 6.9399999999999995)"
12-01-2023 18:32:16.563795,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.4, 7.8999999999999995)"
12-01-2023 18:32:17.735023,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:18.869775,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:19.939709,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:21.434969,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:22.925164,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:26.292856,"(1.5, 1.86, 1.7556521739130435)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:28.114415,"(1.5, 1.83, 1.7434615384615384)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:29.405454,"(1.5, 1.83, 1.7434615384615384)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:31.228033,"(1.5, 1.83, 1.7434615384615384)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:33.115517,"(1.5, 1.83, 1.7434615384615384)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:34.305484,"(1.5, 1.82, 1.743076923076923)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:35.368730,"(1.5, 1.82, 1.743076923076923)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:36.526639,"(1.5, 1.81, 1.7426923076923078)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:37.712172,"(1.5, 1.81, 1.7426923076923078)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:38.926931,"(1.5, 1.81, 1.7426923076923078)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:40.088840,"(1.5, 1.81, 1.7426923076923078)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 48.2)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:41.370495,"(1.5, 1.81, 1.7426923076923078)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 65.0, 44.0)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
12-01-2023 18:32:42.629719,"(1.5, 1.8, 1.7423076923076923)","(15.0, 48.0, 22.35)","(6.5, 12.0, 9.06)","(12.0, 27.0, 14.85)","(20.0, 100.0, 40.625)","(8.5, 22.0, 15.291666666666668)","(5.0, 9.2, 7.8999999999999995)"
