,Boomsong,Flora,No Statement,Bedtime Stories,Meod,Tsarina Sophia,Upside,Dual Escape,Mr Polar
08-12-2022 15:41:38.346847,"(2.7, 3.9, 3.71)","(31.0, 130.0, 65.71428571428572)","(8.0, 13.0, 11.5)","(41.0, 300.0, 177.5)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.4357142857142855)","(31.0, 65.0, 54.5)","(31.0, 50.0, 47.0)","(26.0, 36.0, 34.25)"
08-12-2022 15:41:39.913179,"(2.7, 3.9, 3.71)","(31.0, 130.0, 65.71428571428572)","(8.0, 12.5, 11.5)","(41.0, 300.0, 177.5)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.4357142857142855)","(31.0, 65.0, 54.5)","(31.0, 50.0, 47.0)","(26.0, 36.0, 34.25)"
08-12-2022 15:41:41.413302,"(2.7, 3.9, 3.71)","(31.0, 130.0, 65.71428571428572)","(8.0, 12.5, 11.5)","(41.0, 300.0, 177.5)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.4357142857142855)","(31.0, 65.0, 54.5)","(31.0, 50.0, 47.0)","(26.0, 36.0, 34.25)"
08-12-2022 15:41:42.807371,"(2.7, 3.9, 3.71)","(31.0, 130.0, 65.71428571428572)","(8.0, 12.5, 11.5)","(41.0, 300.0, 177.5)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.4357142857142855)","(31.0, 65.0, 54.5)","(31.0, 50.0, 47.0)","(26.0, 36.0, 34.25)"
08-12-2022 15:41:44.131544,"(2.7, 3.9, 3.71)","(31.0, 130.0, 65.71428571428572)","(8.0, 12.5, 11.5)","(41.0, 300.0, 177.5)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.4357142857142855)","(31.0, 65.0, 51.0)","(31.0, 50.0, 47.0)","(26.0, 36.0, 34.25)"
08-12-2022 15:41:45.454080,"(2.7, 3.9, 3.71)","(31.0, 130.0, 125.0)","(8.0, 12.5, 11.5)","(41.0, 300.0, 94.16666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.4357142857142855)","(31.0, 65.0, 51.0)","(31.0, 50.0, 47.0)","(26.0, 36.0, 34.25)"
08-12-2022 15:41:46.805718,"(2.7, 3.9, 3.71)","(31.0, 210.0, 125.0)","(8.0, 12.5, 11.5)","(41.0, 290.0, 94.16666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.4357142857142855)","(31.0, 65.0, 51.0)","(31.0, 50.0, 47.0)","(26.0, 36.0, 34.25)"
08-12-2022 15:41:48.211630,"(2.7, 3.9, 3.71)","(31.0, 210.0, 125.0)","(8.0, 12.5, 11.5)","(41.0, 290.0, 94.16666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.4357142857142855)","(31.0, 65.0, 51.0)","(31.0, 50.0, 46.0)","(26.0, 36.0, 28.0)"
08-12-2022 15:41:49.695252,"(2.7, 3.9, 3.71)","(31.0, 210.0, 125.0)","(8.0, 12.5, 11.5)","(41.0, 290.0, 94.16666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.245)","(31.0, 65.0, 51.0)","(31.0, 50.0, 46.0)","(26.0, 36.0, 27.333333333333332)"
08-12-2022 15:41:51.115653,"(2.7, 3.9, 3.71)","(31.0, 210.0, 125.0)","(8.0, 12.5, 11.5)","(41.0, 290.0, 94.16666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.65, 3.3333333333333335)","(31.0, 65.0, 51.0)","(31.0, 50.0, 46.0)","(26.0, 34.0, 27.333333333333332)"
08-12-2022 15:41:52.498634,"(2.7, 3.9, 3.71)","(31.0, 210.0, 125.0)","(8.0, 12.5, 11.5)","(41.0, 290.0, 94.16666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.3333333333333335)","(31.0, 65.0, 51.0)","(31.0, 50.0, 46.0)","(26.0, 34.0, 27.333333333333332)"
08-12-2022 15:41:53.958703,"(2.7, 3.9, 3.71)","(31.0, 210.0, 88.57142857142857)","(8.0, 12.5, 11.5)","(41.0, 290.0, 94.16666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.375)","(31.0, 65.0, 51.0)","(31.0, 50.0, 46.0)","(26.0, 34.0, 27.333333333333332)"
08-12-2022 15:41:55.360323,"(2.7, 3.9, 3.71)","(31.0, 210.0, 88.57142857142857)","(8.0, 12.5, 11.5)","(41.0, 290.0, 94.16666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.375)","(31.0, 65.0, 51.0)","(31.0, 50.0, 46.0)","(26.0, 34.0, 27.333333333333332)"
08-12-2022 15:41:56.799614,"(2.7, 3.9, 3.71)","(31.0, 210.0, 88.57142857142857)","(8.0, 12.5, 11.5)","(41.0, 290.0, 94.16666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.375)","(31.0, 65.0, 51.0)","(31.0, 50.0, 46.0)","(26.0, 34.0, 27.333333333333332)"
08-12-2022 15:41:58.122191,"(2.7, 3.9, 3.71)","(31.0, 210.0, 88.57142857142857)","(8.0, 12.5, 11.5)","(41.0, 290.0, 94.16666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.375)","(31.0, 65.0, 51.0)","(31.0, 50.0, 46.0)","(26.0, 34.0, 27.333333333333332)"
08-12-2022 15:41:59.516572,"(2.7, 3.9, 3.71)","(31.0, 210.0, 88.57142857142857)","(8.0, 12.5, 11.5)","(41.0, 290.0, 94.16666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.375)","(31.0, 65.0, 51.0)","(31.0, 50.0, 46.0)","(26.0, 34.0, 27.333333333333332)"
08-12-2022 15:42:00.955584,"(2.7, 3.9, 3.71)","(31.0, 210.0, 88.57142857142857)","(8.0, 12.5, 11.5)","(41.0, 290.0, 94.16666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.375)","(31.0, 65.0, 51.0)","(31.0, 50.0, 46.0)","(26.0, 34.0, 27.333333333333332)"
08-12-2022 15:42:02.395933,"(2.7, 3.9, 3.71)","(31.0, 210.0, 130.0)","(8.0, 12.5, 11.5)","(41.0, 290.0, 207.05882352941177)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.225)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 34.0, 26.666666666666668)"
08-12-2022 15:42:03.757239,"(2.7, 3.9, 3.71)","(31.0, 190.0, 130.0)","(8.0, 12.5, 11.5)","(41.0, 290.0, 211.66666666666666)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.375)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 32.0, 26.666666666666668)"
08-12-2022 15:42:05.056240,"(2.7, 3.9, 3.71)","(31.0, 180.0, 124.0)","(8.0, 12.5, 11.5)","(41.0, 290.0, 262.6923076923077)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.375)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 32.0, 26.666666666666668)"
08-12-2022 15:42:06.372890,"(2.7, 3.9, 3.71)","(31.0, 180.0, 124.0)","(8.0, 12.5, 11.5)","(41.0, 280.0, 262.6923076923077)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.375)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 32.0, 26.666666666666668)"
08-12-2022 15:42:07.694370,"(2.7, 3.9, 3.71)","(31.0, 180.0, 124.0)","(8.0, 12.5, 10.785714285714286)","(41.0, 280.0, 262.6923076923077)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.4823529411764707)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 32.0, 26.666666666666668)"
08-12-2022 15:42:09.088750,"(2.7, 3.9, 3.7733333333333334)","(31.0, 180.0, 124.0)","(8.0, 12.5, 10.785714285714286)","(41.0, 280.0, 262.6923076923077)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.4823529411764707)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 32.0, 26.666666666666668)"
08-12-2022 15:42:10.444236,"(2.7, 3.9, 3.7733333333333334)","(31.0, 180.0, 124.0)","(8.0, 12.5, 10.785714285714286)","(41.0, 280.0, 206.76470588235293)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.4)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 32.0, 29.0)"
08-12-2022 15:42:11.703030,"(2.7, 3.9, 3.7733333333333334)","(31.0, 180.0, 124.0)","(8.0, 12.5, 10.785714285714286)","(41.0, 270.0, 206.76470588235293)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.4)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 44.0, 29.0)"
08-12-2022 15:42:12.986291,"(2.7, 3.9, 3.7733333333333334)","(31.0, 180.0, 92.5)","(8.0, 12.5, 10.785714285714286)","(41.0, 270.0, 206.76470588235293)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.4)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 44.0, 29.0)"
08-12-2022 15:42:14.315618,"(2.7, 3.9, 3.7733333333333334)","(31.0, 180.0, 92.5)","(8.0, 12.5, 10.785714285714286)","(41.0, 270.0, 230.71428571428572)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.4)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 44.0, 30.0)"
08-12-2022 15:42:15.701380,"(2.7, 3.9, 3.7733333333333334)","(31.0, 180.0, 92.5)","(8.0, 12.5, 10.785714285714286)","(41.0, 260.0, 230.71428571428572)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.4)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 42.0, 30.0)"
08-12-2022 15:42:17.067341,"(2.7, 3.9, 3.7733333333333334)","(31.0, 180.0, 92.5)","(8.0, 12.5, 10.785714285714286)","(41.0, 260.0, 222.14285714285714)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.4)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 42.0, 29.333333333333332)"
08-12-2022 15:42:18.387239,"(2.7, 3.9, 3.7733333333333334)","(31.0, 180.0, 118.0)","(8.0, 12.5, 10.785714285714286)","(41.0, 250.0, 192.64705882352942)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.55, 3.3666666666666667)","(31.0, 65.0, 51.0)","(31.0, 50.0, 42.0)","(26.0, 40.0, 28.666666666666668)"
08-12-2022 15:42:19.671903,"(2.7, 3.9, 3.7733333333333334)","(31.0, 170.0, 67.6923076923077)","(8.0, 12.5, 10.785714285714286)","(41.0, 250.0, 192.64705882352942)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.3666666666666667)","(31.0, 65.0, 49.333333333333336)","(31.0, 50.0, 42.0)","(26.0, 38.0, 26.4)"
08-12-2022 15:42:20.955930,"(2.7, 3.9, 3.762857142857143)","(31.0, 160.0, 67.6923076923077)","(8.0, 12.5, 10.785714285714286)","(41.0, 250.0, 192.64705882352942)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.3666666666666667)","(31.0, 60.0, 47.666666666666664)","(31.0, 50.0, 42.0)","(26.0, 36.0, 26.0)"
08-12-2022 15:42:22.355869,"(2.7, 3.9, 3.762857142857143)","(31.0, 160.0, 67.6923076923077)","(8.0, 12.5, 10.785714285714286)","(41.0, 250.0, 192.64705882352942)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.3666666666666667)","(31.0, 55.0, 47.666666666666664)","(31.0, 50.0, 42.0)","(26.0, 34.0, 26.0)"
08-12-2022 15:42:23.706830,"(2.7, 3.9, 3.762857142857143)","(31.0, 160.0, 81.33333333333333)","(8.0, 12.5, 10.785714285714286)","(41.0, 250.0, 192.64705882352942)","(3.4, 4.2, 4.101538461538461)","(2.9, 3.6, 3.3666666666666667)","(31.0, 55.0, 47.666666666666664)","(31.0, 50.0, 42.0)","(26.0, 34.0, 26.666666666666668)"
08-12-2022 15:42:25.028659,"(2.7, 3.9, 3.762857142857143)","(31.0, 160.0, 81.33333333333333)","(8.0, 12.5, 11.088235294117647)","(41.0, 250.0, 91.66666666666667)","(3.4, 4.2, 4.101587301587301)","(2.9, 3.6, 3.3666666666666667)","(31.0, 55.0, 49.0)","(31.0, 50.0, 42.0)","(26.0, 32.0, 26.666666666666668)"
08-12-2022 15:42:26.322046,"(2.7, 3.9, 3.8040000000000003)","(31.0, 160.0, 81.33333333333333)","(8.0, 12.5, 11.0)","(41.0, 250.0, 87.14285714285714)","(3.4, 4.2, 4.022857142857143)","(2.9, 3.6, 3.3666666666666667)","(31.0, 55.0, 49.0)","(31.0, 50.0, 42.0)","(26.0, 32.0, 26.666666666666668)"
08-12-2022 15:42:27.831439,"(2.7, 3.9, 3.8040000000000003)","(31.0, 160.0, 81.33333333333333)","(8.0, 12.5, 11.088235294117647)","(41.0, 250.0, 87.14285714285714)","(3.4, 4.2, 4.101587301587301)","(2.9, 3.6, 3.3666666666666667)","(31.0, 55.0, 49.0)","(31.0, 50.0, 42.0)","(26.0, 32.0, 26.666666666666668)"
08-12-2022 15:42:29.412726,"(2.7, 3.9, 3.8040000000000003)","(31.0, 160.0, 81.33333333333333)","(8.0, 12.5, 11.088235294117647)","(41.0, 250.0, 87.14285714285714)","(3.4, 4.2, 4.101587301587301)","(2.9, 3.6, 3.3666666666666667)","(31.0, 55.0, 49.0)","(31.0, 50.0, 42.0)","(26.0, 32.0, 26.666666666666668)"
08-12-2022 15:42:30.959811,"(2.7, 3.9, 3.8040000000000003)","(31.0, 160.0, 81.33333333333333)","(8.0, 12.5, 11.088235294117647)","(41.0, 250.0, 87.14285714285714)","(3.4, 4.2, 4.101587301587301)","(2.9, 3.6, 3.3666666666666667)","(31.0, 55.0, 49.0)","(31.0, 50.0, 42.0)","(26.0, 32.0, 26.666666666666668)"
08-12-2022 15:42:32.485057,"(2.7, 3.9, 3.8040000000000003)","(31.0, 160.0, 81.33333333333333)","(8.0, 12.5, 11.088235294117647)","(41.0, 250.0, 120.0)","(3.4, 4.2, 4.101587301587301)","(2.9, 3.6, 3.3666666666666667)","(31.0, 55.0, 49.0)","(31.0, 50.0, 42.0)","(26.0, 32.0, 26.0)"
08-12-2022 15:42:34.010454,"(2.7, 3.9, 3.8040000000000003)","(31.0, 160.0, 81.33333333333333)","(8.0, 12.5, 11.088235294117647)","(41.0, 240.0, 120.0)","(3.4, 4.2, 4.101587301587301)","(2.9, 3.6, 3.3666666666666667)","(31.0, 55.0, 49.0)","(31.0, 50.0, 38.0)","(26.0, 30.0, 26.0)"
08-12-2022 15:42:35.490324,"(2.7, 3.9, 3.8040000000000003)","(31.0, 160.0, 61.0)","(8.0, 12.5, 11.088235294117647)","(41.0, 240.0, 136.25)","(3.4, 4.2, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 55.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:36.969942,"(2.7, 3.9, 3.7941176470588234)","(31.0, 80.0, 61.0)","(8.0, 12.5, 11.088235294117647)","(41.0, 230.0, 122.85714285714286)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:38.390664,"(2.7, 3.9, 3.7941176470588234)","(31.0, 80.0, 61.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 230.0, 122.85714285714286)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:39.736842,"(2.7, 3.9, 3.7941176470588234)","(31.0, 80.0, 56.25)","(8.5, 12.5, 11.088235294117647)","(41.0, 230.0, 122.85714285714286)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:41.000071,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 230.0, 122.85714285714286)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:42.301122,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 230.0, 122.85714285714286)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:43.682651,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 230.0, 122.85714285714286)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:45.112085,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 230.0, 122.85714285714286)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:46.545971,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 230.0, 122.85714285714286)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:47.976224,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 230.0, 113.33333333333334)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:49.275499,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 220.0, 110.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:50.647340,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 210.0, 110.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:51.968412,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 210.0, 110.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:53.376326,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 210.0, 110.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:54.802162,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 210.0, 110.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 29.428571428571427)"
08-12-2022 15:42:56.219979,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 210.0, 110.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 30.0, 28.57142857142857)"
08-12-2022 15:42:57.639203,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 210.0, 110.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.57142857142857)"
08-12-2022 15:42:59.027414,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 210.0, 110.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.57142857142857)"
08-12-2022 15:43:00.584285,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 55.0)","(8.5, 12.5, 11.088235294117647)","(41.0, 210.0, 110.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.57142857142857)"
08-12-2022 15:43:02.071983,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 59.27272727272727)","(8.5, 12.5, 11.088235294117647)","(41.0, 210.0, 97.5)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.57142857142857)"
08-12-2022 15:43:03.592781,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 59.27272727272727)","(8.5, 12.5, 11.928571428571429)","(41.0, 210.0, 160.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.3666666666666667)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.0)"
08-12-2022 15:43:05.075037,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 59.27272727272727)","(8.5, 12.5, 12.25)","(41.0, 210.0, 160.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.35)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.0)"
08-12-2022 15:43:06.730525,"(2.7, 3.9, 3.797142857142857)","(31.0, 80.0, 57.0)","(8.5, 12.5, 12.25)","(41.0, 210.0, 160.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.35)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.0)"
08-12-2022 15:43:08.158679,"(2.7, 3.9, 3.797142857142857)","(31.0, 60.0, 57.0)","(8.5, 12.5, 11.928571428571429)","(41.0, 210.0, 160.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.35)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.0)"
08-12-2022 15:43:09.606973,"(2.7, 3.9, 3.797142857142857)","(31.0, 60.0, 58.54545454545455)","(8.5, 12.5, 11.928571428571429)","(41.0, 210.0, 160.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.35)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.0)"
08-12-2022 15:43:11.045237,"(2.7, 3.9, 3.797142857142857)","(31.0, 60.0, 56.5)","(8.5, 12.5, 12.25)","(41.0, 210.0, 160.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.35)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.0)"
08-12-2022 15:43:12.319772,"(2.7, 3.9, 3.797142857142857)","(31.0, 60.0, 56.5)","(8.5, 12.5, 12.25)","(41.0, 210.0, 160.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.35)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.0)"
08-12-2022 15:43:13.541231,"(2.7, 3.9, 3.797142857142857)","(31.0, 60.0, 57.0)","(8.5, 12.5, 11.928571428571429)","(41.0, 210.0, 160.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.35)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.0)"
08-12-2022 15:43:14.945097,"(2.7, 3.9, 3.797142857142857)","(31.0, 60.0, 57.0)","(8.5, 12.5, 12.25)","(41.0, 210.0, 160.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.35)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.0)"
08-12-2022 15:43:16.404622,"(2.7, 3.9, 3.797142857142857)","(31.0, 60.0, 57.0)","(8.5, 12.5, 12.25)","(41.0, 210.0, 160.0)","(3.4, 4.1, 4.021333333333334)","(2.9, 3.6, 3.35)","(31.0, 50.0, 46.4)","(31.0, 50.0, 47.6)","(26.0, 29.0, 28.0)"
08-12-2022 15:43:17.806039,"(2.7, 3.9, 3.797142857142857)","(31.0, 60.0, 57.0)","(8.5, 12.5, 12.25)","(41.0, 210.0, 172.5)","(3.4, 4.1, 4.022857142857143)","(2.9, 3.6, 3.35)","(31.0, 50.0, 107.33333333333334)","(31.0, 50.0, 47.0)","(26.0, 29.0, 28.0)"
08-12-2022 15:43:19.068034,"(2.7, 3.9, 3.756)","(31.0, 60.0, 57.0)","(8.5, 12.5, 12.25)","(41.0, 210.0, 172.5)","(3.4, 4.2, 4.022857142857143)","(2.9, 3.6, 3.3666666666666667)","(31.0, 230.0, 107.33333333333334)","(31.0, 50.0, 42.0)","(26.0, 29.0, 28.0)"
08-12-2022 15:43:20.312495,"(2.7, 3.9, 3.756)","(31.0, 60.0, 57.0)","(8.5, 12.5, 11.928571428571429)","(41.0, 210.0, 172.5)","(3.4, 4.2, 4.022857142857143)","(2.9, 3.6, 3.2399999999999998)","(31.0, 230.0, 104.0)","(31.0, 50.0, 43.0)","(26.0, 29.0, 34.6)"
08-12-2022 15:43:21.642864,"(2.7, 3.9, 3.756)","(31.0, 60.0, 57.0)","(8.5, 12.5, 12.363636363636363)","(41.0, 210.0, 172.5)","(3.4, 4.2, 4.022857142857143)","(2.9, 3.6, 3.528)","(31.0, 220.0, 104.0)","(31.0, 50.0, 43.0)","(26.0, 46.0, 35.5)"
08-12-2022 15:43:23.045005,"(2.7, 3.9, 3.756)","(31.0, 60.0, 57.0)","(8.5, 12.5, 12.363636363636363)","(41.0, 210.0, 172.5)","(3.4, 4.2, 4.022857142857143)","(2.9, 3.6, 3.528)","(31.0, 220.0, 100.66666666666666)","(31.0, 50.0, 43.0)","(26.0, 44.0, 35.5)"
08-12-2022 15:43:24.409656,"(2.7, 3.9, 3.756)","(31.0, 60.0, 57.0)","(8.5, 12.5, 12.363636363636363)","(41.0, 210.0, 172.5)","(3.4, 4.2, 4.022857142857143)","(2.9, 3.6, 3.528)","(31.0, 210.0, 100.66666666666666)","(31.0, 50.0, 43.0)","(26.0, 44.0, 29.5)"
