,Nerrina Lolita,Highground,Sethlans,Dollar Dollar,Thunder Knob,Imagine That,Under Par,Heroic Angel,Boomko,Motherlode
16-12-2022 13:54:34.069755,"(7.5, 8.0, 7.814285714285714)","(2.45, 2.9, 2.802222222222222)","(17.0, 40.0, 35.6)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 19.8)","(16.0, 23.0, 22.470588235294116)","(11.0, 13.5, 12.785714285714286)","(10.0, 15.0, 14.0)","(41.0, 100.0, 88.33333333333333)","(11.0, 22.0, 21.1)"
16-12-2022 13:54:35.398556,"(7.5, 8.0, 7.814285714285714)","(2.45, 2.9, 2.802222222222222)","(17.0, 40.0, 35.6)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 19.8)","(16.0, 23.0, 22.470588235294116)","(11.0, 13.5, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 100.0, 82.14285714285714)","(11.0, 22.0, 21.1)"
16-12-2022 13:54:36.660299,"(7.5, 8.0, 7.814285714285714)","(2.45, 2.9, 2.802222222222222)","(17.0, 40.0, 35.6)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 19.8)","(16.0, 23.0, 22.470588235294116)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 95.0, 81.66666666666667)","(11.0, 22.0, 20.875)"
16-12-2022 13:54:37.923047,"(7.5, 8.0, 7.80377358490566)","(2.45, 2.9, 2.802222222222222)","(17.0, 40.0, 35.6)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.523809523809526)","(16.0, 23.0, 21.0)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 90.0, 81.66666666666667)","(11.0, 22.0, 20.5)"
16-12-2022 13:54:39.181897,"(7.5, 8.0, 7.80377358490566)","(2.45, 2.9, 2.802222222222222)","(17.0, 40.0, 35.6)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 20.5)","(16.0, 23.0, 21.0)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 90.0, 81.66666666666667)","(11.0, 21.0, 19.833333333333332)"
16-12-2022 13:54:40.429233,"(7.5, 8.0, 7.80377358490566)","(2.45, 2.9, 2.802222222222222)","(17.0, 40.0, 35.6)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 20.5)","(16.0, 23.0, 21.0)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 90.0, 81.66666666666667)","(11.0, 21.0, 19.833333333333332)"
16-12-2022 13:54:41.715075,"(7.5, 8.0, 7.80377358490566)","(2.45, 2.9, 2.802222222222222)","(17.0, 40.0, 35.6)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 20.5)","(16.0, 23.0, 21.0)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 90.0, 81.66666666666667)","(11.0, 21.0, 19.0)"
16-12-2022 13:54:42.966960,"(7.5, 8.0, 7.80377358490566)","(2.45, 2.9, 2.802222222222222)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.181818181818183)","(16.0, 23.0, 22.11111111111111)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.0)"
16-12-2022 13:54:44.195802,"(7.5, 7.8, 7.776470588235294)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 38.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.181818181818183)","(16.0, 23.0, 22.555555555555557)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 90.0, 90.71428571428572)","(11.0, 20.0, 19.0)"
16-12-2022 13:54:45.417770,"(7.5, 7.8, 7.781818181818181)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 38.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.181818181818183)","(16.0, 23.0, 22.11111111111111)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 110.0, 88.33333333333333)","(11.0, 20.0, 19.0)"
16-12-2022 13:54:46.749454,"(7.5, 7.8, 7.781818181818181)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.181818181818183)","(16.0, 23.0, 22.11111111111111)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 100.0, 88.33333333333333)","(11.0, 20.0, 19.0)"
16-12-2022 13:54:48.039626,"(7.5, 7.8, 7.777777777777778)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.181818181818183)","(16.0, 23.0, 22.0)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 100.0, 81.66666666666667)","(11.0, 20.0, 19.0)"
16-12-2022 13:54:49.335485,"(7.5, 7.8, 7.771428571428571)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.181818181818183)","(16.0, 23.0, 22.0)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.0)"
16-12-2022 13:54:50.562221,"(7.5, 7.8, 7.771428571428571)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.181818181818183)","(16.0, 23.0, 22.0)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.764705882352942)"
16-12-2022 13:54:51.736215,"(7.5, 7.8, 7.771428571428571)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.181818181818183)","(16.0, 23.0, 22.0)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.764705882352942)"
16-12-2022 13:54:52.974304,"(7.5, 7.8, 7.763636363636364)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.181818181818183)","(16.0, 23.0, 22.0)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.764705882352942)"
16-12-2022 13:54:54.265348,"(7.5, 7.8, 7.744)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.181818181818183)","(16.0, 23.0, 22.0)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.764705882352942)"
16-12-2022 13:54:55.563189,"(7.5, 7.8, 7.744)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.181818181818183)","(16.0, 23.0, 22.0)","(11.0, 14.0, 12.928571428571429)","(10.0, 15.0, 14.0)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.764705882352942)"
16-12-2022 13:54:56.778807,"(7.5, 7.8, 7.744)","(2.45, 2.9, 2.8166666666666664)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.0)","(11.0, 14.0, 12.785714285714286)","(10.0, 15.0, 17.714285714285715)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.764705882352942)"
16-12-2022 13:54:57.976292,"(7.5, 7.8, 7.726315789473684)","(2.45, 2.9, 2.8166666666666664)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.0)","(11.0, 13.5, 12.785714285714286)","(10.0, 18.5, 17.545454545454547)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.764705882352942)"
16-12-2022 13:54:59.166493,"(7.5, 7.8, 7.726315789473684)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.0)","(11.0, 13.5, 12.785714285714286)","(10.0, 18.0, 17.545454545454547)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.764705882352942)"
16-12-2022 13:55:00.389177,"(7.5, 7.8, 7.726315789473684)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.0)","(11.0, 13.5, 12.785714285714286)","(10.0, 18.0, 17.09090909090909)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.764705882352942)"
16-12-2022 13:55:01.637311,"(7.5, 7.8, 7.726315789473684)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 35.0)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.0)","(11.0, 13.5, 12.785714285714286)","(10.0, 17.5, 14.38888888888889)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.0)"
16-12-2022 13:55:02.910537,"(7.5, 7.8, 7.726315789473684)","(2.45, 2.9, 2.8185185185185184)","(17.0, 40.0, 36.666666666666664)","(3.9, 5.4, 5.328571428571429)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.0)","(11.0, 13.5, 12.785714285714286)","(10.0, 17.5, 14.833333333333334)","(41.0, 90.0, 81.66666666666667)","(11.0, 20.0, 19.0)"
16-12-2022 13:55:04.152365,"(7.5, 7.8, 7.75)","(2.45, 2.9, 2.758571428571429)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.4, 5.084615384615384)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.2)","(11.0, 13.5, 12.785714285714286)","(10.0, 17.5, 15.473684210526315)","(41.0, 90.0, 85.0)","(11.0, 20.0, 19.0)"
16-12-2022 13:55:05.447524,"(7.5, 7.8, 7.699999999999999)","(2.45, 2.9, 2.856)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.2)","(11.0, 13.5, 12.785714285714286)","(10.0, 16.0, 14.333333333333334)","(41.0, 90.0, 82.14285714285714)","(11.0, 19.5, 19.0)"
16-12-2022 13:55:06.685151,"(7.0, 7.8, 7.699999999999999)","(2.4, 2.9, 2.856)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.2)","(11.0, 13.5, 12.785714285714286)","(10.0, 16.0, 15.473684210526315)","(41.0, 95.0, 82.14285714285714)","(11.0, 19.5, 19.0)"
16-12-2022 13:55:07.954511,"(7.0, 7.8, 7.699999999999999)","(2.4, 2.9, 2.8633333333333333)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.2)","(11.0, 13.5, 12.785714285714286)","(10.0, 16.0, 15.473684210526315)","(41.0, 95.0, 90.71428571428572)","(11.0, 19.5, 19.0)"
16-12-2022 13:55:09.171033,"(7.0, 7.8, 7.699999999999999)","(2.4, 2.9, 2.8633333333333333)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.2)","(11.0, 13.5, 13.3)","(10.0, 16.0, 15.473684210526315)","(41.0, 110.0, 88.33333333333333)","(11.0, 19.5, 19.0)"
16-12-2022 13:55:10.743026,"(7.0, 7.6, 7.425000000000001)","(2.4, 2.9, 2.8615)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.2)","(11.0, 13.5, 13.3)","(10.0, 16.0, 14.333333333333334)","(41.0, 100.0, 88.33333333333333)","(11.0, 19.5, 19.0)"
16-12-2022 13:55:12.242318,"(7.0, 7.6, 7.490909090909091)","(2.4, 2.9, 2.8585882352941177)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 21.2)","(16.0, 23.0, 22.2)","(11.0, 13.5, 13.404761904761905)","(10.0, 16.0, 14.333333333333334)","(41.0, 100.0, 82.14285714285714)","(11.0, 19.5, 19.0)"
16-12-2022 13:55:13.655094,"(7.0, 7.6, 7.490909090909091)","(2.4, 2.9, 2.764615384615385)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 21.523809523809526)","(16.0, 23.0, 22.2)","(11.0, 13.5, 12.833333333333334)","(10.0, 16.0, 14.333333333333334)","(41.0, 95.0, 101.66666666666666)","(11.0, 19.5, 19.0)"
16-12-2022 13:55:15.048748,"(7.0, 7.6, 7.566666666666666)","(2.4, 2.9, 2.8333333333333335)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 20.5)","(16.0, 23.0, 22.2)","(11.0, 13.5, 12.625)","(10.0, 16.0, 15.0)","(41.0, 120.0, 88.33333333333333)","(11.0, 19.5, 19.25)"
16-12-2022 13:55:16.334409,"(7.0, 7.6, 7.566666666666666)","(2.4, 2.88, 2.8466666666666667)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 20.5)","(16.0, 23.0, 22.2)","(11.0, 13.0, 12.625)","(10.0, 16.0, 15.6)","(41.0, 100.0, 88.33333333333333)","(11.0, 19.5, 19.25)"
16-12-2022 13:55:17.537837,"(7.0, 7.6, 7.542857142857143)","(2.4, 2.86, 2.8466666666666667)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 20.5)","(16.0, 23.0, 22.333333333333332)","(11.0, 13.0, 12.863636363636363)","(10.0, 16.0, 15.619047619047619)","(41.0, 100.0, 82.14285714285714)","(11.0, 19.5, 19.25)"
16-12-2022 13:55:18.751870,"(7.0, 7.6, 7.542857142857143)","(2.4, 2.86, 2.8466666666666667)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 20.0)","(16.0, 23.0, 22.2)","(11.0, 13.0, 12.863636363636363)","(10.0, 16.0, 14.944444444444445)","(41.0, 95.0, 82.14285714285714)","(11.0, 19.5, 19.25)"
16-12-2022 13:55:20.036498,"(7.0, 7.6, 7.542857142857143)","(2.4, 2.86, 2.8466666666666667)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 19.428571428571427)","(16.0, 23.0, 22.2)","(11.0, 13.0, 12.833333333333334)","(10.0, 15.5, 14.428571428571429)","(41.0, 95.0, 101.66666666666666)","(11.0, 19.5, 19.25)"
16-12-2022 13:55:21.438608,"(7.0, 7.6, 7.542857142857143)","(2.4, 2.86, 2.8466666666666667)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 19.428571428571427)","(16.0, 23.0, 22.2)","(11.0, 13.5, 13.1)","(10.0, 15.5, 14.428571428571429)","(41.0, 120.0, 88.33333333333333)","(11.0, 19.5, 19.25)"
16-12-2022 13:55:22.856405,"(7.0, 7.6, 7.542857142857143)","(2.4, 2.86, 2.8466666666666667)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 19.428571428571427)","(16.0, 23.0, 22.2)","(11.0, 13.5, 13.1)","(10.0, 15.5, 14.428571428571429)","(41.0, 100.0, 88.33333333333333)","(11.0, 19.5, 19.25)"
16-12-2022 13:55:24.284741,"(7.0, 7.6, 7.542857142857143)","(2.4, 2.86, 2.8466666666666667)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 19.428571428571427)","(16.0, 23.0, 22.2)","(11.0, 13.5, 13.4)","(10.0, 15.5, 14.428571428571429)","(41.0, 100.0, 82.14285714285714)","(11.0, 19.5, 19.125)"
16-12-2022 13:55:26.032709,"(7.0, 7.6, 7.542857142857143)","(2.4, 2.86, 2.8433333333333333)","(17.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(16.0, 22.0, 19.428571428571427)","(16.0, 23.0, 22.2)","(11.0, 14.0, 13.192307692307692)","(10.0, 16.0, 15.0)","(41.0, 120.0, 101.66666666666666)","(11.0, 19.5, 19.125)"
16-12-2022 13:55:27.644327,"(7.5, 7.6, 7.542857142857143)","(2.45, 2.86, 2.848888888888889)","(18.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(17.0, 22.0, 19.428571428571427)","(17.0, 23.0, 22.2)","(12.0, 14.0, 13.192307692307692)","(10.0, 16.0, 15.619047619047619)","(41.0, 100.0, 88.33333333333333)","(11.0, 19.5, 19.125)"
16-12-2022 13:55:29.000831,"(7.5, 7.6, 7.542857142857143)","(2.45, 2.86, 2.848888888888889)","(18.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(17.0, 22.0, 19.428571428571427)","(17.0, 23.0, 22.2)","(12.0, 14.0, 13.192307692307692)","(10.0, 16.0, 15.619047619047619)","(41.0, 100.0, 88.33333333333333)","(11.0, 19.5, 19.125)"
16-12-2022 13:55:30.368075,"(7.5, 7.6, 7.771428571428571)","(2.45, 2.86, 2.8433333333333333)","(18.0, 40.0, 38.333333333333336)","(3.9, 5.3, 5.084615384615384)","(17.0, 22.0, 19.428571428571427)","(17.0, 23.0, 22.2)","(12.0, 14.0, 13.785714285714285)","(10.0, 16.0, 15.619047619047619)","(41.0, 100.0, 82.14285714285714)","(11.0, 19.5, 19.125)"
16-12-2022 13:55:31.693835,"(7.5, 7.8, 7.771428571428571)","(2.4, 2.86, 2.8433333333333333)","(18.0, 40.0, 38.0)","(4.0, 5.3, 5.084615384615384)","(16.0, 22.0, 19.6)","(17.0, 23.0, 24.75)","(11.0, 14.0, 13.785714285714285)","(10.0, 16.0, 15.619047619047619)","(41.0, 95.0, 101.66666666666666)","(12.0, 19.5, 19.125)"
16-12-2022 13:55:33.065025,"(7.5, 7.8, 7.771428571428571)","(2.4, 2.86, 2.8433333333333333)","(18.0, 40.0, 35.0)","(4.0, 5.3, 5.084615384615384)","(16.0, 22.0, 19.6)","(17.0, 26.0, 27.176470588235293)","(11.0, 14.0, 13.75)","(10.0, 16.0, 15.0)","(41.0, 120.0, 88.33333333333333)","(12.0, 19.5, 19.125)"
16-12-2022 13:55:34.500368,"(7.5, 7.8, 7.771428571428571)","(2.4, 2.86, 2.8444444444444446)","(18.0, 40.0, 35.0)","(4.0, 5.3, 4.95)","(16.0, 22.0, 19.6)","(17.0, 28.0, 26.25)","(11.0, 14.0, 13.785714285714285)","(10.0, 16.0, 15.0)","(41.0, 100.0, 88.33333333333333)","(12.0, 19.5, 19.125)"
16-12-2022 13:55:35.900287,"(7.5, 7.8, 7.771428571428571)","(2.4, 2.86, 2.8444444444444446)","(18.0, 40.0, 35.0)","(4.0, 5.3, 4.95)","(16.0, 22.0, 19.6)","(17.0, 28.0, 26.25)","(11.0, 14.0, 13.5)","(10.0, 16.0, 15.0)","(41.0, 100.0, 82.14285714285714)","(12.0, 19.5, 19.125)"
16-12-2022 13:55:37.279387,"(7.5, 8.0, 7.671111111111111)","(2.4, 2.86, 2.8444444444444446)","(18.0, 40.0, 38.18181818181818)","(4.0, 5.3, 4.95)","(16.0, 22.0, 19.6)","(17.0, 28.0, 26.25)","(11.0, 14.0, 13.5)","(10.0, 16.0, 15.0)","(41.0, 95.0, 77.0)","(12.0, 19.5, 19.125)"
16-12-2022 13:55:38.522450,"(7.5, 8.0, 7.671111111111111)","(2.4, 2.86, 2.8444444444444446)","(18.0, 40.0, 38.18181818181818)","(4.0, 5.3, 4.9363636363636365)","(16.0, 22.0, 19.6)","(17.0, 28.0, 26.25)","(11.0, 14.0, 13.5)","(10.0, 16.0, 15.0)","(41.0, 95.0, 90.71428571428572)","(12.0, 19.5, 19.125)"
16-12-2022 13:55:39.992422,"(7.5, 8.0, 7.706666666666666)","(2.4, 2.86, 2.8492307692307692)","(18.0, 40.0, 38.18181818181818)","(4.0, 5.3, 4.925000000000001)","(16.0, 22.0, 19.6)","(17.0, 28.0, 26.25)","(11.0, 14.0, 13.5)","(10.0, 16.0, 14.428571428571429)","(41.0, 100.0, 88.33333333333333)","(12.0, 19.5, 19.125)"
16-12-2022 13:55:41.384524,"(7.5, 7.8, 7.706666666666666)","(2.4, 2.86, 2.8492307692307692)","(18.0, 40.0, 38.18181818181818)","(4.0, 5.2, 4.925000000000001)","(16.0, 22.0, 19.6)","(17.0, 28.0, 26.25)","(11.0, 14.0, 13.5)","(10.0, 15.5, 14.428571428571429)","(41.0, 100.0, 88.33333333333333)","(12.0, 19.5, 19.125)"
16-12-2022 13:55:42.702905,"(7.5, 7.8, 7.706666666666666)","(2.4, 2.86, 2.770909090909091)","(18.0, 40.0, 38.18181818181818)","(4.0, 5.2, 4.925000000000001)","(16.0, 22.0, 20.76923076923077)","(17.0, 28.0, 26.25)","(11.0, 14.0, 12.5)","(10.0, 15.5, 14.428571428571429)","(41.0, 100.0, 87.0)","(12.0, 19.5, 19.125)"
16-12-2022 13:55:43.992613,"(7.5, 7.8, 7.706666666666666)","(2.4, 2.86, 2.770909090909091)","(18.0, 40.0, 38.18181818181818)","(4.0, 5.2, 4.925000000000001)","(16.0, 22.0, 20.25)","(17.0, 28.0, 26.25)","(11.0, 13.5, 11.9)","(10.0, 15.5, 14.428571428571429)","(41.0, 95.0, 96.0)","(12.0, 19.5, 19.125)"
16-12-2022 13:55:45.208792,"(7.5, 7.8, 7.726315789473684)","(2.4, 2.86, 2.773103448275862)","(18.0, 40.0, 36.0)","(4.0, 5.2, 4.925000000000001)","(16.0, 22.0, 20.22222222222222)","(17.0, 28.0, 26.25)","(11.0, 13.5, 11.9)","(10.0, 15.5, 14.428571428571429)","(41.0, 120.0, 85.0)","(12.0, 19.5, 19.125)"
16-12-2022 13:55:46.436827,"(7.5, 7.8, 7.706666666666666)","(2.4, 2.86, 2.773103448275862)","(18.0, 40.0, 36.0)","(4.0, 5.2, 4.925000000000001)","(16.0, 22.0, 20.22222222222222)","(17.0, 28.0, 25.941176470588236)","(11.0, 13.5, 13.1)","(10.0, 15.5, 14.285714285714286)","(41.0, 110.0, 85.0)","(12.0, 19.5, 21.75)"
16-12-2022 13:55:47.694317,"(7.5, 7.8, 7.706666666666666)","(2.4, 2.86, 2.7592000000000003)","(18.0, 40.0, 36.0)","(4.0, 5.2, 4.925000000000001)","(16.0, 22.0, 20.25)","(17.0, 28.0, 25.941176470588236)","(11.0, 13.5, 13.673913043478262)","(10.0, 15.0, 14.285714285714286)","(41.0, 110.0, 85.0)","(12.0, 23.0, 22.210526315789473)"
16-12-2022 13:55:49.076929,"(7.5, 7.8, 7.76)","(2.4, 2.86, 2.7511111111111113)","(18.0, 40.0, 36.42857142857143)","(4.0, 5.2, 5.15)","(16.0, 22.0, 21.130434782608695)","(17.0, 28.0, 25.941176470588236)","(11.0, 14.0, 13.5)","(10.0, 15.0, 14.285714285714286)","(41.0, 110.0, 85.0)","(12.0, 23.0, 22.705882352941178)"
16-12-2022 13:55:50.388499,"(7.0, 8.0, 7.772307692307692)","(2.4, 2.86, 2.7511111111111113)","(19.0, 40.0, 33.75)","(4.0, 5.4, 5.15)","(16.0, 22.0, 19.75)","(17.0, 28.0, 25.941176470588236)","(11.0, 14.0, 13.5)","(10.0, 15.0, 14.285714285714286)","(41.0, 110.0, 85.0)","(12.0, 23.0, 22.705882352941178)"
16-12-2022 13:55:51.684335,"(7.0, 8.0, 7.772307692307692)","(2.4, 2.86, 2.7511111111111113)","(19.0, 40.0, 33.75)","(4.0, 5.4, 5.15)","(16.0, 22.0, 20.5)","(17.0, 28.0, 25.941176470588236)","(11.0, 14.0, 13.5)","(10.0, 15.0, 14.285714285714286)","(41.0, 110.0, 85.0)","(12.0, 23.0, 22.705882352941178)"
16-12-2022 13:55:52.946775,"(7.0, 8.0, 7.772307692307692)","(2.4, 2.86, 2.7511111111111113)","(19.0, 40.0, 33.75)","(4.0, 5.4, 5.15)","(16.0, 22.0, 20.5)","(17.0, 28.0, 25.941176470588236)","(11.0, 14.0, 13.5)","(10.0, 15.0, 14.285714285714286)","(41.0, 110.0, 85.0)","(12.0, 23.0, 22.705882352941178)"
16-12-2022 13:55:54.247102,"(7.0, 8.0, 7.772307692307692)","(2.4, 2.86, 2.7511111111111113)","(19.0, 40.0, 33.75)","(4.0, 5.4, 5.15)","(16.0, 22.0, 20.5)","(17.0, 28.0, 25.941176470588236)","(11.0, 14.0, 13.5)","(10.0, 15.0, 17.6)","(41.0, 110.0, 85.0)","(12.0, 23.0, 22.615384615384617)"
16-12-2022 13:55:55.550729,"(7.0, 7.6, 7.402777777777779)","(2.4, 2.86, 2.763076923076923)","(19.0, 40.0, 33.75)","(4.0, 5.4, 5.15)","(16.0, 22.0, 20.5)","(17.0, 28.0, 25.941176470588236)","(11.0, 14.0, 13.5)","(10.0, 18.5, 16.2)","(41.0, 110.0, 85.0)","(12.0, 23.0, 22.615384615384617)"
16-12-2022 13:55:56.724223,"(7.0, 7.6, 7.402777777777779)","(2.4, 2.86, 2.763076923076923)","(19.0, 40.0, 33.75)","(4.0, 5.4, 5.15)","(16.0, 22.0, 20.5)","(17.0, 28.0, 25.941176470588236)","(11.0, 14.0, 13.5)","(10.0, 19.5, 18.065217391304348)","(41.0, 110.0, 85.0)","(12.0, 23.0, 22.615384615384617)"
16-12-2022 13:55:57.912767,"(7.0, 7.6, 7.402777777777779)","(2.4, 2.86, 2.763076923076923)","(19.0, 40.0, 33.75)","(4.0, 5.4, 5.15)","(16.0, 22.0, 20.5)","(17.0, 28.0, 25.941176470588236)","(11.0, 14.0, 13.5)","(10.0, 19.5, 18.065217391304348)","(41.0, 110.0, 85.0)","(12.0, 23.0, 22.615384615384617)"
16-12-2022 13:55:59.065465,"(7.0, 7.6, 7.402777777777779)","(2.4, 2.86, 2.763076923076923)","(19.0, 40.0, 33.75)","(4.0, 5.4, 5.15)","(16.0, 22.0, 20.5)","(17.0, 28.0, 25.941176470588236)","(11.0, 14.0, 13.5)","(10.0, 19.5, 18.065217391304348)","(41.0, 110.0, 85.0)","(12.0, 23.0, 22.615384615384617)"
16-12-2022 13:56:00.575608,"(7.0, 7.6, 7.413157894736843)","(2.4, 2.86, 2.7511111111111113)","(19.0, 40.0, 33.75)","(4.0, 5.4, 5.15)","(16.0, 22.0, 20.5)","(17.0, 28.0, 25.941176470588236)","(11.0, 14.0, 13.5)","(10.0, 19.5, 18.065217391304348)","(41.0, 110.0, 85.0)","(12.0, 23.0, 22.615384615384617)"
16-12-2022 13:56:02.338176,"(7.0, 7.6, 7.413157894736843)","(2.4, 2.86, 2.8)","(19.0, 40.0, 32.72727272727273)","(4.0, 5.4, 5.15)","(16.0, 22.0, 19.055555555555557)","(17.0, 28.0, 25.57142857142857)","(11.0, 14.0, 13.4)","(10.0, 19.5, 16.058823529411764)","(41.0, 90.0, 78.75)","(12.0, 23.0, 22.285714285714285)"
