,Nortie Nortie Nz,Natty Pagger Nz,Eyre I Go Nz,Kar Manor Nz,Cochy Malc Nz,Aladdin Sane Nz,Stress Factor Nz
10-01-2023 11:59:52.845782,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 11:59:53.827878,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 11:59:54.851513,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 11:59:55.815852,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 11:59:56.789945,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 11:59:57.784900,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 11:59:58.767931,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 11:59:59.790382,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:00.768430,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:01.817615,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:02.778868,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:03.765484,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:04.833785,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:05.830967,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:06.815994,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:07.799343,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:08.757992,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:09.714637,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:10.661567,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:11.592407,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:12.597117,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:13.600936,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:14.684698,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:15.687738,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:16.719187,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.0, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:17.689622,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:18.702099,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:19.654077,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:20.664277,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:21.635225,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:22.611292,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:23.617969,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:24.622126,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:25.589020,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:26.613131,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:27.580148,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:28.684307,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:29.784134,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:30.958210,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:32.004995,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:33.106979,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:34.167237,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:35.201558,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:36.247532,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:37.341831,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:38.468040,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:39.641139,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:40.730134,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:41.743265,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:42.721712,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:43.740782,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:44.727722,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:45.781894,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:46.854119,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:48.005662,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:49.122342,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:50.187119,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:51.224755,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:52.257668,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:53.297558,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:54.223708,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:55.172424,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:56.140814,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:57.092001,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:58.051778,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:00:59.103737,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:00.237861,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:01.295015,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:02.279302,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:03.269450,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:04.328333,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:05.249676,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:06.315005,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:07.281555,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:08.310915,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:09.271477,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:10.258723,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:11.220354,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:12.458711,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:13.412566,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:14.533888,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:15.554148,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:16.521412,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:17.488405,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:18.608786,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:19.632018,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:20.604480,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:21.626218,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:22.622939,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:23.606900,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:24.600100,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:25.545952,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:26.487648,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:27.519030,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:28.456361,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:29.425304,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:30.372398,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:31.353818,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:32.288246,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:33.315024,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:34.721574,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:35.859739,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:36.844944,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:38.037465,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:39.424780,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:40.452202,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:41.569870,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:42.637541,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:43.582032,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:44.598824,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:45.566791,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:46.576166,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.8, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:47.541750,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:48.515925,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:49.559425,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:50.608613,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:51.662711,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:52.728350,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:53.773796,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:54.836581,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
