,Anguilla,Skip On Home,No Bribes Thanks,Bodacious Brew,Ernesto,Lord Percy,Sheza Daydreama,Yankee Rockette
06-01-2023 12:45:53.445453,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.2)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:45:54.594143,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.2)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:45:55.753971,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.2)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:45:56.949068,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.2)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:45:58.160892,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.2)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:45:59.262616,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.2)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:00.419023,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.2)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:01.655890,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.2)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:02.946881,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.2)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:04.040116,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.2)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:05.105711,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.2)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:06.272041,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:07.356292,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:08.467696,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:09.524744,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:10.643951,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:11.904018,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:12.985938,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.126666666666667)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:14.138261,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:15.296510,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:16.337472,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:17.443221,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:18.524076,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:19.596058,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:20.643479,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:21.736272,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:22.848604,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:23.885116,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:25.005406,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:26.111655,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:27.155558,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:28.213536,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:29.322149,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:30.430071,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:31.508482,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:32.655544,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:33.821163,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:34.902775,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:36.047131,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:37.157621,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:38.198145,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:39.311106,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.005714285714285)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:40.461512,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:41.563190,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:42.618405,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:43.664595,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:44.830992,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:45.904691,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:46.986105,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:48.086873,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:49.189775,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:50.222232,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:51.328519,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:52.389001,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:53.421867,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:54.513814,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:55.737869,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:56.789627,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:57.933111,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:46:59.093539,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:47:00.232539,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:47:01.258433,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 5.4)"
06-01-2023 12:47:02.355648,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.2, 4.945454545454545)"
06-01-2023 12:47:03.457363,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.8, 4.542857142857143)"
06-01-2023 12:47:04.447229,"(16.0, 50.0, 25.666666666666664)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.6, 4.542857142857143)"
06-01-2023 12:47:05.568020,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.6, 5.542857142857143)"
06-01-2023 12:47:06.618896,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:07.703298,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:08.798151,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:09.916558,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:11.014700,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:12.179746,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:13.395265,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.147407407407407)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:14.639405,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.025333333333333)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:15.765035,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.025333333333333)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:16.948739,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:18.214333,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:19.412763,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:20.571356,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:21.868777,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:23.113517,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:24.315634,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.4, 5.542857142857143)"
06-01-2023 12:47:25.540504,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.4, 5.542857142857143)"
