,Handsome Alert,What A Nose,Haras Rusty,Downpipe,Summer Holiday,Aerobic System,Betty Jo,Frostbite Hux
04-01-2023 14:11:35.407089,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9529166666666666)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:36.421996,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9529166666666666)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:37.685302,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9529166666666666)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:38.722603,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9529166666666666)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:39.781285,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9529166666666666)","(3.8, 6.0, 4.631818181818182)","(61.0, 500.0, 424.33333333333337)","(14.0, 46.0, 18.5)","(91.0, 650.0, 554.1666666666666)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:40.827454,"(3.2, 5.9, 3.6999999999999997)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9408695652173913)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:41.907697,"(3.2, 5.9, 3.6999999999999997)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9408695652173913)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 424.33333333333337)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:42.938153,"(3.2, 5.9, 3.656)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9277272727272727)","(3.8, 6.0, 4.631818181818182)","(61.0, 500.0, 424.33333333333337)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:43.992234,"(3.2, 5.9, 3.656)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9277272727272727)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 35.0)"
04-01-2023 14:11:45.021518,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.8595000000000002)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 35.0)"
04-01-2023 14:11:46.159799,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.8595000000000002)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 35.0)"
04-01-2023 14:11:47.238714,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.8595000000000002)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 35.0)"
04-01-2023 14:11:48.313472,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.8595000000000002)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 35.0)"
04-01-2023 14:11:49.391892,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.8595000000000002)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 35.0)"
04-01-2023 14:11:50.506257,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.8595000000000002)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 35.0)"
04-01-2023 14:11:51.662884,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.8595000000000002)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 35.0)"
04-01-2023 14:11:52.805230,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.8595000000000002)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 35.0)"
04-01-2023 14:11:54.149133,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.8595000000000002)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:55.475706,"(3.2, 5.9, 3.6999999999999997)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9529166666666666)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:56.566174,"(3.2, 5.9, 3.656)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9529166666666666)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 554.1666666666666)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:57.730988,"(3.2, 5.9, 3.656)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9529166666666666)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:58.806435,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9529166666666666)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:11:59.875560,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9529166666666666)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:00.916833,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9529166666666666)","(3.8, 6.0, 4.631818181818182)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:01.993697,"(3.2, 5.9, 3.740740740740741)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.42, 1.9529166666666666)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:03.087426,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 322.5)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:04.259367,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:05.353654,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:06.425538,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:07.443865,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:08.462076,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 424.33333333333337)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:09.492274,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 500.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:10.570351,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:11.655909,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:12.978098,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:14.128502,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:15.158944,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:16.281564,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:17.513481,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:18.744443,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:19.883178,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:20.996727,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:22.065919,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:23.070129,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 365.0)","(14.0, 55.0, 34.75)"
04-01-2023 14:12:24.084825,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 555.8333333333334)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:25.087320,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 555.8333333333334)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:26.189812,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 500.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 555.8333333333334)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:27.245805,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 555.8333333333334)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:28.396737,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 555.8333333333334)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:29.498021,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 555.8333333333334)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:30.539360,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 555.8333333333334)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:31.535395,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 555.8333333333334)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:32.600460,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 18.5)","(91.0, 650.0, 555.8333333333334)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:33.727448,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 424.33333333333337)","(14.0, 46.0, 18.5)","(91.0, 650.0, 555.8333333333334)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:34.884911,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 365.0)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:36.024458,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 365.0)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:37.236301,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 365.0)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:38.430805,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 365.0)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:39.616318,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 365.0)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:40.951717,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 365.0)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:42.346443,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 365.0)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:43.622358,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 365.0)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:44.835515,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 552.5)","(14.0, 55.0, 30.3125)"
04-01-2023 14:12:46.075455,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:12:47.268282,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:12:48.406856,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:12:49.621468,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:12:50.731136,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:12:51.810201,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:12:52.848839,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:12:54.101600,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:12:55.260684,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:12:56.456003,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.3049999999999997)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 19.333333333333332)","(91.0, 650.0, 552.5)","(14.0, 55.0, 22.5)"
04-01-2023 14:12:57.803600,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.288)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 28.22222222222222)","(91.0, 650.0, 552.5)","(14.0, 55.0, 22.5)"
04-01-2023 14:12:59.147039,"(3.2, 5.9, 3.644230769230769)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.2625)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 28.22222222222222)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:13:00.434126,"(3.2, 5.9, 3.644230769230769)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.4, 2.2625)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 28.22222222222222)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:13:01.704399,"(3.2, 5.9, 3.644230769230769)","(81.0, 570.0, 486.66666666666663)","(1.85, 2.4, 2.115)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 28.22222222222222)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:13:03.024905,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.115)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 28.22222222222222)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:13:04.415522,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.115)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 28.22222222222222)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:13:05.705850,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.115)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 28.22222222222222)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:13:06.972217,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.115)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 28.22222222222222)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:13:08.253664,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.115)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 28.22222222222222)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:13:09.401642,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.115)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 28.22222222222222)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
04-01-2023 14:13:10.578633,"(3.2, 5.9, 3.798275862068966)","(81.0, 570.0, 498.57142857142856)","(1.85, 2.4, 2.115)","(3.8, 6.0, 4.566666666666666)","(61.0, 490.0, 416.0)","(14.0, 46.0, 28.22222222222222)","(91.0, 650.0, 360.0)","(14.0, 55.0, 22.5)"
