,See Me Balt,Daisy Moments,Savage Victor,What A Bomber,Miss Priddle,Showtime Holly,Fancy Kelly,Malis Gonzales
10-01-2023 20:36:19.790949,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:20.977517,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:22.223249,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:23.607302,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:24.943068,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:26.232496,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:27.439137,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:28.707941,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:29.997015,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:31.108716,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:32.292427,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:33.443502,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:34.641787,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:35.754622,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:36.844108,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:37.967083,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:39.133723,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:40.371921,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:41.546384,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:42.940564,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:36:44.105573,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:36:45.250034,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:36:46.370127,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 68.0)"
10-01-2023 20:36:47.523590,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 68.0)"
10-01-2023 20:36:48.797936,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 68.0)"
10-01-2023 20:36:49.986500,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 68.0)"
10-01-2023 20:36:51.282315,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 68.0)"
10-01-2023 20:36:52.428700,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 68.0)"
10-01-2023 20:36:53.455443,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 68.0)"
10-01-2023 20:36:54.531663,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:36:55.594136,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:36:56.714033,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:36:57.767328,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:36:58.996671,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:00.227672,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:01.434569,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:02.534667,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:03.639301,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:04.834753,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:05.942959,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:06.997634,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:08.144573,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:09.396609,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:10.608660,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:11.743662,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:12.815280,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:13.899488,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:15.068291,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:16.185108,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:17.254801,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:18.337003,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:19.504932,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:20.661952,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:21.764261,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:22.815966,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:23.936145,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:25.150105,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:26.225370,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:27.323949,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:28.435056,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:29.528745,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:30.663360,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:31.728548,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:32.759949,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:33.914711,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:35.047376,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:37:36.159671,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 19.42857142857143)","(17.0, 48.0, 43.875)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 56.875)"
10-01-2023 20:37:37.149636,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:37:38.328334,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:37:39.457211,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:37:40.552421,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:37:41.647666,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:37:42.815033,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:37:43.971496,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:37:45.024105,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:37:46.059174,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:37:47.240126,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:37:48.343565,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:37:49.400674,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
