,Prawn Topper,Gin And Vodka,Betty Boop,Deputy Mayor,Poor Wally
08-01-2023 18:56:48.889997,"(101.0, 570.0, 391.875)","(2.6, 3.95, 2.8635714285714284)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 6.88)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:56:49.810697,"(101.0, 570.0, 391.875)","(2.6, 3.95, 2.8635714285714284)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 6.88)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:56:50.798264,"(101.0, 570.0, 391.875)","(2.6, 3.95, 2.8635714285714284)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 6.88)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:56:51.718279,"(101.0, 570.0, 391.875)","(2.6, 3.95, 2.8635714285714284)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 6.88)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:56:52.657837,"(101.0, 570.0, 391.875)","(2.6, 3.95, 3.2586363636363638)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 6.88)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:56:53.583424,"(101.0, 570.0, 391.875)","(2.6, 3.9, 3.284)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 6.88)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:56:54.428028,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.0625)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 6.88)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:56:55.350788,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.0625)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 6.88)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:56:56.318266,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.0625)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 7.92)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:56:57.165696,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.0625)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 7.92)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:56:58.087521,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.0625)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 5.8)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:56:58.994292,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.0625)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 6.88)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:56:59.899780,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.0625)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 6.88)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:57:00.838258,"(101.0, 570.0, 391.875)","(2.6, 3.95, 3.566666666666667)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 6.88)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:57:01.750190,"(101.0, 570.0, 391.875)","(2.6, 3.9, 3.0933333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 6.88)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:57:02.720593,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.08)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 7.12)","(1.7, 1.99, 1.8626315789473684)"
08-01-2023 18:57:03.656191,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.08)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 8.275)","(1.7, 1.99, 1.9288888888888889)"
08-01-2023 18:57:04.543427,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.9058333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 8.3)","(1.7, 1.99, 1.9288888888888889)"
08-01-2023 18:57:05.569278,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.9058333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 8.06)","(1.7, 1.99, 1.9288888888888889)"
08-01-2023 18:57:06.565411,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.9058333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.566666666666666)","(1.7, 1.99, 1.9288888888888889)"
08-01-2023 18:57:07.474193,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.9058333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.566666666666666)","(1.7, 1.99, 1.9288888888888889)"
08-01-2023 18:57:08.315758,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.9058333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.566666666666666)","(1.7, 1.99, 1.9288888888888889)"
08-01-2023 18:57:09.242003,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.9058333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.566666666666666)","(1.7, 1.99, 1.9288888888888889)"
08-01-2023 18:57:10.206698,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.9058333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.566666666666666)","(1.7, 1.99, 1.9288888888888889)"
08-01-2023 18:57:11.094743,"(101.0, 570.0, 391.875)","(2.6, 3.8, 2.9016666666666664)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.566666666666666)","(1.7, 1.99, 1.8506666666666667)"
08-01-2023 18:57:12.043658,"(101.0, 570.0, 391.875)","(2.6, 3.8, 2.9016666666666664)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.566666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:12.875952,"(101.0, 570.0, 391.875)","(2.6, 3.8, 3.2609999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.566666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:13.806849,"(101.0, 570.0, 391.875)","(2.6, 3.8, 2.9876923076923076)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.566666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:14.880407,"(101.0, 570.0, 391.875)","(2.6, 3.8, 3.2609999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.566666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:15.806524,"(101.0, 570.0, 391.875)","(2.6, 3.8, 3.2609999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.566666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:16.687570,"(101.0, 570.0, 391.875)","(2.6, 3.8, 3.2609999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.566666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:17.673605,"(101.0, 570.0, 391.875)","(2.6, 3.75, 3.13)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.44)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:18.592074,"(101.0, 570.0, 391.875)","(2.6, 3.75, 3.13)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.44)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:19.508014,"(101.0, 570.0, 391.875)","(2.6, 3.75, 3.13)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 7.44)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:20.463215,"(101.0, 570.0, 391.875)","(2.6, 3.95, 3.1966666666666668)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 6.133333333333334)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:21.319793,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 6.133333333333334)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:22.210934,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 6.133333333333334)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:23.125130,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 6.133333333333334)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:24.019139,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 6.133333333333334)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:24.888984,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 6.133333333333334)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:25.843273,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 6.133333333333334)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:26.789868,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 8.133333333333335)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:27.762616,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 8.127272727272729)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:28.698000,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 8.127272727272729)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:29.607028,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.8, 6.127272727272727)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:30.507015,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.6, 7.24)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:31.486492,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.4, 7.48)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:32.419644,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 7.48)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:33.326525,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:34.193260,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:35.088332,"(101.0, 570.0, 391.875)","(2.6, 3.8, 3.1466666666666665)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:35.988047,"(101.0, 570.0, 391.875)","(2.6, 3.8, 3.1466666666666665)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:36.984718,"(101.0, 570.0, 391.875)","(2.6, 3.95, 3.1966666666666668)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:37.840097,"(101.0, 570.0, 391.875)","(2.6, 3.95, 3.1966666666666668)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:38.792655,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:39.881313,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:41.050019,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.935)"
08-01-2023 18:57:42.148767,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.8541176470588234)"
08-01-2023 18:57:43.117692,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.9288888888888889)"
08-01-2023 18:57:44.139679,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.9288888888888889)"
08-01-2023 18:57:45.177977,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.9288888888888889)"
08-01-2023 18:57:46.144510,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.8485714285714285)"
08-01-2023 18:57:47.065048,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.8485714285714285)"
08-01-2023 18:57:48.154080,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.8485714285714285)"
08-01-2023 18:57:49.284916,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.2)","(1.7, 1.99, 1.8485714285714285)"
08-01-2023 18:57:50.303136,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.866666666666666)","(1.7, 1.99, 1.8485714285714285)"
08-01-2023 18:57:51.332601,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.8461538461538463)"
08-01-2023 18:57:52.424329,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.841851851851852)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.8461538461538463)"
08-01-2023 18:57:53.512378,"(101.0, 570.0, 391.875)","(2.6, 4.0, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.8461538461538463)"
08-01-2023 18:57:54.513313,"(101.0, 570.0, 391.875)","(2.6, 3.85, 2.899230769230769)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.8461538461538463)"
08-01-2023 18:57:55.545572,"(101.0, 570.0, 391.875)","(2.6, 3.8, 3.1466666666666665)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.8461538461538463)"
08-01-2023 18:57:56.527614,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.163333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.8461538461538463)"
08-01-2023 18:57:57.427902,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.163333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.8461538461538463)"
08-01-2023 18:57:58.454773,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.163333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.8461538461538463)"
08-01-2023 18:57:59.381932,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.163333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.9441666666666666)"
08-01-2023 18:58:00.288238,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.163333333333333)","(41.0, 320.0, 120.94117647058825)","(4.4, 8.0, 5.866666666666666)","(1.7, 1.99, 1.9441666666666666)"
08-01-2023 18:58:01.304186,"(101.0, 570.0, 391.875)","(2.6, 3.95, 3.1966666666666668)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9441666666666666)"
08-01-2023 18:58:02.342091,"(101.0, 570.0, 391.875)","(2.6, 3.95, 3.1966666666666668)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9441666666666666)"
08-01-2023 18:58:03.227890,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9441666666666666)"
08-01-2023 18:58:04.236533,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9441666666666666)"
08-01-2023 18:58:05.246360,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9441666666666666)"
08-01-2023 18:58:06.310035,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9441666666666666)"
08-01-2023 18:58:07.319034,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9441666666666666)"
08-01-2023 18:58:08.200402,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9536363636363636)"
08-01-2023 18:58:09.174391,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9536363636363636)"
08-01-2023 18:58:10.233205,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9536363636363636)"
08-01-2023 18:58:11.223978,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9536363636363636)"
08-01-2023 18:58:12.147133,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9536363636363636)"
08-01-2023 18:58:13.181575,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9536363636363636)"
08-01-2023 18:58:14.227422,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9536363636363636)"
08-01-2023 18:58:15.279435,"(101.0, 570.0, 391.875)","(2.6, 3.9, 2.9099999999999997)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9536363636363636)"
08-01-2023 18:58:16.234454,"(101.0, 570.0, 391.875)","(2.6, 3.9, 3.2011764705882353)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.9536363636363636)"
08-01-2023 18:58:17.203663,"(101.0, 570.0, 391.875)","(2.6, 3.9, 3.2011764705882353)","(41.0, 320.0, 120.94117647058825)","(4.4, 7.6, 5.733333333333333)","(1.7, 1.99, 1.8780000000000001)"
08-01-2023 18:58:18.214638,"(101.0, 570.0, 391.875)","(2.6, 3.9, 3.2011764705882353)","(41.0, 320.0, 173.3846153846154)","(4.4, 7.6, 7.145454545454545)","(1.7, 1.99, 1.8303960396039605)"
08-01-2023 18:58:19.204962,"(101.0, 570.0, 391.875)","(2.6, 3.9, 3.7)","(41.0, 390.0, 289.42857142857144)","(4.4, 7.6, 6.156521739130435)","(1.7, 1.84, 1.8303960396039605)"
08-01-2023 18:58:20.208226,"(101.0, 570.0, 391.875)","(2.6, 3.9, 3.7)","(41.0, 380.0, 282.2857142857143)","(4.4, 7.8, 6.451851851851852)","(1.7, 1.84, 1.8303960396039605)"
08-01-2023 18:58:21.151313,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.6627659574468083)","(41.0, 380.0, 193.45454545454544)","(4.4, 7.8, 6.451851851851852)","(1.7, 1.84, 1.8303960396039605)"
08-01-2023 18:58:22.074502,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.6627659574468083)","(41.0, 380.0, 193.45454545454544)","(4.4, 7.8, 6.451851851851852)","(1.7, 1.84, 1.8303960396039605)"
08-01-2023 18:58:23.091222,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.6627659574468083)","(41.0, 380.0, 193.45454545454544)","(4.4, 7.8, 6.451851851851852)","(1.7, 1.84, 1.8303960396039605)"
08-01-2023 18:58:24.062188,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.6627659574468083)","(41.0, 380.0, 193.45454545454544)","(4.4, 7.8, 6.451851851851852)","(1.7, 1.84, 1.8303960396039605)"
08-01-2023 18:58:25.016592,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.6627659574468083)","(41.0, 380.0, 193.45454545454544)","(4.4, 7.8, 6.451851851851852)","(1.7, 1.84, 1.8303960396039605)"
08-01-2023 18:58:26.044547,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.6627659574468083)","(41.0, 380.0, 193.45454545454544)","(4.4, 7.8, 6.451851851851852)","(1.7, 1.84, 1.8303960396039605)"
08-01-2023 18:58:27.042751,"(101.0, 570.0, 391.875)","(2.6, 3.85, 3.6627659574468083)","(41.0, 380.0, 193.45454545454544)","(4.4, 7.8, 5.466666666666667)","(1.7, 1.84, 1.8303960396039605)"
08-01-2023 18:58:28.066756,"(101.0, 570.0, 391.875)","(2.6, 3.8, 3.7605263157894733)","(41.0, 380.0, 193.45454545454544)","(4.4, 7.8, 5.777777777777778)","(1.7, 1.84, 1.8303960396039605)"
08-01-2023 18:58:29.135344,"(101.0, 570.0, 391.875)","(2.6, 3.95, 3.9026315789473687)","(41.0, 380.0, 193.45454545454544)","(4.4, 7.8, 5.777777777777778)","(1.7, 1.84, 1.8303960396039605)"
08-01-2023 18:58:30.049151,"(101.0, 570.0, 391.875)","(2.6, 3.95, 3.9026315789473687)","(41.0, 380.0, 193.45454545454544)","(4.4, 7.8, 5.777777777777778)","(1.7, 1.84, 1.8301020408163267)"
08-01-2023 18:58:31.070920,"(101.0, 570.0, 391.875)","(2.6, 3.95, 3.8441176470588236)","(41.0, 380.0, 193.45454545454544)","(4.4, 7.8, 6.24)","(1.7, 1.84, 1.7311224489795918)"
08-01-2023 18:58:32.119066,"(101.0, 570.0, 391.875)","(2.6, 3.95, 3.8441176470588236)","(41.0, 380.0, 193.45454545454544)","(4.4, 7.8, 7.868421052631579)","(1.7, 1.84, 1.7311224489795918)"
08-01-2023 18:58:33.054376,"(101.0, 570.0, 202.5)","(2.6, 3.85, 2.9784615384615383)","(41.0, 380.0, 193.45454545454544)","(4.4, 13.0, 7.868421052631579)","(1.7, 1.84, 1.7311224489795918)"
08-01-2023 18:58:33.989048,"(101.0, 570.0, 202.5)","(2.6, 3.85, 2.9784615384615383)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 10.399999999999999)","(1.7, 1.84, 1.7311224489795918)"
08-01-2023 18:58:35.107042,"(101.0, 570.0, 202.5)","(2.6, 3.85, 2.9784615384615383)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 10.399999999999999)","(1.7, 1.84, 1.7311224489795918)"
08-01-2023 18:58:36.207175,"(101.0, 570.0, 202.5)","(2.6, 3.85, 2.9707692307692306)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 9.128571428571428)","(1.7, 1.84, 1.7311224489795918)"
08-01-2023 18:58:37.261558,"(101.0, 570.0, 202.5)","(2.6, 3.8, 2.9425)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 9.525)","(1.7, 1.84, 1.7458252427184466)"
08-01-2023 18:58:38.397502,"(101.0, 570.0, 202.5)","(2.6, 3.75, 2.93625)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 9.525)","(1.7, 1.84, 1.7527)"
08-01-2023 18:58:39.699411,"(101.0, 570.0, 202.5)","(2.6, 3.75, 2.93625)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 9.525)","(1.7, 1.84, 1.7527)"
08-01-2023 18:58:40.847878,"(101.0, 570.0, 202.5)","(2.6, 3.75, 2.93625)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 9.0)","(1.7, 1.84, 1.7527)"
08-01-2023 18:58:41.981257,"(101.0, 570.0, 202.5)","(2.6, 3.75, 2.93625)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 9.3)","(1.7, 1.84, 1.7527)"
08-01-2023 18:58:42.966155,"(101.0, 570.0, 202.5)","(2.6, 3.75, 2.93625)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 9.3)","(1.7, 1.84, 1.7527)"
08-01-2023 18:58:44.008207,"(101.0, 570.0, 202.5)","(2.6, 3.75, 2.93625)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 9.3)","(1.7, 1.84, 1.7527)"
08-01-2023 18:58:45.072228,"(101.0, 570.0, 202.5)","(2.6, 3.75, 2.93625)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 9.525)","(1.7, 1.84, 1.7527)"
08-01-2023 18:58:46.077704,"(101.0, 570.0, 202.5)","(2.6, 3.75, 2.93625)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 9.6)","(1.7, 1.84, 1.7527)"
08-01-2023 18:58:47.034381,"(101.0, 580.0, 142.5)","(2.6, 3.65, 2.92375)","(41.0, 380.0, 193.45454545454544)","(4.4, 12.0, 9.3)","(1.7, 1.84, 1.7527)"
08-01-2023 18:58:48.080903,"(101.0, 580.0, 142.5)","(2.6, 3.65, 2.92375)","(41.0, 380.0, 144.875)","(4.4, 12.0, 9.3)","(1.7, 1.84, 1.7527)"
08-01-2023 18:58:49.112689,"(101.0, 580.0, 142.5)","(2.6, 3.65, 2.92375)","(41.0, 380.0, 245.5)","(4.4, 12.0, 9.6)","(1.7, 1.84, 1.7527)"
