,Star Sparks,Momack,Estadio Mestalla,Born With Wings,High Court,Tip Of The Spear,Bend The Knee,Bazooka,Chateaux Park,Estreet
07-01-2023 15:27:19.844078,"(5.5, 7.0, 6.815028901734104)","(8.5, 10.5, 10.375)","(2.45, 2.8, 2.783952095808383)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 26.0, 24.88888888888889)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 11.75925925925926)","(16.0, 24.0, 22.391304347826086)","(21.0, 38.0, 34.0)"
07-01-2023 15:27:21.322792,"(5.5, 7.0, 6.815028901734104)","(8.5, 10.5, 10.375)","(2.45, 2.8, 2.7818181818181817)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 26.0, 24.88888888888889)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 11.75925925925926)","(16.0, 24.0, 22.391304347826086)","(21.0, 38.0, 34.0)"
07-01-2023 15:27:22.734569,"(5.5, 7.0, 6.818181818181818)","(8.5, 10.5, 10.375)","(2.45, 2.8, 2.7897247706422017)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.1)","(21.0, 26.0, 24.88888888888889)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 11.75925925925926)","(16.0, 24.0, 22.391304347826086)","(21.0, 38.0, 34.0)"
07-01-2023 15:27:24.096112,"(5.5, 7.0, 6.909090909090909)","(8.5, 10.5, 10.375)","(2.45, 2.8, 2.8465853658536586)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.1)","(21.0, 26.0, 24.88888888888889)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 11.75925925925926)","(16.0, 24.0, 22.391304347826086)","(21.0, 38.0, 34.0)"
07-01-2023 15:27:25.474177,"(5.5, 7.0, 6.909090909090909)","(8.5, 10.5, 10.375)","(2.45, 2.86, 2.8107142857142855)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.1)","(21.0, 26.0, 24.88888888888889)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 11.75925925925926)","(16.0, 24.0, 22.391304347826086)","(21.0, 38.0, 34.0)"
07-01-2023 15:27:26.853608,"(5.5, 7.0, 6.929078014184397)","(8.5, 10.5, 10.351851851851851)","(2.45, 2.84, 2.8078431372549018)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.1)","(21.0, 26.0, 24.88888888888889)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 11.75925925925926)","(16.0, 24.0, 22.391304347826086)","(21.0, 38.0, 34.0)"
07-01-2023 15:27:28.277482,"(5.5, 7.0, 6.929078014184397)","(8.5, 10.5, 10.351851851851851)","(2.45, 2.84, 2.8078431372549018)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.1)","(21.0, 26.0, 24.88888888888889)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 11.75925925925926)","(16.0, 24.0, 22.391304347826086)","(21.0, 38.0, 34.0)"
07-01-2023 15:27:29.761642,"(5.5, 7.0, 6.926470588235294)","(8.5, 10.5, 10.093548387096774)","(2.45, 2.84, 2.8078431372549018)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.1)","(21.0, 26.0, 25.285714285714285)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 11.75925925925926)","(16.0, 24.0, 22.391304347826086)","(21.0, 38.0, 34.0)"
07-01-2023 15:27:31.561769,"(5.5, 7.0, 6.926470588235294)","(8.5, 10.5, 10.275)","(2.45, 2.84, 2.8078431372549018)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.1)","(21.0, 26.0, 25.285714285714285)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 12.2)","(16.0, 24.0, 22.391304347826086)","(21.0, 38.0, 34.0)"
07-01-2023 15:27:33.002169,"(5.5, 7.0, 6.926470588235294)","(8.5, 10.5, 10.275)","(2.45, 2.84, 2.8078431372549018)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 17.585106382978722)","(21.0, 26.0, 21.82758620689655)","(11.0, 14.0, 13.629179331306991)","(10.0, 12.5, 12.467032967032967)","(16.0, 24.0, 22.037037037037038)","(21.0, 38.0, 34.0)"
07-01-2023 15:27:34.322442,"(5.5, 7.0, 6.9397590361445785)","(8.5, 10.5, 10.275)","(2.45, 2.84, 2.7956756756756755)","(12.0, 18.0, 17.166666666666668)","(14.0, 18.5, 17.585106382978722)","(21.0, 23.0, 21.38095238095238)","(11.0, 14.0, 13.629179331306991)","(10.0, 12.5, 12.467032967032967)","(16.0, 23.0, 22.054545454545455)","(21.0, 38.0, 34.0)"
07-01-2023 15:27:35.664231,"(5.5, 7.0, 6.9397590361445785)","(8.5, 10.5, 10.275)","(2.45, 2.84, 2.8067567567567564)","(12.0, 18.0, 17.166666666666668)","(14.0, 18.5, 17.585106382978722)","(21.0, 23.0, 21.38095238095238)","(11.0, 14.0, 13.629179331306991)","(10.0, 12.5, 12.467032967032967)","(16.0, 23.0, 22.054545454545455)","(21.0, 38.0, 34.0)"
07-01-2023 15:27:37.051326,"(5.5, 7.0, 6.9397590361445785)","(8.5, 10.5, 10.275)","(2.45, 2.84, 2.8067567567567564)","(12.0, 18.0, 17.166666666666668)","(14.0, 18.5, 17.585106382978722)","(21.0, 23.0, 21.813953488372093)","(11.0, 14.0, 13.629179331306991)","(10.0, 12.5, 12.467032967032967)","(16.0, 23.0, 20.310344827586206)","(21.0, 38.0, 31.666666666666668)"
07-01-2023 15:27:38.400832,"(5.5, 7.0, 6.940476190476191)","(8.5, 10.5, 10.28048780487805)","(2.45, 2.84, 2.8067567567567564)","(12.0, 18.0, 17.166666666666668)","(14.0, 18.5, 17.585106382978722)","(21.0, 23.0, 21.84090909090909)","(11.0, 14.0, 13.629179331306991)","(10.0, 12.5, 12.467032967032967)","(16.0, 23.0, 20.483870967741936)","(21.0, 40.0, 31.666666666666668)"
07-01-2023 15:27:39.867911,"(5.5, 7.0, 6.936708860759493)","(8.5, 10.5, 10.28048780487805)","(2.45, 2.84, 2.8015624999999997)","(12.0, 18.0, 17.166666666666668)","(14.0, 18.5, 17.585106382978722)","(21.0, 23.0, 21.84090909090909)","(11.0, 14.0, 13.629179331306991)","(10.0, 12.5, 12.467032967032967)","(16.0, 23.0, 20.483870967741936)","(21.0, 40.0, 31.333333333333332)"
07-01-2023 15:27:41.424653,"(5.5, 7.0, 6.936708860759493)","(8.5, 10.5, 10.28048780487805)","(2.45, 2.84, 2.7983050847457624)","(12.0, 18.0, 17.166666666666668)","(14.0, 18.5, 17.585106382978722)","(21.0, 23.0, 21.84090909090909)","(11.0, 14.0, 13.629179331306991)","(10.0, 12.5, 12.467032967032967)","(16.0, 23.0, 20.310344827586206)","(21.0, 40.0, 31.333333333333332)"
07-01-2023 15:27:43.032215,"(5.5, 7.0, 6.936708860759493)","(8.5, 10.5, 10.198275862068966)","(2.45, 2.84, 2.7983050847457624)","(12.0, 18.0, 17.166666666666668)","(14.0, 18.5, 17.585106382978722)","(21.0, 23.0, 21.84090909090909)","(11.0, 14.0, 13.629179331306991)","(10.0, 12.5, 12.467032967032967)","(16.0, 23.0, 20.310344827586206)","(21.0, 40.0, 31.333333333333332)"
07-01-2023 15:27:44.556034,"(5.5, 7.0, 6.716393442622951)","(8.5, 10.5, 10.23076923076923)","(2.45, 2.84, 2.7944444444444443)","(12.0, 18.0, 17.166666666666668)","(14.0, 18.5, 17.585106382978722)","(21.0, 23.0, 21.84090909090909)","(11.0, 14.0, 13.629179331306991)","(10.0, 12.5, 12.467032967032967)","(16.0, 23.0, 21.266666666666666)","(21.0, 40.0, 31.333333333333332)"
07-01-2023 15:27:46.095372,"(5.5, 6.8, 6.727659574468085)","(8.5, 10.5, 10.23076923076923)","(2.45, 2.84, 2.7806282722513087)","(12.0, 18.0, 17.166666666666668)","(14.0, 18.5, 17.785714285714285)","(21.0, 23.0, 21.38095238095238)","(11.0, 14.0, 13.629179331306991)","(9.0, 12.5, 12.467032967032967)","(16.0, 23.0, 21.266666666666666)","(21.0, 40.0, 31.333333333333332)"
07-01-2023 15:27:47.919749,"(6.0, 6.8, 6.874626865671642)","(8.5, 10.5, 10.23076923076923)","(2.4, 2.8, 2.7612565445026176)","(13.0, 18.0, 17.375)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 21.88888888888889)","(11.0, 14.0, 13.629179331306991)","(9.0, 12.5, 12.467032967032967)","(16.0, 23.0, 21.266666666666666)","(21.0, 40.0, 31.333333333333332)"
07-01-2023 15:27:49.606978,"(6.0, 7.0, 6.911363636363636)","(8.5, 10.5, 10.23076923076923)","(2.4, 2.8, 2.7612565445026176)","(13.0, 18.0, 17.375)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 21.88888888888889)","(11.0, 14.0, 13.629179331306991)","(9.0, 12.5, 12.467032967032967)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 35.333333333333336)"
07-01-2023 15:27:51.269669,"(6.0, 7.0, 6.911363636363636)","(8.5, 10.5, 10.23076923076923)","(2.4, 2.8, 2.761290322580645)","(13.0, 18.0, 17.375)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 21.88888888888889)","(11.0, 14.0, 13.629179331306991)","(9.0, 12.5, 12.467032967032967)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 35.333333333333336)"
07-01-2023 15:27:52.955511,"(6.0, 7.0, 6.9404580152671755)","(8.5, 10.5, 9.668085106382978)","(2.4, 2.8, 2.761290322580645)","(13.0, 18.0, 17.375)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 21.88888888888889)","(11.0, 14.0, 13.629179331306991)","(9.0, 12.5, 12.467032967032967)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 35.333333333333336)"
07-01-2023 15:27:54.663486,"(6.0, 7.0, 6.9404580152671755)","(8.5, 10.0, 9.609756097560975)","(2.4, 2.8, 2.761290322580645)","(13.0, 18.0, 17.375)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 21.88888888888889)","(11.0, 14.0, 13.629179331306991)","(9.0, 12.5, 12.467032967032967)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 35.333333333333336)"
07-01-2023 15:27:56.341908,"(6.0, 7.0, 6.9404580152671755)","(8.5, 9.8, 9.479452054794521)","(2.4, 2.8, 2.727638190954774)","(13.0, 18.0, 17.375)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 22.166666666666668)","(11.0, 14.0, 13.629179331306991)","(9.0, 12.5, 12.467032967032967)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 35.333333333333336)"
07-01-2023 15:27:57.975356,"(6.0, 7.0, 6.9404580152671755)","(8.5, 9.8, 9.386301369863013)","(2.4, 2.8, 2.7339285714285717)","(13.0, 18.0, 17.5)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 21.88888888888889)","(11.0, 14.0, 15.013513513513514)","(9.0, 12.5, 12.467391304347826)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 35.333333333333336)"
07-01-2023 15:27:59.608716,"(6.0, 7.0, 6.9404580152671755)","(8.5, 9.6, 9.1)","(2.4, 2.78, 2.7339285714285717)","(13.0, 18.0, 17.5)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 22.285714285714285)","(11.0, 16.5, 15.013513513513514)","(9.0, 12.5, 12.467391304347826)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 35.333333333333336)"
07-01-2023 15:28:01.234862,"(6.0, 7.0, 6.938095238095238)","(8.5, 9.2, 9.114285714285714)","(2.4, 2.78, 2.7294117647058824)","(13.0, 18.0, 17.5)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 22.285714285714285)","(11.0, 16.5, 15.013513513513514)","(9.0, 12.5, 12.562091503267974)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 35.333333333333336)"
07-01-2023 15:28:02.829993,"(6.0, 7.0, 6.966666666666667)","(8.5, 9.8, 9.28936170212766)","(2.4, 2.78, 2.7294117647058824)","(13.0, 18.0, 17.5)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 22.285714285714285)","(11.0, 16.5, 15.013513513513514)","(9.0, 13.0, 12.562091503267974)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 35.333333333333336)"
07-01-2023 15:28:04.392877,"(6.0, 7.0, 6.966666666666667)","(8.5, 9.8, 9.28936170212766)","(2.4, 2.78, 2.7234042553191493)","(13.0, 18.0, 17.5)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 22.285714285714285)","(11.0, 16.5, 15.013513513513514)","(9.0, 13.0, 12.562091503267974)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:05.870873,"(6.0, 7.0, 6.966666666666667)","(8.5, 9.8, 9.32)","(2.4, 2.8, 2.785185185185185)","(13.0, 18.0, 17.5)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 22.285714285714285)","(11.0, 16.5, 15.013513513513514)","(9.0, 13.0, 12.562091503267974)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:07.616935,"(6.0, 7.0, 6.976470588235294)","(8.5, 9.8, 9.347169811320756)","(2.4, 2.8, 2.785185185185185)","(13.0, 18.0, 17.5)","(14.0, 18.0, 17.785714285714285)","(21.0, 23.0, 22.285714285714285)","(11.0, 16.5, 15.013513513513514)","(9.0, 13.0, 12.562091503267974)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:09.259520,"(6.0, 7.0, 6.976470588235294)","(8.5, 9.8, 9.347169811320756)","(2.4, 2.8, 2.785185185185185)","(13.0, 18.0, 17.5)","(14.0, 18.0, 17.785714285714285)","(19.0, 23.0, 22.285714285714285)","(11.0, 16.5, 15.013513513513514)","(9.0, 13.0, 12.562091503267974)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:10.894970,"(6.0, 7.0, 6.976470588235294)","(8.5, 9.8, 9.347169811320756)","(2.4, 2.8, 2.785185185185185)","(13.0, 18.0, 17.5)","(14.0, 18.0, 17.785714285714285)","(19.0, 23.0, 22.285714285714285)","(11.0, 16.5, 15.013513513513514)","(9.0, 13.0, 12.562091503267974)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:12.485298,"(6.0, 7.0, 6.976470588235294)","(8.5, 9.8, 9.347169811320756)","(2.4, 2.8, 2.785185185185185)","(13.0, 18.0, 17.5)","(14.0, 18.0, 17.785714285714285)","(19.0, 23.0, 22.285714285714285)","(11.0, 16.5, 15.013513513513514)","(9.0, 13.0, 12.562091503267974)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:14.116441,"(6.0, 7.0, 6.976470588235294)","(8.5, 9.8, 9.347169811320756)","(2.4, 2.8, 2.785185185185185)","(13.0, 18.0, 17.5)","(14.0, 18.0, 16.733870967741936)","(19.0, 23.0, 22.285714285714285)","(11.0, 16.5, 15.013513513513514)","(9.0, 13.0, 12.562091503267974)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:15.771960,"(6.0, 7.0, 6.959322033898305)","(8.5, 9.8, 8.91304347826087)","(2.45, 2.8, 2.7842105263157895)","(13.0, 18.0, 17.5)","(14.0, 17.0, 17.166666666666668)","(19.0, 23.0, 22.444444444444443)","(11.0, 16.5, 15.442307692307692)","(9.0, 13.0, 12.562091503267974)","(16.0, 23.0, 21.266666666666666)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:17.390931,"(6.0, 7.0, 6.959322033898305)","(8.5, 9.0, 8.91304347826087)","(2.45, 2.8, 2.7842105263157895)","(13.0, 18.0, 17.5)","(14.0, 18.0, 17.166666666666668)","(19.0, 23.0, 23.818181818181817)","(11.0, 16.5, 15.442307692307692)","(9.0, 13.0, 12.220930232558139)","(16.0, 23.0, 21.48)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:18.964495,"(6.0, 7.0, 6.955555555555556)","(8.5, 9.0, 8.91304347826087)","(2.45, 2.8, 2.7838565022421524)","(13.0, 18.0, 17.5)","(14.0, 18.0, 16.88888888888889)","(19.0, 27.0, 23.818181818181817)","(11.0, 16.5, 15.36986301369863)","(9.0, 13.0, 12.220930232558139)","(16.0, 24.0, 21.48)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:20.500000,"(6.0, 7.0, 6.955555555555556)","(8.5, 9.0, 8.82608695652174)","(2.45, 2.8, 2.784804469273743)","(13.0, 18.0, 17.5)","(14.0, 18.0, 16.88888888888889)","(19.0, 27.0, 23.818181818181817)","(11.0, 16.5, 15.36986301369863)","(9.0, 13.0, 12.220930232558139)","(16.0, 24.0, 21.533333333333335)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:22.085973,"(6.0, 7.0, 6.955555555555556)","(8.5, 9.0, 8.82608695652174)","(2.45, 2.8, 2.784804469273743)","(13.0, 18.0, 17.5)","(14.0, 18.0, 17.333333333333332)","(19.0, 27.0, 24.666666666666668)","(11.0, 16.5, 15.368421052631579)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.533333333333335)","(21.0, 38.0, 33.0)"
07-01-2023 15:28:23.644949,"(6.0, 7.4, 7.096470588235294)","(8.5, 9.0, 8.89041095890411)","(2.45, 2.8, 2.8190896921017403)","(13.0, 18.0, 17.5)","(14.0, 17.5, 17.333333333333332)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.368421052631579)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.533333333333335)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:25.283445,"(6.0, 7.4, 7.096470588235294)","(8.5, 9.0, 9.348235294117647)","(2.45, 2.82, 2.8190896921017403)","(13.0, 18.0, 17.5)","(14.0, 17.5, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.368421052631579)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.533333333333335)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:26.848119,"(6.0, 7.4, 7.096470588235294)","(8.5, 9.8, 9.348235294117647)","(2.45, 2.82, 2.8190896921017403)","(13.0, 18.0, 17.5)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.142857142857142)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.533333333333335)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:28.480444,"(6.0, 7.0, 6.940495867768595)","(8.5, 9.8, 9.596825396825398)","(2.45, 2.82, 2.8190896921017403)","(13.0, 18.0, 17.5)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.612903225806452)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.533333333333335)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:30.113986,"(6.0, 7.0, 6.792233009708737)","(8.5, 9.8, 9.596825396825398)","(2.45, 2.82, 2.8198587570621467)","(13.0, 18.0, 17.5)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.612903225806452)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.533333333333335)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:31.818140,"(6.0, 6.8, 6.792233009708737)","(8.5, 9.8, 9.596825396825398)","(2.45, 2.82, 2.828225806451613)","(13.0, 18.0, 17.5)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.612903225806452)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:33.470205,"(6.0, 6.8, 6.792233009708737)","(8.5, 9.8, 9.373333333333333)","(2.45, 2.88, 2.8302325581395347)","(13.0, 18.0, 17.5)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.612903225806452)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:35.157587,"(6.0, 6.8, 6.792233009708737)","(8.5, 9.8, 9.373333333333333)","(2.45, 2.88, 2.8302325581395347)","(13.0, 18.0, 17.5)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.612903225806452)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:37.005617,"(6.0, 6.8, 6.532)","(8.5, 9.8, 9.454054054054055)","(2.45, 2.88, 2.829249011857707)","(13.0, 18.0, 17.166666666666668)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.538461538461538)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:38.847390,"(6.0, 6.6, 6.541666666666666)","(8.5, 9.8, 9.454054054054055)","(2.45, 2.88, 2.844918032786885)","(13.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.647058823529411)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:40.241893,"(6.0, 6.6, 6.541666666666666)","(8.5, 9.8, 9.454054054054055)","(2.45, 2.88, 2.844918032786885)","(13.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.647058823529411)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:41.757973,"(6.0, 6.6, 6.541666666666666)","(8.5, 9.8, 9.454054054054055)","(2.45, 2.88, 2.851698113207547)","(13.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.647058823529411)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:43.340561,"(6.0, 6.6, 6.544)","(8.5, 9.8, 9.454054054054055)","(2.45, 2.88, 2.851698113207547)","(13.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.647058823529411)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:44.946596,"(6.0, 6.6, 6.544)","(8.5, 9.8, 9.46896551724138)","(2.45, 2.88, 2.851698113207547)","(13.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.647058823529411)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:46.532778,"(6.0, 6.6, 6.544736842105263)","(8.5, 9.8, 9.829166666666667)","(2.45, 2.88, 2.8536486486486483)","(13.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.647058823529411)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:48.121780,"(6.0, 6.6, 6.544736842105263)","(8.5, 10.5, 9.68421052631579)","(2.45, 2.88, 2.867222222222222)","(13.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.647058823529411)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:49.662988,"(6.0, 6.6, 6.544736842105263)","(8.5, 10.0, 9.666666666666666)","(2.45, 2.88, 2.867222222222222)","(13.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.647058823529411)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:51.272404,"(6.0, 6.8, 6.644)","(8.5, 10.0, 9.666666666666666)","(2.45, 2.88, 2.866268656716418)","(13.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.647058823529411)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:52.926750,"(6.0, 6.8, 6.644)","(8.5, 10.0, 9.482758620689655)","(2.45, 2.88, 2.888888888888889)","(13.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 36.0, 33.0)"
07-01-2023 15:28:54.582670,"(6.0, 6.8, 6.644)","(8.5, 10.0, 9.647058823529411)","(2.45, 2.9, 2.888888888888889)","(13.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.666666666666668)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 12.202127659574469)","(16.0, 24.0, 21.638297872340427)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:56.455268,"(6.0, 6.8, 6.644)","(8.5, 10.0, 9.6875)","(2.45, 2.9, 2.887755102040816)","(13.0, 17.5, 16.875)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 25.166666666666668)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 11.790322580645162)","(16.0, 24.0, 21.357142857142858)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:58.031850,"(6.0, 6.8, 6.7628571428571425)","(8.5, 10.0, 9.6875)","(2.45, 2.9, 2.868292682926829)","(13.0, 17.5, 16.875)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 25.166666666666668)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 11.790322580645162)","(16.0, 24.0, 21.357142857142858)","(21.0, 38.0, 32.666666666666664)"
07-01-2023 15:28:59.619807,"(6.0, 6.8, 6.7628571428571425)","(8.5, 10.0, 9.6875)","(2.45, 2.92, 2.904857142857143)","(13.0, 17.5, 16.875)","(14.0, 17.0, 16.551724137931036)","(19.0, 26.0, 24.333333333333332)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 11.683333333333334)","(16.0, 24.0, 21.357142857142858)","(21.0, 38.0, 33.0)"
07-01-2023 15:29:01.198062,"(6.0, 6.8, 6.7628571428571425)","(8.5, 10.0, 9.6875)","(2.45, 2.92, 2.908235294117647)","(13.0, 17.5, 16.59090909090909)","(14.0, 17.0, 16.551724137931036)","(19.0, 25.0, 24.333333333333332)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 11.69186046511628)","(16.0, 24.0, 21.357142857142858)","(21.0, 36.0, 33.0)"
