,Star Sparks,Momack,Estadio Mestalla,Born With Wings,High Court,Tip Of The Spear,Bend The Knee,Bazooka,Chateaux Park,Estreet
07-01-2023 15:37:10.873685,"(5.5, 6.0, 5.999038461538461)","(8.0, 9.4, 9.386928104575164)","(2.7, 3.25, 3.245052770448549)","(15.0, 18.5, 18.062043795620436)","(15.0, 17.5, 17.47142857142857)","(17.0, 20.0, 19.90625)","(12.0, 14.0, 13.598984771573605)","(10.0, 12.0, 11.723809523809525)","(17.0, 19.5, 19.29824561403509)","(26.0, 34.0, 29.9375)"
07-01-2023 15:37:12.409571,"(5.5, 6.0, 6.119827586206896)","(8.0, 9.4, 9.375460122699387)","(2.7, 3.25, 3.247289972899729)","(15.0, 18.5, 18.102649006622517)","(15.0, 17.5, 17.48181818181818)","(17.0, 20.0, 19.90625)","(12.0, 14.0, 13.588082901554404)","(10.0, 12.0, 11.546728971962617)","(17.0, 19.5, 19.46551724137931)","(26.0, 34.0, 30.62857142857143)"
07-01-2023 15:37:13.820286,"(5.5, 6.2, 6.119827586206896)","(8.0, 9.4, 9.375460122699387)","(2.7, 3.25, 3.246286472148541)","(15.0, 18.5, 18.102649006622517)","(15.0, 17.5, 17.48181818181818)","(17.0, 20.0, 19.90625)","(12.0, 14.0, 13.588082901554404)","(10.0, 12.0, 11.554502369668246)","(17.0, 19.5, 19.46551724137931)","(26.0, 32.0, 30.4)"
07-01-2023 15:37:15.249514,"(5.5, 6.2, 6.131672597864768)","(8.0, 9.4, 9.3488)","(2.7, 3.25, 3.2513245033112583)","(15.0, 18.5, 18.101973684210527)","(15.0, 17.5, 17.282296650717704)","(17.0, 20.0, 19.875)","(12.0, 14.0, 13.585492227979275)","(10.0, 12.0, 11.492248062015504)","(17.0, 19.5, 19.449152542372882)","(26.0, 32.0, 30.35483870967742)"
07-01-2023 15:37:16.660756,"(5.5, 6.2, 6.096216216216217)","(8.0, 9.4, 9.3488)","(2.7, 3.3, 3.25)","(15.0, 18.5, 18.102649006622517)","(15.0, 17.5, 17.28708133971292)","(17.0, 20.0, 20.29824561403509)","(12.0, 14.0, 13.584615384615384)","(10.0, 11.5, 11.572072072072071)","(17.0, 19.5, 19.463636363636365)","(26.0, 32.0, 30.4)"
07-01-2023 15:37:18.061243,"(5.5, 6.2, 6.066367713004484)","(8.0, 9.4, 9.547663551401868)","(2.7, 3.25, 3.2558171745152356)","(15.0, 18.5, 18.1)","(15.0, 17.5, 17.286057692307693)","(17.0, 21.0, 20.393939393939394)","(12.0, 14.0, 13.466386554621849)","(10.0, 12.0, 11.460144927536232)","(17.0, 19.5, 19.463636363636365)","(26.0, 32.0, 29.6875)"
07-01-2023 15:37:19.415761,"(5.5, 6.2, 6.078175895765472)","(8.0, 9.6, 9.511731843575419)","(2.7, 3.3, 3.27294776119403)","(15.0, 18.5, 18.071428571428573)","(15.0, 17.5, 17.286057692307693)","(17.0, 21.0, 20.466666666666665)","(12.0, 13.5, 13.465217391304348)","(10.0, 11.5, 11.579908675799087)","(17.0, 19.5, 18.934579439252335)","(21.0, 30.0, 29.688524590163933)"
07-01-2023 15:37:20.749794,"(5.5, 6.2, 6.078175895765472)","(8.0, 9.8, 9.583870967741936)","(2.7, 3.3, 3.2652777777777775)","(15.0, 18.5, 18.071428571428573)","(15.0, 17.5, 17.286057692307693)","(17.0, 21.0, 20.466666666666665)","(12.0, 13.5, 13.465217391304348)","(10.0, 12.0, 11.625615763546797)","(17.0, 19.0, 18.935185185185187)","(21.0, 30.0, 29.700787401574804)"
07-01-2023 15:37:22.045136,"(5.5, 6.2, 6.076628352490421)","(8.0, 9.8, 9.525373134328358)","(2.7, 3.3, 3.2753649635036495)","(15.0, 18.5, 18.071428571428573)","(15.0, 17.5, 17.286057692307693)","(17.0, 21.0, 20.466666666666665)","(12.0, 13.5, 13.465217391304348)","(10.0, 12.0, 11.5695067264574)","(17.0, 19.0, 18.935185185185187)","(21.0, 30.0, 29.700787401574804)"
07-01-2023 15:37:23.347785,"(5.5, 6.2, 6.066903914590747)","(8.0, 9.8, 9.507936507936508)","(2.7, 3.3, 3.2753649635036495)","(15.0, 18.5, 18.071428571428573)","(15.0, 17.5, 17.19083969465649)","(17.0, 21.0, 20.466666666666665)","(12.0, 13.5, 13.564643799472295)","(10.0, 12.0, 11.5695067264574)","(17.0, 19.0, 18.933333333333334)","(21.0, 30.0, 28.6)"
07-01-2023 15:37:24.746708,"(5.5, 6.2, 6.0740157480314965)","(8.0, 9.8, 9.663636363636364)","(2.7, 3.3, 3.2486363636363635)","(15.0, 18.5, 18.071942446043167)","(15.0, 17.5, 17.19083969465649)","(17.0, 21.0, 20.46551724137931)","(12.0, 14.0, 13.47982062780269)","(10.0, 12.0, 11.464516129032258)","(17.0, 19.0, 18.795454545454547)","(21.0, 29.0, 28.571428571428573)"
07-01-2023 15:37:26.098035,"(5.5, 6.2, 6.061471861471862)","(8.0, 9.8, 9.663636363636364)","(2.7, 3.25, 3.2486363636363635)","(15.0, 18.5, 18.071942446043167)","(15.0, 17.5, 17.19083969465649)","(17.0, 21.0, 20.46551724137931)","(12.0, 13.5, 13.47982062780269)","(10.0, 11.5, 11.422413793103448)","(17.0, 19.0, 19.076923076923077)","(21.0, 29.0, 28.571428571428573)"
07-01-2023 15:37:27.462322,"(5.5, 6.2, 6.106542056074766)","(8.0, 9.8, 9.527272727272727)","(2.7, 3.25, 3.238948787061995)","(15.0, 18.5, 18.071942446043167)","(15.0, 17.5, 17.223214285714285)","(17.0, 21.0, 20.46551724137931)","(12.0, 13.5, 13.47982062780269)","(10.0, 11.5, 11.44954128440367)","(17.0, 19.5, 19.303571428571427)","(21.0, 29.0, 28.571428571428573)"
07-01-2023 15:37:28.838793,"(5.5, 6.4, 6.213197969543147)","(8.5, 9.6, 9.458227848101266)","(2.7, 3.25, 3.248984771573604)","(15.0, 18.5, 18.045801526717558)","(15.0, 17.5, 17.223214285714285)","(17.0, 21.0, 20.46551724137931)","(12.0, 13.5, 13.479638009049774)","(10.0, 11.5, 11.459259259259259)","(16.0, 19.5, 19.3)","(21.0, 29.0, 28.571428571428573)"
07-01-2023 15:37:30.159643,"(5.5, 6.2, 6.195833333333334)","(8.5, 9.8, 9.48936170212766)","(2.7, 3.25, 3.2606382978723403)","(15.0, 18.5, 18.045801526717558)","(15.0, 17.5, 17.223214285714285)","(17.0, 21.0, 20.46551724137931)","(12.0, 13.5, 13.479638009049774)","(10.0, 11.5, 11.453389830508474)","(16.0, 19.5, 19.415441176470587)","(21.0, 29.0, 28.571428571428573)"
07-01-2023 15:37:31.382847,"(5.5, 6.2, 6.179032258064517)","(8.5, 9.6, 9.466666666666667)","(2.7, 3.3, 3.2606382978723403)","(15.0, 18.5, 18.045801526717558)","(15.0, 17.5, 17.223214285714285)","(17.0, 21.0, 20.46551724137931)","(12.0, 13.5, 13.479638009049774)","(10.0, 11.5, 11.453389830508474)","(16.0, 20.0, 19.415441176470587)","(21.0, 29.0, 28.571428571428573)"
07-01-2023 15:37:32.689078,"(5.5, 6.2, 6.183168316831683)","(8.5, 9.6, 9.421276595744681)","(2.7, 3.3, 3.2561224489795917)","(15.0, 18.5, 18.01865671641791)","(15.0, 17.5, 17.19607843137255)","(17.0, 22.0, 21.214285714285715)","(12.0, 14.0, 13.48159509202454)","(10.0, 11.5, 11.409090909090908)","(16.0, 20.0, 19.25)","(21.0, 29.0, 28.571428571428573)"
07-01-2023 15:37:34.061772,"(5.5, 6.2, 6.165178571428571)","(8.5, 9.6, 9.36774193548387)","(2.7, 3.3, 3.274008810572687)","(15.0, 18.5, 18.015037593984964)","(15.0, 17.5, 17.168367346938776)","(17.0, 22.0, 20.625)","(12.0, 13.5, 13.575091575091575)","(10.0, 11.5, 11.403225806451612)","(16.0, 20.0, 19.25)","(21.0, 29.0, 28.563636363636363)"
07-01-2023 15:37:35.485713,"(5.5, 6.2, 6.1955056179775285)","(8.0, 9.6, 9.338461538461539)","(2.7, 3.3, 3.2780927835051545)","(15.0, 18.5, 17.483333333333334)","(15.0, 17.5, 17.168367346938776)","(17.0, 22.0, 21.75)","(12.0, 14.0, 13.57976653696498)","(10.0, 11.5, 11.43956043956044)","(16.0, 20.0, 19.25)","(21.0, 29.0, 28.563636363636363)"
07-01-2023 15:37:36.842639,"(5.5, 6.2, 6.1955056179775285)","(8.0, 9.4, 9.244444444444445)","(2.7, 3.3, 3.312686567164179)","(15.0, 18.0, 17.436363636363637)","(15.0, 17.5, 17.427350427350426)","(17.0, 22.0, 21.75)","(12.0, 14.0, 13.689814814814815)","(10.0, 11.5, 11.424657534246576)","(16.0, 20.0, 19.25)","(21.0, 29.0, 28.563636363636363)"
07-01-2023 15:37:38.219293,"(5.5, 6.2, 6.169756097560976)","(8.0, 9.4, 9.16068376068376)","(2.8, 3.35, 3.3191244239631335)","(15.0, 18.0, 17.392156862745097)","(15.0, 18.0, 16.156976744186046)","(17.0, 22.0, 21.428571428571427)","(12.0, 14.0, 13.638392857142858)","(10.0, 11.5, 11.824022346368714)","(16.0, 20.0, 19.136986301369863)","(21.0, 29.0, 28.558282208588956)"
07-01-2023 15:37:39.617912,"(5.5, 6.2, 6.16497175141243)","(8.0, 9.4, 9.091666666666667)","(2.8, 3.35, 3.317622950819672)","(15.0, 18.0, 17.344827586206897)","(15.0, 16.5, 16.135802469135804)","(17.0, 22.0, 20.86046511627907)","(12.0, 14.0, 13.462686567164178)","(10.0, 12.0, 11.574712643678161)","(16.0, 20.0, 19.125)","(21.0, 29.0, 28.558282208588956)"
07-01-2023 15:37:40.991829,"(5.5, 6.2, 6.161212121212121)","(8.0, 9.4, 9.155999999999999)","(2.8, 3.35, 3.2864485981308413)","(15.0, 18.0, 17.31111111111111)","(15.0, 16.5, 16.123404255319148)","(17.0, 21.0, 21.5609756097561)","(12.0, 13.5, 13.63586956521739)","(10.0, 12.0, 11.536764705882353)","(16.0, 20.0, 19.225806451612904)","(21.0, 29.0, 28.55)"
07-01-2023 15:37:42.270583,"(5.5, 6.4, 6.185660377358491)","(8.0, 9.2, 9.155999999999999)","(2.8, 3.35, 3.2864485981308413)","(15.0, 18.0, 17.31111111111111)","(15.0, 16.5, 16.123404255319148)","(17.0, 22.0, 21.6)","(12.0, 14.0, 13.63586956521739)","(10.0, 12.0, 11.536764705882353)","(16.0, 20.0, 19.225806451612904)","(21.0, 29.0, 28.583815028901736)"
07-01-2023 15:37:43.622991,"(5.5, 6.4, 6.185365853658537)","(8.0, 9.2, 9.16)","(2.8, 3.3, 3.2872093023255813)","(15.0, 18.0, 17.345070422535212)","(15.0, 16.5, 16.185096153846153)","(17.0, 22.0, 21.6)","(12.0, 14.0, 13.177316293929712)","(10.0, 12.0, 11.585526315789474)","(16.0, 20.0, 19.225806451612904)","(21.0, 29.0, 28.583815028901736)"
07-01-2023 15:37:45.229637,"(5.5, 6.4, 6.1617021276595745)","(8.0, 9.2, 9.139999999999999)","(2.8, 3.35, 3.307843137254902)","(15.0, 18.0, 17.345070422535212)","(15.0, 16.5, 16.175742574257427)","(17.0, 22.0, 21.6)","(12.0, 13.5, 13.177316293929712)","(10.0, 12.0, 11.654054054054054)","(16.0, 20.0, 19.225806451612904)","(21.0, 29.0, 28.583815028901736)"
07-01-2023 15:37:46.697349,"(5.5, 6.2, 6.1692307692307695)","(8.0, 9.2, 9.139999999999999)","(2.8, 3.35, 3.322435897435897)","(15.0, 18.0, 17.295454545454547)","(15.0, 16.5, 16.220496894409937)","(17.0, 22.0, 21.6)","(12.0, 13.5, 13.177316293929712)","(10.0, 12.0, 11.676767676767676)","(16.0, 20.0, 18.669767441860465)","(21.0, 29.0, 28.583815028901736)"
07-01-2023 15:37:48.322908,"(5.5, 6.4, 6.1692307692307695)","(8.0, 9.2, 9.139999999999999)","(2.8, 3.35, 3.322435897435897)","(15.0, 18.0, 17.47457627118644)","(15.0, 16.5, 16.21153846153846)","(17.0, 22.0, 21.224137931034484)","(12.0, 13.5, 13.169934640522875)","(10.0, 12.0, 11.708333333333334)","(16.0, 19.0, 18.689956331877728)","(21.0, 29.0, 28.587209302325583)"
07-01-2023 15:37:50.093481,"(5.5, 6.4, 6.0778523489932885)","(8.0, 9.4, 9.106930693069307)","(2.8, 3.35, 3.28159509202454)","(15.0, 18.0, 17.53030303030303)","(15.0, 16.5, 16.19178082191781)","(17.0, 22.0, 21.224137931034484)","(12.0, 13.5, 12.931818181818182)","(10.0, 12.0, 11.677631578947368)","(16.0, 19.0, 18.351063829787233)","(21.0, 29.0, 28.56111111111111)"
07-01-2023 15:37:51.799558,"(5.5, 6.4, 6.1159763313609465)","(8.0, 9.6, 9.08659793814433)","(2.8, 3.3, 3.2850746268656716)","(15.0, 18.0, 17.53030303030303)","(15.0, 16.5, 16.261904761904763)","(18.0, 22.0, 21.39189189189189)","(12.0, 13.0, 12.87593984962406)","(10.0, 12.0, 11.959677419354838)","(16.0, 18.5, 18.333333333333332)","(21.0, 29.0, 28.233009708737864)"
07-01-2023 15:37:53.313114,"(5.5, 6.4, 6.119512195121951)","(8.0, 9.6, 9.026666666666667)","(2.8, 3.3, 3.2850746268656716)","(15.0, 18.0, 17.53030303030303)","(15.0, 16.5, 16.38978494623656)","(18.0, 22.0, 21.39189189189189)","(12.0, 13.0, 13.090252707581227)","(10.0, 12.0, 11.893103448275863)","(16.0, 18.5, 18.333333333333332)","(21.0, 29.0, 28.233009708737864)"
07-01-2023 15:37:54.836390,"(5.5, 6.4, 6.147252747252748)","(8.0, 9.4, 8.987096774193548)","(2.8, 3.3, 3.2926247288503254)","(15.0, 18.0, 17.56338028169014)","(15.0, 16.5, 16.489285714285714)","(17.0, 22.0, 21.451219512195124)","(12.0, 13.5, 13.172910662824208)","(10.0, 12.5, 11.90764331210191)","(16.0, 18.5, 18.351063829787233)","(21.0, 29.0, 28.254716981132077)"
07-01-2023 15:37:56.384791,"(5.5, 6.4, 6.043410852713178)","(8.0, 9.0, 8.987096774193548)","(2.8, 3.3, 3.260666666666667)","(15.0, 18.0, 17.56338028169014)","(15.0, 16.5, 16.489285714285714)","(17.0, 22.0, 21.451219512195124)","(12.0, 13.5, 13.172910662824208)","(10.0, 12.5, 11.90764331210191)","(16.0, 18.5, 18.329268292682926)","(21.0, 29.0, 28.254716981132077)"
07-01-2023 15:37:57.801326,"(5.5, 6.4, 6.16)","(8.0, 9.0, 8.94051282051282)","(2.8, 3.3, 3.294512195121951)","(15.0, 18.0, 17.621951219512194)","(15.0, 16.5, 16.84180790960452)","(17.0, 22.0, 20.615384615384617)","(12.0, 13.5, 13.205194805194806)","(10.0, 12.5, 12.00531914893617)","(16.0, 18.5, 17.566901408450704)","(21.0, 29.0, 28.294642857142858)"
07-01-2023 15:37:59.181762,"(5.5, 6.2, 6.099248120300752)","(8.0, 9.0, 8.948108108108109)","(2.8, 3.3, 3.2455268389662026)","(15.0, 18.0, 17.621951219512194)","(15.0, 17.0, 16.725490196078432)","(17.0, 22.0, 21.52127659574468)","(12.0, 13.5, 13.222493887530563)","(10.0, 12.5, 11.97752808988764)","(16.0, 18.0, 17.741596638655462)","(21.0, 29.0, 28.294642857142858)"
07-01-2023 15:38:00.647325,"(5.5, 6.4, 6.196610169491525)","(8.0, 9.0, 8.951020408163265)","(2.8, 3.25, 3.24577861163227)","(15.0, 18.0, 17.60759493670886)","(15.0, 17.0, 16.75)","(17.0, 22.0, 21.59090909090909)","(12.0, 13.5, 13.220443349753694)","(10.0, 12.5, 12.0)","(16.0, 18.0, 17.692307692307693)","(21.0, 29.0, 28.28181818181818)"
07-01-2023 15:38:02.121114,"(5.5, 6.4, 6.272340425531915)","(8.0, 9.0, 9.285714285714286)","(2.8, 3.25, 3.246558704453441)","(15.0, 18.0, 17.60759493670886)","(15.0, 17.0, 17.38125)","(17.0, 22.0, 21.59090909090909)","(12.0, 13.5, 13.245205479452055)","(10.0, 12.5, 12.0)","(16.0, 18.0, 17.942857142857143)","(21.0, 29.0, 28.28181818181818)"
07-01-2023 15:38:03.785332,"(5.5, 6.4, 6.272340425531915)","(8.0, 9.4, 9.070588235294117)","(2.8, 3.25, 3.289010989010989)","(15.0, 18.0, 17.46153846153846)","(15.0, 17.5, 17.453125)","(17.0, 22.0, 21.37704918032787)","(12.0, 13.5, 13.090308370044053)","(10.0, 12.5, 11.731404958677686)","(16.0, 18.0, 17.924242424242426)","(21.0, 29.0, 28.28181818181818)"
07-01-2023 15:38:05.327264,"(5.5, 6.4, 6.272340425531915)","(8.0, 9.4, 9.176)","(2.8, 3.3, 3.286363636363636)","(15.0, 18.0, 17.471698113207548)","(15.0, 17.5, 16.18065693430657)","(17.0, 22.0, 21.136363636363637)","(12.0, 13.5, 13.09903381642512)","(10.0, 12.5, 11.806122448979592)","(16.0, 18.0, 17.48181818181818)","(21.0, 29.0, 28.28181818181818)"
07-01-2023 15:38:06.852732,"(5.5, 6.4, 6.2585858585858585)","(8.0, 9.4, 9.32)","(2.8, 3.3, 3.283878504672897)","(15.0, 18.0, 17.616438356164384)","(15.0, 16.5, 16.33115468409586)","(17.0, 22.0, 21.136363636363637)","(12.0, 13.5, 13.09903381642512)","(10.0, 12.0, 11.806122448979592)","(16.0, 17.5, 17.33125)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:08.293287,"(5.5, 6.4, 6.2585858585858585)","(8.0, 9.4, 9.1)","(2.8, 3.3, 3.290960451977401)","(15.0, 18.0, 17.616438356164384)","(15.0, 16.5, 16.33115468409586)","(17.0, 22.0, 21.136363636363637)","(12.0, 13.5, 13.09447004608295)","(10.0, 12.0, 11.651515151515152)","(16.0, 17.5, 17.307142857142857)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:09.798313,"(5.5, 6.4, 6.2585858585858585)","(8.0, 9.4, 9.052631578947368)","(2.8, 3.3, 3.2929824561403507)","(15.0, 18.0, 17.625)","(15.0, 16.5, 16.33115468409586)","(17.0, 22.0, 21.285714285714285)","(12.0, 13.5, 13.17548076923077)","(10.0, 12.0, 11.551020408163266)","(16.0, 17.5, 17.602564102564102)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:11.223673,"(5.5, 6.4, 6.227329192546584)","(8.0, 9.6, 9.233333333333334)","(2.8, 3.3, 3.292079207920792)","(15.0, 18.0, 17.625)","(15.0, 16.5, 16.375)","(17.0, 22.0, 21.154411764705884)","(12.0, 13.5, 13.397081413210445)","(10.0, 12.0, 11.556818181818182)","(16.0, 18.0, 17.53030303030303)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:12.658640,"(5.5, 6.4, 6.227329192546584)","(8.0, 9.4, 9.276288659793815)","(2.8, 3.3, 3.2917948717948717)","(15.0, 18.0, 17.625)","(15.0, 16.5, 16.416030534351144)","(17.0, 22.0, 21.154411764705884)","(12.0, 13.5, 13.397081413210445)","(10.0, 12.0, 11.546511627906977)","(16.0, 18.0, 17.53030303030303)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:14.108319,"(5.5, 6.4, 6.225705329153605)","(8.0, 9.4, 9.295652173913044)","(2.8, 3.3, 3.323260073260073)","(15.0, 18.0, 17.625)","(15.0, 16.5, 16.779411764705884)","(17.0, 22.0, 21.131944444444443)","(12.0, 13.5, 13.424466338259442)","(10.0, 12.0, 11.546511627906977)","(16.0, 18.0, 17.46969696969697)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:15.574095,"(5.5, 6.4, 6.20625)","(8.0, 9.4, 9.295652173913044)","(2.9, 3.35, 3.3231617647058824)","(15.0, 18.0, 17.592105263157894)","(15.0, 17.0, 16.86842105263158)","(18.0, 22.0, 19.818181818181817)","(12.0, 13.5, 13.424466338259442)","(10.0, 12.0, 11.50632911392405)","(16.0, 17.5, 17.46875)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:17.095702,"(5.5, 6.4, 6.200701754385965)","(8.0, 9.4, 9.295652173913044)","(2.9, 3.35, 3.3257633587786257)","(15.0, 18.0, 17.592105263157894)","(15.0, 17.0, 16.88095238095238)","(18.0, 20.0, 19.796610169491526)","(12.0, 13.5, 13.442372881355933)","(10.0, 12.0, 11.41891891891892)","(16.0, 17.5, 17.46875)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:18.487564,"(5.5, 6.4, 6.114871794871795)","(8.0, 9.4, 9.28936170212766)","(2.9, 3.35, 3.3194915254237287)","(15.0, 18.0, 17.56338028169014)","(15.0, 17.0, 16.886363636363637)","(17.0, 20.0, 19.796610169491526)","(12.0, 13.5, 13.442372881355933)","(10.0, 11.5, 11.459001782531194)","(16.0, 17.5, 17.46875)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:19.890421,"(5.5, 6.4, 6.114871794871795)","(8.0, 9.4, 9.26842105263158)","(2.9, 3.35, 3.312266112266112)","(15.0, 18.0, 17.56338028169014)","(15.0, 17.0, 16.87704918032787)","(17.0, 20.0, 19.796610169491526)","(12.0, 13.5, 13.438738738738738)","(10.0, 11.5, 11.467625899280575)","(16.0, 17.5, 17.46875)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:21.327408,"(5.5, 6.4, 6.133333333333334)","(8.0, 9.4, 9.195744680851064)","(2.9, 3.4, 3.303432494279176)","(15.0, 18.0, 17.56338028169014)","(15.0, 17.0, 16.872881355932204)","(17.0, 20.0, 19.796610169491526)","(12.0, 13.5, 13.438181818181818)","(10.0, 11.5, 11.452755905511811)","(16.0, 17.5, 17.357142857142858)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:22.719675,"(5.5, 6.4, 6.133333333333334)","(8.0, 9.2, 8.992792792792793)","(2.9, 3.4, 3.3211214953271027)","(15.0, 18.0, 17.56338028169014)","(15.0, 17.0, 16.872881355932204)","(17.0, 20.0, 19.796610169491526)","(12.0, 13.5, 13.470647773279353)","(10.0, 11.5, 11.452755905511811)","(16.0, 17.5, 17.47142857142857)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:24.232057,"(5.5, 6.4, 6.133333333333334)","(8.0, 9.0, 8.963865546218488)","(2.9, 3.4, 3.32803738317757)","(15.0, 18.0, 17.592105263157894)","(15.0, 17.0, 16.872881355932204)","(17.0, 20.0, 19.796610169491526)","(12.0, 13.5, 13.470647773279353)","(10.0, 11.5, 11.452380952380953)","(16.0, 17.5, 17.57608695652174)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:25.699333,"(5.5, 6.4, 6.133333333333334)","(8.0, 9.0, 9.170967741935483)","(2.9, 3.4, 3.3209445585215605)","(15.0, 18.0, 17.592105263157894)","(15.0, 17.0, 16.846938775510203)","(17.0, 20.0, 19.796610169491526)","(12.0, 13.5, 13.470647773279353)","(10.0, 11.5, 11.452380952380953)","(16.0, 18.0, 17.57608695652174)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:27.064153,"(5.5, 6.4, 6.0875)","(8.0, 9.2, 9.185964912280701)","(2.9, 3.4, 3.3503048780487807)","(15.0, 18.0, 17.592105263157894)","(15.0, 17.0, 16.614093959731544)","(17.0, 20.0, 19.796610169491526)","(12.0, 13.5, 13.468409586056644)","(10.0, 11.5, 11.452755905511811)","(16.0, 18.0, 17.08450704225352)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:28.517067,"(5.5, 6.2, 6.081578947368421)","(8.0, 9.2, 9.185185185185185)","(2.9, 3.4, 3.3217153284671532)","(15.0, 18.0, 17.592105263157894)","(15.0, 17.0, 16.561068702290076)","(17.0, 20.0, 19.796610169491526)","(12.0, 13.5, 13.708609271523178)","(10.0, 11.5, 11.452755905511811)","(16.0, 18.0, 17.155844155844157)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:29.957551,"(5.5, 6.2, 6.081578947368421)","(8.0, 9.2, 9.185185185185185)","(2.9, 3.4, 3.29612676056338)","(15.0, 18.0, 17.592105263157894)","(15.0, 17.0, 16.44429708222812)","(17.0, 20.0, 19.796610169491526)","(12.0, 14.0, 13.710526315789474)","(10.0, 11.5, 11.30732484076433)","(16.0, 18.0, 17.175)","(21.0, 29.0, 28.247619047619047)"
07-01-2023 15:38:31.372890,"(5.5, 6.2, 6.059375)","(8.0, 9.2, 9.187301587301587)","(2.9, 3.3, 3.295910780669145)","(15.0, 18.0, 17.592105263157894)","(15.0, 16.5, 16.484104046242773)","(17.0, 20.0, 19.806451612903224)","(12.0, 14.0, 13.738095238095237)","(10.0, 11.5, 11.281055900621118)","(16.0, 17.5, 17.066666666666666)","(21.0, 29.0, 27.085714285714285)"
07-01-2023 15:38:32.914526,"(5.5, 6.2, 6.101098901098902)","(8.0, 9.2, 9.185185185185185)","(2.9, 3.35, 3.3374251497005987)","(15.0, 18.0, 17.544117647058822)","(15.0, 16.5, 16.485135135135135)","(17.0, 20.0, 19.714285714285715)","(12.0, 14.0, 13.789855072463768)","(10.0, 11.5, 11.281055900621118)","(16.0, 17.5, 17.42817679558011)","(21.0, 28.0, 27.085714285714285)"
07-01-2023 15:38:34.372469,"(5.5, 6.2, 6.154938271604938)","(8.0, 9.2, 9.433333333333334)","(2.9, 3.35, 3.3309210526315787)","(15.0, 18.0, 17.53448275862069)","(15.0, 16.5, 16.485135135135135)","(17.0, 20.0, 19.666666666666668)","(12.0, 14.0, 13.486899563318778)","(10.0, 11.5, 11.30524861878453)","(16.0, 17.5, 17.155555555555555)","(21.0, 28.0, 26.863636363636363)"
07-01-2023 15:38:35.924101,"(5.5, 6.2, 5.984642857142857)","(8.0, 9.8, 9.420689655172414)","(2.9, 3.4, 3.3407678244972576)","(15.0, 18.0, 17.578125)","(15.0, 16.5, 16.485135135135135)","(17.0, 20.0, 19.159574468085108)","(12.0, 13.5, 13.49891774891775)","(10.0, 11.5, 11.30524861878453)","(16.0, 18.0, 17.152173913043477)","(21.0, 27.0, 26.85)"
07-01-2023 15:38:37.453108,"(5.5, 6.0, 5.973831775700934)","(8.0, 9.8, 9.5)","(2.9, 3.4, 3.3089820359281434)","(15.0, 18.0, 17.578125)","(15.0, 16.5, 16.61946902654867)","(17.0, 19.5, 19.159574468085108)","(12.0, 13.5, 13.49891774891775)","(10.0, 11.5, 11.30524861878453)","(16.0, 18.0, 18.033333333333335)","(21.0, 27.0, 26.85)"
07-01-2023 15:38:38.948785,"(5.5, 6.0, 5.9802816901408455)","(8.0, 9.6, 9.44)","(2.9, 3.4, 3.345937161430119)","(15.0, 18.0, 17.642335766423358)","(15.0, 17.0, 16.658730158730158)","(17.0, 19.5, 19.558823529411764)","(12.0, 13.5, 13.4989837398374)","(10.0, 11.5, 11.328840970350404)","(16.0, 18.5, 18.244274809160306)","(21.0, 27.0, 26.655172413793103)"
07-01-2023 15:38:40.398912,"(5.5, 6.0, 5.9802816901408455)","(8.0, 9.6, 9.44)","(2.9, 3.35, 3.264467005076142)","(15.0, 18.0, 17.7183908045977)","(15.0, 17.0, 16.72258064516129)","(17.0, 20.0, 19.55)","(12.0, 13.5, 13.563829787234043)","(10.0, 11.5, 11.346813725490197)","(16.0, 18.5, 18.283870967741937)","(21.0, 27.0, 26.807692307692307)"
07-01-2023 15:38:42.545516,"(5.5, 6.2, 6.061271676300578)","(8.0, 9.6, 9.415384615384616)","(2.9, 3.4, 3.2895833333333333)","(15.0, 18.0, 17.708333333333332)","(15.0, 17.0, 16.70344827586207)","(17.0, 20.0, 19.714285714285715)","(12.0, 14.0, 13.63716814159292)","(10.0, 11.5, 11.346813725490197)","(16.0, 18.5, 18.28)","(21.0, 27.0, 26.6875)"
