,Goldstar Gigi,Laredo Jewel,Epic Blossom,Homebush Thaw,Rosehip,Mighty Mccook,Mustang Megan,Sugar Time
12-01-2023 17:35:33.827659,"(2.3, 3.7, 3.537777777777778)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 5.4111111111111105)","(13.0, 27.0, 16.333333333333332)","(16.0, 120.0, 72.95454545454545)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:34.902519,"(2.3, 3.7, 3.537777777777778)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 5.4111111111111105)","(13.0, 27.0, 16.333333333333332)","(16.0, 120.0, 72.95454545454545)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:35.923225,"(2.3, 3.7, 3.537777777777778)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 5.4111111111111105)","(13.0, 27.0, 16.333333333333332)","(16.0, 120.0, 72.95454545454545)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:36.991226,"(2.3, 3.7, 3.537777777777778)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 5.4111111111111105)","(13.0, 27.0, 16.333333333333332)","(16.0, 120.0, 72.95454545454545)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:38.054604,"(2.3, 3.7, 3.537777777777778)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 5.4111111111111105)","(13.0, 27.0, 16.333333333333332)","(16.0, 120.0, 72.95454545454545)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:39.217628,"(2.3, 3.7, 3.537777777777778)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.825)","(13.0, 27.0, 16.333333333333332)","(16.0, 120.0, 72.95454545454545)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:40.270390,"(2.3, 3.7, 3.325)","(5.0, 13.5, 12.94375)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.825)","(13.0, 27.0, 16.333333333333332)","(16.0, 120.0, 72.95454545454545)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:41.309947,"(2.3, 3.7, 3.325)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.825)","(13.0, 27.0, 16.333333333333332)","(16.0, 120.0, 72.95454545454545)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:42.303153,"(2.3, 3.7, 3.325)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.825)","(13.0, 27.0, 16.333333333333332)","(16.0, 120.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:43.497720,"(2.3, 3.7, 3.325)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.825)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:44.605312,"(2.3, 3.7, 3.325)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.825)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:45.739320,"(2.3, 3.7, 3.325)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:46.780177,"(2.3, 3.7, 3.488571428571429)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:47.842878,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:48.868412,"(2.3, 3.7, 3.315584415584416)","(5.0, 13.5, 10.7)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:49.834027,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 12.94375)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:50.780437,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 12.94375)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:51.835457,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 10.733333333333334)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:52.829299,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 10.733333333333334)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:53.859666,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 10.733333333333334)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:54.930906,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 10.733333333333334)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:56.038939,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 10.733333333333334)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:57.191271,"(2.3, 3.7, 3.315584415584416)","(5.0, 13.5, 10.733333333333334)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:58.259363,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 10.733333333333334)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:35:59.324252,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 10.733333333333334)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:00.590420,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 10.733333333333334)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:01.772565,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 10.733333333333334)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:02.911582,"(2.3, 3.7, 3.538125)","(5.0, 13.5, 10.733333333333334)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:04.046084,"(2.3, 3.7, 3.1322222222222225)","(5.0, 14.0, 9.600000000000001)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:05.120575,"(2.3, 3.7, 2.7580645161290325)","(5.0, 14.0, 9.600000000000001)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:06.230989,"(2.3, 3.7, 3.1322222222222225)","(5.0, 14.0, 9.600000000000001)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:07.355521,"(2.3, 3.7, 3.1322222222222225)","(5.0, 14.0, 9.600000000000001)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:08.462609,"(2.3, 3.7, 3.1322222222222225)","(5.0, 14.0, 9.600000000000001)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:09.602643,"(2.3, 3.7, 3.1322222222222225)","(5.0, 14.0, 9.600000000000001)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:10.754314,"(2.3, 3.7, 3.1322222222222225)","(5.0, 14.0, 9.600000000000001)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:11.841198,"(2.3, 3.7, 3.1322222222222225)","(5.0, 14.0, 9.600000000000001)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:12.966777,"(2.3, 3.7, 2.7580645161290325)","(5.0, 14.0, 9.600000000000001)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:14.264711,"(2.3, 3.7, 2.7580645161290325)","(5.0, 14.0, 13.351724137931035)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:15.347539,"(2.3, 3.7, 3.1322222222222225)","(5.0, 14.0, 13.351724137931035)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:16.449377,"(2.3, 3.7, 3.1322222222222225)","(5.0, 14.0, 11.933333333333334)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:17.593375,"(2.3, 3.7, 3.4347368421052633)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:18.693902,"(2.3, 3.7, 3.4347368421052633)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:19.786668,"(2.3, 3.7, 3.4347368421052633)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:20.883247,"(2.3, 3.7, 3.4347368421052633)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:22.051102,"(2.3, 3.7, 3.135294117647059)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:23.207731,"(2.3, 3.7, 3.4347368421052633)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:24.265735,"(2.3, 3.7, 3.4347368421052633)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:25.335265,"(2.3, 3.7, 3.4347368421052633)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:26.527403,"(2.3, 3.7, 3.4347368421052633)","(5.0, 14.0, 12.16)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:27.661493,"(2.3, 3.7, 3.4347368421052633)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:28.875373,"(2.3, 3.7, 3.4347368421052633)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:30.074381,"(2.3, 3.7, 3.135294117647059)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:31.198621,"(2.3, 3.7, 3.4347368421052633)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:32.306336,"(2.3, 3.7, 3.028)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 72.6)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:33.378736,"(2.3, 3.7, 3.325)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 110.0, 68.83333333333333)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:34.486397,"(2.3, 3.7, 3.325)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 95.0, 68.83333333333333)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:35.662822,"(2.3, 3.7, 3.325)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 95.0, 68.83333333333333)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:36.790468,"(2.3, 3.7, 3.325)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 95.0, 68.83333333333333)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:37.897358,"(2.3, 3.7, 3.325)","(5.0, 14.0, 11.725)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 95.0, 68.83333333333333)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:38.976410,"(2.3, 3.7, 3.2225806451612904)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 95.0, 68.83333333333333)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:40.058560,"(2.3, 3.7, 3.488571428571429)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 95.0, 68.83333333333333)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:41.145118,"(2.3, 3.7, 3.3214814814814817)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 95.0, 68.83333333333333)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:42.227904,"(2.3, 3.7, 3.3214814814814817)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 95.0, 68.83333333333333)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:43.235947,"(2.3, 3.7, 3.3214814814814817)","(5.0, 14.0, 9.649999999999999)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 95.0, 68.83333333333333)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:44.347061,"(2.3, 3.7, 3.3214814814814817)","(5.0, 13.5, 10.766666666666666)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:45.449562,"(2.3, 3.7, 3.3214814814814817)","(5.0, 13.5, 10.766666666666666)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:46.591086,"(2.3, 3.7, 2.97)","(5.0, 13.5, 10.766666666666666)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:47.705878,"(2.3, 3.7, 3.3214814814814817)","(5.0, 13.5, 11.759999999999998)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:48.826590,"(2.3, 3.7, 3.3214814814814817)","(5.0, 13.5, 10.8)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:49.957563,"(2.3, 3.7, 3.3214814814814817)","(5.0, 13.5, 10.8)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:51.066017,"(2.3, 3.7, 3.3214814814814817)","(5.0, 13.5, 10.8)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:52.204870,"(2.3, 3.7, 3.3214814814814817)","(5.0, 13.5, 10.8)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:53.417184,"(2.3, 3.7, 3.3214814814814817)","(5.0, 13.5, 10.8)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:54.549607,"(2.3, 3.7, 3.3214814814814817)","(5.0, 13.5, 10.8)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:55.610884,"(2.3, 3.7, 3.49)","(5.0, 13.5, 10.8)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:56.697786,"(2.3, 3.7, 3.49)","(5.0, 13.5, 10.8)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:57.742617,"(2.3, 3.7, 3.49)","(5.0, 13.5, 10.8)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:36:58.901769,"(2.3, 3.7, 3.49)","(5.0, 13.5, 10.8)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:00.005803,"(2.3, 3.7, 3.49)","(5.0, 13.5, 10.8)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 16.333333333333332)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:01.071532,"(2.3, 3.7, 3.49)","(5.0, 13.5, 10.8)","(14.0, 30.0, 18.666666666666668)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 22.428571428571427)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:02.099026,"(2.3, 3.7, 3.2278688524590162)","(5.0, 13.5, 12.709090909090909)","(14.0, 30.0, 25.625)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 22.428571428571427)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:03.280169,"(2.3, 3.7, 3.49)","(5.0, 13.5, 10.633333333333333)","(14.0, 30.0, 25.625)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 22.428571428571427)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
