,Disputed River,Mr Im A Believer,Winds Of March,Go Woody,Italian Award,Kokonotsu,Jenni Of Avalon,La Sarthe,Ocherous
04-01-2023 12:25:32.319617,"(3.9, 5.0, 4.927586206896552)","(1.9, 2.12, 2.1164601769911506)","(19.0, 30.0, 26.153846153846153)","(7.5, 11.5, 10.5)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.961904761904762)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 58.18181818181819)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:33.419323,"(3.9, 5.0, 4.927586206896552)","(1.9, 2.12, 2.1164601769911506)","(19.0, 30.0, 26.153846153846153)","(7.5, 11.5, 10.5)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.961904761904762)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 58.18181818181819)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:34.518585,"(3.9, 5.0, 4.927586206896552)","(1.9, 2.12, 2.1164601769911506)","(19.0, 30.0, 26.153846153846153)","(7.5, 11.5, 10.5)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.961904761904762)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 58.18181818181819)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:35.558250,"(3.9, 5.0, 4.927586206896552)","(1.9, 2.12, 2.1178846153846154)","(19.0, 30.0, 26.153846153846153)","(7.5, 11.5, 10.5)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.961904761904762)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 58.18181818181819)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:36.700438,"(3.9, 5.0, 4.927586206896552)","(1.9, 2.12, 2.1178846153846154)","(19.0, 30.0, 26.153846153846153)","(7.5, 11.5, 10.5)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.961904761904762)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 58.18181818181819)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:37.810957,"(3.9, 5.0, 4.927586206896552)","(1.9, 2.12, 2.1178846153846154)","(19.0, 30.0, 26.153846153846153)","(7.5, 11.5, 10.5)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.961904761904762)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 58.18181818181819)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:38.918197,"(3.9, 5.0, 4.894117647058824)","(1.9, 2.12, 2.1178846153846154)","(19.0, 30.0, 26.153846153846153)","(7.5, 11.5, 10.700000000000001)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.961904761904762)","(21.0, 32.0, 29.764705882352942)","(26.0, 75.0, 58.18181818181819)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:40.093477,"(3.9, 4.9, 4.888571428571429)","(1.9, 2.14, 2.131794871794872)","(19.0, 30.0, 26.153846153846153)","(7.5, 11.5, 10.542857142857143)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.961904761904762)","(21.0, 30.0, 30.06896551724138)","(26.0, 75.0, 58.18181818181819)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:41.460146,"(3.9, 4.9, 4.888571428571429)","(1.9, 2.14, 2.1335135135135137)","(19.0, 30.0, 25.3125)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.961904761904762)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:42.680789,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.14, 2.135443037974684)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.961904761904762)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:43.846401,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.14, 2.135443037974684)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.961904761904762)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:45.253229,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.14, 2.1341463414634148)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.961904761904762)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:46.557195,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.14, 2.131794871794872)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.96923076923077)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:47.691525,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.14, 2.131794871794872)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.96923076923077)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:48.815779,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.14, 2.1331428571428575)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.96923076923077)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:49.955914,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.14, 2.1331428571428575)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.96923076923077)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:51.037128,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.14, 2.1331428571428575)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.96923076923077)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:52.095698,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.14, 2.1335135135135137)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.96923076923077)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:53.166087,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.14, 2.1335135135135137)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.96923076923077)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:54.256691,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.16, 2.1507692307692308)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.89090909090909)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:55.411572,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.16, 2.147777777777778)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.89090909090909)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:56.528584,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.16, 2.147777777777778)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.89090909090909)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:57.672166,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.16, 2.147777777777778)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.89090909090909)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:58.816479,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.16, 2.147777777777778)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.89090909090909)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:25:59.995341,"(3.9, 5.0, 4.926027397260274)","(1.9, 2.16, 2.147777777777778)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.89090909090909)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:26:01.171801,"(3.9, 5.1, 4.941758241758242)","(1.9, 2.16, 2.1564227642276426)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.89090909090909)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:26:02.354948,"(3.9, 5.0, 4.955813953488372)","(1.9, 2.16, 2.1564227642276426)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.384615384615385)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.89090909090909)","(21.0, 32.0, 30.06896551724138)","(26.0, 75.0, 59.09090909090909)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:26:03.537402,"(3.9, 5.0, 4.94812030075188)","(1.9, 2.16, 2.1564227642276426)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.555555555555555)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.879999999999999)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 63.333333333333336)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:26:04.639107,"(3.9, 5.0, 4.942647058823529)","(1.9, 2.16, 2.1564227642276426)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.555555555555555)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.0, 8.775)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 63.333333333333336)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:26:05.829140,"(3.9, 5.0, 4.942647058823529)","(1.9, 2.16, 2.1564227642276426)","(19.0, 30.0, 26.25)","(7.5, 11.0, 10.555555555555555)","(51.0, 280.0, 149.56521739130434)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:26:07.051982,"(3.9, 4.9, 4.884873949579832)","(1.9, 2.18, 2.164047619047619)","(19.0, 30.0, 26.25)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 149.56521739130434)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:26:08.256076,"(3.9, 4.9, 4.878861788617886)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.25)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 149.56521739130434)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:26:09.493444,"(3.9, 4.9, 4.878861788617886)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.25)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 149.56521739130434)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:26:10.708148,"(3.9, 4.9, 4.881159420289856)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.25)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 149.56521739130434)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 206.66666666666669)"
04-01-2023 12:26:11.882916,"(3.9, 4.9, 4.881159420289856)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.25)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 149.56521739130434)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 193.33333333333331)"
04-01-2023 12:26:13.025831,"(3.9, 4.9, 4.881159420289856)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.25)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 149.56521739130434)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:14.157374,"(3.9, 4.9, 4.881159420289856)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 149.56521739130434)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:15.233398,"(3.9, 4.9, 4.881159420289856)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:16.363492,"(3.9, 4.9, 4.881159420289856)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:17.487374,"(3.9, 4.9, 4.881159420289856)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:18.609040,"(3.9, 4.9, 4.881159420289856)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:19.703781,"(3.9, 4.9, 4.883544303797469)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:20.811026,"(3.9, 4.9, 4.883544303797469)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:21.869424,"(3.9, 4.9, 4.883544303797469)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:22.958227,"(3.9, 4.9, 4.883544303797469)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 57.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:24.014993,"(3.9, 4.9, 4.883544303797469)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 62.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:25.092563,"(3.9, 4.9, 4.883544303797469)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 62.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:26.202621,"(3.9, 4.9, 4.883544303797469)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.555555555555555)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 62.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:27.380174,"(3.9, 4.9, 4.883544303797469)","(1.9, 2.18, 2.1660176991150446)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.333333333333334)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 8.790909090909091)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 62.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:28.520451,"(3.9, 4.9, 4.883544303797469)","(1.9, 2.18, 2.1658928571428575)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.333333333333334)","(51.0, 280.0, 164.21052631578948)","(6.5, 8.8, 9.130434782608695)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 62.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:29.680345,"(3.9, 4.9, 4.883544303797469)","(1.9, 2.18, 2.165570776255708)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.333333333333334)","(51.0, 280.0, 164.21052631578948)","(6.5, 9.2, 9.130434782608695)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 62.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:30.880493,"(3.9, 4.9, 4.883544303797469)","(1.9, 2.18, 2.1725773195876292)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.333333333333334)","(51.0, 280.0, 164.21052631578948)","(6.5, 9.2, 9.130434782608695)","(21.0, 32.0, 29.925925925925927)","(26.0, 75.0, 62.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:32.043565,"(3.9, 4.9, 4.883544303797469)","(1.9, 2.18, 2.1725773195876292)","(19.0, 30.0, 26.275862068965516)","(7.0, 11.0, 10.333333333333334)","(51.0, 280.0, 164.21052631578948)","(6.5, 9.2, 9.145454545454545)","(21.0, 32.0, 30.03921568627451)","(26.0, 75.0, 62.5)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:33.274601,"(3.9, 4.9, 4.8746987951807235)","(1.9, 2.18, 2.1725773195876292)","(19.0, 30.0, 27.0)","(7.0, 11.0, 10.235294117647058)","(51.0, 280.0, 164.21052631578948)","(6.5, 9.2, 9.161904761904761)","(21.0, 32.0, 30.03921568627451)","(26.0, 75.0, 59.6875)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:34.486159,"(3.9, 4.9, 4.894915254237288)","(1.9, 2.18, 2.169530201342282)","(19.0, 29.0, 27.0)","(7.0, 11.0, 10.235294117647058)","(51.0, 280.0, 164.21052631578948)","(6.5, 9.2, 9.161904761904761)","(21.0, 32.0, 30.03921568627451)","(26.0, 75.0, 59.6875)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:35.718952,"(3.9, 4.9, 4.896)","(1.9, 2.18, 2.169530201342282)","(19.0, 29.0, 26.666666666666668)","(7.0, 11.0, 10.235294117647058)","(51.0, 280.0, 164.21052631578948)","(6.5, 9.2, 9.161904761904761)","(21.0, 32.0, 30.03921568627451)","(26.0, 75.0, 59.6875)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:36.922466,"(3.9, 4.9, 4.896)","(1.9, 2.18, 2.169530201342282)","(19.0, 28.0, 26.666666666666668)","(7.0, 11.0, 10.235294117647058)","(51.0, 280.0, 164.21052631578948)","(6.5, 9.2, 9.161904761904761)","(21.0, 32.0, 30.03921568627451)","(26.0, 75.0, 59.6875)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:38.114994,"(3.9, 4.9, 4.896)","(1.9, 2.18, 2.169530201342282)","(19.0, 28.0, 26.666666666666668)","(7.0, 11.0, 10.235294117647058)","(51.0, 280.0, 164.21052631578948)","(6.5, 9.2, 9.161904761904761)","(21.0, 32.0, 30.03921568627451)","(26.0, 75.0, 59.6875)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:39.271200,"(3.9, 4.9, 4.896)","(1.9, 2.18, 2.169530201342282)","(19.0, 28.0, 26.666666666666668)","(7.0, 11.0, 10.235294117647058)","(51.0, 280.0, 164.21052631578948)","(6.5, 9.2, 9.161904761904761)","(21.0, 32.0, 30.03921568627451)","(26.0, 75.0, 59.6875)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:40.422871,"(3.9, 4.9, 4.895953757225434)","(1.9, 2.18, 2.169530201342282)","(19.0, 28.0, 26.666666666666668)","(7.0, 11.0, 10.235294117647058)","(51.0, 280.0, 164.21052631578948)","(6.5, 9.2, 9.161904761904761)","(21.0, 32.0, 30.03921568627451)","(26.0, 75.0, 59.6875)","(91.0, 360.0, 213.33333333333331)"
04-01-2023 12:26:41.570662,"(3.9, 4.9, 4.895953757225434)","(1.9, 2.18, 2.169530201342282)","(19.0, 28.0, 26.4)","(7.0, 11.0, 10.22857142857143)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.2, 9.117948717948718)","(21.0, 32.0, 29.846153846153847)","(26.0, 75.0, 60.0)","(91.0, 360.0, 171.42857142857142)"
04-01-2023 12:26:42.686186,"(3.9, 4.9, 4.895705521472393)","(1.9, 2.2, 2.185205479452055)","(19.0, 28.0, 26.285714285714285)","(7.0, 11.0, 10.431578947368422)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.2, 9.117948717948718)","(21.0, 32.0, 29.846153846153847)","(26.0, 75.0, 60.0)","(91.0, 360.0, 171.42857142857142)"
04-01-2023 12:26:43.862848,"(3.9, 4.9, 4.896410256410257)","(1.9, 2.18, 2.1757723577235772)","(19.0, 27.0, 25.857142857142858)","(7.0, 11.0, 10.431578947368422)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.2, 9.117948717948718)","(21.0, 32.0, 29.846153846153847)","(26.0, 75.0, 60.0)","(91.0, 360.0, 171.42857142857142)"
04-01-2023 12:26:44.983230,"(3.9, 4.9, 4.896410256410257)","(1.9, 2.18, 2.1757723577235772)","(19.0, 27.0, 25.5)","(7.0, 11.0, 10.431578947368422)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.2, 9.117948717948718)","(21.0, 32.0, 29.846153846153847)","(26.0, 75.0, 51.666666666666664)","(91.0, 360.0, 171.42857142857142)"
04-01-2023 12:26:46.116260,"(3.9, 4.9, 4.896410256410257)","(1.9, 2.18, 2.1757723577235772)","(19.0, 26.0, 25.5)","(7.0, 11.0, 10.431578947368422)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.2, 9.117948717948718)","(21.0, 32.0, 29.846153846153847)","(26.0, 75.0, 51.666666666666664)","(91.0, 360.0, 171.42857142857142)"
04-01-2023 12:26:47.221758,"(3.9, 4.9, 4.896410256410257)","(1.9, 2.18, 2.1757723577235772)","(19.0, 26.0, 25.5)","(7.0, 11.0, 10.431578947368422)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.2, 9.117948717948718)","(21.0, 32.0, 29.846153846153847)","(26.0, 75.0, 51.666666666666664)","(91.0, 360.0, 171.42857142857142)"
04-01-2023 12:26:48.331316,"(3.9, 4.9, 4.896410256410257)","(1.9, 2.18, 2.1757723577235772)","(19.0, 26.0, 25.5)","(7.0, 11.0, 10.431578947368422)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.2, 9.117948717948718)","(21.0, 32.0, 29.846153846153847)","(26.0, 75.0, 51.666666666666664)","(91.0, 360.0, 171.42857142857142)"
04-01-2023 12:26:49.428037,"(3.9, 4.9, 4.896410256410257)","(1.9, 2.18, 2.1757723577235772)","(19.0, 26.0, 25.5)","(7.0, 11.0, 10.431578947368422)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.2, 9.117948717948718)","(21.0, 32.0, 29.846153846153847)","(26.0, 75.0, 51.666666666666664)","(91.0, 360.0, 171.42857142857142)"
04-01-2023 12:26:50.557840,"(3.9, 4.9, 4.896410256410257)","(1.9, 2.18, 2.1757723577235772)","(19.0, 26.0, 25.5)","(7.0, 11.0, 10.431578947368422)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.2, 9.117948717948718)","(21.0, 32.0, 29.846153846153847)","(26.0, 75.0, 51.666666666666664)","(91.0, 360.0, 171.42857142857142)"
04-01-2023 12:26:51.740023,"(3.9, 4.9, 4.896410256410257)","(1.9, 2.18, 2.1757723577235772)","(19.0, 26.0, 25.5)","(7.0, 11.0, 10.431578947368422)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.2, 9.117948717948718)","(21.0, 32.0, 29.846153846153847)","(26.0, 75.0, 51.666666666666664)","(91.0, 360.0, 171.42857142857142)"
04-01-2023 12:26:52.855815,"(3.9, 4.9, 4.896410256410257)","(1.9, 2.18, 2.1757723577235772)","(19.0, 26.0, 25.5)","(7.0, 11.0, 10.321739130434782)","(51.0, 280.0, 149.56521739130434)","(6.5, 9.2, 9.117948717948718)","(21.0, 32.0, 29.846153846153847)","(26.0, 75.0, 51.666666666666664)","(91.0, 360.0, 171.42857142857142)"
