,Gee Gee True Story,Square Donut,Laylow Pluck,Wanes Quest,Lady Joker,Hot Wired,The Master Speed,Belmista,Zeva Royale
14-12-2022 19:17:17.389536,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.6)","(2.45, 2.78, 2.684)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.999999999999999)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:18.505997,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.6)","(2.45, 2.78, 2.684)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.999999999999999)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:19.698998,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.6)","(2.45, 2.78, 2.684)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.999999999999999)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:20.799349,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.6)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.999999999999999)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:21.982268,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.6)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.999999999999999)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:23.113753,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.6)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.999999999999999)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:24.228042,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.6)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.999999999999999)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:25.351197,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.6)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.999999999999999)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:26.526953,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.6)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.999999999999999)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:27.649300,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.6)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.999999999999999)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:28.777829,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.48)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.999999999999999)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:29.909656,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.48)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.999999999999999)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:31.037389,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.48)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.8999999999999995)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 17.0)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:32.162885,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.48)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.8999999999999995)","(9.0, 14.0, 13.2)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 17.0)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:33.390812,"(9.0, 19.0, 18.0)","(6.5, 9.2, 8.48)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.2, 7.723076923076923)","(9.0, 14.0, 13.846153846153847)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.5, 16.333333333333332)","(12.0, 19.0, 18.357142857142858)"
14-12-2022 19:17:34.641610,"(9.0, 19.0, 18.88888888888889)","(6.5, 9.2, 9.11)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.0, 7.723076923076923)","(9.0, 14.0, 13.846153846153847)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.0, 16.333333333333332)","(12.0, 18.5, 18.357142857142858)"
14-12-2022 19:17:35.854571,"(9.0, 19.0, 18.88888888888889)","(6.5, 9.2, 9.11)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.0, 7.723076923076923)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.0, 16.333333333333332)","(12.0, 18.5, 18.357142857142858)"
14-12-2022 19:17:37.117207,"(9.0, 19.0, 18.88888888888889)","(6.5, 9.2, 9.11)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.0, 7.723076923076923)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.951219512195122)","(10.0, 17.0, 16.333333333333332)","(12.0, 18.5, 18.357142857142858)"
14-12-2022 19:17:38.374698,"(9.0, 19.0, 18.88888888888889)","(6.5, 9.2, 9.114285714285714)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.0, 7.723076923076923)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.842105263157894)","(10.0, 17.0, 16.333333333333332)","(12.0, 18.5, 18.357142857142858)"
14-12-2022 19:17:39.670787,"(9.0, 19.0, 18.88888888888889)","(6.5, 9.2, 9.114285714285714)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.0, 7.723076923076923)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.703703703703704)","(10.0, 17.0, 14.25)","(12.0, 18.5, 18.357142857142858)"
14-12-2022 19:17:40.960078,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.7)","(2.45, 2.78, 2.69)","(8.5, 13.5, 13.0)","(7.0, 8.0, 7.723076923076923)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.703703703703704)","(10.0, 16.0, 14.25)","(12.0, 18.5, 18.357142857142858)"
14-12-2022 19:17:42.261492,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.78, 2.7266666666666666)","(8.5, 13.5, 12.5)","(7.0, 8.0, 7.723076923076923)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.714285714285714)","(10.0, 16.0, 14.5)","(12.0, 18.5, 18.90909090909091)"
14-12-2022 19:17:43.580770,"(9.0, 19.0, 18.25)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.0, 7.937931034482759)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.714285714285714)","(10.0, 16.0, 15.5)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:44.887457,"(9.0, 19.0, 18.25)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.0, 8.134693877551019)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.714285714285714)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:46.128412,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.563636363636363)","(2.45, 2.74, 2.7)","(8.5, 13.0, 12.5)","(7.0, 8.2, 8.134693877551019)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.714285714285714)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:47.410536,"(9.0, 19.0, 18.25)","(6.5, 9.2, 8.085714285714285)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.2, 8.134693877551019)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.714285714285714)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:48.578660,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.085714285714285)","(2.45, 2.74, 2.707692307692308)","(8.5, 13.0, 12.5)","(7.0, 8.2, 8.134693877551019)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.714285714285714)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:49.810206,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.085714285714285)","(2.45, 2.74, 2.7)","(8.5, 13.0, 12.5)","(7.0, 8.2, 8.134693877551019)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.714285714285714)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:51.003726,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.085714285714285)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.2, 8.134693877551019)","(9.0, 14.0, 13.7)","(14.0, 16.0, 15.714285714285714)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:52.210768,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.085714285714285)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.2, 8.134693877551019)","(9.0, 14.0, 12.9)","(14.0, 16.0, 15.714285714285714)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:53.443773,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.085714285714285)","(2.45, 2.74, 2.7)","(8.5, 13.0, 12.5)","(7.0, 8.2, 8.134693877551019)","(9.0, 13.0, 12.9)","(14.0, 16.0, 15.92)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:54.660834,"(9.0, 19.0, 18.25)","(6.5, 9.2, 8.085714285714285)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.4, 8.118918918918919)","(9.0, 13.5, 12.58)","(14.0, 16.5, 16.428571428571427)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:55.851037,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.242105263157894)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.4, 8.118918918918919)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:57.056335,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.563636363636363)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.4, 8.118918918918919)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:58.274559,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.4, 8.118918918918919)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:17:59.539920,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.4, 8.118918918918919)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:00.749852,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.4, 8.118918918918919)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.833333333333334)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:01.911349,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.4, 8.118918918918919)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 15.25)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:03.133713,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.4, 8.118918918918919)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:04.294944,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.4, 8.118918918918919)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:05.488904,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 8.4, 9.114285714285714)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:06.700448,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 9.2, 9.114285714285714)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:07.874343,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 9.2, 9.114285714285714)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:09.080507,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 9.2, 9.114285714285714)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:10.270923,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 9.2, 9.114285714285714)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:11.492479,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 9.2, 9.114285714285714)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:12.707729,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 9.2, 9.114285714285714)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:13.916310,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 9.2, 9.114285714285714)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:15.108468,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.2, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 9.2, 9.114285714285714)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:16.332357,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.0, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.5)","(7.0, 9.2, 9.114285714285714)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:17.593719,"(9.0, 19.0, 18.333333333333332)","(6.5, 9.0, 8.2)","(2.45, 2.74, 2.68)","(8.5, 13.0, 12.75)","(7.0, 9.2, 9.114285714285714)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:18.839081,"(9.0, 19.0, 18.25)","(6.5, 9.0, 8.04)","(2.45, 2.74, 2.7334545454545456)","(8.5, 13.0, 12.75)","(7.0, 9.2, 9.114285714285714)","(9.0, 13.5, 12.58)","(14.0, 17.0, 16.428571428571427)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:20.069855,"(9.0, 19.0, 18.25)","(6.5, 9.0, 8.04)","(2.45, 2.74, 2.7334545454545456)","(8.5, 13.0, 12.75)","(7.0, 9.2, 9.114285714285714)","(9.0, 13.5, 10.75)","(14.0, 17.0, 16.28125)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:21.271202,"(9.0, 19.0, 18.25)","(6.5, 8.8, 8.2)","(2.45, 2.74, 2.7334545454545456)","(8.5, 13.0, 12.75)","(7.0, 9.2, 9.0)","(9.0, 13.0, 10.333333333333334)","(14.0, 17.5, 16.28125)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:22.486908,"(9.0, 19.0, 18.25)","(6.5, 8.8, 8.2)","(2.45, 2.74, 2.7334545454545456)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.0)","(9.0, 13.0, 10.333333333333334)","(14.0, 17.5, 16.28125)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:23.697639,"(9.0, 19.0, 18.25)","(6.5, 8.8, 8.2)","(2.45, 2.74, 2.7334545454545456)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.0)","(9.0, 13.0, 10.333333333333334)","(14.0, 17.5, 16.28125)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:24.893791,"(9.0, 19.0, 18.25)","(6.5, 8.8, 8.2)","(2.45, 2.74, 2.7334545454545456)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.114285714285714)","(9.0, 13.0, 10.416666666666666)","(14.0, 17.5, 16.28125)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:26.113481,"(9.0, 19.0, 18.25)","(6.5, 8.8, 8.2)","(2.45, 2.74, 2.7025)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.114285714285714)","(9.0, 12.5, 10.416666666666666)","(14.0, 17.5, 16.28125)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:27.293804,"(9.0, 19.0, 18.25)","(6.5, 8.8, 8.2)","(2.45, 2.74, 2.718571428571429)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.114285714285714)","(9.0, 12.5, 10.416666666666666)","(14.0, 17.5, 16.28125)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:28.491652,"(9.0, 19.0, 18.25)","(6.5, 9.2, 8.639999999999999)","(2.45, 2.74, 2.718571428571429)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.0)","(9.0, 12.5, 10.666666666666666)","(14.0, 17.5, 16.28125)","(10.0, 16.0, 14.75)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:29.748511,"(9.0, 19.0, 18.25)","(6.5, 11.5, 10.883333333333333)","(2.45, 2.74, 2.718571428571429)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.0)","(9.0, 12.0, 10.666666666666666)","(14.0, 17.5, 16.28125)","(10.0, 16.0, 13.5)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:30.911849,"(9.0, 19.0, 18.25)","(6.5, 11.5, 10.883333333333333)","(2.45, 2.74, 2.718571428571429)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.0)","(9.0, 12.0, 10.666666666666666)","(14.0, 17.5, 16.28125)","(10.0, 14.5, 13.5)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:32.099855,"(9.0, 19.0, 18.25)","(6.5, 10.5, 10.254545454545454)","(2.45, 2.74, 2.718571428571429)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.0)","(9.0, 12.0, 10.666666666666666)","(14.0, 17.5, 16.28125)","(10.0, 16.0, 15.428571428571429)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:33.277387,"(9.0, 19.0, 18.25)","(6.5, 10.5, 9.666666666666666)","(2.45, 2.74, 2.718571428571429)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.0)","(9.0, 12.0, 10.666666666666666)","(14.0, 17.5, 16.28125)","(10.0, 16.0, 15.428571428571429)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:34.480953,"(9.0, 19.0, 18.25)","(6.5, 10.5, 9.666666666666666)","(2.45, 2.74, 2.7334545454545456)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.0)","(9.0, 12.0, 10.666666666666666)","(14.0, 17.5, 16.28125)","(10.0, 16.0, 14.25)","(12.0, 19.0, 18.90909090909091)"
14-12-2022 19:18:35.732631,"(9.0, 19.0, 18.25)","(6.5, 10.5, 9.666666666666666)","(2.45, 2.74, 2.7334545454545456)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.0)","(9.0, 12.0, 10.666666666666666)","(14.0, 17.5, 17.11764705882353)","(10.0, 16.0, 14.25)","(12.0, 19.0, 17.666666666666668)"
14-12-2022 19:18:36.963121,"(9.0, 19.0, 18.25)","(6.5, 10.5, 9.666666666666666)","(2.45, 2.74, 2.7334545454545456)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.0)","(9.0, 12.0, 10.666666666666666)","(14.0, 17.5, 17.11764705882353)","(10.0, 16.0, 14.25)","(12.0, 19.0, 17.666666666666668)"
14-12-2022 19:18:38.203126,"(9.0, 19.0, 18.25)","(6.5, 10.5, 9.666666666666666)","(2.45, 2.74, 2.7334545454545456)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.0)","(9.0, 12.0, 10.666666666666666)","(14.0, 17.5, 17.11764705882353)","(10.0, 16.0, 13.0)","(12.0, 19.0, 17.666666666666668)"
14-12-2022 19:18:39.457135,"(9.0, 19.0, 18.25)","(6.5, 10.5, 9.666666666666666)","(2.45, 2.74, 2.7025)","(8.5, 13.0, 12.75)","(7.0, 9.4, 9.0)","(9.0, 12.0, 10.333333333333334)","(14.0, 17.5, 15.642857142857142)","(10.0, 16.0, 13.0)","(12.0, 19.0, 17.666666666666668)"
14-12-2022 19:18:40.662865,"(9.0, 19.0, 18.25)","(6.5, 10.5, 9.666666666666666)","(2.45, 2.74, 2.7025)","(8.5, 13.0, 12.166666666666666)","(7.0, 9.4, 9.0)","(9.0, 13.0, 10.333333333333334)","(14.0, 17.5, 15.642857142857142)","(10.0, 15.0, 13.8)","(12.0, 19.0, 17.666666666666668)"
14-12-2022 19:18:41.959174,"(9.0, 19.0, 18.25)","(6.5, 10.5, 9.666666666666666)","(2.45, 2.82, 2.665)","(8.5, 13.0, 12.5)","(7.0, 9.4, 9.0)","(9.0, 13.0, 10.333333333333334)","(14.0, 17.5, 15.642857142857142)","(10.0, 15.0, 13.8)","(12.0, 19.0, 17.666666666666668)"
14-12-2022 19:18:43.255496,"(9.0, 19.0, 18.25)","(6.5, 10.5, 9.666666666666666)","(2.45, 2.8, 2.6563265306122448)","(8.5, 13.0, 12.5)","(7.0, 9.4, 9.0)","(9.0, 13.0, 10.333333333333334)","(14.0, 17.5, 15.642857142857142)","(10.0, 15.0, 13.8)","(12.0, 19.0, 17.666666666666668)"
14-12-2022 19:18:44.487508,"(9.0, 19.0, 18.25)","(6.5, 10.5, 10.05)","(2.45, 2.8, 2.6563265306122448)","(8.5, 13.0, 12.5)","(7.0, 9.4, 9.0)","(9.0, 13.0, 10.333333333333334)","(14.0, 17.5, 15.642857142857142)","(10.0, 15.0, 13.8)","(12.0, 19.0, 17.666666666666668)"
14-12-2022 19:18:45.767887,"(9.0, 19.0, 18.25)","(6.5, 8.8, 8.600000000000001)","(2.45, 2.8, 2.6563265306122448)","(8.5, 13.0, 12.5)","(7.0, 9.4, 9.0)","(9.0, 13.0, 10.333333333333334)","(14.0, 17.5, 15.642857142857142)","(10.0, 15.0, 13.8)","(12.0, 19.0, 17.666666666666668)"
14-12-2022 19:18:47.000859,"(9.0, 19.0, 18.25)","(6.5, 8.8, 8.633333333333335)","(2.45, 2.8, 2.6563265306122448)","(8.5, 13.0, 12.5)","(7.0, 9.4, 9.08)","(9.0, 13.0, 10.333333333333334)","(14.0, 17.5, 15.642857142857142)","(10.0, 15.0, 13.8)","(12.0, 19.0, 17.666666666666668)"
14-12-2022 19:18:48.250176,"(9.0, 19.0, 18.25)","(6.5, 8.8, 8.4)","(2.45, 2.8, 2.664615384615385)","(8.5, 13.0, 12.5)","(7.0, 9.4, 9.08)","(9.0, 13.0, 10.333333333333334)","(14.0, 17.5, 16.0)","(10.0, 15.0, 13.75)","(12.0, 19.0, 17.666666666666668)"
14-12-2022 19:18:49.533226,"(9.0, 19.0, 18.25)","(6.5, 8.8, 8.4)","(2.45, 2.8, 2.7175)","(8.5, 13.0, 12.5)","(7.0, 9.4, 9.08)","(9.0, 13.0, 10.333333333333334)","(14.0, 17.0, 16.0)","(10.0, 15.0, 13.75)","(12.0, 19.0, 17.666666666666668)"
