,Virage Volante,Wilcott,Tommy Throttle,Boundin Blue,Steel Harbour,Magic Burner,All About,Tyrion Lannister
07-01-2023 09:46:31.970211,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 21.1875)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:33.248490,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 21.1875)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:34.502700,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 21.1875)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:35.742087,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 21.1875)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:37.048538,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 21.1875)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:38.351689,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 21.1875)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:39.649565,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 21.1875)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:40.841498,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 21.1875)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:42.188859,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:43.585004,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:44.901234,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:46.271727,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:47.674027,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:49.022411,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:50.412609,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:51.807211,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:53.172774,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:54.494798,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:55.924005,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:57.321348,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:46:58.742282,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:00.173941,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:01.590489,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:02.946820,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:04.312416,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:05.579846,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:06.892255,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:08.191775,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:09.467724,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:10.838368,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:12.215256,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 24.0)","(12.0, 26.0, 23.1)","(10.0, 20.0, 17.625)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:13.552479,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 21.954545454545453)","(12.0, 26.0, 23.1)","(10.0, 20.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:14.866513,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 23.0, 21.625)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:16.164755,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 23.0, 21.625)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:17.427022,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 26.0, 24.833333333333336)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:18.744244,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 26.0, 24.833333333333336)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:20.049593,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 26.0, 24.833333333333336)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:21.461292,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 26.0, 24.833333333333336)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:22.816975,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 26.0, 24.833333333333336)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:24.055433,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 26.0, 27.583333333333336)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:25.367306,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 29.0, 27.583333333333336)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:26.692395,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 29.0, 27.583333333333336)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:28.025010,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 29.0, 27.583333333333336)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:29.452185,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 29.0, 27.583333333333336)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:30.780768,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 29.0, 27.583333333333336)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:32.082807,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 29.0, 26.235294117647058)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:33.437929,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 26.235294117647058)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:34.789091,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 26.235294117647058)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:36.089329,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 26.235294117647058)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:37.484950,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 26.235294117647058)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:38.866959,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 26.235294117647058)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:40.184370,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 26.235294117647058)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:41.588171,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 26.235294117647058)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:42.969407,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 26.235294117647058)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:44.358204,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 26.235294117647058)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:45.752805,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 26.235294117647058)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:47.182719,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 25.4)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:48.547429,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 22.545454545454547)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:49.920010,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 22.545454545454547)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:51.362513,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:52.717955,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:54.052593,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:55.423647,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:56.718353,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:57.965014,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:47:59.191117,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:00.489935,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:01.862697,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:03.382316,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:04.965415,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:06.441241,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:07.992986,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:09.433718,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:10.932002,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:12.277780,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:13.671909,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:14.995135,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:16.321162,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:17.715416,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:19.084945,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:20.357093,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 23.09090909090909)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:21.643988,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 23.09090909090909)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:22.939626,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 23.09090909090909)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:24.170543,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 23.09090909090909)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:25.489961,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 23.09090909090909)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:26.767972,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 25.5625)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:28.001356,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.8)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:29.301652,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.8)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:48:30.529146,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 9.4, 7.76)","(12.0, 34.0, 20.8)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
