,Blushed,Gee Gees Jennia,Silver Persuasion,Twee,Need A Flutter,Zeva Royale,Further North,Piiink Beauty
06-01-2023 14:57:57.538214,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.51)","(8.0, 10.0, 9.72)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.1)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:57:58.599983,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.51)","(8.0, 10.0, 9.72)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.1)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:57:59.712220,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.51)","(8.0, 10.0, 9.72)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.1)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:00.798158,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.51)","(8.0, 10.0, 9.72)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.1)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:01.831865,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.51)","(8.0, 9.8, 9.3)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.1)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:02.881938,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.51)","(8.0, 9.8, 9.3)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.1)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:03.946612,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.51)","(8.0, 9.8, 9.3)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.1)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:04.991631,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.51)","(8.0, 9.8, 9.3)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.1)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:06.064510,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.3)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.1)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:07.230259,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.366666666666667)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:08.355725,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:09.488624,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:10.648445,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:11.681805,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:12.764321,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:13.825528,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:14.851851,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:15.902704,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:16.872491,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:17.902618,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:18.899672,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:19.961197,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:21.456881,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:22.587220,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.1)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:23.743544,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:24.910648,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:25.953434,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:27.000356,"(7.0, 12.5, 11.2)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:28.093429,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:29.301614,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:30.321483,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:31.382810,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:32.429172,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:33.479744,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:34.479617,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:35.478459,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:36.537949,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:37.583823,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 4.985714285714286)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.62)","(41.0, 110.0, 74.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:38.623649,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.449999999999999)","(8.0, 9.8, 9.4)","(4.2, 5.5, 5.0)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:39.648177,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.42)","(8.0, 9.8, 9.4)","(4.2, 5.4, 5.0)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:40.704427,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.42)","(8.0, 9.8, 9.4)","(4.2, 5.4, 5.0)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:41.776730,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.42)","(8.0, 9.8, 9.4)","(4.2, 5.4, 5.0)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:42.981139,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.42)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:44.053336,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.42)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:45.119993,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.42)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:46.310086,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.42)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:47.623250,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.42)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:48.808091,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.42)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:50.012874,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.24)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:51.212349,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.24)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:52.430700,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:53.541752,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:54.591887,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.292307692307692)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:55.639435,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.292307692307692)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:57.104815,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.292307692307692)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:58.396644,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.292307692307692)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:58:59.569134,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:00.826237,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:02.220226,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:03.484806,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 81.2)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:04.642334,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:05.860775,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:07.125427,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.292307692307692)","(8.5, 13.0, 12.485714285714286)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:08.271376,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.292307692307692)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:09.454461,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.292307692307692)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:10.756700,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.075)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.292307692307692)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:11.984429,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.33)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.292307692307692)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:13.166444,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.33)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.292307692307692)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:14.325923,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.33)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.292307692307692)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:15.503596,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.33)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:16.641898,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.33)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:17.772861,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.33)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:18.911491,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.33)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:20.092437,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.33)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:21.158262,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.33)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:22.214738,"(7.0, 12.5, 11.575)","(4.6, 5.6, 4.970000000000001)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:23.349576,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.115384615384616)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:24.593818,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.115384615384616)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:25.742738,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.115384615384616)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:26.998283,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.115384615384616)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:28.106472,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.115384615384616)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:29.078422,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.115384615384616)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:30.182725,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.115384615384616)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:31.355760,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.115384615384616)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:32.507927,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.115384615384616)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:33.616114,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.115384615384616)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 90.0)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:34.762410,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.115384615384616)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 64.66666666666667)","(7.5, 9.4, 8.2)"
06-01-2023 14:59:35.907184,"(7.0, 12.5, 11.575)","(4.6, 5.6, 5.115384615384616)","(8.0, 9.8, 9.4)","(4.2, 5.4, 4.866666666666666)","(3.4, 4.6, 4.064285714285714)","(8.5, 13.0, 11.866666666666667)","(41.0, 110.0, 64.66666666666667)","(7.5, 9.4, 8.2)"
