,Dandelion,Tarzan Gunn,Starlight Nelly,Full Of Cheek,Shian Silva,Mandela,My Ninja,Sirius Lizzie
06-01-2023 14:24:21.389027,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 12.3)"
06-01-2023 14:24:22.742584,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 11.666666666666668)"
06-01-2023 14:24:24.102905,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 12.3)"
06-01-2023 14:24:25.500211,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 12.3)"
06-01-2023 14:24:26.871122,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 12.3)"
06-01-2023 14:24:28.277452,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 11.36)"
06-01-2023 14:24:29.720848,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 11.36)"
06-01-2023 14:24:31.168704,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 11.36)"
06-01-2023 14:24:32.682038,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 11.36)"
06-01-2023 14:24:34.197108,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 11.36)"
06-01-2023 14:24:35.530004,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 11.36)"
06-01-2023 14:24:36.948129,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 11.36)"
06-01-2023 14:24:38.335973,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 11.36)"
06-01-2023 14:24:39.670051,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 11.2)"
06-01-2023 14:24:40.993933,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 12.3)"
06-01-2023 14:24:42.359594,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 12.3)"
06-01-2023 14:24:43.750469,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 12.3)"
06-01-2023 14:24:45.089829,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.3, 4.58)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 14.0, 11.36)"
06-01-2023 14:24:46.441569,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 4.58)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 14.0, 12.25)"
06-01-2023 14:24:47.777964,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 4.58)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 14.0, 12.25)"
06-01-2023 14:24:49.195688,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 4.58)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 14.0, 12.25)"
06-01-2023 14:24:50.637993,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 4.58)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 14.0, 12.25)"
06-01-2023 14:24:52.068260,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 4.58)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 14.0, 12.25)"
06-01-2023 14:24:53.384588,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 4.58)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 58.69565217391304)","(7.0, 14.0, 12.25)"
06-01-2023 14:24:54.626252,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 4.58)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 58.69565217391304)","(7.0, 14.0, 12.25)"
06-01-2023 14:24:55.859973,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 4.58)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 58.69565217391304)","(7.0, 14.0, 12.25)"
06-01-2023 14:24:57.140360,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 4.58)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 58.69565217391304)","(7.0, 14.0, 12.25)"
06-01-2023 14:24:58.350984,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 4.58)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 58.69565217391304)","(7.0, 14.0, 12.25)"
06-01-2023 14:24:59.683900,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 4.58)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 58.69565217391304)","(7.0, 14.0, 12.25)"
06-01-2023 14:25:01.039446,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 4.58)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 58.69565217391304)","(7.0, 14.0, 12.25)"
06-01-2023 14:25:02.404303,"(4.6, 8.2, 5.152941176470588)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 58.69565217391304)","(7.0, 14.0, 12.25)"
06-01-2023 14:25:03.776567,"(4.6, 8.2, 5.152941176470588)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 14.0, 12.571428571428571)"
06-01-2023 14:25:05.162749,"(4.6, 8.2, 6.25)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.571428571428571)"
06-01-2023 14:25:06.556619,"(4.6, 8.2, 6.25)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.571428571428571)"
06-01-2023 14:25:07.945652,"(4.6, 8.2, 6.25)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.571428571428571)"
06-01-2023 14:25:09.294934,"(4.6, 8.2, 6.25)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.571428571428571)"
06-01-2023 14:25:10.618465,"(4.6, 8.2, 6.25)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.571428571428571)"
06-01-2023 14:25:11.744381,"(4.6, 8.2, 6.25)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.571428571428571)"
06-01-2023 14:25:13.039825,"(4.6, 8.2, 6.25)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.571428571428571)"
06-01-2023 14:25:14.289775,"(4.6, 8.2, 6.25)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.571428571428571)"
06-01-2023 14:25:15.635759,"(4.6, 8.2, 6.25)","(2.25, 3.45, 2.415)","(31.0, 200.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.571428571428571)"
06-01-2023 14:25:16.870652,"(4.6, 8.2, 6.25)","(2.25, 3.45, 2.415)","(31.0, 150.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.571428571428571)"
06-01-2023 14:25:18.535629,"(4.6, 8.2, 5.983333333333333)","(2.25, 3.45, 2.415)","(31.0, 150.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.571428571428571)"
06-01-2023 14:25:20.064638,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 150.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.571428571428571)"
06-01-2023 14:25:21.500119,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 150.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 13.147368421052631)"
06-01-2023 14:25:22.925446,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 150.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:24.364888,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 150.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:25.793383,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 150.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:27.166675,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 150.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:28.485240,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 150.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:29.790616,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 150.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:31.135470,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 150.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:32.463143,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 150.0, 129.83333333333334)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:33.800076,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 150.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:35.022163,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 200.0, 171.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:36.308450,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:37.624955,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:38.897114,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:40.222134,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:41.546731,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:42.902574,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:44.237764,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:45.534993,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:46.939579,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:48.464701,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:49.900673,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:51.285509,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:52.809968,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:54.351232,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:55.895413,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:57.296308,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:25:58.779933,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:26:00.431623,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:26:01.818895,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 200.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:26:03.186587,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:26:04.553903,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:26:05.922949,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:26:07.218202,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:26:08.494817,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:26:09.781204,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:26:11.126873,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:26:12.408854,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 163.16666666666666)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
06-01-2023 14:26:13.993080,"(4.6, 8.2, 5.235294117647058)","(2.25, 3.45, 2.415)","(31.0, 190.0, 104.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.3, 3.7)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 13.5, 12.777777777777779)"
