,Potato Cake,Eyes On Meg,Ryans Pick,Dennis Denuto,Londonderry Lady,Jax The Hunter,Malligan Bale,Blazing Infrared
16-12-2022 12:17:26.115997,"(7.5, 27.0, 25.375)","(1.9, 2.68, 2.1445454545454545)","(5.5, 9.8, 7.7)","(21.0, 55.0, 23.444444444444443)","(20.0, 55.0, 23.444444444444443)","(7.0, 12.0, 9.942857142857143)","(9.0, 19.5, 10.466666666666667)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:27.083228,"(7.5, 27.0, 25.375)","(1.9, 2.68, 2.1445454545454545)","(5.5, 9.8, 7.457142857142857)","(21.0, 55.0, 23.444444444444443)","(20.0, 55.0, 23.444444444444443)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:28.031750,"(7.5, 27.0, 25.375)","(1.9, 2.68, 2.11)","(5.5, 9.8, 7.457142857142857)","(21.0, 55.0, 23.444444444444443)","(20.0, 55.0, 23.444444444444443)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:29.062979,"(7.5, 27.0, 25.375)","(1.9, 2.68, 2.11)","(5.5, 9.8, 7.457142857142857)","(21.0, 55.0, 30.666666666666664)","(20.0, 55.0, 23.88888888888889)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:30.194404,"(7.5, 27.0, 25.375)","(1.9, 2.68, 2.11)","(5.5, 9.8, 7.4)","(21.0, 55.0, 23.88888888888889)","(20.0, 55.0, 23.88888888888889)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:31.216141,"(7.5, 27.0, 25.375)","(1.9, 2.68, 2.11)","(5.5, 9.8, 7.4)","(21.0, 55.0, 23.88888888888889)","(20.0, 55.0, 23.88888888888889)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:32.215319,"(7.5, 27.0, 25.375)","(1.9, 2.68, 2.11)","(5.5, 9.8, 8.366666666666667)","(21.0, 55.0, 23.88888888888889)","(20.0, 55.0, 23.88888888888889)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:33.294901,"(7.5, 27.0, 25.375)","(1.9, 2.68, 2.11)","(5.5, 9.8, 8.040000000000001)","(21.0, 55.0, 23.88888888888889)","(20.0, 55.0, 23.88888888888889)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:34.328700,"(7.5, 27.0, 25.375)","(1.9, 2.68, 2.11)","(5.5, 9.8, 8.040000000000001)","(21.0, 55.0, 23.88888888888889)","(20.0, 55.0, 23.88888888888889)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:35.316345,"(7.5, 27.0, 25.214285714285715)","(1.9, 2.68, 2.11)","(5.5, 9.6, 8.233333333333333)","(21.0, 55.0, 23.88888888888889)","(20.0, 55.0, 23.88888888888889)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:36.460208,"(7.5, 27.0, 25.5)","(1.9, 2.68, 2.11)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(20.0, 55.0, 23.88888888888889)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:37.475901,"(7.5, 27.0, 25.5)","(1.9, 2.68, 2.11)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(20.0, 55.0, 23.88888888888889)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:38.521487,"(7.5, 27.0, 25.5)","(1.9, 2.68, 2.11)","(5.5, 9.6, 8.233333333333333)","(21.0, 55.0, 23.88888888888889)","(20.0, 55.0, 23.88888888888889)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:39.515768,"(7.5, 27.0, 25.5)","(1.9, 2.68, 2.11)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(20.0, 55.0, 23.88888888888889)","(7.0, 12.0, 9.942857142857143)","(9.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:40.478035,"(7.5, 27.0, 25.5)","(1.9, 2.68, 2.11)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(6.0, 12.0, 9.942857142857143)","(10.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:41.427114,"(7.5, 26.0, 24.6)","(1.9, 2.68, 2.11)","(5.5, 9.6, 8.233333333333333)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(6.0, 12.0, 9.942857142857143)","(10.0, 20.0, 10.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:42.403476,"(7.5, 26.0, 24.6)","(1.9, 2.68, 2.185)","(5.5, 9.6, 8.233333333333333)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(6.0, 12.0, 9.942857142857143)","(10.0, 20.0, 12.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:43.402479,"(7.5, 26.0, 24.6)","(1.9, 2.86, 2.062)","(5.5, 9.6, 8.233333333333333)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(6.0, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(7.5, 12.5, 9.85)"
16-12-2022 12:17:44.361191,"(8.0, 26.0, 24.6)","(1.95, 2.86, 2.062)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 12.5, 9.85)"
16-12-2022 12:17:45.344386,"(8.0, 26.0, 24.6)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 8.233333333333333)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 12.5, 8.05)"
16-12-2022 12:17:46.328847,"(8.0, 26.0, 24.6)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 8.233333333333333)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 14.0, 8.05)"
16-12-2022 12:17:47.321023,"(8.0, 26.0, 24.6)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 14.0, 8.05)"
16-12-2022 12:17:48.277194,"(8.0, 26.0, 24.6)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 14.0, 8.05)"
16-12-2022 12:17:49.288601,"(8.0, 26.0, 24.6)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 8.233333333333333)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 14.0, 8.05)"
16-12-2022 12:17:50.548306,"(8.0, 26.0, 24.6)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 8.233333333333333)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 14.0, 8.775)"
16-12-2022 12:17:51.614984,"(8.0, 26.0, 24.3125)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 8.233333333333333)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 13.5, 8.775)"
16-12-2022 12:17:52.680323,"(8.0, 26.0, 24.375)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 13.5, 8.775)"
16-12-2022 12:17:53.827633,"(8.0, 26.0, 24.375)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 13.5, 8.775)"
16-12-2022 12:17:54.891275,"(8.0, 26.0, 24.375)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 13.5, 8.775)"
16-12-2022 12:17:55.920356,"(8.0, 26.0, 24.375)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 6.8)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 13.5, 8.775)"
16-12-2022 12:17:56.976878,"(8.0, 26.0, 24.375)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 13.5, 8.775)"
16-12-2022 12:17:58.021201,"(8.0, 26.0, 24.375)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 8.266666666666666)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 13.5, 8.775)"
16-12-2022 12:17:59.009168,"(8.0, 26.0, 24.375)","(1.95, 2.84, 2.209230769230769)","(5.5, 9.6, 8.233333333333333)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.942857142857143)","(10.0, 19.5, 12.9)","(8.0, 13.5, 8.775)"
16-12-2022 12:18:00.038156,"(8.0, 26.0, 24.375)","(1.95, 2.78, 2.21)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.6)","(10.0, 19.5, 12.9)","(8.0, 13.5, 8.775)"
16-12-2022 12:18:01.029416,"(8.0, 26.0, 24.375)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 12.0, 9.6)","(10.0, 19.5, 12.9)","(8.0, 13.5, 9.84)"
16-12-2022 12:18:02.023550,"(8.0, 27.0, 25.25)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.92)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 23.88888888888889)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 13.5, 10.350000000000001)"
16-12-2022 12:18:02.983631,"(8.0, 27.0, 25.25)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 23.88888888888889)","(21.0, 55.0, 25.833333333333332)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 13.5, 10.350000000000001)"
16-12-2022 12:18:03.996198,"(8.0, 27.0, 25.25)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.92)","(21.0, 55.0, 25.833333333333332)","(21.0, 55.0, 25.833333333333332)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 13.5, 10.350000000000001)"
16-12-2022 12:18:05.049341,"(8.0, 27.0, 25.25)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 55.0, 25.833333333333332)","(21.0, 55.0, 31.666666666666664)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 13.5, 10.350000000000001)"
16-12-2022 12:18:06.125091,"(8.0, 27.0, 25.25)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.92)","(21.0, 80.0, 30.0)","(21.0, 90.0, 27.5)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 13.5, 10.350000000000001)"
16-12-2022 12:18:07.154090,"(8.0, 27.0, 25.25)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 60.0, 26.666666666666668)","(21.0, 65.0, 27.5)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 13.5, 9.025)"
16-12-2022 12:18:08.171770,"(8.0, 27.0, 23.75)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 60.0, 26.666666666666668)","(21.0, 65.0, 27.5)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 14.5, 9.025)"
16-12-2022 12:18:09.233709,"(8.0, 27.0, 23.75)","(1.95, 2.76, 2.205)","(5.5, 9.6, 8.233333333333333)","(21.0, 60.0, 26.666666666666668)","(21.0, 65.0, 27.5)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:10.284028,"(8.0, 27.0, 23.75)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 60.0, 26.666666666666668)","(21.0, 65.0, 27.5)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:11.345609,"(8.0, 27.0, 23.75)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 60.0, 24.0)","(21.0, 60.0, 28.0)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:12.383667,"(8.0, 27.0, 23.75)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 60.0, 24.0)","(21.0, 60.0, 28.0)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:13.384969,"(8.0, 28.0, 24.5)","(1.95, 2.76, 2.205)","(5.5, 9.6, 8.233333333333333)","(21.0, 60.0, 24.0)","(21.0, 60.0, 28.0)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:14.355015,"(8.0, 28.0, 24.5)","(1.95, 2.76, 2.205)","(5.5, 9.6, 8.233333333333333)","(21.0, 60.0, 24.0)","(21.0, 60.0, 28.0)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:15.361200,"(8.0, 28.0, 24.5)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 60.0, 24.0)","(21.0, 60.0, 28.0)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:16.351289,"(8.0, 28.0, 24.5)","(1.95, 2.76, 2.205)","(5.5, 9.6, 8.233333333333333)","(21.0, 60.0, 24.0)","(21.0, 60.0, 28.0)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:17.349356,"(8.0, 28.0, 24.5)","(1.95, 2.76, 2.205)","(5.5, 9.6, 8.233333333333333)","(21.0, 60.0, 24.0)","(21.0, 60.0, 28.0)","(5.5, 11.5, 10.425)","(10.0, 19.5, 12.9)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:18.402524,"(8.0, 28.0, 24.5)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 60.0, 24.0)","(21.0, 60.0, 28.0)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 12.9)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:19.442999,"(8.0, 28.0, 26.450000000000003)","(1.95, 2.76, 2.205)","(5.5, 9.6, 8.233333333333333)","(21.0, 60.0, 24.444444444444443)","(21.0, 60.0, 27.5)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 15.46)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:20.487186,"(8.0, 28.0, 26.450000000000003)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 60.0, 24.444444444444443)","(21.0, 65.0, 27.5)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 16.133333333333333)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:21.553181,"(8.0, 28.0, 26.450000000000003)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 60.0, 24.0)","(21.0, 65.0, 27.5)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 16.133333333333333)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:22.642714,"(8.0, 28.0, 26.450000000000003)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.314285714285714)","(21.0, 60.0, 24.0)","(21.0, 65.0, 27.5)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 14.65)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:23.721567,"(8.0, 27.0, 25.549999999999997)","(1.95, 2.76, 2.205)","(5.5, 9.6, 8.233333333333333)","(21.0, 60.0, 24.0)","(21.0, 65.0, 27.5)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 13.033333333333333)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:24.818968,"(8.0, 27.0, 23.625)","(1.95, 2.76, 2.205)","(5.5, 9.6, 7.92)","(21.0, 60.0, 24.0)","(21.0, 65.0, 27.5)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 13.033333333333333)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:25.895006,"(8.0, 27.0, 23.625)","(1.95, 2.76, 2.205)","(5.5, 9.6, 8.233333333333333)","(21.0, 60.0, 24.0)","(21.0, 65.0, 24.5)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 13.033333333333333)","(8.0, 14.0, 10.6)"
16-12-2022 12:18:26.955452,"(8.0, 27.0, 23.625)","(1.95, 2.76, 2.205)","(5.5, 9.6, 8.233333333333333)","(21.0, 60.0, 24.0)","(21.0, 65.0, 24.5)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.0, 11.733333333333334)"
16-12-2022 12:18:28.044715,"(8.0, 27.0, 25.07142857142857)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 7.314285714285714)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.0, 8.952)"
16-12-2022 12:18:29.143721,"(8.0, 27.0, 25.07142857142857)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:30.235742,"(8.0, 27.0, 24.916666666666668)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:31.387981,"(8.0, 27.0, 24.916666666666668)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:32.544749,"(8.0, 27.0, 24.916666666666668)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:33.646464,"(8.0, 27.0, 24.916666666666668)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:34.743075,"(8.0, 28.0, 24.75)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:35.782662,"(8.0, 28.0, 26.285714285714285)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:36.842963,"(8.0, 28.0, 24.5)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:37.894664,"(8.0, 28.0, 26.25)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:38.942989,"(8.0, 28.0, 26.25)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:39.995686,"(8.0, 28.0, 27.09090909090909)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:41.118407,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:42.191815,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:43.254456,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:44.295130,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:45.323309,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 38.84375)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:46.335766,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 45.625)","(5.5, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:47.359596,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 45.625)","(5.0, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:48.366554,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 45.625)","(5.0, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:49.410686,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 45.625)","(5.0, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:50.450842,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 35.1)","(21.0, 65.0, 45.625)","(5.0, 11.0, 8.076923076923077)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:51.520633,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 45.625)","(5.0, 10.5, 9.675)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:52.534806,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 45.625)","(5.0, 10.5, 9.675)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:53.592351,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 45.625)","(5.0, 10.5, 9.675)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
16-12-2022 12:18:54.592822,"(8.0, 28.0, 26.944444444444443)","(1.95, 2.76, 2.34375)","(5.5, 9.6, 8.145454545454545)","(21.0, 60.0, 36.65625)","(21.0, 65.0, 45.625)","(5.0, 10.5, 9.675)","(10.0, 19.5, 10.877777777777778)","(8.0, 14.5, 8.952)"
