,Potato Cake,Eyes On Meg,Ryans Pick,Dennis Denuto,Londonderry Lady,Jax The Hunter,Malligan Bale,Blazing Infrared
16-12-2022 12:15:10.381875,"(7.5, 30.0, 27.642857142857142)","(1.9, 2.68, 2.081875)","(5.5, 10.5, 6.675000000000001)","(21.0, 55.0, 34.72222222222222)","(20.0, 55.0, 34.72222222222222)","(7.5, 13.5, 12.120000000000001)","(9.0, 19.5, 17.4)","(7.5, 13.5, 7.9875)"
16-12-2022 12:15:11.509141,"(7.5, 30.0, 27.642857142857142)","(1.9, 2.68, 2.081875)","(5.5, 10.5, 6.675000000000001)","(21.0, 55.0, 34.72222222222222)","(20.0, 55.0, 34.72222222222222)","(7.5, 13.5, 12.120000000000001)","(9.0, 19.5, 17.4)","(7.5, 13.5, 7.9875)"
16-12-2022 12:15:12.620264,"(7.5, 30.0, 27.642857142857142)","(1.9, 2.68, 2.081875)","(5.5, 10.5, 6.675000000000001)","(21.0, 55.0, 30.666666666666664)","(20.0, 55.0, 30.666666666666664)","(7.5, 13.5, 10.0)","(9.0, 19.5, 17.4)","(7.5, 13.5, 11.066666666666666)"
16-12-2022 12:15:13.800262,"(7.5, 30.0, 27.944444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.5, 6.675000000000001)","(21.0, 55.0, 30.666666666666664)","(20.0, 55.0, 30.666666666666664)","(7.5, 13.5, 10.0)","(9.0, 19.5, 17.4)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:14.914765,"(7.5, 30.0, 27.944444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.5, 6.675000000000001)","(21.0, 55.0, 30.666666666666664)","(20.0, 55.0, 30.666666666666664)","(7.5, 13.5, 10.0)","(9.0, 19.5, 17.4)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:16.067117,"(7.5, 30.0, 27.944444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.5, 6.675000000000001)","(21.0, 55.0, 30.666666666666664)","(20.0, 55.0, 30.666666666666664)","(7.5, 13.5, 10.0)","(9.0, 19.5, 17.4)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:17.229410,"(7.5, 30.0, 27.944444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.5, 6.675000000000001)","(21.0, 55.0, 30.666666666666664)","(20.0, 55.0, 30.666666666666664)","(7.5, 13.5, 10.0)","(9.0, 19.5, 17.4)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:18.353283,"(7.5, 30.0, 27.944444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.5, 6.675000000000001)","(21.0, 55.0, 30.666666666666664)","(20.0, 55.0, 30.666666666666664)","(7.5, 13.5, 10.0)","(9.0, 19.5, 17.4)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:19.507422,"(7.5, 30.0, 27.944444444444443)","(1.9, 2.68, 2.11)","(5.5, 10.5, 8.85)","(21.0, 55.0, 30.666666666666664)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 16.0)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:20.648683,"(7.5, 30.0, 27.944444444444443)","(1.9, 2.68, 2.11)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:21.770334,"(7.5, 30.0, 21.0)","(1.9, 2.68, 2.11)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:22.908785,"(7.5, 30.0, 21.0)","(1.9, 2.68, 2.11)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:24.095095,"(7.5, 30.0, 21.0)","(1.9, 2.68, 2.11)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:25.253425,"(7.5, 30.0, 21.0)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:26.448690,"(7.5, 30.0, 21.0)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:27.666566,"(7.5, 30.0, 21.0)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:28.884783,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:30.330749,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:31.616001,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:32.938218,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:34.224457,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:35.476869,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:37.008507,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:38.745391,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:40.037231,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.85)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.0)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:41.309968,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 10.666666666666668)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:42.628403,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.1723076923076925)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 12.5, 10.666666666666668)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:44.108497,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.11)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 12.5, 10.666666666666668)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:45.393413,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.11)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 12.5, 10.666666666666668)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 11.066666666666666)"
16-12-2022 12:15:46.667690,"(7.5, 30.0, 21.5)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 12.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 8.65)"
16-12-2022 12:15:47.996496,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 8.65)"
16-12-2022 12:15:49.263510,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 13.0, 9.85)"
16-12-2022 12:15:50.506645,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:15:52.045268,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:15:53.483845,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:15:54.686138,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:15:55.912283,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:15:57.141556,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:15:58.331893,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:15:59.563361,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:00.816738,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:02.046271,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:03.206177,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:04.386212,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:05.556403,"(7.5, 27.0, 25.555555555555557)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:06.669119,"(7.5, 27.0, 25.285714285714285)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:07.793983,"(7.5, 27.0, 25.285714285714285)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:08.944578,"(7.5, 27.0, 25.285714285714285)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:10.032094,"(7.5, 27.0, 25.285714285714285)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:11.107929,"(7.5, 27.0, 25.285714285714285)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:12.369312,"(7.5, 27.0, 25.285714285714285)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:13.676996,"(7.5, 27.0, 25.285714285714285)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:14.872143,"(7.5, 27.0, 25.285714285714285)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:16.028451,"(7.5, 27.0, 25.285714285714285)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:17.128720,"(7.5, 27.0, 25.285714285714285)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:18.319254,"(7.5, 27.0, 25.285714285714285)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 11.333333333333332)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:19.611275,"(7.5, 27.0, 25.285714285714285)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.5, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:20.636419,"(7.5, 27.0, 25.5)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:21.763504,"(7.5, 27.0, 25.5)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:22.991392,"(7.5, 27.0, 25.5)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:24.274038,"(7.5, 27.0, 25.5)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:25.524935,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:27.043014,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:28.642729,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:29.918871,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:31.134791,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:32.426852,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:33.747830,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:35.087205,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:36.193626,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:37.293221,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:38.734678,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:39.962262,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:41.259056,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:42.385321,"(7.5, 27.0, 25.5625)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:43.501104,"(7.5, 27.0, 25.444444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:44.592948,"(7.5, 27.0, 25.444444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:45.747206,"(7.5, 27.0, 25.444444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:46.809438,"(7.5, 27.0, 25.444444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:47.857097,"(7.5, 27.0, 25.444444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:48.895899,"(7.5, 27.0, 25.444444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:49.962127,"(7.5, 27.0, 25.444444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.5, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:51.126691,"(7.5, 27.0, 25.444444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.0, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:52.293603,"(7.5, 27.0, 25.444444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.0, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:53.392915,"(7.5, 27.0, 25.444444444444443)","(1.9, 2.68, 2.081875)","(5.5, 10.0, 8.5)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.0, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:54.393677,"(7.5, 27.0, 25.444444444444443)","(1.9, 2.68, 2.081875)","(5.5, 9.2, 6.733333333333333)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.0, 13.0, 12.142857142857142)","(9.0, 19.5, 12.633333333333333)","(7.5, 12.5, 9.85)"
16-12-2022 12:16:55.463165,"(7.5, 27.0, 25.444444444444443)","(1.9, 2.68, 2.081875)","(5.5, 9.2, 6.733333333333333)","(21.0, 55.0, 23.0)","(20.0, 55.0, 23.0)","(7.0, 13.0, 12.142857142857142)","(9.0, 19.5, 16.925)","(7.5, 12.5, 9.85)"
