,Zea Jay,Riverdale Peggy,Aston Rozee,Gucci Giblet,Typhoon Missile,Blue Bale,My Mate Martha
10-01-2023 14:37:25.933773,"(3.4, 6.4, 4.53)","(20.0, 170.0, 104.0909090909091)","(10.0, 20.0, 13.076923076923077)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.62, 1.9305555555555554)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:27.151194,"(3.4, 6.4, 4.53)","(20.0, 170.0, 104.0909090909091)","(10.0, 20.0, 13.076923076923077)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.62, 1.9305555555555554)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:28.235871,"(3.4, 6.4, 4.53)","(20.0, 170.0, 104.0909090909091)","(10.0, 20.0, 13.076923076923077)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.62, 1.9305555555555554)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:29.423406,"(3.4, 6.4, 4.53)","(20.0, 170.0, 104.0909090909091)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:30.805559,"(3.4, 6.4, 4.53)","(20.0, 170.0, 104.0909090909091)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:32.084140,"(3.4, 6.4, 4.53)","(20.0, 170.0, 104.0909090909091)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:33.366535,"(3.4, 6.4, 4.53)","(20.0, 170.0, 104.0909090909091)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:34.791723,"(3.4, 6.4, 4.53)","(20.0, 170.0, 104.0909090909091)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:36.277365,"(3.4, 6.4, 4.53)","(20.0, 170.0, 104.0909090909091)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:37.495918,"(3.4, 6.4, 4.53)","(20.0, 170.0, 104.0909090909091)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:38.700225,"(3.4, 6.4, 4.53)","(20.0, 170.0, 104.0909090909091)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:39.908747,"(3.4, 6.4, 4.53)","(20.0, 170.0, 98.5)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:41.025385,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:42.126929,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:43.292436,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:44.477767,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:45.663582,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:46.821460,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:47.943385,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:49.117044,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:50.306154,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:51.519912,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:52.644355,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:53.710987,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:54.826346,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:55.910967,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:57.086780,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:58.161760,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:37:59.200703,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:38:00.319696,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:38:01.372169,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:38:03.117581,"(3.4, 6.4, 4.53)","(20.0, 170.0, 105.0)","(10.0, 20.0, 13.333333333333334)","(5.0, 9.4, 5.637499999999999)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:38:04.742740,"(3.4, 6.4, 3.85)","(20.0, 170.0, 51.66666666666667)","(10.0, 20.0, 11.555555555555555)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:05.941594,"(3.4, 6.4, 3.85)","(20.0, 170.0, 51.66666666666667)","(10.0, 20.0, 11.555555555555555)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:07.107418,"(3.4, 6.4, 3.85)","(20.0, 170.0, 51.66666666666667)","(10.0, 20.0, 11.555555555555555)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9175)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:08.398293,"(3.4, 6.4, 3.85)","(20.0, 170.0, 79.35714285714286)","(10.0, 20.0, 11.555555555555555)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.66, 1.9112)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:09.706836,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9112)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:10.871512,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9112)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:11.995654,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9112)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:12.997010,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9112)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:14.132866,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9112)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:15.298305,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9112)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:16.544588,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9112)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:17.697950,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9112)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:18.805190,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9112)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:19.943866,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9112)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:21.639608,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9043243243243242)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:23.316033,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9043243243243242)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:24.553975,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9043243243243242)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:25.655007,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9043243243243242)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:26.819995,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9043243243243242)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:27.919849,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9043243243243242)","(31.0, 110.0, 73.18181818181819)"
10-01-2023 14:38:29.288527,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9043243243243242)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:30.560092,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9043243243243242)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:31.614501,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.9043243243243242)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:32.715641,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.925)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:34.024888,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.925)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:35.117538,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.925)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:36.175842,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 1.925)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:37.284523,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.42, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:38.419665,"(3.4, 6.4, 3.85)","(20.0, 170.0, 55.45454545454545)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:39.684871,"(3.4, 6.4, 3.85)","(20.0, 170.0, 68.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:40.954916,"(3.4, 6.4, 3.85)","(20.0, 170.0, 68.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:42.135508,"(3.4, 6.4, 3.85)","(20.0, 170.0, 68.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:43.294829,"(3.4, 6.4, 3.85)","(20.0, 170.0, 68.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:44.448285,"(3.4, 6.4, 3.85)","(20.0, 170.0, 68.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:45.689573,"(3.4, 6.4, 3.85)","(20.0, 170.0, 68.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:46.894745,"(3.4, 6.4, 3.85)","(20.0, 170.0, 68.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:48.132032,"(3.4, 6.4, 3.85)","(20.0, 170.0, 68.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:49.376248,"(3.4, 6.4, 3.85)","(20.0, 170.0, 68.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:50.658119,"(3.4, 6.4, 3.85)","(20.0, 170.0, 68.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:51.960163,"(3.4, 6.4, 3.85)","(20.0, 170.0, 71.0909090909091)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:53.230165,"(3.4, 6.4, 3.85)","(20.0, 170.0, 71.0909090909091)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:54.425546,"(3.4, 6.4, 3.85)","(20.0, 170.0, 71.0909090909091)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:55.672755,"(3.4, 6.4, 3.85)","(20.0, 170.0, 71.0909090909091)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.055555555555555)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.262)","(31.0, 110.0, 43.333333333333336)"
10-01-2023 14:38:56.872604,"(3.4, 6.4, 3.85)","(20.0, 170.0, 71.0909090909091)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.48)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.311)","(31.0, 110.0, 45.0)"
10-01-2023 14:38:58.149026,"(3.4, 6.4, 3.85)","(20.0, 170.0, 82.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.48)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.35595041322314)","(31.0, 110.0, 45.0)"
10-01-2023 14:38:59.384585,"(3.4, 6.4, 3.85)","(20.0, 170.0, 82.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.48)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.35595041322314)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:00.603183,"(3.4, 6.4, 3.85)","(20.0, 170.0, 82.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.48)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.350204081632653)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:01.795033,"(3.4, 6.4, 3.85)","(20.0, 170.0, 82.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.48)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.350204081632653)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:03.015255,"(3.4, 6.4, 3.85)","(20.0, 170.0, 82.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.48)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.111176470588235)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:04.258740,"(3.4, 6.4, 3.85)","(20.0, 170.0, 82.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.48)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.171818181818182)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:05.549889,"(3.4, 6.4, 3.85)","(20.0, 170.0, 82.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.48)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.1217647058823528)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:06.808106,"(3.4, 6.4, 3.85)","(20.0, 170.0, 82.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.48)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:08.010828,"(3.4, 6.4, 3.85)","(20.0, 170.0, 82.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.48)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:09.143340,"(3.4, 6.4, 3.85)","(20.0, 170.0, 82.0)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.48)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:10.373550,"(3.4, 6.4, 3.85)","(20.0, 170.0, 54.44444444444444)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.8125)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:11.688237,"(3.4, 6.4, 3.85)","(20.0, 170.0, 54.44444444444444)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.4526315789473685)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:13.008080,"(3.4, 6.4, 3.85)","(20.0, 170.0, 54.44444444444444)","(10.0, 20.0, 11.9)","(5.0, 9.4, 6.4526315789473685)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:14.515571,"(3.4, 6.4, 3.85)","(20.0, 170.0, 67.6)","(10.0, 20.0, 11.9)","(5.0, 9.4, 5.76)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:15.815587,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:17.366843,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:18.663344,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:19.964911,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:21.270503,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:22.526810,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:23.827747,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
