,Fever Lee,Showtime Bobby,Illegal Tender,Isa Belle,Elusive Emma,Pipers Band,Ebby Von,Going To Town
10-01-2023 19:12:31.260402,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 14.0, 11.375)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:32.337364,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 14.0, 11.375)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:33.418550,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 14.0, 11.375)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:34.493086,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 14.0, 11.375)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:35.571420,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 14.0, 11.375)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:36.666673,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 14.0, 11.375)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:37.778275,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 14.0, 11.375)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:38.987430,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 14.0, 11.375)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:40.218460,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 14.0, 11.375)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:41.380985,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 14.0, 11.375)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:42.599782,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 14.0, 12.416666666666666)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:43.747251,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 13.5, 12.416666666666666)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:44.901587,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 13.5, 12.416666666666666)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:45.997063,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 9.885714285714286)","(13.0, 32.0, 15.75)","(4.8, 7.4, 6.275)","(7.0, 13.5, 10.25)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 8.52)"
10-01-2023 19:12:47.093832,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 12.2)","(13.0, 32.0, 23.458333333333332)","(4.8, 7.4, 6.275)","(7.0, 13.5, 12.571428571428571)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 15.0, 9.475)"
10-01-2023 19:12:48.228051,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 12.2)","(13.0, 32.0, 15.333333333333334)","(4.8, 7.4, 6.275)","(7.0, 13.5, 12.571428571428571)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:49.353664,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 12.2)","(13.0, 32.0, 15.333333333333334)","(4.8, 7.4, 6.275)","(7.0, 13.5, 11.4)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:50.525043,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 12.2)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 6.275)","(7.0, 13.5, 11.4)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:51.705787,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 12.2)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 6.275)","(7.0, 13.5, 11.4)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:52.929835,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 12.2)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 6.275)","(7.0, 13.5, 11.4)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:54.111957,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 12.2)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 6.275)","(7.0, 13.5, 11.4)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:55.300379,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 12.2)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 6.275)","(7.0, 13.5, 11.4)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:56.486580,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 12.2)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 6.275)","(7.0, 13.5, 11.4)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:57.610515,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 12.2)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 6.275)","(7.0, 13.5, 12.571428571428571)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:58.696350,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 12.2)","(13.0, 32.0, 14.916666666666666)","(4.8, 7.4, 6.275)","(7.0, 13.5, 12.777777777777779)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:12:59.757139,"(6.5, 11.0, 7.933333333333334)","(7.0, 14.0, 12.2)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 6.275)","(7.0, 13.5, 12.777777777777779)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 9.475)"
10-01-2023 19:13:00.866771,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 10.5)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 6.275)","(7.0, 13.5, 12.777777777777779)","(6.0, 14.0, 12.15)","(3.1, 4.0, 3.642857142857143)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:01.994025,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 10.5)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 6.275)","(7.0, 13.5, 12.777777777777779)","(6.0, 14.0, 13.2)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:03.112445,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 10.5)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 12.777777777777779)","(6.0, 14.0, 13.2)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:04.311832,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 10.5)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 10.35)","(6.0, 14.0, 13.2)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:05.463000,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 10.5)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 10.35)","(6.0, 14.0, 13.2)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:06.901447,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 10.5)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 10.35)","(6.0, 14.0, 13.2)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:08.207222,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 10.5)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 10.35)","(6.0, 14.0, 13.2)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:09.536919,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 10.5)","(13.0, 32.0, 19.5)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 10.35)","(6.0, 14.0, 12.25)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:10.817193,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 10.35)","(6.0, 14.0, 12.25)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:12.120702,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 10.35)","(6.0, 14.0, 10.6)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:13.397719,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 10.35)","(6.0, 14.0, 10.6)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:14.667015,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:15.889297,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:17.059163,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:18.288288,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:19.459015,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 15.333333333333334)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:20.658994,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:21.914805,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:23.182926,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:24.463362,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:25.736351,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:27.088630,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:28.678833,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:30.017285,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:31.336949,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:32.668284,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:34.009429,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:35.326887,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:36.646607,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:37.932046,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:39.233652,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:40.579066,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:41.907260,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 15.333333333333334)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:43.264882,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:44.607230,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:45.951383,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:47.256075,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:48.604019,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:49.888067,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:51.220793,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:52.578052,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:53.913998,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:55.257880,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:56.621974,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:57.975113,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:13:59.339637,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:14:00.671126,"(6.5, 11.0, 8.371428571428572)","(7.0, 14.0, 12.3)","(13.0, 32.0, 16.166666666666668)","(4.8, 7.4, 5.233333333333333)","(7.0, 13.5, 11.925)","(6.0, 14.0, 12.3)","(3.1, 4.0, 3.3636363636363633)","(8.0, 14.5, 11.15)"
10-01-2023 19:14:02.033770,"(6.5, 11.0, 9.475)","(7.0, 14.0, 11.280000000000001)","(13.0, 32.0, 24.166666666666664)","(4.8, 7.4, 6.0)","(7.0, 13.5, 10.98)","(6.0, 14.0, 11.280000000000001)","(3.1, 4.0, 3.625)","(8.0, 14.5, 12.45)"
10-01-2023 19:14:03.388905,"(6.5, 10.5, 9.85)","(7.0, 14.0, 11.280000000000001)","(13.0, 30.0, 24.166666666666664)","(4.8, 7.2, 6.0)","(7.0, 13.5, 11.925)","(6.0, 14.0, 11.280000000000001)","(3.1, 3.95, 3.625)","(8.0, 14.0, 10.67142857142857)"
10-01-2023 19:14:04.756888,"(6.5, 11.0, 9.85)","(7.0, 14.0, 11.280000000000001)","(13.0, 30.0, 18.666666666666668)","(4.8, 7.2, 6.0)","(7.0, 13.5, 11.925)","(6.0, 14.0, 11.280000000000001)","(3.1, 3.95, 3.625)","(8.0, 14.5, 10.67142857142857)"
10-01-2023 19:14:06.163182,"(6.5, 11.0, 9.85)","(7.0, 14.0, 11.280000000000001)","(13.0, 30.0, 18.666666666666668)","(4.8, 7.2, 6.0)","(7.0, 13.5, 11.925)","(6.0, 14.0, 11.280000000000001)","(3.1, 3.95, 3.625)","(8.0, 14.5, 10.67142857142857)"
10-01-2023 19:14:07.530081,"(6.5, 11.0, 9.85)","(7.0, 14.0, 11.280000000000001)","(13.0, 30.0, 18.666666666666668)","(4.8, 7.2, 6.0)","(7.0, 13.5, 11.925)","(6.0, 14.0, 11.280000000000001)","(3.1, 3.95, 3.625)","(8.0, 14.5, 10.67142857142857)"
10-01-2023 19:14:08.892716,"(6.5, 11.0, 9.85)","(7.0, 14.0, 11.280000000000001)","(13.0, 30.0, 18.666666666666668)","(4.8, 7.2, 6.0)","(7.0, 13.5, 11.925)","(6.0, 14.0, 11.280000000000001)","(3.1, 3.95, 3.625)","(8.0, 14.5, 10.67142857142857)"
10-01-2023 19:14:10.217294,"(6.5, 11.0, 9.85)","(7.0, 14.0, 11.280000000000001)","(13.0, 30.0, 18.666666666666668)","(4.8, 7.2, 6.0)","(7.0, 13.5, 11.925)","(6.0, 14.0, 11.280000000000001)","(3.1, 3.95, 3.625)","(8.0, 14.5, 10.67142857142857)"
10-01-2023 19:14:11.524295,"(6.5, 11.0, 9.85)","(7.0, 14.0, 11.280000000000001)","(13.0, 30.0, 18.666666666666668)","(4.8, 7.2, 6.0)","(7.0, 13.5, 11.925)","(6.0, 14.0, 11.280000000000001)","(3.1, 3.95, 3.625)","(8.0, 14.5, 10.67142857142857)"
10-01-2023 19:14:12.852860,"(6.5, 11.0, 9.85)","(7.0, 14.0, 11.280000000000001)","(13.0, 30.0, 18.666666666666668)","(4.8, 7.2, 6.0)","(7.0, 13.5, 12.3)","(6.0, 14.0, 11.280000000000001)","(3.1, 3.95, 3.625)","(8.0, 14.5, 10.67142857142857)"
10-01-2023 19:14:14.198266,"(6.5, 11.0, 9.85)","(7.0, 14.0, 11.280000000000001)","(13.0, 30.0, 18.666666666666668)","(4.8, 7.2, 6.0)","(7.0, 14.0, 12.3)","(6.0, 14.0, 11.280000000000001)","(3.1, 3.95, 3.625)","(8.0, 14.5, 10.67142857142857)"
10-01-2023 19:14:15.561336,"(6.5, 11.0, 9.85)","(7.0, 14.0, 11.280000000000001)","(13.0, 30.0, 18.666666666666668)","(4.8, 7.2, 6.0)","(7.0, 14.0, 12.3)","(6.0, 14.0, 11.280000000000001)","(3.1, 3.95, 3.625)","(8.0, 14.5, 10.67142857142857)"
10-01-2023 19:14:17.554630,"(6.5, 11.0, 9.85)","(7.0, 14.0, 11.280000000000001)","(13.0, 30.0, 18.666666666666668)","(4.8, 7.2, 6.0)","(7.0, 14.0, 12.3)","(6.0, 14.0, 11.280000000000001)","(3.1, 3.95, 3.625)","(8.0, 14.5, 10.67142857142857)"
10-01-2023 19:14:19.208443,"(6.5, 11.0, 9.85)","(7.0, 14.0, 11.280000000000001)","(13.0, 30.0, 18.666666666666668)","(4.8, 7.2, 6.0)","(7.0, 14.0, 12.3)","(6.0, 14.0, 11.280000000000001)","(3.1, 3.95, 3.625)","(8.0, 14.5, 10.67142857142857)"
