,Urban Girl,Smokey Chet,Ivy Pearl,Boom Boom Harley,Spring Release,Petite Swagger,Energetic Cloud,Absolute Desire
07-01-2023 18:42:02.181812,"(13.0, 34.0, 31.75)","(7.0, 11.0, 10.52)","(1.7, 1.78, 1.708)","(15.0, 29.0, 27.81818181818182)","(3.9, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 17.875)"
07-01-2023 18:42:03.305876,"(13.0, 34.0, 31.75)","(7.0, 11.0, 10.52)","(1.7, 1.78, 1.708)","(15.0, 29.0, 27.81818181818182)","(3.9, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 17.875)"
07-01-2023 18:42:05.083180,"(13.0, 34.0, 31.75)","(7.0, 10.0, 9.566666666666666)","(1.7, 1.78, 1.672)","(15.0, 29.0, 27.81818181818182)","(3.9, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 17.875)"
07-01-2023 18:42:06.366322,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.78, 1.69)","(15.0, 29.0, 28.458333333333332)","(3.9, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.13235294117647)"
07-01-2023 18:42:07.611507,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.78, 1.678235294117647)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.13235294117647)"
07-01-2023 18:42:08.792181,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6728571428571428)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.13235294117647)"
07-01-2023 18:42:09.833639,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6728571428571428)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.13235294117647)"
07-01-2023 18:42:10.919566,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.758620689655174)"
07-01-2023 18:42:12.142195,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.758620689655174)"
07-01-2023 18:42:13.296043,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.758620689655174)"
07-01-2023 18:42:14.385868,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.758620689655174)"
07-01-2023 18:42:15.416256,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.758620689655174)"
07-01-2023 18:42:16.438396,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.758620689655174)"
07-01-2023 18:42:17.460073,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.758620689655174)"
07-01-2023 18:42:18.488252,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.758620689655174)"
07-01-2023 18:42:19.519277,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.758620689655174)"
07-01-2023 18:42:20.613016,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.758620689655174)"
07-01-2023 18:42:21.656142,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 19.758620689655174)"
07-01-2023 18:42:22.765925,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 25.0, 23.392857142857142)"
07-01-2023 18:42:23.778174,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 24.0, 20.104166666666668)"
07-01-2023 18:42:24.801257,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 24.0, 22.464285714285715)"
07-01-2023 18:42:26.148440,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 23.0, 22.0)"
07-01-2023 18:42:27.511089,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.6718181818181816)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 23.0, 20.375)"
07-01-2023 18:42:28.764739,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.77, 1.666923076923077)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:29.832448,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.76, 1.666923076923077)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:30.911830,"(13.0, 34.0, 31.75)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.75, 1.744)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:31.996364,"(13.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.75, 1.744375)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:33.115783,"(13.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.75, 1.7455)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:34.284723,"(13.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.75, 1.71)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:35.332867,"(13.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.75, 1.7125)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:36.419611,"(13.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.75, 1.7352941176470589)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:37.625808,"(13.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.74, 1.6672727272727272)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:38.739511,"(13.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.74, 1.6672727272727272)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 37.5)","(15.0, 32.0, 26.5)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:39.749576,"(13.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.74, 1.6672727272727272)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(15.0, 32.0, 30.9)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:40.892145,"(13.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.74, 1.7142857142857142)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(15.0, 32.0, 30.9)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:42.239811,"(13.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.74, 1.708235294117647)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(15.0, 32.0, 30.9)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:43.627719,"(13.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.74, 1.708235294117647)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(15.0, 32.0, 30.9)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:44.844858,"(14.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.74, 1.708235294117647)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.266666666666666)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:46.129825,"(14.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.74, 1.689111111111111)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 29.5)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:47.304662,"(14.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.73, 1.689111111111111)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 29.5)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:48.448371,"(14.0, 32.0, 31.3)","(7.0, 9.8, 9.566666666666666)","(1.7, 1.73, 1.678108108108108)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.411764705882355)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:49.642072,"(14.0, 32.0, 31.3)","(7.0, 9.8, 8.733333333333334)","(1.7, 1.72, 1.706875)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.411764705882355)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:50.698546,"(14.0, 32.0, 31.3)","(7.0, 9.4, 8.685714285714287)","(1.7, 1.72, 1.706875)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.411764705882355)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:51.757030,"(14.0, 32.0, 31.3)","(7.0, 9.4, 8.685714285714287)","(1.7, 1.72, 1.706875)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:52.898439,"(14.0, 32.0, 31.3)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.706875)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:54.060477,"(14.0, 32.0, 31.3)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.706875)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:55.124546,"(14.0, 32.0, 31.3)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.7076470588235293)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:56.252789,"(14.0, 32.0, 31.3)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.7076470588235293)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 18.982142857142858)"
07-01-2023 18:42:57.338460,"(14.0, 32.0, 31.3)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.7076470588235293)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:42:58.399429,"(14.0, 32.0, 31.3)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.7083333333333333)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:42:59.556393,"(14.0, 32.0, 31.3)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.7083333333333333)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:00.711489,"(14.0, 34.0, 30.5)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.7083333333333333)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:01.859051,"(14.0, 36.0, 30.6)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.7083333333333333)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:02.950893,"(14.0, 36.0, 30.6)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.7025)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:04.071050,"(14.0, 36.0, 30.6)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.6893749999999998)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:05.219044,"(14.0, 36.0, 30.6)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.6893749999999998)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:06.313104,"(14.0, 36.0, 33.75)","(7.0, 9.4, 8.610526315789475)","(1.7, 1.72, 1.6893749999999998)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:07.370342,"(14.0, 36.0, 33.75)","(7.0, 9.2, 8.7)","(1.7, 1.72, 1.6893749999999998)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:08.391504,"(14.0, 36.0, 33.75)","(7.0, 9.2, 8.7)","(1.7, 1.72, 1.7042622950819672)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:09.447428,"(14.0, 36.0, 33.75)","(7.0, 9.2, 8.7)","(1.7, 1.72, 1.7042424242424241)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:10.525377,"(14.0, 36.0, 33.75)","(7.0, 9.2, 8.7)","(1.7, 1.72, 1.7034920634920634)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:11.583061,"(14.0, 36.0, 33.75)","(7.0, 9.2, 8.7)","(1.7, 1.72, 1.7034920634920634)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:12.690026,"(14.0, 36.0, 33.75)","(7.0, 9.2, 8.6)","(1.7, 1.71, 1.654)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:13.777838,"(14.0, 36.0, 33.75)","(7.0, 9.2, 8.6)","(1.7, 1.71, 1.6877272727272727)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:14.827944,"(14.0, 36.0, 33.75)","(7.0, 9.2, 8.6)","(1.7, 1.71, 1.6877272727272727)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:15.852608,"(14.0, 36.0, 33.333333333333336)","(7.0, 9.2, 8.6)","(1.7, 1.7, 1.6739622641509433)","(15.0, 29.0, 22.75)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:16.928790,"(14.0, 36.0, 32.5)","(7.0, 9.2, 8.6)","(1.7, 1.7, 1.6718367346938774)","(15.0, 29.0, 25.875)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.473684210526315)","(12.0, 23.0, 19.25)"
07-01-2023 18:43:18.036974,"(14.0, 36.0, 32.5)","(7.0, 9.2, 8.6)","(1.7, 1.7, 1.6718367346938774)","(15.0, 29.0, 25.875)","(4.0, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 30.714285714285715)","(12.0, 23.0, 18.45)"
07-01-2023 18:43:19.163816,"(14.0, 36.0, 32.5)","(7.0, 9.2, 8.5)","(1.65, 1.7, 1.6739622641509433)","(15.0, 29.0, 27.083333333333336)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 30.0)","(12.0, 23.0, 17.8)"
07-01-2023 18:43:20.288253,"(14.0, 36.0, 32.5)","(7.0, 9.2, 8.5)","(1.65, 1.7, 1.6718367346938774)","(15.0, 29.0, 27.77777777777778)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.428571428571427)","(12.0, 23.0, 19.88)"
07-01-2023 18:43:21.381301,"(14.0, 36.0, 33.2)","(7.0, 9.2, 8.5)","(1.65, 1.7, 1.6718367346938774)","(15.0, 29.0, 27.77777777777778)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:22.440801,"(14.0, 36.0, 33.2)","(7.0, 9.2, 8.5)","(1.65, 1.7, 1.6718367346938774)","(15.0, 29.0, 27.77777777777778)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:23.459874,"(14.0, 36.0, 33.2)","(7.0, 9.2, 8.5)","(1.65, 1.7, 1.6718367346938774)","(15.0, 29.0, 28.38888888888889)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:24.534563,"(14.0, 36.0, 33.2)","(7.0, 9.2, 8.5)","(1.65, 1.7, 1.6729411764705882)","(15.0, 29.0, 28.38888888888889)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:25.670579,"(14.0, 36.0, 33.2)","(7.0, 9.2, 8.5)","(1.65, 1.7, 1.6729411764705882)","(15.0, 29.0, 28.38888888888889)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:26.825812,"(14.0, 36.0, 33.2)","(7.0, 9.2, 8.5)","(1.65, 1.7, 1.6520833333333333)","(15.0, 29.0, 28.38888888888889)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:27.918589,"(14.0, 36.0, 33.2)","(7.0, 9.2, 8.5)","(1.65, 1.7, 1.6520833333333333)","(15.0, 29.0, 28.38888888888889)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:28.947834,"(14.0, 36.0, 33.2)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6520833333333333)","(15.0, 29.0, 28.38888888888889)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:29.977664,"(14.0, 36.0, 33.2)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6520833333333333)","(15.0, 29.0, 28.38888888888889)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:31.112066,"(14.0, 36.0, 33.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6520833333333333)","(15.0, 29.0, 28.38888888888889)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:32.268555,"(14.0, 36.0, 33.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6520833333333333)","(15.0, 29.0, 28.38888888888889)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:33.498510,"(14.0, 36.0, 33.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6523529411764706)","(15.0, 29.0, 28.38888888888889)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:34.694832,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.652)","(15.0, 29.0, 28.38888888888889)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:35.941687,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.652)","(15.0, 29.0, 28.38888888888889)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
