,Zounile,Thunder Fox,Gotcha Boy,Nicator,Lady Lucilla,Koobah Squeakett,Order Of Merit,Spirit Of Pluto,Circus Bound,Jade,Sausage Sizzle,Distinctive Glory,Auctioneersbid
12-01-2023 16:12:40.631481,"(8.5, 11.0, 9.2)","(19.0, 95.0, 27.166666666666668)","(17.0, 30.0, 25.6)","(2.6, 3.0, 2.76755905511811)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.8, 11.184615384615384)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.5, 18.5)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:12:42.360883,"(8.5, 11.0, 9.2)","(19.0, 95.0, 27.166666666666668)","(17.0, 30.0, 25.6)","(2.6, 3.0, 2.76755905511811)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 11.5, 11.184615384615384)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.5, 18.5)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:12:44.019677,"(8.5, 11.0, 9.2)","(19.0, 95.0, 30.25)","(17.0, 30.0, 25.6)","(2.6, 3.0, 2.76755905511811)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 11.5, 10.379310344827587)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.5, 18.5)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:12:45.858468,"(8.5, 11.0, 9.690909090909091)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.770272373540856)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 101.0)","(7.5, 11.0, 9.546153846153846)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.5, 18.676470588235293)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:12:47.740509,"(8.5, 11.0, 9.690909090909091)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.770272373540856)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 92.85714285714286)","(7.5, 10.5, 9.907142857142857)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.5, 18.676470588235293)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:12:49.678752,"(8.5, 11.0, 9.690909090909091)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.770272373540856)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 92.85714285714286)","(7.5, 10.0, 9.907142857142857)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.5, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:12:51.687301,"(8.5, 11.0, 9.690909090909091)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.770272373540856)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 92.85714285714286)","(7.5, 10.0, 9.907142857142857)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:12:53.556584,"(8.5, 11.0, 9.690909090909091)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.770272373540856)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.0, 9.74)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:12:55.361276,"(8.5, 11.0, 9.690909090909091)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.770272373540856)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.0, 9.74)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:12:57.201965,"(8.5, 11.0, 9.690909090909091)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.770272373540856)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.0, 9.74)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:12:59.056940,"(8.5, 11.0, 9.690909090909091)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.770272373540856)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.0, 9.74)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:00.858342,"(8.5, 11.0, 9.690909090909091)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.7657142857142856)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.0, 9.74)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:02.680820,"(8.5, 11.0, 9.533333333333333)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.7657142857142856)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.0, 9.490322580645163)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:04.484153,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.7657142857142856)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.8, 9.177777777777779)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:06.272791,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.7657142857142856)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.8, 9.177777777777779)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:08.186693,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.784382470119522)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.8, 9.177777777777779)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:09.980647,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.784382470119522)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.8, 9.4)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:11.872768,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.784382470119522)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.8, 9.32)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:13.968758,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.755)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.8, 8.879999999999999)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:15.869924,"(8.5, 11.0, 10.060869565217391)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.76, 2.747165354330709)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 10.0, 8.879999999999999)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:17.794034,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.8927272727272726)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 10.0, 8.879999999999999)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:19.888017,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.98, 2.8927272727272726)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 10.0, 8.879999999999999)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:21.774693,"(8.5, 11.0, 10.28)","(19.0, 95.0, 30.25)","(17.0, 30.0, 25.6)","(2.6, 2.98, 2.842857142857143)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 10.0, 9.855555555555556)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.07142857142857)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:23.715422,"(8.5, 11.0, 10.28)","(19.0, 95.0, 30.25)","(17.0, 30.0, 25.6)","(2.6, 2.98, 2.8225000000000002)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 10.0, 10.719999999999999)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.07142857142857)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:25.897286,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.96, 2.868333333333333)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 11.5, 10.257142857142856)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:27.716293,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.96, 2.867272727272727)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 11.5, 10.257142857142856)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:29.608518,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 11.5, 9.933333333333334)","(7.0, 9.8, 8.91578947368421)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:31.718888,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 92.85714285714286)","(7.5, 11.0, 9.933333333333334)","(7.0, 9.8, 8.91578947368421)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:33.623071,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 92.85714285714286)","(7.5, 11.0, 9.388235294117647)","(7.0, 9.8, 8.91578947368421)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:35.608110,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.5, 9.15)","(7.0, 9.8, 8.91578947368421)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:37.572417,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 27.166666666666668)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.5, 9.388235294117647)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:39.386371,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 27.166666666666668)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.5, 9.388235294117647)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:41.358470,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 27.166666666666668)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.5, 9.388235294117647)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:43.229663,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 27.166666666666668)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.5, 9.388235294117647)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:44.995643,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 27.166666666666668)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.5, 9.388235294117647)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:46.934873,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 27.166666666666668)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.5, 9.545454545454545)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:48.704005,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 8.914285714285715)","(26.0, 120.0, 92.85714285714286)","(7.5, 10.5, 9.518181818181818)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:50.718059,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.5, 9.728571428571428)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:52.764016,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 10.5, 9.728571428571428)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:54.678178,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 9.088888888888889)","(26.0, 120.0, 101.0)","(7.5, 10.5, 9.728571428571428)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 25.25)","(14.0, 27.0, 23.333333333333336)","(12.0, 19.0, 18.235294117647058)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:56.628292,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.666666666666668)","(2.6, 2.94, 2.8545454545454545)","(7.0, 9.2, 8.942857142857143)","(26.0, 120.0, 82.4)","(7.5, 10.5, 9.09090909090909)","(7.0, 9.8, 7.8500000000000005)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 23.0, 21.764705882352942)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:13:58.499430,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 26.0)","(2.6, 2.92, 2.8545454545454545)","(7.0, 9.2, 8.75)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.09090909090909)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 23.0, 19.13157894736842)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:00.328910,"(8.5, 11.0, 10.169230769230769)","(19.0, 95.0, 30.25)","(17.0, 30.0, 26.0)","(2.6, 2.92, 2.8545454545454545)","(7.0, 9.2, 8.75)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.09090909090909)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 23.0, 19.13157894736842)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:02.148308,"(8.5, 11.0, 9.457142857142857)","(19.0, 95.0, 30.25)","(17.0, 30.0, 26.0)","(2.6, 2.92, 2.8545454545454545)","(7.0, 9.2, 8.75)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.0)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 23.0, 19.13157894736842)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:03.965364,"(8.5, 11.0, 9.457142857142857)","(19.0, 95.0, 30.25)","(17.0, 30.0, 26.0)","(2.6, 2.92, 2.841818181818182)","(7.0, 9.2, 8.75)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.428571428571429)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 23.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:05.816918,"(8.5, 11.0, 9.457142857142857)","(19.0, 95.0, 30.25)","(17.0, 30.0, 26.0)","(2.6, 2.9, 2.841818181818182)","(7.0, 9.2, 8.75)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.25)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:07.675770,"(8.5, 11.0, 9.457142857142857)","(19.0, 95.0, 30.25)","(17.0, 30.0, 26.0)","(2.6, 2.9, 2.841818181818182)","(7.0, 9.2, 8.75)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.25)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:09.526369,"(8.5, 11.0, 9.457142857142857)","(19.0, 95.0, 30.25)","(17.0, 30.0, 26.0)","(2.6, 2.9, 2.841818181818182)","(7.0, 9.2, 8.75)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.25)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:11.749400,"(8.5, 11.0, 9.457142857142857)","(19.0, 95.0, 30.25)","(17.0, 30.0, 26.0)","(2.6, 2.9, 2.841818181818182)","(7.0, 9.2, 8.75)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.25)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:14.220212,"(8.5, 11.0, 9.457142857142857)","(19.0, 95.0, 30.25)","(17.0, 30.0, 26.0)","(2.6, 2.9, 2.829090909090909)","(7.0, 9.2, 8.75)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.25)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:16.283218,"(8.5, 11.0, 9.476923076923077)","(19.0, 95.0, 30.25)","(17.0, 30.0, 26.0)","(2.6, 2.88, 2.829090909090909)","(7.0, 9.2, 8.942857142857143)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.147368421052631)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:18.556692,"(8.5, 11.0, 9.476923076923077)","(19.0, 95.0, 30.25)","(17.0, 30.0, 26.0)","(2.6, 2.88, 2.829090909090909)","(7.0, 9.2, 8.942857142857143)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.147368421052631)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
