,Zounile,Thunder Fox,Gotcha Boy,Nicator,Lady Lucilla,Koobah Squeakett,Order Of Merit,Spirit Of Pluto,Circus Bound,Jade,Sausage Sizzle,Distinctive Glory,Auctioneersbid
12-01-2023 16:30:59.005535,"(9.0, 13.0, 12.066666666666666)","(26.0, 42.0, 36.18181818181818)","(21.0, 50.0, 47.0)","(2.6, 2.74, 2.7133333333333334)","(7.5, 9.8, 9.266666666666666)","(51.0, 110.0, 106.66666666666667)","(6.5, 8.2, 8.028571428571428)","(7.0, 7.8, 7.666666666666667)","(101.0, 180.0, 172.0)","(21.0, 40.0, 35.84615384615385)","(14.0, 20.0, 19.76923076923077)","(20.0, 42.0, 41.23076923076923)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:00.961784,"(9.0, 13.0, 12.066666666666666)","(26.0, 42.0, 38.4)","(21.0, 50.0, 46.57142857142857)","(2.6, 2.74, 2.662857142857143)","(7.5, 9.6, 9.040000000000001)","(51.0, 130.0, 105.71428571428571)","(6.5, 8.2, 8.028571428571428)","(7.0, 7.8, 7.573913043478261)","(101.0, 180.0, 172.0)","(21.0, 40.0, 35.84615384615385)","(14.0, 20.0, 21.166666666666668)","(20.0, 42.0, 41.23076923076923)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:02.541496,"(9.0, 13.0, 12.066666666666666)","(26.0, 42.0, 36.92307692307692)","(21.0, 50.0, 45.0)","(2.6, 2.72, 2.6544827586206896)","(7.5, 9.4, 8.82857142857143)","(51.0, 110.0, 110.9090909090909)","(6.5, 8.2, 8.028571428571428)","(7.0, 7.8, 7.573913043478261)","(101.0, 180.0, 172.0)","(21.0, 40.0, 36.0)","(14.0, 22.0, 20.25)","(20.0, 42.0, 41.23076923076923)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:04.201995,"(9.0, 13.0, 12.066666666666666)","(26.0, 50.0, 39.5)","(21.0, 48.0, 47.333333333333336)","(2.6, 2.7, 2.648301886792453)","(7.5, 9.4, 8.82857142857143)","(51.0, 130.0, 106.66666666666667)","(6.5, 8.2, 8.028571428571428)","(7.0, 7.8, 7.375)","(101.0, 180.0, 172.0)","(21.0, 40.0, 34.6)","(14.0, 21.0, 20.714285714285715)","(20.0, 42.0, 41.23076923076923)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:05.838773,"(9.0, 13.0, 12.066666666666666)","(26.0, 50.0, 43.0)","(21.0, 48.0, 47.67567567567568)","(2.6, 2.68, 2.648301886792453)","(7.5, 9.4, 8.784615384615384)","(51.0, 130.0, 106.66666666666667)","(6.5, 8.2, 8.028571428571428)","(7.0, 7.4, 7.583333333333333)","(101.0, 180.0, 172.0)","(21.0, 40.0, 34.3)","(14.0, 21.0, 20.846153846153847)","(20.0, 42.0, 41.76190476190476)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:07.392319,"(9.0, 13.0, 12.066666666666666)","(26.0, 50.0, 41.45454545454545)","(21.0, 48.0, 53.019999999999996)","(2.45, 2.68, 2.6434782608695655)","(7.5, 9.4, 8.816666666666666)","(51.0, 130.0, 106.66666666666667)","(6.5, 8.2, 8.05)","(7.0, 7.8, 7.612903225806452)","(101.0, 180.0, 172.0)","(21.0, 40.0, 34.3)","(14.0, 21.0, 20.846153846153847)","(20.0, 42.0, 41.795918367346935)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:08.936189,"(9.0, 13.0, 12.066666666666666)","(26.0, 48.0, 41.45454545454545)","(21.0, 55.0, 51.72727272727273)","(2.45, 2.68, 2.6254901960784314)","(7.5, 9.4, 8.836363636363636)","(51.0, 130.0, 102.5)","(6.5, 9.4, 8.35)","(7.0, 8.0, 7.690322580645161)","(101.0, 180.0, 172.0)","(21.0, 40.0, 34.3)","(14.0, 21.0, 20.846153846153847)","(20.0, 42.0, 41.80769230769231)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:10.521338,"(9.0, 13.0, 12.066666666666666)","(26.0, 48.0, 41.45454545454545)","(21.0, 55.0, 48.666666666666664)","(2.45, 2.66, 2.6241176470588234)","(7.5, 9.2, 8.933333333333334)","(51.0, 110.0, 103.75)","(6.5, 8.6, 8.263157894736842)","(7.0, 8.0, 7.931034482758621)","(101.0, 180.0, 172.0)","(21.0, 40.0, 34.3)","(14.0, 21.0, 20.846153846153847)","(20.0, 42.0, 41.80769230769231)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:12.143622,"(9.0, 13.0, 12.066666666666666)","(26.0, 48.0, 41.45454545454545)","(21.0, 50.0, 48.666666666666664)","(2.45, 2.66, 2.6241176470588234)","(7.5, 9.2, 8.8)","(51.0, 130.0, 107.5)","(6.5, 8.6, 8.24)","(7.0, 8.0, 7.958024691358025)","(101.0, 180.0, 172.0)","(21.0, 40.0, 34.3)","(14.0, 21.0, 20.970588235294116)","(20.0, 42.0, 43.05263157894737)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:13.821638,"(9.0, 13.0, 12.066666666666666)","(26.0, 48.0, 41.45454545454545)","(21.0, 50.0, 49.2)","(2.45, 2.66, 2.6241176470588234)","(7.5, 9.2, 8.8)","(51.0, 120.0, 102.5)","(6.5, 8.6, 8.24)","(7.0, 8.0, 7.958024691358025)","(101.0, 180.0, 172.0)","(21.0, 40.0, 34.3)","(14.0, 21.0, 20.970588235294116)","(20.0, 44.0, 43.18181818181818)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:15.451771,"(9.0, 13.0, 12.066666666666666)","(26.0, 48.0, 41.45454545454545)","(21.0, 50.0, 49.69230769230769)","(2.45, 2.66, 2.6241176470588234)","(7.5, 9.2, 8.8)","(51.0, 110.0, 103.75)","(6.5, 8.6, 8.109677419354838)","(7.0, 8.0, 7.958024691358025)","(101.0, 180.0, 172.0)","(21.0, 40.0, 34.3)","(14.0, 21.0, 20.970588235294116)","(20.0, 44.0, 43.18181818181818)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:17.074750,"(9.0, 13.0, 11.5)","(26.0, 48.0, 41.333333333333336)","(21.0, 50.0, 49.78947368421053)","(2.45, 2.66, 2.6241176470588234)","(7.5, 9.2, 8.55)","(51.0, 130.0, 107.5)","(6.5, 8.6, 8.46896551724138)","(7.0, 8.0, 7.9714285714285715)","(101.0, 180.0, 172.0)","(21.0, 40.0, 34.3)","(14.0, 21.0, 20.90909090909091)","(20.0, 44.0, 43.0)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:18.668415,"(9.0, 13.0, 11.5)","(26.0, 48.0, 44.0)","(21.0, 50.0, 49.78947368421053)","(2.45, 2.66, 2.624375)","(7.5, 9.2, 8.822222222222223)","(51.0, 120.0, 105.71428571428571)","(6.5, 8.6, 8.165714285714285)","(7.0, 8.0, 7.9714285714285715)","(101.0, 180.0, 172.0)","(21.0, 40.0, 34.3)","(14.0, 21.0, 20.928571428571427)","(20.0, 44.0, 42.5)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:20.361536,"(9.0, 12.0, 11.116666666666667)","(26.0, 44.0, 41.333333333333336)","(21.0, 50.0, 49.78947368421053)","(2.45, 2.66, 2.607258064516129)","(7.5, 9.0, 8.549999999999999)","(51.0, 110.0, 112.85714285714286)","(6.5, 8.6, 8.015384615384615)","(7.0, 8.0, 8.159322033898304)","(101.0, 180.0, 171.0)","(21.0, 40.0, 34.3)","(14.0, 21.0, 20.928571428571427)","(20.0, 44.0, 42.8)","(101.0, 230.0, 215.0)"
12-01-2023 16:31:22.144690,"(9.0, 12.0, 11.112903225806452)","(26.0, 44.0, 41.333333333333336)","(21.0, 50.0, 52.10344827586207)","(2.45, 2.66, 2.607563025210084)","(7.5, 9.0, 8.413333333333332)","(51.0, 120.0, 106.66666666666667)","(6.5, 8.6, 8.015384615384615)","(7.0, 8.2, 8.159322033898304)","(101.0, 180.0, 171.0)","(21.0, 40.0, 34.206896551724135)","(14.0, 21.0, 20.928571428571427)","(20.0, 44.0, 42.8)","(101.0, 250.0, 225.0)"
12-01-2023 16:31:23.895607,"(9.0, 12.0, 11.112903225806452)","(26.0, 44.0, 38.5)","(21.0, 55.0, 52.529411764705884)","(2.45, 2.66, 2.60989010989011)","(7.5, 9.0, 8.446153846153846)","(51.0, 130.0, 101.36363636363636)","(6.5, 8.6, 7.914285714285714)","(7.0, 8.2, 8.159322033898304)","(101.0, 180.0, 171.0)","(21.0, 40.0, 34.206896551724135)","(14.0, 21.0, 20.928571428571427)","(20.0, 44.0, 42.8)","(101.0, 250.0, 218.0)"
12-01-2023 16:31:25.394068,"(9.0, 12.0, 11.11864406779661)","(26.0, 46.0, 38.5)","(21.0, 55.0, 52.529411764705884)","(2.45, 2.66, 2.6100000000000003)","(7.5, 9.0, 8.446153846153846)","(51.0, 130.0, 100.83333333333333)","(6.5, 8.6, 7.914285714285714)","(7.0, 8.2, 8.139240506329113)","(101.0, 180.0, 171.0)","(21.0, 40.0, 34.206896551724135)","(14.0, 21.0, 20.928571428571427)","(20.0, 44.0, 42.8)","(101.0, 250.0, 175.0)"
12-01-2023 16:31:26.904055,"(9.0, 12.0, 11.235294117647058)","(26.0, 46.0, 40.44444444444444)","(21.0, 55.0, 52.529411764705884)","(2.45, 2.64, 2.6342857142857143)","(7.5, 9.0, 8.446153846153846)","(51.0, 130.0, 100.83333333333333)","(6.5, 8.6, 7.914285714285714)","(7.0, 8.2, 8.015384615384615)","(101.0, 180.0, 171.0)","(21.0, 40.0, 34.206896551724135)","(14.0, 21.0, 20.928571428571427)","(20.0, 44.0, 42.8)","(101.0, 240.0, 186.66666666666666)"
12-01-2023 16:31:28.409425,"(9.0, 12.0, 11.1875)","(26.0, 46.0, 47.05882352941177)","(21.0, 55.0, 52.2)","(2.45, 2.64, 2.6342857142857143)","(7.5, 9.0, 8.222222222222221)","(51.0, 130.0, 100.83333333333333)","(6.5, 8.6, 7.914285714285714)","(7.0, 8.2, 8.015384615384615)","(101.0, 180.0, 171.0)","(21.0, 40.0, 34.206896551724135)","(14.0, 21.0, 20.956521739130434)","(20.0, 44.0, 42.5)","(101.0, 240.0, 186.66666666666666)"
12-01-2023 16:31:29.847742,"(9.0, 12.0, 11.1875)","(26.0, 55.0, 47.05882352941177)","(21.0, 55.0, 52.2)","(2.45, 2.64, 2.63)","(7.5, 9.0, 8.222222222222221)","(51.0, 130.0, 100.83333333333333)","(6.5, 8.6, 8.024)","(7.0, 8.2, 8.015384615384615)","(101.0, 180.0, 171.0)","(21.0, 40.0, 34.206896551724135)","(14.0, 21.0, 20.956521739130434)","(20.0, 44.0, 42.5)","(101.0, 240.0, 186.66666666666666)"
12-01-2023 16:31:31.373614,"(9.0, 12.0, 11.235294117647058)","(26.0, 55.0, 47.17391304347826)","(21.0, 55.0, 52.5)","(2.45, 2.6, 2.596)","(7.5, 9.0, 8.222222222222221)","(51.0, 130.0, 100.83333333333333)","(6.5, 8.6, 8.024)","(7.0, 8.2, 8.015384615384615)","(101.0, 180.0, 153.0)","(21.0, 40.0, 35.578947368421055)","(14.0, 21.0, 21.90909090909091)","(20.0, 44.0, 42.5)","(101.0, 240.0, 183.33333333333334)"
12-01-2023 16:31:32.894446,"(9.0, 12.0, 11.235294117647058)","(26.0, 55.0, 46.0)","(21.0, 55.0, 52.69230769230769)","(2.45, 2.6, 2.6201694915254237)","(7.5, 9.0, 8.222222222222221)","(51.0, 130.0, 100.83333333333333)","(6.5, 8.6, 8.024)","(7.0, 8.2, 8.139240506329113)","(101.0, 180.0, 171.11111111111111)","(21.0, 40.0, 35.578947368421055)","(14.0, 23.0, 22.333333333333332)","(20.0, 44.0, 42.5)","(101.0, 230.0, 183.33333333333334)"
12-01-2023 16:31:34.420923,"(9.0, 12.0, 11.235294117647058)","(26.0, 55.0, 46.0)","(21.0, 55.0, 52.69230769230769)","(2.45, 2.66, 2.5789655172413792)","(7.5, 9.0, 8.4)","(51.0, 130.0, 103.33333333333333)","(6.5, 8.6, 8.024)","(7.0, 8.2, 7.944086021505377)","(101.0, 180.0, 171.11111111111111)","(21.0, 40.0, 34.90909090909091)","(14.0, 23.0, 22.333333333333332)","(20.0, 44.0, 42.5)","(101.0, 230.0, 172.0)"
12-01-2023 16:31:36.043490,"(9.0, 12.0, 11.174603174603174)","(26.0, 50.0, 47.0)","(21.0, 55.0, 53.095238095238095)","(2.45, 2.66, 2.5938028169014085)","(7.5, 8.8, 8.266666666666667)","(51.0, 120.0, 100.55555555555556)","(6.5, 8.6, 8.024)","(7.0, 8.0, 7.944086021505377)","(101.0, 180.0, 171.66666666666666)","(21.0, 40.0, 33.0)","(14.0, 23.0, 21.88888888888889)","(20.0, 44.0, 42.5)","(101.0, 220.0, 172.0)"
12-01-2023 16:31:38.097261,"(9.0, 12.0, 11.10344827586207)","(26.0, 50.0, 45.0)","(26.0, 55.0, 53.095238095238095)","(2.45, 2.66, 2.5938028169014085)","(7.5, 8.8, 8.4)","(51.0, 120.0, 105.0)","(6.5, 8.6, 8.10344827586207)","(7.0, 8.0, 7.944086021505377)","(101.0, 180.0, 171.66666666666666)","(21.0, 38.0, 30.789473684210527)","(14.0, 23.0, 21.88888888888889)","(21.0, 44.0, 42.5)","(101.0, 230.0, 183.33333333333334)"
12-01-2023 16:31:39.734949,"(9.0, 12.0, 11.10344827586207)","(26.0, 50.0, 43.6)","(26.0, 55.0, 53.095238095238095)","(2.45, 2.66, 2.6113793103448275)","(7.5, 8.8, 8.4)","(51.0, 120.0, 101.25)","(6.5, 8.6, 8.10344827586207)","(7.0, 8.0, 7.944086021505377)","(101.0, 180.0, 171.66666666666666)","(21.0, 36.0, 30.133333333333333)","(14.0, 23.0, 21.88888888888889)","(21.0, 44.0, 42.5)","(101.0, 230.0, 183.33333333333334)"
12-01-2023 16:31:41.675421,"(9.0, 12.0, 10.73469387755102)","(26.0, 50.0, 45.07692307692308)","(26.0, 55.0, 53.095238095238095)","(2.45, 2.66, 2.6113793103448275)","(7.5, 8.8, 8.4)","(51.0, 120.0, 101.25)","(6.5, 8.6, 7.900787401574803)","(7.0, 8.0, 7.944086021505377)","(101.0, 180.0, 171.11111111111111)","(21.0, 36.0, 30.5)","(14.0, 23.0, 21.88888888888889)","(21.0, 44.0, 42.5)","(101.0, 230.0, 183.33333333333334)"
12-01-2023 16:31:43.489313,"(9.0, 11.0, 10.69767441860465)","(26.0, 50.0, 46.8)","(26.0, 55.0, 53.095238095238095)","(2.45, 2.66, 2.6124528301886794)","(7.5, 8.8, 8.16)","(51.0, 120.0, 101.25)","(6.5, 8.6, 8.060674157303371)","(7.0, 8.0, 7.944086021505377)","(101.0, 180.0, 171.66666666666666)","(21.0, 36.0, 30.5)","(14.0, 23.0, 22.23076923076923)","(21.0, 44.0, 42.5)","(101.0, 230.0, 183.33333333333334)"
12-01-2023 16:31:45.498261,"(9.0, 11.0, 10.617647058823529)","(26.0, 50.0, 46.625)","(26.0, 55.0, 66.1764705882353)","(2.45, 2.66, 2.6193548387096777)","(7.5, 8.8, 8.4)","(51.0, 120.0, 101.25)","(6.5, 8.6, 8.060674157303371)","(7.0, 8.0, 7.944086021505377)","(101.0, 180.0, 171.66666666666666)","(21.0, 36.0, 30.5)","(14.0, 23.0, 22.166666666666668)","(21.0, 44.0, 42.5)","(101.0, 230.0, 183.33333333333334)"
12-01-2023 16:31:47.385657,"(9.0, 11.0, 10.657894736842104)","(26.0, 50.0, 48.2)","(26.0, 75.0, 48.39393939393939)","(2.45, 2.66, 2.6085714285714285)","(7.5, 8.8, 8.4)","(51.0, 120.0, 101.25)","(6.5, 8.6, 8.04186046511628)","(7.0, 8.0, 7.944086021505377)","(101.0, 180.0, 171.66666666666666)","(21.0, 36.0, 30.5)","(14.0, 23.0, 22.326923076923077)","(21.0, 44.0, 30.90909090909091)","(101.0, 220.0, 213.0)"
12-01-2023 16:31:49.255984,"(9.0, 11.0, 11.208333333333334)","(26.0, 50.0, 48.61538461538461)","(26.0, 50.0, 60.0)","(2.45, 2.66, 2.615555555555556)","(7.5, 8.8, 8.789473684210526)","(51.0, 120.0, 101.25)","(6.5, 8.6, 7.9)","(7.0, 8.0, 7.944086021505377)","(101.0, 180.0, 182.14285714285714)","(21.0, 36.0, 29.846153846153847)","(14.0, 25.0, 21.0)","(21.0, 40.0, 31.666666666666668)","(101.0, 220.0, 195.0)"
12-01-2023 16:31:50.840988,"(9.0, 11.5, 11.107142857142858)","(26.0, 50.0, 48.2)","(26.0, 70.0, 57.857142857142854)","(2.45, 2.66, 2.612)","(7.5, 9.0, 8.688888888888888)","(51.0, 120.0, 101.25)","(6.5, 8.0, 7.685714285714285)","(7.0, 8.0, 7.9941176470588236)","(101.0, 210.0, 192.66666666666666)","(21.0, 36.0, 28.585365853658537)","(14.0, 25.0, 21.363636363636363)","(21.0, 40.0, 36.96551724137931)","(101.0, 220.0, 195.0)"
12-01-2023 16:31:52.262872,"(9.0, 11.5, 11.238095238095237)","(26.0, 50.0, 48.61538461538461)","(26.0, 65.0, 57.25806451612903)","(2.45, 2.66, 2.612)","(7.5, 9.0, 8.623529411764705)","(51.0, 120.0, 101.25)","(6.5, 7.8, 7.942857142857143)","(7.0, 8.0, 7.993846153846154)","(101.0, 210.0, 192.66666666666666)","(21.0, 34.0, 28.585365853658537)","(14.0, 25.0, 21.473684210526315)","(21.0, 40.0, 36.11764705882353)","(101.0, 220.0, 195.0)"
12-01-2023 16:31:53.801724,"(9.0, 11.5, 11.244186046511627)","(26.0, 50.0, 48.61538461538461)","(26.0, 65.0, 57.5)","(2.45, 2.66, 2.5891803278688523)","(7.5, 9.0, 8.623529411764705)","(51.0, 120.0, 101.25)","(6.5, 8.0, 7.942857142857143)","(7.0, 8.0, 7.951807228915663)","(101.0, 210.0, 192.66666666666666)","(21.0, 34.0, 29.697674418604652)","(14.0, 24.0, 21.428571428571427)","(21.0, 40.0, 36.11764705882353)","(101.0, 220.0, 195.0)"
12-01-2023 16:31:55.326833,"(9.0, 11.5, 11.15625)","(26.0, 50.0, 48.61538461538461)","(26.0, 60.0, 55.45454545454545)","(2.45, 2.62, 2.596)","(7.5, 9.0, 8.714285714285714)","(51.0, 120.0, 101.25)","(6.5, 8.0, 7.9)","(7.0, 8.0, 7.98)","(101.0, 210.0, 200.71428571428572)","(21.0, 34.0, 29.97826086956522)","(14.0, 24.0, 21.545454545454547)","(21.0, 40.0, 36.11764705882353)","(101.0, 210.0, 186.0)"
12-01-2023 16:31:56.919214,"(9.0, 11.5, 11.15625)","(26.0, 50.0, 48.61538461538461)","(26.0, 60.0, 55.45454545454545)","(2.45, 2.6, 2.596)","(7.5, 9.0, 8.714285714285714)","(51.0, 120.0, 101.25)","(6.5, 8.0, 7.9)","(7.0, 8.0, 7.98)","(101.0, 210.0, 200.71428571428572)","(21.0, 34.0, 29.555555555555557)","(15.0, 24.0, 21.545454545454547)","(21.0, 40.0, 36.11764705882353)","(101.0, 210.0, 186.0)"
12-01-2023 16:31:58.465773,"(9.0, 11.5, 10.776315789473685)","(26.0, 50.0, 48.714285714285715)","(26.0, 60.0, 53.75)","(2.45, 2.6, 2.6054166666666667)","(7.5, 9.0, 8.89655172413793)","(51.0, 120.0, 108.0)","(6.5, 8.0, 7.435897435897436)","(7.0, 8.0, 8.121739130434783)","(101.0, 210.0, 200.71428571428572)","(21.0, 34.0, 29.625)","(15.0, 24.0, 21.571428571428573)","(21.0, 40.0, 36.333333333333336)","(101.0, 210.0, 186.0)"
12-01-2023 16:32:00.325127,"(9.0, 11.0, 10.776315789473685)","(26.0, 50.0, 48.714285714285715)","(26.0, 55.0, 56.25)","(2.45, 2.62, 2.596326530612245)","(7.5, 9.0, 8.818181818181818)","(51.0, 120.0, 105.0)","(6.5, 7.6, 7.404081632653061)","(7.0, 8.2, 8.121739130434783)","(101.0, 210.0, 200.71428571428572)","(21.0, 34.0, 30.5)","(15.0, 23.0, 20.6)","(21.0, 40.0, 37.0)","(101.0, 210.0, 172.5)"
12-01-2023 16:32:02.165961,"(9.0, 11.0, 10.733333333333333)","(26.0, 50.0, 48.714285714285715)","(26.0, 65.0, 57.368421052631575)","(2.45, 2.62, 2.665)","(7.5, 9.0, 8.714285714285714)","(51.0, 120.0, 107.5)","(6.5, 7.6, 7.404166666666667)","(7.0, 8.2, 8.1)","(101.0, 210.0, 193.07692307692307)","(21.0, 34.0, 30.75)","(15.0, 22.0, 19.5)","(21.0, 40.0, 38.0)","(101.0, 210.0, 200.0)"
12-01-2023 16:32:04.054395,"(9.0, 11.0, 10.731707317073171)","(26.0, 50.0, 48.714285714285715)","(26.0, 60.0, 58.333333333333336)","(2.45, 2.7, 2.6510000000000002)","(7.5, 9.0, 8.914285714285715)","(51.0, 130.0, 112.35294117647058)","(6.5, 7.6, 7.421800947867299)","(7.0, 8.2, 8.218181818181819)","(101.0, 210.0, 183.33333333333334)","(21.0, 34.0, 30.75)","(15.0, 21.0, 19.333333333333332)","(21.0, 40.0, 36.8235294117647)","(101.0, 210.0, 190.0)"
12-01-2023 16:32:05.963611,"(9.0, 11.0, 10.702702702702704)","(26.0, 50.0, 48.714285714285715)","(26.0, 60.0, 57.35294117647059)","(2.45, 2.7, 2.657837837837838)","(7.5, 9.0, 8.8)","(51.0, 130.0, 106.92307692307692)","(6.5, 7.6, 7.421800947867299)","(7.0, 8.4, 8.218181818181819)","(101.0, 190.0, 183.33333333333334)","(21.0, 34.0, 30.75)","(15.0, 21.0, 19.5)","(21.0, 40.0, 38.13793103448276)","(101.0, 210.0, 180.0)"
12-01-2023 16:32:07.549711,"(9.0, 11.0, 10.702702702702704)","(26.0, 50.0, 48.4)","(26.0, 65.0, 59.0)","(2.45, 2.7, 2.667111111111111)","(7.5, 9.0, 8.75)","(51.0, 130.0, 100.0)","(6.5, 7.6, 7.410945273631841)","(7.0, 8.4, 8.218181818181819)","(101.0, 190.0, 181.66666666666666)","(21.0, 34.0, 31.29032258064516)","(15.0, 21.0, 19.5)","(21.0, 40.0, 38.18181818181818)","(101.0, 200.0, 182.5)"
12-01-2023 16:32:09.036991,"(9.0, 11.0, 10.549019607843137)","(26.0, 50.0, 48.4)","(26.0, 60.0, 56.92307692307692)","(2.4, 2.7, 2.6810909090909094)","(7.0, 9.0, 8.5)","(51.0, 120.0, 100.0)","(6.5, 7.6, 7.410945273631841)","(7.0, 8.4, 8.218181818181819)","(101.0, 190.0, 181.66666666666666)","(21.0, 34.0, 31.375)","(16.0, 21.0, 19.083333333333332)","(21.0, 40.0, 38.0)","(101.0, 190.0, 182.5)"
12-01-2023 16:32:10.595169,"(9.0, 11.0, 10.549019607843137)","(26.0, 50.0, 48.4)","(26.0, 60.0, 55.625)","(2.4, 2.7, 2.680740740740741)","(7.0, 9.0, 8.466666666666667)","(51.0, 120.0, 110.0)","(6.5, 7.6, 7.410945273631841)","(7.0, 8.4, 8.218181818181819)","(101.0, 190.0, 183.33333333333334)","(21.0, 34.0, 31.375)","(16.0, 19.5, 20.5)","(21.0, 40.0, 38.18181818181818)","(101.0, 190.0, 182.5)"
12-01-2023 16:32:12.121348,"(9.0, 11.0, 10.6875)","(31.0, 50.0, 48.5)","(31.0, 60.0, 58.0)","(2.35, 2.7, 2.687317073170732)","(7.0, 9.0, 8.63076923076923)","(61.0, 120.0, 108.0)","(6.5, 7.6, 7.410945273631841)","(7.0, 8.4, 8.353846153846154)","(101.0, 190.0, 183.33333333333334)","(21.0, 34.0, 31.466666666666665)","(15.0, 21.0, 19.928571428571427)","(21.0, 40.0, 36.36363636363637)","(101.0, 190.0, 182.5)"
12-01-2023 16:32:13.526469,"(9.0, 11.0, 10.6875)","(31.0, 50.0, 48.5)","(31.0, 60.0, 58.285714285714285)","(2.35, 2.7, 2.687317073170732)","(7.0, 9.0, 8.7)","(61.0, 120.0, 108.0)","(6.5, 7.6, 7.349295774647888)","(7.0, 8.4, 8.353846153846154)","(101.0, 190.0, 181.66666666666666)","(21.0, 34.0, 31.466666666666665)","(15.0, 21.0, 19.928571428571427)","(21.0, 40.0, 36.36363636363637)","(101.0, 190.0, 182.5)"
12-01-2023 16:32:14.896279,"(9.0, 10.5, 10.245762711864407)","(31.0, 48.0, 47.69230769230769)","(31.0, 60.0, 56.64)","(2.35, 2.7, 2.687317073170732)","(7.0, 9.0, 8.7)","(61.0, 120.0, 108.0)","(6.5, 7.4, 7.349295774647888)","(7.0, 8.4, 8.353846153846154)","(101.0, 190.0, 181.66666666666666)","(21.0, 34.0, 31.466666666666665)","(15.0, 21.0, 20.1)","(21.0, 40.0, 36.36363636363637)","(101.0, 190.0, 182.5)"
12-01-2023 16:32:16.351210,"(9.0, 10.5, 10.232142857142858)","(31.0, 48.0, 47.69230769230769)","(31.0, 60.0, 56.64)","(2.35, 2.7, 2.687317073170732)","(7.0, 9.0, 8.7)","(61.0, 120.0, 108.0)","(6.5, 7.4, 7.349295774647888)","(7.0, 8.4, 8.314285714285715)","(101.0, 190.0, 181.66666666666666)","(21.0, 34.0, 31.466666666666665)","(15.0, 21.0, 20.1)","(21.0, 40.0, 39.23076923076923)","(101.0, 190.0, 182.5)"
12-01-2023 16:32:17.896710,"(9.0, 10.5, 10.232142857142858)","(31.0, 48.0, 47.38461538461539)","(31.0, 60.0, 58.833333333333336)","(2.35, 2.7, 2.687317073170732)","(7.0, 9.0, 8.7)","(61.0, 120.0, 108.0)","(6.5, 7.4, 7.360606060606061)","(7.0, 8.4, 8.314285714285715)","(101.0, 190.0, 182.5)","(21.0, 34.0, 31.466666666666665)","(15.0, 21.0, 20.1)","(21.0, 40.0, 39.58620689655172)","(101.0, 190.0, 182.5)"
12-01-2023 16:32:19.687789,"(9.0, 10.5, 10.340909090909092)","(31.0, 48.0, 47.111111111111114)","(31.0, 60.0, 59.25925925925926)","(2.35, 2.7, 2.687317073170732)","(7.0, 9.0, 8.76923076923077)","(61.0, 120.0, 108.0)","(6.5, 7.4, 7.353623188405797)","(7.0, 8.4, 8.314285714285715)","(101.0, 200.0, 186.0)","(21.0, 34.0, 31.466666666666665)","(15.0, 21.0, 20.0)","(21.0, 40.0, 39.58620689655172)","(101.0, 190.0, 184.0)"
12-01-2023 16:32:21.370011,"(9.0, 10.5, 10.340909090909092)","(31.0, 48.0, 47.111111111111114)","(31.0, 60.0, 59.25925925925926)","(2.35, 2.7, 2.687317073170732)","(7.0, 9.0, 8.76923076923077)","(61.0, 120.0, 108.0)","(6.5, 7.4, 7.1257142857142854)","(7.0, 8.4, 8.399999999999999)","(101.0, 200.0, 182.0)","(21.0, 34.0, 31.466666666666665)","(15.0, 22.0, 21.29787234042553)","(21.0, 40.0, 39.9344262295082)","(101.0, 200.0, 215.0)"
12-01-2023 16:32:23.240188,"(9.0, 10.5, 10.673913043478262)","(31.0, 48.0, 47.333333333333336)","(31.0, 65.0, 62.3469387755102)","(2.35, 2.7, 2.6784615384615384)","(7.0, 9.0, 8.825806451612904)","(61.0, 120.0, 108.94736842105263)","(6.5, 7.4, 7.191304347826087)","(7.0, 8.6, 8.36)","(101.0, 210.0, 191.25)","(21.0, 34.0, 31.466666666666665)","(16.0, 23.0, 22.023809523809526)","(21.0, 40.0, 39.84615384615385)","(101.0, 240.0, 215.0)"
12-01-2023 16:32:24.797988,"(9.0, 11.0, 10.673913043478262)","(31.0, 48.0, 47.333333333333336)","(31.0, 65.0, 62.3469387755102)","(2.35, 2.7, 2.7164179104477615)","(7.0, 9.0, 8.8)","(61.0, 120.0, 88.42105263157895)","(6.5, 7.2, 7.189473684210527)","(7.0, 8.6, 8.36)","(101.0, 210.0, 182.72727272727272)","(21.0, 34.0, 31.294117647058822)","(16.0, 23.0, 22.192307692307693)","(21.0, 40.0, 41.42857142857143)","(101.0, 240.0, 232.72727272727272)"
