,Sweet Hummer,Blue Cod,Miss Fischer,Sweet Silver,Boudicca,Thrilling Vespa
11-01-2023 12:31:17.996857,"(2.35, 2.98, 2.67811320754717)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.1, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:19.059424,"(2.35, 2.98, 2.800689655172414)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:20.204376,"(2.35, 2.98, 2.609268292682927)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:21.227979,"(2.35, 2.98, 2.609268292682927)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:22.337932,"(2.35, 2.98, 2.609268292682927)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.0, 3.7800000000000002)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:23.360985,"(2.35, 2.98, 2.609268292682927)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:24.296755,"(2.35, 2.98, 2.609268292682927)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:25.223965,"(2.35, 2.98, 2.609268292682927)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:26.155823,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:27.127264,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 4.9, 3.951764705882353)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:28.175175,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.1, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:29.226390,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:30.312961,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:31.344853,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:32.365171,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:33.526236,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:34.619636,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:35.749000,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 76.66666666666667)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:36.884590,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.266666666666666)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:38.104191,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.7800000000000002)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:39.203071,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:40.412176,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:41.468896,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:42.460696,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:43.581780,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:44.664290,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:45.842842,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:47.000281,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:48.071224,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:49.142534,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:50.034571,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:51.068253,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:52.131584,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.7800000000000002)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:53.172078,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:54.212524,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:55.275480,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:56.402360,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:57.462414,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:58.453343,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:31:59.404715,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:00.444236,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:01.516696,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:02.602502,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.951764705882353)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:03.601823,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.1, 3.88)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:04.523055,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:05.557547,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:06.640074,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 21.880000000000003)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:07.693837,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:08.737932,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:09.711039,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:10.688674,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:11.689165,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:12.654963,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:13.614087,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:14.587327,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:15.560899,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:16.563918,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:17.607941,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.951764705882353)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:18.755850,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.1, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:19.735661,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:20.773322,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:21.744071,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:23.081731,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:24.240423,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:25.316664,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:26.368712,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:27.364861,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:28.400290,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:29.376873,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:30.416479,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:31.388070,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:32.473451,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:33.621335,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:34.623535,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:35.602690,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:36.524734,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:37.427390,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:38.462504,"(2.35, 2.98, 2.741290322580645)","(16.0, 140.0, 87.70833333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:39.556790,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:40.596082,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:41.593227,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:42.552169,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:43.665103,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:44.743957,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:45.922240,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:47.444892,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:48.642273,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:49.955185,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:51.141297,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:52.309843,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:53.485262,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:54.629743,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:55.750912,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:56.949333,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:57.987279,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:32:59.032072,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:33:00.045016,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:33:01.153256,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:33:02.231909,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:33:03.323898,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:33:04.382748,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:33:05.497009,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:33:06.554368,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:33:07.627817,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
11-01-2023 12:33:08.646390,"(2.35, 2.98, 2.741290322580645)","(16.0, 130.0, 88.0)","(20.0, 190.0, 80.71428571428571)","(2.6, 4.9, 3.7800000000000002)","(11.0, 25.0, 14.733333333333334)","(3.7, 7.0, 5.7625)"
