,Orca,Madalia Zoom,Panama Dash,Django Maskiell,Rapid Voyage,Hill Top Jack,Gypsy Ha Ha,Audacious Stell
11-01-2023 20:15:46.081056,"(7.5, 18.0, 13.628571428571428)","(7.5, 15.5, 13.672727272727272)","(7.0, 12.5, 8.7)","(21.0, 80.0, 47.733333333333334)","(41.0, 240.0, 205.0)","(2.0, 3.15, 2.57)","(6.0, 11.5, 8.585714285714285)","(5.5, 9.8, 9.96875)"
11-01-2023 20:15:47.424716,"(7.5, 18.0, 13.628571428571428)","(7.5, 15.5, 13.76)","(7.0, 12.5, 8.7)","(21.0, 80.0, 47.733333333333334)","(41.0, 240.0, 205.0)","(2.0, 3.15, 2.57)","(6.0, 11.5, 8.585714285714285)","(5.5, 11.0, 9.5625)"
11-01-2023 20:15:48.750504,"(7.5, 18.0, 13.628571428571428)","(7.5, 15.0, 13.76)","(7.0, 12.5, 8.7)","(21.0, 80.0, 51.875)","(41.0, 240.0, 206.0)","(2.0, 3.15, 2.57)","(6.0, 11.5, 10.086666666666666)","(5.5, 10.5, 9.5625)"
11-01-2023 20:15:49.981222,"(7.5, 18.0, 13.628571428571428)","(7.5, 15.0, 13.76)","(7.0, 12.5, 8.7)","(21.0, 75.0, 51.875)","(41.0, 240.0, 206.0)","(2.0, 3.15, 2.57)","(6.0, 11.5, 10.086666666666666)","(5.5, 10.5, 9.5625)"
11-01-2023 20:15:51.195801,"(7.5, 18.0, 13.628571428571428)","(7.5, 15.0, 13.76)","(7.0, 12.5, 8.7)","(21.0, 75.0, 51.875)","(41.0, 240.0, 206.0)","(2.0, 3.15, 2.57)","(6.0, 11.5, 10.086666666666666)","(5.5, 10.5, 9.5625)"
11-01-2023 20:15:52.511129,"(7.5, 18.0, 12.399999999999999)","(7.5, 15.0, 13.76)","(7.0, 12.5, 8.7)","(21.0, 75.0, 51.875)","(41.0, 240.0, 206.0)","(2.0, 3.15, 2.57)","(6.0, 11.5, 10.086666666666666)","(5.5, 10.5, 9.5625)"
11-01-2023 20:15:53.918155,"(7.5, 17.0, 12.399999999999999)","(7.5, 15.0, 13.76)","(7.0, 12.5, 8.7)","(21.0, 75.0, 45.400000000000006)","(41.0, 240.0, 206.0)","(2.0, 3.15, 2.57)","(6.0, 11.5, 10.086666666666666)","(5.5, 10.5, 9.5625)"
11-01-2023 20:15:55.359205,"(7.5, 17.0, 11.145454545454545)","(7.5, 15.0, 13.76)","(7.0, 12.5, 8.7)","(21.0, 75.0, 45.400000000000006)","(41.0, 240.0, 264.3333333333333)","(2.0, 3.15, 3.0936842105263156)","(6.0, 11.5, 10.086666666666666)","(5.5, 10.5, 9.5625)"
11-01-2023 20:15:56.884994,"(7.5, 5.7, 13.826666666666666)","(7.5, 15.0, 13.76)","(7.0, 12.5, 8.7)","(21.0, 75.0, 35.72727272727273)","(41.0, 310.0, 264.3333333333333)","(2.0, 3.15, 2.57)","(6.5, 11.5, 8.95)","(6.0, 10.5, 8.4)"
11-01-2023 20:15:58.487296,"(6.0, 17.0, 12.239999999999998)","(7.5, 15.0, 13.76)","(7.0, 12.5, 8.7)","(21.0, 75.0, 35.72727272727273)","(41.0, 310.0, 264.3333333333333)","(2.0, 3.15, 2.57)","(6.5, 11.5, 8.7)","(6.0, 10.5, 7.62)"
11-01-2023 20:15:59.834492,"(6.0, 17.0, 12.48)","(7.5, 15.0, 13.76)","(7.0, 12.5, 9.242857142857144)","(21.0, 75.0, 35.72727272727273)","(41.0, 310.0, 264.3333333333333)","(2.0, 3.15, 3.0925)","(6.5, 11.5, 9.572727272727272)","(6.0, 10.5, 7.62)"
11-01-2023 20:16:01.084064,"(6.0, 17.0, 12.48)","(7.5, 15.0, 13.76)","(7.0, 12.5, 10.144444444444446)","(21.0, 75.0, 35.72727272727273)","(41.0, 310.0, 264.3333333333333)","(2.0, 3.15, 2.9885714285714284)","(6.5, 11.5, 8.585714285714285)","(6.0, 10.5, 7.62)"
11-01-2023 20:16:02.324603,"(6.0, 15.0, 11.280000000000001)","(7.5, 15.0, 13.76)","(7.0, 12.5, 10.144444444444446)","(21.0, 75.0, 46.2)","(41.0, 310.0, 264.3333333333333)","(2.0, 3.15, 2.605)","(6.5, 11.5, 8.585714285714285)","(6.0, 10.5, 7.62)"
11-01-2023 20:16:03.655701,"(6.0, 15.0, 11.280000000000001)","(7.5, 15.0, 13.76)","(7.0, 12.5, 8.966666666666667)","(21.0, 75.0, 45.13333333333333)","(41.0, 310.0, 264.3333333333333)","(2.0, 3.15, 2.605)","(6.5, 11.5, 9.718181818181819)","(6.0, 10.5, 7.071428571428571)"
11-01-2023 20:16:05.347071,"(6.0, 15.0, 12.386666666666667)","(7.5, 15.0, 13.76)","(7.0, 12.5, 8.966666666666667)","(21.0, 75.0, 45.13333333333333)","(41.0, 310.0, 264.3333333333333)","(2.0, 3.15, 2.605)","(6.5, 11.5, 9.718181818181819)","(6.0, 10.5, 7.071428571428571)"
11-01-2023 20:16:07.099388,"(6.0, 15.0, 12.015384615384615)","(7.5, 15.0, 13.463636363636363)","(7.0, 12.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 310.0, 206.0)","(2.0, 3.15, 2.9683333333333333)","(6.5, 11.5, 10.8875)","(6.0, 10.5, 7.3125)"
11-01-2023 20:16:08.364942,"(6.0, 15.0, 12.015384615384615)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 240.0, 206.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.8875)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:09.640792,"(6.0, 15.0, 12.413333333333332)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 240.0, 206.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.8875)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:10.983870,"(6.0, 15.0, 12.413333333333332)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 240.0, 206.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.8875)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:12.402550,"(6.0, 15.0, 12.413333333333332)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 240.0, 206.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.56)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:13.753270,"(6.0, 15.0, 12.413333333333332)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 240.0, 206.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.56)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:15.007167,"(6.0, 15.0, 12.933333333333334)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 240.0, 206.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.56)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:16.399127,"(6.0, 15.0, 13.14)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 240.0, 206.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.56)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:17.788238,"(6.0, 15.0, 13.14)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 240.0, 206.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.56)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:19.079758,"(6.0, 15.0, 13.14)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 240.0, 206.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.56)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:20.371359,"(6.0, 15.0, 13.14)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 240.0, 206.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.56)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:21.668307,"(6.0, 15.0, 13.14)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 240.0, 206.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.56)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:23.029184,"(6.0, 15.0, 12.404761904761905)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 240.0, 168.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.56)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:24.338153,"(6.0, 14.5, 12.404761904761905)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.13333333333333)","(41.0, 300.0, 164.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.56)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:25.617853,"(6.0, 14.0, 12.34)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 25.666666666666668)","(41.0, 290.0, 164.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.56)","(6.0, 10.0, 8.81578947368421)"
11-01-2023 20:16:26.788053,"(6.0, 14.0, 8.6)","(7.5, 14.5, 13.463636363636363)","(7.0, 13.5, 9.3)","(21.0, 75.0, 25.666666666666668)","(41.0, 290.0, 164.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 10.56)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:27.827654,"(6.0, 14.0, 8.6)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 9.3)","(21.0, 75.0, 35.0)","(41.0, 290.0, 164.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:28.979132,"(6.0, 14.0, 8.8)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 9.3)","(21.0, 75.0, 43.57142857142857)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:30.402086,"(6.0, 14.0, 11.163636363636364)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 9.3)","(21.0, 75.0, 43.57142857142857)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:31.701668,"(6.0, 14.0, 11.163636363636364)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.666666666666664)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:33.200720,"(6.0, 14.0, 11.4)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 9.3)","(21.0, 75.0, 45.666666666666664)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:34.535444,"(6.0, 14.0, 11.6)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 9.3)","(21.0, 75.0, 27.0)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:35.980665,"(6.0, 14.0, 11.6)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 9.3)","(21.0, 75.0, 27.0)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:37.222692,"(6.0, 14.0, 11.6)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 9.3)","(21.0, 75.0, 27.0)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:38.433247,"(6.0, 14.0, 11.6)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 9.3)","(21.0, 75.0, 27.0)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:39.696752,"(6.0, 14.0, 11.6)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.3)","(21.0, 75.0, 27.0)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:40.903966,"(6.0, 14.0, 11.6)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.3)","(21.0, 75.0, 27.0)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:41.950772,"(6.0, 14.0, 11.6)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.3)","(21.0, 75.0, 27.0)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:43.051625,"(6.0, 14.0, 11.6)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 11.136363636363637)","(21.0, 75.0, 27.0)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:44.044053,"(6.0, 14.0, 11.6)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 240.0, 139.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:45.088413,"(6.0, 14.0, 11.6)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 290.0, 164.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:46.057815,"(6.0, 14.0, 11.6)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 290.0, 164.0)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:47.130381,"(6.0, 13.5, 11.253846153846155)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 280.0, 115.33333333333333)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:48.228449,"(6.0, 13.5, 11.253846153846155)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 270.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:49.383862,"(6.0, 13.5, 11.253846153846155)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 280.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:50.547761,"(6.0, 13.5, 11.253846153846155)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 280.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:51.725436,"(6.0, 13.5, 11.253846153846155)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 280.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:53.135578,"(6.0, 13.5, 11.253846153846155)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 280.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:54.424020,"(6.0, 13.5, 11.253846153846155)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 11.136363636363637)","(21.0, 75.0, 27.0)","(41.0, 280.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:55.585046,"(6.0, 14.5, 11.946153846153848)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 11.136363636363637)","(21.0, 75.0, 27.0)","(41.0, 280.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:56.935416,"(6.0, 14.0, 11.214285714285715)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 280.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:58.432025,"(6.0, 13.5, 11.2)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 280.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:16:59.908126,"(6.0, 13.5, 11.2)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 280.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:01.490111,"(6.0, 13.5, 11.2)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 280.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:02.906252,"(6.0, 13.5, 11.2)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 27.0)","(41.0, 280.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:04.230250,"(6.0, 13.5, 11.2)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.3)","(21.0, 75.0, 36.45454545454545)","(41.0, 280.0, 62.2)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:05.477995,"(6.0, 13.5, 11.2)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 28.77777777777778)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:06.818825,"(6.0, 13.5, 7.9799999999999995)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 28.77777777777778)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:08.157331,"(6.0, 13.5, 7.9799999999999995)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 28.77777777777778)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:09.485143,"(6.0, 13.5, 7.9799999999999995)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 28.77777777777778)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:10.753957,"(6.0, 13.5, 7.9799999999999995)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 28.77777777777778)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:11.962332,"(6.0, 13.5, 7.9799999999999995)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 28.77777777777778)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:13.170469,"(6.0, 13.5, 7.9799999999999995)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 28.77777777777778)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:14.403610,"(6.0, 13.5, 7.9799999999999995)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 28.77777777777778)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:15.651424,"(6.0, 13.5, 7.9799999999999995)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 28.77777777777778)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:16.990291,"(6.0, 13.5, 7.9799999999999995)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 28.77777777777778)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:18.360461,"(6.0, 13.5, 7.9799999999999995)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:19.647153,"(6.0, 13.5, 11.940000000000001)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:20.909220,"(6.0, 13.0, 7.24)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:22.210254,"(6.0, 13.0, 7.24)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:23.488248,"(6.0, 13.0, 7.24)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:24.784039,"(6.0, 13.0, 7.24)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:26.089694,"(6.0, 13.0, 12.1)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:27.322907,"(6.0, 12.5, 11.484848484848484)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:28.581570,"(6.0, 12.0, 11.4)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:29.725688,"(6.0, 12.0, 11.4)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:30.897369,"(6.0, 12.0, 11.4)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:32.061516,"(6.0, 12.0, 11.4)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 112.46153846153847)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:33.294121,"(6.0, 12.0, 11.06060606060606)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 65.8)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:34.537685,"(6.0, 12.0, 9.5)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 65.8)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
11-01-2023 20:17:35.884345,"(6.0, 12.0, 7.166666666666667)","(7.5, 14.5, 10.833333333333334)","(7.0, 13.5, 8.78)","(21.0, 75.0, 29.666666666666668)","(41.0, 280.0, 65.8)","(2.0, 3.15, 3.01375)","(6.5, 11.5, 9.25)","(6.0, 10.0, 6.857142857142857)"
