,Angry Ann,Swiper Taz,Ballina,Misbehaved,Urana Blazer,Coopers Mate,Fabulous Victor,Slingshot Yo Yo
11-01-2023 14:15:26.528462,"(2.0, 3.45, 2.9871428571428575)","(5.5, 8.2, 7.828571428571427)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 193.63636363636363)","(11.0, 23.0, 20.25)","(6.5, 15.0, 13.444444444444445)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:27.708737,"(2.0, 3.45, 2.9871428571428575)","(5.5, 8.2, 7.828571428571427)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 193.63636363636363)","(11.0, 23.0, 20.25)","(6.5, 15.0, 13.444444444444445)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:28.888368,"(2.0, 3.45, 2.87)","(5.5, 8.2, 7.828571428571427)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 193.63636363636363)","(11.0, 23.0, 20.25)","(6.5, 15.0, 13.444444444444445)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:29.921635,"(2.0, 3.45, 2.87)","(5.5, 8.2, 7.828571428571427)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 193.63636363636363)","(11.0, 23.0, 20.25)","(6.5, 15.0, 13.444444444444445)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:31.007908,"(2.0, 3.45, 3.291904761904762)","(5.5, 8.2, 7.828571428571427)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 193.63636363636363)","(11.0, 23.0, 20.25)","(6.5, 15.0, 13.444444444444445)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:32.172595,"(2.0, 3.45, 3.291904761904762)","(5.5, 8.2, 7.828571428571427)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 193.63636363636363)","(11.0, 23.0, 20.25)","(6.5, 15.0, 13.444444444444445)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:33.391540,"(2.0, 3.45, 3.291904761904762)","(5.5, 8.2, 7.828571428571427)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 193.63636363636363)","(11.0, 23.0, 20.25)","(6.5, 15.0, 13.444444444444445)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:34.615523,"(2.0, 3.45, 3.291904761904762)","(5.5, 8.2, 7.828571428571427)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 193.63636363636363)","(11.0, 23.0, 20.25)","(6.5, 15.0, 13.444444444444445)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:35.810399,"(2.0, 3.45, 3.291904761904762)","(5.5, 8.2, 7.828571428571427)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 193.63636363636363)","(11.0, 23.0, 20.25)","(6.5, 15.0, 13.444444444444445)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:36.940440,"(2.0, 3.45, 3.291904761904762)","(5.5, 8.2, 7.828571428571427)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 193.63636363636363)","(11.0, 23.0, 20.25)","(6.5, 15.0, 13.444444444444445)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:38.197662,"(2.0, 3.45, 3.291904761904762)","(5.5, 8.2, 7.828571428571427)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 193.63636363636363)","(11.0, 23.0, 20.25)","(6.5, 15.0, 13.444444444444445)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:39.338199,"(2.0, 3.45, 3.291904761904762)","(5.5, 8.0, 7.657142857142857)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 193.63636363636363)","(11.0, 23.0, 20.25)","(6.5, 15.0, 12.899999999999999)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:40.521306,"(2.0, 3.45, 2.9871428571428575)","(5.5, 7.8, 7.485714285714286)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 210.0, 148.1818181818182)","(11.0, 23.0, 20.25)","(6.5, 15.0, 12.899999999999999)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:41.707282,"(2.0, 3.45, 2.9871428571428575)","(5.5, 8.6, 7.85)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 160.0, 148.1818181818182)","(11.0, 23.0, 20.25)","(6.5, 15.0, 12.899999999999999)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:42.876788,"(2.0, 3.45, 2.338)","(5.5, 8.6, 7.85)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 160.0, 148.1818181818182)","(11.0, 23.0, 20.25)","(6.5, 15.0, 12.899999999999999)","(51.0, 410.0, 302.3076923076923)"
11-01-2023 14:15:43.880557,"(2.0, 3.45, 2.6557142857142857)","(5.5, 8.6, 7.85)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 160.0, 148.1818181818182)","(11.0, 23.0, 20.25)","(6.5, 15.0, 11.5)","(51.0, 410.0, 310.0)"
11-01-2023 14:15:44.991824,"(2.0, 3.45, 2.338)","(5.5, 8.6, 7.85)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 160.0, 143.75)","(11.0, 23.0, 20.25)","(6.5, 15.0, 12.466666666666667)","(51.0, 410.0, 240.0)"
11-01-2023 14:15:46.113310,"(2.0, 3.45, 2.894)","(5.5, 8.6, 7.85)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 160.0, 143.75)","(11.0, 23.0, 20.25)","(6.5, 15.0, 10.559999999999999)","(51.0, 420.0, 240.0)"
11-01-2023 14:15:47.206934,"(2.0, 3.45, 3.2392307692307694)","(5.5, 8.6, 7.85)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 160.0, 143.75)","(11.0, 23.0, 20.25)","(6.5, 15.0, 10.559999999999999)","(51.0, 420.0, 310.0)"
11-01-2023 14:15:48.323299,"(2.0, 3.45, 2.5500000000000003)","(5.5, 8.6, 7.85)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 160.0, 143.75)","(11.0, 23.0, 20.25)","(6.5, 15.0, 12.15)","(51.0, 410.0, 310.0)"
11-01-2023 14:15:49.386213,"(2.0, 3.45, 2.802)","(5.5, 8.6, 6.666666666666667)","(4.2, 6.8, 5.933333333333334)","(10.0, 23.0, 13.625)","(31.0, 160.0, 96.0)","(11.0, 23.0, 20.25)","(6.5, 15.0, 12.15)","(51.0, 410.0, 80.83333333333334)"
11-01-2023 14:15:50.754926,"(2.0, 3.45, 2.802)","(5.5, 8.6, 6.666666666666667)","(4.2, 6.8, 6.15)","(10.0, 23.0, 15.5)","(31.0, 160.0, 96.0)","(11.0, 23.0, 16.0)","(6.5, 15.0, 12.466666666666667)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:15:51.911411,"(2.0, 3.45, 2.802)","(5.5, 8.6, 6.666666666666667)","(4.2, 6.8, 6.15)","(10.0, 23.0, 15.5)","(31.0, 160.0, 96.0)","(11.0, 23.0, 16.0)","(6.5, 15.0, 12.466666666666667)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:15:53.009157,"(2.0, 3.45, 2.802)","(5.5, 8.6, 6.666666666666667)","(4.2, 6.8, 6.15)","(10.0, 23.0, 15.5)","(31.0, 160.0, 96.0)","(11.0, 23.0, 16.0)","(6.5, 15.0, 12.466666666666667)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:15:54.095596,"(2.0, 3.45, 2.802)","(5.5, 8.6, 6.666666666666667)","(4.2, 6.8, 6.15)","(10.0, 23.0, 15.5)","(31.0, 160.0, 96.0)","(11.0, 23.0, 16.0)","(6.5, 15.0, 12.466666666666667)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:15:55.153112,"(2.0, 3.45, 2.802)","(5.5, 8.6, 6.666666666666667)","(4.2, 6.8, 6.15)","(10.0, 23.0, 15.5)","(31.0, 160.0, 63.33333333333333)","(11.0, 23.0, 16.0)","(6.5, 15.0, 12.466666666666667)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:15:56.268165,"(2.0, 3.45, 2.802)","(5.5, 8.6, 8.17142857142857)","(4.2, 6.8, 6.15)","(10.0, 23.0, 15.5)","(31.0, 220.0, 121.0)","(11.0, 23.0, 16.0)","(6.5, 15.0, 12.466666666666667)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:15:57.348010,"(2.0, 3.45, 2.802)","(5.5, 6.8, 6.628571428571428)","(4.2, 6.8, 6.15)","(10.0, 23.0, 15.5)","(31.0, 210.0, 121.0)","(11.0, 23.0, 16.0)","(6.5, 15.0, 12.466666666666667)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:15:58.452879,"(2.0, 3.45, 2.802)","(5.5, 6.8, 6.036363636363636)","(4.2, 6.8, 4.488888888888889)","(10.0, 23.0, 19.25)","(31.0, 210.0, 57.42857142857143)","(11.0, 23.0, 16.333333333333332)","(6.5, 15.0, 8.822222222222223)","(51.0, 85.0, 82.5)"
11-01-2023 14:15:59.462848,"(2.0, 3.45, 2.802)","(5.5, 6.4, 6.036363636363636)","(4.2, 6.8, 4.488888888888889)","(10.0, 23.0, 19.25)","(31.0, 210.0, 57.42857142857143)","(11.0, 24.0, 16.333333333333332)","(6.5, 9.8, 10.6625)","(51.0, 85.0, 82.5)"
11-01-2023 14:16:00.614454,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.114285714285714)","(4.2, 6.6, 6.033333333333333)","(10.0, 23.0, 19.25)","(31.0, 210.0, 57.42857142857143)","(11.0, 24.0, 20.714285714285715)","(6.5, 12.5, 10.25)","(51.0, 85.0, 82.5)"
11-01-2023 14:16:01.705719,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.114285714285714)","(4.2, 6.4, 6.033333333333333)","(10.0, 23.0, 19.25)","(31.0, 210.0, 57.42857142857143)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.7375)","(51.0, 85.0, 82.5)"
11-01-2023 14:16:02.773829,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.0)","(4.2, 6.4, 4.72)","(10.0, 23.0, 19.25)","(31.0, 210.0, 57.42857142857143)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.05)","(51.0, 85.0, 82.5)"
11-01-2023 14:16:03.776273,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.0)","(4.2, 6.4, 4.72)","(10.0, 23.0, 19.25)","(31.0, 210.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.15)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:04.835324,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.0)","(4.2, 6.4, 4.72)","(10.0, 22.0, 18.166666666666668)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 11.375)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:05.960284,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.0)","(4.2, 6.4, 4.72)","(10.0, 22.0, 20.166666666666664)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 11.705882352941178)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:06.979783,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.0)","(4.2, 6.4, 4.72)","(10.0, 22.0, 20.166666666666664)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 11.705882352941178)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:08.104544,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.0)","(4.2, 6.4, 4.72)","(10.0, 22.0, 20.166666666666664)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 11.705882352941178)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:09.305864,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.0)","(4.2, 6.4, 4.72)","(10.0, 22.0, 18.5)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:10.458461,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.0)","(4.2, 6.4, 5.7)","(10.0, 23.0, 17.0)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:11.510926,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.0, 5.2)","(10.0, 23.0, 18.833333333333332)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.742857142857144)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:12.577615,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.0, 5.866666666666667)","(10.0, 23.0, 15.8)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.742857142857144)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:13.632289,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.0, 5.866666666666667)","(10.0, 23.0, 15.8)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.742857142857144)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:14.622560,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.0, 5.866666666666667)","(10.0, 23.0, 15.8)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.742857142857144)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:15.653431,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.0, 5.2)","(10.0, 23.0, 15.8)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.742857142857144)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:16.687630,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.0, 5.2)","(10.0, 23.0, 15.8)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.742857142857144)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:17.799350,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.0, 5.2)","(10.0, 23.0, 15.8)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.742857142857144)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:18.905700,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 5.5)","(10.0, 23.0, 15.8)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:19.960060,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 5.5)","(10.0, 22.0, 17.5)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:21.040170,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 5.5)","(10.0, 21.0, 17.666666666666668)","(31.0, 200.0, 116.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:22.133365,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 5.5)","(10.0, 21.0, 17.666666666666668)","(31.0, 200.0, 116.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:23.149659,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 5.5)","(10.0, 21.0, 17.666666666666668)","(31.0, 200.0, 116.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:24.199534,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 5.5)","(10.0, 21.0, 17.666666666666668)","(31.0, 200.0, 116.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:25.292386,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 5.5)","(10.0, 21.0, 17.666666666666668)","(31.0, 200.0, 116.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:26.436219,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 5.5)","(10.0, 21.0, 17.666666666666668)","(31.0, 200.0, 116.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:27.603452,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 5.5)","(10.0, 21.0, 17.666666666666668)","(31.0, 200.0, 116.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:28.854417,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 21.0, 17.666666666666668)","(31.0, 200.0, 116.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:30.131371,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 21.0, 17.666666666666668)","(31.0, 200.0, 116.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:31.288185,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 21.0, 17.666666666666668)","(31.0, 200.0, 116.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:32.460469,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 21.0, 17.666666666666668)","(31.0, 200.0, 116.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:33.541037,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 21.0, 17.666666666666668)","(31.0, 200.0, 116.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:34.548704,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 20.0, 14.6)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:35.570172,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 19.5, 14.4)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:36.663200,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 19.5, 14.4)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:37.788754,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 19.5, 15.0)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:39.108880,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 19.5, 15.0)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.45)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:40.325896,"(2.0, 3.45, 2.802)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 19.5, 15.0)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.55)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:41.505159,"(2.0, 3.45, 3.2995238095238095)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 19.5, 15.0)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.385714285714286)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:42.657150,"(2.0, 3.45, 3.2995238095238095)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 19.5, 15.9)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.385714285714286)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:43.766546,"(2.0, 3.45, 3.2995238095238095)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 19.5, 15.9)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.94)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:44.984074,"(2.0, 3.45, 3.2995238095238095)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 19.5, 15.25)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.55)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:46.123233,"(2.0, 3.45, 3.0100000000000002)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 19.5, 15.25)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.15)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:47.282931,"(2.0, 3.45, 3.0100000000000002)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 19.5, 15.25)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.15)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:48.417814,"(2.0, 3.5, 2.7746153846153847)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.644444444444445)","(10.0, 19.5, 15.25)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.15)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:49.520018,"(2.0, 3.5, 2.7333333333333334)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.555555555555555)","(10.0, 19.5, 15.25)","(31.0, 160.0, 96.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.15)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:50.604918,"(2.0, 3.5, 2.7333333333333334)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.555555555555555)","(10.0, 19.5, 15.25)","(31.0, 160.0, 101.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.790909090909091)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:51.638884,"(2.0, 3.5, 2.7333333333333334)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.555555555555555)","(10.0, 19.5, 15.25)","(31.0, 170.0, 101.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.790909090909091)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:52.693516,"(2.0, 3.5, 2.7333333333333334)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.555555555555555)","(10.0, 19.5, 15.25)","(31.0, 170.0, 101.0)","(11.0, 24.0, 21.444444444444443)","(6.5, 12.5, 10.790909090909091)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:53.752675,"(2.0, 3.5, 2.7333333333333334)","(5.5, 6.2, 6.02)","(4.2, 6.6, 4.555555555555555)","(10.0, 19.5, 15.25)","(31.0, 170.0, 101.0)","(11.0, 24.0, 18.026315789473685)","(6.5, 12.5, 10.790909090909091)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:54.743811,"(2.0, 3.5, 2.7205128205128206)","(5.5, 6.2, 5.923076923076923)","(4.2, 6.6, 4.435294117647059)","(10.0, 19.5, 15.25)","(31.0, 170.0, 136.0)","(11.0, 23.0, 18.026315789473685)","(6.5, 12.5, 10.790909090909091)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:55.806237,"(2.0, 3.5, 2.726666666666667)","(5.5, 6.2, 5.923076923076923)","(4.2, 6.4, 4.490909090909091)","(10.0, 19.5, 15.25)","(31.0, 180.0, 135.2)","(11.0, 22.0, 21.136363636363637)","(6.5, 12.5, 10.790909090909091)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:56.819864,"(2.0, 3.5, 2.726666666666667)","(5.5, 6.2, 5.923076923076923)","(4.2, 6.0, 5.15)","(10.0, 19.5, 15.25)","(31.0, 160.0, 135.2)","(11.0, 22.0, 21.136363636363637)","(6.5, 12.5, 10.790909090909091)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:58.083161,"(2.0, 3.5, 2.726666666666667)","(5.5, 6.2, 5.923076923076923)","(4.2, 6.0, 5.15)","(10.0, 19.5, 15.25)","(31.0, 160.0, 135.2)","(11.0, 22.0, 21.136363636363637)","(6.5, 12.5, 10.790909090909091)","(51.0, 85.0, 80.83333333333334)"
11-01-2023 14:16:59.126915,"(2.0, 3.5, 2.726666666666667)","(5.5, 6.2, 5.923076923076923)","(4.2, 6.0, 5.15)","(10.0, 19.5, 15.25)","(31.0, 160.0, 135.2)","(11.0, 22.0, 21.136363636363637)","(6.5, 12.5, 10.790909090909091)","(51.0, 85.0, 82.5)"
11-01-2023 14:17:00.375368,"(2.0, 3.5, 2.726666666666667)","(5.5, 6.2, 5.923076923076923)","(4.2, 6.0, 5.15)","(10.0, 19.5, 15.25)","(31.0, 160.0, 135.2)","(11.0, 22.0, 21.136363636363637)","(6.5, 12.5, 10.790909090909091)","(51.0, 85.0, 82.5)"
11-01-2023 14:17:01.509728,"(2.0, 3.5, 2.726666666666667)","(5.5, 6.2, 5.923076923076923)","(4.2, 6.0, 5.15)","(10.0, 19.5, 14.166666666666666)","(31.0, 160.0, 132.0)","(11.0, 22.0, 21.136363636363637)","(6.5, 12.5, 8.75)","(51.0, 85.0, 80.0)"
