,South Parade,Montenegro,Final Man,Arctic Eagle,Too Viennese,New Enterprise,Panagsama,Rusheen,Frostick,Kishstar,Maldestro,Speed Bump
12-01-2023 17:29:59.690569,"(3.9, 4.8, 4.544117647058823)","(31.0, 50.0, 41.42857142857143)","(21.0, 38.0, 36.93333333333334)","(8.5, 10.5, 9.868085106382978)","(7.0, 8.4, 8.297872340425531)","(9.0, 11.5, 10.511363636363637)","(31.0, 48.0, 44.92307692307692)","(3.5, 4.8, 4.48)","(10.0, 14.5, 12.921052631578947)","(13.0, 18.5, 16.666666666666668)","(17.0, 26.0, 25.785714285714285)","(31.0, 90.0, 85.0)"
12-01-2023 17:30:01.856110,"(3.9, 4.8, 4.544117647058823)","(31.0, 50.0, 41.42857142857143)","(21.0, 38.0, 36.93333333333334)","(8.5, 10.5, 9.868085106382978)","(7.0, 8.4, 8.297872340425531)","(9.0, 11.5, 10.511363636363637)","(31.0, 48.0, 44.0)","(3.5, 4.8, 4.48)","(10.0, 14.5, 12.921052631578947)","(13.0, 18.5, 16.666666666666668)","(17.0, 26.0, 25.785714285714285)","(31.0, 90.0, 85.0)"
12-01-2023 17:30:04.358392,"(3.9, 4.8, 4.616666666666666)","(31.0, 50.0, 41.42857142857143)","(21.0, 38.0, 36.93333333333334)","(8.5, 10.5, 9.828767123287673)","(7.0, 8.4, 8.297872340425531)","(9.0, 11.5, 10.583333333333334)","(31.0, 48.0, 43.07692307692308)","(3.5, 4.7, 4.554545454545455)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.333333333333332)","(17.0, 26.0, 25.785714285714285)","(31.0, 90.0, 85.0)"
12-01-2023 17:30:06.466435,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 36.93333333333334)","(8.5, 10.5, 9.829787234042552)","(7.0, 8.4, 8.328888888888889)","(9.0, 11.5, 10.583333333333334)","(31.0, 48.0, 43.07692307692308)","(3.5, 4.7, 4.554545454545455)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 26.0, 24.666666666666668)","(31.0, 130.0, 115.0)"
12-01-2023 17:30:08.277103,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 36.93333333333334)","(8.5, 10.5, 9.829787234042552)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 10.583333333333334)","(31.0, 48.0, 43.07692307692308)","(3.5, 4.7, 4.554545454545455)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 27.0, 24.666666666666668)","(31.0, 130.0, 99.0)"
12-01-2023 17:30:10.103609,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 36.93333333333334)","(8.5, 10.5, 9.829787234042552)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 10.583333333333334)","(31.0, 48.0, 43.07692307692308)","(3.5, 4.7, 4.554545454545455)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:11.874677,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 36.93333333333334)","(8.5, 10.5, 9.829787234042552)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 10.583333333333334)","(31.0, 48.0, 43.07692307692308)","(3.5, 4.7, 4.554545454545455)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:13.710975,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 44.16666666666667)","(21.0, 38.0, 36.93333333333334)","(8.5, 10.5, 9.850515463917526)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 10.583333333333334)","(31.0, 48.0, 43.07692307692308)","(3.5, 4.7, 4.554545454545455)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:15.625018,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 36.93333333333334)","(8.5, 10.5, 9.9375)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 10.583333333333334)","(31.0, 48.0, 43.07692307692308)","(3.5, 4.7, 4.554545454545455)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:17.424435,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 36.93333333333334)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 10.583333333333334)","(31.0, 48.0, 43.07692307692308)","(3.5, 4.7, 4.542857142857143)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:19.230642,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 36.93333333333334)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 10.583333333333334)","(31.0, 48.0, 43.07692307692308)","(3.5, 4.7, 4.542857142857143)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:21.059313,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 36.93333333333334)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 10.583333333333334)","(31.0, 48.0, 43.07692307692308)","(3.5, 4.7, 4.542857142857143)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:22.835484,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.7, 4.484)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 90.0)"
12-01-2023 17:30:24.536809,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.7, 4.484)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:26.364513,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.7, 4.484)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:28.119735,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.7, 4.484)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.076923076923077)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:29.846063,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.7, 4.484)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.6)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:31.598294,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.7, 4.484)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.863636363636363)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:33.372573,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.7, 4.484)","(10.0, 14.0, 13.3)","(13.0, 18.0, 17.863636363636363)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:35.349987,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.328888888888889)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.7, 4.484)","(10.0, 14.0, 13.3)","(13.0, 23.0, 20.857142857142858)","(17.0, 27.0, 24.666666666666668)","(31.0, 120.0, 99.0)"
12-01-2023 17:30:37.039318,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.325842696629213)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.7, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 22.0, 19.77777777777778)","(17.0, 27.0, 24.666666666666668)","(31.0, 110.0, 92.5)"
12-01-2023 17:30:38.814000,"(3.9, 4.8, 4.7093750000000005)","(31.0, 50.0, 40.0)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.325842696629213)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 22.0, 19.77777777777778)","(17.0, 27.0, 24.666666666666668)","(31.0, 110.0, 92.5)"
12-01-2023 17:30:40.475517,"(3.9, 4.8, 4.576923076923077)","(31.0, 50.0, 40.0)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.325842696629213)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 22.0, 19.77777777777778)","(17.0, 27.0, 24.666666666666668)","(31.0, 110.0, 92.5)"
12-01-2023 17:30:42.134048,"(3.9, 4.8, 4.569767441860465)","(31.0, 50.0, 40.0)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.325842696629213)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 22.0, 19.2)","(17.0, 27.0, 24.666666666666668)","(31.0, 110.0, 92.5)"
12-01-2023 17:30:43.820247,"(3.9, 4.8, 4.569767441860465)","(31.0, 50.0, 40.0)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.325842696629213)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 21.0, 19.2)","(17.0, 27.0, 24.666666666666668)","(31.0, 110.0, 92.5)"
12-01-2023 17:30:45.471032,"(3.9, 4.8, 4.569767441860465)","(31.0, 50.0, 40.0)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.325842696629213)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 21.0, 19.2)","(17.0, 27.0, 24.666666666666668)","(31.0, 110.0, 92.5)"
12-01-2023 17:30:47.369954,"(3.9, 4.8, 4.576923076923077)","(31.0, 50.0, 40.0)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.325842696629213)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 21.0, 19.2)","(17.0, 27.0, 25.0)","(31.0, 110.0, 92.5)"
12-01-2023 17:30:49.278827,"(3.9, 4.8, 4.576923076923077)","(31.0, 50.0, 38.333333333333336)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.325842696629213)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 21.0, 19.5)","(17.0, 26.0, 24.5)","(31.0, 110.0, 92.5)"
12-01-2023 17:30:51.223851,"(3.9, 4.8, 4.576923076923077)","(31.0, 50.0, 38.333333333333336)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.325842696629213)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 21.0, 19.5)","(17.0, 26.0, 24.5)","(31.0, 110.0, 92.5)"
12-01-2023 17:30:53.027830,"(3.9, 4.8, 4.569767441860465)","(31.0, 50.0, 38.333333333333336)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.316279069767441)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 21.0, 19.5)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:30:55.454199,"(3.9, 4.8, 4.569767441860465)","(31.0, 50.0, 38.333333333333336)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.316279069767441)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 21.0, 19.5)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:30:57.273262,"(3.9, 4.8, 4.569767441860465)","(31.0, 50.0, 38.333333333333336)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.6, 8.392307692307693)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 21.0, 19.5)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:30:59.391446,"(3.9, 4.8, 4.569767441860465)","(31.0, 50.0, 38.333333333333336)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.4, 8.392307692307693)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 21.0, 19.5)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:01.471149,"(3.9, 4.8, 4.569767441860465)","(31.0, 50.0, 38.333333333333336)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.4, 8.392307692307693)","(9.0, 11.5, 11.071428571428571)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 13.3)","(13.0, 21.0, 19.5)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:03.379507,"(3.9, 4.8, 4.554054054054054)","(31.0, 50.0, 37.42857142857143)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.9375)","(7.0, 8.4, 8.39090909090909)","(9.0, 11.5, 11.227272727272727)","(31.0, 48.0, 45.1764705882353)","(3.5, 4.6, 4.527272727272727)","(10.0, 14.0, 12.944444444444445)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:06.039950,"(3.9, 4.7, 4.554054054054054)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.974683544303797)","(7.0, 8.4, 8.39090909090909)","(9.0, 11.5, 11.227272727272727)","(31.0, 48.0, 45.857142857142854)","(3.5, 4.6, 4.598275862068965)","(10.0, 13.5, 12.944444444444445)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:07.802475,"(3.9, 4.7, 4.6671875)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.974683544303797)","(7.0, 8.4, 8.39090909090909)","(9.0, 11.5, 11.227272727272727)","(31.0, 48.0, 45.0)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 12.944444444444445)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:09.641079,"(3.9, 4.7, 4.733333333333333)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.974683544303797)","(7.0, 8.4, 8.39090909090909)","(9.0, 11.5, 11.227272727272727)","(31.0, 48.0, 45.0)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 12.944444444444445)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:11.474065,"(3.9, 4.8, 4.733333333333333)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 33.5)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.39090909090909)","(9.0, 11.5, 11.033333333333333)","(31.0, 48.0, 45.0)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:13.286461,"(3.9, 4.8, 4.722222222222222)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.033333333333333)","(31.0, 48.0, 44.4)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:15.161583,"(3.9, 4.8, 4.722222222222222)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.033333333333333)","(31.0, 48.0, 45.27272727272727)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:16.932686,"(3.9, 4.8, 4.722222222222222)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.033333333333333)","(31.0, 48.0, 45.27272727272727)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:18.725523,"(3.9, 4.8, 4.722222222222222)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.033333333333333)","(31.0, 48.0, 45.27272727272727)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:20.542875,"(3.9, 4.8, 4.740845070422535)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.033333333333333)","(31.0, 48.0, 44.4)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:22.286279,"(3.9, 4.8, 4.740845070422535)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.033333333333333)","(31.0, 48.0, 44.4)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:24.003576,"(3.9, 4.8, 4.740845070422535)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.033333333333333)","(31.0, 48.0, 44.4)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:25.938800,"(3.9, 4.8, 4.740845070422535)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.033333333333333)","(31.0, 48.0, 45.27272727272727)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:27.731451,"(3.9, 4.8, 4.740845070422535)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.033333333333333)","(31.0, 48.0, 45.27272727272727)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.684210526315788)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:29.530384,"(3.9, 4.8, 4.740845070422535)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.033333333333333)","(31.0, 48.0, 45.27272727272727)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.83783783783784)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:31.400948,"(3.9, 4.8, 4.740845070422535)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.166666666666666)","(31.0, 48.0, 45.27272727272727)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.866666666666667)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:33.248876,"(3.9, 4.8, 4.740845070422535)","(31.0, 46.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.975308641975309)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.166666666666666)","(31.0, 48.0, 45.27272727272727)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 20.866666666666667)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:35.052908,"(3.9, 4.8, 4.740845070422535)","(31.0, 46.0, 38.666666666666664)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.0, 9.828000000000001)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.1)","(31.0, 48.0, 44.4)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 21.0, 22.416666666666668)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:36.976258,"(3.9, 4.8, 4.740845070422535)","(31.0, 44.0, 38.666666666666664)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.5, 9.828000000000001)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.1)","(31.0, 48.0, 44.4)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 23.0, 22.416666666666668)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:38.761518,"(3.9, 4.8, 4.740845070422535)","(31.0, 44.0, 38.666666666666664)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.5, 9.828000000000001)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.1)","(31.0, 48.0, 44.4)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 23.0, 22.416666666666668)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:40.634610,"(3.9, 4.8, 4.740845070422535)","(31.0, 44.0, 38.666666666666664)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.5, 9.828000000000001)","(7.0, 8.4, 8.38)","(9.0, 11.5, 11.1)","(31.0, 48.0, 44.4)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 23.0, 22.416666666666668)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:42.427271,"(3.9, 4.8, 4.740845070422535)","(31.0, 44.0, 37.42857142857143)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.5, 9.828000000000001)","(7.0, 8.4, 8.285714285714286)","(9.0, 11.5, 11.1)","(31.0, 48.0, 44.4)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 23.0, 21.166666666666668)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
12-01-2023 17:31:44.252244,"(3.9, 4.8, 4.740845070422535)","(31.0, 46.0, 38.666666666666664)","(21.0, 38.0, 36.333333333333336)","(8.5, 10.5, 9.828000000000001)","(7.0, 8.4, 8.285714285714286)","(9.0, 11.5, 11.033333333333333)","(31.0, 48.0, 44.4)","(3.5, 4.6, 4.5982300884955745)","(10.0, 13.5, 13.142857142857142)","(13.0, 24.0, 22.416666666666668)","(17.0, 26.0, 24.5)","(31.0, 120.0, 81.42857142857143)"
