,Adaminaby,Conquered Journey,Right On Ralphy,Lord Power,Borlotti Beans,Lord Prophet,Lady Damus
08-12-2022 13:20:50.086822,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.5)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 8.04)","(5.0, 8.8, 8.133333333333335)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6425531914893616)"
08-12-2022 13:20:51.392981,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.5)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 8.04)","(5.0, 8.8, 8.133333333333335)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6425531914893616)"
08-12-2022 13:20:52.721163,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 8.04)","(5.0, 8.8, 8.133333333333335)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6425531914893616)"
08-12-2022 13:20:53.997185,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 8.04)","(5.0, 8.8, 8.133333333333335)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6425531914893616)"
08-12-2022 13:20:55.289797,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 8.04)","(5.0, 8.8, 8.133333333333335)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6425531914893616)"
08-12-2022 13:20:56.432569,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 8.04)","(5.0, 8.8, 8.133333333333335)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6425531914893616)"
08-12-2022 13:20:57.565187,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 8.8, 8.755555555555555)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6425531914893616)"
08-12-2022 13:20:58.781886,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 9.2, 8.755555555555555)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6425531914893616)"
08-12-2022 13:21:00.018187,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 9.2, 8.755555555555555)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6409302325581394)"
08-12-2022 13:21:01.256100,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 9.2, 8.755555555555555)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6409302325581394)"
08-12-2022 13:21:02.518749,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 9.2, 8.755555555555555)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6409302325581394)"
08-12-2022 13:21:03.944120,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 9.2, 8.755555555555555)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6409302325581394)"
08-12-2022 13:21:05.260806,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 9.2, 8.755555555555555)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6409302325581394)"
08-12-2022 13:21:06.602552,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 9.2, 7.866666666666666)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6409302325581394)"
08-12-2022 13:21:07.987587,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 9.2, 7.866666666666666)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6409302325581394)"
08-12-2022 13:21:09.291118,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 9.2, 7.866666666666666)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6409302325581394)"
08-12-2022 13:21:10.598029,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 9.2, 7.866666666666666)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6409302325581394)"
08-12-2022 13:21:11.897503,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 9.2, 7.866666666666666)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6409302325581394)"
08-12-2022 13:21:13.155759,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 7.991304347826087)","(5.0, 9.2, 7.866666666666666)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6409302325581394)"
08-12-2022 13:21:14.412370,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.2, 8.236363636363636)","(5.0, 9.2, 7.866666666666666)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6426666666666665)"
08-12-2022 13:21:15.677307,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.4, 8.236363636363636)","(5.0, 9.2, 7.866666666666666)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6426666666666665)"
08-12-2022 13:21:16.956075,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.4, 8.236363636363636)","(5.0, 9.2, 7.866666666666666)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6426666666666665)"
08-12-2022 13:21:18.262693,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.4, 8.236363636363636)","(5.0, 9.2, 7.866666666666666)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.6463157894736842)"
08-12-2022 13:21:19.603783,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.4, 8.236363636363636)","(5.0, 9.2, 8.399999999999999)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.649230769230769)"
08-12-2022 13:21:20.969015,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.4, 8.236363636363636)","(5.0, 9.2, 8.399999999999999)","(17.0, 48.0, 38.0)","(1.5, 1.66, 1.649230769230769)"
08-12-2022 13:21:22.265643,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 55.33333333333333)","(6.0, 8.4, 8.243478260869566)","(5.0, 9.2, 8.533333333333333)","(17.0, 48.0, 33.714285714285715)","(1.5, 1.66, 1.645)"
08-12-2022 13:21:23.526222,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 51.0)","(6.0, 8.4, 8.060869565217391)","(5.0, 9.2, 8.342857142857142)","(17.0, 48.0, 33.714285714285715)","(1.5, 1.65, 1.645)"
08-12-2022 13:21:24.812671,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 51.0)","(6.0, 8.2, 8.060869565217391)","(5.0, 9.2, 8.342857142857142)","(17.0, 48.0, 33.714285714285715)","(1.5, 1.65, 1.645)"
08-12-2022 13:21:26.090187,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 51.0)","(6.0, 8.2, 8.060869565217391)","(5.0, 9.2, 8.0)","(17.0, 48.0, 33.714285714285715)","(1.5, 1.65, 1.645)"
08-12-2022 13:21:27.268876,"(11.0, 16.5, 14.5)","(17.0, 23.0, 20.75)","(31.0, 90.0, 51.0)","(6.0, 8.2, 8.060869565217391)","(5.0, 9.2, 8.0)","(17.0, 48.0, 33.714285714285715)","(1.5, 1.65, 1.645)"
08-12-2022 13:21:28.541724,"(12.0, 16.5, 14.5)","(18.0, 23.0, 20.75)","(31.0, 90.0, 51.0)","(6.0, 8.2, 8.066666666666666)","(5.0, 9.2, 8.10909090909091)","(18.0, 48.0, 33.714285714285715)","(1.5, 1.65, 1.6446153846153846)"
08-12-2022 13:21:29.796288,"(12.0, 16.5, 14.5)","(18.0, 23.0, 20.75)","(31.0, 90.0, 51.0)","(6.0, 8.2, 8.066666666666666)","(5.0, 9.2, 8.10909090909091)","(18.0, 48.0, 33.714285714285715)","(1.5, 1.65, 1.6446153846153846)"
08-12-2022 13:21:31.011610,"(12.0, 16.5, 14.5)","(18.0, 23.0, 20.75)","(31.0, 90.0, 51.0)","(6.0, 8.2, 8.066666666666666)","(5.0, 9.2, 8.10909090909091)","(18.0, 48.0, 33.714285714285715)","(1.5, 1.65, 1.6446153846153846)"
08-12-2022 13:21:32.190655,"(12.0, 16.5, 14.5)","(18.0, 23.0, 20.75)","(31.0, 90.0, 51.0)","(6.0, 8.2, 8.066666666666666)","(5.0, 9.2, 8.10909090909091)","(18.0, 48.0, 33.714285714285715)","(1.5, 1.65, 1.6446153846153846)"
08-12-2022 13:21:33.416502,"(12.0, 16.5, 14.5)","(18.0, 23.0, 20.75)","(31.0, 90.0, 51.0)","(6.0, 8.2, 8.066666666666666)","(5.0, 9.2, 8.10909090909091)","(18.0, 48.0, 33.714285714285715)","(1.5, 1.65, 1.6446153846153846)"
08-12-2022 13:21:34.638343,"(12.0, 16.5, 14.5)","(18.0, 23.0, 20.75)","(31.0, 90.0, 51.0)","(6.0, 8.2, 7.018181818181818)","(5.0, 9.2, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.6405309734513274)"
08-12-2022 13:21:35.789054,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 51.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:37.012482,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 51.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:38.305857,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 72.66666666666666)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:39.587724,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 72.66666666666666)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:40.793642,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:41.987929,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:43.232751,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:44.396825,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:45.747129,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:47.060403,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:48.365303,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:49.800334,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:51.195120,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:52.390587,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:53.612832,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:54.881458,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:56.076961,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:57.271741,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:58.459086,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:21:59.639627,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:00.819468,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:02.098081,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:03.381183,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 77.0)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:04.564994,"(12.0, 17.5, 17.272727272727273)","(18.0, 23.0, 22.333333333333332)","(31.0, 90.0, 81.66666666666667)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:05.784414,"(12.0, 17.5, 17.272727272727273)","(18.0, 23.0, 22.333333333333332)","(31.0, 90.0, 81.66666666666667)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:07.015556,"(12.0, 17.5, 17.272727272727273)","(18.0, 23.0, 22.333333333333332)","(31.0, 90.0, 81.66666666666667)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:08.282286,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 56.66666666666667)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:09.476793,"(12.0, 17.5, 17.0)","(18.0, 23.0, 22.25)","(31.0, 90.0, 82.3076923076923)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:10.741493,"(12.0, 17.5, 17.0)","(18.0, 23.0, 22.333333333333332)","(31.0, 90.0, 82.3076923076923)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:11.980063,"(12.0, 17.5, 17.0)","(18.0, 23.0, 22.333333333333332)","(31.0, 90.0, 82.3076923076923)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:13.055480,"(12.0, 17.5, 17.0)","(18.0, 23.0, 22.333333333333332)","(31.0, 90.0, 82.3076923076923)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:14.294187,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 56.66666666666667)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:15.497875,"(12.0, 17.5, 17.0)","(18.0, 23.0, 20.75)","(31.0, 90.0, 82.3076923076923)","(6.0, 8.0, 7.018181818181818)","(5.0, 8.8, 7.680000000000001)","(18.0, 48.0, 41.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:16.668617,"(12.0, 17.5, 17.0)","(18.0, 23.0, 22.333333333333332)","(31.0, 90.0, 82.3076923076923)","(6.0, 8.0, 7.333333333333333)","(5.0, 8.8, 8.1)","(18.0, 48.0, 32.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:17.864007,"(12.0, 17.5, 17.238095238095237)","(18.0, 23.0, 22.333333333333332)","(31.0, 90.0, 66.0)","(6.0, 8.4, 7.333333333333333)","(5.0, 9.0, 8.0)","(18.0, 48.0, 30.0)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:19.044413,"(12.0, 17.5, 16.875)","(18.0, 23.0, 22.333333333333332)","(31.0, 90.0, 61.2)","(6.0, 8.4, 7.333333333333333)","(5.0, 9.0, 8.0)","(18.0, 48.0, 34.2)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:20.150670,"(12.0, 17.5, 14.8)","(18.0, 23.0, 20.75)","(31.0, 90.0, 61.2)","(6.0, 8.4, 8.211764705882352)","(5.0, 9.0, 8.0)","(18.0, 48.0, 34.2)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:21.327857,"(12.0, 17.5, 14.8)","(18.0, 23.0, 20.75)","(31.0, 90.0, 61.2)","(6.0, 8.4, 8.281481481481482)","(5.0, 9.0, 8.0)","(18.0, 48.0, 34.2)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:22.563716,"(12.0, 17.5, 14.8)","(18.0, 23.0, 22.636363636363637)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.281481481481482)","(5.0, 9.0, 8.0)","(18.0, 48.0, 34.2)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:23.751789,"(12.0, 17.5, 14.8)","(18.0, 23.0, 22.636363636363637)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.211764705882352)","(5.0, 9.0, 8.0)","(18.0, 48.0, 34.2)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:24.960694,"(12.0, 17.5, 14.8)","(18.0, 23.0, 22.636363636363637)","(31.0, 90.0, 55.5)","(6.0, 8.4, 7.942857142857143)","(5.0, 9.0, 8.0)","(18.0, 48.0, 34.2)","(1.5, 1.65, 1.640183486238532)"
08-12-2022 13:22:26.244402,"(12.0, 17.5, 14.8)","(18.0, 23.0, 20.75)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.044444444444444)","(5.0, 9.0, 8.1)","(18.0, 48.0, 34.2)","(1.5, 1.65, 1.62)"
08-12-2022 13:22:27.461181,"(12.0, 17.5, 14.8)","(18.0, 23.0, 20.75)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.225)","(5.0, 9.0, 7.927272727272727)","(18.0, 48.0, 34.2)","(1.5, 1.64, 1.6065040650406506)"
08-12-2022 13:22:28.628196,"(12.0, 17.5, 14.8)","(18.0, 23.0, 20.75)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.225)","(5.0, 9.2, 8.458823529411765)","(18.0, 48.0, 34.2)","(1.5, 1.65, 1.6065040650406506)"
08-12-2022 13:22:29.845682,"(12.0, 17.5, 14.8)","(18.0, 23.0, 20.75)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.225)","(5.0, 9.2, 8.458823529411765)","(18.0, 48.0, 34.2)","(1.5, 1.65, 1.6064516129032258)"
08-12-2022 13:22:31.472929,"(12.0, 17.5, 14.8)","(18.0, 23.0, 20.75)","(31.0, 90.0, 55.5)","(6.0, 8.4, 7.933333333333334)","(5.0, 9.2, 8.57)","(18.0, 48.0, 34.8)","(1.5, 1.65, 1.6119383259911895)"
08-12-2022 13:22:33.002390,"(12.0, 17.5, 15.1)","(18.0, 23.0, 21.714285714285715)","(31.0, 90.0, 55.5)","(6.0, 8.4, 7.933333333333334)","(5.0, 9.2, 7.927272727272727)","(18.0, 48.0, 34.8)","(1.5, 1.65, 1.5963829787234043)"
08-12-2022 13:22:34.945540,"(12.0, 17.5, 16.166666666666668)","(18.0, 23.0, 22.333333333333332)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.25)","(5.0, 9.2, 8.033333333333333)","(18.0, 48.0, 38.0)","(1.5, 1.65, 1.5975000000000001)"
08-12-2022 13:22:36.544570,"(12.0, 17.5, 16.166666666666668)","(18.0, 23.0, 20.75)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.0)","(5.0, 9.2, 8.033333333333333)","(18.0, 44.0, 34.0)","(1.5, 1.65, 1.5975000000000001)"
08-12-2022 13:22:37.959411,"(12.0, 17.5, 16.166666666666668)","(19.0, 23.0, 22.333333333333332)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.233333333333334)","(5.0, 9.2, 8.033333333333333)","(18.0, 42.0, 39.333333333333336)","(1.5, 1.65, 1.5975000000000001)"
08-12-2022 13:22:39.320389,"(12.0, 17.5, 16.166666666666668)","(19.0, 23.0, 22.333333333333332)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.275)","(5.0, 9.2, 8.033333333333333)","(18.0, 46.0, 39.333333333333336)","(1.5, 1.65, 1.5975000000000001)"
08-12-2022 13:22:40.717907,"(12.0, 17.5, 16.166666666666668)","(19.0, 23.0, 22.333333333333332)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.275)","(5.0, 9.2, 8.033333333333333)","(18.0, 46.0, 39.333333333333336)","(1.5, 1.65, 1.5975000000000001)"
08-12-2022 13:22:42.243448,"(12.0, 17.5, 16.166666666666668)","(19.0, 23.0, 20.75)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.066666666666666)","(5.0, 9.2, 8.033333333333333)","(18.0, 46.0, 39.333333333333336)","(1.5, 1.65, 1.5975000000000001)"
08-12-2022 13:22:43.620092,"(12.0, 17.5, 16.166666666666668)","(19.0, 23.0, 22.333333333333332)","(31.0, 90.0, 55.5)","(6.0, 8.4, 7.333333333333333)","(5.0, 9.2, 8.033333333333333)","(18.0, 46.0, 39.333333333333336)","(1.5, 1.65, 1.5975000000000001)"
08-12-2022 13:22:44.953037,"(12.0, 17.5, 16.928571428571427)","(19.0, 23.0, 22.333333333333332)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.0)","(5.0, 9.2, 8.033333333333333)","(18.0, 46.0, 39.333333333333336)","(1.5, 1.65, 1.5975000000000001)"
08-12-2022 13:22:46.206448,"(12.0, 17.5, 16.166666666666668)","(19.0, 23.0, 20.75)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.0)","(5.0, 9.2, 8.033333333333333)","(18.0, 46.0, 39.333333333333336)","(1.5, 1.65, 1.5975000000000001)"
08-12-2022 13:22:47.353020,"(12.0, 17.5, 16.166666666666668)","(19.0, 23.0, 20.75)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.0)","(5.0, 9.2, 8.033333333333333)","(18.0, 46.0, 39.333333333333336)","(1.5, 1.65, 1.5975000000000001)"
08-12-2022 13:22:48.560168,"(12.0, 17.5, 16.166666666666668)","(19.0, 23.0, 22.333333333333332)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.0)","(5.0, 9.2, 8.033333333333333)","(18.0, 46.0, 39.333333333333336)","(1.5, 1.65, 1.5975000000000001)"
08-12-2022 13:22:49.843340,"(12.0, 17.5, 16.166666666666668)","(19.0, 23.0, 22.333333333333332)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.0)","(5.0, 9.2, 8.033333333333333)","(18.0, 46.0, 39.333333333333336)","(1.5, 1.65, 1.5975000000000001)"
08-12-2022 13:22:51.083480,"(12.0, 17.5, 16.166666666666668)","(19.0, 23.0, 22.333333333333332)","(31.0, 90.0, 55.5)","(6.0, 8.4, 8.0)","(5.0, 9.2, 8.033333333333333)","(18.0, 46.0, 39.333333333333336)","(1.5, 1.65, 1.5975000000000001)"
