,Amazonian Queen,Dots Redeemer,Dr Ryker,Mad Brax,King Kaboom,Button,Mahogany Jet,Shes So Kind
11-01-2023 19:08:24.595525,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.0, 7.8)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 8.533333333333333)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:25.833667,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.0, 6.2124999999999995)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 8.533333333333333)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:27.097968,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.5, 6.144444444444444)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 8.533333333333333)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:28.385196,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.5, 6.144444444444444)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 8.533333333333333)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:29.581918,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.5, 6.144444444444444)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 8.533333333333333)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:30.760380,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.5, 6.144444444444444)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 8.533333333333333)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:31.962242,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.5, 6.144444444444444)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 8.533333333333333)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:33.131217,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.5, 6.144444444444444)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 8.533333333333333)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:34.343262,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.5, 5.90625)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 9.84)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:35.568315,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.5, 5.90625)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 10.0)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:36.816761,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.5, 5.90625)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 10.0)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:38.119769,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.5, 5.90625)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 10.0)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:39.349763,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.35)","(4.4, 6.4, 6.12)","(5.0, 10.5, 5.90625)","(5.5, 9.0, 5.914285714285715)","(7.0, 12.0, 10.0)","(8.5, 21.0, 13.0)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:40.544165,"(6.0, 13.0, 9.133333333333333)","(4.2, 6.2, 5.45)","(4.4, 6.4, 5.933333333333334)","(5.0, 10.5, 6.699999999999999)","(5.5, 9.0, 7.0)","(7.0, 12.0, 11.08)","(8.5, 21.0, 15.25)","(13.0, 29.0, 15.5)"
11-01-2023 19:08:41.752232,"(6.0, 13.0, 11.5)","(4.2, 6.4, 5.45)","(4.4, 6.4, 5.933333333333334)","(5.0, 10.0, 8.0125)","(5.5, 8.6, 8.014285714285714)","(7.0, 12.0, 11.6)","(8.5, 19.5, 17.2)","(13.0, 29.0, 20.5625)"
11-01-2023 19:08:42.932884,"(6.0, 13.0, 10.84)","(4.2, 6.4, 6.3100000000000005)","(4.4, 6.4, 5.48)","(5.0, 9.4, 9.04)","(5.5, 8.8, 8.014285714285714)","(7.0, 12.0, 11.6)","(8.5, 21.0, 17.2)","(13.0, 29.0, 21.058823529411764)"
11-01-2023 19:08:44.130210,"(6.0, 13.0, 11.65)","(4.2, 6.4, 6.123809523809523)","(4.4, 6.2, 5.48)","(5.0, 9.2, 9.610000000000001)","(5.5, 8.8, 8.014285714285714)","(7.0, 12.0, 11.6)","(8.5, 21.0, 17.545454545454547)","(13.0, 29.0, 21.058823529411764)"
11-01-2023 19:08:45.283547,"(6.0, 13.0, 11.65)","(4.2, 6.2, 6.123809523809523)","(4.4, 6.2, 5.48)","(5.0, 9.8, 9.610000000000001)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 21.0, 17.833333333333332)","(13.0, 29.0, 21.5)"
11-01-2023 19:08:46.383485,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 5.885714285714286)","(4.4, 6.2, 5.48)","(5.0, 9.8, 9.610000000000001)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 21.0, 17.833333333333332)","(13.0, 29.0, 21.5)"
11-01-2023 19:08:47.505159,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 5.885714285714286)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 8.0)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 21.0, 17.833333333333332)","(13.0, 29.0, 21.5)"
11-01-2023 19:08:48.606720,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 5.885714285714286)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 8.0)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 21.0, 17.833333333333332)","(13.0, 29.0, 21.5)"
11-01-2023 19:08:49.714227,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 5.885714285714286)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 8.0)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 21.0, 17.833333333333332)","(13.0, 29.0, 21.5)"
11-01-2023 19:08:50.824882,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 5.628571428571428)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 8.0)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 21.0, 17.833333333333332)","(13.0, 29.0, 26.6)"
11-01-2023 19:08:51.948330,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 5.628571428571428)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 8.0)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 21.0, 17.833333333333332)","(13.0, 28.0, 26.6)"
11-01-2023 19:08:53.440285,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 5.628571428571428)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 8.0)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 21.0, 17.833333333333332)","(13.0, 28.0, 26.6)"
11-01-2023 19:08:55.077654,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 5.628571428571428)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 8.0)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 21.0, 19.055555555555557)","(13.0, 28.0, 26.6)"
11-01-2023 19:08:56.343835,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 5.628571428571428)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 8.0)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 20.0, 19.055555555555557)","(13.0, 28.0, 26.6)"
11-01-2023 19:08:57.611837,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 5.628571428571428)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 8.0)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 20.0, 19.055555555555557)","(13.0, 28.0, 26.6)"
11-01-2023 19:08:58.922599,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 4.8)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 9.08)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 20.0, 19.055555555555557)","(13.0, 28.0, 26.6)"
11-01-2023 19:09:00.227287,"(6.0, 13.0, 11.65)","(4.2, 6.4, 4.8)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 9.08)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 20.0, 19.055555555555557)","(13.0, 28.0, 26.6)"
11-01-2023 19:09:01.526954,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 4.8)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 9.08)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 20.0, 19.055555555555557)","(13.0, 28.0, 26.6)"
11-01-2023 19:09:02.836843,"(6.0, 13.0, 9.533333333333333)","(4.2, 6.4, 4.985263157894737)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 6.890909090909091)","(5.5, 8.8, 6.133333333333333)","(7.0, 12.0, 11.6)","(8.5, 20.0, 19.742424242424242)","(13.0, 28.0, 22.866666666666667)"
11-01-2023 19:09:04.156741,"(6.0, 13.0, 8.016666666666666)","(4.2, 6.4, 5.85)","(4.4, 6.2, 5.3428571428571425)","(5.0, 10.0, 6.742857142857143)","(5.5, 8.8, 8.4)","(7.0, 12.0, 11.6)","(8.5, 20.0, 18.25)","(13.0, 28.0, 23.323529411764707)"
11-01-2023 19:09:05.429980,"(6.0, 13.0, 8.036363636363637)","(4.2, 6.2, 5.76)","(4.4, 6.2, 5.3428571428571425)","(5.0, 10.0, 6.742857142857143)","(5.5, 8.8, 7.607692307692308)","(7.0, 12.0, 11.6)","(8.5, 20.0, 18.25)","(13.0, 27.0, 17.0)"
11-01-2023 19:09:06.694603,"(6.0, 12.5, 10.15)","(4.2, 5.8, 5.688888888888888)","(4.4, 6.2, 5.3428571428571425)","(5.0, 10.0, 6.742857142857143)","(5.5, 8.8, 6.15)","(7.0, 12.0, 11.6)","(8.5, 20.0, 19.75)","(13.0, 27.0, 16.2)"
11-01-2023 19:09:07.935943,"(6.0, 12.5, 10.15)","(4.2, 5.8, 5.688888888888888)","(4.4, 6.2, 5.3428571428571425)","(5.0, 10.0, 7.664864864864866)","(5.5, 7.2, 6.76)","(7.0, 12.0, 11.323076923076922)","(8.5, 20.0, 15.375)","(13.0, 27.0, 23.8)"
11-01-2023 19:09:09.218291,"(6.0, 12.5, 10.15)","(4.2, 5.8, 5.12258064516129)","(4.4, 6.2, 5.3428571428571425)","(5.0, 10.0, 7.726315789473684)","(5.5, 7.0, 6.76)","(7.0, 12.0, 10.476923076923077)","(8.5, 21.0, 15.375)","(13.0, 26.0, 23.8)"
11-01-2023 19:09:10.542525,"(6.0, 12.5, 10.15)","(4.2, 5.8, 5.4)","(4.4, 6.2, 5.3428571428571425)","(5.0, 10.0, 8.4)","(5.5, 7.0, 6.76)","(7.0, 11.0, 9.9375)","(8.5, 21.0, 15.375)","(13.0, 26.0, 20.5)"
11-01-2023 19:09:11.850757,"(6.0, 12.5, 11.716666666666667)","(4.2, 5.7, 5.527272727272727)","(4.4, 6.2, 5.3428571428571425)","(5.0, 10.0, 8.4)","(5.5, 7.0, 6.76)","(7.0, 11.0, 9.8)","(8.5, 21.0, 15.375)","(13.0, 26.0, 21.666666666666664)"
11-01-2023 19:09:13.127818,"(6.0, 12.5, 11.716666666666667)","(4.2, 5.6, 5.527272727272727)","(4.4, 6.2, 5.3428571428571425)","(5.0, 10.0, 9.0)","(5.5, 7.0, 6.76)","(7.0, 10.0, 9.05)","(8.5, 21.0, 17.875)","(13.0, 25.0, 21.875)"
11-01-2023 19:09:14.416235,"(6.0, 12.5, 10.411111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 6.2, 5.3428571428571425)","(5.0, 9.8, 7.166666666666666)","(5.5, 7.0, 6.76)","(7.0, 10.5, 7.273684210526316)","(8.5, 21.0, 16.357142857142858)","(13.0, 24.0, 21.125)"
11-01-2023 19:09:15.687547,"(6.0, 12.0, 11.428571428571429)","(4.2, 5.6, 5.527272727272727)","(4.4, 6.2, 5.4)","(5.0, 10.0, 9.05)","(5.5, 7.0, 6.76)","(7.0, 10.0, 8.799999999999999)","(8.5, 21.0, 18.045454545454547)","(13.0, 23.0, 20.9)"
11-01-2023 19:09:16.974442,"(6.0, 12.0, 9.23076923076923)","(4.2, 5.6, 5.527272727272727)","(4.4, 6.0, 5.45)","(5.0, 9.4, 7.6)","(5.5, 7.0, 6.76)","(7.0, 9.2, 8.32)","(8.5, 21.0, 19.879310344827587)","(13.0, 23.0, 19.347826086956523)"
11-01-2023 19:09:18.218084,"(6.0, 12.0, 8.914285714285715)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.9, 5.45)","(5.0, 9.6, 9.242857142857144)","(5.5, 7.0, 6.76)","(7.0, 9.2, 7.88)","(8.5, 21.0, 18.857142857142858)","(13.0, 23.0, 21.53846153846154)"
11-01-2023 19:09:19.461876,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.9, 5.45)","(5.0, 9.4, 8.9)","(5.5, 7.0, 6.76)","(7.0, 9.2, 7.88)","(8.5, 21.0, 18.857142857142858)","(13.0, 22.0, 21.53846153846154)"
11-01-2023 19:09:20.765999,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.9, 5.45)","(5.0, 9.4, 9.066666666666666)","(5.5, 7.0, 6.88)","(7.0, 9.2, 7.5)","(8.5, 21.0, 20.0625)","(13.0, 22.0, 20.583333333333336)"
11-01-2023 19:09:22.028501,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.9, 5.45)","(5.0, 9.4, 9.066666666666666)","(5.5, 7.0, 7.014705882352941)","(7.0, 9.0, 8.200000000000001)","(8.5, 21.0, 20.4)","(13.0, 21.0, 20.375)"
11-01-2023 19:09:23.264507,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.9, 5.45)","(5.0, 9.4, 9.246153846153847)","(5.5, 7.2, 6.652631578947369)","(7.0, 8.8, 7.7)","(8.5, 21.0, 20.666666666666668)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:24.550752,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.9, 5.45)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.2, 6.457142857142857)","(7.0, 8.8, 8.2)","(8.5, 23.0, 20.214285714285715)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:25.816925,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.9, 5.45)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.2, 6.959259259259259)","(7.0, 8.6, 8.2)","(8.5, 23.0, 22.07142857142857)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:27.074442,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.9, 5.1125)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.5)","(7.0, 8.6, 7.742857142857142)","(8.5, 23.0, 22.07142857142857)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:28.320648,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.9, 5.45)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.5)","(7.0, 8.6, 7.742857142857142)","(8.5, 23.0, 22.07142857142857)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:29.555527,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.5)","(7.0, 8.6, 7.742857142857142)","(8.5, 23.0, 21.9)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:30.790868,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.5)","(7.0, 8.6, 7.742857142857142)","(8.5, 24.0, 20.636363636363637)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:31.914739,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.5)","(7.0, 8.6, 7.742857142857142)","(8.5, 25.0, 20.5)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:33.090471,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.133333333333334)","(7.0, 8.6, 7.742857142857142)","(8.5, 25.0, 20.5)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:34.174673,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.2, 6.218181818181818)","(7.0, 8.6, 7.742857142857142)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:35.238565,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.2, 6.218181818181818)","(7.0, 8.6, 7.742857142857142)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:36.456017,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.2, 6.384615384615385)","(7.0, 8.6, 7.327272727272727)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:37.643758,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.357142857142857)","(7.0, 8.6, 7.327272727272727)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:38.957306,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.357142857142857)","(7.0, 8.6, 7.327272727272727)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:40.305803,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.357142857142857)","(7.0, 8.6, 6.85)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:41.634767,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.859375)","(7.0, 8.6, 6.85)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:43.052164,"(6.0, 11.5, 11.11111111111111)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.861538461538462)","(7.0, 8.6, 6.85)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:44.290658,"(6.0, 11.5, 10.625)","(4.2, 5.6, 5.527272727272727)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.96875)","(7.0, 8.6, 6.85)","(8.5, 25.0, 23.5)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:45.562318,"(6.0, 12.0, 9.571428571428571)","(4.2, 5.6, 5.466666666666667)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.982456140350877)","(7.0, 8.6, 6.85)","(8.5, 25.0, 23.5)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:46.846787,"(6.0, 11.5, 10.5625)","(4.2, 5.6, 5.3)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.982456140350877)","(7.0, 8.6, 6.85)","(8.5, 25.0, 23.5)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:48.104369,"(6.0, 11.5, 11.04)","(4.2, 5.6, 5.188888888888889)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.982456140350877)","(7.0, 8.6, 6.85)","(8.5, 25.0, 23.5)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:49.336491,"(6.0, 11.5, 10.866666666666667)","(4.2, 5.5, 5.228571428571429)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.982456140350877)","(7.0, 8.6, 6.85)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:50.473207,"(6.0, 11.5, 11.12)","(4.2, 5.4, 5.228571428571429)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.982456140350877)","(7.0, 8.6, 6.85)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:51.662416,"(6.0, 11.5, 11.311111111111112)","(4.2, 5.4, 5.228571428571429)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.982456140350877)","(7.0, 8.6, 6.85)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:52.842413,"(6.0, 12.0, 10.181818181818182)","(4.2, 5.4, 5.085714285714285)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.982456140350877)","(7.0, 8.6, 6.85)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:54.073650,"(6.0, 12.0, 10.25)","(4.2, 5.4, 5.085714285714285)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.982456140350877)","(7.0, 8.6, 6.85)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:55.340047,"(6.0, 12.0, 10.25)","(4.2, 5.4, 5.085714285714285)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.982456140350877)","(7.0, 8.6, 6.85)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:56.637893,"(6.0, 12.0, 10.25)","(4.2, 5.4, 4.992307692307692)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.982456140350877)","(7.0, 8.6, 6.85)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:57.852139,"(6.0, 12.0, 10.25)","(4.2, 5.3, 4.992307692307692)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.982456140350877)","(7.0, 8.6, 6.85)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:09:59.044857,"(6.0, 12.0, 10.31578947368421)","(4.2, 5.3, 4.896774193548387)","(4.4, 5.7, 5.35)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.866666666666667)","(7.0, 8.6, 7.472727272727273)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:10:00.194461,"(6.0, 12.0, 10.31578947368421)","(4.2, 5.3, 4.896774193548387)","(4.4, 5.7, 5.466666666666667)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.866666666666667)","(7.0, 8.2, 7.3999999999999995)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:10:01.333628,"(6.0, 12.0, 10.31578947368421)","(4.2, 5.3, 4.896774193548387)","(4.4, 5.7, 5.466666666666667)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.866666666666667)","(7.0, 8.2, 7.3999999999999995)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:10:02.476799,"(6.0, 12.0, 10.31578947368421)","(4.2, 5.3, 4.896774193548387)","(4.4, 5.7, 5.583333333333334)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.866666666666667)","(7.0, 8.2, 6.93103448275862)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:10:03.602645,"(6.0, 12.0, 10.222222222222221)","(4.2, 5.2, 5.12)","(4.4, 5.7, 5.58)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.866666666666667)","(7.0, 8.2, 7.363636363636363)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:10:04.757211,"(6.0, 12.0, 10.266666666666667)","(4.2, 5.2, 5.12)","(4.4, 5.7, 5.58)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.977777777777778)","(7.0, 8.2, 7.375)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:10:05.945900,"(6.0, 12.0, 10.266666666666667)","(4.2, 5.2, 5.12)","(4.4, 5.7, 5.58)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.977777777777778)","(7.0, 8.2, 7.375)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:10:07.020426,"(6.0, 12.0, 10.266666666666667)","(4.2, 5.2, 5.12)","(4.4, 5.7, 5.58)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.977777777777778)","(7.0, 8.2, 7.375)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
11-01-2023 19:10:08.106842,"(6.0, 12.0, 10.266666666666667)","(4.2, 5.2, 5.12)","(4.4, 5.7, 5.58)","(5.0, 9.4, 9.200000000000001)","(5.5, 7.0, 6.977777777777778)","(7.0, 8.2, 7.375)","(8.5, 25.0, 22.954545454545453)","(13.0, 21.0, 18.5)"
