,Lightning Luna,Drive The Jack,Gable,Burning Fee,Bailey The Rock,Woodside Bella
11-01-2023 11:08:46.827615,"(5.0, 9.2, 7.52)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.6, 2.7582608695652175)","(31.0, 170.0, 79.375)","(8.0, 16.0, 15.094736842105263)"
11-01-2023 11:08:47.870690,"(5.0, 9.2, 7.52)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.6, 2.7582608695652175)","(31.0, 170.0, 79.375)","(8.0, 16.0, 15.094736842105263)"
11-01-2023 11:08:48.852167,"(5.0, 9.2, 7.52)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.6, 2.7582608695652175)","(31.0, 170.0, 79.375)","(8.0, 16.0, 15.094736842105263)"
11-01-2023 11:08:49.781940,"(5.0, 9.2, 7.52)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.6, 2.7582608695652175)","(31.0, 170.0, 79.375)","(8.0, 16.0, 14.747619047619047)"
11-01-2023 11:08:50.736787,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.0, 15.5, 14.747619047619047)"
11-01-2023 11:08:51.705883,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.0, 15.5, 14.747619047619047)"
11-01-2023 11:08:52.732038,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.0, 15.5, 14.747619047619047)"
11-01-2023 11:08:53.659513,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.0, 15.5, 12.933333333333334)"
11-01-2023 11:08:54.691524,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.0, 15.5, 12.933333333333334)"
11-01-2023 11:08:55.596557,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.0, 15.5, 12.933333333333334)"
11-01-2023 11:08:56.563919,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.0, 15.5, 12.933333333333334)"
11-01-2023 11:08:57.582127,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.0, 15.5, 12.933333333333334)"
11-01-2023 11:08:58.732652,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.0, 15.5, 12.933333333333334)"
11-01-2023 11:08:59.755689,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.0, 15.5, 12.933333333333334)"
11-01-2023 11:09:00.681921,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.0, 15.5, 12.933333333333334)"
11-01-2023 11:09:01.633410,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:02.745483,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:03.731375,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:04.744254,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:05.752195,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:06.722093,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:08.387411,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:09.431325,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:10.409351,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:11.372339,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:12.278108,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:13.246055,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:14.207333,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:15.236149,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:16.395059,"(5.0, 9.0, 7.4)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:17.433068,"(5.0, 8.8, 7.28)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:18.427811,"(5.0, 8.8, 7.28)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:19.305984,"(5.0, 8.8, 7.28)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:20.227115,"(5.0, 8.8, 7.28)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:21.227502,"(5.0, 8.8, 7.28)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:22.190822,"(5.0, 8.8, 7.28)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:23.201076,"(5.0, 8.8, 7.28)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:24.100695,"(5.0, 8.8, 7.28)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:25.019975,"(5.0, 8.8, 7.28)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:25.946612,"(5.0, 8.8, 7.28)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:26.989379,"(5.0, 8.8, 7.28)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:28.047355,"(5.0, 8.8, 7.28)","(3.8, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:29.063826,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:30.079153,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:31.098886,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:32.021710,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:32.924858,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:33.868091,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 12.933333333333334)"
11-01-2023 11:09:34.801214,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:35.854245,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:36.860558,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:37.895629,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:38.799331,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:39.703287,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:40.626642,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.7792857142857144)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:41.574947,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:42.598052,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:43.594629,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:44.578640,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:45.550569,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:46.428640,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:47.390293,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:48.300639,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 79.375)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:49.383463,"(5.0, 8.8, 7.28)","(3.9, 5.7, 3.8625000000000003)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:50.379249,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.78125)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:51.428405,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.78125)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:52.495474,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:53.478310,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:54.473747,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:55.394814,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:56.383419,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:57.314912,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:58.269867,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:09:59.295672,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:10:00.257634,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:10:01.211056,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:10:02.126986,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:10:03.024454,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.907692307692308)"
11-01-2023 11:10:03.961228,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.804761904761904)"
11-01-2023 11:10:04.865184,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.804761904761904)"
11-01-2023 11:10:05.838973,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.804761904761904)"
11-01-2023 11:10:06.735514,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.804761904761904)"
11-01-2023 11:10:07.654165,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.804761904761904)"
11-01-2023 11:10:08.554714,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.804761904761904)"
11-01-2023 11:10:09.431848,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.804761904761904)"
11-01-2023 11:10:10.384024,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.804761904761904)"
11-01-2023 11:10:11.364869,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 14.804761904761904)"
11-01-2023 11:10:12.401608,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:13.416734,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:14.332708,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:15.259580,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:16.154252,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:17.039804,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:17.976970,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:18.950476,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:19.879154,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:20.850653,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:21.840461,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:22.807501,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:23.745546,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 114.61538461538461)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:24.664690,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 114.61538461538461)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:25.637098,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 114.61538461538461)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:26.545735,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 114.61538461538461)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:27.416776,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 114.61538461538461)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:28.337320,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 114.61538461538461)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:29.299584,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 114.61538461538461)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:30.255709,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 114.61538461538461)","(8.5, 15.5, 13.133333333333333)"
11-01-2023 11:10:31.299042,"(5.0, 8.8, 7.28)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8847058823529412)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.133333333333333)"
