,Cashed Up Johnny,Dixie Dutton,Book Of Love,Precious Layla,High Range,Four Barrys,Salem Sweetheart,Cool Red
08-01-2023 16:42:33.232399,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:34.372874,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:35.577477,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:36.655480,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:37.784959,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:38.879029,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:40.002286,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:41.216499,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:42.438321,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:43.597649,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:44.810195,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:46.047814,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:47.329519,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 5.25)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:48.535524,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 5.25)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:49.766613,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 5.25)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:51.163219,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:52.450645,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:53.674009,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:55.097032,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:56.373851,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:57.778591,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:58.969637,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:00.397992,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 4.75)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:01.753876,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 22.692307692307693)","(2.8, 6.4, 5.384615384615385)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:02.983301,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 22.692307692307693)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:04.152851,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 22.692307692307693)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:05.502157,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 22.692307692307693)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:06.818700,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 22.692307692307693)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:08.099738,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 27.0)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:09.405993,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:10.679905,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:11.947621,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:13.206957,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:14.368669,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:15.607118,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:16.864438,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 22.692307692307693)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:18.111434,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 22.692307692307693)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:19.306771,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 22.692307692307693)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:20.507561,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 22.692307692307693)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:21.764918,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 22.692307692307693)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:22.971508,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 22.692307692307693)","(2.8, 6.4, 5.08)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:24.134854,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 22.692307692307693)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:25.347555,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:26.565291,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:27.681045,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:28.772885,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:29.904953,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:31.085928,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:32.199974,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:33.317262,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:34.551269,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:35.777425,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:36.993202,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:38.172080,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:39.330191,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:40.580703,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:41.846801,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:43.085288,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:44.294151,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:45.501604,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:46.681695,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:47.866909,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:49.133451,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:50.434567,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:51.693397,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:53.041873,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:54.413499,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:55.873168,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 5.08)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:57.131294,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:58.347102,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:43:59.518168,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:00.783026,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:02.213748,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:03.507190,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:04.817310,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:06.192111,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:07.544549,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:08.811164,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:10.056309,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:11.263073,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:12.471579,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:13.655237,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:14.781972,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:15.903286,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
