,Cashed Up Johnny,Dixie Dutton,Book Of Love,Precious Layla,High Range,Four Barrys,Salem Sweetheart,Cool Red
08-01-2023 16:40:32.863944,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.3475)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:34.036276,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.3475)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:35.175299,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.3475)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:36.280602,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.3475)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:37.432950,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.3475)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:38.570068,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.228947368421053)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:39.720468,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.228947368421053)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:40.879797,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.228947368421053)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:42.042664,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:43.222251,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:44.421602,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:45.624854,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:46.776061,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:47.924376,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:49.071271,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:50.259802,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:51.426697,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:52.551615,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:53.516082,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:54.635761,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:55.775871,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:56.940704,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:58.086074,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:40:59.205865,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:00.412975,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:01.775636,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:03.108818,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:04.415840,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:05.689625,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:07.020607,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:08.349981,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:09.620455,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.273684210526316)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:10.939075,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.144444444444445)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:12.237490,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.228947368421053)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:13.470508,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.05)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:14.736547,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:16.078213,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:17.355281,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:18.571824,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:19.794661,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:21.054823,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:22.357013,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:23.586481,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:24.840762,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:25.994783,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:27.192929,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:28.491674,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:29.756954,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:30.969390,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:32.199904,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:33.407917,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:34.694982,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:35.944268,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:37.168734,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:38.446657,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:39.661117,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:40.938312,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 14.06875)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:42.218633,"(1.95, 2.4, 2.1975)","(7.5, 13.0, 7.7272727272727275)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:43.330592,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.094736842105263)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:44.577384,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.05)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:45.765186,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.139473684210526)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:46.972222,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.139473684210526)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:48.097502,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.139473684210526)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:49.307091,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.139473684210526)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:50.542151,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.139473684210526)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:51.901112,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.139473684210526)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:53.250803,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.139473684210526)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:54.587655,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.139473684210526)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:56.155678,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.414285714285715)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:57.529670,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.414285714285715)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:41:58.855870,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.414285714285715)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 90.0)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:00.188860,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.414285714285715)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:01.644219,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.414285714285715)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:02.998691,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 7.473913043478261)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.414285714285715)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:04.349929,"(1.95, 2.4, 2.1975)","(7.5, 13.5, 10.35)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.6, 4.9)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 12.42608695652174)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:05.621103,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 18.666666666666664)","(2.8, 6.4, 4.9)","(61.0, 240.0, 105.6923076923077)","(7.5, 15.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:06.948529,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 18.88888888888889)","(2.8, 6.4, 4.96)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:08.333972,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 18.88888888888889)","(2.8, 6.4, 4.96)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:09.737869,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 5.02)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:11.007261,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 5.02)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:12.263693,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 5.02)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:42:13.585298,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 30.0, 17.8125)","(2.8, 6.4, 5.02)","(61.0, 240.0, 105.6923076923077)","(7.5, 16.0, 13.078260869565216)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
