,Grace Elizabeth,Cruz In The Castle,Got Your Number,Jamestown Road,Secret Castle,Miss Wave,Heretodaygonmanana,Cheese Louise,Ocean Lilly
08-01-2023 12:26:56.216739,"(8.0, 10.5, 9.73)","(5.5, 7.2, 7.0)","(11.0, 23.0, 21.0)","(3.4, 4.7, 4.523529411764706)","(4.4, 6.8, 6.2)","(6.5, 7.2, 7.066666666666666)","(26.0, 130.0, 81.0)","(26.0, 200.0, 70.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:26:57.382371,"(8.0, 10.5, 9.73)","(5.5, 7.2, 7.0)","(11.0, 23.0, 21.0)","(3.4, 4.7, 4.523529411764706)","(4.4, 6.8, 6.2)","(6.5, 7.2, 7.066666666666666)","(26.0, 130.0, 74.0)","(26.0, 200.0, 70.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:26:58.577123,"(8.0, 10.5, 9.73)","(5.5, 7.2, 6.933333333333334)","(11.0, 23.0, 21.0)","(3.4, 4.7, 4.523529411764706)","(4.4, 6.8, 6.2)","(6.5, 7.2, 7.066666666666666)","(26.0, 130.0, 53.2)","(26.0, 200.0, 70.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:26:59.749611,"(8.0, 10.5, 9.73)","(5.5, 7.2, 6.933333333333334)","(11.0, 23.0, 21.0)","(3.4, 4.7, 4.523529411764706)","(4.4, 6.8, 6.2)","(6.5, 7.2, 7.066666666666666)","(26.0, 130.0, 53.2)","(26.0, 200.0, 70.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:00.913779,"(8.0, 10.5, 9.73)","(5.5, 7.2, 6.933333333333334)","(11.0, 23.0, 21.0)","(3.4, 4.7, 4.523529411764706)","(4.4, 6.8, 7.490909090909091)","(6.5, 7.2, 7.066666666666666)","(26.0, 130.0, 53.2)","(26.0, 200.0, 70.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:02.140360,"(8.0, 10.5, 9.73)","(5.5, 7.2, 6.933333333333334)","(11.0, 23.0, 21.333333333333332)","(3.4, 4.7, 4.523529411764706)","(4.4, 8.4, 7.0)","(6.5, 7.2, 7.066666666666666)","(26.0, 130.0, 53.2)","(26.0, 200.0, 84.0)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:03.299982,"(8.0, 10.5, 9.73)","(5.5, 7.2, 6.933333333333334)","(11.0, 23.0, 19.666666666666668)","(3.4, 4.7, 4.523529411764706)","(4.4, 8.0, 6.88)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 72.4)","(26.0, 200.0, 95.6)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:04.486763,"(8.0, 10.5, 9.73)","(5.5, 7.2, 6.720000000000001)","(11.0, 23.0, 19.666666666666668)","(3.4, 4.7, 4.523529411764706)","(4.4, 8.2, 6.9)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 72.4)","(26.0, 200.0, 101.14285714285714)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:05.666611,"(8.0, 10.5, 9.73)","(5.5, 7.0, 6.640000000000001)","(11.0, 23.0, 20.0)","(3.4, 4.7, 4.523529411764706)","(4.4, 7.8, 7.0)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 52.75)","(26.0, 200.0, 61.6)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:06.930644,"(8.0, 10.5, 9.73)","(5.5, 7.0, 6.640000000000001)","(11.0, 23.0, 20.0)","(3.4, 4.7, 4.523529411764706)","(4.4, 8.0, 7.0)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 52.75)","(26.0, 200.0, 113.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:08.181798,"(8.0, 10.5, 9.73)","(5.5, 7.0, 6.7)","(11.0, 23.0, 20.0)","(3.4, 4.7, 4.523529411764706)","(4.4, 8.0, 7.0)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 68.8)","(26.0, 200.0, 113.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:09.366583,"(8.0, 10.5, 9.73)","(5.5, 7.0, 6.7)","(11.0, 23.0, 20.0)","(3.4, 4.7, 4.523529411764706)","(4.4, 8.0, 7.0)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 86.28571428571428)","(26.0, 200.0, 113.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:10.605109,"(8.0, 10.5, 9.73)","(5.5, 7.0, 6.781818181818182)","(11.0, 23.0, 21.77777777777778)","(3.4, 4.7, 4.523529411764706)","(4.4, 8.0, 6.08)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 86.71428571428572)","(26.0, 200.0, 123.55555555555556)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:11.786080,"(8.0, 10.5, 9.78)","(5.5, 7.0, 6.640000000000001)","(11.0, 23.0, 20.0)","(3.4, 4.7, 4.523529411764706)","(4.4, 6.2, 7.16)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 55.0)","(26.0, 200.0, 123.55555555555556)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:12.968123,"(8.0, 10.5, 9.9)","(5.5, 7.0, 6.640000000000001)","(11.0, 23.0, 20.0)","(3.4, 4.7, 4.516666666666667)","(4.4, 8.0, 6.533333333333333)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 55.0)","(26.0, 200.0, 113.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:14.109021,"(8.0, 10.5, 9.9)","(5.5, 7.0, 6.640000000000001)","(11.0, 23.0, 20.0)","(3.4, 4.7, 4.516666666666667)","(4.4, 7.8, 5.9750000000000005)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 55.0)","(26.0, 200.0, 113.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:15.220114,"(8.0, 10.5, 9.9)","(5.5, 7.0, 6.640000000000001)","(11.0, 23.0, 20.0)","(3.4, 4.7, 4.516666666666667)","(4.4, 6.2, 5.9750000000000005)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 55.0)","(26.0, 200.0, 113.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:16.406017,"(8.0, 10.5, 9.871428571428572)","(5.5, 7.0, 6.84)","(11.0, 23.0, 21.285714285714285)","(3.4, 4.7, 4.523529411764706)","(4.4, 7.8, 6.466666666666667)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 50.0)","(26.0, 200.0, 157.4)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:17.528392,"(8.0, 10.5, 9.871428571428572)","(5.5, 7.0, 6.84)","(11.0, 23.0, 20.75)","(3.4, 4.7, 4.523529411764706)","(4.4, 7.8, 6.699999999999999)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 50.0)","(26.0, 190.0, 136.0)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:18.663140,"(8.0, 10.5, 9.871428571428572)","(5.5, 7.0, 6.84)","(11.0, 19.5, 18.25)","(3.4, 4.7, 4.523529411764706)","(4.4, 7.6, 6.699999999999999)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 50.0)","(26.0, 190.0, 109.0)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:19.832893,"(8.0, 10.5, 9.871428571428572)","(5.5, 7.0, 6.84)","(11.0, 19.5, 18.25)","(3.4, 4.7, 4.523529411764706)","(4.4, 7.6, 6.527272727272727)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 50.0)","(26.0, 190.0, 78.66666666666666)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:21.005747,"(8.0, 10.5, 9.871428571428572)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.25)","(3.4, 4.7, 4.523529411764706)","(4.4, 7.4, 6.0285714285714285)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 50.0)","(26.0, 180.0, 53.33333333333333)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:22.208852,"(8.0, 10.5, 9.871428571428572)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.25)","(3.4, 4.7, 4.523529411764706)","(4.4, 7.4, 6.640000000000001)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 50.0)","(26.0, 180.0, 53.33333333333333)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:23.356973,"(8.0, 10.5, 9.9)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.25)","(3.4, 4.7, 4.523529411764706)","(4.4, 7.2, 6.640000000000001)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 72.85714285714286)","(26.0, 180.0, 53.33333333333333)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:24.524678,"(8.0, 10.5, 9.9)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.25)","(3.4, 4.7, 4.523529411764706)","(4.4, 7.2, 6.640000000000001)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 72.85714285714286)","(26.0, 180.0, 53.33333333333333)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:25.727834,"(7.5, 10.5, 9.9)","(5.5, 7.0, 6.84)","(11.0, 19.5, 18.25)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.640000000000001)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 72.85714285714286)","(26.0, 180.0, 53.33333333333333)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:26.969775,"(7.5, 10.5, 9.9)","(5.5, 7.0, 6.84)","(11.0, 19.5, 18.25)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.640000000000001)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 72.85714285714286)","(26.0, 180.0, 53.33333333333333)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:28.223502,"(7.5, 10.5, 9.9)","(5.5, 7.0, 6.84)","(11.0, 19.5, 18.25)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.640000000000001)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 72.85714285714286)","(26.0, 180.0, 53.33333333333333)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:29.483676,"(7.5, 10.5, 9.9)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.25)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.550000000000001)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 80.0)","(26.0, 180.0, 53.33333333333333)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:30.745040,"(7.5, 10.5, 9.871428571428572)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.25)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.550000000000001)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 80.0)","(26.0, 180.0, 53.33333333333333)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:32.008195,"(7.5, 10.5, 9.871428571428572)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.25)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.550000000000001)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 87.14285714285714)","(26.0, 180.0, 94.44444444444444)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:33.267189,"(7.5, 10.5, 9.871428571428572)","(5.5, 7.0, 6.88)","(11.0, 19.5, 19.0)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.550000000000001)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 87.14285714285714)","(26.0, 180.0, 103.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:34.514201,"(7.5, 10.5, 9.871428571428572)","(5.5, 7.0, 6.84)","(11.0, 19.5, 19.0)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.550000000000001)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 87.14285714285714)","(26.0, 180.0, 103.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:35.723486,"(7.5, 10.5, 9.871428571428572)","(5.5, 7.0, 6.84)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.266666666666667)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 70.0)","(26.0, 180.0, 103.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:36.918464,"(7.5, 10.0, 9.8)","(5.5, 6.8, 6.65)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 7.086956521739131)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 88.0)","(26.0, 180.0, 103.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:38.146587,"(7.5, 10.0, 9.8)","(5.5, 6.8, 6.65)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.911111111111111)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 87.14285714285714)","(26.0, 180.0, 103.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:39.310467,"(7.5, 10.0, 9.8)","(5.5, 6.8, 6.65)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.911111111111111)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 82.0)","(26.0, 180.0, 103.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:40.501772,"(7.5, 10.0, 9.8)","(5.5, 6.8, 6.65)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 69.4)","(26.0, 180.0, 103.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:41.778256,"(7.5, 10.5, 9.55)","(5.5, 7.0, 6.84)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 71.2)","(26.0, 180.0, 103.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:43.027114,"(7.5, 10.0, 9.8)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 71.2)","(26.0, 180.0, 52.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:44.488499,"(7.5, 10.0, 9.8)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 71.2)","(26.0, 180.0, 52.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:45.990517,"(7.5, 10.0, 9.55)","(5.5, 7.0, 6.84)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 71.2)","(26.0, 180.0, 52.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:47.313801,"(7.5, 10.5, 9.76)","(5.5, 7.0, 6.6909090909090905)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 64.66666666666666)","(26.0, 180.0, 146.33333333333334)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:48.678642,"(7.5, 10.0, 9.8)","(5.5, 6.8, 6.6909090909090905)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 75.14285714285714)","(26.0, 170.0, 146.33333333333334)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:50.080085,"(7.5, 10.0, 9.8)","(5.5, 6.8, 6.6909090909090905)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 81.0)","(26.0, 170.0, 146.33333333333334)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:51.544294,"(7.5, 10.0, 9.8)","(5.5, 6.8, 6.6909090909090905)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.2, 6.666666666666667)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 87.33333333333333)","(26.0, 170.0, 146.33333333333334)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:52.824919,"(7.5, 10.0, 9.8)","(5.5, 6.8, 6.8)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.523529411764706)","(4.6, 8.0, 7.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 53.2)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:54.066485,"(7.5, 10.5, 9.55)","(5.5, 7.0, 6.8)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.8, 7.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 53.2)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:55.230085,"(7.5, 10.0, 9.8)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.516666666666667)","(4.6, 7.8, 7.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 53.2)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:56.406662,"(7.5, 10.0, 9.8)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.8, 7.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 53.2)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:57.731328,"(7.5, 10.0, 9.8)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.8, 7.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 53.2)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:27:59.046679,"(7.5, 10.5, 9.55)","(5.5, 7.0, 6.8)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.8, 7.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 53.2)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:00.415077,"(7.5, 10.5, 9.55)","(5.5, 7.0, 6.8)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.8, 7.4)","(6.5, 7.2, 6.933333333333334)","(26.0, 130.0, 53.2)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:01.578516,"(7.5, 10.5, 9.55)","(5.5, 7.0, 6.8)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.8, 7.4)","(6.5, 7.2, 6.628571428571429)","(26.0, 130.0, 58.0)","(26.0, 170.0, 83.75)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:02.794292,"(7.5, 10.0, 9.8)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 17.5)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.8, 7.4)","(6.5, 7.2, 6.8)","(26.0, 130.0, 58.0)","(26.0, 180.0, 52.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:04.103080,"(7.5, 10.0, 9.885714285714286)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.8, 7.244444444444444)","(6.5, 7.0, 6.8)","(26.0, 130.0, 58.0)","(26.0, 180.0, 52.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:05.482020,"(7.5, 10.0, 9.885714285714286)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.6, 7.0)","(6.5, 7.0, 6.8)","(26.0, 130.0, 58.0)","(26.0, 180.0, 70.71428571428572)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:06.814871,"(7.5, 10.0, 9.728571428571428)","(5.5, 7.0, 6.8)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.6, 6.914285714285714)","(6.5, 7.0, 6.8)","(26.0, 130.0, 56.5)","(26.0, 180.0, 70.71428571428572)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:08.082866,"(7.5, 10.5, 9.728571428571428)","(5.5, 7.0, 6.8)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.6, 6.914285714285714)","(6.5, 7.0, 6.8)","(26.0, 130.0, 56.5)","(26.0, 180.0, 70.71428571428572)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:09.366562,"(7.5, 10.5, 9.728571428571428)","(5.5, 7.0, 6.6909090909090905)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.6, 6.933333333333334)","(6.5, 7.0, 6.628571428571429)","(26.0, 130.0, 56.5)","(26.0, 180.0, 52.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:10.582608,"(7.5, 10.5, 9.728571428571428)","(5.5, 6.8, 6.6909090909090905)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.4, 6.933333333333334)","(6.5, 7.2, 6.628571428571429)","(26.0, 130.0, 56.5)","(26.0, 180.0, 52.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:11.862698,"(7.5, 10.5, 9.728571428571428)","(5.5, 6.8, 6.6909090909090905)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.4, 6.933333333333334)","(6.5, 7.2, 6.628571428571429)","(26.0, 130.0, 56.5)","(26.0, 180.0, 52.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:13.056680,"(7.5, 10.5, 9.728571428571428)","(5.5, 6.8, 6.6909090909090905)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.4, 6.933333333333334)","(6.5, 7.2, 6.628571428571429)","(26.0, 130.0, 56.5)","(26.0, 180.0, 52.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:14.220849,"(7.5, 10.5, 9.728571428571428)","(5.5, 6.8, 6.6909090909090905)","(11.0, 19.5, 18.75)","(3.4, 4.7, 4.523529411764706)","(4.6, 7.4, 6.933333333333334)","(6.5, 7.2, 6.8)","(26.0, 130.0, 56.5)","(26.0, 180.0, 52.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:15.434742,"(7.5, 10.5, 9.728571428571428)","(5.5, 7.0, 6.7)","(11.0, 19.5, 18.75)","(3.4, 5.0, 5.25)","(4.6, 7.4, 6.777777777777778)","(6.5, 7.0, 6.533333333333333)","(26.0, 130.0, 69.4)","(26.0, 180.0, 52.5)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:16.892868,"(7.5, 10.5, 9.728571428571428)","(5.5, 7.0, 6.7)","(11.0, 19.5, 18.166666666666668)","(3.4, 5.3, 4.933333333333334)","(4.6, 7.4, 6.777777777777778)","(6.5, 6.6, 6.533333333333333)","(26.0, 130.0, 72.28571428571428)","(26.0, 180.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:18.140021,"(7.5, 10.5, 9.728571428571428)","(5.5, 7.0, 6.7)","(11.0, 19.5, 18.166666666666668)","(3.4, 5.2, 5.270833333333333)","(4.6, 7.4, 6.777777777777778)","(6.5, 6.6, 6.533333333333333)","(26.0, 130.0, 72.28571428571428)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:19.437181,"(7.5, 10.5, 9.728571428571428)","(5.5, 7.0, 6.7)","(11.0, 19.5, 18.166666666666668)","(3.4, 5.3, 5.1)","(4.6, 7.4, 6.6)","(6.5, 6.6, 6.533333333333333)","(26.0, 130.0, 63.333333333333336)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:20.679920,"(7.5, 10.5, 9.728571428571428)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.166666666666668)","(3.4, 5.3, 5.175)","(4.6, 7.4, 6.6)","(6.5, 6.6, 6.533333333333333)","(26.0, 130.0, 63.333333333333336)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:21.942446,"(7.5, 10.5, 9.728571428571428)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.166666666666668)","(3.4, 5.3, 5.25)","(4.6, 7.4, 6.745454545454545)","(6.5, 6.6, 6.533333333333333)","(26.0, 130.0, 63.333333333333336)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:23.067879,"(7.5, 10.5, 9.728571428571428)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.166666666666668)","(3.4, 5.3, 5.221739130434782)","(4.6, 8.4, 6.1875)","(6.5, 6.6, 6.533333333333333)","(26.0, 130.0, 63.333333333333336)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:24.265260,"(7.5, 10.5, 9.728571428571428)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.166666666666668)","(3.4, 5.3, 5.20625)","(4.6, 8.2, 6.4714285714285715)","(6.5, 6.6, 6.533333333333333)","(26.0, 130.0, 63.333333333333336)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:25.632737,"(7.5, 10.5, 9.728571428571428)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.166666666666668)","(3.4, 5.3, 5.20625)","(4.6, 8.2, 6.794444444444444)","(6.5, 7.2, 6.6000000000000005)","(26.0, 130.0, 63.333333333333336)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:27.032232,"(7.5, 10.5, 9.728571428571428)","(5.5, 7.0, 6.640000000000001)","(11.0, 19.5, 18.7)","(3.4, 5.3, 4.923809523809524)","(4.6, 8.2, 6.794444444444444)","(6.5, 7.0, 6.6000000000000005)","(26.0, 130.0, 63.333333333333336)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:28.302772,"(7.5, 10.5, 9.214285714285714)","(5.5, 7.0, 6.7)","(11.0, 19.5, 18.7)","(3.4, 5.0, 4.946666666666666)","(4.6, 8.2, 7.533333333333333)","(6.5, 7.0, 6.6000000000000005)","(26.0, 130.0, 63.333333333333336)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
08-01-2023 12:28:29.574672,"(7.5, 10.5, 9.214285714285714)","(5.5, 7.0, 6.7)","(11.0, 19.5, 21.142857142857142)","(3.4, 5.0, 4.785714285714286)","(4.6, 8.0, 6.923076923076923)","(6.5, 7.0, 6.6000000000000005)","(26.0, 130.0, 64.66666666666666)","(26.0, 170.0, 134.25)","(8.0, 8.0, 7.733333333333333)"
