,Dancin In Dubai,Proud Union,Fearnought,Stringfella,Strong Heart,Lil Toughman,Hidden Rod,Stormin Rocket,Manhattan Weave,Freedom Rider
08-01-2023 11:51:03.348662,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 26.0, 24.0)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:04.501198,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 26.0, 24.0)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:05.669770,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 26.0, 24.0)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:06.802641,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 26.0, 24.0)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:07.917200,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 25.666666666666668)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:09.059795,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 25.666666666666668)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:10.205481,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 25.666666666666668)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:11.366674,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 25.666666666666668)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:12.519636,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 25.666666666666668)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:13.694051,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 25.666666666666668)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:14.806063,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 25.666666666666668)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:15.929289,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 25.666666666666668)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:17.045885,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 25.666666666666668)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:18.180913,"(15.0, 16.0, 14.25)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 25.666666666666668)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:19.364206,"(15.0, 16.0, 13.9)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 25.666666666666668)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:20.505726,"(15.0, 16.0, 13.9)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 24.5)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:21.716240,"(15.0, 16.0, 13.9)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 24.5)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:23.136361,"(15.0, 16.0, 13.9)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 28.0, 21.8)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:24.367990,"(15.0, 16.0, 13.9)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 27.0, 21.8)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:25.939553,"(15.0, 16.0, 13.9)","(13.0, 23.0, 15.944444444444445)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 27.0, 21.8)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:27.524963,"(15.0, 16.0, 13.9)","(13.0, 16.5, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 27.0, 21.8)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:28.869622,"(15.0, 16.0, 13.9)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 27.0, 21.8)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:30.156989,"(15.0, 16.0, 13.9)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 27.0, 21.8)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:31.349027,"(15.0, 16.0, 13.9)","(13.0, 23.0, 20.5)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 27.0, 21.8)","(1.3, 1.78, 1.7066666666666666)"
08-01-2023 11:51:32.495969,"(15.0, 16.0, 13.9)","(13.0, 23.0, 19.25)","(26.0, 200.0, 100.55555555555556)","(9.0, 15.0, 13.285714285714285)","(21.0, 70.0, 53.333333333333336)","(31.0, 220.0, 81.42857142857143)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 66.25)","(13.0, 27.0, 21.8)","(1.3, 1.78, 1.6844444444444444)"
08-01-2023 11:51:33.723472,"(15.0, 16.0, 13.9)","(13.0, 23.0, 19.25)","(26.0, 200.0, 134.0)","(9.0, 15.0, 13.5)","(21.0, 70.0, 45.5)","(31.0, 220.0, 103.6)","(41.0, 85.0, 45.25)","(17.0, 150.0, 98.83333333333333)","(13.0, 27.0, 20.75)","(1.3, 1.72, 1.6844444444444444)"
08-01-2023 11:51:35.008901,"(15.0, 16.0, 14.25)","(13.0, 23.0, 19.5)","(26.0, 190.0, 134.0)","(9.0, 15.0, 13.5)","(21.0, 70.0, 45.5)","(31.0, 220.0, 103.6)","(41.0, 85.0, 56.0)","(17.0, 140.0, 98.83333333333333)","(13.0, 27.0, 20.75)","(1.3, 1.72, 1.6836363636363636)"
08-01-2023 11:51:36.238994,"(15.0, 16.0, 14.25)","(13.0, 23.0, 19.5)","(26.0, 190.0, 134.0)","(9.0, 15.0, 13.5)","(21.0, 70.0, 45.5)","(31.0, 220.0, 103.6)","(41.0, 80.0, 56.0)","(17.0, 140.0, 98.83333333333333)","(13.0, 27.0, 20.75)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:37.413517,"(15.0, 16.0, 14.25)","(13.0, 23.0, 19.5)","(26.0, 190.0, 134.0)","(9.0, 15.0, 13.5)","(21.0, 70.0, 45.5)","(31.0, 220.0, 103.6)","(41.0, 80.0, 56.0)","(17.0, 140.0, 98.83333333333333)","(13.0, 27.0, 20.75)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:38.644140,"(15.0, 16.0, 14.25)","(13.0, 23.0, 19.5)","(26.0, 190.0, 134.0)","(9.0, 15.0, 13.5)","(21.0, 70.0, 45.5)","(31.0, 220.0, 130.46153846153845)","(41.0, 80.0, 56.0)","(17.0, 140.0, 98.83333333333333)","(13.0, 27.0, 21.0)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:39.887146,"(15.0, 16.0, 14.833333333333334)","(13.0, 23.0, 19.5)","(26.0, 190.0, 134.0)","(9.0, 15.0, 13.5)","(21.0, 70.0, 45.5)","(31.0, 220.0, 130.46153846153845)","(41.0, 80.0, 56.0)","(17.0, 140.0, 98.83333333333333)","(13.0, 27.0, 20.5)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:41.087323,"(15.0, 16.0, 14.95)","(13.0, 23.0, 19.5)","(26.0, 190.0, 134.0)","(9.0, 15.0, 13.5)","(21.0, 70.0, 45.5)","(31.0, 220.0, 130.46153846153845)","(41.0, 80.0, 56.0)","(17.0, 140.0, 122.35714285714286)","(13.0, 26.0, 20.5)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:42.301945,"(15.0, 16.0, 14.95)","(13.0, 23.0, 19.5)","(26.0, 190.0, 134.0)","(9.0, 15.0, 13.5)","(21.0, 70.0, 45.5)","(31.0, 220.0, 130.46153846153845)","(41.0, 80.0, 56.0)","(17.0, 140.0, 122.35714285714286)","(13.0, 26.0, 20.5)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:43.476626,"(15.0, 16.0, 14.95)","(13.0, 23.0, 19.5)","(26.0, 190.0, 134.0)","(9.0, 15.0, 13.5)","(21.0, 70.0, 45.5)","(31.0, 220.0, 130.46153846153845)","(41.0, 80.0, 56.0)","(17.0, 140.0, 122.35714285714286)","(13.0, 26.0, 20.5)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:44.644819,"(15.0, 16.0, 14.95)","(13.0, 23.0, 19.5)","(26.0, 190.0, 134.0)","(9.0, 15.0, 12.375)","(21.0, 70.0, 45.5)","(31.0, 220.0, 130.46153846153845)","(41.0, 80.0, 56.0)","(17.0, 140.0, 78.5)","(13.0, 26.0, 20.5)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:45.852758,"(15.0, 16.0, 14.95)","(13.0, 23.0, 19.5)","(26.0, 190.0, 134.0)","(9.0, 15.0, 12.375)","(21.0, 70.0, 45.5)","(31.0, 220.0, 130.46153846153845)","(41.0, 80.0, 56.0)","(17.0, 140.0, 78.5)","(13.0, 26.0, 20.5)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:47.027830,"(15.0, 16.0, 14.833333333333334)","(13.0, 23.0, 19.5)","(26.0, 190.0, 134.0)","(9.0, 15.0, 12.375)","(21.0, 70.0, 45.5)","(31.0, 220.0, 169.1111111111111)","(41.0, 80.0, 56.0)","(17.0, 140.0, 78.5)","(13.0, 26.0, 20.5)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:48.183204,"(15.0, 16.0, 15.5)","(13.0, 23.0, 19.5)","(26.0, 190.0, 147.33333333333331)","(9.0, 15.0, 12.375)","(21.0, 70.0, 45.5)","(31.0, 210.0, 169.1111111111111)","(41.0, 80.0, 58.5)","(17.0, 140.0, 115.4)","(13.0, 26.0, 20.5)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:49.377982,"(15.0, 16.0, 15.0)","(13.0, 23.0, 19.5)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 12.375)","(21.0, 70.0, 45.5)","(31.0, 210.0, 169.1111111111111)","(41.0, 85.0, 51.33333333333333)","(17.0, 140.0, 76.11111111111111)","(13.0, 26.0, 20.5)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:50.535753,"(15.0, 16.0, 15.571428571428571)","(13.0, 23.0, 19.5)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 12.375)","(21.0, 70.0, 45.5)","(31.0, 210.0, 169.1111111111111)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 76.11111111111111)","(13.0, 26.0, 20.5)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:51.705711,"(15.0, 16.0, 15.571428571428571)","(13.0, 23.0, 19.5)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 12.375)","(21.0, 70.0, 45.5)","(31.0, 210.0, 169.1111111111111)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 76.11111111111111)","(13.0, 26.0, 20.5)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:52.891472,"(15.0, 16.0, 15.571428571428571)","(13.0, 23.0, 19.5)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 12.375)","(21.0, 70.0, 45.5)","(31.0, 210.0, 169.1111111111111)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 76.11111111111111)","(13.0, 26.0, 20.5)","(1.3, 1.72, 1.68)"
08-01-2023 11:51:54.147546,"(15.0, 16.0, 15.571428571428571)","(13.0, 23.0, 19.0)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 12.375)","(21.0, 70.0, 45.5)","(31.0, 210.0, 169.1111111111111)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 39.58333333333333)","(13.0, 26.0, 20.5)","(1.3, 1.72, 1.682)"
08-01-2023 11:51:55.319057,"(15.0, 16.0, 15.571428571428571)","(13.0, 22.0, 19.0)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 13.25)","(21.0, 70.0, 45.5)","(31.0, 210.0, 169.1111111111111)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 39.58333333333333)","(13.0, 26.0, 20.5)","(1.3, 1.73, 1.682)"
08-01-2023 11:51:56.456420,"(15.0, 16.0, 15.571428571428571)","(13.0, 22.0, 19.0)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 13.25)","(21.0, 70.0, 45.5)","(31.0, 210.0, 169.1111111111111)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 39.58333333333333)","(13.0, 26.0, 20.5)","(1.3, 1.73, 1.682)"
08-01-2023 11:51:57.681793,"(15.0, 16.0, 15.571428571428571)","(13.0, 22.0, 19.0)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 13.25)","(21.0, 70.0, 50.400000000000006)","(31.0, 210.0, 169.1111111111111)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 39.58333333333333)","(13.0, 26.0, 20.5)","(1.3, 1.73, 1.682)"
08-01-2023 11:51:58.856769,"(15.0, 16.0, 15.571428571428571)","(13.0, 22.0, 19.0)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 13.25)","(21.0, 70.0, 50.400000000000006)","(31.0, 210.0, 164.0)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 39.58333333333333)","(13.0, 26.0, 20.5)","(1.3, 1.73, 1.682)"
08-01-2023 11:52:00.013859,"(15.0, 16.0, 15.571428571428571)","(13.0, 22.0, 19.0)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 13.25)","(21.0, 70.0, 50.400000000000006)","(31.0, 210.0, 164.0)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 39.58333333333333)","(13.0, 26.0, 20.5)","(1.3, 1.73, 1.682)"
08-01-2023 11:52:01.183418,"(15.0, 16.0, 15.571428571428571)","(13.0, 22.0, 19.0)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 13.25)","(21.0, 70.0, 50.400000000000006)","(31.0, 210.0, 164.0)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 39.58333333333333)","(13.0, 26.0, 20.5)","(1.3, 1.73, 1.682)"
08-01-2023 11:52:02.482580,"(15.0, 16.0, 15.571428571428571)","(13.0, 22.0, 19.0)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 13.25)","(21.0, 70.0, 50.400000000000006)","(31.0, 210.0, 164.0)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 55.357142857142854)","(13.0, 26.0, 20.5)","(1.3, 1.73, 1.682)"
08-01-2023 11:52:03.752919,"(15.0, 16.0, 15.571428571428571)","(13.0, 22.0, 19.6)","(26.0, 210.0, 147.33333333333331)","(9.0, 15.0, 13.25)","(21.0, 70.0, 45.5)","(31.0, 210.0, 148.66666666666669)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 55.357142857142854)","(13.0, 26.0, 22.333333333333332)","(1.3, 1.73, 1.682)"
08-01-2023 11:52:05.055544,"(15.0, 16.0, 15.571428571428571)","(13.0, 22.0, 19.6)","(26.0, 210.0, 116.0)","(9.0, 15.0, 13.25)","(21.0, 70.0, 45.5)","(31.0, 210.0, 148.66666666666669)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 55.357142857142854)","(13.0, 26.0, 22.333333333333332)","(1.3, 1.73, 1.682)"
08-01-2023 11:52:06.605110,"(15.0, 16.0, 15.583333333333334)","(13.0, 22.0, 19.6)","(26.0, 210.0, 116.0)","(9.0, 15.0, 13.25)","(21.0, 70.0, 45.5)","(31.0, 210.0, 148.66666666666669)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 55.357142857142854)","(13.0, 26.0, 23.916666666666668)","(1.3, 1.73, 1.682)"
08-01-2023 11:52:08.191263,"(15.0, 16.0, 15.583333333333334)","(13.0, 22.0, 19.6)","(26.0, 210.0, 116.0)","(9.0, 15.0, 13.25)","(21.0, 70.0, 45.5)","(31.0, 210.0, 148.66666666666669)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 55.357142857142854)","(13.0, 26.0, 23.916666666666668)","(1.3, 1.73, 1.7274193548387096)"
08-01-2023 11:52:09.662268,"(15.0, 16.0, 15.583333333333334)","(13.0, 22.0, 19.6)","(26.0, 210.0, 116.0)","(9.0, 15.0, 13.0)","(21.0, 70.0, 45.5)","(31.0, 210.0, 148.66666666666669)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 55.357142857142854)","(13.0, 26.0, 22.0)","(1.3, 1.73, 1.7285185185185186)"
08-01-2023 11:52:11.021144,"(15.0, 16.0, 15.583333333333334)","(13.0, 22.0, 19.6)","(26.0, 210.0, 116.0)","(9.0, 15.0, 13.2)","(21.0, 70.0, 45.5)","(31.0, 210.0, 148.66666666666669)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 89.77272727272727)","(13.0, 26.0, 22.0)","(1.3, 1.73, 1.7348387096774194)"
08-01-2023 11:52:12.205623,"(15.0, 16.0, 15.583333333333334)","(13.0, 22.0, 19.6)","(26.0, 210.0, 116.0)","(9.0, 15.0, 13.2)","(21.0, 70.0, 45.5)","(31.0, 210.0, 148.66666666666669)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 89.77272727272727)","(13.0, 26.0, 22.0)","(1.3, 1.74, 1.7348387096774194)"
08-01-2023 11:52:13.380996,"(15.0, 16.0, 15.583333333333334)","(13.0, 22.0, 19.6)","(26.0, 210.0, 116.0)","(9.0, 15.0, 13.2)","(21.0, 70.0, 45.5)","(31.0, 210.0, 148.66666666666669)","(41.0, 90.0, 51.33333333333333)","(17.0, 150.0, 89.77272727272727)","(13.0, 26.0, 22.0)","(1.3, 1.74, 1.7348387096774194)"
08-01-2023 11:52:14.585247,"(15.0, 16.0, 15.583333333333334)","(13.0, 22.0, 19.6)","(26.0, 210.0, 116.0)","(9.0, 15.0, 12.5)","(21.0, 70.0, 45.5)","(31.0, 210.0, 118.5)","(41.0, 90.0, 49.66666666666667)","(17.0, 150.0, 84.0)","(13.0, 26.0, 22.0)","(1.3, 1.74, 1.7348387096774194)"
08-01-2023 11:52:15.804168,"(15.0, 16.0, 15.583333333333334)","(13.0, 22.0, 19.6)","(26.0, 210.0, 116.0)","(9.0, 14.5, 12.5)","(21.0, 70.0, 45.5)","(31.0, 210.0, 118.5)","(41.0, 85.0, 49.66666666666667)","(17.0, 150.0, 84.0)","(13.0, 26.0, 22.0)","(1.3, 1.74, 1.7374193548387096)"
08-01-2023 11:52:16.952367,"(15.0, 16.0, 15.0)","(13.0, 22.0, 19.6)","(26.0, 210.0, 116.0)","(9.0, 14.5, 12.5)","(21.0, 70.0, 45.5)","(31.0, 210.0, 149.0)","(41.0, 85.0, 45.25)","(17.0, 150.0, 119.66666666666666)","(13.0, 26.0, 20.0)","(1.3, 1.74, 1.7395833333333333)"
08-01-2023 11:52:18.083660,"(15.0, 16.0, 15.5)","(13.0, 21.0, 18.0)","(26.0, 210.0, 116.0)","(9.0, 14.5, 12.5)","(21.0, 70.0, 50.400000000000006)","(31.0, 210.0, 149.0)","(41.0, 85.0, 45.25)","(17.0, 140.0, 79.25)","(13.0, 26.0, 21.2)","(1.3, 1.74, 1.7395833333333333)"
08-01-2023 11:52:19.254285,"(15.0, 16.0, 15.5)","(13.0, 21.0, 18.75)","(26.0, 210.0, 116.0)","(9.0, 14.5, 12.5)","(21.0, 70.0, 50.400000000000006)","(31.0, 210.0, 149.0)","(41.0, 85.0, 45.25)","(17.0, 140.0, 79.25)","(13.0, 26.0, 21.2)","(1.3, 1.74, 1.7395833333333333)"
08-01-2023 11:52:20.545306,"(15.0, 16.0, 15.5)","(13.0, 21.0, 18.75)","(26.0, 210.0, 72.85714285714286)","(9.0, 14.5, 12.5)","(21.0, 70.0, 50.400000000000006)","(31.0, 210.0, 149.0)","(41.0, 85.0, 48.0)","(17.0, 140.0, 79.25)","(13.0, 26.0, 21.8)","(1.3, 1.74, 1.7395833333333333)"
08-01-2023 11:52:21.832201,"(15.0, 16.0, 15.5)","(13.0, 21.0, 18.75)","(26.0, 200.0, 72.85714285714286)","(9.0, 14.5, 12.5)","(21.0, 70.0, 50.8)","(31.0, 210.0, 149.0)","(41.0, 80.0, 48.0)","(17.0, 140.0, 119.75)","(13.0, 27.0, 21.8)","(1.3, 1.74, 1.7395833333333333)"
08-01-2023 11:52:23.159928,"(15.0, 16.0, 15.5)","(13.0, 21.0, 18.75)","(26.0, 200.0, 119.0909090909091)","(9.0, 14.5, 12.5)","(21.0, 70.0, 58.0)","(31.0, 210.0, 149.0)","(41.0, 80.0, 48.0)","(17.0, 140.0, 119.75)","(13.0, 27.0, 21.8)","(1.3, 1.74, 1.7395833333333333)"
08-01-2023 11:52:24.524274,"(15.0, 16.0, 15.5)","(13.0, 21.0, 18.75)","(26.0, 200.0, 119.0909090909091)","(9.0, 14.5, 12.5)","(21.0, 70.0, 58.0)","(31.0, 210.0, 149.0)","(41.0, 80.0, 48.0)","(17.0, 140.0, 119.75)","(13.0, 27.0, 21.8)","(1.3, 1.74, 1.7395833333333333)"
08-01-2023 11:52:25.854162,"(15.0, 16.0, 15.5)","(13.0, 21.0, 18.75)","(26.0, 200.0, 119.0909090909091)","(9.0, 14.5, 12.5)","(21.0, 70.0, 58.0)","(31.0, 210.0, 149.0)","(41.0, 80.0, 48.0)","(17.0, 140.0, 119.75)","(13.0, 27.0, 21.8)","(1.3, 1.74, 1.7395833333333333)"
08-01-2023 11:52:27.129013,"(15.0, 16.0, 15.5)","(13.0, 21.0, 18.75)","(26.0, 200.0, 119.0909090909091)","(9.0, 14.5, 12.5)","(21.0, 70.0, 58.0)","(31.0, 210.0, 149.0)","(41.0, 80.0, 48.0)","(17.0, 140.0, 119.75)","(13.0, 27.0, 21.8)","(1.3, 1.74, 1.7066666666666666)"
08-01-2023 11:52:28.294311,"(15.0, 16.0, 15.5)","(13.0, 21.0, 18.75)","(26.0, 200.0, 111.5)","(9.0, 14.5, 12.5)","(21.0, 70.0, 58.0)","(31.0, 210.0, 149.0)","(41.0, 80.0, 48.0)","(17.0, 140.0, 119.75)","(13.0, 27.0, 21.8)","(1.3, 1.76, 1.7066666666666666)"
