,Feeling Fancy,Miss June,Homebush Villa,Mitcham Zorro,Homebush Opal,Tammy The Tomboy,Harpoon Bale,Goldstar Smiles
06-01-2023 12:10:32.590296,"(6.5, 11.0, 10.353846153846154)","(21.0, 120.0, 103.39285714285715)","(11.0, 21.0, 13.333333333333332)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 48.328125)","(10.0, 14.5, 14.375)","(1.55, 1.95, 1.9428571428571428)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:33.714934,"(6.5, 11.0, 10.353846153846154)","(21.0, 120.0, 103.39285714285715)","(11.0, 21.0, 13.333333333333332)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 48.328125)","(10.0, 14.5, 13.725806451612904)","(1.55, 1.95, 1.8411764705882354)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:34.791405,"(6.5, 11.0, 10.353846153846154)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 13.333333333333332)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 48.328125)","(10.0, 14.5, 13.725806451612904)","(1.55, 1.87, 1.8411764705882354)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:36.128451,"(6.5, 11.0, 10.353846153846154)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 13.333333333333332)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 48.328125)","(10.0, 14.5, 15.666666666666666)","(1.55, 1.87, 1.8411764705882354)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:37.270417,"(6.5, 11.0, 10.353846153846154)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 13.333333333333332)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 48.328125)","(10.0, 17.5, 13.222222222222221)","(1.55, 1.87, 1.8411764705882354)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:38.321627,"(6.5, 11.0, 10.353846153846154)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 13.333333333333332)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 48.328125)","(10.0, 17.5, 13.571428571428571)","(1.55, 1.87, 1.8411764705882354)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:39.565754,"(6.5, 11.0, 10.634782608695652)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 13.333333333333332)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 48.328125)","(10.0, 17.5, 14.375)","(1.55, 1.87, 1.8411764705882354)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:40.766470,"(6.5, 11.0, 10.634782608695652)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 13.333333333333332)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 48.328125)","(10.0, 17.5, 14.375)","(1.55, 1.87, 1.8411764705882354)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:41.876277,"(6.5, 11.0, 10.634782608695652)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 11.416666666666666)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 48.328125)","(10.0, 17.5, 14.375)","(1.55, 1.87, 1.845294117647059)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:42.991625,"(6.5, 11.0, 10.634782608695652)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 11.416666666666666)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 26.454545454545453)","(10.0, 17.5, 14.375)","(1.55, 1.87, 1.845294117647059)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:44.155169,"(6.5, 11.0, 10.634782608695652)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 11.416666666666666)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 26.454545454545453)","(10.0, 17.5, 14.375)","(1.55, 1.87, 1.845294117647059)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:45.260477,"(6.5, 11.0, 10.634782608695652)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 11.416666666666666)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 26.454545454545453)","(10.0, 17.5, 16.625)","(1.55, 1.87, 1.8408333333333333)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:46.330489,"(6.5, 11.0, 10.634782608695652)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 11.416666666666666)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 29.25)","(10.0, 18.0, 16.625)","(1.55, 1.87, 1.8408333333333333)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:47.473894,"(6.5, 11.0, 10.634782608695652)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 11.416666666666666)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 29.25)","(10.0, 18.0, 16.625)","(1.55, 1.87, 1.8408333333333333)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:48.649082,"(6.5, 11.0, 10.634782608695652)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 11.416666666666666)","(9.0, 13.0, 11.518518518518519)","(16.0, 60.0, 29.25)","(10.0, 18.0, 16.625)","(1.55, 1.87, 1.8408333333333333)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:49.835713,"(6.5, 11.0, 10.634782608695652)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 11.416666666666666)","(9.0, 13.0, 11.875)","(16.0, 60.0, 29.25)","(10.0, 18.0, 16.625)","(1.55, 1.87, 1.8408333333333333)","(16.0, 80.0, 25.142857142857142)"
06-01-2023 12:10:51.034781,"(6.5, 11.0, 10.634782608695652)","(21.0, 120.0, 103.9655172413793)","(11.0, 21.0, 11.416666666666666)","(9.0, 12.5, 11.283783783783784)","(16.0, 60.0, 37.25)","(10.0, 18.0, 17.3125)","(1.55, 1.87, 1.8372413793103448)","(16.0, 80.0, 39.578947368421055)"
06-01-2023 12:10:52.199842,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 13.068965517241379)","(9.0, 12.5, 11.283783783783784)","(16.0, 55.0, 29.625)","(10.0, 18.0, 16.625)","(1.55, 1.87, 1.8408333333333333)","(16.0, 80.0, 32.375)"
06-01-2023 12:10:53.296894,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 13.951612903225806)","(9.0, 12.5, 11.283783783783784)","(16.0, 60.0, 29.625)","(10.0, 18.0, 16.625)","(1.55, 1.87, 1.8408333333333333)","(16.0, 80.0, 20.923076923076923)"
06-01-2023 12:10:54.301092,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 12.907407407407408)","(9.0, 12.5, 11.228260869565217)","(16.0, 60.0, 29.625)","(10.0, 18.0, 17.694444444444443)","(1.55, 1.87, 1.8408333333333333)","(16.0, 80.0, 20.923076923076923)"
06-01-2023 12:10:55.390440,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 12.907407407407408)","(9.0, 12.5, 11.228260869565217)","(16.0, 60.0, 29.625)","(10.0, 18.0, 17.694444444444443)","(1.55, 1.87, 1.8408333333333333)","(16.0, 80.0, 26.666666666666664)"
06-01-2023 12:10:56.490158,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 14.171875)","(9.0, 12.5, 11.228260869565217)","(16.0, 60.0, 29.625)","(10.0, 18.0, 17.80357142857143)","(1.55, 1.87, 1.8408333333333333)","(16.0, 75.0, 25.833333333333336)"
06-01-2023 12:10:57.537992,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 11.895833333333334)","(9.0, 12.5, 11.228260869565217)","(16.0, 60.0, 29.625)","(10.0, 18.0, 17.80357142857143)","(1.55, 1.87, 1.8408333333333333)","(16.0, 75.0, 25.833333333333336)"
06-01-2023 12:10:58.638251,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 12.481481481481481)","(9.0, 12.5, 10.0625)","(16.0, 36.0, 31.875)","(10.0, 18.0, 17.80357142857143)","(1.55, 1.87, 1.8408333333333333)","(16.0, 75.0, 52.30769230769231)"
06-01-2023 12:10:59.779017,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 20.0, 18.363636363636363)","(9.0, 12.0, 9.549999999999999)","(16.0, 36.0, 31.875)","(10.0, 18.0, 17.80357142857143)","(1.55, 1.87, 1.8494117647058825)","(16.0, 75.0, 25.833333333333336)"
06-01-2023 12:11:00.890581,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 12.481481481481481)","(9.0, 12.0, 10.72)","(16.0, 36.0, 31.875)","(10.0, 18.0, 17.80357142857143)","(1.55, 1.87, 1.8476000000000001)","(16.0, 75.0, 35.63636363636364)"
06-01-2023 12:11:02.057198,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 13.068965517241379)","(9.0, 12.0, 9.76)","(16.0, 36.0, 31.875)","(10.0, 18.0, 17.80357142857143)","(1.55, 1.87, 1.8476000000000001)","(16.0, 70.0, 30.75)"
06-01-2023 12:11:03.308602,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 13.068965517241379)","(9.0, 12.0, 10.72)","(16.0, 36.0, 31.875)","(10.0, 18.0, 17.80357142857143)","(1.55, 1.87, 1.8476000000000001)","(16.0, 75.0, 39.6)"
06-01-2023 12:11:04.428938,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 11.416666666666666)","(9.0, 12.0, 10.72)","(16.0, 36.0, 31.875)","(10.0, 18.0, 17.80357142857143)","(1.55, 1.87, 1.8476000000000001)","(16.0, 75.0, 39.6)"
06-01-2023 12:11:05.597692,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 11.416666666666666)","(9.0, 12.0, 10.3)","(16.0, 36.0, 31.875)","(10.0, 18.0, 17.80357142857143)","(1.55, 1.87, 1.8476000000000001)","(16.0, 75.0, 50.58620689655172)"
06-01-2023 12:11:06.673877,"(6.5, 11.0, 10.7)","(21.0, 120.0, 105.0)","(11.0, 21.0, 16.306122448979593)","(9.0, 12.0, 10.895)","(16.0, 36.0, 31.875)","(10.0, 18.0, 17.80357142857143)","(1.55, 1.87, 1.8476000000000001)","(16.0, 75.0, 50.58620689655172)"
06-01-2023 12:11:07.839447,"(6.5, 11.0, 10.7)","(21.0, 120.0, 63.125)","(11.0, 21.0, 13.038461538461538)","(9.0, 12.0, 10.895)","(16.0, 36.0, 35.029411764705884)","(10.0, 18.0, 16.875)","(1.55, 1.87, 1.8476000000000001)","(16.0, 75.0, 54.1764705882353)"
06-01-2023 12:11:08.978727,"(6.5, 11.0, 10.7)","(21.0, 120.0, 55.714285714285715)","(11.0, 21.0, 18.75)","(9.0, 12.0, 10.1)","(16.0, 36.0, 35.388888888888886)","(10.0, 18.0, 17.4375)","(1.55, 1.87, 1.8476000000000001)","(16.0, 75.0, 36.974999999999994)"
06-01-2023 12:11:10.083778,"(6.5, 11.0, 10.7)","(21.0, 120.0, 85.0)","(11.0, 20.0, 19.166666666666668)","(9.0, 11.5, 9.981818181818182)","(16.0, 36.0, 35.388888888888886)","(10.0, 18.0, 16.875)","(1.55, 1.87, 1.8466666666666667)","(16.0, 75.0, 27.46875)"
06-01-2023 12:11:11.155449,"(6.5, 11.0, 10.7)","(21.0, 120.0, 85.0)","(11.0, 21.0, 13.444444444444445)","(9.0, 11.0, 9.981818181818182)","(16.0, 36.0, 35.388888888888886)","(10.0, 18.0, 17.75)","(1.55, 1.87, 1.8466666666666667)","(16.0, 75.0, 27.46875)"
06-01-2023 12:11:12.264478,"(6.5, 11.0, 10.7)","(21.0, 120.0, 85.0)","(11.0, 21.0, 14.625)","(9.0, 11.0, 10.555555555555555)","(16.0, 36.0, 35.388888888888886)","(10.0, 18.0, 17.75)","(1.55, 1.87, 1.8466666666666667)","(16.0, 75.0, 36.974999999999994)"
06-01-2023 12:11:13.298213,"(6.5, 11.0, 10.613793103448277)","(21.0, 120.0, 85.0)","(11.0, 21.0, 14.625)","(9.0, 11.0, 9.92962962962963)","(16.0, 36.0, 35.28260869565217)","(10.0, 18.0, 17.75)","(1.55, 1.87, 1.8535294117647059)","(16.0, 75.0, 36.974999999999994)"
06-01-2023 12:11:14.354057,"(6.5, 11.0, 10.613793103448277)","(21.0, 120.0, 85.0)","(11.0, 21.0, 13.444444444444445)","(8.5, 10.5, 9.92962962962963)","(16.0, 36.0, 35.28260869565217)","(10.0, 18.0, 17.75)","(1.55, 1.87, 1.8535294117647059)","(16.0, 75.0, 27.46875)"
06-01-2023 12:11:15.449423,"(6.5, 11.0, 10.613793103448277)","(21.0, 120.0, 85.0)","(11.0, 21.0, 13.551724137931034)","(8.5, 10.5, 9.766666666666667)","(16.0, 36.0, 35.28260869565217)","(10.0, 18.0, 17.75)","(1.55, 1.87, 1.8535294117647059)","(16.0, 75.0, 36.974999999999994)"
06-01-2023 12:11:16.581861,"(6.5, 11.0, 10.613793103448277)","(21.0, 120.0, 85.0)","(11.0, 21.0, 14.666666666666668)","(9.0, 10.5, 9.766666666666667)","(17.0, 36.0, 35.28260869565217)","(10.0, 18.0, 17.75)","(1.55, 1.87, 1.8535294117647059)","(16.0, 75.0, 27.46875)"
06-01-2023 12:11:17.703123,"(6.5, 11.0, 10.458064516129031)","(21.0, 120.0, 85.0)","(11.0, 21.0, 14.666666666666668)","(9.0, 10.5, 9.766666666666667)","(17.0, 36.0, 35.28260869565217)","(10.0, 18.0, 17.75)","(1.55, 1.87, 1.8535294117647059)","(16.0, 75.0, 27.46875)"
06-01-2023 12:11:18.905308,"(6.5, 11.0, 10.458064516129031)","(21.0, 120.0, 69.44444444444444)","(11.0, 21.0, 16.52173913043478)","(9.0, 10.5, 9.766666666666667)","(17.0, 36.0, 35.28260869565217)","(10.0, 18.0, 17.75)","(1.55, 1.87, 1.8535294117647059)","(16.0, 75.0, 36.974999999999994)"
06-01-2023 12:11:20.089155,"(6.5, 11.0, 10.458064516129031)","(21.0, 120.0, 70.0)","(11.0, 20.0, 16.52173913043478)","(9.0, 10.5, 9.648387096774194)","(17.0, 36.0, 35.28260869565217)","(10.0, 18.0, 17.839285714285715)","(1.55, 1.87, 1.8535294117647059)","(16.0, 75.0, 27.46875)"
06-01-2023 12:11:21.334125,"(6.5, 11.0, 10.458064516129031)","(21.0, 120.0, 65.0)","(11.0, 20.0, 14.642857142857142)","(9.0, 10.5, 9.648387096774194)","(17.0, 36.0, 35.388888888888886)","(10.0, 18.0, 17.839285714285715)","(1.55, 1.87, 1.851)","(16.0, 75.0, 27.46875)"
06-01-2023 12:11:22.522084,"(6.5, 11.0, 10.091891891891892)","(21.0, 120.0, 80.0)","(11.0, 20.0, 13.75)","(9.0, 10.5, 9.648387096774194)","(17.0, 36.0, 35.388888888888886)","(10.0, 18.0, 17.839285714285715)","(1.55, 1.87, 1.851)","(16.0, 75.0, 38.05263157894737)"
06-01-2023 12:11:23.694510,"(6.5, 11.0, 10.091891891891892)","(21.0, 120.0, 80.0)","(11.0, 20.0, 13.75)","(9.0, 10.5, 9.58780487804878)","(17.0, 36.0, 35.3125)","(10.0, 18.0, 17.839285714285715)","(1.55, 1.87, 1.85575)","(16.0, 75.0, 46.92)"
06-01-2023 12:11:24.773395,"(6.5, 11.0, 10.091891891891892)","(21.0, 120.0, 80.0)","(11.0, 20.0, 14.827586206896552)","(9.0, 10.5, 9.876666666666667)","(17.0, 36.0, 30.666666666666664)","(10.0, 18.0, 17.839285714285715)","(1.55, 1.87, 1.8586)","(16.0, 75.0, 45.75)"
06-01-2023 12:11:25.901625,"(6.5, 11.0, 10.091891891891892)","(21.0, 120.0, 80.0)","(11.0, 19.5, 18.1)","(9.0, 10.5, 9.876666666666667)","(17.0, 36.0, 32.0)","(10.0, 18.0, 17.839285714285715)","(1.55, 1.87, 1.8553846153846154)","(16.0, 75.0, 45.75)"
06-01-2023 12:11:26.883902,"(6.5, 11.0, 9.357894736842105)","(21.0, 120.0, 80.0)","(11.0, 19.5, 15.166666666666666)","(9.0, 10.5, 9.876666666666667)","(17.0, 36.0, 32.8)","(10.0, 18.0, 17.839285714285715)","(1.55, 1.87, 1.8553846153846154)","(16.0, 75.0, 46.83333333333333)"
06-01-2023 12:11:27.891561,"(6.5, 11.0, 9.357894736842105)","(21.0, 120.0, 80.0)","(11.0, 19.5, 14.95)","(9.0, 10.0, 9.977777777777778)","(17.0, 36.0, 32.8)","(10.0, 18.0, 17.839285714285715)","(1.55, 1.87, 1.8553846153846154)","(16.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:29.026829,"(6.5, 11.0, 8.771428571428572)","(21.0, 120.0, 80.0)","(11.0, 19.5, 14.95)","(9.0, 10.0, 9.977777777777778)","(17.0, 36.0, 28.0)","(10.0, 18.0, 17.839285714285715)","(1.55, 1.87, 1.8553846153846154)","(16.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:30.210048,"(6.5, 11.0, 9.16470588235294)","(21.0, 120.0, 80.0)","(11.0, 19.5, 16.46666666666667)","(9.0, 10.0, 9.96)","(17.0, 36.0, 28.0)","(10.0, 18.0, 17.839285714285715)","(1.55, 1.87, 1.8553846153846154)","(16.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:31.405445,"(6.5, 11.0, 10.11578947368421)","(21.0, 120.0, 80.0)","(11.0, 19.5, 13.375)","(9.0, 10.0, 9.96)","(17.0, 36.0, 33.714285714285715)","(10.0, 18.0, 17.6)","(1.55, 1.87, 1.8553846153846154)","(16.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:32.609377,"(6.5, 11.0, 10.11578947368421)","(21.0, 120.0, 99.04761904761905)","(11.0, 19.5, 13.375)","(9.0, 10.0, 9.96)","(17.0, 36.0, 33.714285714285715)","(10.0, 18.0, 17.6)","(1.55, 1.87, 1.8553846153846154)","(16.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:33.842286,"(6.5, 11.0, 10.11578947368421)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.5, 12.75925925925926)","(9.0, 10.0, 9.96)","(17.0, 36.0, 33.714285714285715)","(10.0, 18.0, 17.6)","(1.55, 1.87, 1.8553846153846154)","(16.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:35.025105,"(6.5, 11.0, 10.11578947368421)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.5, 12.75)","(9.0, 10.0, 9.61)","(17.0, 36.0, 35.407407407407405)","(10.0, 18.0, 17.6)","(1.55, 1.87, 1.8553846153846154)","(16.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:36.191652,"(6.5, 11.0, 10.11578947368421)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.5, 12.75)","(9.0, 10.0, 9.277777777777779)","(17.0, 36.0, 35.407407407407405)","(10.0, 18.0, 17.6)","(1.55, 1.87, 1.8553846153846154)","(16.0, 75.0, 21.0)"
06-01-2023 12:11:37.176419,"(6.5, 11.0, 10.11578947368421)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.5, 12.75)","(9.0, 10.0, 9.277777777777779)","(17.0, 36.0, 35.407407407407405)","(10.0, 18.0, 17.866666666666667)","(1.55, 1.87, 1.8553846153846154)","(16.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:38.282256,"(6.5, 11.0, 10.11578947368421)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.5, 12.75)","(8.5, 10.0, 9.257142857142856)","(17.0, 36.0, 35.27272727272727)","(10.0, 18.0, 17.5625)","(1.55, 1.87, 1.8553846153846154)","(15.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:39.298981,"(6.5, 11.0, 10.11578947368421)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.5, 12.75)","(8.5, 10.0, 9.257142857142856)","(17.0, 36.0, 35.27272727272727)","(10.0, 18.0, 17.125)","(1.55, 1.87, 1.8553846153846154)","(15.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:40.376591,"(6.5, 11.0, 10.11578947368421)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.5, 12.75)","(8.5, 10.0, 9.380952380952381)","(17.0, 36.0, 53.40909090909091)","(10.0, 18.0, 17.5625)","(1.55, 1.87, 1.8553846153846154)","(15.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:41.481706,"(6.5, 11.0, 10.11578947368421)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.5, 12.75)","(8.5, 10.0, 9.48)","(17.0, 55.0, 48.0)","(10.0, 18.0, 17.125)","(1.55, 1.87, 1.8553846153846154)","(15.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:42.599277,"(6.5, 11.0, 10.11578947368421)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.5, 12.75)","(8.5, 10.0, 9.505263157894737)","(17.0, 60.0, 35.27272727272727)","(10.0, 18.0, 17.5625)","(1.55, 1.87, 1.8553846153846154)","(15.0, 75.0, 20.67857142857143)"
06-01-2023 12:11:43.692030,"(6.5, 11.0, 10.11578947368421)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.5, 12.75)","(8.5, 9.8, 9.505263157894737)","(17.0, 36.0, 33.391304347826086)","(10.0, 18.0, 17.68181818181818)","(1.55, 1.87, 1.8553846153846154)","(15.0, 75.0, 24.25)"
06-01-2023 12:11:44.831412,"(6.5, 11.0, 10.138461538461538)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.5, 13.847826086956522)","(8.5, 9.6, 9.514285714285714)","(17.0, 34.0, 33.391304347826086)","(10.0, 18.0, 17.125)","(1.55, 1.87, 1.86)","(15.0, 32.0, 24.25)"
06-01-2023 12:11:45.956110,"(6.5, 11.0, 10.138461538461538)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 14.9375)","(8.5, 9.6, 9.184615384615384)","(17.0, 34.0, 33.391304347826086)","(10.0, 18.0, 17.875)","(1.55, 1.87, 1.86)","(15.0, 32.0, 24.25)"
06-01-2023 12:11:47.079280,"(6.5, 11.0, 10.138461538461538)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 14.9375)","(8.5, 9.6, 9.16)","(17.0, 34.0, 26.2)","(10.0, 18.0, 17.854166666666668)","(1.55, 1.87, 1.86)","(15.0, 32.0, 24.25)"
06-01-2023 12:11:48.192254,"(6.5, 11.0, 10.138461538461538)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 14.9375)","(8.5, 9.4, 9.16)","(17.0, 34.0, 26.2)","(10.0, 18.0, 18.64)","(1.55, 1.87, 1.8645454545454547)","(15.0, 32.0, 19.875)"
06-01-2023 12:11:49.339550,"(6.5, 11.0, 10.138461538461538)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 14.9375)","(8.5, 9.4, 9.137142857142857)","(17.0, 34.0, 24.714285714285715)","(10.0, 19.0, 18.64)","(1.55, 1.87, 1.8645454545454547)","(15.0, 30.0, 18.75)"
06-01-2023 12:11:50.451861,"(6.5, 11.0, 8.6)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 14.9375)","(8.5, 9.4, 9.137142857142857)","(17.0, 34.0, 24.714285714285715)","(10.0, 19.0, 18.64)","(1.55, 1.87, 1.8645454545454547)","(15.0, 30.0, 21.875)"
06-01-2023 12:11:51.614593,"(6.5, 11.0, 8.6)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 14.9375)","(8.5, 9.4, 9.031578947368422)","(17.0, 34.0, 24.714285714285715)","(10.0, 19.0, 18.64)","(1.55, 1.87, 1.8645454545454547)","(15.0, 30.0, 21.875)"
06-01-2023 12:11:52.810773,"(6.5, 11.0, 8.6)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 14.9375)","(8.5, 9.2, 9.031578947368422)","(17.0, 34.0, 24.714285714285715)","(10.0, 19.0, 18.64)","(1.55, 1.87, 1.8645454545454547)","(15.0, 30.0, 24.583333333333332)"
06-01-2023 12:11:53.931777,"(6.5, 11.0, 8.6)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 14.9375)","(8.5, 9.2, 9.031578947368422)","(17.0, 34.0, 39.55555555555556)","(10.0, 19.0, 18.64)","(1.55, 1.87, 1.8645454545454547)","(15.0, 30.0, 26.44736842105263)"
06-01-2023 12:11:55.107043,"(6.5, 11.0, 8.6)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 13.583333333333334)","(8.5, 9.2, 9.091666666666667)","(17.0, 44.0, 38.20689655172414)","(10.0, 19.0, 19.770833333333332)","(1.55, 1.87, 1.8645454545454547)","(15.0, 30.0, 26.44736842105263)"
06-01-2023 12:11:56.263318,"(6.5, 11.0, 8.6)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 13.583333333333334)","(8.5, 9.2, 8.766666666666666)","(17.0, 44.0, 38.20689655172414)","(10.0, 20.0, 19.365384615384613)","(1.55, 1.87, 1.8673913043478263)","(15.0, 30.0, 24.375)"
06-01-2023 12:11:57.324655,"(6.5, 11.0, 8.6)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 14.517241379310345)","(8.5, 9.2, 8.88888888888889)","(17.0, 44.0, 38.20689655172414)","(10.0, 20.0, 19.56)","(1.55, 1.87, 1.8673913043478263)","(15.0, 30.0, 24.375)"
06-01-2023 12:11:58.380544,"(6.5, 11.0, 8.6)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 13.583333333333334)","(8.5, 9.0, 8.75294117647059)","(17.0, 44.0, 38.20689655172414)","(10.0, 20.0, 19.56)","(1.55, 1.87, 1.887142857142857)","(15.0, 30.0, 28.166666666666668)"
06-01-2023 12:11:59.433680,"(6.5, 11.0, 8.6)","(21.0, 120.0, 105.80645161290323)","(11.0, 19.0, 13.583333333333334)","(8.5, 9.0, 8.75294117647059)","(17.0, 44.0, 38.20689655172414)","(10.0, 20.0, 19.56)","(1.55, 1.89, 1.8900000000000001)","(15.0, 29.0, 28.166666666666668)"
06-01-2023 12:12:00.487530,"(7.0, 11.0, 8.6)","(21.0, 110.0, 101.93103448275862)","(11.0, 19.0, 14.0)","(8.5, 9.0, 8.9)","(16.0, 44.0, 38.20689655172414)","(11.0, 20.0, 19.56)","(1.6, 1.91, 1.896)","(15.0, 29.0, 28.107142857142858)"
06-01-2023 12:12:01.561182,"(7.0, 11.0, 10.091891891891892)","(21.0, 110.0, 101.93103448275862)","(11.0, 19.0, 14.714285714285714)","(8.5, 9.0, 8.82857142857143)","(16.0, 44.0, 38.20689655172414)","(11.0, 20.0, 19.56)","(1.6, 1.92, 1.905)","(15.0, 29.0, 28.107142857142858)"
06-01-2023 12:12:02.703731,"(7.0, 11.0, 10.091891891891892)","(21.0, 110.0, 101.93103448275862)","(11.0, 19.0, 15.052631578947368)","(8.5, 9.0, 8.557894736842105)","(16.0, 44.0, 38.20689655172414)","(11.0, 20.0, 19.266666666666666)","(1.6, 1.93, 1.9330964467005076)","(15.0, 29.0, 27.333333333333336)"
06-01-2023 12:12:03.775694,"(7.0, 10.5, 10.159459459459459)","(21.0, 110.0, 99.60000000000001)","(11.0, 19.0, 15.052631578947368)","(8.5, 9.0, 8.557894736842105)","(16.0, 44.0, 40.166666666666664)","(11.0, 21.0, 19.541666666666668)","(1.6, 1.94, 1.9330964467005076)","(15.0, 29.0, 26.46666666666667)"
