,Victa Monty,Bag The Cash,Koepka,Bermuda Sky,Stella Star,Club Supreme
16-12-2022 10:24:30.934799,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:31.807085,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:32.742736,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:33.671287,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:34.578493,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:35.438980,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:36.319450,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:37.186058,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:38.098272,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:39.019911,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:39.864155,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:40.705339,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:41.647514,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:42.530483,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:43.420625,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:44.326778,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:45.210880,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:46.140889,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:47.043282,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:47.934740,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:48.888417,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:49.750574,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:50.574450,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:51.490687,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:52.409379,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:53.327014,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:54.202434,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:55.048859,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:55.899443,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:56.826096,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:57.745983,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:58.665043,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:24:59.522524,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:00.423149,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:01.322595,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:02.212959,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:03.114958,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:03.982034,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:04.839679,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:05.696699,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:06.608007,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:07.492644,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:08.369620,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:09.271287,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:10.163968,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:11.076109,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:12.069295,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:12.981658,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:13.842223,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:14.745028,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:15.657148,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:16.628454,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:17.540306,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:18.397079,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:19.275311,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:20.195937,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:21.124977,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:22.093965,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:23.019390,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:23.922245,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:24.842512,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:25.718916,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:26.653714,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:27.522530,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:28.365616,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:29.298578,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:30.204932,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:31.093404,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:31.999393,"(1.95, 2.0, 1.8833333333333333)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.275)","(4.6, 7.6, 5.742857142857143)","(4.0, 6.4, 4.975)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:32.870832,"(1.95, 2.44, 1.8823076923076925)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:33.813585,"(1.95, 2.08, 1.9040000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.0)","(4.6, 7.6, 5.457142857142856)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:34.874375,"(1.95, 2.08, 1.9040000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:35.849283,"(1.95, 2.44, 1.8823076923076925)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:36.765706,"(1.95, 1.87, 1.8616666666666668)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.475)","(4.6, 7.6, 6.266666666666667)","(4.0, 6.4, 5.457142857142857)","(11.0, 22.0, 16.75)"
16-12-2022 10:25:37.657413,"(1.95, 2.44, 1.8823076923076925)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:38.567784,"(1.95, 2.44, 1.8823076923076925)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 6.1454545454545455)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:39.549468,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:40.545219,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:41.504685,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:42.434795,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:43.319027,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:44.336381,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:45.368140,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:46.270340,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:47.214586,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:48.177578,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:49.190086,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:50.213304,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:51.150789,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:52.084595,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:52.964534,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:53.929254,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:54.889276,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:55.823258,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:56.874494,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:57.921382,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:25:58.991698,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:00.034619,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:00.953846,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:01.898638,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:02.910628,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:03.944536,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:04.994662,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:05.989365,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:06.984936,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:08.007123,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:09.164637,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:10.140847,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:11.233723,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:12.266568,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:13.310428,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:14.304379,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:15.232613,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:16.177110,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
16-12-2022 10:26:17.168864,"(1.95, 2.1, 1.9080000000000001)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.4)","(4.6, 7.6, 5.385714285714285)","(4.0, 6.4, 6.025)","(11.0, 22.0, 19.8)"
