,Tinted,Queen Of Stripes,Dr Dixie,Julipa Bale,Quinnley Bale,Stay At Home,Jay Jay Lopez
12-01-2023 16:14:18.819325,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:20.314364,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:21.713651,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:23.117242,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:24.899340,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:26.489653,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:27.892223,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:29.207781,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:30.528994,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:31.892350,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:33.354621,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:34.799375,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:36.167056,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:37.697670,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 14.375)","(10.0, 21.0, 18.9)","(12.0, 32.0, 28.1)"
12-01-2023 16:14:39.153732,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:40.595478,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:41.956450,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:43.275195,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:44.560475,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:45.829878,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:47.170001,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:48.514628,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:49.733274,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:51.009723,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:52.392351,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:53.668510,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:55.052114,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:56.401892,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:57.685835,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:14:59.006429,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:00.236841,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:01.439339,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:02.771785,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:04.029863,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:05.295504,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:06.643275,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:07.872651,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:09.123408,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:10.479396,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:11.871671,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:13.180058,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:14.435156,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:15.679216,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:16.902143,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:18.206329,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:19.605935,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:21.401875,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:22.922340,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:24.418668,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:25.882746,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:27.367961,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:28.720198,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:30.154036,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:31.532970,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:32.878396,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:34.252004,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:35.630392,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:37.000789,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:38.350000,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:39.749028,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:41.075537,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:42.359922,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:43.671933,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:44.968200,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:46.256224,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:47.625104,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:49.118897,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:50.479363,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:51.771883,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:53.179610,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:54.925198,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:56.540638,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:58.376151,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:15:59.872610,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:01.265461,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:02.606445,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:03.895550,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:05.187416,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:06.523908,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:07.774599,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:09.155598,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:10.442066,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:11.762336,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:13.138851,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.718181818181818)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:14.644813,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.2, 5.2555555555555555)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:15.908413,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.6, 5.2555555555555555)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:17.190819,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.6, 5.2555555555555555)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:18.701619,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.6, 5.2555555555555555)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:20.295663,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.6, 7.291304347826086)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:21.795877,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.6, 5.8)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:23.224908,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.6, 5.8)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:24.607884,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.6, 5.8)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
12-01-2023 16:16:25.970694,"(5.5, 9.6, 9.0625)","(5.0, 11.5, 5.954545454545455)","(4.4, 8.6, 5.8)","(2.3, 3.5, 2.384)","(9.0, 23.0, 19.315789473684212)","(10.0, 21.0, 20.153846153846153)","(12.0, 32.0, 30.18181818181818)"
