,Elettrica,Anagain,Black On Beauty,Miss Lenorr,The Storm In Me,Summerbeel,Sebrings Rose,Spanish Pearl,Arranmore
11-01-2023 15:34:10.079577,"(4.2, 4.8, 4.761111111111111)","(4.6, 5.1, 5.019254658385093)","(5.0, 6.2, 5.93594470046083)","(5.5, 7.0, 6.861290322580645)","(18.0, 25.0, 24.0)","(11.0, 14.0, 13.88888888888889)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 41.38461538461539)","(8.5, 10.5, 10.25242718446602)"
11-01-2023 15:34:11.351858,"(4.2, 4.8, 4.760747663551402)","(4.6, 5.1, 5.019254658385093)","(5.0, 6.2, 5.9486842105263165)","(5.5, 7.0, 6.861290322580645)","(18.0, 25.0, 24.0)","(11.0, 14.0, 13.89655172413793)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 41.0)","(8.5, 10.5, 10.25242718446602)"
11-01-2023 15:34:12.554401,"(4.2, 4.8, 4.760747663551402)","(4.6, 5.1, 5.019254658385093)","(5.0, 6.2, 5.9486842105263165)","(5.5, 7.0, 6.861290322580645)","(18.0, 25.0, 24.11111111111111)","(11.0, 14.0, 13.89655172413793)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 41.0)","(8.5, 10.5, 10.25242718446602)"
11-01-2023 15:34:13.785036,"(4.2, 4.7, 4.689583333333333)","(4.6, 5.1, 5.019254658385093)","(5.0, 6.2, 5.9486842105263165)","(5.5, 7.0, 6.855056179775281)","(18.0, 25.0, 24.11111111111111)","(11.0, 14.0, 13.88888888888889)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 41.0)","(8.5, 10.5, 10.206896551724139)"
11-01-2023 15:34:14.936580,"(4.2, 4.8, 4.775555555555555)","(4.6, 5.1, 5.027714285714286)","(5.0, 6.2, 5.9486842105263165)","(5.5, 7.0, 6.855056179775281)","(18.0, 25.0, 24.11111111111111)","(11.0, 14.0, 13.88888888888889)","(18.0, 29.0, 27.823529411764707)","(26.0, 42.0, 40.4)","(8.5, 10.5, 10.869565217391305)"
11-01-2023 15:34:16.164112,"(4.2, 4.8, 4.745)","(4.6, 5.1, 5.0)","(5.0, 6.2, 5.9486842105263165)","(5.5, 7.0, 6.855056179775281)","(18.0, 25.0, 24.11111111111111)","(11.0, 14.0, 13.88888888888889)","(18.0, 29.0, 27.823529411764707)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.81578947368421)"
11-01-2023 15:34:17.364701,"(4.2, 4.8, 4.774117647058823)","(4.6, 5.0, 4.955844155844156)","(5.0, 6.2, 5.9486842105263165)","(5.5, 7.0, 6.855056179775281)","(18.0, 25.0, 24.11111111111111)","(11.0, 14.0, 13.88888888888889)","(18.0, 29.0, 27.88888888888889)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.74)"
11-01-2023 15:34:18.630105,"(4.2, 4.8, 4.764444444444444)","(4.6, 5.0, 4.952439024390244)","(5.0, 6.2, 5.9486842105263165)","(5.5, 7.0, 6.855056179775281)","(18.0, 25.0, 24.11111111111111)","(11.0, 14.0, 13.88888888888889)","(18.0, 29.0, 27.88888888888889)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.74)"
11-01-2023 15:34:19.795716,"(4.2, 4.8, 4.764444444444444)","(4.6, 5.0, 4.952439024390244)","(5.0, 6.2, 5.9486842105263165)","(5.5, 7.0, 6.863387978142076)","(18.0, 25.0, 24.11111111111111)","(11.0, 14.0, 13.88888888888889)","(18.0, 29.0, 27.88888888888889)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.74)"
11-01-2023 15:34:21.080570,"(4.2, 4.8, 4.764444444444444)","(4.6, 5.0, 4.953012048192771)","(5.0, 6.2, 5.9486842105263165)","(5.5, 7.0, 6.862032085561498)","(18.0, 25.0, 24.11111111111111)","(11.0, 14.0, 13.88888888888889)","(18.0, 29.0, 27.88888888888889)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.74)"
11-01-2023 15:34:22.394286,"(4.2, 4.8, 4.776190476190476)","(4.6, 5.0, 4.953012048192771)","(5.0, 6.2, 5.951152073732719)","(5.5, 7.0, 6.862032085561498)","(18.0, 25.0, 24.11111111111111)","(11.0, 14.0, 13.88888888888889)","(18.0, 29.0, 27.88888888888889)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.74)"
11-01-2023 15:34:23.687207,"(4.2, 4.8, 4.772)","(4.6, 5.0, 4.956410256410257)","(5.0, 6.2, 5.951152073732719)","(5.5, 7.0, 6.862032085561498)","(18.0, 25.0, 24.11111111111111)","(11.0, 14.0, 13.88888888888889)","(18.0, 29.0, 27.88888888888889)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.675)"
11-01-2023 15:34:24.881989,"(4.2, 4.8, 4.772)","(4.6, 5.0, 4.984782608695652)","(5.0, 6.2, 5.890476190476191)","(5.5, 7.0, 6.862032085561498)","(18.0, 25.0, 24.11111111111111)","(11.0, 14.0, 13.88888888888889)","(18.0, 29.0, 27.88888888888889)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.63888888888889)"
11-01-2023 15:34:26.127601,"(4.2, 4.8, 4.772)","(4.6, 5.0, 4.984782608695652)","(5.0, 5.9, 5.82)","(5.5, 7.0, 6.862032085561498)","(18.0, 25.0, 24.11111111111111)","(11.0, 14.0, 13.88888888888889)","(18.0, 29.0, 27.88888888888889)","(26.0, 42.0, 41.2)","(8.5, 11.0, 10.63888888888889)"
11-01-2023 15:34:27.491721,"(4.2, 4.8, 4.772)","(4.6, 5.0, 4.930952380952381)","(5.0, 5.9, 5.796)","(5.5, 7.0, 6.862032085561498)","(18.0, 25.0, 24.11111111111111)","(10.0, 14.0, 13.9)","(19.0, 29.0, 27.88888888888889)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.63888888888889)"
11-01-2023 15:34:28.717151,"(4.2, 4.8, 4.772)","(4.6, 5.1, 4.930952380952381)","(5.0, 5.9, 5.7700000000000005)","(5.5, 7.0, 6.862032085561498)","(18.0, 25.0, 24.25)","(10.0, 14.0, 14.318181818181818)","(19.0, 29.0, 27.5)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.63888888888889)"
11-01-2023 15:34:29.890822,"(4.2, 4.8, 4.753333333333333)","(4.6, 5.1, 4.930952380952381)","(5.0, 5.9, 5.7700000000000005)","(5.5, 7.0, 6.862032085561498)","(18.0, 25.0, 24.11111111111111)","(10.0, 14.5, 14.25)","(19.0, 29.0, 26.5)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.63888888888889)"
11-01-2023 15:34:31.086088,"(4.2, 4.8, 4.7444444444444445)","(4.6, 5.1, 4.930952380952381)","(5.0, 5.9, 5.7700000000000005)","(5.5, 7.0, 6.862032085561498)","(18.0, 25.0, 24.11111111111111)","(10.0, 14.5, 14.25)","(19.0, 29.0, 26.5)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.75)"
11-01-2023 15:34:32.311500,"(4.2, 4.8, 4.753333333333333)","(4.6, 5.1, 4.930952380952381)","(5.0, 5.9, 5.7700000000000005)","(5.5, 7.0, 6.862032085561498)","(18.0, 25.0, 24.11111111111111)","(10.0, 14.5, 14.25)","(19.0, 29.0, 26.5)","(26.0, 42.0, 40.4)","(8.5, 11.0, 10.872549019607844)"
11-01-2023 15:34:33.546069,"(4.2, 4.7, 4.6755102040816325)","(4.6, 5.1, 4.930952380952381)","(5.0, 5.9, 5.719444444444445)","(5.5, 7.0, 6.862032085561498)","(18.0, 25.0, 24.11111111111111)","(10.0, 14.5, 14.25)","(19.0, 29.0, 26.5)","(26.0, 42.0, 41.2)","(8.5, 11.0, 10.908163265306122)"
11-01-2023 15:34:34.810038,"(4.2, 4.7, 4.6755102040816325)","(4.6, 5.1, 4.9)","(5.0, 5.9, 5.805797101449275)","(5.5, 7.0, 6.862032085561498)","(18.0, 25.0, 24.11111111111111)","(10.0, 14.5, 14.25)","(19.0, 29.0, 26.5)","(26.0, 42.0, 41.2)","(8.5, 11.0, 10.918181818181818)"
11-01-2023 15:34:35.969742,"(4.2, 4.8, 4.766292134831461)","(4.6, 4.9, 4.881684981684982)","(5.0, 5.9, 5.805797101449275)","(5.5, 7.0, 6.8729064039408865)","(18.0, 25.0, 24.225806451612904)","(10.0, 14.5, 14.423076923076923)","(19.0, 29.0, 27.333333333333332)","(26.0, 42.0, 41.111111111111114)","(8.5, 11.0, 10.930769230769231)"
11-01-2023 15:34:37.187037,"(4.2, 4.8, 4.777272727272727)","(4.6, 4.9, 4.882817869415808)","(5.0, 5.9, 5.805797101449275)","(5.5, 7.0, 6.868367346938776)","(18.0, 25.0, 24.58974358974359)","(10.0, 15.0, 14.423076923076923)","(19.0, 29.0, 27.333333333333332)","(26.0, 42.0, 39.09090909090909)","(8.5, 11.0, 10.930769230769231)"
11-01-2023 15:34:38.428924,"(4.2, 4.8, 4.777272727272727)","(4.6, 4.9, 4.882817869415808)","(5.0, 5.9, 5.805797101449275)","(5.5, 7.0, 6.868367346938776)","(18.0, 25.0, 24.58974358974359)","(10.0, 15.0, 14.423076923076923)","(19.0, 29.0, 27.333333333333332)","(26.0, 40.0, 38.285714285714285)","(8.5, 11.0, 10.930769230769231)"
11-01-2023 15:34:39.692000,"(4.2, 4.8, 4.777272727272727)","(4.6, 4.9, 4.882876712328767)","(5.0, 5.9, 5.805797101449275)","(5.5, 7.0, 6.868367346938776)","(18.0, 25.0, 24.58974358974359)","(10.0, 15.0, 14.423076923076923)","(19.0, 29.0, 27.333333333333332)","(26.0, 40.0, 38.285714285714285)","(8.5, 11.0, 10.930769230769231)"
11-01-2023 15:34:40.895393,"(4.2, 4.8, 4.7871559633027525)","(4.6, 4.9, 4.882078853046595)","(5.0, 5.9, 5.805797101449275)","(5.5, 7.0, 6.868367346938776)","(18.0, 25.0, 24.58974358974359)","(10.0, 15.0, 15.26923076923077)","(19.0, 29.0, 27.333333333333332)","(26.0, 40.0, 38.285714285714285)","(8.5, 11.0, 10.935714285714285)"
11-01-2023 15:34:42.129969,"(4.2, 4.8, 4.7871559633027525)","(4.6, 4.9, 4.882078853046595)","(5.0, 5.9, 5.805797101449275)","(5.5, 7.0, 6.868367346938776)","(18.0, 25.0, 24.58974358974359)","(10.0, 15.5, 15.026315789473685)","(19.0, 29.0, 27.333333333333332)","(26.0, 40.0, 38.285714285714285)","(8.5, 11.0, 10.935714285714285)"
11-01-2023 15:34:43.440375,"(4.2, 4.8, 4.7871559633027525)","(4.6, 4.9, 4.8834437086092715)","(5.0, 5.9, 5.805797101449275)","(5.5, 7.0, 6.868367346938776)","(18.0, 25.0, 24.609756097560975)","(10.0, 15.5, 14.9375)","(19.0, 29.0, 27.333333333333332)","(26.0, 40.0, 38.285714285714285)","(8.5, 11.0, 10.935714285714285)"
11-01-2023 15:34:44.771789,"(4.2, 4.8, 4.77741935483871)","(4.6, 4.9, 4.8834437086092715)","(5.5, 5.9, 5.805797101449275)","(5.5, 7.0, 6.868367346938776)","(19.0, 25.0, 24.609756097560975)","(10.0, 15.5, 14.75)","(18.0, 29.0, 27.636363636363637)","(26.0, 40.0, 38.666666666666664)","(8.5, 11.0, 10.935714285714285)"
11-01-2023 15:34:46.013110,"(4.2, 4.8, 4.7825)","(4.6, 4.9, 4.8834437086092715)","(5.5, 5.9, 5.805797101449275)","(5.5, 7.0, 6.8620370370370365)","(19.0, 25.0, 24.609756097560975)","(10.0, 15.5, 15.02)","(18.0, 29.0, 28.0625)","(26.0, 40.0, 38.666666666666664)","(8.5, 11.0, 10.93661971830986)"
11-01-2023 15:34:47.220558,"(4.2, 4.9, 4.726315789473684)","(4.6, 4.9, 4.8834437086092715)","(5.5, 5.9, 5.805797101449275)","(5.5, 7.0, 6.8620370370370365)","(19.0, 25.0, 24.609756097560975)","(10.0, 15.5, 14.9)","(18.0, 29.0, 27.636363636363637)","(26.0, 40.0, 38.666666666666664)","(8.5, 11.0, 10.905797101449275)"
11-01-2023 15:34:48.480639,"(4.2, 4.9, 4.726315789473684)","(4.6, 4.9, 4.883818770226537)","(5.5, 5.9, 5.805797101449275)","(5.5, 7.0, 6.8620370370370365)","(19.0, 25.0, 24.609756097560975)","(10.0, 15.5, 14.9)","(18.0, 29.0, 27.636363636363637)","(26.0, 40.0, 38.666666666666664)","(8.5, 11.0, 10.905797101449275)"
11-01-2023 15:34:49.718874,"(4.2, 4.9, 4.750566037735849)","(4.6, 4.9, 4.883818770226537)","(5.5, 5.9, 5.805797101449275)","(5.5, 7.0, 6.601190476190476)","(19.0, 25.0, 24.294117647058822)","(10.0, 15.5, 14.166666666666666)","(18.0, 29.0, 27.928571428571427)","(26.0, 40.0, 41.333333333333336)","(8.5, 11.0, 10.930769230769231)"
11-01-2023 15:34:50.916509,"(4.2, 4.9, 4.754411764705883)","(4.6, 4.9, 4.8860465116279075)","(5.5, 5.9, 5.816129032258065)","(5.5, 6.8, 6.579310344827586)","(19.0, 26.0, 25.73913043478261)","(10.0, 15.0, 13.625)","(18.0, 29.0, 27.333333333333332)","(26.0, 44.0, 38.0)","(8.5, 11.0, 10.951612903225806)"
11-01-2023 15:34:52.078677,"(4.2, 4.9, 4.758571428571429)","(4.6, 4.9, 4.8860465116279075)","(5.5, 5.9, 5.80943396226415)","(5.5, 6.6, 6.6263431542461)","(19.0, 26.0, 25.785714285714285)","(10.0, 15.5, 14.25)","(18.0, 29.0, 27.333333333333332)","(26.0, 44.0, 37.45454545454545)","(8.5, 11.0, 10.982758620689655)"
11-01-2023 15:34:53.233824,"(4.2, 4.9, 4.758571428571429)","(4.6, 4.9, 4.8860465116279075)","(5.5, 5.9, 5.814285714285714)","(5.5, 6.8, 6.6263431542461)","(19.0, 26.0, 25.785714285714285)","(10.0, 15.5, 14.25)","(18.0, 29.0, 27.333333333333332)","(31.0, 44.0, 37.45454545454545)","(8.5, 11.0, 10.984375)"
11-01-2023 15:34:54.432370,"(4.2, 4.9, 4.758571428571429)","(4.6, 4.9, 4.8875)","(5.5, 5.9, 5.814285714285714)","(5.5, 6.8, 6.6263431542461)","(19.0, 26.0, 25.785714285714285)","(10.0, 15.5, 14.25)","(18.0, 29.0, 27.333333333333332)","(31.0, 44.0, 37.45454545454545)","(8.5, 11.0, 10.982758620689655)"
11-01-2023 15:34:55.578771,"(4.2, 4.9, 4.758571428571429)","(4.6, 4.9, 4.8875)","(5.5, 5.9, 5.722222222222222)","(5.5, 6.8, 6.6263431542461)","(19.0, 26.0, 25.785714285714285)","(10.0, 15.5, 14.5)","(18.0, 29.0, 27.333333333333332)","(31.0, 44.0, 37.45454545454545)","(8.5, 11.0, 10.982758620689655)"
11-01-2023 15:34:56.714921,"(4.2, 4.9, 4.8359477124183)","(4.6, 4.9, 4.8875)","(5.5, 5.9, 5.722222222222222)","(5.5, 6.6, 6.477647058823529)","(19.0, 26.0, 25.785714285714285)","(10.0, 15.5, 14.25)","(18.0, 29.0, 27.333333333333332)","(31.0, 44.0, 38.54545454545455)","(8.5, 11.0, 10.982758620689655)"
11-01-2023 15:34:57.953516,"(4.2, 4.9, 4.837974683544304)","(4.6, 4.9, 4.8875)","(5.5, 5.9, 5.722222222222222)","(5.5, 6.6, 6.372727272727273)","(19.0, 26.0, 25.785714285714285)","(10.0, 15.5, 14.25)","(18.0, 29.0, 27.333333333333332)","(31.0, 44.0, 39.55555555555556)","(8.5, 11.0, 10.982758620689655)"
11-01-2023 15:34:59.185535,"(4.2, 4.9, 4.841839762611276)","(4.6, 4.9, 4.8875)","(5.5, 5.9, 5.804)","(5.5, 6.4, 6.376923076923077)","(19.0, 26.0, 25.8125)","(11.0, 15.5, 13.785714285714286)","(18.0, 29.0, 27.333333333333332)","(31.0, 44.0, 39.55555555555556)","(8.5, 11.0, 10.982758620689655)"
11-01-2023 15:35:00.448372,"(4.2, 4.9, 4.843352601156069)","(4.6, 5.0, 4.931034482758621)","(5.5, 5.9, 5.804)","(5.5, 6.4, 6.385000000000001)","(19.0, 26.0, 25.8125)","(11.0, 15.5, 14.40909090909091)","(18.0, 29.0, 27.333333333333332)","(31.0, 44.0, 39.55555555555556)","(8.5, 11.0, 10.98)"
11-01-2023 15:35:01.699952,"(4.2, 4.9, 4.843352601156069)","(4.6, 5.0, 4.962264150943397)","(5.5, 5.7, 5.667721518987342)","(5.5, 6.4, 6.385000000000001)","(19.0, 26.0, 25.84375)","(11.0, 15.5, 14.40909090909091)","(18.0, 29.0, 27.333333333333332)","(31.0, 44.0, 37.6)","(8.5, 11.0, 11.08)"
11-01-2023 15:35:02.937240,"(4.2, 4.9, 4.843023255813954)","(4.6, 5.0, 4.962264150943397)","(5.5, 5.7, 5.650990099009901)","(5.5, 6.4, 6.385000000000001)","(19.0, 26.0, 25.848484848484848)","(11.0, 15.5, 14.6)","(18.0, 29.0, 27.333333333333332)","(31.0, 44.0, 39.42857142857143)","(8.5, 11.5, 11.08)"
11-01-2023 15:35:04.285549,"(4.2, 4.9, 4.840173410404624)","(4.6, 5.0, 4.921428571428572)","(5.5, 5.7, 5.63002915451895)","(5.5, 6.4, 6.539)","(19.0, 26.0, 28.826923076923077)","(11.0, 15.5, 15.108695652173914)","(18.0, 29.0, 26.428571428571427)","(31.0, 42.0, 43.04)","(8.5, 11.5, 10.961538461538462)"
11-01-2023 15:35:05.650220,"(4.2, 4.9, 4.840173410404624)","(4.6, 5.0, 4.921428571428572)","(5.5, 5.7, 5.606844106463878)","(5.5, 6.6, 6.539)","(19.0, 32.0, 28.826923076923077)","(11.0, 15.5, 16.166666666666668)","(18.0, 27.0, 26.428571428571427)","(31.0, 44.0, 43.225806451612904)","(8.5, 11.5, 10.957142857142857)"
11-01-2023 15:35:06.816187,"(4.2, 4.9, 4.840173410404624)","(4.6, 5.0, 4.921428571428572)","(5.5, 5.7, 5.606844106463878)","(5.5, 6.6, 6.581818181818181)","(19.0, 32.0, 28.666666666666668)","(11.0, 16.5, 16.3)","(18.0, 27.0, 26.428571428571427)","(31.0, 44.0, 43.225806451612904)","(8.5, 11.5, 10.957142857142857)"
11-01-2023 15:35:07.929497,"(4.2, 4.9, 4.840173410404624)","(4.6, 5.0, 4.921428571428572)","(5.5, 5.7, 5.606844106463878)","(5.5, 6.6, 6.518421052631579)","(19.0, 32.0, 28.666666666666668)","(11.0, 16.5, 16.3)","(18.0, 27.0, 26.428571428571427)","(31.0, 44.0, 43.225806451612904)","(8.5, 11.5, 10.962809917355372)"
11-01-2023 15:35:09.223010,"(4.2, 4.9, 4.840173410404624)","(4.6, 5.0, 4.921428571428572)","(5.5, 5.7, 5.521739130434782)","(5.5, 6.6, 6.518421052631579)","(19.0, 32.0, 28.833333333333332)","(11.0, 16.5, 16.366666666666667)","(18.0, 27.0, 26.428571428571427)","(31.0, 44.0, 41.857142857142854)","(8.5, 11.5, 10.975806451612904)"
11-01-2023 15:35:10.471730,"(4.2, 4.9, 4.840173410404624)","(4.6, 5.0, 4.942857142857143)","(5.5, 5.6, 5.514285714285714)","(5.5, 6.6, 6.520805369127516)","(19.0, 32.0, 28.833333333333332)","(11.0, 16.5, 16.27777777777778)","(18.0, 27.0, 26.428571428571427)","(31.0, 42.0, 41.857142857142854)","(8.5, 11.5, 10.975806451612904)"
11-01-2023 15:35:11.681730,"(4.2, 4.9, 4.840173410404624)","(4.6, 5.0, 4.942857142857143)","(5.5, 5.6, 5.51)","(5.5, 6.6, 6.520805369127516)","(19.0, 32.0, 28.833333333333332)","(11.0, 16.5, 16.403846153846153)","(18.0, 27.0, 26.428571428571427)","(31.0, 42.0, 41.857142857142854)","(8.5, 11.5, 10.975806451612904)"
11-01-2023 15:35:12.785234,"(4.2, 4.8, 4.7981132075471695)","(4.6, 5.0, 4.942857142857143)","(5.5, 5.6, 5.428571428571429)","(5.0, 6.6, 6.516901408450704)","(19.0, 32.0, 28.833333333333332)","(11.0, 16.5, 16.413793103448278)","(18.0, 27.0, 26.428571428571427)","(31.0, 42.0, 41.857142857142854)","(8.5, 11.5, 10.991666666666667)"
11-01-2023 15:35:13.900691,"(4.2, 4.8, 4.7781954887218046)","(4.6, 5.0, 4.942857142857143)","(5.5, 5.6, 5.428571428571429)","(5.0, 6.6, 6.475)","(19.0, 32.0, 28.545454545454547)","(11.0, 16.5, 16.338709677419356)","(18.0, 27.0, 28.666666666666668)","(31.0, 42.0, 41.878787878787875)","(8.5, 11.5, 10.991666666666667)"
11-01-2023 15:35:15.012474,"(4.2, 4.8, 4.776612903225806)","(4.6, 5.0, 4.942857142857143)","(5.5, 5.6, 5.4125000000000005)","(5.0, 6.6, 6.463829787234043)","(19.0, 32.0, 28.545454545454547)","(11.0, 16.5, 16.13235294117647)","(18.0, 29.0, 28.333333333333332)","(31.0, 42.0, 41.69230769230769)","(8.5, 11.5, 10.991666666666667)"
11-01-2023 15:35:16.108576,"(4.2, 4.8, 4.776612903225806)","(4.6, 5.0, 4.942857142857143)","(5.5, 5.6, 5.4125000000000005)","(5.0, 6.6, 6.5058823529411764)","(19.0, 32.0, 28.977777777777778)","(11.0, 16.5, 16.093023255813954)","(18.0, 29.0, 28.333333333333332)","(31.0, 42.0, 41.714285714285715)","(8.5, 11.5, 10.991666666666667)"
11-01-2023 15:35:17.208162,"(4.2, 4.8, 4.7659722222222225)","(4.6, 5.0, 4.925000000000001)","(5.5, 5.6, 5.448314606741572)","(5.0, 6.6, 6.510769230769231)","(19.0, 32.0, 28.977777777777778)","(11.0, 16.5, 16.05128205128205)","(18.0, 29.0, 28.333333333333332)","(31.0, 42.0, 41.55555555555556)","(8.5, 11.5, 10.991666666666667)"
11-01-2023 15:35:18.311955,"(4.2, 4.8, 4.7659722222222225)","(4.6, 5.0, 4.928260869565218)","(5.5, 5.6, 5.522222222222222)","(5.0, 6.6, 6.510769230769231)","(19.0, 32.0, 28.897959183673468)","(12.0, 16.5, 16.05128205128205)","(18.0, 29.0, 28.333333333333332)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 10.991666666666667)"
11-01-2023 15:35:19.414238,"(4.2, 4.8, 4.7659722222222225)","(4.6, 5.0, 4.928260869565218)","(5.5, 5.5, 5.458823529411765)","(5.0, 6.6, 6.504477611940298)","(19.0, 32.0, 28.897959183673468)","(12.0, 16.5, 15.333333333333334)","(18.0, 29.0, 28.5)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 10.973684210526315)"
11-01-2023 15:35:20.467139,"(4.2, 4.8, 4.7659722222222225)","(4.6, 5.0, 4.928260869565218)","(5.5, 5.5, 5.461061946902655)","(5.0, 6.6, 6.504477611940298)","(19.0, 32.0, 28.897959183673468)","(12.0, 16.5, 15.333333333333334)","(18.0, 29.0, 28.444444444444443)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 10.973684210526315)"
11-01-2023 15:35:21.566981,"(4.2, 4.8, 4.747872340425532)","(4.6, 5.0, 4.928260869565218)","(5.5, 5.5, 5.472631578947368)","(5.0, 6.6, 6.504477611940298)","(19.0, 32.0, 28.897959183673468)","(12.0, 16.5, 15.333333333333334)","(18.0, 29.0, 28.523809523809526)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 10.973684210526315)"
11-01-2023 15:35:22.678188,"(4.2, 4.8, 4.724324324324324)","(4.6, 5.0, 4.935714285714286)","(5.5, 5.5, 5.472631578947368)","(5.0, 6.6, 6.517948717948718)","(19.0, 32.0, 28.897959183673468)","(12.0, 16.5, 15.333333333333334)","(18.0, 29.0, 28.523809523809526)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 10.973684210526315)"
11-01-2023 15:35:23.754077,"(4.2, 4.8, 4.724324324324324)","(4.6, 5.0, 4.935714285714286)","(5.5, 5.5, 5.471739130434782)","(5.0, 6.6, 6.517948717948718)","(19.0, 32.0, 28.897959183673468)","(12.0, 16.5, 15.227272727272727)","(18.0, 29.0, 28.523809523809526)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 10.973684210526315)"
11-01-2023 15:35:24.871804,"(4.2, 4.8, 4.724324324324324)","(4.6, 5.0, 4.935714285714286)","(5.5, 5.5, 5.471739130434782)","(5.0, 6.6, 6.517948717948718)","(19.0, 32.0, 28.897959183673468)","(12.0, 16.5, 15.227272727272727)","(18.0, 29.0, 28.523809523809526)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 10.973684210526315)"
11-01-2023 15:35:25.970693,"(4.2, 4.8, 4.724324324324324)","(4.6, 5.0, 4.935714285714286)","(5.5, 5.5, 5.471739130434782)","(5.0, 6.6, 6.517948717948718)","(19.0, 32.0, 28.897959183673468)","(12.0, 16.5, 15.985294117647058)","(18.0, 29.0, 28.523809523809526)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 10.973684210526315)"
11-01-2023 15:35:27.091171,"(4.2, 4.8, 4.724324324324324)","(4.6, 5.0, 4.923255813953489)","(5.5, 5.5, 5.485714285714286)","(5.0, 6.6, 6.517948717948718)","(19.0, 32.0, 28.897959183673468)","(12.0, 16.5, 15.40625)","(18.0, 29.0, 28.375)","(26.0, 42.0, 41.42857142857143)","(8.5, 11.5, 11.09375)"
11-01-2023 15:35:28.239441,"(4.2, 4.8, 4.733333333333333)","(4.6, 5.0, 4.934545454545455)","(5.5, 5.6, 5.432568807339449)","(5.0, 6.6, 6.512328767123288)","(19.0, 32.0, 28.897959183673468)","(12.0, 16.5, 15.0)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 41.42857142857143)","(8.5, 11.5, 11.19047619047619)"
11-01-2023 15:35:29.562690,"(4.2, 4.8, 4.729508196721311)","(4.6, 5.0, 4.934545454545455)","(5.5, 5.6, 5.432568807339449)","(5.0, 6.6, 6.5)","(19.0, 32.0, 28.977777777777778)","(12.0, 16.5, 15.264705882352942)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 41.42857142857143)","(8.5, 11.5, 11.128571428571428)"
11-01-2023 15:35:30.896744,"(4.2, 4.8, 4.723376623376623)","(4.6, 5.0, 4.937931034482759)","(5.5, 5.6, 5.440262582056893)","(5.0, 6.6, 6.5)","(19.0, 32.0, 28.897959183673468)","(12.0, 16.5, 15.45)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 11.287037037037036)"
11-01-2023 15:35:32.177621,"(4.2, 4.8, 4.723376623376623)","(4.6, 5.0, 4.937931034482759)","(5.5, 5.6, 5.440262582056893)","(5.0, 6.6, 6.5)","(19.0, 32.0, 28.897959183673468)","(12.0, 16.5, 15.45)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 11.33695652173913)"
11-01-2023 15:35:33.336535,"(4.2, 4.8, 4.723376623376623)","(4.6, 5.0, 4.937931034482759)","(5.5, 5.6, 5.440262582056893)","(5.0, 6.6, 6.2554973821989535)","(19.0, 32.0, 28.977777777777778)","(12.0, 16.5, 15.45)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 11.33695652173913)"
11-01-2023 15:35:34.442495,"(4.2, 4.8, 4.723376623376623)","(4.6, 5.0, 4.937931034482759)","(5.5, 5.6, 5.440262582056893)","(5.0, 6.4, 6.2554973821989535)","(19.0, 32.0, 28.977777777777778)","(12.0, 16.5, 14.4)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 11.33695652173913)"
11-01-2023 15:35:35.584880,"(4.2, 4.8, 4.710778443113773)","(4.6, 5.0, 4.917164179104478)","(5.5, 5.6, 5.502406417112299)","(5.0, 6.4, 6.2393442622950825)","(19.0, 32.0, 30.210526315789473)","(12.0, 16.5, 15.153846153846153)","(18.0, 29.0, 28.23076923076923)","(26.0, 42.0, 41.55555555555556)","(8.5, 11.5, 11.285714285714286)"
