,Twenty Two Black,Aeroplane Ellie,Determination,Latham Bale,Islas Boy,Conor Pass,Kelseys Girl,Just Shout
09-01-2023 12:22:00.761708,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:01.992646,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:03.180253,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:04.378409,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:05.601798,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:06.727270,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:07.871713,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:08.995941,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:10.130037,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:11.144669,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:12.268859,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:13.241426,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:14.246417,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:15.269001,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:16.307334,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:17.681886,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:18.892123,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:20.055196,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:21.304457,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:22.443967,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:23.905416,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:25.312756,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:26.589784,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:27.843780,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:28.945509,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:29.925552,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:31.049788,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:32.040802,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:33.075161,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:34.219403,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:35.300032,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:36.427474,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:37.781172,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:38.929880,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:40.188886,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:41.447046,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:42.641910,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:43.867822,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:44.906066,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:45.991981,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:47.076343,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:48.148711,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:49.192349,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:50.438667,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:51.632156,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:52.865484,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:54.061720,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:55.265663,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:56.468530,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:57.656902,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:22:58.861266,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:00.003373,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:01.124336,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:02.260560,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:03.345784,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:04.412829,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:05.520658,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:06.618003,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:07.796871,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:08.939246,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:10.041576,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:11.233993,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:12.359870,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:13.494941,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:14.839089,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:16.130315,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:17.395949,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:18.810167,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:20.175056,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:21.403230,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:22.451995,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:23.641748,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:24.788247,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:25.936474,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:27.138572,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:28.301870,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:29.469419,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:30.620212,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:31.748944,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:32.852712,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:33.964583,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:35.113290,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:36.129103,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:37.194144,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
09-01-2023 12:23:38.264249,"(5.5, 9.2, 8.463157894736842)","(4.4, 7.0, 6.16)","(4.8, 10.5, 5.2749999999999995)","(19.0, 65.0, 43.40909090909091)","(6.5, 12.0, 9.75)","(6.5, 12.0, 9.75)","(4.6, 9.8, 5.0)","(7.0, 13.5, 7.366666666666666)"
