,Elviare,Enuff For Me,Lenny Rocket,Caddy,Chilena,Flying Carmen,Valentina Express
06-01-2023 12:37:10.198602,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:11.433648,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:12.663657,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:13.950922,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:15.237152,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:16.469282,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:17.782447,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:19.010351,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:20.154354,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:21.386933,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:22.722596,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:23.946400,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:25.283394,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:26.728185,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:28.309329,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:29.914117,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:31.554282,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:33.079620,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:34.311728,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:35.556278,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:36.713928,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:38.016936,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:39.295858,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:40.580819,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:41.929475,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:43.279575,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:44.548274,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:45.885351,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:47.190624,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:48.457696,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:49.760376,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:51.054885,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:52.363418,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:53.636791,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:54.942723,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:56.223228,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:57.426260,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:58.561922,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:37:59.732508,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:00.816358,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:01.941859,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:02.898159,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:03.988003,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:05.144209,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:06.313472,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:07.505658,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:08.713586,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:09.748387,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:10.779473,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:11.830245,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:12.805543,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 100.66666666666666)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:13.911427,"(12.0, 23.0, 20.5)","(41.0, 170.0, 117.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 130.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:14.875460,"(12.0, 23.0, 20.5)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:15.971299,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:17.200431,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:18.386849,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:19.547971,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:20.642787,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:21.618497,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:22.597187,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:23.691022,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:24.740180,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:25.855328,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:26.964798,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:28.079511,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:29.344835,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:30.567172,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:31.751471,"(12.0, 23.0, 20.5)","(41.0, 160.0, 110.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:32.830110,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:33.903025,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:35.063740,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:36.128116,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:37.181361,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:38.332135,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:39.511570,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:40.621735,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:41.738542,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:42.938588,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:44.122667,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:45.235061,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:46.379007,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:47.521127,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:48.537305,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:49.607406,"(12.0, 23.0, 20.5)","(41.0, 160.0, 93.33333333333334)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:50.718020,"(12.0, 23.0, 20.5)","(41.0, 160.0, 135.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:51.666091,"(12.0, 23.0, 20.5)","(41.0, 160.0, 135.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:52.721945,"(12.0, 23.0, 20.5)","(41.0, 160.0, 135.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:53.805456,"(12.0, 23.0, 20.5)","(41.0, 160.0, 135.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:54.957101,"(12.0, 23.0, 20.5)","(41.0, 160.0, 135.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:56.118860,"(12.0, 23.0, 20.5)","(41.0, 160.0, 135.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:57.246214,"(12.0, 23.0, 20.5)","(41.0, 160.0, 135.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:58.393563,"(12.0, 23.0, 20.5)","(41.0, 160.0, 135.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:38:59.506045,"(12.0, 23.0, 20.5)","(41.0, 160.0, 135.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
