,Elviare,Enuff For Me,Lenny Rocket,Caddy,Chilena,Flying Carmen,Valentina Express
06-01-2023 12:40:20.162579,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:40:21.217438,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:40:22.366604,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:40:23.535119,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:40:24.739856,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:40:25.842204,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:40:27.003686,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:40:28.094007,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:40:29.188246,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:40:30.321976,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:40:31.470402,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2879338842975208)"
06-01-2023 12:40:32.540203,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2932110091743119)"
06-01-2023 12:40:33.592816,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:34.605464,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:35.625092,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:36.754336,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:37.869244,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:38.938912,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:39.942010,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:41.082868,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:42.163624,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:43.229634,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:44.175158,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:45.198574,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:46.381207,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:47.534944,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2932110091743119)"
06-01-2023 12:40:48.676955,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.34, 1.2859076923076924)"
06-01-2023 12:40:49.913993,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:40:51.030945,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:40:52.088432,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:40:53.278241,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:40:54.404372,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:40:55.500214,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:40:56.638131,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:40:57.639784,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:40:58.644666,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:40:59.807344,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:00.999280,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:02.086502,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:03.264736,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:04.403902,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:05.538566,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:06.701690,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:07.917368,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:09.069471,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:10.212142,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:11.398277,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:12.446854,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:13.553611,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:14.793940,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:15.956285,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:17.079446,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:18.249925,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:19.290643,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:20.364753,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:21.490258,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:22.568009,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:23.605765,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:24.699407,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:25.774862,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:26.905632,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:28.103943,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:29.167135,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:30.310947,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:31.454106,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:32.574065,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:33.725538,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:34.920418,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:35.988968,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:37.037825,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:38.167201,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:39.241468,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:40.345206,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:41.462763,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 96.66666666666667)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2939498432601881)"
06-01-2023 12:41:42.471701,"(12.0, 23.0, 20.42857142857143)","(41.0, 60.0, 57.5)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:43.672269,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 130.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:44.823942,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 130.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:45.972341,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 130.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:47.022327,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 130.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:48.056450,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:49.097099,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:50.177778,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:51.334856,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:52.357069,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:53.454394,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:54.566960,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:55.707474,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.2859076923076924)"
06-01-2023 12:41:56.815406,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.282572347266881)"
06-01-2023 12:41:57.966399,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 128.33333333333334)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.36, 1.29044776119403)"
06-01-2023 12:41:59.008951,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.35, 1.29044776119403)"
