,Money Run,Mean Blake,Sly Dunbar,Pattaya Pete,Club Model,Royal Emgrand,Acting Foolish,Trip Hazard
11-01-2023 15:22:21.561104,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:22.802885,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:24.247282,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:25.436184,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:26.672540,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:27.843849,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:29.050055,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:30.439848,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:31.628242,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:32.788905,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:33.982979,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:35.150505,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:36.227209,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:37.376341,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:38.615550,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:39.825541,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:41.017789,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:42.183569,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:43.292144,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:44.445487,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:45.566312,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:46.628985,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:47.791390,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:49.012110,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:50.223395,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:51.424861,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:52.812823,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:54.095628,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:55.480204,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:56.853931,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:58.180808,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:22:59.605332,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:00.795790,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:02.004174,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:03.246035,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:04.618603,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:05.920065,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:07.186756,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.0)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 6.0)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:08.435985,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.623529411764706)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 6.0)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:09.716389,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.0)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 7.13125)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:10.885650,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.71)","(4.6, 9.6, 7.780645161290322)","(5.0, 7.6, 6.80625)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:12.162437,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.71)","(4.6, 9.6, 9.175)","(5.0, 7.2, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:13.367808,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 21.8125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.0)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.08)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:14.513658,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.0)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.08)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:15.753754,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.0)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.08)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:17.004851,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.71)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.08)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:18.209527,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.08)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:19.605726,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.08)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:20.927898,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 2.767777777777778)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.7700000000000005)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:22.244119,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 3.0766666666666667)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.7700000000000005)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:23.779135,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 3.0766666666666667)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.2)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:25.154925,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 3.0766666666666667)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.133333333333334)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:26.559088,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.95, 3.27)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.4, 5.228571428571429)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.64375)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:27.834585,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.2, 5.228571428571429)","(4.6, 9.4, 8.52)","(5.0, 7.0, 6.64375)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:29.177433,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 2.876)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.2, 5.733333333333333)","(4.6, 9.4, 8.52)","(5.0, 7.0, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:30.496977,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 2.876)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.2, 5.114285714285714)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:31.760879,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 2.876)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.2, 5.114285714285714)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:33.065861,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.2, 5.114285714285714)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:34.428707,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.2, 5.114285714285714)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:35.701251,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.2, 5.25)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:36.811507,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.2, 5.171428571428572)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:38.055090,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.2, 5.171428571428572)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:39.293518,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 22.125)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.2, 5.666666666666667)","(4.6, 9.4, 8.52)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 17.192307692307693)"
11-01-2023 15:23:40.521238,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 49.193548387096776)","(4.2, 6.2, 5.114285714285714)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:41.842083,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 2.876)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.300000000000001)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:43.167809,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 2.876)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.228571428571429)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:44.344970,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 2.876)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.228571428571429)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:45.534140,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.228571428571429)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:46.732421,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.733333333333333)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:48.003958,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.733333333333333)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:49.194364,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.2)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:50.455305,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.777777777777778)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:51.709011,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 2.892)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.777777777777778)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:52.918186,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 2.876)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.777777777777778)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:54.124336,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 2.876)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.777777777777778)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:55.332152,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 2.876)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.777777777777778)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:56.616458,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.300000000000001)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:57.852903,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.228571428571429)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:23:59.137374,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.228571428571429)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:24:00.399592,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 6.144654088050315)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:24:01.659364,"(31.0, 320.0, 162.22222222222223)","(2.6, 3.9, 3.27)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.733333333333333)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
11-01-2023 15:24:02.876508,"(31.0, 340.0, 279.2)","(2.6, 3.9, 3.27)","(14.0, 34.0, 23.444444444444443)","(19.0, 55.0, 25.416666666666668)","(4.2, 6.2, 5.733333333333333)","(4.6, 9.4, 7.966666666666667)","(5.0, 7.4, 6.96875)","(9.0, 18.5, 13.166666666666666)"
