,Cosmic Nugget,Goddess Of War,Three Putt Par,Eyes On Gold,Mr Banner,Mothers Clone,Bad Habits,Paisan
04-01-2023 11:58:28.590667,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:29.784158,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:30.913771,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:32.027431,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:33.123274,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:34.217614,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:35.333831,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:36.607731,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:37.804028,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:38.897745,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:40.054093,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:41.143251,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:42.242069,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:43.348305,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:44.505605,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:45.604453,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:46.703672,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:47.748581,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:48.788372,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:49.906329,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:50.954358,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:52.050113,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:53.080486,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:54.157959,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:55.171384,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:56.173117,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:57.200082,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:58.311376,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:58:59.274357,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:00.258661,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:01.209654,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:02.139479,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:03.075965,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:04.034944,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:05.020580,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:06.313309,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:07.419018,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:08.656193,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:09.769338,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:10.810939,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:11.891034,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:12.892771,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:13.974746,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:15.100464,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:16.327715,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:17.413926,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:18.429940,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:19.465675,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:20.578508,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:21.628590,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:22.642220,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:23.683473,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:24.751992,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:25.743144,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:26.771790,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:27.872984,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:28.911376,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:29.903901,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:31.173635,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:32.308137,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:33.318865,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:34.363241,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:35.362170,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:36.360317,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:37.365530,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:38.338030,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:39.361400,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:40.414271,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:41.594861,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:42.776107,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:43.831237,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:45.000228,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:46.072042,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:47.124676,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:48.288933,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:49.326772,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:50.381084,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:51.425679,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:52.513069,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:53.597247,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:54.697191,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:55.790737,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:56.816888,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:57.912110,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:58.939057,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 11:59:59.923074,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 12:00:00.933378,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 12:00:01.940508,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
04-01-2023 12:00:02.910742,"(4.6, 8.2, 5.575)","(6.5, 10.5, 9.915)","(11.0, 19.5, 16.53125)","(3.3, 5.3, 3.5270833333333336)","(3.8, 6.4, 4.882142857142857)","(15.0, 34.0, 32.5)","(12.0, 26.0, 22.75)","(6.5, 18.0, 13.2)"
