,Great Fantasy Nz,Winsome Ruby,Orlandos Gift,Meet Michaelangelo,Lovelorn,My Bad Habits,Scenic Sky,Muscletonian,Barhoon,Super Angus
12-01-2023 14:42:03.058853,"(10.0, 99999, 99990)","(21.0, 50.0, 30.666666666666664)","(4.2, 6.0, 5.5)","(26.0, 65.0, 37.0)","(5.0, 8.0, 6.2)","(8.5, 14.5, 11.9125)","(11.0, 21.0, 18.2)","(101.0, 210.0, 175.71428571428572)","(3.2, 4.9, 4.639473684210527)","(6.0, 9.2, 8.488888888888887)"
12-01-2023 14:42:04.503595,"(10.0, 99999, 99990)","(21.0, 50.0, 30.666666666666664)","(4.2, 6.0, 5.5)","(26.0, 65.0, 37.0)","(5.0, 8.0, 6.2)","(8.5, 14.5, 11.9125)","(11.0, 21.0, 18.2)","(101.0, 210.0, 175.71428571428572)","(3.2, 4.9, 4.639473684210527)","(6.0, 9.2, 8.488888888888887)"
12-01-2023 14:42:05.943348,"(10.0, 99999, 99990)","(21.0, 50.0, 30.0)","(4.2, 6.0, 5.140000000000001)","(26.0, 65.0, 35.333333333333336)","(5.0, 8.0, 6.4)","(8.5, 14.5, 12.17142857142857)","(11.0, 21.0, 17.45)","(101.0, 210.0, 181.66666666666666)","(3.2, 4.9, 4.5552631578947365)","(6.0, 9.2, 8.333333333333332)"
12-01-2023 14:42:07.380263,"(10.0, 99999, 99990)","(21.0, 48.0, 29.333333333333336)","(4.2, 5.9, 4.9)","(26.0, 60.0, 33.666666666666664)","(5.0, 7.8, 6.3)","(8.5, 14.0, 11.814285714285713)","(11.0, 20.0, 17.45)","(101.0, 200.0, 181.66666666666666)","(3.2, 4.8, 4.5552631578947365)","(6.0, 9.0, 8.333333333333332)"
12-01-2023 14:42:08.841083,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 20.0, 15.620000000000001)","(101.0, 200.0, 161.42857142857144)","(3.2, 4.8, 4.471052631578948)","(6.0, 9.0, 8.177777777777777)"
12-01-2023 14:42:10.275388,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:11.723481,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:13.157526,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:14.685705,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:16.246013,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:17.723158,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:19.208312,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:20.655763,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:22.039351,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:23.443486,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:24.946766,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:26.484785,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:27.960041,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:29.390524,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:30.882801,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:32.377170,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:33.839631,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:35.273511,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:36.649441,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:38.073196,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:39.436908,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:40.890896,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:42.404641,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:43.855381,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:45.306822,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:46.811415,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:48.169663,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:49.503027,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:50.904584,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:52.360979,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:53.856844,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:55.346060,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:56.909244,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:58.417068,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:42:59.943071,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:43:01.430265,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 33.666666666666664)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:43:03.002665,"(10.0, 99999, 99990)","(21.0, 46.0, 29.333333333333336)","(4.2, 5.8, 4.9)","(26.0, 55.0, 39.5)","(5.0, 7.6, 6.3)","(8.5, 13.5, 11.814285714285713)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.471052631578948)","(6.0, 8.8, 8.177777777777777)"
12-01-2023 14:43:04.514233,"(10.0, 99999, 99990)","(21.0, 46.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 55.0, 42.0)","(5.0, 7.6, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.7, 4.386842105263158)","(6.0, 8.8, 8.022222222222222)"
12-01-2023 14:43:06.035092,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 42.0)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.6, 4.218421052631579)","(6.0, 8.6, 7.2)"
12-01-2023 14:43:07.542683,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 161.42857142857144)","(3.2, 4.4, 4.332352941176471)","(6.0, 8.4, 7.3999999999999995)"
12-01-2023 14:43:09.188158,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.4, 4.05)","(6.0, 8.2, 7.3999999999999995)"
12-01-2023 14:43:10.901451,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.144117647058824)","(6.0, 8.2, 7.3999999999999995)"
12-01-2023 14:43:12.656110,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.144117647058824)","(6.0, 7.8, 7.35)"
12-01-2023 14:43:14.420720,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.144117647058824)","(6.0, 7.8, 7.35)"
12-01-2023 14:43:16.050673,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.144117647058824)","(6.0, 7.8, 7.35)"
12-01-2023 14:43:18.764536,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.144117647058824)","(6.0, 7.8, 7.0285714285714285)"
12-01-2023 14:43:21.016228,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.144117647058824)","(6.0, 7.2, 7.0285714285714285)"
12-01-2023 14:43:22.908443,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.144117647058824)","(6.0, 7.2, 6.428571428571429)"
12-01-2023 14:43:24.576636,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.144117647058824)","(6.0, 7.0, 6.428571428571429)"
12-01-2023 14:43:26.272345,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.144117647058824)","(6.0, 7.0, 6.428571428571429)"
12-01-2023 14:43:27.922958,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.35)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.144117647058824)","(6.0, 7.0, 6.428571428571429)"
12-01-2023 14:43:29.516760,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.4399999999999995)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.144117647058824)","(6.0, 7.0, 6.3428571428571425)"
12-01-2023 14:43:31.126449,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.4399999999999995)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.144117647058824)","(6.0, 6.8, 6.3428571428571425)"
12-01-2023 14:43:32.736980,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.5)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.147222222222222)","(6.0, 6.6, 6.257142857142857)"
12-01-2023 14:43:34.390099,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.5)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.147222222222222)","(6.0, 6.6, 6.257142857142857)"
12-01-2023 14:43:36.018840,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 4.949999999999999)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.147222222222222)","(6.0, 6.6, 6.171428571428572)"
12-01-2023 14:43:37.587378,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 4.949999999999999)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.147222222222222)","(6.0, 6.4, 6.171428571428572)"
12-01-2023 14:43:39.218093,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 4.949999999999999)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.12)","(8.5, 13.5, 12.516666666666666)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.147222222222222)","(6.0, 6.4, 6.179310344827586)"
12-01-2023 14:43:40.783111,"(10.0, 99999, 99990)","(21.0, 48.0, 30.0)","(4.2, 5.8, 5.5875)","(26.0, 60.0, 45.6)","(5.0, 7.8, 7.036363636363636)","(8.5, 13.5, 12.55)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.147222222222222)","(6.0, 6.4, 6.179310344827586)"
12-01-2023 14:43:42.312032,"(10.0, 99999, 99990)","(21.0, 48.0, 28.666666666666668)","(4.2, 5.8, 5.5875)","(26.0, 60.0, 45.6)","(5.0, 7.8, 6.449999999999999)","(8.5, 13.5, 12.55)","(11.0, 19.5, 15.620000000000001)","(101.0, 190.0, 165.0)","(3.2, 4.2, 4.147222222222222)","(6.0, 6.4, 6.179310344827586)"
12-01-2023 14:43:43.832312,"(10.0, 99999, 99990)","(21.0, 44.0, 27.333333333333332)","(4.2, 5.8, 5.1)","(26.0, 60.0, 45.6)","(5.0, 7.8, 5.6000000000000005)","(8.5, 13.5, 12.685714285714287)","(11.0, 19.5, 16.785714285714285)","(101.0, 190.0, 165.0)","(3.2, 4.2, 3.825)","(6.0, 6.0, 5.9)"
12-01-2023 14:43:45.377788,"(10.0, 99999, 99990)","(21.0, 40.0, 28.0)","(4.2, 5.8, 5.15)","(26.0, 60.0, 45.6)","(5.0, 7.2, 6.6)","(8.5, 13.5, 12.125)","(11.0, 19.5, 16.785714285714285)","(101.0, 190.0, 165.0)","(3.2, 4.2, 3.85)","(6.0, 6.0, 5.9)"
12-01-2023 14:43:47.037127,"(10.0, 99999, 99990)","(21.0, 42.0, 28.0)","(4.2, 5.8, 5.1)","(26.0, 60.0, 45.6)","(5.0, 7.0, 6.7555555555555555)","(8.5, 13.5, 11.666666666666666)","(11.0, 19.5, 16.785714285714285)","(101.0, 190.0, 165.0)","(3.2, 4.2, 3.825)","(6.0, 6.0, 5.9)"
12-01-2023 14:43:48.625585,"(10.0, 99999, 99990)","(21.0, 42.0, 28.0)","(4.2, 5.8, 5.1)","(26.0, 60.0, 45.6)","(5.0, 7.2, 6.7555555555555555)","(8.5, 13.5, 11.666666666666666)","(11.0, 19.5, 16.785714285714285)","(101.0, 190.0, 165.0)","(3.2, 4.2, 3.825)","(6.0, 6.0, 5.9)"
12-01-2023 14:43:50.241709,"(10.0, 99999, 99990)","(21.0, 42.0, 28.0)","(4.2, 5.8, 5.1)","(26.0, 60.0, 45.6)","(5.0, 7.2, 6.7555555555555555)","(8.5, 13.5, 12.8125)","(11.0, 19.5, 16.785714285714285)","(101.0, 190.0, 165.0)","(3.2, 4.2, 3.825)","(6.0, 6.0, 5.9)"
