,Bogie Bandit,Rutland Fred,Johns Call,Turbo Worm,Cold Justice,White Ticket,Jimmy Joe
15-12-2022 15:11:25.962697,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.86, 1.7002777777777778)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 11.0, 8.942857142857143)"
15-12-2022 15:11:26.982257,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.86, 1.7002777777777778)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 11.0, 8.942857142857143)"
15-12-2022 15:11:28.009829,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.86, 1.7002777777777778)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 11.0, 8.942857142857143)"
15-12-2022 15:11:29.000260,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.86, 1.7452380952380953)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 11.0, 9.0)"
15-12-2022 15:11:30.028903,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.85, 1.6583333333333334)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 11.0, 9.914285714285715)"
15-12-2022 15:11:31.105274,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.83, 1.6633333333333333)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 11.0, 9.914285714285715)"
15-12-2022 15:11:32.116864,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 11.0, 9.914285714285715)"
15-12-2022 15:11:33.125711,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:34.093000,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:35.151931,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:36.346277,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:37.453148,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:38.473625,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.166666666666666)","(6.0, 12.0, 8.0)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:39.479739,"(13.0, 30.0, 25.0)","(6.0, 14.0, 10.444444444444445)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:40.393335,"(13.0, 30.0, 25.0)","(6.0, 14.0, 8.833333333333334)","(6.0, 11.5, 9.25)","(1.5, 1.83, 1.6633333333333333)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:41.378972,"(13.0, 30.0, 25.0)","(6.0, 14.0, 8.833333333333334)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:42.320815,"(13.0, 30.0, 25.0)","(6.0, 14.0, 8.833333333333334)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:43.266166,"(13.0, 30.0, 25.0)","(6.0, 14.0, 8.833333333333334)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:44.238421,"(13.0, 30.0, 25.0)","(6.0, 14.0, 8.833333333333334)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:45.226671,"(13.0, 30.0, 25.0)","(6.0, 14.0, 8.833333333333334)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.7107692307692308)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:46.164854,"(13.0, 30.0, 25.0)","(6.0, 13.5, 8.37)","(6.0, 11.5, 9.25)","(1.5, 1.84, 1.7107692307692308)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:47.141464,"(13.0, 30.0, 25.0)","(6.0, 13.5, 8.37)","(6.0, 11.5, 9.25)","(1.5, 1.83, 1.6826315789473685)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:48.130962,"(13.0, 30.0, 25.0)","(6.0, 13.5, 8.37)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:49.138928,"(13.0, 30.0, 25.0)","(6.0, 13.5, 8.37)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:50.109200,"(13.0, 30.0, 25.0)","(6.0, 13.5, 8.37)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:51.022057,"(13.0, 30.0, 25.0)","(6.0, 13.5, 8.37)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:52.026699,"(13.0, 30.0, 25.0)","(6.0, 13.5, 8.37)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:53.079790,"(13.0, 30.0, 25.0)","(6.0, 13.5, 8.37)","(6.0, 11.5, 9.25)","(1.5, 1.83, 1.6633333333333333)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:54.134230,"(13.0, 30.0, 25.0)","(6.0, 13.5, 8.37)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:55.090618,"(13.0, 30.0, 25.0)","(6.0, 13.5, 8.37)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:55.996951,"(13.0, 30.0, 25.0)","(6.0, 13.5, 8.37)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 8.0)"
15-12-2022 15:11:56.932375,"(13.0, 30.0, 25.0)","(6.0, 13.5, 8.37)","(6.0, 11.5, 9.25)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.4, 9.472727272727273)"
15-12-2022 15:11:57.942097,"(13.0, 30.0, 25.0)","(6.0, 14.5, 9.861538461538462)","(6.0, 11.5, 10.0)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 11.0, 8.133333333333333)"
15-12-2022 15:11:58.938467,"(13.0, 30.0, 25.0)","(6.0, 14.0, 11.933333333333334)","(6.0, 11.5, 10.0)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.2, 7.92)"
15-12-2022 15:11:59.856296,"(13.0, 30.0, 25.0)","(6.0, 14.0, 11.933333333333334)","(6.0, 11.5, 10.0)","(1.5, 1.83, 1.6633333333333333)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.2, 7.745454545454545)"
15-12-2022 15:12:00.835955,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.866666666666667)","(6.0, 12.0, 8.666666666666666)","(1.5, 1.82, 1.68)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.2, 7.745454545454545)"
15-12-2022 15:12:01.809569,"(13.0, 30.0, 25.0)","(6.0, 14.0, 9.866666666666667)","(6.0, 12.0, 8.666666666666666)","(1.5, 1.82, 1.645)","(14.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(6.5, 9.2, 7.733333333333333)"
15-12-2022 15:12:02.800618,"(13.0, 30.0, 25.0)","(6.0, 14.0, 12.45)","(6.0, 12.0, 9.6)","(1.5, 1.82, 1.645)","(14.0, 36.0, 22.954545454545453)","(41.0, 310.0, 144.4)","(6.5, 9.2, 9.0)"
15-12-2022 15:12:03.771079,"(13.0, 30.0, 25.0)","(6.0, 14.0, 10.9)","(6.0, 12.0, 9.6)","(1.5, 1.82, 1.645)","(14.0, 36.0, 22.954545454545453)","(41.0, 310.0, 144.4)","(6.5, 11.0, 9.0)"
15-12-2022 15:12:04.724101,"(13.0, 30.0, 25.0)","(6.0, 14.0, 10.9)","(6.5, 12.0, 9.6)","(1.5, 1.82, 1.645)","(15.0, 36.0, 22.954545454545453)","(41.0, 310.0, 144.4)","(6.0, 11.0, 8.942857142857143)"
15-12-2022 15:12:05.694541,"(13.0, 30.0, 25.0)","(6.0, 14.0, 10.9)","(6.5, 12.0, 9.6)","(1.5, 1.82, 1.6700000000000002)","(15.0, 36.0, 22.954545454545453)","(41.0, 310.0, 144.4)","(6.0, 11.0, 8.942857142857143)"
15-12-2022 15:12:06.714251,"(13.0, 30.0, 25.0)","(6.0, 14.0, 10.9)","(6.5, 12.0, 9.6)","(1.5, 1.9, 1.69)","(15.0, 36.0, 22.954545454545453)","(41.0, 310.0, 144.4)","(6.0, 11.0, 8.942857142857143)"
15-12-2022 15:12:07.693653,"(13.0, 30.0, 25.0)","(6.0, 14.0, 10.9)","(6.5, 12.0, 9.6)","(1.5, 1.89, 1.6585714285714286)","(15.0, 36.0, 22.954545454545453)","(41.0, 310.0, 144.4)","(6.0, 11.0, 9.0)"
15-12-2022 15:12:08.695396,"(13.0, 30.0, 25.0)","(6.5, 14.0, 10.9)","(6.5, 12.0, 9.6)","(1.5, 1.88, 1.6637837837837837)","(15.0, 36.0, 22.954545454545453)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.0)"
15-12-2022 15:12:09.705867,"(13.0, 30.0, 25.0)","(6.5, 14.0, 10.9)","(6.5, 12.0, 9.6)","(1.5, 1.87, 1.693157894736842)","(15.0, 36.0, 22.954545454545453)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.0)"
15-12-2022 15:12:10.694230,"(13.0, 30.0, 25.0)","(6.5, 14.0, 10.9)","(6.5, 12.0, 9.6)","(1.5, 1.86, 1.6683333333333332)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 8.942857142857143)"
15-12-2022 15:12:11.758611,"(13.0, 30.0, 25.0)","(6.5, 14.0, 10.9)","(6.5, 12.0, 9.6)","(1.5, 1.86, 1.6683333333333332)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 8.942857142857143)"
15-12-2022 15:12:12.751330,"(13.0, 30.0, 25.0)","(6.5, 14.0, 10.9)","(6.5, 12.0, 9.6)","(1.5, 1.86, 1.6683333333333332)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.32)"
15-12-2022 15:12:13.706356,"(13.0, 30.0, 25.0)","(6.5, 14.0, 10.9)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.222222222222221)"
15-12-2022 15:12:14.622196,"(13.0, 30.0, 25.0)","(6.5, 14.0, 10.9)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 8.466666666666667)"
15-12-2022 15:12:15.608186,"(13.0, 30.0, 25.0)","(6.5, 14.0, 9.5)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 8.466666666666667)"
15-12-2022 15:12:16.607449,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.48)"
15-12-2022 15:12:17.575519,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.48)"
15-12-2022 15:12:18.480214,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.707692307692309)"
15-12-2022 15:12:19.433835,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:20.415558,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:21.390532,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:22.423008,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:23.394704,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:24.397347,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:25.422306,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:26.434796,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:27.387921,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:28.290024,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:29.253168,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.5, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:30.253810,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.55, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:31.199439,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.55, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:32.093752,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.55, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.2)"
15-12-2022 15:12:33.077561,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.55, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 11.0, 9.466666666666667)"
15-12-2022 15:12:34.091728,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.55, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 10.5, 9.466666666666667)"
15-12-2022 15:12:35.092123,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.55, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 10.5, 9.466666666666667)"
15-12-2022 15:12:35.975208,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.55, 1.85, 1.7033333333333334)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 10.5, 9.466666666666667)"
15-12-2022 15:12:36.932132,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.55, 1.88, 1.8775510204081631)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 10.5, 9.466666666666667)"
15-12-2022 15:12:37.949254,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.55, 1.88, 1.8266666666666667)","(15.0, 36.0, 24.61111111111111)","(41.0, 310.0, 144.4)","(5.5, 10.5, 9.466666666666667)"
15-12-2022 15:12:38.994766,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.2)","(6.5, 12.0, 9.6)","(1.55, 1.93, 1.7526666666666666)","(15.0, 36.0, 25.75)","(41.0, 310.0, 144.4)","(5.5, 10.5, 9.614285714285714)"
15-12-2022 15:12:40.038424,"(13.0, 30.0, 20.333333333333332)","(6.5, 13.5, 10.75)","(6.5, 12.0, 9.741176470588236)","(1.55, 1.87, 1.7526666666666666)","(15.0, 36.0, 25.75)","(41.0, 310.0, 144.4)","(5.5, 10.5, 9.614285714285714)"
15-12-2022 15:12:41.016714,"(13.0, 30.0, 25.0)","(6.5, 13.5, 10.75)","(6.5, 12.0, 9.741176470588236)","(1.55, 1.87, 1.7526666666666666)","(15.0, 36.0, 25.75)","(41.0, 310.0, 144.4)","(5.5, 10.5, 9.614285714285714)"
15-12-2022 15:12:42.003183,"(13.0, 30.0, 25.166666666666664)","(6.5, 13.5, 11.3625)","(6.5, 12.0, 9.741176470588236)","(1.55, 1.87, 1.7526666666666666)","(15.0, 36.0, 25.75)","(41.0, 310.0, 144.4)","(5.5, 10.5, 9.614285714285714)"
15-12-2022 15:12:42.950898,"(13.0, 30.0, 20.333333333333332)","(6.5, 13.5, 11.3625)","(6.5, 12.0, 9.741176470588236)","(1.55, 1.87, 1.8255555555555556)","(15.0, 36.0, 25.75)","(41.0, 310.0, 144.4)","(5.5, 10.5, 10.32857142857143)"
15-12-2022 15:12:43.912455,"(13.0, 30.0, 20.333333333333332)","(6.5, 13.5, 11.4375)","(6.5, 12.0, 9.741176470588236)","(1.55, 1.87, 1.8255555555555556)","(15.0, 36.0, 25.75)","(41.0, 310.0, 144.4)","(5.5, 11.5, 9.036363636363637)"
15-12-2022 15:12:44.906880,"(13.0, 30.0, 20.333333333333332)","(6.5, 13.5, 11.4375)","(6.5, 12.0, 9.741176470588236)","(1.55, 1.87, 1.8255555555555556)","(15.0, 36.0, 29.75)","(41.0, 310.0, 191.71428571428572)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:45.858806,"(13.0, 30.0, 20.333333333333332)","(6.5, 13.5, 11.4375)","(6.5, 14.5, 11.064705882352941)","(1.55, 1.87, 1.8255555555555556)","(15.0, 44.0, 29.75)","(41.0, 310.0, 191.71428571428572)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:46.847062,"(13.0, 30.0, 20.333333333333332)","(6.5, 13.5, 11.4375)","(6.5, 14.5, 11.064705882352941)","(1.55, 1.87, 1.73)","(15.0, 44.0, 29.75)","(41.0, 310.0, 191.71428571428572)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:47.872610,"(13.0, 30.0, 20.333333333333332)","(6.5, 13.5, 11.4375)","(6.5, 14.5, 11.064705882352941)","(1.55, 1.87, 1.7866666666666666)","(15.0, 44.0, 29.75)","(41.0, 310.0, 191.71428571428572)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:48.804823,"(13.0, 30.0, 20.333333333333332)","(6.5, 13.5, 11.4375)","(6.5, 14.5, 11.064705882352941)","(1.55, 1.87, 1.7866666666666666)","(15.0, 44.0, 29.75)","(41.0, 310.0, 191.71428571428572)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:49.707688,"(13.0, 30.0, 20.333333333333332)","(6.5, 13.5, 11.4375)","(6.5, 14.5, 11.064705882352941)","(1.55, 1.87, 1.7866666666666666)","(15.0, 44.0, 29.75)","(41.0, 310.0, 191.71428571428572)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:50.733525,"(13.0, 32.0, 17.15)","(6.5, 13.5, 11.4375)","(6.5, 14.5, 11.064705882352941)","(1.55, 1.87, 1.7866666666666666)","(15.0, 44.0, 29.75)","(41.0, 310.0, 156.66666666666669)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:51.804594,"(13.0, 32.0, 17.15)","(6.5, 13.5, 11.4375)","(6.5, 14.5, 11.064705882352941)","(1.55, 1.87, 1.7866666666666666)","(15.0, 44.0, 29.75)","(41.0, 310.0, 156.66666666666669)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:52.892584,"(13.0, 32.0, 17.15)","(6.5, 13.5, 11.4375)","(6.5, 14.5, 11.064705882352941)","(1.55, 1.87, 1.7866666666666666)","(15.0, 44.0, 29.75)","(41.0, 310.0, 156.66666666666669)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:53.901341,"(13.0, 32.0, 17.15)","(6.5, 13.5, 11.4375)","(6.5, 14.5, 11.064705882352941)","(1.55, 1.86, 1.717142857142857)","(15.0, 44.0, 29.75)","(41.0, 310.0, 156.66666666666669)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:54.880203,"(13.0, 32.0, 17.15)","(6.5, 13.5, 10.32)","(6.5, 14.5, 8.82)","(1.55, 1.84, 1.7114285714285713)","(15.0, 44.0, 29.75)","(41.0, 310.0, 156.66666666666669)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:56.037441,"(13.0, 32.0, 17.15)","(6.5, 13.5, 10.32)","(6.5, 14.5, 8.82)","(1.55, 1.84, 1.7693939393939395)","(15.0, 44.0, 29.75)","(41.0, 310.0, 156.66666666666669)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:57.114481,"(13.0, 32.0, 17.15)","(6.5, 13.5, 10.32)","(6.5, 14.5, 8.82)","(1.55, 1.85, 1.7377272727272728)","(15.0, 44.0, 29.75)","(41.0, 310.0, 156.66666666666669)","(5.5, 11.0, 8.84)"
15-12-2022 15:12:58.194815,"(13.0, 32.0, 17.15)","(6.5, 13.5, 10.32)","(6.5, 14.5, 8.82)","(1.55, 1.84, 1.6825925925925926)","(15.0, 44.0, 29.75)","(41.0, 310.0, 156.66666666666669)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:12:59.164335,"(13.0, 32.0, 17.15)","(6.5, 13.5, 10.32)","(6.5, 14.5, 8.82)","(1.55, 1.84, 1.6825925925925926)","(15.0, 44.0, 29.75)","(41.0, 310.0, 156.66666666666669)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:13:00.097018,"(13.0, 32.0, 17.15)","(6.5, 13.5, 10.32)","(6.5, 14.5, 8.82)","(1.55, 1.84, 1.6825925925925926)","(15.0, 44.0, 29.75)","(41.0, 310.0, 156.66666666666669)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:13:01.150186,"(13.0, 32.0, 17.15)","(6.5, 13.5, 10.32)","(6.5, 14.5, 8.82)","(1.55, 1.84, 1.6825925925925926)","(15.0, 44.0, 29.75)","(41.0, 310.0, 156.66666666666669)","(5.5, 11.0, 9.036363636363637)"
15-12-2022 15:13:02.148209,"(13.0, 32.0, 17.15)","(6.5, 13.5, 10.32)","(6.5, 14.5, 8.82)","(1.55, 1.84, 1.6825925925925926)","(15.0, 44.0, 29.75)","(41.0, 310.0, 156.66666666666669)","(5.5, 11.0, 9.036363636363637)"
