,Heart Of The Arts,My Precious Mama,Caribbean Times,Sweet Suzi,Heart Of Sahara,Times Tickin,Torrevean Veloce,Mata Ole Le Afa,Goldngalaxy
439,"[datetime.datetime(2022, 11, 28, 18, 34, 17, 779086), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 17, 779086), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 17, 779086), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 17, 779086), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 17, 779086), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 17, 779086), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 17, 779086), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 17, 779086), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 17, 779086), 10.0, 17.5]"
440,"[datetime.datetime(2022, 11, 28, 18, 34, 19, 6588), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 19, 6588), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 19, 6588), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 19, 6588), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 19, 6588), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 19, 6588), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 19, 6588), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 19, 6588), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 19, 6588), 10.0, 17.5]"
441,"[datetime.datetime(2022, 11, 28, 18, 34, 20, 220846), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 20, 220846), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 20, 220846), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 20, 220846), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 20, 220846), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 20, 220846), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 20, 220846), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 20, 220846), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 20, 220846), 10.0, 17.5]"
442,"[datetime.datetime(2022, 11, 28, 18, 34, 21, 449024), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 21, 449024), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 21, 449024), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 21, 449024), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 21, 449024), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 21, 449024), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 21, 449024), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 21, 449024), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 21, 449024), 10.0, 17.5]"
443,"[datetime.datetime(2022, 11, 28, 18, 34, 22, 665860), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 22, 665860), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 22, 665860), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 22, 665860), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 22, 665860), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 22, 665860), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 22, 665860), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 22, 665860), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 22, 665860), 10.0, 17.5]"
444,"[datetime.datetime(2022, 11, 28, 18, 34, 23, 875307), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 23, 875307), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 23, 875307), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 23, 875307), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 23, 875307), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 23, 875307), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 23, 875307), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 23, 875307), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 23, 875307), 10.0, 17.5]"
445,"[datetime.datetime(2022, 11, 28, 18, 34, 25, 92747), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 25, 92747), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 25, 92747), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 25, 92747), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 25, 92747), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 25, 92747), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 25, 92747), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 25, 92747), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 25, 92747), 10.0, 17.5]"
446,"[datetime.datetime(2022, 11, 28, 18, 34, 26, 310365), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 26, 310365), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 26, 310365), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 26, 310365), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 26, 310365), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 26, 310365), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 26, 310365), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 26, 310365), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 26, 310365), 10.0, 17.5]"
447,"[datetime.datetime(2022, 11, 28, 18, 34, 27, 535336), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 27, 535336), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 27, 535336), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 27, 535336), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 27, 535336), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 27, 535336), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 27, 535336), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 27, 535336), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 27, 535336), 10.0, 17.5]"
448,"[datetime.datetime(2022, 11, 28, 18, 34, 28, 753191), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 28, 753191), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 28, 753191), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 28, 753191), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 28, 753191), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 28, 753191), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 28, 753191), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 28, 753191), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 28, 753191), 10.0, 17.5]"
449,"[datetime.datetime(2022, 11, 28, 18, 34, 29, 964667), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 29, 964667), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 29, 964667), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 29, 964667), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 29, 964667), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 29, 964667), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 29, 964667), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 29, 964667), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 29, 964667), 10.0, 17.5]"
450,"[datetime.datetime(2022, 11, 28, 18, 34, 31, 178475), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 31, 178475), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 31, 178475), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 31, 178475), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 31, 178475), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 31, 178475), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 31, 178475), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 31, 178475), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 31, 178475), 10.0, 17.5]"
451,"[datetime.datetime(2022, 11, 28, 18, 34, 32, 381298), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 32, 381298), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 32, 381298), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 32, 381298), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 32, 381298), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 32, 381298), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 32, 381298), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 32, 381298), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 32, 381298), 10.0, 17.5]"
452,"[datetime.datetime(2022, 11, 28, 18, 34, 33, 582277), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 33, 582277), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 33, 582277), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 33, 582277), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 33, 582277), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 33, 582277), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 33, 582277), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 33, 582277), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 33, 582277), 10.0, 17.5]"
453,"[datetime.datetime(2022, 11, 28, 18, 34, 34, 787099), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 34, 787099), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 34, 787099), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 34, 787099), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 34, 787099), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 34, 787099), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 34, 787099), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 34, 787099), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 34, 787099), 10.0, 17.5]"
454,"[datetime.datetime(2022, 11, 28, 18, 34, 36, 5529), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 36, 5529), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 36, 5529), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 36, 5529), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 36, 5529), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 36, 5529), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 36, 5529), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 36, 5529), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 36, 5529), 10.0, 17.5]"
455,"[datetime.datetime(2022, 11, 28, 18, 34, 37, 212009), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 37, 212009), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 37, 212009), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 37, 212009), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 37, 212009), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 37, 212009), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 37, 212009), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 37, 212009), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 37, 212009), 10.0, 17.5]"
456,"[datetime.datetime(2022, 11, 28, 18, 34, 38, 419981), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 38, 419981), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 38, 419981), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 38, 419981), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 38, 419981), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 38, 419981), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 38, 419981), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 38, 419981), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 38, 419981), 10.0, 17.5]"
457,"[datetime.datetime(2022, 11, 28, 18, 34, 39, 635993), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 39, 635993), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 39, 635993), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 39, 635993), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 39, 635993), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 39, 635993), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 39, 635993), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 39, 635993), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 39, 635993), 10.0, 17.0]"
458,"[datetime.datetime(2022, 11, 28, 18, 34, 40, 914122), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 40, 914122), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 40, 914122), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 40, 914122), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 40, 914122), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 40, 914122), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 40, 914122), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 40, 914122), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 40, 914122), 10.0, 17.0]"
459,"[datetime.datetime(2022, 11, 28, 18, 34, 42, 158911), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 42, 158911), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 42, 158911), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 42, 158911), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 42, 158911), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 42, 158911), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 42, 158911), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 42, 158911), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 42, 158911), 10.0, 17.0]"
460,"[datetime.datetime(2022, 11, 28, 18, 34, 43, 377235), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 43, 377235), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 43, 377235), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 43, 377235), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 43, 377235), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 43, 377235), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 43, 377235), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 43, 377235), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 43, 377235), 10.0, 17.0]"
461,"[datetime.datetime(2022, 11, 28, 18, 34, 44, 606911), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 44, 606911), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 44, 606911), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 44, 606911), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 44, 606911), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 44, 606911), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 44, 606911), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 44, 606911), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 44, 606911), 10.0, 16.5]"
462,"[datetime.datetime(2022, 11, 28, 18, 34, 45, 832111), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 45, 832111), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 45, 832111), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 45, 832111), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 45, 832111), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 45, 832111), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 45, 832111), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 45, 832111), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 45, 832111), 10.0, 16.5]"
463,"[datetime.datetime(2022, 11, 28, 18, 34, 47, 61199), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 47, 61199), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 47, 61199), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 47, 61199), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 47, 61199), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 47, 61199), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 47, 61199), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 47, 61199), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 47, 61199), 10.0, 16.5]"
464,"[datetime.datetime(2022, 11, 28, 18, 34, 48, 294876), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 48, 294876), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 48, 294876), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 48, 294876), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 48, 294876), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 48, 294876), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 48, 294876), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 48, 294876), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 48, 294876), 10.0, 16.5]"
465,"[datetime.datetime(2022, 11, 28, 18, 34, 49, 510810), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 49, 510810), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 49, 510810), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 49, 510810), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 49, 510810), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 49, 510810), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 49, 510810), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 49, 510810), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 49, 510810), 10.0, 16.5]"
466,"[datetime.datetime(2022, 11, 28, 18, 34, 50, 738041), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 50, 738041), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 50, 738041), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 50, 738041), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 50, 738041), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 50, 738041), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 50, 738041), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 50, 738041), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 50, 738041), 10.0, 16.5]"
467,"[datetime.datetime(2022, 11, 28, 18, 34, 51, 956146), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 51, 956146), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 51, 956146), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 51, 956146), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 51, 956146), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 51, 956146), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 51, 956146), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 51, 956146), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 51, 956146), 10.0, 16.5]"
468,"[datetime.datetime(2022, 11, 28, 18, 34, 53, 216545), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 53, 217546), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 53, 217546), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 53, 217546), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 53, 217546), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 53, 217546), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 53, 217546), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 53, 217546), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 53, 217546), 10.0, 16.5]"
469,"[datetime.datetime(2022, 11, 28, 18, 34, 54, 449563), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 54, 449563), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 54, 449563), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 54, 449563), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 54, 449563), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 54, 449563), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 54, 449563), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 54, 449563), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 54, 449563), 10.0, 16.5]"
470,"[datetime.datetime(2022, 11, 28, 18, 34, 55, 662283), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 55, 662283), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 55, 662283), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 55, 662283), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 55, 662283), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 55, 662283), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 55, 662283), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 55, 662283), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 55, 662283), 10.0, 16.5]"
471,"[datetime.datetime(2022, 11, 28, 18, 34, 56, 917957), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 56, 917957), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 56, 917957), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 56, 917957), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 56, 917957), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 56, 917957), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 56, 917957), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 56, 917957), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 56, 917957), 10.0, 16.5]"
472,"[datetime.datetime(2022, 11, 28, 18, 34, 58, 144776), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 58, 144776), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 58, 144776), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 58, 144776), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 58, 144776), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 58, 144776), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 58, 144776), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 58, 144776), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 58, 144776), 10.0, 16.5]"
473,"[datetime.datetime(2022, 11, 28, 18, 34, 59, 372223), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 34, 59, 372223), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 34, 59, 372223), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 34, 59, 372223), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 34, 59, 372223), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 34, 59, 372223), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 34, 59, 372223), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 34, 59, 372223), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 34, 59, 372223), 10.0, 16.5]"
474,"[datetime.datetime(2022, 11, 28, 18, 35, 0, 615293), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 35, 0, 615293), 81.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 35, 0, 615293), 2.25, 3.3]","[datetime.datetime(2022, 11, 28, 18, 35, 0, 615293), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 35, 0, 615293), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 35, 0, 615293), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 35, 0, 615293), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 35, 0, 615293), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 35, 0, 615293), 10.0, 16.5]"
