,Master Copy,Portnoy,Winter Thorn,Oakfield Redgum,Isla,Allthehills,Thailand,My Naughty Boy,Every Effort
14-12-2022 13:08:12.310361,"(1.6, 1.75, 1.743125)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 20.86725663716814)","(7.5, 9.8, 9.625742574257426)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 180.0)","(8.0, 11.5, 10.849056603773585)","(51.0, 170.0, 152.85714285714286)","(41.0, 100.0, 82.85714285714286)"
14-12-2022 13:08:13.474199,"(1.6, 1.8, 1.7804255319148936)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 20.86725663716814)","(7.5, 9.8, 9.625742574257426)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 180.0)","(8.0, 11.5, 10.849056603773585)","(51.0, 170.0, 152.85714285714286)","(41.0, 100.0, 82.85714285714286)"
14-12-2022 13:08:14.646542,"(1.6, 1.8, 1.7856)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 20.86725663716814)","(7.5, 9.8, 9.668164794007492)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 180.0)","(8.0, 11.5, 10.849056603773585)","(51.0, 170.0, 152.85714285714286)","(41.0, 100.0, 82.85714285714286)"
14-12-2022 13:08:15.989744,"(1.6, 1.8, 1.7856)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 20.86725663716814)","(7.5, 9.8, 9.668164794007492)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 180.0)","(8.0, 11.5, 10.849056603773585)","(51.0, 170.0, 152.85714285714286)","(41.0, 100.0, 82.85714285714286)"
14-12-2022 13:08:17.403624,"(1.6, 1.8, 1.7856)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 20.86725663716814)","(7.5, 9.8, 9.695238095238095)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 180.0)","(8.0, 11.5, 11.137931034482758)","(51.0, 170.0, 152.85714285714286)","(41.0, 100.0, 166.0)"
14-12-2022 13:08:18.656039,"(1.6, 1.8, 1.7856)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 20.86725663716814)","(7.5, 9.8, 9.695238095238095)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 180.0)","(8.0, 12.0, 11.193548387096774)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 166.0)"
14-12-2022 13:08:20.027637,"(1.6, 1.8, 1.7856)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 20.86725663716814)","(7.5, 9.8, 9.695238095238095)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 180.0)","(8.0, 12.0, 11.193548387096774)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 166.0)"
14-12-2022 13:08:21.211730,"(1.6, 1.79, 1.7655223880597015)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 20.86725663716814)","(7.5, 9.8, 9.695238095238095)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 176.66666666666666)","(8.0, 12.0, 11.193548387096774)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 166.0)"
14-12-2022 13:08:22.367150,"(1.6, 1.79, 1.7655223880597015)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 20.86725663716814)","(7.5, 9.8, 9.695238095238095)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 176.66666666666666)","(8.0, 12.0, 11.193548387096774)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 130.0)"
14-12-2022 13:08:23.588889,"(1.6, 1.79, 1.764857142857143)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.085714285714285)","(7.5, 9.8, 9.695238095238095)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 12.0, 11.193548387096774)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 130.0)"
14-12-2022 13:08:24.769176,"(1.6, 1.79, 1.7704444444444445)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.095238095238095)","(7.5, 9.8, 9.695238095238095)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 12.0, 11.193548387096774)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 130.0)"
14-12-2022 13:08:26.058433,"(1.6, 1.79, 1.7704444444444445)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.095238095238095)","(7.5, 9.8, 9.695238095238095)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 12.0, 11.193548387096774)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 130.0)"
14-12-2022 13:08:27.217611,"(1.6, 1.79, 1.7671428571428571)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.095238095238095)","(7.5, 9.8, 9.693846153846154)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 12.0, 11.193548387096774)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 130.0)"
14-12-2022 13:08:28.401412,"(1.6, 1.79, 1.7671428571428571)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.095238095238095)","(7.5, 10.5, 9.943589743589744)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 12.0, 10.584905660377359)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 130.0)"
14-12-2022 13:08:29.545541,"(1.6, 1.77, 1.7660975609756098)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.095238095238095)","(7.5, 10.5, 10.001149425287357)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 12.0, 10.943661971830986)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 130.0)"
14-12-2022 13:08:30.683743,"(1.6, 1.77, 1.7660975609756098)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.095238095238095)","(7.5, 10.5, 10.097402597402597)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 12.0, 10.813953488372093)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 106.66666666666666)"
14-12-2022 13:08:31.787170,"(1.6, 1.77, 1.7660975609756098)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.095238095238095)","(7.5, 10.5, 10.097402597402597)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 11.0, 10.813953488372093)","(51.0, 170.0, 152.85714285714286)","(41.0, 180.0, 106.66666666666666)"
14-12-2022 13:08:32.944452,"(1.6, 1.77, 1.768139534883721)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.095238095238095)","(7.5, 10.5, 10.097402597402597)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 11.0, 10.813953488372093)","(51.0, 170.0, 152.85714285714286)","(41.0, 180.0, 95.0)"
14-12-2022 13:08:34.048389,"(1.6, 1.77, 1.7661904761904763)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.095238095238095)","(7.5, 10.5, 10.097402597402597)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 11.0, 10.813953488372093)","(51.0, 170.0, 152.85714285714286)","(41.0, 170.0, 100.0)"
14-12-2022 13:08:35.128061,"(1.6, 1.77, 1.7661904761904763)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.095238095238095)","(7.5, 10.5, 10.097402597402597)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 11.0, 10.757575757575758)","(51.0, 170.0, 152.85714285714286)","(41.0, 160.0, 90.0)"
14-12-2022 13:08:36.366352,"(1.6, 1.77, 1.7661904761904763)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.095238095238095)","(7.5, 10.5, 10.097402597402597)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 11.0, 10.578947368421053)","(51.0, 170.0, 152.85714285714286)","(41.0, 150.0, 90.0)"
14-12-2022 13:08:37.577204,"(1.6, 1.77, 1.7661904761904763)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.095238095238095)","(7.5, 10.5, 10.097402597402597)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 11.0, 10.666666666666666)","(51.0, 170.0, 152.85714285714286)","(41.0, 150.0, 90.0)"
14-12-2022 13:08:38.831116,"(1.6, 1.77, 1.766842105263158)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.146341463414632)","(7.5, 10.5, 10.097402597402597)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 11.0, 10.666666666666666)","(51.0, 170.0, 152.85714285714286)","(41.0, 150.0, 90.0)"
14-12-2022 13:08:39.984863,"(1.6, 1.77, 1.766842105263158)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.146341463414632)","(7.5, 10.5, 10.097402597402597)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 11.0, 10.666666666666666)","(51.0, 170.0, 152.85714285714286)","(41.0, 150.0, 90.0)"
14-12-2022 13:08:41.138148,"(1.6, 1.77, 1.7672413793103448)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.204545454545453)","(7.5, 10.5, 10.097402597402597)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 11.0, 10.666666666666666)","(51.0, 170.0, 152.85714285714286)","(41.0, 150.0, 90.0)"
14-12-2022 13:08:42.319440,"(1.6, 1.79, 1.7712765957446808)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.204545454545453)","(7.5, 10.5, 10.001149425287357)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 11.0, 10.666666666666666)","(51.0, 170.0, 152.85714285714286)","(41.0, 150.0, 90.0)"
14-12-2022 13:08:43.576390,"(1.6, 1.79, 1.7712765957446808)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.204545454545453)","(7.5, 10.5, 10.043157894736842)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 11.0, 10.666666666666666)","(51.0, 170.0, 152.85714285714286)","(41.0, 150.0, 90.0)"
14-12-2022 13:08:44.894251,"(1.6, 1.79, 1.7712765957446808)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.204545454545453)","(7.5, 10.5, 10.043157894736842)","(10.0, 14.0, 13.7625)","(91.0, 200.0, 184.0)","(8.0, 11.0, 10.666666666666666)","(51.0, 170.0, 152.85714285714286)","(41.0, 150.0, 90.0)"
14-12-2022 13:08:46.112214,"(1.6, 1.79, 1.7712765957446808)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.333333333333332)","(7.5, 10.5, 9.957500000000001)","(10.0, 14.0, 13.743243243243244)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.666666666666666)","(51.0, 170.0, 152.85714285714286)","(41.0, 150.0, 90.0)"
14-12-2022 13:08:47.240229,"(1.6, 1.79, 1.755625)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.333333333333332)","(7.5, 10.5, 9.957500000000001)","(10.0, 14.0, 13.743243243243244)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.666666666666666)","(51.0, 170.0, 152.85714285714286)","(41.0, 150.0, 138.4090909090909)"
14-12-2022 13:08:48.354405,"(1.6, 1.79, 1.7594444444444444)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.333333333333332)","(7.5, 10.5, 9.957500000000001)","(10.0, 14.0, 13.743243243243244)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.636363636363637)","(51.0, 170.0, 152.85714285714286)","(41.0, 150.0, 166.0)"
14-12-2022 13:08:49.624143,"(1.6, 1.79, 1.7698165137614679)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.333333333333332)","(7.5, 10.5, 9.957500000000001)","(10.0, 14.0, 13.743243243243244)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.2)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 132.85714285714286)"
14-12-2022 13:08:50.980861,"(1.6, 1.79, 1.7698165137614679)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.333333333333332)","(7.5, 10.5, 9.875)","(10.0, 14.0, 13.743243243243244)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.466666666666667)","(51.0, 170.0, 152.85714285714286)","(41.0, 180.0, 132.85714285714286)"
14-12-2022 13:08:52.260194,"(1.6, 1.79, 1.7576470588235293)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.333333333333332)","(7.5, 10.0, 9.875)","(10.0, 14.0, 13.743243243243244)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.466666666666667)","(51.0, 170.0, 152.85714285714286)","(41.0, 180.0, 132.85714285714286)"
14-12-2022 13:08:53.472685,"(1.6, 1.79, 1.7533333333333334)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.333333333333332)","(7.5, 10.0, 9.892857142857142)","(10.0, 14.0, 13.743243243243244)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.466666666666667)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 166.0)"
14-12-2022 13:08:54.688045,"(1.6, 1.79, 1.7533333333333334)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.333333333333332)","(7.5, 10.0, 9.892857142857142)","(10.0, 14.0, 13.743243243243244)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.466666666666667)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 166.0)"
14-12-2022 13:08:55.873718,"(1.6, 1.79, 1.7533333333333334)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.333333333333332)","(7.5, 10.0, 9.892857142857142)","(10.0, 14.0, 13.743243243243244)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.466666666666667)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 166.0)"
14-12-2022 13:08:57.110309,"(1.6, 1.79, 1.7533333333333334)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.333333333333332)","(7.5, 10.0, 9.892857142857142)","(10.0, 14.0, 13.743243243243244)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.466666666666667)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 166.0)"
14-12-2022 13:08:58.331453,"(1.6, 1.79, 1.7682178217821782)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.333333333333332)","(7.5, 10.0, 9.892857142857142)","(10.0, 14.0, 13.743243243243244)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.466666666666667)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 166.0)"
14-12-2022 13:08:59.570182,"(1.6, 1.79, 1.7682178217821782)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.333333333333332)","(7.5, 10.0, 9.892857142857142)","(10.0, 14.0, 13.73793103448276)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.466666666666667)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 166.0)"
14-12-2022 13:09:00.715572,"(1.6, 1.8, 1.7793103448275862)","(6.5, 11.5, 11.357142857142858)","(18.0, 22.0, 21.157894736842106)","(7.5, 10.0, 9.929411764705883)","(10.0, 14.0, 13.73793103448276)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.428571428571429)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 166.0)"
14-12-2022 13:09:01.887664,"(1.6, 1.8, 1.78)","(6.5, 11.5, 11.46875)","(18.0, 22.0, 21.157894736842106)","(7.5, 10.0, 9.9375)","(10.0, 14.0, 13.73793103448276)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.428571428571429)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 132.5)"
14-12-2022 13:09:03.046143,"(1.6, 1.8, 1.78)","(6.5, 11.5, 11.46875)","(18.0, 22.0, 21.157894736842106)","(7.5, 10.0, 9.9375)","(10.0, 14.0, 13.73793103448276)","(91.0, 200.0, 177.14285714285714)","(8.0, 11.0, 10.428571428571429)","(51.0, 170.0, 152.85714285714286)","(41.0, 190.0, 132.5)"
14-12-2022 13:09:04.873140,"(1.6, 1.8, 1.7797752808988765)","(6.5, 11.5, 11.433333333333334)","(18.0, 22.0, 20.632183908045977)","(7.5, 10.0, 9.886956521739132)","(10.0, 14.0, 13.716417910447761)","(91.0, 200.0, 180.0)","(8.0, 11.0, 10.012820512820513)","(51.0, 170.0, 161.66666666666669)","(41.0, 190.0, 86.0)"
14-12-2022 13:09:06.175737,"(1.6, 1.8, 1.7797752808988765)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.632183908045977)","(7.5, 10.0, 9.886956521739132)","(10.0, 14.0, 13.716417910447761)","(91.0, 200.0, 180.0)","(8.0, 10.5, 10.012820512820513)","(51.0, 170.0, 161.66666666666669)","(41.0, 130.0, 86.0)"
14-12-2022 13:09:07.316099,"(1.6, 1.79, 1.7747058823529411)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.632183908045977)","(7.5, 10.0, 9.886956521739132)","(10.0, 14.0, 13.716417910447761)","(91.0, 200.0, 180.0)","(8.0, 10.5, 10.012820512820513)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:08.484694,"(1.6, 1.79, 1.7747058823529411)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.632183908045977)","(7.5, 10.0, 9.886956521739132)","(10.0, 14.0, 13.716417910447761)","(91.0, 200.0, 180.0)","(8.0, 10.5, 10.012820512820513)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:09.536293,"(1.6, 1.79, 1.7776190476190477)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.632183908045977)","(7.5, 10.0, 9.886956521739132)","(10.0, 14.0, 13.716417910447761)","(91.0, 200.0, 180.0)","(8.0, 10.5, 10.012820512820513)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:10.591732,"(1.6, 1.79, 1.7776190476190477)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.632183908045977)","(7.5, 10.0, 9.886956521739132)","(10.0, 14.0, 13.716417910447761)","(91.0, 200.0, 180.0)","(8.0, 10.5, 10.012820512820513)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:11.899398,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.632183908045977)","(7.5, 10.0, 9.898734177215191)","(10.0, 14.0, 13.716417910447761)","(91.0, 200.0, 180.0)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:13.405151,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.632183908045977)","(7.5, 10.0, 9.911111111111111)","(10.0, 14.0, 13.698412698412698)","(91.0, 200.0, 180.0)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:14.616276,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.627906976744185)","(7.5, 10.0, 9.908045977011495)","(10.0, 14.0, 13.696)","(91.0, 200.0, 180.0)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:15.812410,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.627906976744185)","(7.5, 10.0, 9.908045977011495)","(10.0, 14.0, 13.696)","(91.0, 200.0, 180.0)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:16.990367,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.627906976744185)","(7.5, 10.0, 9.908045977011495)","(10.0, 14.0, 13.672413793103448)","(91.0, 200.0, 180.0)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:18.112319,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.627906976744185)","(7.5, 10.0, 9.893333333333334)","(10.0, 14.0, 13.672413793103448)","(91.0, 200.0, 180.0)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:19.342264,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.627906976744185)","(7.5, 10.0, 9.893333333333334)","(10.0, 14.0, 13.672413793103448)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:20.617157,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.627906976744185)","(7.5, 10.0, 9.893333333333334)","(10.0, 14.0, 13.672413793103448)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:21.995068,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.627906976744185)","(7.5, 10.0, 9.893333333333334)","(10.0, 14.0, 13.672413793103448)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 161.66666666666669)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:23.149317,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.433333333333334)","(18.0, 21.0, 20.5188679245283)","(7.5, 10.0, 9.904761904761905)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:24.261303,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.45)","(18.0, 21.0, 20.5188679245283)","(7.5, 10.0, 9.904761904761905)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:25.323020,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.45)","(18.0, 21.0, 20.5188679245283)","(7.5, 10.0, 9.904761904761905)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:26.356242,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.45)","(18.0, 21.0, 20.5188679245283)","(7.5, 10.0, 9.904761904761905)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:27.462211,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.45)","(18.0, 21.0, 20.5188679245283)","(7.5, 10.0, 9.904761904761905)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:28.703794,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.45)","(18.0, 21.0, 20.5188679245283)","(7.5, 10.0, 9.904761904761905)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:29.911540,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.45)","(18.0, 21.0, 20.5188679245283)","(7.5, 10.0, 9.904761904761905)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:31.197829,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.45)","(18.0, 21.0, 20.647058823529413)","(7.5, 10.0, 9.904761904761905)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 120.0, 82.5)"
14-12-2022 13:09:32.371869,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.45)","(18.0, 21.0, 20.647058823529413)","(7.5, 10.0, 9.904761904761905)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 120.0, 96.66666666666667)"
14-12-2022 13:09:33.627232,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.45)","(18.0, 21.0, 20.647058823529413)","(7.5, 10.0, 9.904761904761905)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 110.0, 87.14285714285714)"
14-12-2022 13:09:34.837234,"(1.6, 1.79, 1.764)","(6.5, 11.5, 11.45)","(18.0, 21.0, 20.647058823529413)","(7.5, 10.0, 9.904761904761905)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 100.0, 87.14285714285714)"
14-12-2022 13:09:36.033681,"(1.6, 1.79, 1.7850943396226415)","(6.5, 11.5, 11.462962962962964)","(18.0, 21.0, 20.647058823529413)","(7.5, 10.0, 9.891891891891893)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 100.0, 87.14285714285714)"
14-12-2022 13:09:37.648926,"(1.6, 1.79, 1.7850943396226415)","(6.5, 11.5, 11.462962962962964)","(18.0, 21.0, 20.647058823529413)","(7.5, 10.0, 9.891891891891893)","(10.0, 14.0, 13.680672268907562)","(91.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 100.0, 87.14285714285714)"
14-12-2022 13:09:38.946678,"(1.65, 1.79, 1.7850943396226415)","(7.0, 11.5, 11.462962962962964)","(18.0, 21.0, 20.647058823529413)","(7.5, 10.0, 9.891891891891893)","(10.0, 14.0, 13.680672268907562)","(101.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 100.0, 87.14285714285714)"
14-12-2022 13:09:40.103127,"(1.65, 1.79, 1.7850943396226415)","(7.0, 11.5, 11.46551724137931)","(18.0, 21.0, 20.647058823529413)","(7.5, 10.0, 9.891891891891893)","(10.0, 14.0, 13.680672268907562)","(101.0, 200.0, 182.85714285714286)","(8.0, 10.5, 10.01086956521739)","(51.0, 170.0, 162.30769230769232)","(41.0, 100.0, 87.14285714285714)"
