,Because The Night,Cyclone Gus,Hangonhangon,Maxs Source,Hot Or Not,Kiss The Lass,Leery,Mcphersons Image,The Real Saint,Miss De Boom,King Of Wanchai,Beyondtastic
05-01-2023 13:11:40.389876,"(3.3, 4.4, 4.337037037037037)","(1.9, 2.04, 2.050909090909091)","(51.0, 150.0, 140.0)","(41.0, 65.0, 63.26923076923077)","(41.0, 95.0, 88.33333333333333)","(12.0, 15.5, 15.0)","(21.0, 40.0, 38.0)","(91.0, 350.0, 345.0)","(31.0, 80.0, 68.75)","(19.0, 23.0, 22.782608695652172)","(8.5, 12.0, 11.769736842105264)","(61.0, 140.0, 138.33333333333334)"
05-01-2023 13:11:42.401985,"(3.3, 4.4, 4.352298850574713)","(1.9, 2.06, 2.0258823529411765)","(51.0, 150.0, 140.0)","(41.0, 65.0, 63.26923076923077)","(41.0, 95.0, 88.33333333333333)","(12.0, 15.5, 15.0)","(21.0, 40.0, 38.0)","(91.0, 350.0, 345.0)","(31.0, 80.0, 68.75)","(19.0, 23.0, 22.736842105263158)","(8.5, 12.0, 11.71111111111111)","(61.0, 140.0, 138.33333333333334)"
05-01-2023 13:11:44.226837,"(3.3, 4.4, 4.514110429447853)","(1.9, 2.04, 2.036888888888889)","(51.0, 150.0, 140.0)","(41.0, 65.0, 63.26923076923077)","(41.0, 95.0, 88.33333333333333)","(12.0, 15.5, 15.0)","(21.0, 40.0, 36.4)","(91.0, 350.0, 345.0)","(31.0, 80.0, 68.75)","(19.0, 23.0, 22.73913043478261)","(8.5, 11.0, 10.90566037735849)","(61.0, 140.0, 138.33333333333334)"
05-01-2023 13:11:45.952630,"(3.3, 4.6, 4.516304347826087)","(1.9, 2.04, 2.0244736842105264)","(51.0, 150.0, 140.0)","(41.0, 65.0, 63.26923076923077)","(41.0, 95.0, 80.71428571428571)","(12.0, 15.5, 15.0)","(21.0, 40.0, 36.4)","(91.0, 350.0, 345.0)","(31.0, 80.0, 68.75)","(19.0, 23.0, 22.53846153846154)","(8.5, 11.0, 10.935185185185185)","(61.0, 140.0, 138.33333333333334)"
05-01-2023 13:11:47.546975,"(3.3, 4.6, 4.516304347826087)","(1.9, 2.04, 2.0244736842105264)","(51.0, 150.0, 140.0)","(41.0, 65.0, 52.142857142857146)","(41.0, 95.0, 85.0)","(12.0, 15.5, 14.891304347826086)","(21.0, 40.0, 37.333333333333336)","(91.0, 350.0, 346.6666666666667)","(31.0, 80.0, 95.0)","(19.0, 23.0, 20.736842105263158)","(8.5, 11.5, 10.891666666666667)","(61.0, 140.0, 138.33333333333334)"
05-01-2023 13:11:48.979917,"(3.3, 4.5, 4.491025641025641)","(1.9, 2.08, 2.06272)","(51.0, 150.0, 145.0)","(41.0, 65.0, 52.5)","(41.0, 95.0, 82.5)","(12.0, 15.0, 14.928571428571429)","(21.0, 40.0, 37.333333333333336)","(91.0, 350.0, 346.6666666666667)","(31.0, 110.0, 92.5)","(19.0, 21.0, 20.833333333333332)","(8.5, 11.0, 10.78695652173913)","(61.0, 140.0, 140.0)"
05-01-2023 13:11:50.486530,"(3.3, 4.5, 4.4568)","(1.9, 2.08, 2.0630588235294116)","(51.0, 150.0, 145.0)","(41.0, 65.0, 52.5)","(41.0, 95.0, 82.5)","(12.0, 15.0, 15.116279069767442)","(21.0, 40.0, 37.333333333333336)","(91.0, 350.0, 346.6666666666667)","(31.0, 100.0, 85.0)","(19.0, 21.0, 20.6875)","(8.5, 11.5, 10.791338582677165)","(61.0, 150.0, 140.0)"
05-01-2023 13:11:52.449613,"(3.3, 4.5, 4.38595041322314)","(1.9, 2.08, 2.0958778625954197)","(51.0, 150.0, 145.0)","(41.0, 65.0, 52.5)","(41.0, 95.0, 82.5)","(12.0, 15.5, 15.2)","(21.0, 40.0, 38.47457627118644)","(91.0, 350.0, 346.6666666666667)","(31.0, 100.0, 85.0)","(19.0, 21.0, 20.22222222222222)","(8.5, 11.5, 10.728571428571428)","(61.0, 150.0, 140.0)"
05-01-2023 13:11:54.134899,"(3.3, 4.4, 4.38595041322314)","(1.9, 2.1, 2.098803418803419)","(51.0, 150.0, 145.0)","(41.0, 65.0, 52.857142857142854)","(41.0, 95.0, 82.5)","(12.0, 15.5, 15.2)","(21.0, 40.0, 38.8)","(91.0, 350.0, 346.6666666666667)","(31.0, 100.0, 87.5)","(19.0, 21.0, 20.066666666666666)","(8.5, 11.0, 10.726618705035971)","(61.0, 150.0, 138.57142857142858)"
05-01-2023 13:11:55.866590,"(3.3, 4.4, 4.3832)","(1.9, 2.1, 2.108085106382979)","(51.0, 150.0, 145.0)","(41.0, 60.0, 52.857142857142854)","(41.0, 95.0, 82.5)","(12.0, 15.5, 15.225)","(21.0, 40.0, 38.8)","(91.0, 350.0, 346.6666666666667)","(31.0, 100.0, 87.5)","(19.0, 21.0, 20.3)","(8.5, 10.5, 10.448979591836734)","(61.0, 150.0, 138.57142857142858)"
05-01-2023 13:11:58.197562,"(3.3, 4.4, 4.369924812030075)","(1.9, 2.12, 2.120710659898477)","(51.0, 150.0, 145.0)","(41.0, 60.0, 52.857142857142854)","(41.0, 95.0, 82.5)","(12.0, 15.5, 15.225)","(21.0, 40.0, 38.47457627118644)","(91.0, 350.0, 346.6666666666667)","(31.0, 100.0, 87.5)","(19.0, 21.0, 20.19047619047619)","(8.5, 10.5, 10.377450980392156)","(61.0, 150.0, 138.57142857142858)"
05-01-2023 13:12:00.607875,"(3.3, 4.4, 4.295169082125604)","(1.9, 2.14, 2.1325000000000003)","(51.0, 150.0, 145.0)","(41.0, 60.0, 54.0)","(41.0, 95.0, 82.5)","(12.0, 15.5, 15.342857142857143)","(21.0, 40.0, 38.68)","(91.0, 350.0, 346.6666666666667)","(31.0, 100.0, 88.75)","(19.0, 21.0, 20.19047619047619)","(8.5, 10.5, 10.40566037735849)","(61.0, 150.0, 138.57142857142858)"
05-01-2023 13:12:02.550027,"(3.3, 4.3, 4.271636363636364)","(1.9, 2.14, 2.114)","(51.0, 150.0, 145.0)","(41.0, 60.0, 56.72727272727273)","(41.0, 95.0, 82.5)","(12.0, 15.5, 15.935483870967742)","(21.0, 40.0, 37.75)","(91.0, 350.0, 346.6666666666667)","(31.0, 90.0, 75.0)","(19.0, 21.0, 20.055555555555557)","(8.5, 11.0, 10.570422535211268)","(61.0, 180.0, 148.75)"
05-01-2023 13:12:04.442115,"(3.3, 4.3, 4.259375)","(1.9, 2.12, 2.101782178217822)","(51.0, 150.0, 145.0)","(41.0, 60.0, 51.5)","(41.0, 95.0, 85.0)","(12.0, 16.0, 15.796511627906977)","(21.0, 40.0, 37.225806451612904)","(91.0, 350.0, 346.6666666666667)","(31.0, 90.0, 79.28571428571429)","(19.0, 21.0, 21.05263157894737)","(8.5, 11.0, 10.579365079365079)","(61.0, 180.0, 146.0)"
05-01-2023 13:12:06.452048,"(3.3, 4.3, 4.28125)","(1.9, 2.12, 2.118478260869565)","(51.0, 150.0, 135.0)","(41.0, 55.0, 51.0625)","(41.0, 95.0, 83.33333333333333)","(12.0, 16.0, 15.772727272727273)","(21.0, 38.0, 33.2)","(91.0, 350.0, 342.5)","(31.0, 85.0, 73.75)","(19.0, 22.0, 20.982456140350877)","(8.5, 11.0, 10.634328358208956)","(61.0, 160.0, 147.14285714285714)"
05-01-2023 13:12:08.113108,"(3.3, 4.3, 4.28125)","(1.9, 2.12, 2.119318181818182)","(51.0, 150.0, 142.5)","(41.0, 55.0, 52.2)","(41.0, 85.0, 81.15384615384616)","(12.0, 16.0, 15.756410256410255)","(21.0, 34.0, 33.333333333333336)","(91.0, 350.0, 342.5)","(31.0, 85.0, 78.57142857142857)","(19.0, 22.0, 21.03333333333333)","(8.5, 11.0, 10.655844155844155)","(61.0, 180.0, 170.0)"
05-01-2023 13:12:09.921278,"(3.3, 4.3, 4.321978021978022)","(1.9, 2.12, 2.119318181818182)","(51.0, 150.0, 146.66666666666666)","(41.0, 55.0, 49.90909090909091)","(41.0, 85.0, 81.15384615384616)","(12.0, 16.0, 15.813725490196079)","(21.0, 34.0, 33.142857142857146)","(91.0, 350.0, 342.5)","(31.0, 100.0, 77.5)","(19.0, 22.0, 20.964285714285715)","(8.5, 11.0, 10.676470588235293)","(61.0, 180.0, 152.72727272727272)"
05-01-2023 13:12:11.556637,"(3.3, 4.4, 4.321978021978022)","(1.85, 2.12, 2.109677419354839)","(51.0, 150.0, 144.0)","(41.0, 55.0, 49.61538461538461)","(41.0, 85.0, 81.15384615384616)","(12.0, 16.0, 15.841666666666667)","(26.0, 34.0, 33.142857142857146)","(101.0, 350.0, 342.5)","(31.0, 100.0, 75.55555555555556)","(18.0, 22.0, 20.964285714285715)","(8.5, 11.0, 10.698630136986301)","(61.0, 180.0, 155.0)"
05-01-2023 13:12:13.139732,"(3.3, 4.4, 4.323333333333333)","(1.85, 2.12, 2.11013698630137)","(51.0, 150.0, 144.0)","(41.0, 55.0, 47.63636363636363)","(41.0, 85.0, 81.15384615384616)","(12.0, 16.0, 15.841666666666667)","(26.0, 34.0, 33.69230769230769)","(101.0, 350.0, 342.5)","(31.0, 95.0, 78.33333333333333)","(18.0, 22.0, 21.09375)","(8.5, 11.0, 10.698630136986301)","(61.0, 170.0, 163.04347826086956)"
05-01-2023 13:12:15.008764,"(3.3, 4.4, 4.323333333333333)","(1.85, 2.12, 2.105967741935484)","(51.0, 150.0, 146.66666666666666)","(41.0, 48.0, 47.294117647058826)","(41.0, 85.0, 80.71428571428571)","(12.0, 16.0, 15.766233766233766)","(26.0, 34.0, 33.69230769230769)","(101.0, 350.0, 342.5)","(31.0, 95.0, 76.66666666666667)","(18.0, 22.0, 21.31764705882353)","(8.5, 11.0, 10.621848739495798)","(61.0, 170.0, 155.9090909090909)"
05-01-2023 13:12:17.039048,"(3.3, 4.4, 4.307555555555556)","(1.85, 2.12, 2.0945185185185187)","(51.0, 150.0, 176.66666666666666)","(41.0, 48.0, 51.0)","(41.0, 85.0, 80.71428571428571)","(12.0, 16.0, 15.76530612244898)","(26.0, 34.0, 33.69230769230769)","(101.0, 350.0, 345.38461538461536)","(31.0, 90.0, 76.66666666666667)","(18.0, 22.0, 21.31764705882353)","(8.5, 11.5, 11.280952380952382)","(61.0, 190.0, 178.0952380952381)"
05-01-2023 13:12:18.771130,"(3.3, 4.4, 4.303255813953489)","(1.85, 2.1, 2.0994059405940595)","(51.0, 190.0, 173.07692307692307)","(41.0, 55.0, 48.357142857142854)","(41.0, 85.0, 80.71428571428571)","(12.0, 16.0, 15.76530612244898)","(26.0, 34.0, 31.333333333333332)","(101.0, 350.0, 345.38461538461536)","(31.0, 90.0, 76.0)","(18.0, 23.0, 22.161290322580644)","(8.5, 11.5, 11.394160583941606)","(61.0, 190.0, 178.0952380952381)"
05-01-2023 13:12:20.423411,"(3.3, 4.4, 4.303255813953489)","(1.85, 2.1, 2.0994059405940595)","(51.0, 180.0, 191.66666666666669)","(41.0, 50.0, 48.357142857142854)","(41.0, 85.0, 80.38461538461539)","(12.0, 16.0, 15.711382113821138)","(26.0, 32.0, 31.5)","(101.0, 350.0, 345.38461538461536)","(31.0, 85.0, 77.5)","(18.0, 23.0, 21.548387096774192)","(8.5, 11.5, 11.394160583941606)","(61.0, 190.0, 175.0)"
05-01-2023 13:12:22.217371,"(3.3, 4.4, 4.277777777777778)","(1.85, 2.1, 2.0906521739130435)","(51.0, 200.0, 181.25)","(41.0, 50.0, 48.357142857142854)","(41.0, 85.0, 80.38461538461539)","(12.0, 16.0, 15.711382113821138)","(26.0, 34.0, 31.894736842105264)","(101.0, 350.0, 345.38461538461536)","(31.0, 100.0, 77.14285714285714)","(18.0, 22.0, 21.72)","(8.5, 11.5, 11.394160583941606)","(61.0, 180.0, 163.84615384615384)"
05-01-2023 13:12:24.105382,"(3.3, 4.3, 4.2775700934579435)","(1.85, 2.1, 2.0990291262135923)","(51.0, 200.0, 175.0)","(41.0, 50.0, 48.32258064516129)","(41.0, 85.0, 80.0)","(12.0, 16.0, 15.68859649122807)","(26.0, 34.0, 31.0)","(101.0, 350.0, 345.38461538461536)","(31.0, 95.0, 73.84615384615384)","(18.0, 22.0, 21.5625)","(8.5, 11.5, 11.394160583941606)","(81.0, 210.0, 167.5)"
05-01-2023 13:12:26.253401,"(3.5, 4.3, 4.2775700934579435)","(1.85, 2.12, 2.0993103448275865)","(71.0, 190.0, 180.76923076923077)","(41.0, 50.0, 48.32258064516129)","(41.0, 85.0, 80.0)","(12.0, 16.0, 15.68859649122807)","(26.0, 32.0, 30.6)","(101.0, 350.0, 345.38461538461536)","(31.0, 95.0, 78.33333333333333)","(18.0, 22.0, 21.448275862068964)","(8.5, 11.5, 11.394160583941606)","(81.0, 200.0, 176.92307692307693)"
05-01-2023 13:12:28.486674,"(3.5, 4.3, 4.315447154471545)","(1.85, 2.12, 2.0757798165137618)","(71.0, 190.0, 173.07692307692307)","(41.0, 50.0, 48.32258064516129)","(51.0, 85.0, 80.71428571428571)","(13.0, 16.0, 15.731060606060606)","(21.0, 32.0, 31.2)","(101.0, 350.0, 345.38461538461536)","(41.0, 95.0, 73.07692307692308)","(18.0, 22.0, 21.5)","(8.5, 11.5, 11.433070866141732)","(81.0, 200.0, 181.25)"
05-01-2023 13:12:30.109848,"(3.5, 4.4, 4.315447154471545)","(1.85, 2.08, 2.0644859813084113)","(71.0, 180.0, 168.33333333333334)","(41.0, 50.0, 48.375)","(51.0, 85.0, 80.71428571428571)","(13.0, 16.0, 16.594594594594593)","(21.0, 32.0, 31.733333333333334)","(101.0, 350.0, 345.38461538461536)","(41.0, 90.0, 80.0)","(18.0, 22.0, 21.88)","(8.5, 11.5, 11.604938271604938)","(81.0, 200.0, 170.0)"
05-01-2023 13:12:31.778081,"(3.5, 4.4, 4.3431578947368426)","(1.85, 2.08, 2.0644859813084113)","(71.0, 210.0, 174.28571428571428)","(41.0, 50.0, 48.375)","(51.0, 85.0, 80.71428571428571)","(13.0, 17.0, 16.615384615384617)","(21.0, 32.0, 31.333333333333332)","(101.0, 350.0, 345.38461538461536)","(41.0, 85.0, 100.0)","(18.0, 22.0, 21.62962962962963)","(8.5, 12.0, 11.66839378238342)","(81.0, 200.0, 182.85714285714286)"
05-01-2023 13:12:33.453941,"(3.5, 4.5, 4.512941176470588)","(1.85, 2.04, 2.006788990825688)","(71.0, 210.0, 170.0)","(41.0, 50.0, 48.375)","(51.0, 85.0, 80.38461538461539)","(13.0, 17.0, 16.677419354838708)","(21.0, 32.0, 31.428571428571427)","(101.0, 350.0, 377.5)","(41.0, 110.0, 77.5)","(18.0, 23.0, 21.62962962962963)","(8.5, 12.0, 11.708791208791208)","(81.0, 210.0, 180.52631578947367)"
05-01-2023 13:12:35.216583,"(3.5, 4.6, 4.630120481927711)","(1.85, 2.02, 1.999054054054054)","(71.0, 200.0, 176.0)","(41.0, 50.0, 48.266666666666666)","(51.0, 85.0, 80.38461538461539)","(13.0, 17.0, 16.677419354838708)","(21.0, 32.0, 31.428571428571427)","(101.0, 500.0, 371.6666666666667)","(41.0, 110.0, 85.0)","(18.0, 23.0, 21.70175438596491)","(8.5, 12.0, 11.62621359223301)","(81.0, 210.0, 179.0909090909091)"
05-01-2023 13:12:36.798358,"(3.5, 4.7, 4.667768595041323)","(1.85, 2.0, 1.9816666666666667)","(71.0, 200.0, 164.28571428571428)","(41.0, 50.0, 48.142857142857146)","(51.0, 85.0, 80.38461538461539)","(13.0, 17.0, 16.677419354838708)","(21.0, 32.0, 29.53846153846154)","(101.0, 500.0, 371.6666666666667)","(41.0, 110.0, 79.0)","(18.0, 23.0, 21.62962962962963)","(8.5, 12.0, 11.59447004608295)","(81.0, 210.0, 179.0909090909091)"
05-01-2023 13:12:38.600714,"(3.5, 4.7, 4.667768595041323)","(1.85, 1.99, 1.9783673469387755)","(71.0, 190.0, 168.0)","(41.0, 50.0, 48.074074074074076)","(51.0, 85.0, 80.71428571428571)","(13.0, 17.0, 16.858974358974358)","(21.0, 32.0, 29.333333333333332)","(101.0, 500.0, 381.53846153846155)","(41.0, 100.0, 78.92857142857143)","(18.0, 23.0, 21.96875)","(8.5, 12.0, 10.728260869565217)","(81.0, 210.0, 179.0909090909091)"
05-01-2023 13:12:40.393840,"(3.6, 5.0, 4.756363636363636)","(1.85, 1.97, 2.006376811594203)","(71.0, 180.0, 168.0)","(41.0, 50.0, 47.333333333333336)","(51.0, 85.0, 80.625)","(13.0, 17.0, 16.37142857142857)","(21.0, 32.0, 29.217391304347828)","(101.0, 500.0, 381.53846153846155)","(41.0, 95.0, 80.41666666666667)","(18.0, 23.0, 21.6)","(8.5, 11.0, 10.374193548387098)","(81.0, 210.0, 177.05882352941177)"
05-01-2023 13:12:42.108395,"(3.6, 4.8, 4.773972602739726)","(1.85, 2.02, 2.015510204081633)","(71.0, 180.0, 170.0)","(41.0, 48.0, 47.333333333333336)","(51.0, 85.0, 81.5)","(13.0, 16.5, 16.386363636363637)","(21.0, 32.0, 29.333333333333332)","(101.0, 500.0, 381.53846153846155)","(41.0, 95.0, 81.0)","(18.0, 22.0, 21.84)","(8.5, 10.5, 10.491803278688524)","(81.0, 200.0, 185.0)"
05-01-2023 13:12:43.767269,"(3.6, 4.9, 4.773972602739726)","(1.85, 2.02, 2.015510204081633)","(71.0, 180.0, 170.0)","(41.0, 48.0, 47.333333333333336)","(51.0, 85.0, 81.5)","(13.0, 16.5, 16.635135135135137)","(21.0, 32.0, 31.28)","(101.0, 500.0, 383.0)","(41.0, 90.0, 82.5)","(18.0, 22.0, 22.073170731707318)","(8.5, 10.5, 9.782089552238807)","(81.0, 200.0, 185.0)"
05-01-2023 13:12:45.792460,"(3.6, 4.8, 4.762295081967213)","(1.85, 2.04, 2.0277894736842104)","(71.0, 180.0, 176.66666666666666)","(41.0, 48.0, 46.78260869565217)","(51.0, 85.0, 82.85714285714286)","(13.0, 17.0, 16.578125)","(21.0, 32.0, 31.555555555555557)","(101.0, 500.0, 403.3333333333333)","(41.0, 90.0, 82.5)","(18.0, 23.0, 22.486486486486488)","(8.5, 9.8, 9.3)","(81.0, 200.0, 178.88888888888889)"
05-01-2023 13:12:47.827930,"(3.6, 4.8, 4.774193548387097)","(1.85, 2.06, 2.064819277108434)","(71.0, 210.0, 174.28571428571428)","(41.0, 48.0, 46.833333333333336)","(51.0, 90.0, 81.66666666666667)","(13.0, 17.0, 16.685393258426966)","(21.0, 32.0, 31.555555555555557)","(101.0, 470.0, 403.3333333333333)","(41.0, 90.0, 82.5)","(18.0, 23.0, 22.556962025316455)","(8.5, 9.2, 9.16)","(81.0, 200.0, 187.14285714285714)"
05-01-2023 13:12:49.659491,"(3.6, 4.9, 4.7785123966942145)","(1.85, 2.08, 2.0878)","(71.0, 200.0, 177.5)","(41.0, 48.0, 46.8)","(51.0, 90.0, 81.66666666666667)","(13.0, 17.0, 16.35483870967742)","(21.0, 32.0, 31.555555555555557)","(101.0, 470.0, 390.0)","(41.0, 90.0, 82.5)","(18.0, 23.0, 22.28)","(8.5, 9.2, 8.771428571428572)","(81.0, 210.0, 178.88888888888889)"
05-01-2023 13:12:51.373522,"(3.6, 4.8, 4.774117647058824)","(1.85, 2.1, 2.102474226804124)","(71.0, 200.0, 175.0)","(41.0, 48.0, 46.8)","(51.0, 90.0, 81.66666666666667)","(13.0, 16.5, 16.359375)","(21.0, 32.0, 31.714285714285715)","(101.0, 470.0, 390.0)","(41.0, 90.0, 82.5)","(18.0, 22.0, 21.689655172413794)","(8.5, 8.8, 8.726470588235294)","(81.0, 200.0, 187.14285714285714)"
05-01-2023 13:12:53.133697,"(3.6, 4.8, 4.774117647058824)","(1.85, 2.12, 2.103)","(71.0, 190.0, 176.66666666666666)","(41.0, 48.0, 46.888888888888886)","(51.0, 90.0, 81.66666666666667)","(13.0, 16.5, 16.359375)","(21.0, 32.0, 31.714285714285715)","(101.0, 470.0, 403.3333333333333)","(41.0, 90.0, 82.5)","(18.0, 22.0, 21.742857142857144)","(8.5, 8.8, 8.661538461538461)","(81.0, 200.0, 187.14285714285714)"
05-01-2023 13:12:55.299364,"(3.6, 4.8, 4.714285714285714)","(1.85, 2.12, 2.132485549132948)","(71.0, 210.0, 176.66666666666666)","(41.0, 48.0, 46.888888888888886)","(51.0, 90.0, 88.4375)","(13.0, 16.5, 16.359375)","(21.0, 32.0, 27.333333333333332)","(101.0, 470.0, 390.0)","(41.0, 90.0, 82.5)","(18.0, 22.0, 21.655172413793103)","(8.0, 8.8, 8.745454545454546)","(81.0, 210.0, 178.88888888888889)"
05-01-2023 13:12:57.061981,"(3.6, 4.8, 4.673451327433629)","(1.85, 2.14, 2.124651162790698)","(71.0, 210.0, 182.0)","(41.0, 48.0, 46.888888888888886)","(51.0, 95.0, 89.0)","(13.0, 16.5, 16.418181818181818)","(21.0, 28.0, 27.375)","(101.0, 470.0, 390.0)","(41.0, 90.0, 82.5)","(18.0, 22.0, 20.705882352941178)","(8.0, 8.8, 8.747058823529413)","(81.0, 200.0, 176.31578947368422)"
05-01-2023 13:12:59.050377,"(3.6, 4.7, 4.685416666666667)","(1.85, 2.16, 2.1242553191489364)","(71.0, 200.0, 181.42857142857142)","(41.0, 48.0, 46.84615384615385)","(51.0, 95.0, 89.0)","(13.0, 17.0, 16.418181818181818)","(21.0, 30.0, 27.375)","(101.0, 470.0, 390.0)","(41.0, 90.0, 84.0)","(18.0, 21.0, 20.77922077922078)","(8.0, 8.8, 8.76774193548387)","(81.0, 200.0, 177.5)"
05-01-2023 13:13:01.147293,"(3.6, 4.7, 4.685416666666667)","(1.85, 2.14, 2.1308411214953273)","(71.0, 210.0, 181.42857142857142)","(41.0, 48.0, 46.84615384615385)","(51.0, 95.0, 90.71428571428571)","(13.0, 17.0, 16.45)","(21.0, 30.0, 27.23076923076923)","(101.0, 470.0, 390.0)","(41.0, 120.0, 110.0)","(18.0, 21.0, 20.666666666666668)","(8.0, 9.0, 8.947058823529412)","(81.0, 200.0, 177.5)"
05-01-2023 13:13:03.094496,"(3.7, 4.7, 4.685416666666667)","(1.85, 2.14, 2.1232478632478635)","(71.0, 210.0, 177.5)","(41.0, 48.0, 46.84615384615385)","(51.0, 95.0, 86.11111111111111)","(13.0, 17.0, 16.45)","(21.0, 30.0, 27.53846153846154)","(101.0, 470.0, 403.3333333333333)","(41.0, 120.0, 83.75)","(18.0, 21.0, 20.666666666666668)","(8.0, 9.2, 9.05)","(81.0, 200.0, 177.5)"
05-01-2023 13:13:04.884331,"(3.6, 4.7, 4.701734104046243)","(1.9, 2.14, 2.0848813559322035)","(71.0, 200.0, 177.5)","(41.0, 48.0, 46.84615384615385)","(51.0, 95.0, 84.47368421052632)","(13.0, 17.0, 16.62962962962963)","(21.0, 28.0, 26.833333333333332)","(101.0, 470.0, 403.3333333333333)","(41.0, 110.0, 81.25)","(18.0, 21.0, 20.76388888888889)","(8.0, 9.4, 9.344186046511627)","(81.0, 200.0, 176.0)"
05-01-2023 13:13:06.839735,"(3.6, 4.8, 4.727184466019418)","(1.9, 2.1, 2.0925925925925926)","(71.0, 200.0, 182.85714285714286)","(41.0, 48.0, 46.84615384615385)","(51.0, 90.0, 84.47368421052632)","(13.0, 17.0, 16.566666666666666)","(21.0, 28.0, 26.105263157894736)","(101.0, 470.0, 403.3333333333333)","(41.0, 100.0, 85.0)","(18.0, 21.0, 20.76388888888889)","(8.0, 9.6, 9.488888888888889)","(81.0, 200.0, 175.0)"
05-01-2023 13:13:08.666300,"(3.6, 4.8, 4.727184466019418)","(1.9, 2.1, 2.0925925925925926)","(71.0, 200.0, 172.0)","(41.0, 48.0, 46.84615384615385)","(51.0, 90.0, 84.47368421052632)","(13.0, 17.0, 16.566666666666666)","(21.0, 28.0, 26.166666666666668)","(101.0, 470.0, 400.0)","(41.0, 100.0, 80.0)","(17.0, 21.0, 20.76388888888889)","(8.0, 9.6, 9.488888888888889)","(81.0, 200.0, 176.31578947368422)"
05-01-2023 13:13:10.426941,"(3.6, 4.8, 4.722)","(1.9, 2.1, 2.087816091954023)","(71.0, 190.0, 177.14285714285714)","(41.0, 48.0, 46.84615384615385)","(51.0, 90.0, 84.47368421052632)","(13.0, 17.0, 16.673076923076923)","(21.0, 27.0, 25.58823529411765)","(101.0, 460.0, 393.3333333333333)","(41.0, 95.0, 81.0)","(17.0, 21.0, 20.76388888888889)","(8.0, 9.6, 9.483333333333334)","(81.0, 170.0, 155.0)"
05-01-2023 13:13:12.232722,"(3.6, 4.8, 4.720370370370371)","(1.9, 2.1, 2.0810714285714287)","(71.0, 190.0, 177.14285714285714)","(41.0, 48.0, 47.0)","(51.0, 90.0, 84.47368421052632)","(13.0, 17.0, 16.729166666666668)","(21.0, 27.0, 26.636363636363637)","(101.0, 440.0, 381.6666666666667)","(41.0, 90.0, 81.0)","(17.0, 21.0, 20.760563380281692)","(8.0, 9.6, 9.470967741935484)","(81.0, 170.0, 160.0)"
05-01-2023 13:13:13.986089,"(3.6, 4.8, 4.9832358674463935)","(1.85, 2.1, 2.0624908424908424)","(71.0, 190.0, 176.66666666666666)","(41.0, 48.0, 47.27272727272727)","(51.0, 90.0, 84.47368421052632)","(13.0, 17.0, 16.729166666666668)","(21.0, 27.0, 26.77777777777778)","(101.0, 440.0, 386.6666666666667)","(41.0, 90.0, 78.33333333333333)","(17.0, 21.0, 21.71232876712329)","(8.5, 9.6, 9.522727272727273)","(81.0, 170.0, 158.57142857142858)"
05-01-2023 13:13:15.752723,"(3.6, 5.0, 4.9832358674463935)","(1.85, 2.1, 2.0624908424908424)","(71.0, 190.0, 176.66666666666666)","(41.0, 48.0, 47.27272727272727)","(51.0, 90.0, 84.47368421052632)","(13.0, 17.0, 16.71186440677966)","(21.0, 27.0, 25.692307692307693)","(101.0, 420.0, 413.3333333333333)","(41.0, 85.0, 83.0)","(17.0, 22.0, 22.257142857142856)","(8.5, 9.8, 9.657142857142857)","(81.0, 170.0, 158.33333333333334)"
05-01-2023 13:13:17.738899,"(3.7, 5.0, 5.030821917808219)","(1.85, 2.06, 2.027956043956044)","(71.0, 190.0, 175.0)","(41.0, 48.0, 47.07692307692308)","(51.0, 90.0, 84.47368421052632)","(13.0, 17.0, 16.59375)","(21.0, 26.0, 25.692307692307693)","(101.0, 500.0, 380.8333333333333)","(41.0, 85.0, 95.0)","(17.0, 23.0, 22.211009174311926)","(8.5, 9.8, 9.486486486486486)","(81.0, 170.0, 161.11111111111111)"
05-01-2023 13:13:19.411758,"(3.7, 5.1, 5.133333333333333)","(1.85, 2.04, 2.0180446927374303)","(71.0, 190.0, 175.0)","(41.0, 48.0, 47.07692307692308)","(51.0, 90.0, 84.47368421052632)","(13.0, 17.0, 16.717391304347824)","(21.0, 26.0, 25.692307692307693)","(101.0, 500.0, 384.44444444444446)","(41.0, 110.0, 85.0)","(17.0, 23.0, 22.211009174311926)","(8.5, 9.4, 9.36867469879518)","(81.0, 170.0, 162.0)"
05-01-2023 13:13:21.419462,"(3.7, 5.2, 5.1378378378378375)","(1.85, 2.02, 2.014139534883721)","(81.0, 190.0, 204.44444444444446)","(41.0, 48.0, 47.07692307692308)","(51.0, 90.0, 84.47368421052632)","(13.0, 17.0, 16.717391304347824)","(21.0, 26.0, 25.692307692307693)","(101.0, 500.0, 456.0869565217391)","(41.0, 100.0, 86.42857142857143)","(18.0, 23.0, 22.21818181818182)","(8.5, 9.4, 9.370731707317074)","(81.0, 170.0, 162.0)"
