,Because The Night,Cyclone Gus,Hangonhangon,Maxs Source,Hot Or Not,Kiss The Lass,Leery,Mcphersons Image,The Real Saint,Miss De Boom,King Of Wanchai,Beyondtastic
05-01-2023 12:56:24.326187,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 190.0)","(31.0, 140.0, 107.33333333333333)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:25.885525,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 190.0)","(31.0, 140.0, 107.33333333333333)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:27.544149,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 190.0)","(31.0, 140.0, 107.33333333333333)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:29.036998,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 190.0)","(31.0, 140.0, 107.33333333333333)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:30.581883,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 190.0)","(31.0, 140.0, 107.33333333333333)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:32.286252,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 190.0)","(31.0, 140.0, 107.33333333333333)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:33.925988,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 190.0)","(31.0, 140.0, 107.33333333333333)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:35.540105,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 145.0)","(31.0, 140.0, 124.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:37.022496,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 145.0)","(31.0, 140.0, 124.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:38.629521,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 145.0)","(31.0, 140.0, 124.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:40.194330,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 145.0)","(31.0, 140.0, 124.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:41.842768,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 145.0)","(31.0, 140.0, 124.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:43.284754,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 145.0)","(31.0, 140.0, 124.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:44.760957,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 145.0)","(31.0, 140.0, 124.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:46.513646,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 145.0)","(31.0, 140.0, 124.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:48.215411,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 145.0)","(31.0, 140.0, 124.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:49.744345,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 145.0)","(31.0, 140.0, 124.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:51.309434,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 124.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:52.993246,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 43.8)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 124.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:54.944529,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 41.5)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:56.872449,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 41.5)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:58.400607,"(3.0, 3.45, 3.3046875)","(2.0, 2.26, 2.2479999999999998)","(51.0, 170.0, 110.0)","(41.0, 180.0, 113.0)","(41.0, 120.0, 83.0)","(10.0, 19.0, 14.666666666666666)","(26.0, 55.0, 41.5)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 35.8)","(7.0, 8.2, 7.699999999999999)","(61.0, 210.0, 137.5)"
05-01-2023 12:56:59.956348,"(3.0, 3.45, 3.38)","(2.0, 2.26, 2.3925)","(51.0, 170.0, 110.0)","(41.0, 180.0, 68.33333333333333)","(41.0, 120.0, 83.0)","(10.0, 19.0, 15.75)","(26.0, 55.0, 40.27272727272727)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 36.5)","(7.0, 8.4, 7.371428571428572)","(61.0, 210.0, 137.5)"
05-01-2023 12:57:01.492153,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 170.0, 110.0)","(41.0, 180.0, 68.33333333333333)","(41.0, 120.0, 83.0)","(10.0, 19.0, 15.75)","(26.0, 55.0, 40.27272727272727)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 36.5)","(7.0, 8.4, 7.885714285714286)","(61.0, 210.0, 137.5)"
05-01-2023 12:57:03.030332,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 170.0, 110.0)","(41.0, 180.0, 68.33333333333333)","(41.0, 120.0, 83.0)","(10.0, 19.0, 15.75)","(26.0, 55.0, 40.27272727272727)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 36.5)","(7.0, 8.4, 7.885714285714286)","(61.0, 210.0, 137.5)"
05-01-2023 12:57:04.514304,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 170.0, 110.0)","(41.0, 180.0, 68.33333333333333)","(41.0, 120.0, 83.0)","(10.0, 19.0, 15.75)","(26.0, 55.0, 40.27272727272727)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 24.625)","(7.0, 8.4, 7.885714285714286)","(61.0, 210.0, 137.5)"
05-01-2023 12:57:06.278753,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 170.0, 110.0)","(41.0, 180.0, 68.33333333333333)","(41.0, 120.0, 83.0)","(10.0, 19.0, 15.75)","(26.0, 55.0, 40.27272727272727)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 29.75)","(7.0, 8.4, 7.885714285714286)","(61.0, 210.0, 137.5)"
05-01-2023 12:57:08.133524,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 170.0, 110.0)","(41.0, 180.0, 68.33333333333333)","(41.0, 120.0, 83.0)","(10.0, 19.0, 15.75)","(26.0, 55.0, 40.27272727272727)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 210.0, 137.5)"
05-01-2023 12:57:09.790280,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 170.0, 110.0)","(41.0, 180.0, 68.33333333333333)","(41.0, 120.0, 116.3)","(10.0, 19.0, 15.75)","(26.0, 55.0, 40.27272727272727)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 210.0, 137.5)"
05-01-2023 12:57:11.791956,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 170.0, 110.0)","(41.0, 180.0, 68.33333333333333)","(41.0, 120.0, 102.0)","(10.0, 19.0, 15.75)","(26.0, 55.0, 40.27272727272727)","(71.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 210.0, 137.5)"
05-01-2023 12:57:13.620921,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 170.0, 110.0)","(41.0, 180.0, 68.33333333333333)","(41.0, 120.0, 102.0)","(10.0, 19.0, 15.75)","(26.0, 55.0, 40.27272727272727)","(81.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 210.0, 137.5)"
05-01-2023 12:57:15.142688,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 170.0, 110.0)","(41.0, 180.0, 68.33333333333333)","(41.0, 120.0, 102.0)","(10.0, 19.0, 15.75)","(26.0, 55.0, 40.27272727272727)","(81.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 210.0, 137.5)"
05-01-2023 12:57:16.705935,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 170.0, 110.0)","(41.0, 180.0, 68.33333333333333)","(41.0, 120.0, 105.6)","(10.0, 19.0, 15.75)","(26.0, 55.0, 32.714285714285715)","(81.0, 220.0, 198.57142857142856)","(31.0, 140.0, 93.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 210.0, 137.5)"
05-01-2023 12:57:18.196817,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 170.0, 110.0)","(41.0, 180.0, 68.33333333333333)","(41.0, 120.0, 105.6)","(10.0, 19.0, 15.75)","(26.0, 55.0, 32.714285714285715)","(81.0, 220.0, 175.0)","(31.0, 140.0, 74.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 210.0, 110.0)"
05-01-2023 12:57:20.045855,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 160.0, 86.66666666666666)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 112.8)","(10.0, 19.0, 15.75)","(26.0, 55.0, 32.714285714285715)","(81.0, 210.0, 120.0)","(31.0, 130.0, 74.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 200.0, 132.5)"
05-01-2023 12:57:22.569768,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 160.0, 86.66666666666666)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 112.8)","(10.0, 19.0, 15.75)","(26.0, 55.0, 32.714285714285715)","(81.0, 210.0, 120.0)","(31.0, 130.0, 74.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 200.0, 132.5)"
05-01-2023 12:57:24.372500,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 160.0, 128.0)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 112.8)","(10.0, 19.0, 15.75)","(26.0, 55.0, 32.714285714285715)","(81.0, 210.0, 120.0)","(31.0, 130.0, 74.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 200.0, 132.5)"
05-01-2023 12:57:26.462834,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 160.0, 128.0)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 112.8)","(10.0, 19.0, 15.75)","(26.0, 55.0, 32.714285714285715)","(81.0, 210.0, 120.0)","(31.0, 130.0, 74.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 200.0, 132.5)"
05-01-2023 12:57:28.419483,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 160.0, 128.0)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 112.8)","(10.0, 19.0, 15.75)","(26.0, 55.0, 32.714285714285715)","(81.0, 210.0, 120.0)","(31.0, 130.0, 74.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 200.0, 132.5)"
05-01-2023 12:57:30.225211,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.3925)","(51.0, 160.0, 128.0)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 112.8)","(10.0, 19.0, 15.75)","(26.0, 55.0, 32.714285714285715)","(81.0, 210.0, 120.0)","(31.0, 130.0, 74.0)","(19.0, 40.0, 31.214285714285715)","(7.0, 8.4, 7.885714285714286)","(61.0, 200.0, 132.5)"
05-01-2023 12:57:32.039015,"(3.0, 3.5, 3.38)","(2.0, 2.52, 2.2866666666666666)","(51.0, 160.0, 128.0)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 112.8)","(10.0, 19.0, 15.75)","(26.0, 55.0, 32.714285714285715)","(81.0, 210.0, 120.0)","(31.0, 130.0, 74.0)","(19.0, 40.0, 34.875)","(7.0, 8.4, 7.885714285714286)","(61.0, 200.0, 132.5)"
05-01-2023 12:57:33.629520,"(3.0, 3.5, 3.38)","(2.0, 2.5, 2.3545454545454545)","(51.0, 160.0, 128.0)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 112.8)","(10.0, 19.0, 13.214285714285714)","(26.0, 55.0, 37.666666666666664)","(81.0, 210.0, 120.0)","(31.0, 130.0, 74.0)","(19.0, 40.0, 34.875)","(7.0, 8.4, 7.885714285714286)","(61.0, 200.0, 132.5)"
05-01-2023 12:57:35.298722,"(3.0, 3.5, 3.38)","(2.0, 2.48, 2.396)","(51.0, 160.0, 128.0)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 85.0)","(10.0, 17.5, 15.5)","(26.0, 55.0, 37.666666666666664)","(81.0, 210.0, 120.0)","(31.0, 130.0, 115.66666666666667)","(19.0, 40.0, 34.875)","(7.0, 8.4, 8.072727272727272)","(61.0, 200.0, 132.5)"
05-01-2023 12:57:36.890467,"(3.0, 3.5, 3.38)","(2.0, 2.42, 2.294782608695652)","(51.0, 160.0, 128.0)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 106.0)","(10.0, 17.5, 15.5)","(26.0, 55.0, 37.666666666666664)","(81.0, 210.0, 120.0)","(31.0, 130.0, 115.66666666666667)","(19.0, 40.0, 34.875)","(7.0, 8.4, 8.25)","(61.0, 200.0, 132.5)"
05-01-2023 12:57:38.552344,"(3.0, 3.5, 3.38)","(2.0, 2.42, 2.305217391304348)","(51.0, 160.0, 128.0)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 106.0)","(10.0, 16.5, 15.5)","(26.0, 55.0, 37.666666666666664)","(81.0, 210.0, 120.0)","(31.0, 130.0, 115.66666666666667)","(19.0, 40.0, 34.875)","(7.0, 8.4, 8.25)","(61.0, 200.0, 132.5)"
05-01-2023 12:57:40.253243,"(3.0, 3.5, 3.38)","(2.0, 2.42, 2.305217391304348)","(51.0, 160.0, 128.0)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 106.0)","(10.0, 16.5, 15.5)","(26.0, 55.0, 37.666666666666664)","(81.0, 210.0, 120.0)","(31.0, 130.0, 115.66666666666667)","(19.0, 40.0, 34.875)","(7.0, 8.4, 8.22857142857143)","(61.0, 200.0, 132.5)"
05-01-2023 12:57:41.885308,"(3.0, 3.5, 3.38)","(2.0, 2.42, 2.305217391304348)","(51.0, 160.0, 128.0)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 106.0)","(10.0, 16.5, 15.5)","(26.0, 55.0, 37.666666666666664)","(81.0, 210.0, 147.5)","(31.0, 130.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 8.4, 8.533333333333333)","(61.0, 200.0, 161.66666666666669)"
05-01-2023 12:57:43.614063,"(3.0, 3.5, 3.38)","(2.0, 2.42, 2.2600000000000002)","(51.0, 170.0, 135.14285714285714)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 106.0)","(10.0, 16.5, 15.5)","(26.0, 55.0, 32.714285714285715)","(81.0, 220.0, 147.5)","(31.0, 140.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 8.6, 9.01818181818182)","(61.0, 210.0, 161.66666666666669)"
05-01-2023 12:57:45.376522,"(3.0, 3.5, 3.38)","(2.0, 2.42, 2.2178947368421054)","(51.0, 170.0, 135.14285714285714)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 106.0)","(10.0, 16.5, 15.5)","(26.0, 55.0, 32.714285714285715)","(81.0, 220.0, 147.5)","(31.0, 140.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 9.4, 9.01818181818182)","(61.0, 210.0, 161.66666666666669)"
05-01-2023 12:57:47.147971,"(3.0, 3.5, 3.38)","(2.0, 2.42, 2.2178947368421054)","(51.0, 170.0, 135.14285714285714)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 106.0)","(10.0, 16.5, 15.5)","(26.0, 55.0, 32.714285714285715)","(81.0, 220.0, 147.5)","(31.0, 140.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 9.4, 9.01818181818182)","(61.0, 210.0, 161.66666666666669)"
05-01-2023 12:57:49.334626,"(3.0, 3.5, 3.38)","(2.0, 2.42, 2.2178947368421054)","(51.0, 170.0, 135.14285714285714)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 106.0)","(10.0, 16.5, 15.5)","(26.0, 55.0, 32.714285714285715)","(81.0, 220.0, 147.5)","(31.0, 140.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 9.4, 9.01818181818182)","(61.0, 210.0, 161.66666666666669)"
05-01-2023 12:57:51.396555,"(3.0, 3.5, 3.38)","(2.0, 2.42, 2.2178947368421054)","(51.0, 170.0, 135.14285714285714)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 106.0)","(10.0, 16.5, 15.5)","(26.0, 55.0, 32.714285714285715)","(81.0, 220.0, 147.5)","(31.0, 140.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 9.4, 8.8)","(61.0, 210.0, 161.66666666666669)"
05-01-2023 12:57:53.067541,"(3.0, 3.5, 3.38)","(2.0, 2.42, 2.2178947368421054)","(51.0, 170.0, 135.14285714285714)","(41.0, 170.0, 66.66666666666667)","(41.0, 120.0, 106.0)","(10.0, 16.5, 15.5)","(26.0, 55.0, 33.333333333333336)","(81.0, 220.0, 147.5)","(31.0, 140.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 9.4, 9.107692307692307)","(61.0, 210.0, 161.66666666666669)"
05-01-2023 12:57:54.784022,"(3.0, 3.65, 3.3212328767123287)","(2.0, 2.42, 2.1768)","(51.0, 170.0, 147.8181818181818)","(41.0, 170.0, 87.33333333333334)","(41.0, 120.0, 106.0)","(10.0, 17.5, 15.5)","(26.0, 55.0, 33.333333333333336)","(81.0, 220.0, 195.83333333333334)","(31.0, 140.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 9.8, 8.799999999999999)","(61.0, 210.0, 185.83333333333334)"
05-01-2023 12:57:56.527921,"(3.0, 3.6, 3.4545454545454546)","(2.0, 2.42, 2.1768)","(51.0, 170.0, 147.8181818181818)","(41.0, 170.0, 87.33333333333334)","(41.0, 120.0, 106.0)","(10.0, 17.5, 15.5)","(26.0, 55.0, 33.333333333333336)","(81.0, 220.0, 195.83333333333334)","(31.0, 140.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 9.2, 8.799999999999999)","(61.0, 210.0, 185.83333333333334)"
05-01-2023 12:57:58.147224,"(3.0, 3.6, 3.4545454545454546)","(2.0, 2.42, 2.1768)","(51.0, 170.0, 147.8181818181818)","(41.0, 170.0, 87.33333333333334)","(41.0, 120.0, 106.0)","(10.0, 17.5, 15.5)","(26.0, 55.0, 33.333333333333336)","(81.0, 220.0, 195.83333333333334)","(31.0, 140.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 9.2, 8.799999999999999)","(61.0, 210.0, 185.83333333333334)"
05-01-2023 12:57:59.829833,"(3.0, 3.6, 3.4545454545454546)","(2.0, 2.42, 2.1768)","(51.0, 170.0, 147.8181818181818)","(41.0, 170.0, 87.33333333333334)","(41.0, 120.0, 106.0)","(10.0, 17.5, 15.5)","(26.0, 55.0, 33.333333333333336)","(81.0, 220.0, 195.83333333333334)","(31.0, 140.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 9.2, 8.879999999999999)","(61.0, 210.0, 185.83333333333334)"
05-01-2023 12:58:01.404900,"(3.0, 3.6, 3.56)","(2.0, 2.42, 2.1768)","(51.0, 170.0, 147.8181818181818)","(41.0, 170.0, 87.33333333333334)","(41.0, 120.0, 106.0)","(10.0, 17.5, 15.5)","(26.0, 55.0, 33.333333333333336)","(81.0, 220.0, 195.83333333333334)","(31.0, 140.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 9.2, 8.879999999999999)","(61.0, 210.0, 185.83333333333334)"
05-01-2023 12:58:03.026651,"(3.0, 3.6, 3.56)","(2.0, 2.42, 2.287826086956522)","(51.0, 170.0, 147.8181818181818)","(41.0, 170.0, 87.33333333333334)","(41.0, 120.0, 106.0)","(10.0, 17.5, 15.392857142857142)","(26.0, 55.0, 33.333333333333336)","(81.0, 220.0, 195.83333333333334)","(31.0, 140.0, 131.27272727272725)","(19.0, 40.0, 34.875)","(7.0, 9.2, 8.7)","(61.0, 210.0, 185.83333333333334)"
05-01-2023 12:58:04.667732,"(3.0, 3.6, 3.56)","(2.0, 2.42, 2.287826086956522)","(51.0, 170.0, 139.63636363636363)","(41.0, 170.0, 113.0)","(41.0, 120.0, 106.0)","(10.0, 17.0, 15.392857142857142)","(26.0, 55.0, 33.333333333333336)","(81.0, 220.0, 171.42857142857142)","(31.0, 140.0, 115.66666666666667)","(19.0, 40.0, 34.875)","(7.0, 9.2, 8.836363636363636)","(61.0, 210.0, 161.42857142857142)"
