,Snowy Rose,Udella Bale,Never Sweet,Julipa Bale,Zipping Newman
09-01-2023 15:29:23.992595,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:25.050485,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:26.052502,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:27.073209,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:28.210409,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:29.333096,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:30.589592,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:31.581392,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:32.492661,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:33.503115,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:34.532616,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:35.474234,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:36.319892,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:37.332425,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:38.350291,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:39.322342,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:40.184112,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:41.168211,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:42.110096,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:43.125395,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:44.108340,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:44.986344,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:45.919726,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:46.953876,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:47.843657,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:48.708128,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:49.636921,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:50.564777,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:51.462488,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:52.368166,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:53.267235,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:54.148566,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:55.060766,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:55.957099,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:56.791091,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:57.646268,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:58.581308,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:29:59.539204,"(5.0, 9.8, 6.98)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:00.389511,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:01.285872,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:02.233627,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:03.092106,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:04.009691,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:04.899975,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:05.722494,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:06.624361,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:07.570228,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:08.464203,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:09.318528,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:10.174187,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:11.148167,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:12.085747,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:12.916168,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:13.760322,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:14.678974,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:15.544734,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:16.437402,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:17.345223,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:18.125215,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:19.016814,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:20.012889,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:20.933232,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:21.727225,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:22.584332,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:23.561306,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:24.511688,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:25.349474,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:26.165448,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:27.009106,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:27.944460,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:28.876728,"(5.0, 9.8, 5.553846153846154)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:29.739278,"(5.0, 9.8, 6.05)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:30.553944,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:31.501754,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:32.497979,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:33.387711,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:34.188240,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:35.121055,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:36.105790,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:36.981358,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:37.802744,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:38.666588,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:39.520616,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:40.472883,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:41.403204,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:42.321954,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 4.136363636363637)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:43.121009,"(5.0, 9.8, 5.276923076923078)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 3.71875)","(3.9, 6.6, 4.703448275862069)"
09-01-2023 15:30:44.113771,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.2, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:45.065027,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:45.905693,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:46.808022,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:47.709266,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:48.584848,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:49.464697,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:50.408878,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:51.235432,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:52.041344,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:52.962374,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:53.877462,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:54.668818,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:55.537360,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 6.6, 4.35)"
09-01-2023 15:30:56.420812,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:30:57.332351,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:30:58.228356,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:30:59.183311,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.5, 4.503846153846154)","(2.8, 4.1, 3.46)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:30:59.989680,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.1, 3.46)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:00.917394,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.1, 3.46)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:01.910087,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.1, 3.46)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:02.704721,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.1, 3.46)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:03.601385,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:04.565850,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:05.511264,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:06.347095,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:07.162486,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:08.056328,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:08.954305,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:09.861415,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:10.774090,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:11.604725,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:12.558543,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:13.474938,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:14.322204,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:15.105362,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:16.012778,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
