,Snowy Rose,Udella Bale,Never Sweet,Julipa Bale,Zipping Newman
09-01-2023 15:31:39.121882,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:40.096642,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:41.038039,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:42.003545,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:42.982446,"(5.0, 9.8, 6.533333333333334)","(5.5, 12.0, 8.1)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:43.830260,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:44.802206,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:45.751169,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:46.674620,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:47.564395,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:48.372431,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:49.249452,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:50.163875,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:51.062700,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:51.944124,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:52.796227,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:53.646092,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:54.628490,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:55.563772,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:56.433715,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:57.461381,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:58.383325,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.457692307692308)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.416666666666667)"
09-01-2023 15:31:59.279816,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.642857142857142)","(3.6, 5.4, 4.21)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.3478260869565215)"
09-01-2023 15:32:00.168022,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.025)","(3.6, 5.4, 4.21)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.3478260869565215)"
09-01-2023 15:32:01.140779,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.34)","(3.6, 5.4, 4.35)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.3478260869565215)"
09-01-2023 15:32:02.056826,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 10.34)","(3.6, 5.4, 4.35)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.260869565217392)"
09-01-2023 15:32:03.012749,"(5.0, 9.8, 6.533333333333334)","(5.5, 11.5, 8.242857142857144)","(3.6, 5.4, 3.90625)","(2.8, 4.0, 3.1346666666666665)","(3.9, 7.0, 4.5)"
09-01-2023 15:32:03.993386,"(5.0, 9.8, 6.533333333333334)","(5.5, 9.6, 7.777777777777778)","(3.6, 5.7, 3.90625)","(2.8, 4.0, 3.385)","(3.9, 7.0, 4.478260869565217)"
09-01-2023 15:32:04.979390,"(5.0, 9.8, 6.533333333333334)","(5.5, 9.6, 7.777777777777778)","(3.6, 5.7, 3.90625)","(2.8, 3.95, 3.385)","(3.9, 7.0, 4.478260869565217)"
09-01-2023 15:32:05.769590,"(5.0, 9.8, 6.533333333333334)","(5.5, 9.6, 7.6)","(3.6, 5.7, 4.803125)","(2.8, 3.95, 3.385)","(3.9, 7.0, 4.478260869565217)"
09-01-2023 15:32:06.608832,"(5.0, 9.8, 6.533333333333334)","(5.5, 9.6, 7.371428571428572)","(3.6, 5.7, 4.803125)","(2.8, 3.95, 3.385)","(3.9, 7.0, 4.478260869565217)"
09-01-2023 15:32:07.686080,"(5.0, 9.8, 6.533333333333334)","(5.5, 9.6, 7.777777777777778)","(3.6, 5.7, 4.803125)","(2.8, 3.95, 3.385)","(3.9, 7.0, 4.375)"
09-01-2023 15:32:08.613723,"(5.0, 9.8, 6.533333333333334)","(5.5, 9.6, 7.777777777777778)","(3.6, 5.7, 4.803125)","(2.8, 3.95, 3.385)","(3.9, 7.0, 4.304347826086956)"
09-01-2023 15:32:09.412420,"(5.0, 9.8, 6.533333333333334)","(5.5, 9.6, 7.777777777777778)","(3.6, 5.7, 4.803125)","(2.8, 3.95, 3.385)","(3.9, 7.0, 4.304347826086956)"
09-01-2023 15:32:10.313673,"(5.0, 9.8, 6.533333333333334)","(5.5, 9.6, 7.777777777777778)","(3.6, 5.7, 4.803125)","(2.8, 3.95, 3.385)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:11.301165,"(5.0, 9.8, 6.533333333333334)","(5.5, 9.6, 7.777777777777778)","(3.6, 5.7, 4.803125)","(2.8, 3.95, 3.385)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:12.276269,"(5.0, 9.8, 6.533333333333334)","(5.5, 9.6, 7.777777777777778)","(3.6, 5.7, 4.803125)","(2.8, 3.95, 3.1613333333333333)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:13.180181,"(5.0, 9.8, 6.533333333333334)","(5.5, 9.6, 7.777777777777778)","(3.6, 5.7, 4.803125)","(2.8, 4.1, 3.1613333333333333)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:14.024371,"(5.0, 9.8, 7.3500000000000005)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.344444444444444)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:14.959551,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.344444444444444)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:15.876265,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.344444444444444)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:16.857217,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.344444444444444)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:17.766037,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.344444444444444)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:18.612848,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.344444444444444)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:19.561533,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.344444444444444)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:20.587540,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.1613333333333333)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:21.452084,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.1, 3.1613333333333333)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:22.330170,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:23.199891,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:24.088506,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:24.954791,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:25.854035,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:26.688936,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:27.727141,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.1, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:28.645402,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:29.596708,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:30.484296,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:31.373636,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:32.327531,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:33.506621,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.41)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:34.595760,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.0, 3.0527272727272727)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:35.620250,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 4.1, 3.684)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:36.671019,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:37.620765,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:38.607787,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:39.582655,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:40.391358,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:41.386712,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:42.363903,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:43.218317,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:43.997265,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 6.933333333333333)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.136363636363637)"
09-01-2023 15:32:44.940291,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 8.145454545454545)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.666666666666667)"
09-01-2023 15:32:45.929165,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.371428571428572)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.304347826086956)"
09-01-2023 15:32:46.875927,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.304347826086956)"
09-01-2023 15:32:47.998712,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.304347826086956)"
09-01-2023 15:32:48.911314,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.304347826086956)"
09-01-2023 15:32:49.744070,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.304347826086956)"
09-01-2023 15:32:50.718620,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.375)"
09-01-2023 15:32:51.724547,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 8.218181818181819)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.304347826086956)"
09-01-2023 15:32:52.744702,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.485714285714286)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.304347826086956)"
09-01-2023 15:32:53.553280,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.485714285714286)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.304347826086956)"
09-01-2023 15:32:54.601684,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.485714285714286)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.217391304347826)"
09-01-2023 15:32:55.582643,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.314285714285714)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.391304347826087)"
09-01-2023 15:32:56.507694,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.777777777777778)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:32:57.367875,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.0)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:32:58.325471,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.0)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:32:59.501458,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 8.04)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:00.376113,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 8.04)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:01.224991,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 8.04)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:02.148201,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 8.04)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:03.107660,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 8.04)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:04.039979,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.485714285714286)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:04.947849,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.485714285714286)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:05.847828,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.485714285714286)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:06.794453,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.485714285714286)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:07.835624,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.314285714285714)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:08.767631,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 8.181818181818182)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:09.616078,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 8.181818181818182)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:10.561374,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.428571428571429)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:11.606673,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.428571428571429)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:12.617097,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.0)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:13.462577,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.428571428571429)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:14.408283,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.428571428571429)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:15.410460,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.428571428571429)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:16.424622,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.0)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:17.229845,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.0)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:18.143173,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.0)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:19.125496,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.0)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:20.065279,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 8.181818181818182)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:20.960950,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 8.181818181818182)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:21.887714,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.428571428571429)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:22.807799,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.428571428571429)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:23.763902,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.314285714285714)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:24.688081,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.314285714285714)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:25.508068,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:26.528214,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:27.608692,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:28.601805,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:29.540453,"(5.0, 9.8, 5.685714285714286)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:30.741762,"(5.0, 9.8, 5.36923076923077)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:31.829649,"(5.0, 9.8, 5.461538461538462)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:32.915829,"(5.0, 9.8, 5.461538461538462)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:33.900731,"(5.0, 9.8, 5.461538461538462)","(5.5, 9.6, 7.066666666666666)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
09-01-2023 15:33:34.851993,"(5.0, 9.8, 6.666666666666667)","(5.5, 9.6, 8.338461538461537)","(3.6, 5.7, 4.803125)","(2.8, 3.9, 3.684)","(3.9, 7.0, 4.777777777777778)"
